  I     	  II     	  AO     	  AO'		  FA     	  FA'		
-31.13   	-51.57   	144.96   	  10.17		 84.27   	 -10.17		
-30.82   	-38.45   	145.00   	 111.90		 84.23   	  -5.09		
-27.77   	-18.62   	145.45   	 -71.21		 84.21   	  -5.09		
-24.72   	  5.19   	145.17   	-300.10		 84.19   	   0.00		
-22.89   	 28.69   	143.97   	-401.83		 84.19   	  -5.09		
-22.89   	 47.91   	142.36   	-218.72		 84.17   	   0.00		
-22.89   	 60.73   	141.48   	-249.24		 84.17   	   5.09		
-21.67   	 66.83   	140.49   	-701.93		 84.19   	   0.00		
-18.92   	 67.44   	137.68   	-590.03		 84.19   	   5.09		
-15.26   	 66.53   	135.32   	 -91.56		 84.21   	   5.09		
-12.51   	 67.14   	134.95   	  86.47		 84.23   	   5.09		
-10.68   	 71.41   	135.30   	  55.95		 84.25   	  10.17		
 -9.46   	 75.99   	135.52   	-127.16		 84.29   	   5.09		
 -9.16   	 75.38   	135.01   	-371.31		 84.31   	  10.17		
 -8.54   	 66.53   	133.53   	-396.74		 84.35   	  10.17		
 -6.71   	 53.41   	131.94   	-284.84		 84.39   	  10.17		
 -1.83   	 46.39   	130.80   	-218.72		 84.44   	  10.17		
  7.32   	 52.80   	129.93   	-157.68		 84.48   	  10.17		
 19.53   	 70.19   	129.30   	 -86.47		 84.52   	  10.17		
 29.60   	 87.28   	128.95   	-127.16		 84.56   	  10.17		
 32.04   	 90.64   	128.44   	-264.50		 84.60   	  10.17		
 24.11   	 74.77   	127.39   	-300.10		 84.64   	  10.17		
  8.85   	 45.47   	126.18   	-218.72		 84.68   	  10.17		
 -6.71   	 12.21   	125.31   	-172.94		 84.72   	  10.17		
-16.78   	-19.23   	124.62   	-116.99		 84.76   	  10.17		
-20.45   	-49.13   	124.15   	-183.11		 84.80   	   5.09		
-20.45   	-77.21   	123.42   	-371.31		 84.82   	   5.09		
-20.45   	-101.93   	121.93   	-310.27		 84.84   	  10.17		
-21.97   	-119.02   	120.69   	 -76.30		 84.88   	   0.00		
-25.33   	-127.26   	120.39   	  61.04		 84.88   	   5.09		
-28.69   	-129.09   	120.63   	  66.12		 84.90   	   0.00		
-30.21   	-128.78   	120.89   	 -35.61		 84.90   	   0.00		
-29.60   	-129.39   	120.75   	-162.77		 84.90   	   0.00		
-28.08   	-130.62   	120.10   	-244.15		 84.90   	   0.00		
-26.86   	-131.53   	119.12   	-264.50		 84.90   	  -5.09		
-26.86   	-132.14   	118.07   	-223.80		 84.88   	  -5.09		
-27.47   	-133.67   	117.17   	-162.77		 84.86   	  -5.09		
-27.77   	-137.02   	116.52   	-183.11		 84.84   	  -5.09		
-26.55   	-141.30   	115.79   	-345.88		 84.82   	 -10.17		
-25.02   	-144.35   	114.40   	-503.56		 84.78   	 -10.17		
-24.41   	-144.96   	112.39   	-325.53		 84.74   	 -10.17		
-24.41   	-142.52   	111.09   	  76.30		 84.70   	 -10.17		
-24.41   	-138.55   	111.39   	 320.45		 84.66   	 -15.26		
-22.89   	-134.28   	112.68   	 295.01		 84.60   	 -15.26		
-20.45   	-131.23   	113.86   	 106.82		 84.54   	 -15.26		
-18.62   	-129.70   	114.28   	-147.51		 84.48   	 -20.35		
-18.62   	-130.62   	113.69   	-305.19		 84.39   	 -15.26		
-20.45   	-132.75   	112.47   	-371.31		 84.33   	 -20.35		
-23.19   	-134.89   	110.99   	-345.88		 84.25   	 -20.35		
-25.63   	-136.11   	109.60   	-228.89		 84.17   	 -20.35		
-26.55   	-134.89   	108.69   	 -55.95		 84.09   	 -20.35		
-25.33   	-131.84   	108.46   	  61.04		 84.01   	 -15.26		
-21.97   	-127.87   	108.71   	  66.12		 83.95   	 -20.35		
-18.01   	-123.90   	108.97   	 -45.78		 83.87   	 -20.35		
-15.26   	-121.15   	108.79   	-152.59		 83.78   	 -15.26		
-15.26   	-119.93   	108.18   	-132.25		 83.72   	 -15.26		
-17.40   	-120.24   	107.65   	 -15.26		 83.66   	 -10.17		
-19.84   	-120.85   	107.59   	  76.30		 83.62   	 -15.26		
-21.36   	-120.85   	107.89   	 -61.04		 83.56   	 -10.17		
-21.36   	-119.02   	107.65   	-523.90		 83.52   	  -5.09		
-21.06   	-115.05   	105.55   	-834.18		 83.50   	  -5.09		
-20.75   	-110.17   	102.22   	-422.18		 83.48   	  -5.09		
-20.45   	-105.59   	100.53   	  76.30		 83.46   	   0.00		
-19.84   	-102.84   	100.83   	 300.10		 83.46   	   0.00		
-18.92   	-102.84   	102.03   	 376.40		 83.46   	   0.00		
-18.01   	-104.98   	103.54   	 198.37		 83.46   	   5.09		
-17.70   	-107.42   	104.33   	-127.16		 83.48   	   5.09		
-18.01   	-108.34   	103.82   	-366.22		 83.50   	   5.09		
-17.40   	-106.20   	102.36   	-406.92		 83.52   	  10.17		
-15.87   	-101.62   	100.73   	-269.58		 83.56   	   5.09		
-14.04   	-96.74   	 99.65   	 -40.69		 83.58   	  10.17		
-12.82   	-93.69   	 99.49   	 162.77		 83.62   	  15.26		
-12.21   	-93.38   	100.14   	 213.63		 83.68   	  10.17		
-12.51   	-95.21   	101.00   	  55.95		 83.72   	  15.26		
-12.82   	-97.96   	101.22   	-147.51		 83.78   	  15.26		
-13.73   	-100.40   	100.63   	-198.37		 83.85   	  15.26		
-15.56   	-102.54   	 99.84   	-147.51		 83.91   	  15.26		
-17.70   	-103.45   	 99.25   	-127.16		 83.97   	  15.26		
-18.92   	-102.23   	 98.74   	-106.82		 84.03   	  15.26		
-18.62   	-98.88   	 98.31   	 -40.69		 84.09   	  20.35		
-17.40   	-94.60   	 98.15   	  40.69		 84.17   	  15.26		
-16.48   	-90.33   	 98.31   	  40.69		 84.23   	  20.35		
-18.31   	-88.20   	 98.47   	 -50.86		 84.31   	  15.26		
-24.72   	-90.03   	 98.27   	-137.33		 84.37   	  20.35		
-37.23   	-99.18   	 97.72   	-137.33		 84.46   	  20.35		
-53.71   	-115.36   	 97.17   	 -10.17		 84.54   	  15.26		
-65.31   	-127.87   	 97.13   	 122.07		 84.60   	  20.35		
-59.81   	-108.95   	 97.62   	  96.64		 84.68   	  15.26		
-23.80   	-15.87   	 98.01   	 -40.69		 84.74   	  15.26		
 49.74   	190.73   	 97.84   	-147.51		 84.80   	  15.26		
159.00   	516.36   	 97.25   	-218.72		 84.86   	  15.26		
289.00   	910.03   	 96.38   	-223.80		 84.92   	  10.17		
417.18   	1267.09   	 95.48   	-101.73		 84.96   	  15.26		
550.54   	1498.41(R)	 95.08   	  71.21		 85.03   	   5.09		
510.25   	1352.84   	 95.36   	  25.43		 85.05   	   5.09		
399.48   	1115.42   	 95.46   	 -40.69		 85.07   	   0.00		
247.19   	857.85   	 95.30   	-116.99		 85.07   	   0.00		
 94.60   	610.66   	 94.83   	-152.59		 85.07   	   0.00		
-21.97   	374.76   	 94.22   	 -35.61		 85.07   	  -5.09		
-86.06   	160.83   	 94.08   	  61.04		 85.05   	  -5.09		
-104.06   	 -4.58   	 94.32   	 -35.61		 85.03   	  -5.09		
-96.13   	-103.15   	 94.18   	 -61.04		 85.00   	  -5.09		
-80.26   	-140.99   	 93.94   	 -30.52		 84.98   	 -10.17		
-65.61   	-144.04   	 93.81   	 -15.26		 84.94   	  -5.09		
-52.80   	-138.55   	 93.75   	 -20.35		 84.92   	 -10.17		
-40.28   	-136.11   	 93.67   	  -5.09		 84.88   	 -10.17		
-30.21   	-134.89   	 93.65   	  45.78		 84.84   	  -5.09		
-25.33   	-132.14   	 93.83   	  50.86		 84.82   	 -10.17		
-27.47   	-131.23   	 94.04   	  40.69		 84.78   	 -10.17		
-33.87   	-135.80   	 94.20   	 -15.26		 84.74   	  -5.09		
-40.28   	-143.43   	 94.14   	 -35.61		 84.72   	 -10.17		
-41.81   	-147.40   	 94.00   	  81.38		 84.68   	  -5.09		
-38.45   	-144.65   	 94.32   	 223.80		 84.66   	  -5.09		
-32.35   	-136.11   	 95.22   	 391.66		 84.64   	  -5.09		
-26.86   	-126.65   	 96.78   	 635.81		 84.62   	  -5.09		
-24.11   	-120.54   	 99.33   	1022.38		 84.60   	  -5.09		
-24.41   	-119.32   	103.42   	1297.04		 84.58   	   0.00		
-25.94   	-120.85   	108.61   	1241.09		 84.58   	   0.00		
-27.47   	-121.77   	113.57   	 971.51		 84.58   	  -5.09		
-27.77   	-119.02   	117.46   	 625.63		 84.56   	   0.00		
-26.86   	-114.14   	119.96   	 223.80		 84.56   	   0.00		
-25.63   	-109.56   	120.85   	  30.52		 84.56   	   0.00		
-24.11   	-107.42   	120.98   	 269.58		 84.56   	   0.00		
-22.89   	-106.20   	122.05   	 813.83		 84.56   	   5.09		
-21.67   	-104.68   	125.31   	1246.18		 84.58   	   0.00		
-20.45   	-101.62   	130.29   	1490.33		 84.58   	   5.09		
-18.92   	-98.57   	136.26   	1225.83		 84.60   	   5.09		
-16.78   	-95.83   	141.16   	 564.60		 84.62   	   5.09		
-14.34   	-93.08   	143.42   	 361.14		 84.64   	   5.09		
-12.82   	-90.03   	144.86   	 406.92		 84.66   	   5.09		
-12.82   	-86.67   	146.49   	 356.05		 84.68   	   5.09		
-14.34   	-83.31   	147.91   	 335.71		 84.70   	   5.09		
-16.17   	-79.04   	149.26   	 259.41		 84.72   	   5.09		
-17.09   	-73.85   	150.29   	 574.77		 84.74   	   5.09		
-16.48   	-66.22   	152.59   	1398.77		 84.76   	  10.17		
-14.65   	-57.98   	158.19   	1286.87		 84.80   	   5.09		
-12.51   	-50.05   	163.34   	 106.82		 84.82   	   5.09		
-10.99   	-43.33   	163.76   	-518.82		 84.84   	  10.17		
 -9.16   	-37.54   	161.69   	-417.09		 84.88   	   5.09		
 -6.71   	-30.82   	160.02   	 -35.61		 84.90   	   5.09		
 -2.75   	-21.06   	159.88   	 462.87		 84.92   	   0.00		
  1.53   	 -8.54   	161.73   	 793.49		 84.92   	   5.09		
  5.80   	  4.58   	164.90   	1297.04		 84.94   	   5.09		
  9.16   	 16.48   	170.09   	1119.02		 84.96   	   5.09		
 11.90   	 25.94   	174.57   	   5.09		 84.98   	   5.09		
 15.87   	 33.87   	174.59   	-259.41		 85.00   	   0.00		
 21.97   	 43.33   	173.55   	1612.40		 85.00   	   0.00		
 30.21   	 56.76   	180.00   	1907.42		 85.00   	   0.00		
 38.15   	 72.94   	187.63   	 -61.04		 85.00   	   0.00		
 43.64   	 89.11   	187.38   	-966.43		 85.00   	   0.00		
 46.39   	100.71   	183.52   	-1042.72		 85.00   	   0.00		
 48.52   	106.51   	179.35   	-213.63		 85.00   	   0.00		
 52.49   	109.25   	178.49   	1271.61		 85.00   	  -5.09		
 58.59   	113.22   	183.58   	2319.42		 84.98   	  -5.09		
 65.61   	120.85   	192.86   	1800.60		 84.96   	   0.00		
 71.41   	131.23   	200.06   	 127.16		 84.96   	  -5.09		
 74.77   	140.08   	200.57   	-1180.06		 84.94   	  -5.09		
 75.68   	143.74   	195.85   	-1424.21		 84.92   	  -5.09		
 75.99   	141.60   	190.15   	-473.04		 84.90   	  -5.09		
 76.29   	135.50   	188.26   	 818.92		 84.88   	  -5.09		
 75.99   	128.17   	191.54   	1688.70		 84.86   	  -5.09		
 73.55   	120.54   	198.29   	1134.28		 84.84   	  -5.09		
 68.36   	112.61   	202.83   	-111.90		 84.82   	  -5.09		
 61.04   	103.15   	202.38   	-757.88		 84.80   	  -5.09		
 53.10   	 92.47   	199.35   	-381.48		 84.78   	  -5.09		
 46.08   	 81.18   	197.82   	 462.87		 84.76   	  -5.09		
 39.98   	 69.27   	199.67   	 925.73		 84.74   	  -5.09		
 33.57   	 56.15   	203.38   	 432.35		 84.72   	  -5.09		
 25.94   	 40.89   	205.11(S)	-366.22		 84.70   	  -5.09		
 17.70   	 24.11   	203.64   	-1022.38		 84.68   	  -5.09		
 10.38   	  7.93   	199.55   	-864.70		 84.66   	   0.00		
  4.27   	 -5.80   	196.09   	 259.41		 84.66   	  -5.09		
 -0.92   	-16.78   	197.13   	1017.29		 84.64   	   0.00		
 -6.41   	-26.55   	201.20   	 630.72		 84.64   	  -5.09		
-12.51   	-37.54   	203.72   	-274.67		 84.62   	   0.00		
-17.70   	-49.13   	202.62   	-1017.29		 84.62   	  -5.09		
-21.06   	-60.42   	198.55   	-1134.28		 84.60   	   0.00		
-22.28   	-68.97   	194.02   	-483.21		 84.60   	   0.00		
-23.19   	-74.16   	192.08   	 152.59		 84.60   	   0.00		
-24.72   	-76.90   	192.70   	 152.59		 84.60   	   0.00		
-27.16   	-77.82   	193.31   	-315.36		 84.60   	   0.00		
-29.30   	-78.43   	192.04   	-1042.72		 84.60   	   0.00		
-29.91   	-79.04   	187.87   	-1419.12		 84.60   	   0.00		
-29.30   	-80.26   	182.20   	-1312.30		 84.60   	   0.00		
-27.77   	-82.09   	176.95   	-1068.15		 84.60   	   0.00		
-27.16   	-84.53   	172.67   	-813.83		 84.60   	   0.00		
-27.16   	-86.98   	169.42   	-595.11		 84.60   	   0.00		
-28.08   	-87.89   	167.04   	-523.90		 84.60   	   0.00		
-28.99   	-88.20   	164.94   	-361.14		 84.60   	   0.00		
-29.60   	-89.42   	163.50   	 116.99		 84.60   	   0.00		
-29.91   	-91.55   	163.97   	 417.09		 84.60   	   0.00		
-29.60   	-94.30   	165.64   	 127.16		 84.60   	   5.09		
-29.30   	-94.91   	166.14   	-534.08		 84.62   	   0.00		
-29.60   	-92.77   	164.01   	-1205.49		 84.62   	   5.09		
-30.21   	-89.42   	159.19   	-1144.45		 84.64   	   5.09		
-32.65   	-88.81   	154.61   	-269.58		 84.66   	   5.09		
-36.01   	-92.47   	153.53   	 600.20		 84.68   	   5.09		
-38.76   	-97.96   	155.93   	 768.05		 84.70   	  10.17		
-39.37   	-100.10   	159.00   	 208.54		 84.74   	   5.09		
-36.93   	-96.44   	159.84   	-503.56		 84.76   	  10.17		
-33.26   	-88.81   	157.82   	-920.65		 84.80   	   5.09		
-31.13   	-82.09   	154.14   	-818.92		 84.82   	  10.17		
-32.04   	-79.96   	150.86   	-371.31		 84.86   	   5.09		
-35.40   	-81.18   	149.38   	   5.09		 84.88   	  10.17		
-37.84   	-80.87   	149.40   	 122.07		 84.92   	   5.09		
-38.15   	-74.46   	149.89   	  -5.09		 84.94   	   5.09		
-37.23   	-61.34   	149.87   	-249.24		 84.96   	   5.09		
-36.01   	-43.64   	148.87   	-493.39		 84.98   	   0.00		
-35.40   	-24.11   	146.90   	-559.51		 84.98   	  -5.09		
-34.79   	 -4.58   	144.66   	-417.09		 84.96   	  -5.09		
-32.65   	 14.04   	142.99   	-218.72		 84.94   	 -10.17		
-28.38   	 29.30   	142.12   	-188.20		 84.90   	  20.35		
-24.11   	 37.84   	141.36   	-356.05		 84.98   	  81.38		
-20.75   	 39.67   	139.94   	-528.99		 85.31   	 178.03		
-18.31   	 39.06   	137.82   	-696.84		 86.02   	 264.50		
-15.87   	 41.81   	135.04   	-783.31		 87.08   	 340.79		
-13.12   	 50.66   	131.90   	 422.18		 88.44   	 401.83		
-10.38   	 61.34   	133.59   	1683.61		 90.05   	 462.87		
 -8.54   	 67.44   	140.32   	-284.84		 91.90   	 513.73		
 -6.71   	 64.39   	139.19   	-1398.77		 93.96   	 554.42		
 -3.66   	 55.85   	133.59   	-1383.51		 96.17   	 564.60		
  2.44   	 50.96   	128.06   	-1068.15		 98.43   	 569.68		
 11.90   	 54.02   	123.78   	 478.13		100.71   	 559.51		
 21.36   	 63.17   	125.70   	1632.75		102.95   	 544.25		
 26.25   	 70.50   	132.23   	 966.43		105.13   	 518.82		
 23.80   	 69.58   	136.09   	-467.95		107.20   	 478.13		
 14.65   	 57.37   	134.22   	-1174.97		109.11   	 442.52		
  1.22   	 34.48   	129.52   	-824.00		110.88   	 391.66		
-12.21   	  3.97   	126.23   	-132.25		112.45   	 356.05		
-22.89   	-32.65   	125.70   	 208.54		113.88   	 305.19		
-28.99   	-70.50   	126.53   	 223.80		115.10   	 264.50		
-31.13   	-103.76   	127.43   	 172.94		116.15   	 228.89		
-30.21   	-127.26   	128.12   	  20.35		117.07   	 188.20		
-27.77   	-139.77   	128.20   	-305.19		117.82   	 152.59		
-25.94   	-145.87   	126.98   	-605.29		118.43   	 127.16		
-26.25   	-151.06   	124.56   	-493.39		118.94   	  96.64		
-28.08   	-158.08   	122.58   	 -61.04		119.33   	  71.21		
-30.52   	-165.10   	122.34   	 167.85		119.61   	  50.86		
-32.35   	-168.76   	123.01   	  30.52		119.82   	  35.61		
-32.65   	-166.63   	123.13   	-178.03		119.96   	  15.26		
-31.43   	-160.83   	122.42   	-305.19		120.02   	   0.00		
-28.69   	-154.11   	121.20   	-371.31		120.02   	 -15.26		
-25.94   	-150.45   	119.71   	-315.36		119.96   	 -30.52		
-25.02   	-151.37   	118.45   	-111.90		119.84   	 -40.69		
-26.86   	-155.03   	118.01   	  15.26		119.67   	 -55.95		
-31.43   	-159.91   	118.07   	-167.85		119.45   	 -66.12		
-36.32   	-162.66   	117.40   	-605.29		119.19   	 -76.30		
-38.15   	-162.05   	114.97   	-946.08		118.88   	 -91.56		
-35.40   	-158.69   	111.19   	-818.92		118.51   	 -96.64		
-30.21   	-154.42   	107.91   	-300.10		118.13   	-111.90		
-26.55   	-151.98   	106.71   	 239.06		117.68   	-116.99		
-25.63   	-151.67   	107.67   	 422.18		117.21   	-132.25		
-27.16   	-151.98   	109.36   	 172.94		116.68   	-142.42		
-29.30   	-151.37   	110.05   	-284.84		116.11   	-152.59		
-30.21   	-149.23   	108.91   	-615.46		115.50   	-157.68		
-30.21   	-146.79   	106.45   	-564.60		114.87   	-162.77		
-29.60   	-145.26   	104.19   	-264.50		114.22   	-167.85		
-28.99   	-144.65   	103.13   	  30.52		113.55   	-178.03		
-28.99   	-144.35   	103.25   	 203.46		112.84   	-178.03		
-29.91   	-142.82   	104.07   	 279.75		112.13   	-183.11		
-31.43   	-138.85   	105.19   	 233.98		111.39   	-188.20		
-32.96   	-133.97   	106.12   	 193.29		110.64   	-178.03		
-33.26   	-129.70   	106.90   	 244.15		109.93   	-178.03		
-32.04   	-126.34   	107.87   	 -86.47		109.22   	-172.94		
-30.52   	-125.43   	107.53   	-569.68		108.52   	-162.77		
-29.30   	-126.04   	105.25   	-462.87		107.87   	-157.68		
-28.38   	-127.26   	103.40   	 167.85		107.24   	-152.59		
-26.55   	-126.95   	104.07   	 559.51		106.63   	-142.42		
-23.80   	-124.51   	106.31   	 447.61		106.06   	-137.33		
-21.36   	-120.54   	108.10   	 223.80		105.51   	-132.25		
-21.36   	-116.88   	108.99   	  61.04		104.98   	-122.07		
-24.11   	-115.05   	109.24   	 -91.56		104.50   	-116.99		
-27.77   	-115.66   	108.87   	-300.10		104.03   	-106.82		
-30.21   	-116.27   	107.67   	-498.47		103.60   	-101.73		
-29.30   	-116.27   	105.68   	-427.26		103.19   	 -91.56		
-25.94   	-115.36   	103.97   	-157.68		102.83   	 -86.47		
-23.19   	-114.44   	103.34   	  20.35		102.48   	 -86.47		
-22.89   	-113.53   	103.42   	-111.90		102.14   	 -81.38		
-24.41   	-112.30   	102.97   	-366.22		101.81   	 -86.47		
-25.94   	-109.56   	101.51   	-427.26		101.46   	 -81.38		
-26.25   	-107.42   	 99.80   	-391.66		101.14   	 -81.38		
-25.33   	-108.03   	 98.23   	-412.00		100.81   	 -86.47		
-24.41   	-111.69   	 96.58   	-432.35		100.47   	 -86.47		
-23.50   	-116.27   	 94.85   	-376.40		100.12   	 -86.47		
-22.28   	-118.71   	 93.35   	-310.27		 99.78   	 -91.56		
-20.75   	-116.58   	 92.11   	-198.37		 99.41   	 -91.56		
-20.45   	-111.39   	 91.31   	 -45.78		 99.04   	 -91.56		
-23.80   	-107.42   	 91.13   	 101.73		 98.68   	 -91.56		
-31.74   	-109.86   	 91.54   	 172.94		 98.31   	 -96.64		
-43.64   	-122.68   	 92.23   	  91.56		 97.92   	 -96.64		
-57.07   	-145.26   	 92.59   	 -50.86		 97.54   	 -96.64		
-66.53   	-166.63   	 92.39   	-116.99		 97.15   	-101.73		
-63.17   	-161.44   	 91.92   	-157.68		 96.74   	-101.73		
-36.32   	-89.11   	 91.29   	 -35.61		 96.34   	-101.73		
 24.72   	 91.25   	 91.15   	 223.80		 95.93   	-106.82		
123.29   	394.59   	 92.04   	 386.57		 95.50   	-106.82		
250.85   	784.30   	 93.59   	 412.00		 95.08   	-106.82		
386.05   	1166.99   	 95.24   	 381.48		 94.65   	-228.89		
555.73   	1517.33(R)	 96.76   	 -50.86		 93.73   	-122.07		
534.67   	1432.80   	 96.56   	 -66.12		 93.24   	-116.99		
434.88   	1239.62   	 96.30   	 -20.35		 92.78   	-122.07		
282.29   	1004.94   	 96.22   	  20.35		 92.29   	-122.07		
120.24   	760.80   	 96.30   	  10.17		 91.80   	-116.99		
 -9.16   	509.03   	 96.34   	 -81.38		 91.33   	-116.99		
-83.92   	262.15   	 96.01   	-157.68		 90.86   	-106.82		
-108.64   	 56.46   	 95.38   	-208.54		 90.44   	 -96.64		
-104.37   	-74.77   	 94.55   	-178.03		 90.05   	 -86.47		
-90.94   	-131.53   	 93.83   	  45.78		 89.70   	 -76.30		
-77.21   	-143.13   	 94.02   	 162.77		 89.40   	 -71.21		
-64.70   	-143.74   	 94.67   	-183.11		 89.11   	 -61.04		
-51.88   	-151.06   	 93.94   	-645.98		 88.87   	 -61.04		
-40.28   	-161.44   	 91.35   	-605.29		 88.63   	 -50.86		
-32.65   	-166.02   	 88.93   	-101.73		 88.42   	 -50.86		
-29.30   	-163.27   	 88.52   	 188.20		 88.22   	 -40.69		
-28.99   	-159.61   	 89.28   	 172.94		 88.06   	 -35.61		
-28.08   	-158.69   	 89.97   	  81.38		 87.91   	 -30.52		
-25.63   	-158.39   	 90.29   	-127.16		 87.79   	 -25.43		
-22.58   	-156.86   	 89.79   	-300.10		 87.69   	 -20.35		
-21.06   	-154.42   	 88.59   	 -45.78		 87.61   	 -10.17		
-22.58   	-152.59   	 88.40(D)	 528.99		 87.57   	  -5.09		
-27.16   	-151.98   	 90.52   	1017.29		 87.55(D)	   0.00		
-32.35   	-153.20   	 94.59   	1307.22		 87.55   	   5.09		
-34.48   	-154.42   	 99.82   	1368.26		 87.57   	  15.26		
-32.04   	-152.28   	105.29   	1129.19		 87.63   	  20.35		
-26.25   	-145.57   	109.81   	 762.97		 87.71   	  35.61		
-21.06   	-137.02   	112.86   	 427.26		 87.85   	  40.69		
-19.23   	-130.92   	114.57   	 172.94		 88.02   	  61.04		
-21.67   	-130.92   	115.26   	 264.50		 88.26   	  81.38		
-25.94   	-134.89   	116.32   	 701.93		 88.59   	 101.73		
