  I     	  LV     	  LV'		  AO     	  AO'		
-87.28   	104.43   	-686.67		 98.90   	 -45.78		
-86.67   	101.69   	-762.97		 98.72   	 -76.30		
-86.06   	 98.64   	-824.00		 98.41   	-101.73		
-85.45   	 95.34   	-864.70		 98.01   	-132.25		
-85.14   	 91.88   	-879.96		 97.48   	-167.85		
-84.23   	 88.36   	-890.13		 96.81   	-193.29		
-83.31   	 84.80   	-915.56		 96.03   	-228.89		
-82.70   	 81.14   	-961.34		 95.12   	-249.24		
-82.09   	 77.29   	-1022.38		 94.12   	-274.67		
-82.09   	 73.20   	-1098.67		 93.02   	-284.84		
-81.79   	 68.81   	-1169.88		 91.88   	-284.84		
-81.18   	 64.13   	-1215.66		 90.74   	-279.75		
-80.57   	 59.27   	-1230.92		 89.62   	-264.50		
-79.96   	 54.34   	-1195.32		 88.57   	-228.89		
-79.65   	 49.56   	-1113.93		 87.65   	-198.37		
-79.04   	 45.11   	-996.94		 86.86   	-157.68		
-77.82   	 41.12   	-854.52		 86.23   	-116.99		
-77.21   	 37.70   	-722.28		 85.76   	 -71.21		
-76.60   	 34.81   	-590.03		 85.47   	 -35.61		
-75.99   	 32.45   	-498.47		 85.33   	   0.00		
-74.77   	 30.46   	-437.43		 85.33   	  25.43		
-72.94   	 28.71   	-412.00		 85.43   	  40.69		
-71.11   	 27.06   	-406.92		 85.59   	  61.04		
-69.58   	 25.43   	-422.18		 85.84   	  66.12		
-68.97   	 23.74   	-437.43		 86.10   	  71.21		
-68.66   	 21.99   	-437.43		 86.39   	  76.30		
-68.05   	 20.24   	-427.26		 86.69   	  81.38		
-67.14   	 18.54   	-391.66		 87.02   	  76.30		
-66.83   	 16.97   	-345.88		 87.32   	  81.38		
-66.83   	 15.58   	-284.84		 87.65   	  86.47		
-66.83   	 14.45   	-223.80		 88.00   	  86.47		
-66.53   	 13.55   	-157.68		 88.34   	  81.38		
-65.61   	 12.92   	-106.82		 88.67   	  86.47		
-64.70   	 12.49   	 -71.21		 89.01   	  76.30		
-63.78   	 12.21   	 -40.69		 89.32   	  76.30		
-62.87   	 12.04   	 -25.43		 89.62   	  66.12		
-62.56   	 11.94   	 -15.26		 89.89   	  55.95		
-62.56   	 11.88   	 -15.26		 90.11   	  40.69		
-63.17   	 11.82   	 -20.35		 90.27   	  30.52		
-64.39   	 11.74   	 -10.17		 90.40   	  15.26		
-65.92   	 11.70   	 -10.17		 90.46   	  10.17		
-67.14   	 11.66(D)	  10.17		 90.50   	  -5.09		
-67.14   	 11.70   	  25.43		 90.48   	 -15.26		
-66.53   	 11.80   	  50.86		 90.42   	 -25.43		
-65.31   	 12.00   	  71.21		 90.32   	 -30.52		
-64.70   	 12.29   	  91.56		 90.19   	 -35.61		
-64.70   	 12.66   	 106.82		 90.05   	 -45.78		
-65.31   	 13.08   	 106.82		 89.87   	 -45.78		
-65.31   	 13.51   	 106.82		 89.68   	 -50.86		
-65.00   	 13.94   	  91.56		 89.48   	 -50.86		
-64.70   	 14.30   	  76.30		 89.28   	 -55.95		
-64.70   	 14.61   	  66.12		 89.05   	 -55.95		
-65.00   	 14.87   	  45.78		 88.83   	 -55.95		
-65.92   	 15.06   	  35.61		 88.61   	 -55.95		
-66.22   	 15.20   	  25.43		 88.38   	 -55.95		
-66.53   	 15.30   	  30.52		 88.16   	 -55.95		
-66.22   	 15.42   	  30.52		 87.93   	 -55.95		
-65.61   	 15.54   	  35.61		 87.71   	 -50.86		
-65.00   	 15.69   	  40.69		 87.51   	 -50.86		
-63.48   	 15.85   	  40.69		 87.30   	 -50.86		
-61.95   	 16.01   	  40.69		 87.10   	 -45.78		
-59.51   	 16.17   	  35.61		 86.92   	 -50.86		
-56.76   	 16.32   	  25.43		 86.71   	 -50.86		
-52.49   	 16.42   	  20.35		 86.51   	 -50.86		
-46.39   	 16.50   	  20.35		 86.31   	 -50.86		
-38.76   	 16.58   	  25.43		 86.10   	 -50.86		
-30.82   	 16.68   	  25.43		 85.90   	 -50.86		
-25.02   	 16.79   	  30.52		 85.70   	 -50.86		
-21.36   	 16.91   	  40.69		 85.49   	 -50.86		
-19.23   	 17.07   	  45.78		 85.29   	 -50.86		
-15.87   	 17.25   	  55.95		 85.09   	 -50.86		
 -9.16   	 17.48   	  55.95		 84.88   	 -45.78		
  0.31   	 17.70   	  55.95		 84.70   	 -45.78		
  9.16   	 17.92   	  55.95		 84.52   	 -45.78		
 14.34   	 18.15   	  45.78		 84.33   	 -45.78		
 14.65   	 18.33   	  45.78		 84.15   	 -45.78		
 12.82   	 18.51   	  35.61		 83.97   	 -40.69		
 12.51   	 18.66   	  35.61		 83.80   	 -40.69		
 15.87   	 18.80   	  30.52		 83.64   	 -40.69		
 19.84   	 18.92   	  25.43		 83.48   	 -40.69		
 19.84   	 19.02   	  30.52		 83.32   	 -40.69		
 12.21   	 19.15   	  25.43		 83.15   	 -40.69		
 -3.66   	 19.25   	  30.52		 82.99   	 -35.61		
-24.72   	 19.37   	  30.52		 82.85   	 -40.69		
-46.69   	 19.49   	  30.52		 82.69   	 -40.69		
-65.61   	 19.61   	  30.52		 82.52   	 -35.61		
-78.43   	 19.74   	  40.69		 82.38   	 -40.69		
-84.53   	 19.90   	  35.61		 82.22   	 -40.69		
-85.14   	 20.04   	  35.61		 82.05   	 -35.61		
-83.31   	 20.18   	  40.69		 81.91   	 -40.69		
-81.48   	 20.35   	  35.61		 81.75   	 -40.69		
-80.57   	 20.49   	  35.61		 81.59   	 -40.69		
-80.26   	 20.63   	  35.61		 81.42   	 -40.69		
-79.65   	 20.77   	  35.61		 81.26   	 -40.69		
-78.13   	 20.92   	  35.61		 81.10   	 -40.69		
-76.90   	 21.06   	  45.78		 80.94   	 -40.69		
-76.29   	 21.24   	  45.78		 80.77   	 -40.69		
-75.99   	 21.42   	  55.95		 80.61   	 -35.61		
-75.68   	 21.65   	  66.12		 80.47   	 -40.69		
-75.07   	 21.91   	  76.30		 80.30   	 -35.61		
-74.46   	 22.22   	  86.47		 80.16   	 -35.61		
-75.07   	 22.56   	  96.64		 80.02   	 -30.52		
-80.26   	 22.95   	 101.73		 79.90   	 -30.52		
-92.16   	 23.36   	 101.73		 79.78   	 -30.52		
-110.17   	 23.76   	 111.90		 79.65   	 -30.52		
-132.14   	 24.21   	 101.73		 79.53   	 -30.52		
-153.81   	 24.62   	 101.73		 79.41   	 -25.43		
-168.15   	 25.03   	  96.64		 79.31   	 -30.52		
-166.93   	 25.41   	  86.47		 79.19   	 -25.43		
-136.72   	 25.76   	  76.30		 79.08   	 -30.52		
-61.04   	 26.06   	  66.12		 78.96   	 -30.52		
 72.33   	 26.33   	  50.86		 78.84   	 -30.52		
263.67   	 26.53   	  40.69		 78.72   	 -30.52		
490.42   	 26.69   	  25.43		 78.60   	 -35.61		
700.07   	 26.80   	  15.26		 78.45   	 -40.69		
822.75(R)	 26.86(E)	   5.09		 78.29   	 -40.69		
810.55   	 26.88   	   5.09		 78.13   	 -40.69		
671.39   	 26.90   	   0.00		 77.97   	 -45.78		
475.16   	 26.90   	  15.26		 77.78   	 -50.86		
316.16   	 26.96   	  30.52		 77.58   	 -45.78		
250.85   	 27.08   	  61.04		 77.40   	 -50.86		
265.50   	 27.32   	 101.73		 77.19   	 -55.95		
296.63   	 27.73   	 152.59		 76.97   	 -50.86		
286.56   	 28.34   	 218.72		 76.76   	 -50.86		
220.64   	 29.22   	 295.01		 76.56   	 -50.86		
122.99   	 30.40   	 386.57		 76.36   	 -45.78		
 28.08   	 31.94   	 483.21		 76.17   	 -45.78		
-40.89   	 33.88   	 579.86		 75.99   	 -45.78		
-77.51   	 36.20   	 691.76		 75.81   	 -35.61		
-85.45   	 38.96   	 793.49		 75.67   	 -35.61		
-73.55   	 42.14   	 910.47		 75.52   	 -35.61		
-55.85   	 45.78   	1027.46		 75.38   	 -30.52		
-45.47   	 49.89   	1149.54		 75.26   	 -30.52		
-47.00   	 54.49   	1256.35		 75.14   	 -20.35		
-54.32   	 59.51   	1337.74		 75.06   	 -20.35		
-58.90   	 64.86   	1363.17		 74.97   	 -10.17		
-56.76   	 70.32   	1347.91		 74.93   	  -5.09		
-50.66   	 75.71   	1266.53		 74.91(D)	  10.17		
-45.47   	 80.77   	1159.71		 74.95   	  20.35		
-42.72   	 85.41   	1027.46		 75.04   	  45.78		
-41.50   	 89.52   	 910.47		 75.22   	  71.21		
-40.28   	 93.16   	 818.92		 75.50   	 101.73		
-37.54   	 96.44   	 762.97		 75.91   	 137.33		
-33.87   	 99.49   	 742.62		 76.46   	 178.03		
-29.60   	102.46   	 762.97		 77.17   	 213.63		
-25.02   	105.51   	 783.31		 78.03   	 254.32		
-20.14   	108.65   	 808.75		 79.04   	 284.84		
-15.26   	111.88   	 818.92		 80.18   	 320.45		
-10.68   	115.16   	 808.75		 81.46   	 340.79		
 -6.10   	118.39   	 788.40		 82.83   	 356.05		
 -1.53   	121.55   	 742.62		 84.25   	 361.14		
  3.36   	124.52   	 691.76		 85.70   	 361.14		
  8.54   	127.28   	 640.89		 87.14   	 361.14		
 14.34   	129.85   	 579.86		 88.59   	 345.88		
 19.84   	132.17   	 528.99		 89.97   	 330.62		
 25.33   	134.28   	 467.95		 91.29   	 315.36		
 30.82   	136.15   	 396.74		 92.55   	 284.84		
 37.54   	137.74   	 335.71		 93.69   	 259.41		
 45.78   	139.08   	 289.93		 94.73   	 233.98		
 54.93   	140.24   	 254.32		 95.67   	 213.63		
 64.70   	141.26   	 259.41		 96.52   	 208.54		
 74.46   	142.30   	 269.58		 97.35   	 208.54		
 83.92   	143.38   	 300.10		 98.19   	 218.72		
 93.99   	144.58   	 335.71		 99.06   	 233.98		
104.37   	145.92   	 356.05		100.00   	 239.06		
115.05   	147.34   	 361.14		100.96   	 244.15		
125.12   	148.79   	 340.79		101.93   	 244.15		
134.58   	150.15   	 289.93		102.91   	 233.98		
142.21   	151.31   	 223.80		103.84   	 213.63		
148.01   	152.21   	 147.51		104.70   	 188.20		
151.06   	152.80   	  66.12		105.45   	 157.68		
151.06   	153.06(S)	  -5.09		106.08   	 127.16		
147.40   	153.04   	 -66.12		106.59   	  91.56		
139.77   	152.78   	-122.07		106.96   	  55.95		
128.48   	152.29   	-157.68		107.18   	  25.43		
115.05   	151.66   	-188.20		107.28(S)	   0.00		
100.40   	150.90   	-208.54		107.28   	 -20.35		
 85.14   	150.07   	-218.72		107.20   	 -35.61		
 69.89   	149.20   	-223.80		107.06   	 -45.78		
 54.02   	148.30   	-213.63		106.88   	 -45.78		
 38.15   	147.45   	-203.46		106.69   	 -50.86		
 22.58   	146.63   	-208.54		106.49   	 -50.86		
  7.63   	145.80   	-218.72		106.29   	 -50.86		
 -6.10   	144.92   	-233.98		106.08   	 -35.61		
-19.53   	143.99   	-249.24		105.94   	 -25.43		
-31.74   	142.99   	-264.50		105.84   	 -10.17		
-42.72   	141.93   	-279.75		105.80   	   5.09		
-52.19   	140.81   	-274.67		105.82   	  20.35		
-60.12   	139.71   	-269.58		105.90   	  25.43		
-66.53   	138.64   	-259.41		106.00   	  30.52		
-72.02   	137.60   	-254.32		106.12   	  20.35		
-76.60   	136.58   	-259.41		106.21   	  20.35		
-80.26   	135.54   	-279.75		106.29   	  10.17		
-83.62   	134.42   	-295.01		106.33   	   0.00		
-86.67   	133.24   	-325.53		106.33   	  -5.09		
-89.42   	131.94   	-340.79		106.31   	 -10.17		
-91.55   	130.58   	-350.97		106.27   	 -10.17		
-93.38   	129.18   	-356.05		106.23   	  -5.09		
-93.99   	127.75   	-350.97		106.21   	   0.00		
-93.38   	126.35   	-361.14		106.21   	   0.00		
-92.47   	124.90   	-381.48		106.21   	  -5.09		
-90.94   	123.38   	-406.92		106.18   	  -5.09		
-89.42   	121.75   	-447.61		106.16   	 -15.26		
-87.89   	119.96   	-493.39		106.10   	 -30.52		
-86.67   	117.99   	-549.34		105.98   	 -40.69		
-85.75   	115.79   	-610.37		105.82   	 -50.86		
-84.84   	113.35   	-666.32		105.62   	 -76.30		
-83.92   	110.68   	-727.36		105.31   	 -86.47		
-82.40   	107.77   	-773.14		104.96   	-106.82		
-80.57   	104.68   	-798.57		104.54   	-111.90		
-78.43   	101.48   	-813.83		104.09   	-116.99		
-76.60   	 98.23   	-818.92		103.62   	-127.16		
-74.77   	 94.95   	-834.18		103.11   	-137.33		
-73.85   	 91.62   	-864.70		102.56   	-147.51		
-73.24   	 88.16   	-925.73		101.97   	-167.85		
-72.63   	 84.46   	-1002.03		101.30   	-178.03		
-71.72   	 80.45   	-1093.59		100.59   	-193.29		
-70.80   	 76.07   	-1169.88		 99.82   	-203.46		
-69.27   	 71.39   	-1236.01		 99.00   	-213.63		
-68.36   	 66.45   	-1266.53		 98.15   	-213.63		
-68.05   	 61.38   	-1256.35		 97.29   	-203.46		
-68.36   	 56.36   	-1210.58		 96.48   	-198.37		
-68.36   	 51.52   	-1124.11		 95.69   	-172.94		
-68.05   	 47.02   	-1012.20		 94.99   	-147.51		
-67.14   	 42.97   	-895.22		 94.40   	-122.07		
-66.22   	 39.39   	-783.31		 93.92   	 -81.38		
-66.53   	 36.26   	-676.50		 93.59   	 -55.95		
-68.05   	 33.55   	-600.20		 93.37   	 -30.52		
-69.89   	 31.15   	-549.34		 93.24   	  -5.09		
-71.11   	 28.95   	-508.65		 93.22   	  10.17		
-71.11   	 26.92   	-488.30		 93.27   	  20.35		
-70.50   	 24.96   	-467.95		 93.35   	  25.43		
-70.19   	 23.09   	-442.52		 93.45   	  35.61		
-70.19   	 21.32   	-406.92		 93.59   	  35.61		
-70.50   	 19.69   	-361.14		 93.73   	  35.61		
-71.11   	 18.25   	-305.19		 93.88   	  35.61		
-71.41   	 17.03   	-239.06		 94.02   	  30.52		
-71.11   	 16.07   	-178.03		 94.14   	  35.61		
-71.11   	 15.36   	-116.99		 94.28   	  30.52		
-71.11   	 14.89   	 -76.30		 94.40   	  25.43		
-71.41   	 14.59   	 -45.78		 94.51   	  25.43		
-71.72   	 14.40   	 -35.61		 94.61   	  20.35		
-71.11   	 14.26   	 -40.69		 94.69   	  10.17		
-70.19   	 14.10   	 -45.78		 94.73   	  10.17		
-68.97   	 13.92   	 -61.04		 94.77   	   0.00		
-67.44   	 13.67   	 -66.12		 94.77   	  -5.09		
-66.83   	 13.41   	 -66.12		 94.75   	 -10.17		
-66.83   	 13.14   	 -55.95		 94.71   	 -10.17		
-67.44   	 12.92   	 -30.52		 94.67   	 -20.35		
-68.05   	 12.80   	  -5.09		 94.59   	 -15.26		
-68.66   	 12.78(D)	  20.35		 94.53   	 -25.43		
-68.66   	 12.86   	  50.86		 94.42   	 -25.43		
-68.36   	 13.06   	  71.21		 94.32   	 -30.52		
-67.75   	 13.35   	  81.38		 94.20   	 -30.52		
-67.14   	 13.67   	  86.47		 94.08   	 -30.52		
-66.22   	 14.02   	  81.38		 93.96   	 -35.61		
-65.92   	 14.34   	  71.21		 93.81   	 -40.69		
-65.92   	 14.63   	  61.04		 93.65   	 -45.78		
-66.53   	 14.87   	  45.78		 93.47   	 -45.78		
-67.14   	 15.06   	  35.61		 93.29   	 -45.78		
-67.44   	 15.20   	  35.61		 93.10   	 -55.95		
-67.14   	 15.34   	  35.61		 92.88   	 -50.86		
-66.53   	 15.48   	  35.61		 92.68   	 -55.95		
-65.31   	 15.63   	  45.78		 92.45   	 -55.95		
-64.39   	 15.81   	  45.78		 92.23   	 -61.04		
-63.78   	 15.99   	  50.86		 91.98   	 -55.95		
-63.78   	 16.20   	  50.86		 91.76   	 -61.04		
-63.78   	 16.40   	  50.86		 91.52   	 -55.95		
-63.48   	 16.60   	  45.78		 91.29   	 -61.04		
-61.34   	 16.79   	  40.69		 91.05   	 -55.95		
-56.76   	 16.95   	  35.61		 90.82   	 -61.04		
-49.44   	 17.09   	  25.43		 90.58   	 -55.95		
-41.20   	 17.19   	  20.35		 90.36   	 -55.95		
-33.57   	 17.27   	  20.35		 90.13   	 -55.95		
-28.08   	 17.35   	  20.35		 89.91   	 -55.95		
-23.80   	 17.44   	  15.26		 89.68   	 -55.95		
-19.84   	 17.50   	  20.35		 89.46   	 -55.95		
-14.65   	 17.58   	  20.35		 89.24   	 -55.95		
 -7.32   	 17.66   	  20.35		 89.01   	 -55.95		
  1.53   	 17.74   	  25.43		 88.79   	 -55.95		
  9.77   	 17.84   	  25.43		 88.57   	 -55.95		
 14.95   	 17.94   	  20.35		 88.34   	 -55.95		
 16.48   	 18.03   	  20.35		 88.12   	 -55.95		
 15.87   	 18.11   	  20.35		 87.89   	 -55.95		
 16.17   	 18.19   	  15.26		 87.67   	 -55.95		
 18.92   	 18.25   	  15.26		 87.45   	 -55.95		
 23.19   	 18.31   	  15.26		 87.22   	 -50.86		
 24.72   	 18.37   	  15.26		 87.02   	 -55.95		
 19.53   	 18.43   	  10.17		 86.80   	 -50.86		
  5.49   	 18.47   	  15.26		 86.59   	 -50.86		
-15.87   	 18.54   	  20.35		 86.39   	 -50.86		
-39.98   	 18.62   	  20.35		 86.18   	 -50.86		
-61.65   	 18.70   	  25.43		 85.98   	 -50.86		
-76.90   	 18.80   	  30.52		 85.78   	 -50.86		
-83.31   	 18.92   	  35.61		 85.57   	 -50.86		
-83.31   	 19.06   	  35.61		 85.37   	 -50.86		
-80.26   	 19.21   	  35.61		 85.17   	 -50.86		
-77.82   	 19.35   	  40.69		 84.96   	 -50.86		
-77.51   	 19.51   	  35.61		 84.76   	 -50.86		
-77.82   	 19.65   	  35.61		 84.56   	 -50.86		
-77.51   	 19.80   	  35.61		 84.35   	 -50.86		
-75.99   	 19.94   	  30.52		 84.15   	 -50.86		
-74.77   	 20.06   	  30.52		 83.95   	 -50.86		
-74.16   	 20.18   	  35.61		 83.74   	 -50.86		
-73.85   	 20.33   	  35.61		 83.54   	 -50.86		
-73.85   	 20.47   	  45.78		 83.34   	 -45.78		
-73.24   	 20.65   	  50.86		 83.15   	 -45.78		
-72.02   	 20.85   	  61.04		 82.97   	 -45.78		
-72.02   	 21.10   	  66.12		 82.79   	 -40.69		
-74.46   	 21.36   	  81.38		 82.62   	 -40.69		
-83.01   	 21.69   	  86.47		 82.46   	 -40.69		
-97.35   	 22.03   	  91.56		 82.30   	 -35.61		
-116.27   	 22.40   	  91.56		 82.16   	 -35.61		
-137.33   	 22.77   	  96.64		 82.01   	 -30.52		
-155.33   	 23.15   	  86.47		 81.89   	 -35.61		
-163.27   	 23.50   	  81.38		 81.75   	 -35.61		
-151.37   	 23.82   	  71.21		 81.61   	 -30.52		
-104.37   	 24.11   	  61.04		 81.48   	 -40.69		
 -6.41   	 24.35   	  N/A		 81.32   	  N/A		
