  I     	  LV     	  LV'		  AO     	  AO'		
-11.90   	 18.80   	  15.26		 84.15   	 -45.78		
-28.99   	 18.86   	  15.26		 83.97   	 -40.69		
-49.44   	 18.92   	  15.26		 83.80   	 -45.78		
-69.89   	 18.98   	  15.26		 83.62   	 -45.78		
-86.36   	 19.04   	  15.26		 83.44   	 -40.69		
-95.52   	 19.10   	  15.26		 83.28   	 -45.78		
-97.35   	 19.17   	  20.35		 83.09   	 -45.78		
-95.21   	 19.25   	  15.26		 82.91   	 -45.78		
-92.47   	 19.31   	  20.35		 82.73   	 -50.86		
-91.25   	 19.39   	  15.26		 82.52   	 -45.78		
-91.55   	 19.45   	  20.35		 82.34   	 -50.86		
-91.55   	 19.53   	  25.43		 82.14   	 -50.86		
-90.64   	 19.63   	  20.35		 81.93   	 -50.86		
-89.11   	 19.72   	  30.52		 81.73   	 -45.78		
-87.28   	 19.84   	  35.61		 81.55   	 -50.86		
-85.75   	 19.98   	  40.69		 81.34   	 -45.78		
-84.53   	 20.14   	  50.86		 81.16   	 -45.78		
-83.62   	 20.35   	  61.04		 80.98   	 -40.69		
-83.01   	 20.59   	  71.21		 80.81   	 -40.69		
-83.92   	 20.87   	  81.38		 80.65   	 -35.61		
-87.89   	 21.20   	  91.56		 80.51   	 -35.61		
-97.35   	 21.57   	 101.73		 80.37   	 -30.52		
-112.92   	 21.97   	 106.82		 80.24   	 -35.61		
-132.75   	 22.40   	 111.90		 80.10   	 -30.52		
-153.50   	 22.85   	 106.82		 79.98   	 -25.43		
-170.59   	 23.28   	  96.64		 79.88   	 -30.52		
-177.92   	 23.66   	  86.47		 79.76   	 -30.52		
-166.93   	 24.01   	  76.30		 79.63   	 -35.61		
-122.68   	 24.31   	  66.12		 79.49   	 -35.61		
-29.30   	 24.58   	  50.86		 79.35   	 -40.69		
122.68   	 24.78   	  40.69		 79.19   	 -35.61		
328.67   	 24.94   	  30.52		 79.04   	 -45.78		
556.03   	 25.07   	  20.35		 78.86   	 -45.78		
744.32   	 25.15   	  15.26		 78.68   	 -45.78		
825.81(R)	 25.21(E)	   5.09		 78.49   	 -50.86		
767.82   	 25.23   	  10.17		 78.29   	 -55.95		
599.37   	 25.27   	  10.17		 78.07   	 -55.95		
404.05   	 25.31   	  30.52		 77.84   	 -61.04		
271.00   	 25.43   	  50.86		 77.60   	 -61.04		
236.21   	 25.64   	  86.47		 77.35   	 -61.04		
265.20   	 25.98   	 132.25		 77.11   	 -61.04		
290.83   	 26.51   	 193.29		 76.87   	 -61.04		
264.89   	 27.28   	 269.58		 76.62   	 -61.04		
185.55   	 28.36   	 356.05		 76.38   	 -55.95		
 83.01   	 29.79   	 457.78		 76.15   	 -50.86		
 -7.93   	 31.62   	 559.51		 75.95   	 -45.78		
-67.14   	 33.86   	 666.32		 75.77   	 -45.78		
-90.94   	 36.52   	 773.14		 75.58   	 -40.69		
-86.36   	 39.61   	 885.04		 75.42   	 -40.69		
-67.44   	 43.15   	 996.94		 75.26   	 -35.61		
-50.35   	 47.14   	1119.02		 75.12   	 -35.61		
-45.17   	 51.62   	1230.92		 74.97   	 -35.61		
-50.96   	 56.54   	1317.39		 74.83   	 -25.43		
-59.20   	 61.81   	1373.34		 74.73   	 -25.43		
-61.34   	 67.30   	1368.26		 74.63   	 -20.35		
-56.76   	 72.78   	1317.39		 74.55   	  -5.09		
-50.66   	 78.05   	1225.83		 74.53(D)	   5.09		
-46.69   	 82.95   	1098.67		 74.55   	  25.43		
-45.47   	 87.34   	 971.51		 74.65   	  50.86		
-45.17   	 91.23   	 859.61		 74.85   	  86.47		
-43.95   	 94.67   	 788.40		 75.20   	 116.99		
-40.59   	 97.82   	 747.71		 75.67   	 157.68		
-35.40   	100.81   	 742.62		 76.30   	 198.37		
-29.60   	103.78   	 773.14		 77.09   	 239.06		
-24.11   	106.88   	 813.83		 78.05   	 279.75		
-19.84   	110.13   	 839.26		 79.17   	 315.36		
-16.48   	113.49   	 859.61		 80.43   	 340.79		
-12.51   	116.93   	 849.44		 81.79   	 366.22		
 -7.32   	120.33   	 818.92		 83.26   	 376.40		
 -0.92   	123.60   	 768.05		 84.76   	 381.48		
  5.80   	126.67   	 696.84		 86.29   	 381.48		
 12.51   	129.46   	 625.63		 87.81   	 371.31		
 19.53   	131.96   	 554.42		 89.30   	 350.97		
 27.16   	134.18   	 478.13		 90.70   	 330.62		
 35.71   	136.09   	 412.00		 92.02   	 305.19		
 44.86   	137.74   	 350.97		 93.24   	 279.75		
 54.63   	139.14   	 305.19		 94.36   	 249.24		
 64.70   	140.37   	 284.84		 95.36   	 223.80		
 75.38   	141.51   	 279.75		 96.26   	 203.46		
 86.36   	142.62   	 289.93		 97.07   	 193.29		
 97.35   	143.78   	 315.36		 97.84   	 178.03		
108.64   	145.05   	 340.79		 98.56   	 172.94		
119.63   	146.41   	 366.22		 99.25   	 167.85		
131.23   	147.87   	 366.22		 99.92   	 172.94		
143.13   	149.34   	 356.05		100.61   	 178.03		
154.72   	150.76   	 320.45		101.32   	 183.11		
165.41   	152.04   	 254.32		102.05   	 183.11		
173.65   	153.06   	 183.11		102.79   	 178.03		
178.53   	153.79   	  86.47		103.50   	 167.85		
179.75   	154.14(S)	 -15.26		104.17   	 157.68		
176.70   	154.08   	-101.73		104.80   	 137.33		
168.76   	153.67   	-178.03		105.35   	 106.82		
156.25   	152.96   	-218.72		105.78   	  86.47		
140.38   	152.08   	-239.06		106.12   	  55.95		
122.38   	151.13   	-239.06		106.35   	  25.43		
104.06   	150.17   	-228.89		106.45   	   5.09		
 86.06   	149.26   	-213.63		106.47(S)	 -25.43		
 68.05   	148.40   	-208.54		106.37   	 -45.78		
 49.74   	147.57   	-198.37		106.18   	 -66.12		
 31.43   	146.77   	-208.54		105.92   	 -76.30		
 14.04   	145.94   	-218.72		105.62   	 -76.30		
 -2.14   	145.07   	-228.89		105.31   	 -76.30		
-16.48   	144.15   	-233.98		105.00   	 -66.12		
-29.30   	143.21   	-233.98		104.74   	 -45.78		
-41.20   	142.28   	-228.89		104.56   	 -25.43		
-52.49   	141.36   	-228.89		104.46   	 -10.17		
-62.87   	140.45   	-244.15		104.41   	  15.26		
-71.41   	139.47   	-269.58		104.48   	  25.43		
-78.13   	138.39   	-300.10		104.58   	  30.52		
-83.31   	137.19   	-345.88		104.70   	  40.69		
-87.28   	135.81   	-376.40		104.86   	  35.61		
-90.94   	134.30   	-396.74		105.00   	  25.43		
-93.99   	132.72   	-406.92		105.11   	  15.26		
-96.13   	131.09   	-391.66		105.17   	   0.00		
-97.05   	129.52   	-366.22		105.17   	 -15.26		
-97.66   	128.06   	-340.79		105.11   	 -20.35		
-98.27   	126.69   	-305.19		105.03   	 -30.52		
-99.18   	125.47   	-295.01		104.90   	 -20.35		
-100.10   	124.29   	-300.10		104.82   	 -15.26		
-100.10   	123.09   	-335.71		104.76   	  -5.09		
-99.18   	121.75   	-401.83		104.74   	  -5.09		
-97.35   	120.14   	-488.30		104.72   	  -5.09		
-95.83   	118.19   	-595.11		104.70   	 -10.17		
-94.30   	115.81   	-707.02		104.66   	 -25.43		
-93.69   	112.98   	-808.75		104.56   	 -45.78		
-92.77   	109.75   	-885.04		104.37   	 -66.12		
-91.55   	106.21   	-925.73		104.11   	-101.73		
-90.33   	102.50   	-940.99		103.70   	-122.07		
-89.42   	 98.74   	-915.56		103.21   	-152.59		
-89.11   	 95.08   	-879.96		102.60   	-172.94		
-88.50   	 91.56   	-854.52		101.91   	-198.37		
-87.89   	 88.14   	-854.52		101.12   	-218.72		
-85.75   	 84.72   	-900.30		100.24   	-233.98		
-83.01   	 81.12   	-966.43		 99.31   	-244.15		
-79.96   	 77.25   	-1052.90		 98.33   	-244.15		
-77.51   	 73.04   	-1139.36		 97.35   	-239.06		
-75.68   	 68.48   	-1215.66		 96.40   	-228.89		
-75.38   	 63.62   	-1256.35		 95.48   	-208.54		
-76.29   	 58.60   	-1261.44		 94.65   	-183.11		
-77.51   	 53.55   	-1225.83		 93.92   	-152.59		
-78.43   	 48.65   	-1154.62		 93.31   	-122.07		
-78.74   	 44.03   	-1047.81		 92.82   	 -96.64		
-78.43   	 39.84   	-935.91		 92.43   	 -66.12		
-77.21   	 36.09   	-818.92		 92.17   	 -40.69		
-75.99   	 32.82   	-707.02		 92.00   	 -20.35		
-75.68   	 29.99   	-615.46		 91.92   	  -5.09		
-75.99   	 27.53   	-544.25		 91.90   	   5.09		
-76.90   	 25.35   	-493.39		 91.92   	  15.26		
-78.43   	 23.38   	-447.61		 91.98   	  15.26		
-79.65   	 21.59   	-422.18		 92.04   	  25.43		
-80.87   	 19.90   	-396.74		 92.15   	  30.52		
-82.09   	 18.31   	-356.05		 92.27   	  35.61		
-82.70   	 16.89   	-320.45		 92.41   	  40.69		
-83.01   	 15.61   	-274.67		 92.57   	  40.69		
-82.40   	 14.51   	-218.72		 92.74   	  50.86		
-81.79   	 13.63   	-162.77		 92.94   	  50.86		
-80.87   	 12.98   	-122.07		 93.14   	  50.86		
-79.96   	 12.49   	 -76.30		 93.35   	  45.78		
-79.65   	 12.19   	 -55.95		 93.53   	  50.86		
-79.04   	 11.96   	 -30.52		 93.73   	  40.69		
-78.74   	 11.84   	 -25.43		 93.90   	  35.61		
-78.43   	 11.74   	 -15.26		 94.04   	  25.43		
-77.82   	 11.68   	 -15.26		 94.14   	  20.35		
-77.21   	 11.62   	 -10.17		 94.22   	  10.17		
-77.21   	 11.58(D)	   0.00		 94.26   	   5.09		
-77.21   	 11.58   	   0.00		 94.28   	 -10.17		
-77.51   	 11.58   	  15.26		 94.24   	 -15.26		
-77.51   	 11.64   	  15.26		 94.18   	 -25.43		
-77.82   	 11.70   	  30.52		 94.08   	 -30.52		
-77.82   	 11.82   	  35.61		 93.96   	 -40.69		
-77.21   	 11.96   	  40.69		 93.79   	 -45.78		
-75.99   	 12.13   	  50.86		 93.61   	 -55.95		
-74.77   	 12.33   	  50.86		 93.39   	 -55.95		
-73.24   	 12.53   	  61.04		 93.16   	 -66.12		
-72.63   	 12.78   	  55.95		 92.90   	 -66.12		
-72.94   	 13.00   	  61.04		 92.63   	 -66.12		
-73.55   	 13.25   	  66.12		 92.37   	 -66.12		
-74.46   	 13.51   	  66.12		 92.11   	 -71.21		
-74.77   	 13.77   	  66.12		 91.82   	 -66.12		
-75.07   	 14.04   	  71.21		 91.56   	 -66.12		
-75.07   	 14.32   	  71.21		 91.29   	 -61.04		
-74.46   	 14.61   	  66.12		 91.05   	 -61.04		
-73.85   	 14.87   	  66.12		 90.80   	 -55.95		
-72.94   	 15.14   	  61.04		 90.58   	 -50.86		
-72.02   	 15.38   	  55.95		 90.38   	 -50.86		
-71.72   	 15.61   	  45.78		 90.17   	 -50.86		
-71.72   	 15.79   	  40.69		 89.97   	 -45.78		
-71.72   	 15.95   	  35.61		 89.79   	 -45.78		
-71.72   	 16.09   	  25.43		 89.60   	 -45.78		
-71.41   	 16.20   	  25.43		 89.42   	 -45.78		
-70.50   	 16.30   	  20.35		 89.24   	 -45.78		
-68.36   	 16.38   	  20.35		 89.05   	 -45.78		
-65.00   	 16.46   	  25.43		 88.87   	 -50.86		
-59.81   	 16.56   	  20.35		 88.67   	 -45.78		
-52.49   	 16.64   	  25.43		 88.48   	 -55.95		
-44.25   	 16.74   	  20.35		 88.26   	 -50.86		
-36.62   	 16.83   	  25.43		 88.06   	 -50.86		
-31.43   	 16.93   	  20.35		 87.85   	 -55.95		
-28.99   	 17.01   	  20.35		 87.63   	 -61.04		
-27.16   	 17.09   	  15.26		 87.39   	 -55.95		
-23.50   	 17.15   	  10.17		 87.16   	 -55.95		
-16.17   	 17.19   	  10.17		 86.94   	 -61.04		
 -6.71   	 17.23   	  10.17		 86.69   	 -55.95		
  2.75   	 17.27   	   5.09		 86.47   	 -61.04		
  9.77   	 17.29   	  10.17		 86.23   	 -55.95		
 14.34   	 17.33   	  10.17		 86.00   	 -55.95		
 17.70   	 17.38   	  10.17		 85.78   	 -55.95		
 20.45   	 17.42   	  10.17		 85.55   	 -55.95		
 22.28   	 17.46   	  10.17		 85.33   	 -50.86		
 21.36   	 17.50   	  10.17		 85.13   	 -50.86		
 16.17   	 17.54   	  10.17		 84.92   	 -50.86		
  6.41   	 17.58   	  10.17		 84.72   	 -50.86		
 -8.24   	 17.62   	  10.17		 84.52   	 -45.78		
-26.86   	 17.66   	  10.17		 84.33   	 -50.86		
-47.91   	 17.70   	  15.26		 84.13   	 -45.78		
-68.05   	 17.76   	  15.26		 83.95   	 -45.78		
-82.70   	 17.82   	  15.26		 83.76   	 -45.78		
-89.11   	 17.88   	  20.35		 83.58   	 -45.78		
-88.81   	 17.97   	  20.35		 83.40   	 -50.86		
-85.14   	 18.05   	  20.35		 83.19   	 -45.78		
-82.09   	 18.13   	  20.35		 83.01   	 -50.86		
-81.79   	 18.21   	  15.26		 82.81   	 -50.86		
-83.01   	 18.27   	  15.26		 82.60   	 -50.86		
-83.62   	 18.33   	  15.26		 82.40   	 -45.78		
-82.70   	 18.39   	  15.26		 82.22   	 -50.86		
-80.87   	 18.45   	  15.26		 82.01   	 -50.86		
-78.74   	 18.51   	  15.26		 81.81   	 -50.86		
-77.21   	 18.58   	  20.35		 81.61   	 -45.78		
-75.68   	 18.66   	  25.43		 81.42   	 -45.78		
-74.46   	 18.76   	  35.61		 81.24   	 -40.69		
-72.94   	 18.90   	  40.69		 81.08   	 -45.78		
-72.94   	 19.06   	  55.95		 80.89   	 -40.69		
-75.99   	 19.29   	  66.12		 80.73   	 -35.61		
-86.06   	 19.55   	  76.30		 80.59   	 -35.61		
-103.15   	 19.86   	  86.47		 80.45   	 -35.61		
-125.43   	 20.20   	  91.56		 80.30   	 -35.61		
-148.32   	 20.57   	  91.56		 80.16   	 -35.61		
-166.93   	 20.94   	  86.47		 80.02   	 -35.61		
-174.26   	 21.28   	  76.30		 79.88   	 -35.61		
-162.05   	 21.59   	  66.12		 79.74   	 -35.61		
-116.27   	 21.85   	  55.95		 79.59   	 -40.69		
-21.36   	 22.08   	  45.78		 79.43   	 -40.69		
131.53   	 22.26   	  35.61		 79.27   	 -45.78		
336.91   	 22.40   	  25.43		 79.08   	 -45.78		
561.52   	 22.50   	  20.35		 78.90   	 -50.86		
744.02   	 22.58   	  15.26		 78.70   	 -50.86		
817.87(R)	 22.64(E)	  20.35		 78.49   	 -50.86		
753.17   	 22.73   	  20.35		 78.29   	 -55.95		
581.97   	 22.81   	  30.52		 78.07   	 -61.04		
390.01   	 22.93   	  45.78		 77.82   	 -55.95		
264.89   	 23.11   	  66.12		 77.60   	 -61.04		
237.43   	 23.38   	 101.73		 77.35   	 -61.04		
270.69   	 23.78   	 142.42		 77.11   	 -61.04		
296.33   	 24.35   	 193.29		 76.87   	 -55.95		
268.55   	 25.13   	 269.58		 76.64   	 -55.95		
187.38   	 26.21   	 345.88		 76.42   	 -50.86		
 84.23   	 27.59   	 442.52		 76.22   	 -45.78		
 -5.80   	 29.36   	 544.25		 76.03   	 -40.69		
-62.87   	 31.54   	 645.98		 75.87   	 -40.69		
-83.31   	 34.12   	 747.71		 75.71   	 -30.52		
-75.38   	 37.11   	 854.52		 75.58   	 -35.61		
-54.32   	 40.53   	 956.25		 75.44   	 -30.52		
-36.93   	 44.35   	1068.15		 75.32   	 -30.52		
-32.65   	 48.63   	1169.88		 75.20   	 -35.61		
-40.28   	 53.31   	1271.61		 75.06   	 -25.43		
-49.44   	 58.39   	1337.74		 74.95   	 -30.52		
-52.80   	 63.74   	1363.17		 74.83   	 -20.35		
-49.13   	 69.20   	1342.82		 74.75   	 -20.35		
-42.72   	 74.57   	1276.70		 74.67   	  -5.09		
-37.84   	 79.67   	1169.88		 74.65(D)	  10.17		
-35.10   	 84.35   	1047.81		 74.69   	  30.52		
-33.26   	 88.54   	 925.73		 74.81   	  55.95		
-31.13   	 92.25   	 813.83		 75.04   	  86.47		
-28.38   	 95.50   	 742.62		 75.38   	 116.99		
-24.72   	 98.47   	 701.93		 75.85   	 162.77		
-20.14   	101.28   	 691.76		 76.50   	 198.37		
-15.26   	104.05   	 712.10		 77.29   	 233.98		
-10.68   	106.90   	 752.79		 78.23   	 274.67		
 -6.10   	109.91   	 793.49		 79.33   	 305.19		
 -1.22   	113.08   	 824.00		 80.55   	 330.62		
  4.88   	116.38   	 834.18		 81.87   	 350.97		
 11.60   	119.71   	 818.92		 83.28   	 366.22		
 18.92   	122.99   	 778.23		 84.74   	 371.31		
 26.55   	126.10   	 707.02		 86.23   	 376.40		
 34.18   	128.93   	 635.81		 87.73   	 366.22		
 41.20   	131.47   	 549.34		 89.20   	 350.97		
 48.22   	133.67   	 467.95		 90.60   	 335.71		
 56.15   	135.54   	 391.66		 91.94   	 315.36		
 65.61   	137.11   	 325.53		 93.20   	 284.84		
 76.29   	138.41   	 279.75		 94.34   	 264.50		
 87.89   	139.53   	 259.41		 95.40   	 233.98		
 99.49   	140.57   	 264.50		 96.34   	 223.80		
111.08   	141.63   	 284.84		 97.23   	 218.72		
122.38   	142.77   	 330.62		 98.11   	 223.80		
134.58   	144.09   	 361.14		 99.00   	 228.89		
147.71   	145.53   	 381.48		 99.92   	 244.15		
161.13   	147.06   	 376.40		100.89   	 249.24		
173.03   	148.57   	 340.79		101.89   	 239.06		
182.80   	149.93   	 274.67		102.85   	 228.89		
190.43   	151.03   	 193.29		103.76   	 198.37		
195.01   	151.80   	 111.90		104.56   	 167.85		
195.92   	152.25   	  25.43		105.23   	 132.25		
192.26   	152.35(S)	 -61.04		105.76   	  86.47		
183.72   	152.11   	-137.33		106.10   	  45.78		
169.98   	151.56   	-213.63		106.29(S)	  -5.09		
153.20   	150.70   	-254.32		106.27   	 -40.69		
134.58   	149.68   	-284.84		106.10   	 -71.21		
115.66   	148.54   	-279.75		105.82   	 -96.64		
 97.05   	147.43   	-254.32		105.43   	-111.90		
 78.74   	146.41   	-228.89		104.98   	-122.07		
 60.42   	145.49   	-198.37		104.50   	-116.99		
 42.11   	144.70   	-172.94		104.03   	-101.73		
 23.80   	144.01   	-162.77		103.62   	 -86.47		
  6.10   	143.36   	-162.77		103.28   	 -55.95		
-10.38   	142.71   	-178.03		103.05   	 -20.35		
-24.72   	141.99   	-188.20		102.97   	  10.17		
-37.84   	141.24   	-208.54		103.01   	  45.78		
-49.44   	140.41   	-233.98		103.19   	  71.21		
-59.51   	139.47   	-259.41		103.48   	  81.38		
-68.36   	138.43   	-300.10		103.80   	  86.47		
-75.38   	137.23   	-345.88		104.15   	  76.30		
-80.87   	135.85   	-386.57		104.46   	  55.95		
-85.45   	134.30   	-422.18		104.68   	  30.52		
-88.81   	132.61   	-422.18		104.80   	   0.00		
-92.16   	130.93   	-406.92		104.80   	 -20.35		
-94.60   	129.30   	-366.22		104.72   	 -35.61		
-96.74   	127.83   	-320.45		104.58   	 -40.69		
-98.27   	126.55   	-279.75		104.41   	 -45.78		
-99.49   	125.43   	-269.58		104.23   	 -45.78		
-100.40   	124.35   	-274.67		104.05   	 -45.78		
-101.01   	123.25   	-320.45		103.87   	 -45.78		
-100.71   	121.97   	-386.57		103.68   	 -45.78		
-99.18   	120.43   	-467.95		103.50   	 -55.95		
-96.74   	118.55   	-554.42		103.28   	 -61.04		
-94.30   	116.34   	-640.89		103.03   	 -71.21		
-92.16   	113.77   	-717.19		102.75   	 -86.47		
-90.64   	110.90   	-783.31		102.40   	 -96.64		
-90.33   	107.77   	-824.00		102.01   	-116.99		
-90.03   	104.48   	-849.44		101.55   	-127.16		
-89.72   	101.08   	-849.44		101.04   	-142.42		
-88.81   	 97.68   	-824.00		100.47   	-157.68		
-86.67   	 94.38   	-808.75		 99.84   	-162.77		
-83.92   	 91.15   	-803.66		 99.19   	-178.03		
-81.48   	 87.93   	-839.26		 98.47   	-183.11		
-80.26   	 84.58   	-910.47		 97.74   	-183.11		
-80.26   	 80.94   	-1007.12		 97.01   	-178.03		
-80.57   	 76.91   	-1113.93		 96.30   	-167.85		
-80.26   	 72.45   	-1215.66		 95.63   	-152.59		
-79.35   	 67.59   	-1291.96		 95.01   	-137.33		
-77.82   	 62.42   	-1327.56		 94.47   	-116.99		
-76.60   	 57.11   	-1322.48		 94.00   	 -96.64		
-76.60   	 51.82   	-1271.61		 93.61   	 -81.38		
-77.51   	 46.73   	-1180.06		 93.29   	 -55.95		
-78.74   	 42.01   	-1057.98		 93.06   	 -45.78		
-79.35   	 37.78   	-930.82		 92.88   	 -25.43		
-79.65   	 34.06   	-803.66		 92.78   	 -25.43		
-79.04   	 30.84   	-686.67		 92.68   	 -10.17		
-78.13   	 28.10   	-590.03		 92.63   	 -15.26		
-77.51   	 25.74   	-513.73		 92.57   	  -5.09		
-77.82   	 23.68   	-457.78		 92.55   	  -5.09		
-78.13   	 21.85   	-412.00		 92.53   	  -5.09		
-78.74   	 20.20   	-371.31		 92.51   	   0.00		
-79.04   	 18.72   	-335.71		 92.51   	   0.00		
-79.04   	 17.38   	-300.10		 92.51   	  10.17		
-78.74   	 16.17   	-264.50		 92.55   	   5.09		
-78.13   	 15.12   	-218.72		 92.57   	  15.26		
-76.90   	 14.24   	-178.03		 92.63   	  20.35		
-76.29   	 13.53   	-142.42		 92.72   	  20.35		
-75.68   	 12.96   	-106.82		 92.80   	  25.43		
-75.68   	 12.53   	 -86.47		 92.90   	  25.43		
-76.60   	 12.19   	 -71.21		 93.00   	  30.52		
-77.51   	 11.90   	 -50.86		 93.12   	  25.43		
-78.74   	 11.70   	 -40.69		 93.22   	  20.35		
-79.65   	 11.54   	 -30.52		 93.31   	  20.35		
-79.96   	 11.41   	 -15.26		 93.39   	  15.26		
-79.96   	 11.35   	  -5.09		 93.45   	  10.17		
-79.65   	 11.33(D)	   0.00		 93.49   	   5.09		
-78.74   	 11.33   	  15.26		 93.51   	  -5.09		
-77.51   	 11.39   	  20.35		 93.49   	 -15.26		
-76.90   	 11.48   	  30.52		 93.43   	 -15.26		
-77.21   	 11.60   	  35.61		 93.37   	 -25.43		
-78.13   	 11.74   	  35.61		 93.27   	 -30.52		
-79.04   	 11.88   	  45.78		 93.14   	 -40.69		
-79.04   	 12.07   	  50.86		 92.98   	 -40.69		
-78.43   	 12.27   	  50.86		 92.82   	 -45.78		
-77.21   	 12.47   	  61.04		 92.63   	 -50.86		
-75.99   	 12.72   	  55.95		 92.43   	 -50.86		
-75.68   	 12.94   	  61.04		 92.23   	 -55.95		
-75.68   	 13.18   	  61.04		 92.00   	 -55.95		
-75.68   	 13.43   	  61.04		 91.78   	 -61.04		
-75.38   	 13.67   	  61.04		 91.54   	 -55.95		
-74.46   	 13.92   	  61.04		 91.31   	 -66.12		
-73.55   	 14.16   	  50.86		 91.05   	 -61.04		
-72.63   	 14.36   	  50.86		 90.80   	 -66.12		
-72.33   	 14.57   	  40.69		 90.54   	 -66.12		
-72.94   	 14.73   	  40.69		 90.27   	 -66.12		
-73.55   	 14.89   	  35.61		 90.01   	 -66.12		
-73.55   	 15.04   	  25.43		 89.75   	 -66.12		
-73.24   	 15.14   	  30.52		 89.48   	 -61.04		
-72.94   	 15.26   	  25.43		 89.24   	 -61.04		
-72.63   	 15.36   	  25.43		 88.99   	 -61.04		
-72.63   	 15.46   	  25.43		 88.75   	 -55.95		
-72.63   	 15.56   	  25.43		 88.52   	 -50.86		
-70.80   	 15.67   	  30.52		 88.32   	 -50.86		
-66.22   	 15.79   	  25.43		 88.12   	 -50.86		
-59.20   	 15.89   	  30.52		 87.91   	 -45.78		
-50.05   	 16.01   	  25.43		 87.73   	 -45.78		
-40.59   	 16.11   	  20.35		 87.55   	 -45.78		
-32.96   	 16.20   	  20.35		 87.36   	 -40.69		
-28.08   	 16.28   	  20.35		 87.20   	 -40.69		
-25.02   	 16.36   	  15.26		 87.04   	 -45.78		
-22.28   	 16.42   	  15.26		 86.86   	 -40.69		
-17.40   	 16.48   	  10.17		 86.69   	 -40.69		
-10.38   	 16.52   	  10.17		 86.53   	 -45.78		
 -2.14   	 16.56   	  10.17		 86.35   	 -45.78		
  5.49   	 16.60   	  15.26		 86.16   	 -45.78		
 11.90   	 16.66   	  10.17		 85.98   	 -45.78		
 17.40   	 16.70   	  15.26		 85.80   	 -45.78		
 22.28   	 16.76   	  15.26		 85.62   	 -45.78		
 26.25   	 16.83   	  20.35		 85.43   	 -45.78		
 28.08   	 16.91   	  10.17		 85.25   	 -45.78		
 25.94   	 16.95   	  15.26		 85.07   	 -50.86		
 19.84   	 17.01   	  10.17		 84.86   	 -45.78		
  8.85   	 17.05   	  15.26		 84.68   	 -45.78		
 -6.41   	 17.11   	   5.09		 84.50   	 -40.69		
-26.25   	 17.13   	  10.17		 84.33   	 -45.78		
-48.52   	 17.17   	  15.26		 84.15   	 -45.78		
-69.27   	 17.23   	  10.17		 83.97   	 -45.78		
-83.62   	 17.27   	  15.26		 83.78   	 -40.69		
-89.11   	 17.33   	  20.35		 83.62   	 -45.78		
-87.89   	 17.42   	  15.26		 83.44   	 -45.78		
-84.84   	 17.48   	  20.35		 83.26   	 -50.86		
-83.01   	 17.56   	  15.26		 83.05   	 -45.78		
-83.62   	 17.62   	  15.26		 82.87   	 -50.86		
-84.53   	 17.68   	  10.17		 82.66   	 -50.86		
-83.92   	 17.72   	   5.09		 82.46   	 -50.86		
-81.79   	 17.74   	  10.17		 82.26   	 -50.86		
-78.43   	 17.78   	   5.09		 82.05   	 -50.86		
-75.38   	 17.80   	  10.17		 81.85   	 -50.86		
-73.24   	 17.84   	  15.26		 81.65   	 -45.78		
-72.63   	 17.90   	  25.43		 81.46   	 -50.86		
-72.63   	 18.01   	  25.43		 81.26   	 -45.78		
-73.85   	 18.11   	  35.61		 81.08   	 -40.69		
-75.99   	 18.25   	  50.86		 80.92   	 -45.78		
-81.18   	 18.45   	  55.95		 80.73   	 -40.69		
-91.86   	 18.68   	  66.12		 80.57   	 -35.61		
-109.25   	 18.94   	  71.21		 80.43   	 -40.69		
-130.62   	 19.23   	  76.30		 80.26   	 -35.61		
-152.59   	 19.53   	  76.30		 80.12   	 -30.52		
-168.46   	 19.84   	  71.21		 80.00   	 -35.61		
-171.51   	 20.12   	  66.12		 79.86   	 -35.61		
-151.37   	 20.39   	  55.95		 79.71   	 -40.69		
-93.38   	 20.61   	  45.78		 79.55   	 -35.61		
 16.78   	 20.79   	  40.69		 79.41   	 -40.69		
185.55   	 20.96   	  25.43		 79.25   	 -45.78		
400.09   	 21.06   	  15.26		 79.06   	 -45.78		
618.90   	 21.12   	  10.17		 78.88   	 -45.78		
775.45   	 21.16   	   5.09		 78.70   	 -55.95		
810.24(R)	 21.18(E)	   5.09		 78.47   	 -55.95		
709.53   	 21.20   	  10.17		 78.25   	 -61.04		
523.68   	 21.24   	  20.35		 78.01   	 -61.04		
343.93   	 21.32   	  35.61		 77.76   	 -66.12		
247.19   	 21.46   	  61.04		 77.50   	 -71.21		
244.14   	 21.71   	 101.73		 77.21   	 -66.12		
283.51   	 22.12   	 142.42		 76.95   	 -66.12		
298.46   	 22.69   	 198.37		 76.68   	 -66.12		
254.82   	 23.48   	 274.67		 76.42   	 -66.12		
164.49   	 24.58   	 350.97		 76.15   	 -55.95		
 63.17   	 25.98   	 442.52		 75.93   	 -55.95		
-17.40   	 27.75   	 544.25		 75.71   	 -55.95		
-62.26   	 29.93   	 640.89		 75.48   	 -45.78		
-73.24   	 32.49   	 742.62		 75.30   	 -50.86		
-60.73   	 35.46   	 839.26		 75.10   	 -45.78		
-41.50   	 38.82   	 930.82		 74.91   	 -40.69		
-30.21   	 42.54   	1032.55		 74.75   	 -45.78		
-31.74   	 46.67   	1134.28		 74.57   	 -40.69		
-40.59   	 51.21   	1225.83		 74.40   	 -45.78		
-46.08   	 56.11   	1291.96		 74.22   	 -35.61		
