  I     	  II     	  LVp     	  LVp'		
 17.09   	161.44   	  4.70   	  15.26		
 20.45   	161.13   	  4.76   	  20.35		
 23.80   	155.94   	  4.84   	  15.26		
 28.08   	150.45   	  4.90   	  15.26		
 32.04   	147.71   	  4.96   	  20.35		
 36.32   	148.01   	  5.05   	  15.26		
 39.98   	147.71   	  5.11   	  10.17		
 44.25   	140.99   	  5.15   	  15.26		
 50.35   	124.51   	  5.21   	   5.09		
 57.68   	 97.96   	  5.23   	  10.17		
 63.78   	 65.92   	  5.27   	   5.09		
 65.92   	 36.93   	  5.29   	   5.09		
 63.17   	 19.84   	  5.31   	   0.00		
 56.46   	 18.31   	  5.31   	   5.09		
 48.83   	 28.69   	  5.33   	  -5.09		
 42.72   	 42.72   	  5.31   	   0.00		
 37.54   	 52.49   	  5.31   	   0.00		
 31.74   	 54.02   	  5.31   	   5.09		
 23.80   	 46.39   	  5.33   	   0.00		
 14.04   	 32.96   	  5.33   	   5.09		
  4.88   	 16.48   	  5.35   	   5.09		
 -1.53   	  1.53   	  5.37   	  10.17		
 -4.27   	 -8.54   	  5.41   	  10.17		
 -4.58   	-12.51   	  5.45   	  15.26		
 -4.58   	-11.90   	  5.51   	  15.26		
 -4.88   	-10.07   	  5.57   	  25.43		
 -6.10   	 -9.77   	  5.68   	  20.35		
 -7.63   	-11.29   	  5.76   	  25.43		
 -9.16   	-13.43   	  5.86   	  30.52		
-10.38   	-14.34   	  5.98   	  25.43		
-10.99   	-13.73   	  6.08   	  25.43		
-11.29   	-11.90   	  6.19   	  25.43		
-12.21   	-10.99   	  6.29   	  25.43		
-14.04   	-10.68   	  6.39   	  20.35		
-15.56   	-10.99   	  6.47   	  15.26		
-16.17   	-11.29   	  6.53   	  15.26		
-15.87   	-11.29   	  6.59   	  10.17		
-14.95   	-10.99   	  6.63   	  15.26		
-13.73   	-11.29   	  6.69   	  10.17		
-13.43   	-12.21   	  6.73   	  15.26		
-13.73   	-12.82   	  6.80   	  20.35		
-14.04   	-12.51   	  6.88   	  25.43		
-13.43   	-10.99   	  6.98   	  25.43		
-12.51   	 -9.16   	  7.08   	  40.69		
-10.99   	 -7.63   	  7.24   	  40.69		
-10.07   	 -6.41   	  7.41   	  45.78		
 -9.46   	 -5.80   	  7.59   	  55.95		
 -9.77   	 -5.80   	  7.81   	  55.95		
-10.07   	 -5.49   	  8.04   	  66.12		
-10.68   	 -4.88   	  8.30   	  61.04		
-10.68   	 -4.27   	  8.55   	  66.12		
 -9.77   	 -3.36   	  8.81   	  66.12		
 -7.32   	 -3.36   	  9.07   	  66.12		
 -3.97   	 -4.27   	  9.34   	  55.95		
  0.00   	 -4.27   	  9.56   	  55.95		
  3.97   	 -2.44   	  9.79   	  45.78		
  7.32   	  3.36   	  9.97   	  40.69		
 12.21   	 12.82   	 10.13   	  35.61		
 20.75   	 25.63   	 10.27   	  20.35		
 35.40   	 41.20   	 10.36   	  20.35		
 56.76   	 60.73   	 10.44   	   5.09		
 83.92   	 89.72   	 10.46   	   5.09		
115.66   	131.53   	 10.48   	  -5.09		
150.45   	179.14   	 10.46   	 -10.17		
186.77   	209.05   	 10.42   	 -15.26		
222.78   	190.12   	 10.36   	 -15.26		
255.13   	101.32   	 10.29   	 -20.35		
282.59   	-48.52   	 10.21   	 -15.26		
307.31   	-218.20   	 10.15   	 -20.35		
333.25   	-356.75   	 10.07   	 -20.35		
365.30   	-429.99   	  9.99   	 -15.26		
405.88   	-438.84   	  9.93   	 -10.17		
450.74   	-412.60   	  9.89   	 -10.17		
491.33   	-389.10   	  9.85   	   0.00		
518.49   	-392.15   	  9.85(E)	   5.09		
524.60(R)	-421.14   	  9.87   	  10.17		
509.03   	-455.63   	  9.91   	  15.26		
478.21   	-475.46   	  9.97   	  25.43		
442.81   	-474.55   	 10.07   	  30.52		
411.38   	-468.44   	 10.19   	  35.61		
388.79   	-480.96   	 10.34   	  45.78		
375.37   	-525.21   	 10.52   	  50.86		
370.18   	-594.79   	 10.72   	  55.95		
371.70   	-669.25   	 10.95   	  66.12		
377.50   	-730.59   	 11.21   	  76.30		
382.69   	-774.54   	 11.52   	  86.47		
382.69   	-807.80   	 11.86   	 106.82		
375.98   	-838.93   	 12.29   	 122.07		
366.82   	-872.80   	 12.78   	 137.33		
360.72   	-907.59   	 13.33   	 162.77		
361.94   	-937.81   	 13.98   	 188.20		
367.74   	-955.81   	 14.73   	 213.63		
372.31   	-957.34   	 15.58   	 239.06		
368.65   	-938.42   	 16.54   	 269.58		
352.48   	-895.69   	 17.62   	 300.10		
321.66   	-823.67   	 18.82   	 330.62		
274.35   	-718.38   	 20.14   	 361.14		
212.10   	-583.50   	 21.59   	 386.57		
140.08   	-436.10   	 23.13   	 417.09		
 67.44   	-301.21   	 24.80   	 442.52		
  3.97   	-196.53   	 26.57   	 462.87		
-43.95   	-123.29   	 28.42   	 483.21		
-77.82   	-68.36   	 30.36   	 508.65		
-102.84   	-17.40   	 32.39   	 534.08		
-122.99   	 32.96   	 34.53   	 554.42		
-138.55   	 75.07   	 36.74   	 584.94		
-148.01   	101.32   	 39.08   	 615.46		
-151.67   	111.69   	 41.55   	 635.81		
-152.28   	114.75   	 44.09   	 666.32		
-153.81   	119.63   	 46.75   	 691.76		
-157.47   	129.39   	 49.52   	 707.02		
-162.05   	140.69   	 52.35   	 722.28		
-165.10   	150.15   	 55.24   	 727.36		
-166.32   	155.94   	 58.15   	 727.36		
-166.93   	159.91   	 61.06   	 722.28		
-167.85   	162.96   	 63.95   	 707.02		
-169.68   	165.71   	 66.77   	 691.76		
-172.42   	167.85   	 69.54   	 666.32		
-174.56   	169.07   	 72.21   	 645.98		
-175.78   	169.37   	 74.79   	 620.55		
-176.39   	169.07   	 77.27   	 595.11		
-177.00   	168.46   	 79.65   	 574.77		
-178.22   	169.07   	 81.95   	 549.34		
-180.97   	171.81   	 84.15   	 528.99		
-184.02   	176.70   	 86.27   	 513.73		
-186.77   	182.19   	 88.32   	 493.39		
-189.51   	186.46   	 90.29   	 473.04		
-191.65   	188.29   	 92.19   	 462.87		
-194.40   	188.29   	 94.04   	 447.61		
-197.45   	188.29   	 95.83   	 442.52		
-201.11   	189.21   	 97.60   	 437.43		
-205.99   	191.04   	 99.35   	 432.35		
-211.79   	192.87   	101.08   	 427.26		
-218.51   	193.79   	102.79   	 427.26		
-226.14   	193.79   	104.50   	 427.26		
-233.15   	194.09   	106.21   	 422.18		
-238.95   	195.31   	107.89   	 412.00		
-243.84   	197.45   	109.54   	 412.00		
-249.33   	199.58   	111.19   	 391.66		
-255.74   	200.50   	112.76   	 381.48		
-263.67   	200.20   	114.28   	 356.05		
-271.30   	199.89   	115.71   	 335.71		
-278.02   	200.50   	117.05   	 315.36		
-282.90   	202.94   	118.31   	 289.93		
-286.56   	207.52   	119.47   	 274.67		
-289.61   	213.01   	120.57   	 254.32		
-291.75   	218.20   	121.59   	 233.98		
-292.66   	222.78   	122.52   	 228.89		
-291.14   	226.75   	123.44   	 218.72		
-287.17   	231.02   	124.31   	 203.46		
-281.07   	235.60   	125.13   	 198.37		
-272.83   	240.17   	125.92   	 188.20		
-263.37   	244.45   	126.67   	 183.11		
-252.08   	247.80   	127.41   	 172.94		
-238.65   	250.24   	128.10   	 167.85		
-222.78   	252.69   	128.77   	 157.68		
-204.77   	254.52   	129.40   	 157.68		
-184.94   	255.13   	130.03   	 142.42		
-164.49   	252.99   	130.60   	 137.33		
-143.74   	248.11   	131.15   	 116.99		
-123.60   	240.78   	131.62   	 101.73		
-103.45   	231.93   	132.02   	  76.30		
-83.31   	222.17   	132.33   	  55.95		
-63.17   	210.88   	132.55   	  25.43		
-44.25   	196.53   	132.65(S)	   0.00		
-27.16   	179.14   	132.65   	 -25.43		
-13.12   	159.91   	132.55   	 -50.86		
 -1.83   	142.52   	132.35   	 -81.38		
  7.02   	129.09   	132.02   	-101.73		
 14.34   	119.32   	131.62   	-127.16		
 19.84   	111.39   	131.11   	-152.59		
 24.11   	103.15   	130.50   	-172.94		
 26.55   	 94.30   	129.81   	-193.29		
 27.47   	 86.36   	129.03   	-213.63		
 27.47   	 79.35   	128.18   	-233.98		
 26.25   	 73.55   	127.24   	-259.41		
 24.72   	 68.66   	126.20   	-279.75		
 22.89   	 64.70   	125.09   	-300.10		
 21.06   	 61.65   	123.89   	-315.36		
 19.23   	 59.51   	122.62   	-330.62		
 17.70   	 58.59   	121.30   	-340.79		
 16.17   	 57.37   	119.94   	-345.88		
 14.95   	 55.54   	118.55   	-356.05		
 13.12   	 52.80   	117.13   	-371.31		
 11.60   	 49.74   	115.65   	-386.57		
  9.77   	 47.00   	114.10   	-417.09		
  8.24   	 45.17   	112.43   	-457.78		
  7.63   	 44.56   	110.60   	-488.30		
  7.63   	 44.56   	108.65   	-534.08		
  8.24   	 43.95   	106.51   	-579.86		
  8.24   	 41.50   	104.19   	-610.37		
  7.02   	 38.15   	101.75   	-645.98		
  5.80   	 34.79   	 99.17   	-671.41		
  4.88   	 32.65   	 96.48   	-696.84		
  4.58   	 32.04   	 93.69   	-707.02		
  5.19   	 31.43   	 90.86   	-722.28		
  4.88   	 30.21   	 87.98   	-727.36		
  3.97   	 28.38   	 85.07   	-737.54		
  2.14   	 26.86   	 82.12   	-742.62		
  0.92   	 26.25   	 79.15   	-742.62		
  0.00   	 26.25   	 76.17   	-747.71		
  0.31   	 26.55   	 73.18   	-752.79		
  0.31   	 25.94   	 70.17   	-752.79		
  0.00   	 24.72   	 67.16   	-747.71		
 -0.92   	 23.80   	 64.17   	-747.71		
 -1.83   	 23.80   	 61.18   	-737.54		
 -3.36   	 24.41   	 58.23   	-732.45		
 -4.88   	 25.94   	 55.30   	-712.10		
 -7.02   	 26.86   	 52.45   	-701.93		
 -9.16   	 26.86   	 49.64   	-676.50		
-10.68   	 25.63   	 46.94   	-661.24		
-11.29   	 24.41   	 44.29   	-635.81		
-10.68   	 24.41   	 41.75   	-610.37		
-10.07   	 25.33   	 39.31   	-584.94		
 -9.46   	 27.47   	 36.97   	-569.68		
 -9.46   	 28.99   	 34.69   	-544.25		
-10.38   	 29.60   	 32.51   	-518.82		
-12.21   	 28.69   	 30.44   	-508.65		
-14.95   	 27.16   	 28.40   	-483.21		
-17.40   	 25.94   	 26.47   	-462.87		
-18.92   	 25.33   	 24.62   	-447.61		
-18.62   	 26.25   	 22.83   	-427.26		
-17.40   	 28.69   	 21.12   	-406.92		
-16.17   	 31.43   	 19.49   	-381.48		
-15.87   	 33.57   	 17.97   	-356.05		
-16.78   	 34.48   	 16.54   	-335.71		
-17.40   	 33.57   	 15.20   	-310.27		
-16.78   	 32.35   	 13.96   	-284.84		
-15.26   	 31.43   	 12.82   	-259.41		
-13.43   	 31.74   	 11.78   	-239.06		
-12.21   	 32.96   	 10.82   	-218.72		
-11.90   	 34.48   	  9.95   	-198.37		
-12.51   	 35.40   	  9.16   	-178.03		
-12.51   	 35.10   	  8.44   	-162.77		
-12.21   	 33.57   	  7.79   	-147.51		
-10.99   	 31.74   	  7.20   	-132.25		
 -9.77   	 30.82   	  6.67   	-122.07		
 -8.54   	 31.13   	  6.19   	-106.82		
 -8.24   	 32.96   	  5.76   	 -96.64		
 -8.24   	 35.10   	  5.37   	 -86.47		
 -8.85   	 36.32   	  5.03   	 -71.21		
 -9.46   	 36.62   	  4.74   	 -66.12		
 -9.46   	 35.71   	  4.48   	 -50.86		
 -8.85   	 34.48   	  4.27   	 -45.78		
 -7.93   	 33.57   	  4.09   	 -35.61		
 -6.71   	 33.57   	  3.95   	 -25.43		
 -6.10   	 34.79   	  3.85   	 -20.35		
 -5.49   	 36.32   	  3.76   	 -15.26		
 -4.88   	 37.23   	  3.70   	  -5.09		
 -4.58   	 36.93   	  3.68(D)	   0.00		
 -4.58   	 36.01   	  3.68   	   0.00		
 -4.27   	 34.79   	  3.68   	  10.17		
 -3.66   	 34.79   	  3.72   	  10.17		
 -3.05   	 35.40   	  3.76   	  15.26		
 -2.44   	 36.01   	  3.83   	  15.26		
 -2.44   	 36.32   	  3.89   	  15.26		
 -2.14   	 37.23   	  3.95   	  20.35		
 -1.22   	 42.11   	  4.03   	  15.26		
  0.61   	 52.80   	  4.09   	  20.35		
  4.27   	 69.58   	  4.17   	  20.35		
  8.54   	 90.64   	  4.25   	  20.35		
 12.82   	110.78   	  4.33   	  20.35		
 16.48   	125.43   	  4.42   	  15.26		
 18.31   	132.75   	  4.48   	  20.35		
 18.92   	133.97   	  4.56   	  15.26		
 18.62   	134.28   	  4.62   	  20.35		
 18.92   	137.02   	  4.70   	  15.26		
 20.45   	141.91   	  4.76   	  15.26		
 23.19   	144.35   	  4.82   	  15.26		
 26.25   	142.21   	  4.88   	  15.26		
 29.30   	136.41   	  4.94   	  10.17		
 32.04   	130.92   	  4.98   	  15.26		
 35.40   	128.48   	  5.05   	  10.17		
 39.98   	129.39   	  5.09   	   5.09		
 45.17   	129.70   	  5.11   	  10.17		
 50.96   	123.29   	  5.15   	   5.09		
 57.68   	106.51   	  5.17   	   5.09		
 64.70   	 79.96   	  5.19   	   0.00		
 69.89   	 48.22   	  5.19   	   5.09		
 71.41   	 20.45   	  5.21   	   0.00		
 68.36   	  4.27   	  5.21   	   0.00		
 61.95   	  3.36   	  5.21   	   0.00		
 54.63   	 13.43   	  5.21   	   0.00		
 48.83   	 26.86   	  5.21   	   0.00		
 43.64   	 36.62   	  5.21   	   0.00		
 36.93   	 38.45   	  5.21   	   0.00		
 28.38   	 31.74   	  5.21   	   0.00		
 18.92   	 18.92   	  5.21   	  10.17		
 10.99   	  2.75   	  5.25   	   5.09		
  5.80   	-12.51   	  5.27   	  10.17		
  3.36   	-22.89   	  5.31   	  15.26		
  1.83   	-27.16   	  5.37   	  15.26		
  0.00   	-26.55   	  5.43   	  20.35		
 -1.83   	-24.41   	  5.51   	  20.35		
 -3.05   	-23.19   	  5.60   	  25.43		
 -3.66   	-23.19   	  5.70   	  30.52		
 -3.97   	-23.80   	  5.82   	  25.43		
 -4.27   	-24.11   	  5.92   	  30.52		
 -5.19   	-24.11   	  6.04   	  30.52		
 -6.71   	-24.41   	  6.16   	  25.43		
 -8.54   	-24.41   	  6.27   	  25.43		
-10.07   	-24.41   	  6.37   	  20.35		
-11.29   	-24.41   	  6.45   	  20.35		
-11.29   	-24.11   	  6.53   	  20.35		
-10.68   	-23.50   	  6.61   	  15.26		
-10.07   	-22.58   	  6.67   	  15.26		
 -9.46   	-21.36   	  6.73   	  15.26		
 -9.46   	-19.84   	  6.80   	  15.26		
 -9.46   	-18.31   	  6.86   	  20.35		
-10.07   	-17.40   	  6.94   	  25.43		
-10.38   	-17.40   	  7.04   	  30.52		
-10.38   	-18.01   	  7.16   	  35.61		
 -9.77   	-18.62   	  7.30   	  45.78		
 -8.85   	-19.53   	  7.49   	  50.86		
 -8.24   	-20.45   	  7.69   	  50.86		
 -8.24   	-21.06   	  7.89   	  61.04		
 -8.24   	-20.75   	  8.14   	  66.12		
 -8.24   	-19.84   	  8.40   	  66.12		
 -7.32   	-18.31   	  8.67   	  66.12		
 -5.49   	-17.09   	  8.93   	  66.12		
 -3.05   	-16.78   	  9.20   	  61.04		
 -0.61   	-17.09   	  9.44   	  55.95		
  1.53   	-17.09   	  9.66   	  50.86		
  3.36   	-14.65   	  9.87   	  45.78		
  6.10   	 -9.46   	 10.05   	  30.52		
 11.60   	  0.00   	 10.17   	  30.52		
 21.67   	 13.12   	 10.29   	  15.26		
 38.45   	 29.30   	 10.36   	  10.17		
 61.04   	 49.44   	 10.40   	   0.00		
 88.50   	 77.82   	 10.40   	  -5.09		
119.63   	118.41   	 10.38   	 -10.17		
153.50   	163.88   	 10.34   	 -10.17		
189.51   	191.96   	 10.29   	 -20.35		
225.52   	171.81   	 10.21   	 -20.35		
258.48   	 82.70   	 10.13   	 -20.35		
285.95   	-66.83   	 10.05   	 -20.35		
310.67   	-236.51   	  9.97   	 -20.35		
337.22   	-375.06   	  9.89   	 -20.35		
371.09   	-449.52   	  9.81   	 -10.17		
413.82   	-460.51   	  9.77   	 -15.26		
460.21   	-435.79   	  9.70   	  -5.09		
501.71   	-412.60   	  9.68   	   0.00		
528.26   	-415.65   	  9.68(E)	  10.17		
533.14(R)	-443.42   	  9.73   	  10.17		
516.66   	-476.68   	  9.77   	  20.35		
485.53   	-495.00   	  9.85   	  30.52		
449.83   	-492.86   	  9.97   	  35.61		
418.40   	-484.92   	 10.11   	  35.61		
395.51   	-495.61   	 10.25   	  50.86		
381.47   	-537.41   	 10.46   	  50.86		
375.98   	-603.94   	 10.66   	  55.95		
377.20   	-675.35   	 10.89   	  71.21		
383.61   	-734.56   	 11.17   	  76.30		
389.71   	-778.20   	 11.48   	  86.47		
390.93   	-813.29   	 11.82   	 106.82		
385.44   	-848.08   	 12.25   	 122.07		
376.89   	-885.62   	 12.74   	 142.42		
371.40   	-922.85   	 13.31   	 162.77		
372.62   	-952.76   	 13.96   	 183.11		
378.11   	-969.54   	 14.69   	 213.63		
381.47   	-969.54   	 15.54   	 244.15		
375.98   	-949.71   	 16.52   	 269.58		
357.06   	-906.37   	 17.60   	 295.01		
323.49   	-834.35   	 18.78   	 330.62		
274.66   	-728.76   	 20.10   	 356.05		
212.10   	-593.87   	 21.53   	 386.57		
141.30   	-448.00   	 23.07   	 412.00		
 70.50   	-315.55   	 24.72   	 437.43		
  9.16   	-213.93   	 26.47   	 462.87		
-37.54   	-143.13   	 28.32   	 483.21		
-71.11   	-88.81   	 30.25   	 503.56		
-97.05   	-36.01   	 32.27   	 528.99		
-117.80   	 18.01   	 34.38   	 554.42		
-133.67   	 62.87   	 36.60   	 584.94		
-143.74   	 89.11   	 38.94   	 610.37		
-148.32   	 97.35   	 41.38   	 635.81		
-150.15   	 97.96   	 43.93   	 666.32		
-152.28   	101.62   	 46.59   	 691.76		
-155.64   	112.30   	 49.36   	 707.02		
-159.61   	126.04   	 52.19   	 722.28		
-162.96   	136.72   	 55.08   	 722.28		
-165.10   	141.91   	 57.97   	 727.36		
-166.63   	143.43   	 60.87   	 722.28		
-167.85   	144.35   	 63.76   	 701.93		
-168.46   	146.48   	 66.57   	 691.76		
-169.37   	149.54   	 69.34   	 671.41		
-170.29   	152.28   	 72.02   	 645.98		
-171.51   	154.72   	 74.61   	 630.72		
-173.03   	156.86   	 77.13   	 600.20		
-174.87   	159.00   	 79.53   	 579.86		
-177.00   	161.44   	 81.85   	 554.42		
-179.44   	163.57   	 84.07   	 534.08		
-182.50   	165.41   	 86.21   	 513.73		
-185.55   	167.24   	 88.26   	 493.39		
-189.21   	168.76   	 90.23   	 473.04		
-192.87   	170.90   	 92.13   	 457.78		
-196.23   	173.03   	 93.96   	 442.52		
-200.20   	174.87   	 95.73   	 437.43		
-204.16   	176.39   	 97.48   	 432.35		
-208.13   	177.00   	 99.21   	 432.35		
-212.10   	177.61   	100.94   	 427.26		
-216.67   	178.22   	102.64   	 427.26		
-221.86   	179.14   	104.35   	 427.26		
