  I     	  II     	  LVp     	  LVp'		
-98.57   	-100.40   	122.52   	   0.00		
-98.88   	-100.71   	122.52   	   5.09		
-99.49   	-100.40   	122.54   	   0.00		
-99.49   	-100.10   	122.54   	  -5.09		
-97.66   	-98.88   	122.52   	   0.00		
-94.30   	-97.05   	122.52   	   0.00		
-89.42   	-94.60   	122.52   	   0.00		
-85.45   	-91.86   	122.52   	  -5.09		
-83.31   	-89.72   	122.50   	   0.00		
-83.92   	-89.72   	122.50   	  -5.09		
-85.75   	-91.25   	122.48   	  -5.09		
-87.89   	-93.38   	122.46   	  -5.09		
-89.11   	-95.52   	122.44   	  -5.09		
-89.42   	-96.44   	122.42   	  -5.09		
-89.42   	-96.44   	122.40   	  -5.09		
-89.42   	-95.83   	122.38   	 -10.17		
-90.33   	-95.52   	122.34   	  -5.09		
-91.25   	-95.21   	122.32   	 -10.17		
-92.47   	-94.91   	122.28   	 -10.17		
-92.77   	-94.30   	122.24   	  -5.09		
-91.86   	-93.99   	122.22   	 -10.17		
-90.03   	-93.38   	122.18   	  -5.09		
-87.28   	-93.08   	122.16   	 -10.17		
-84.84   	-93.69   	122.12   	   0.00		
-83.31   	-94.30   	122.12   	   0.00		
-82.40   	-93.99   	122.12   	   0.00		
-81.48   	-92.77   	122.12   	   5.09		
-80.87   	-90.94   	122.14   	   5.09		
-79.96   	-89.72   	122.16   	  15.26		
-79.65   	-89.72   	122.22   	  10.17		
-80.57   	-91.25   	122.26   	  15.26		
-82.09   	-92.77   	122.32   	  15.26		
-83.92   	-93.69   	122.38   	  15.26		
-84.53   	-93.99   	122.44   	  20.35		
-84.23   	-93.99   	122.52   	  15.26		
-83.92   	-94.30   	122.58   	  15.26		
-83.92   	-94.91   	122.64   	  20.35		
-83.92   	-94.91   	122.73   	  15.26		
-83.31   	-93.99   	122.79   	  15.26		
-81.48   	-92.47   	122.85   	  15.26		
-78.74   	-90.94   	122.91   	  10.17		
-76.90   	-90.33   	122.95   	  10.17		
-76.29   	-90.33   	122.99   	  10.17		
-76.90   	-90.64   	123.03   	   5.09		
-77.21   	-90.33   	123.05   	   5.09		
-76.60   	-90.33   	123.07   	   5.09		
-75.68   	-90.33   	123.09   	   0.00		
-74.16   	-90.33   	123.09   	  -5.09		
-73.24   	-90.33   	123.07   	  -5.09		
-72.33   	-90.03   	123.05   	  -5.09		
-72.02   	-89.72   	123.03   	 -10.17		
-71.41   	-89.42   	122.99   	 -15.26		
-70.50   	-89.11   	122.93   	 -10.17		
-69.58   	-89.11   	122.89   	 -15.26		
-68.97   	-89.42   	122.83   	 -10.17		
-68.36   	-89.72   	122.79   	 -15.26		
-68.05   	-90.03   	122.73   	 -10.17		
-67.75   	-89.72   	122.69   	 -10.17		
-66.83   	-88.20   	122.64   	  -5.09		
-65.92   	-86.67   	122.62   	  -5.09		
-65.61   	-85.75   	122.60   	   0.00		
-65.92   	-85.75   	122.60   	   5.09		
-66.53   	-86.36   	122.62   	  10.17		
-66.83   	-86.98   	122.66   	  10.17		
-65.92   	-86.67   	122.71   	  10.17		
-64.09   	-85.75   	122.75   	  15.26		
-62.26   	-85.14   	122.81   	  20.35		
-61.34   	-85.14   	122.89   	  15.26		
-61.65   	-85.45   	122.95   	  20.35		
-62.26   	-85.45   	123.03   	  15.26		
-62.87   	-84.84   	123.09   	  15.26		
-62.26   	-84.23   	123.15   	  15.26		
-61.04   	-83.62   	123.21   	  15.26		
-60.12   	-83.92   	123.28   	  10.17		
-59.81   	-84.53   	123.32   	  10.17		
-60.73   	-84.53   	123.36   	  10.17		
-61.34   	-84.23   	123.40   	   5.09		
-60.73   	-84.23   	123.42   	  10.17		
-59.51   	-84.53   	123.46   	   5.09		
-58.29   	-84.53   	123.48   	  10.17		
-57.68   	-84.53   	123.52   	  15.26		
-57.37   	-84.23   	123.58   	  10.17		
-56.15   	-83.62   	123.62   	  20.35		
-54.02   	-83.31   	123.70   	  20.35		
-51.27   	-83.31   	123.78   	  20.35		
-49.13   	-83.62   	123.87   	  30.52		
-48.22   	-83.62   	123.99   	  30.52		
-48.52   	-82.70   	124.11   	  35.61		
-48.83   	-81.79   	124.25   	  40.69		
-48.22   	-80.57   	124.41   	  40.69		
-47.00   	-79.65   	124.58   	  40.69		
-45.78   	-79.35   	124.74   	  45.78		
-44.56   	-79.65   	124.92   	  40.69		
-44.25   	-79.96   	125.09   	  35.61		
-44.86   	-80.26   	125.23   	  35.61		
-45.78   	-79.96   	125.37   	  25.43		
-46.69   	-78.74   	125.47   	  20.35		
-47.30   	-77.51   	125.55   	  15.26		
-47.30   	-76.90   	125.61   	   0.00		
-47.91   	-76.60   	125.61   	  -5.09		
-48.83   	-76.60   	125.59   	 -10.17		
-50.66   	-76.60   	125.55   	 -25.43		
-52.49   	-76.60   	125.45   	 -35.61		
-54.02   	-77.21   	125.31   	 -50.86		
-55.24   	-78.74   	125.11   	 -96.64		
-56.46   	-80.26   	124.72   	-167.85		
-57.68   	-81.48   	124.05   	-289.93		
-58.90   	-81.79   	122.89   	-452.69		
-60.73   	-82.09   	121.08   	-656.15		
-62.26   	-82.09   	118.45   	-869.78		
-63.78   	-82.40   	114.97   	-1093.59		
-65.00   	-82.70   	110.60   	-1307.22		
-65.61   	-83.01   	105.37   	-1485.24		
-66.22   	-82.40   	 99.43   	-1627.66		
-66.83   	-81.18   	 92.92   	-1709.05		
-67.44   	-79.65   	 86.08   	-1739.57		
-68.36   	-78.13   	 79.12   	-1719.22		
-68.36   	-77.51   	 72.25   	-1642.92		
-68.36   	-78.13   	 65.68   	-1531.02		
-68.05   	-79.96   	 59.55   	-1393.69		
-68.05   	-81.48   	 53.98   	-1241.09		
-68.05   	-81.79   	 49.01   	-1078.33		
-68.05   	-80.87   	 44.70   	-915.56		
-67.44   	-79.04   	 41.04   	-768.05		
-66.53   	-76.60   	 37.97   	-630.72		
-65.00   	-74.16   	 35.44   	-518.82		
-62.87   	-72.63   	 33.37   	-417.09		
-60.73   	-71.41   	 31.70   	-345.88		
-58.29   	-69.27   	 30.32   	-284.84		
-54.32   	-64.39   	 29.18   	-239.06		
-48.22   	-54.32   	 28.22   	-208.54		
-39.67   	-38.15   	 27.39   	-193.29		
-28.69   	-18.01   	 26.61   	-172.94		
-16.48   	  2.14   	 25.92   	-167.85		
 -5.19   	 18.01   	 25.25   	-162.77		
  3.97   	 27.47   	 24.60   	-157.68		
 10.68   	 31.74   	 23.97   	-157.68		
 15.56   	 35.40   	 23.34   	-147.51		
 19.23   	 41.81   	 22.75   	-147.51		
 22.28   	 53.10   	 22.16   	-137.33		
 24.41   	 67.14   	 21.61   	-132.25		
 25.33   	 78.13   	 21.08   	-127.16		
 25.63   	 78.74   	 20.57   	-116.99		
 24.72   	 65.92   	 20.10   	-101.73		
 23.50   	 42.42   	 19.69   	 -86.47		
 23.80   	 15.87   	 19.35   	 -76.30		
 27.16   	 -4.27   	 19.04   	 -61.04		
 33.26   	-13.73   	 18.80   	 -45.78		
 39.37   	-14.04   	 18.62   	 -25.43		
 38.76   	-10.99   	 18.51   	 -10.17		
 27.77   	-10.07   	 18.47   	   5.09		
  6.71   	-15.56   	 18.49   	  25.43		
-19.53   	-28.08   	 18.60   	  35.61		
-43.03   	-46.08   	 18.74   	  50.86		
-57.98   	-65.31   	 18.94   	  66.12		
-63.78   	-82.09   	 19.21   	  71.21		
-62.87   	-93.69   	 19.49   	  71.21		
-60.73   	-100.10   	 19.78   	  76.30		
-60.73   	-104.06   	 20.08   	  71.21		
-63.78   	-106.81   	 20.37   	  66.12		
-68.05   	-108.95   	 20.63   	  55.95		
-71.41   	-110.17   	 20.85   	  50.86		
-72.63   	-109.86   	 21.06   	  45.78		
-73.55   	-108.95   	 21.24   	  40.69		
-75.07   	-108.34   	 21.40   	  35.61		
-77.82   	-108.34   	 21.55   	  35.61		
-81.18   	-108.64   	 21.69   	  40.69		
-84.53   	-108.64   	 21.85   	  50.86		
-86.98   	-108.34   	 22.05   	 203.46		
-90.03   	-105.90   	 22.87   	  86.47		
