  I     	  II     	  AOp     	  AOp'		
-26.86   	-97.96   	115.32   	 457.78		
-23.50   	-93.99   	117.15   	 488.30		
-20.14   	-89.72   	119.10   	 503.56		
-16.48   	-84.84   	121.12   	 534.08		
-12.51   	-78.43   	123.25   	 549.34		
 -7.63   	-70.80   	125.45   	 559.51		
 -1.83   	-61.34   	127.69   	 564.60		
  4.27   	-50.96   	129.95   	 564.60		
 10.38   	-40.59   	132.21   	 549.34		
 15.26   	-31.13   	134.40   	 539.16		
 19.53   	-21.67   	136.56   	 518.82		
 24.72   	-10.99   	138.64   	 498.47		
 31.13   	  1.53   	140.63   	 473.04		
 38.76   	 14.65   	142.52   	 457.78		
 45.47   	 27.16   	144.35   	 437.43		
 49.74   	 37.54   	146.10   	 412.00		
 51.57   	 46.39   	147.75   	 396.74		
 52.80   	 55.54   	149.34   	 381.48		
 54.93   	 65.31   	150.86   	 361.14		
 57.98   	 74.77   	152.31   	 345.88		
 61.34   	 83.31   	153.69   	 330.62		
 62.26   	 89.72   	155.01   	 315.36		
 61.04   	 93.99   	156.28   	 310.27		
 57.68   	 96.44   	157.52   	 289.93		
 54.02   	 96.44   	158.68   	 279.75		
 50.96   	 93.99   	159.80   	 269.58		
 47.61   	 87.59   	160.87   	 249.24		
 42.72   	 77.21   	161.87   	 666.32		
 16.48   	 31.13   	164.54   	 193.29		
  8.85   	 16.78   	165.31   	 498.47		
 -5.80   	-18.01   	167.30   	 142.42		
-12.21   	-29.60   	167.87   	 132.25		
-18.62   	-41.50   	168.40   	 122.07		
-24.72   	-52.19   	168.89   	 101.73		
-28.99   	-61.04   	169.30   	  96.64		
-31.13   	-67.44   	169.68   	  81.38		
-32.04   	-71.72   	170.01   	  66.12		
-32.04   	-74.46   	170.27   	  50.86		
-32.04   	-76.29   	170.48   	  35.61		
-32.35   	-78.13   	170.62   	  25.43		
-33.26   	-80.57   	170.72   	   5.09		
-34.79   	-83.31   	170.74   	 -15.26		
-36.93   	-85.75   	170.68   	 -40.69		
-39.06   	-87.28   	170.52   	 -61.04		
-40.89   	-88.50   	170.27   	 -91.56		
-42.11   	-89.11   	169.91   	-127.16		
-42.42   	-90.33   	169.40   	-162.77		
-42.11   	-92.16   	168.75   	-203.46		
-40.89   	-93.99   	167.93   	-244.15		
-39.06   	-94.60   	166.96   	-289.93		
-37.23   	-94.30   	165.80   	-335.71		
-36.93   	-94.91   	164.46   	-376.40		
-38.15   	-96.44   	162.95   	-417.09		
-40.59   	-99.49   	161.28   	-447.61		
-43.95   	-102.23   	159.49   	-467.95		
-46.39   	-103.45   	157.62   	-478.13		
-47.30   	-102.84   	155.71   	-467.95		
-46.39   	-101.32   	153.83   	-452.69		
-44.25   	-99.79   	152.02   	-427.26		
-42.11   	-99.18   	150.31   	-406.92		
-41.50   	-99.49   	148.69   	-381.48		
-42.72   	-99.18   	147.16   	-361.14		
-43.95   	-97.96   	145.72   	-345.88		
-44.25   	-95.21   	144.33   	-325.53		
-42.72   	-91.86   	143.03   	-315.36		
-40.59   	-87.89   	141.77   	-300.10		
-39.06   	-84.53   	140.57   	-284.84		
-38.45   	-82.40   	139.43   	-279.75		
-38.45   	-80.87   	138.31   	-264.50		
-37.84   	-79.04   	137.25   	-254.32		
-36.01   	-76.90   	136.24   	-249.24		
-33.87   	-73.85   	135.24   	-239.06		
-32.35   	-70.80   	134.28   	-244.15		
-31.43   	-68.66   	133.31   	-233.98		
-31.43   	-67.14   	132.37   	-233.98		
