  I     	  II     	  LV     	  LV'		
 67.44   	133.36   	 73.49   	 518.82		
 76.90   	148.32   	 75.56   	 488.30		
 86.67   	164.49   	 77.52   	 457.78		
 97.05   	181.58   	 79.35   	 432.35		
108.64   	199.28   	 81.08   	 406.92		
121.15   	217.59   	 82.71   	 386.57		
134.28   	235.90   	 84.25   	 366.22		
147.09   	253.60   	 85.72   	 340.79		
159.91   	270.39   	 87.08   	 310.27		
173.65   	286.56   	 88.32   	 284.84		
187.68   	302.73   	 89.46   	 254.32		
200.81   	319.21   	 90.48   	 218.72		
212.10   	335.08   	 91.35   	 183.11		
220.34   	348.51   	 92.09   	 157.68		
226.14   	357.36   	 92.72   	 127.16		
229.49   	361.33   	 93.22   	 111.90		
230.71   	360.11   	 93.67   	  96.64		
229.19   	354.31   	 94.06   	  86.47		
223.69   	343.63   	 94.40   	  81.38		
214.23   	327.76   	 94.73   	  76.30		
199.89   	305.79   	 95.04   	  81.38		
180.36   	277.40   	 95.36   	  81.38		
156.25   	243.23   	 95.69   	  76.30		
127.87   	205.38   	 95.99   	  71.21		
 97.05   	166.32   	 96.28   	  66.12		
 65.92   	127.87   	 96.54   	  55.95		
 36.62   	 91.86   	 96.76   	  45.78		
 10.38   	 58.90   	 96.95   	  30.52		
-12.51   	 28.99   	 97.07   	  20.35		
-32.04   	  1.53   	 97.15   	  10.17		
-49.74   	-23.19   	 97.19(S)	  -5.09		
-65.61   	-45.78   	 97.17   	  -5.09		
-79.96   	-65.00   	 97.15   	 -15.26		
-91.55   	-79.96   	 97.09   	 -15.26		
-100.40   	-89.72   	 97.03   	 -15.26		
-106.51   	-94.91   	 96.97   	 -15.26		
-111.39   	-98.88   	 96.91   	 -20.35		
-115.66   	-104.37   	 96.83   	 -15.26		
-119.02   	-112.30   	 96.76   	 -20.35		
-120.85   	-120.54   	 96.68   	 -25.43		
-120.85   	-126.34   	 96.58   	 -30.52		
-119.02   	-128.48   	 96.46   	 -45.78		
-117.49   	-127.26   	 96.28   	 -50.86		
-116.88   	-125.43   	 96.07   	 -66.12		
-117.49   	-123.90   	 95.81   	 -86.47		
-118.71   	-122.38   	 95.46   	-101.73		
-119.02   	-120.85   	 95.06   	-132.25		
-118.71   	-119.32   	 94.53   	-162.77		
-117.80   	-118.41   	 93.88   	-213.63		
-117.19   	-119.02   	 93.02   	-279.75		
-116.88   	-119.93   	 91.90   	-361.14		
-115.97   	-120.54   	 90.46   	-457.78		
-114.14   	-120.24   	 88.63   	-564.60		
-111.69   	-118.10   	 86.37   	-671.41		
-108.95   	-115.36   	 83.68   	-773.14		
-107.73   	-112.61   	 80.59   	-864.70		
-107.42   	-110.78   	 77.13   	-940.99		
-107.73   	-109.25   	 73.37   	-981.68		
-107.73   	-107.73   	 69.44   	-1012.20		
-106.81   	-105.29   	 65.39   	-1012.20		
-104.98   	-101.62   	 61.34   	-996.94		
-102.84   	-97.66   	 57.35   	-961.34		
-100.71   	-94.60   	 53.51   	-915.56		
-98.88   	-93.69   	 49.85   	-859.61		
-97.35   	-93.69   	 46.41   	-808.75		
-96.13   	-93.38   	 43.17   	-752.79		
-94.91   	-91.86   	 40.16   	-707.02		
-93.99   	-90.03   	 37.33   	-671.41		
-93.99   	-89.11   	 34.65   	-635.81		
-94.91   	-89.42   	 32.11   	-610.37		
-97.05   	-91.25   	 29.66   	-590.03		
-98.88   	-93.38   	 27.30   	-574.77		
-99.49   	-95.52   	 25.00   	-559.51		
-99.18   	-97.96   	 22.77   	-534.08		
-97.96   	-100.71   	 20.63   	-513.73		
-97.05   	-103.45   	 18.58   	-483.21		
-96.74   	-104.68   	 16.64   	-442.52		
-97.35   	-104.68   	 14.87   	-401.83		
-98.57   	-104.06   	 13.27   	-350.97		
-100.71   	-103.45   	 11.86   	-295.01		
-102.84   	-103.45   	 10.68   	-249.24		
-104.06   	-104.68   	  9.68   	-198.37		
-103.76   	-107.12   	  8.89   	-152.59		
-102.54   	-109.86   	  8.28   	-116.99		
-100.40   	-112.92   	  7.81   	 -81.38		
-98.88   	-115.05   	  7.49   	 -66.12		
-98.27   	-116.27   	  7.22   	 -45.78		
-98.88   	-116.88   	  7.04   	 -45.78		
-100.40   	-117.80   	  6.86   	 -35.61		
-101.62   	-117.80   	  6.71   	 -45.78		
-101.01   	-116.88   	  6.53   	 -40.69		
-99.49   	-114.14   	  6.37   	 -45.78		
-97.35   	-109.86   	  6.19   	 -45.78		
-95.52   	-103.45   	  6.00   	 -45.78		
-93.99   	-94.91   	  5.82   	 -35.61		
-91.55   	-84.23   	  5.68   	 -25.43		
-87.59   	-72.33   	  5.57   	 -15.26		
-82.70   	-61.34   	  5.51   	 -10.17		
-78.13   	-53.10   	  5.47(D)	   5.09		
-74.46   	-48.52   	  5.49   	  10.17		
-72.33   	-46.69   	  5.53   	  20.35		
-70.19   	-43.64   	  5.62   	  15.26		
-65.92   	-35.40   	  5.68   	  20.35		
-59.20   	-19.53   	  5.76   	  15.26		
-50.66   	  1.22   	  5.82   	  10.17		
-42.72   	 21.06   	  5.86   	   5.09		
-36.01   	 36.01   	  5.88   	   5.09		
-30.52   	 44.56   	  5.90   	  -5.09		
-26.25   	 48.52   	  5.88   	  -5.09		
-25.02   	 48.22   	  5.86   	 -10.17		
-27.47   	 43.95   	  5.82   	   0.00		
-33.87   	 35.71   	  5.82   	  -5.09		
-41.20   	 23.19   	  5.80   	   0.00		
-47.00   	  6.71   	  5.80   	  10.17		
-50.35   	-13.73   	  5.84   	  10.17		
-54.93   	-39.06   	  5.88   	  10.17		
-64.39   	-65.92   	  5.92   	  20.35		
-77.82   	-87.89   	  6.00   	  20.35		
-90.94   	-101.32   	  6.08   	  20.35		
-99.18   	-106.51   	  6.16   	  20.35		
-101.32   	-108.64   	  6.25   	  20.35		
-98.57   	-112.00   	  6.33   	  20.35		
-95.52   	-117.80   	  6.41   	  25.43		
-94.30   	-123.90   	  6.51   	  20.35		
-94.91   	-127.26   	  6.59   	  25.43		
-95.83   	-127.26   	  6.69   	  20.35		
-96.44   	-124.82   	  6.78   	  25.43		
-96.13   	-123.29   	  6.88   	  30.52		
-95.21   	-124.51   	  7.00   	  25.43		
-94.60   	-128.48   	  7.10   	  25.43		
-94.91   	-134.28   	  7.20   	  25.43		
-95.83   	-139.16   	  7.30   	  20.35		
-96.74   	-140.38   	  7.39   	  20.35		
-97.35   	-137.94   	  7.47   	  20.35		
-98.88   	-130.00   	  7.55   	  20.35		
-100.71   	-109.56   	  7.63   	  15.26		
-94.91   	-67.14   	  7.69   	  15.26		
-63.17   	  1.22   	  7.75   	  20.35		
 17.09   	 89.11   	  7.83   	  15.26		
159.61   	180.66   	  7.89   	  20.35		
356.45   	261.23   	  7.98   	  40.69		
742.49   	384.83   	  8.14   	  25.43		
814.21   	424.80   	  8.24   	  20.35		
751.04   	425.72(R)	  8.32   	  30.52		
565.49   	362.85   	  8.44   	  25.43		
315.86   	230.10   	  8.55   	  35.61		
 83.62   	 58.90   	  8.69   	  35.61		
-67.14   	-92.16   	  8.83   	  45.78		
-118.41   	-175.78   	  9.01   	  61.04		
-100.10   	-178.53   	  9.26   	  66.12		
-60.12   	-125.12   	  9.52   	  86.47		
-31.74   	-57.98   	  9.87   	 101.73		
-21.67   	-10.38   	 10.27   	 127.16		
-21.06   	  7.93   	 10.78   	 157.68		
-20.45   	  6.41   	 11.41   	 183.11		
-17.40   	 -0.92   	 12.15   	 223.80		
-14.65   	 -5.49   	 13.04   	 259.41		
-13.73   	 -5.80   	 14.08   	 305.19		
-13.73   	 -4.27   	 15.30   	 356.05		
-13.43   	 -3.66   	 16.72   	 396.74		
-12.82   	 -3.97   	 18.31   	 452.69		
-12.21   	 -3.97   	 20.12   	 498.47		
-11.60   	 -2.14   	 22.12   	 549.34		
-10.38   	  0.92   	 24.31   	 595.11		
 -8.24   	  4.88   	 26.69   	 630.72		
 -5.49   	  9.16   	 29.22   	 666.32		
 -2.44   	 13.12   	 31.88   	 691.76		
  0.92   	 17.09   	 34.65   	 722.28		
  3.66   	 21.06   	 37.54   	 752.79		
  5.80   	 25.33   	 40.55   	 773.14		
  7.63   	 30.21   	 43.64   	 798.57		
 10.07   	 36.32   	 46.84   	 824.00		
 13.73   	 43.64   	 50.13   	 834.18		
 18.31   	 51.88   	 53.47   	 834.18		
 23.19   	 60.73   	 56.81   	 824.00		
 27.77   	 69.89   	 60.10   	 793.49		
 32.96   	 79.04   	 63.28   	 747.71		
 38.76   	 89.42   	 66.27   	 691.76		
 45.78   	101.32   	 69.03   	 630.72		
 54.02   	115.05   	 71.56   	 569.68		
 62.56   	130.00   	 73.83   	 508.65		
 71.41   	145.26   	 75.87   	 462.87		
 81.48   	160.22   	 77.72   	 422.18		
 93.08   	176.09   	 79.41   	 391.66		
106.20   	193.48   	 80.98   	 366.22		
120.24   	212.10   	 82.44   	 356.05		
133.67   	231.32   	 83.87   	 335.71		
145.87   	250.24   	 85.21   	 325.53		
156.86   	268.25   	 86.51   	 300.10		
167.85   	285.03   	 87.71   	 279.75		
179.44   	300.60   	 88.83   	 249.24		
191.04   	315.25   	 89.83   	 213.63		
201.11   	327.45   	 90.68   	 178.03		
208.44   	336.61   	 91.39   	 147.51		
212.40   	341.80   	 91.98   	 116.99		
213.62   	341.80   	 92.45   	  96.64		
212.10   	336.61   	 92.84   	  76.30		
207.21   	325.32   	 93.14   	  66.12		
198.36   	307.92   	 93.41   	  66.12		
184.33   	284.73   	 93.67   	  61.04		
164.49   	256.65   	 93.92   	  66.12		
140.08   	225.22   	 94.18   	  71.21		
113.22   	191.35   	 94.47   	  66.12		
 85.14   	155.94   	 94.73   	  66.12		
 57.98   	119.63   	 94.99   	  66.12		
 32.04   	 83.31   	 95.26   	  50.86		
  8.24   	 48.83   	 95.46   	  45.78		
-13.12   	 17.70   	 95.65   	  35.61		
-31.74   	 -8.85   	 95.79   	  20.35		
-47.61   	-30.82   	 95.87   	  10.17		
-61.34   	-48.83   	 95.91   	   5.09		
-72.33   	-64.09   	 95.93(S)	 -10.17		
-80.87   	-75.99   	 95.89   	 -10.17		
-87.59   	-85.14   	 95.85   	 -10.17		
-92.77   	-92.16   	 95.81   	 -15.26		
-97.05   	-98.27   	 95.75   	 -15.26		
-100.71   	-103.45   	 95.69   	 -10.17		
-102.84   	-108.03   	 95.65   	 -15.26		
-104.06   	-111.08   	 95.58   	 -10.17		
-104.68   	-112.61   	 95.54   	 -20.35		
-104.98   	-113.22   	 95.46   	 -20.35		
-105.59   	-112.92   	 95.38   	 -40.69		
-105.90   	-112.92   	 95.22   	 -55.95		
-106.20   	-112.30   	 94.99   	 -76.30		
-105.59   	-112.00   	 94.69   	-111.90		
-104.98   	-111.69   	 94.24   	-147.51		
-104.37   	-111.69   	 93.65   	-193.29		
-103.76   	-111.69   	 92.88   	-254.32		
-103.45   	-111.69   	 91.86   	-335.71		
-103.45   	-111.69   	 90.52   	-427.26		
-103.45   	-111.08   	 88.81   	-523.90		
-103.45   	-110.78   	 86.71   	-620.55		
-102.84   	-110.17   	 84.23   	-717.19		
-101.93   	-109.86   	 81.36   	-803.66		
-100.71   	-109.56   	 78.15   	-859.61		
-99.49   	-109.25   	 74.71   	-905.39		
-98.57   	-108.34   	 71.09   	-930.82		
-98.27   	-107.12   	 67.36   	-930.82		
-98.27   	-106.20   	 63.64   	-920.65		
-97.96   	-105.59   	 59.96   	-890.13		
-96.74   	-105.29   	 56.40   	-859.61		
-95.21   	-105.29   	 52.96   	-813.83		
-94.30   	-105.90   	 49.70   	-778.23		
-94.91   	-107.42   	 46.59   	-732.45		
-96.44   	-108.95   	 43.66   	-696.84		
-97.96   	-110.47   	 40.87   	-656.15		
-98.88   	-111.39   	 38.25   	-625.63		
-98.88   	-112.61   	 35.75   	-595.11		
-98.57   	-113.53   	 33.37   	-564.60		
-98.27   	-114.75   	 31.11   	-544.25		
-98.27   	-115.97   	 28.93   	-508.65		
-98.88   	-116.88   	 26.90   	-483.21		
-99.18   	-117.80   	 24.96   	-447.61		
-99.79   	-118.71   	 23.17   	-422.18		
-99.79   	-120.24   	 21.49   	-381.48		
-100.10   	-121.77   	 19.96   	-350.97		
-100.40   	-123.29   	 18.56   	-310.27		
-100.71   	-124.51   	 17.31   	-274.67		
-101.32   	-125.73   	 16.22   	-244.15		
-101.62   	-126.65   	 15.24   	-213.63		
-101.62   	-127.56   	 14.38   	-178.03		
-101.62   	-127.87   	 13.67   	-157.68		
-101.62   	-128.17   	 13.04   	-137.33		
-101.32   	-128.78   	 12.49   	-111.90		
-100.71   	-129.39   	 12.04   	 -96.64		
-100.40   	-130.62   	 11.66   	 -76.30		
-100.10   	-131.53   	 11.35   	 -71.21		
-100.10   	-132.14   	 11.07   	 -50.86		
-100.10   	-132.14   	 10.86   	 -45.78		
-100.10   	-131.53   	 10.68   	 -35.61		
-99.79   	-130.31   	 10.54   	 -25.43		
-99.18   	-129.09   	 10.44   	 -20.35		
-98.88   	-128.48   	 10.36   	 -15.26		
-98.27   	-127.87   	 10.29   	 -15.26		
-97.05   	-125.43   	 10.23   	  -5.09		
-95.21   	-120.24   	 10.21   	  -5.09		
-92.47   	-110.78   	 10.19(D)	   0.00		
-89.42   	-98.88   	 10.19   	   5.09		
-86.06   	-86.36   	 10.21   	   0.00		
-82.70   	-76.60   	 10.21   	  10.17		
-79.96   	-71.11   	 10.25   	  10.17		
-77.51   	-69.27   	 10.29   	  10.17		
-74.77   	-68.36   	 10.34   	  20.35		
-70.80   	-63.17   	 10.42   	  15.26		
-64.70   	-51.57   	 10.48   	  20.35		
-56.76   	-34.18   	 10.56   	  20.35		
-48.83   	-14.95   	 10.64   	  25.43		
-41.81   	  1.53   	 10.74   	  20.35		
-35.71   	 13.73   	 10.82   	  25.43		
-30.21   	 21.67   	 10.93   	  25.43		
-26.55   	 25.94   	 11.03   	  20.35		
-25.94   	 25.63   	 11.11   	  20.35		
-29.30   	 19.84   	 11.19   	  20.35		
-35.40   	  8.85   	 11.27   	  20.35		
-41.50   	 -6.41   	 11.35   	  15.26		
-46.08   	-25.02   	 11.41   	  20.35		
-50.66   	-47.00   	 11.50   	  15.26		
-58.59   	-72.63   	 11.56   	  15.26		
-71.41   	-97.96   	 11.62   	  20.35		
-86.67   	-117.80   	 11.70   	  15.26		
-100.10   	-128.78   	 11.76   	  20.35		
-107.12   	-133.36   	 11.84   	  20.35		
-108.03   	-135.50   	 11.92   	  25.43		
-105.90   	-139.77   	 12.02   	  30.52		
-104.68   	-145.87   	 12.15   	  30.52		
-105.59   	-152.28   	 12.27   	  40.69		
-107.73   	-155.94   	 12.43   	  35.61		
-108.95   	-156.86   	 12.57   	  45.78		
-108.95   	-155.64   	 12.76   	  40.69		
-108.34   	-154.72   	 12.92   	  40.69		
-108.34   	-154.72   	 13.08   	  40.69		
-109.25   	-155.94   	 13.25   	  35.61		
-110.17   	-157.17   	 13.39   	  30.52		
-110.78   	-157.47   	 13.51   	  25.43		
-111.39   	-156.86   	 13.61   	  20.35		
-113.83   	-153.81   	 13.69   	  15.26		
-118.41   	-142.52   	 13.75   	  10.17		
-121.77   	-111.69   	 13.79   	  15.26		
-111.39   	-52.80   	 13.86   	  10.17		
-66.83   	 32.35   	 13.90   	  10.17		
 33.26   	132.45   	 13.94   	  15.26		
198.36   	231.93   	 14.00   	  40.69		
639.65   	398.25   	 14.16   	  25.43		
808.72   	458.68   	 14.26   	  30.52		
863.34   	480.96(R)	 14.38(E)	  30.52		
775.76   	438.54   	 14.51   	  30.52		
569.46   	320.43   	 14.63   	  40.69		
312.81   	147.71   	 14.79   	  45.78		
 87.59   	-26.55   	 14.97   	  50.86		
-51.27   	-145.87   	 15.18   	  66.12		
-97.66   	-182.50   	 15.44   	  81.38		
-85.45   	-149.23   	 15.77   	 101.73		
-57.98   	-84.53   	 16.17   	 122.07		
-41.81   	-27.16   	 16.66   	 152.59		
-39.06   	  1.53   	 17.27   	 178.03		
-40.59   	  3.97   	 17.99   	 213.63		
-39.98   	 -5.80   	 18.84   	 249.24		
-37.84   	-14.04   	 19.84   	 289.93		
-36.62   	-15.87   	 21.00   	 335.71		
-37.54   	-12.82   	 22.34   	 376.40		
-38.76   	 -9.46   	 23.85   	 432.35		
-38.45   	 -7.63   	 25.57   	 478.13		
-36.62   	 -7.32   	 27.49   	 539.16		
-33.57   	 -5.80   	 29.64   	 590.03		
-30.21   	 -2.75   	 32.00   	 640.89		
-27.47   	  1.53   	 34.57   	 696.84		
-24.72   	  6.10   	 37.35   	 742.62		
-21.67   	 10.99   	 40.33   	 788.40		
-17.70   	 16.78   	 43.48   	 824.00		
-13.12   	 23.50   	 46.77   	 844.35		
 -8.54   	 31.13   	 50.15   	 859.61		
 -4.88   	 38.76   	 53.59   	 859.61		
 -1.53   	 46.08   	 57.03   	 839.26		
  1.83   	 52.80   	 60.39   	 813.83		
  6.41   	 59.81   	 63.64   	 768.05		
 11.90   	 67.44   	 66.71   	 727.36		
 18.62   	 75.99   	 69.62   	 671.41		
 25.94   	 86.06   	 72.31   	 620.55		
 33.26   	 96.74   	 74.79   	 569.68		
 40.59   	108.64   	 77.07   	 528.99		
 47.61   	121.15   	 79.19   	 493.39		
 54.93   	135.19   	 81.16   	 457.78		
 64.09   	150.76   	 82.99   	 432.35		
 74.77   	167.85   	 84.72   	 412.00		
 86.98   	186.16   	 86.37   	 381.48		
 99.49   	205.38   	 87.89   	 356.05		
112.00   	224.91   	 89.32   	 320.45		
123.90   	244.45   	 90.60   	 284.84		
135.80   	264.28   	 91.74   	 244.15		
148.32   	283.81   	 92.72   	 193.29		
161.74   	302.73   	 93.49   	 157.68		
174.87   	320.43   	 94.12   	 116.99		
187.07   	336.91   	 94.59   	  91.56		
197.75   	351.87   	 94.95   	  71.21		
206.30   	364.07   	 95.24   	  71.21		
213.32   	373.54   	 95.52   	  81.38		
217.90   	378.11   	 95.85   	  96.64		
220.34   	376.89   	 96.24   	 111.90		
220.03   	368.96   	 96.68   	 137.33		
216.06   	354.31   	 97.23   	 147.51		
207.52   	333.86   	 97.82   	 162.77		
193.48   	308.53   	 98.47   	 162.77		
174.26   	279.54   	 99.12   	 152.59		
149.84   	247.50   	 99.74   	 142.42		
122.07   	213.01   	100.30   	 122.07		
 93.08   	176.39   	100.79   	  96.64		
 64.39   	139.16   	101.18   	  81.38		
 37.84   	103.15   	101.51   	  55.95		
 13.43   	 70.19   	101.73   	  45.78		
 -8.24   	 40.89   	101.91   	  35.61		
-27.77   	 15.87   	102.05   	  30.52		
-44.56   	 -5.49   	102.18   	  25.43		
-58.90   	-23.80   	102.28   	  30.52		
-70.80   	-39.37   	102.40   	  20.35		
-80.87   	-52.80   	102.48   	  25.43		
-89.11   	-64.39   	102.58   	  25.43		
-95.83   	-74.16   	102.69   	  20.35		
-100.40   	-82.09   	102.77   	  15.26		
-103.15   	-87.89   	102.83   	  15.26		
-104.98   	-92.16   	102.89(S)	   0.00		
-106.51   	-94.91   	102.89   	  -5.09		
-108.64   	-97.35   	102.87   	 -15.26		
-111.08   	-99.79   	102.81   	 -25.43		
-112.61   	-101.93   	102.71   	 -35.61		
-112.30   	-102.84   	102.56   	 -50.86		
-110.78   	-103.45   	102.36   	 -66.12		
-108.64   	-103.45   	102.10   	 -86.47		
-107.42   	-104.06   	101.75   	-111.90		
-106.51   	-104.37   	101.30   	-142.42		
-105.59   	-104.37   	100.73   	-188.20		
-103.76   	-103.76   	 99.98   	-244.15		
-101.01   	-102.54   	 99.00   	-315.36		
-98.57   	-101.32   	 97.74   	-396.74		
-96.74   	-100.40   	 96.15   	-498.47		
-96.13   	-99.49   	 94.16   	-590.03		
-95.83   	-98.27   	 91.80   	-691.76		
-95.52   	-97.35   	 89.03   	-773.14		
-94.60   	-96.44   	 85.94   	-854.52		
-92.77   	-95.21   	 82.52   	-905.39		
-90.94   	-93.99   	 78.90   	-940.99		
-89.42   	-92.77   	 75.14   	-956.25		
-88.50   	-91.86   	 71.31   	-956.25		
-88.81   	-91.86   	 67.49   	-940.99		
-89.42   	-92.16   	 63.72   	-910.47		
-89.42   	-92.47   	 60.08   	-874.87		
-88.81   	-91.86   	 56.58   	-834.18		
-88.20   	-91.55   	 53.24   	-798.57		
-87.59   	-91.55   	 50.05   	-757.88		
-87.28   	-92.47   	 47.02   	-727.36		
-87.28   	-93.38   	 44.11   	-691.76		
-86.98   	-94.60   	 41.34   	-666.32		
-86.98   	-95.21   	 38.68   	-640.89		
-86.67   	-95.52   	 36.11   	-615.46		
-86.36   	-95.52   	 33.65   	-590.03		
-86.67   	-95.83   	 31.29   	-559.51		
-87.28   	-96.44   	 29.05   	-523.90		
-88.50   	-97.96   	 26.96   	-493.39		
-90.03   	-99.79   	 24.98   	-457.78		
-90.94   	-101.62   	 23.15   	-417.09		
-90.94   	-102.54   	 21.49   	-376.40		
-90.94   	-103.45   	 19.98   	-330.62		
-90.94   	-104.68   	 18.66   	-300.10		
-91.25   	-106.20   	 17.46   	-264.50		
-91.86   	-108.03   	 16.40   	-233.98		
-92.16   	-109.25   	 15.46   	-203.46		
-92.47   	-109.56   	 14.65   	-183.11		
-93.08   	-109.25   	 13.92   	-162.77		
-93.69   	-109.56   	 13.27   	-142.42		
-94.30   	-110.47   	 12.70   	-122.07		
-94.60   	-112.00   	 12.21   	-106.82		
-94.30   	-113.53   	 11.78   	 -91.56		
-93.99   	-114.75   	 11.41   	 -76.30		
-94.30   	-115.05   	 11.11   	 -55.95		
-94.30   	-112.92   	 10.89   	 -40.69		
-93.08   	-107.42   	 10.72   	 -25.43		
-90.33   	-97.96   	 10.62   	 -15.26		
-86.67   	-85.75   	 10.56   	 -10.17		
-83.31   	-72.94   	 10.52   	   0.00		
-80.87   	-62.26   	 10.52   	   0.00		
-78.74   	-55.85   	 10.52   	   0.00		
-76.90   	-53.41   	 10.52   	   0.00		
-73.55   	-52.80   	 10.52   	   0.00		
-68.97   	-50.35   	 10.52   	  -5.09		
-62.56   	-42.42   	 10.50   	   0.00		
-55.24   	-28.08   	 10.50   	  -5.09		
-47.30   	-10.38   	 10.48(D)	   0.00		
-39.98   	  6.41   	 10.48   	   0.00		
-32.65   	 19.53   	 10.48   	   0.00		
-25.94   	 28.08   	 10.48   	   5.09		
-20.45   	 32.96   	 10.50   	  10.17		
-18.31   	 32.96   	 10.54   	   5.09		
-21.06   	 27.77   	 10.56   	  15.26		
-27.77   	 17.40   	 10.62   	  10.17		
-35.10   	  3.05   	 10.66   	  10.17		
-39.98   	-13.73   	 10.70   	  10.17		
-42.72   	-33.57   	 10.74   	  10.17		
-47.00   	-57.98   	 10.78   	   5.09		
-57.37   	-83.92   	 10.80   	  10.17		
-72.94   	-106.51   	 10.84   	   5.09		
-89.11   	-120.24   	 10.86   	  10.17		
-100.10   	-125.73   	 10.91   	  10.17		
-102.84   	-127.56   	 10.95   	  15.26		
-99.79   	-130.62   	 11.01   	  15.26		
-95.21   	-136.11   	 11.07   	  25.43		
-93.08   	-141.91   	 11.17   	  25.43		
-93.69   	-145.87   	 11.27   	  35.61		
-96.13   	-147.71   	 11.41   	  40.69		
-99.18   	-148.32   	 11.58   	  40.69		
-101.32   	-148.93   	 11.74   	  45.78		
-102.54   	-150.15   	 11.92   	  40.69		
-102.84   	-151.37   	 12.09   	  40.69		
-102.84   	-151.98   	 12.25   	  40.69		
-102.84   	-151.98   	 12.41   	  25.43		
-103.45   	-151.67   	 12.51   	  25.43		
-106.20   	-149.84   	 12.61   	  20.35		
-111.69   	-143.13   	 12.70   	  10.17		
-118.10   	-122.68   	 12.74   	  10.17		
-117.49   	-79.04   	 12.78   	  10.17		
-91.86   	 -9.77   	 12.82   	  10.17		
-17.70   	 76.29   	 12.86   	  10.17		
124.51   	164.79   	 12.90   	  15.26		
334.47   	242.92   	 12.96   	  15.26		
582.89   	309.14   	 13.02   	  45.78		
944.82   	404.66(R)	 13.20(E)	  30.52		
933.84   	399.17   	 13.33   	  30.52		
771.48   	327.76   	 13.45   	  35.61		
508.42   	191.04   	 13.59   	  35.61		
232.54   	 24.41   	 13.73   	  45.78		
 25.94   	-115.36   	 13.92   	  55.95		
-75.07   	-184.02   	 14.14   	  66.12		
-86.98   	-175.48   	 14.40   	  81.38		
-58.29   	-116.88   	 14.73   	 106.82		
-31.13   	-49.44   	 15.16   	 132.25		
-21.67   	 -4.27   	 15.69   	 162.77		
-24.11   	  9.77   	 16.34   	 193.29		
-27.47   	  2.75   	 17.11   	 228.89		
-27.47   	 -9.16   	 18.03   	 269.58		
-25.63   	-15.87   	 19.10   	 305.19		
-25.02   	-15.56   	 20.33   	 345.88		
-25.33   	-12.51   	 21.71   	 386.57		
-25.94   	-10.68   	 23.26   	 437.43		
-26.25   	-10.68   	 25.00   	 483.21		
-26.25   	-10.68   	 26.94   	 534.08		
-25.33   	 -8.85   	 29.07   	 590.03		
-23.19   	 -4.27   	 31.43   	 635.81		
-19.84   	  1.53   	 33.98   	 686.67		
-16.48   	  7.63   	 36.72   	 737.54		
-13.43   	 13.12   	 39.67   	 778.23		
-10.38   	 18.31   	 42.79   	 808.75		
 -6.71   	 23.80   	 46.02   	 839.26		
 -2.75   	 30.52   	 49.38   	 844.35		
  1.53   	 38.76   	 52.76   	 849.44		
  5.80   	 47.61   	 56.15   	 829.09		
  9.77   	 57.07   	 59.47   	 803.66		
 14.95   	 66.83   	 62.69   	 768.05		
 20.75   	 76.90   	 65.76   	 727.36		
 27.77   	 87.28   	 68.67   	 686.67		
 34.48   	 98.57   	 71.41   	 645.98		
 41.81   	110.17   	 74.00   	 600.20		
