  I     	  II     	  LVp     	  LVp'		
-43.03   	265.81   	 -3.52   	  25.43		
-38.45   	269.78   	 -3.42   	  50.86		
-33.87   	274.35   	 -3.21   	  76.30		
-31.13   	278.93   	 -2.91   	  91.56		
-32.04   	285.03   	 -2.54   	 111.90		
-38.45   	297.55   	 -2.10   	 116.99		
-50.35   	320.43   	 -1.63   	 116.99		
-63.48   	355.83   	 -1.16   	 106.82		
-67.14   	398.86   	 -0.73   	 101.73		
-44.56   	442.20   	 -0.33   	  81.38		
 21.06   	480.35   	  0.00   	  66.12		
136.41   	517.58   	  0.26   	  50.86		
294.49   	567.02   	  0.47   	  30.52		
480.35   	636.29   	  0.59   	  15.26		
682.07   	721.44   	  0.65   	   0.00		
896.61   	797.73   	  0.65   	 -10.17		
1120.61   	810.24(R)	  0.61(E)	 -20.35		
1327.82   	709.84   	  0.53   	 -25.43		
1455.99   	506.59   	  0.43   	 -25.43		
1431.58   	278.02   	  0.33   	 -30.52		
1223.45   	132.75   	  0.20   	 -25.43		
875.55   	139.16   	  0.10   	 -20.35		
493.47   	260.62   	  0.02   	 -10.17		
186.16   	382.08   	 -0.02   	   0.00		
  2.75   	408.63   	 -0.02   	   5.09		
-77.51   	339.36   	  0.00   	  25.43		
-106.51   	248.41   	  0.10   	  35.61		
-121.15   	208.13   	  0.24   	  50.86		
-130.92   	230.71   	  0.45   	  71.21		
-132.45   	276.18   	  0.73   	  96.64		
-126.95   	300.29   	  1.12   	 132.25		
-121.15   	292.97   	  1.65   	 167.85		
-121.46   	273.74   	  2.32   	 218.72		
-125.73   	262.76   	  3.19   	 274.67		
-129.09   	263.06   	  4.29   	 335.71		
-130.00   	267.33   	  5.64   	 412.00		
-130.00   	269.78   	  7.28   	 483.21		
-130.62   	270.08   	  9.22   	 559.51		
-130.62   	269.78   	 11.45   	 630.72		
-129.70   	269.17   	 13.98   	 696.84		
-128.78   	268.86   	 16.76   	 762.97		
-129.09   	267.64   	 19.82   	 813.83		
-130.92   	265.81   	 23.07   	 854.52		
-133.97   	264.89   	 26.49   	 890.13		
-136.11   	266.72   	 30.05   	 910.47		
-137.02   	271.00   	 33.69   	 915.56		
-136.11   	275.27   	 37.35   	 915.56		
-133.97   	276.18   	 41.02   	 905.39		
-132.45   	274.05   	 44.64   	 895.22		
-132.14   	271.30   	 48.22   	 869.78		
-133.06   	271.30   	 51.70   	 844.35		
-134.89   	274.05   	 55.08   	 813.83		
-136.41   	278.93   	 58.33   	 778.23		
-137.02   	283.81   	 61.44   	 742.62		
-136.72   	287.17   	 64.41   	 696.84		
-137.02   	289.00   	 67.20   	 656.15		
-138.85   	289.00   	 69.83   	 615.46		
-142.21   	287.78   	 72.29   	 579.86		
-145.57   	285.95   	 74.61   	 534.08		
-148.62   	285.64   	 76.74   	 503.56		
-151.06   	287.78   	 78.76   	 467.95		
-153.20   	292.36   	 80.63   	 437.43		
-155.64   	298.16   	 82.38   	 401.83		
-158.69   	303.34   	 83.99   	 366.22		
-162.35   	306.09   	 85.45   	 325.53		
-167.24   	306.09   	 86.75   	 289.93		
-173.95   	303.65   	 87.91   	 254.32		
-182.80   	299.68   	 88.93   	 208.54		
-193.48   	294.80   	 89.77   	 172.94		
-205.08   	289.92   	 90.46   	 137.33		
-216.67   	286.25   	 91.01   	 111.90		
-227.36   	285.03   	 91.45   	  81.38		
-237.43   	287.17   	 91.78   	  61.04		
-248.41   	291.75   	 92.02   	  45.78		
-260.01   	296.33   	 92.21   	  25.43		
-271.91   	299.38   	 92.31   	  15.26		
-281.98   	300.29   	 92.37   	   5.09		
-288.09   	300.60   	 92.39(S)	  -5.09		
-289.31   	302.73   	 92.37   	 -20.35		
-285.64   	307.01   	 92.29   	 -25.43		
-279.54   	313.11   	 92.19   	 -35.61		
-270.69   	318.91   	 92.04   	 -50.86		
-259.40   	324.10   	 91.84   	 -66.12		
-244.14   	328.98   	 91.58   	 -71.21		
-225.52   	333.86   	 91.29   	 -91.56		
-204.47   	338.44   	 90.93   	-106.82		
-182.80   	340.58   	 90.50   	-111.90		
-161.13   	338.44   	 90.05   	-127.16		
-138.85   	333.25   	 89.54   	-147.51		
-115.97   	327.45   	 88.95   	-162.77		
-92.47   	323.49   	 88.30   	-198.37		
-70.80   	321.66   	 87.51   	-239.06		
-52.19   	320.13   	 86.55   	-284.84		
-37.84   	317.99   	 85.41   	-345.88		
-26.55   	313.72   	 84.03   	-412.00		
-16.78   	307.92   	 82.38   	-478.13		
 -7.93   	302.43   	 80.47   	-544.25		
  0.00   	297.85   	 78.29   	-610.37		
  5.80   	294.80   	 75.85   	-661.24		
 10.07   	293.27   	 73.20   	-707.02		
 13.43   	292.66   	 70.38   	-747.71		
 15.87   	292.05   	 67.39   	-768.05		
 17.70   	290.22   	 64.31   	-793.49		
 18.31   	288.09   	 61.14   	-798.57		
 18.01   	285.64   	 57.94   	-803.66		
 18.01   	284.12   	 54.73   	-798.57		
 18.62   	282.90   	 51.54   	-788.40		
 19.53   	281.07   	 48.38   	-783.31		
 19.53   	278.63   	 45.25   	-768.05		
 18.62   	276.79   	 42.18   	-752.79		
 17.40   	276.49   	 39.17   	-732.45		
 16.48   	277.71   	 36.24   	-717.19		
 15.56   	279.54   	 33.37   	-696.84		
 13.73   	280.15   	 30.58   	-681.58		
 10.68   	279.54   	 27.85   	-656.15		
  7.32   	278.32   	 25.23   	-630.72		
  4.27   	278.02   	 22.71   	-610.37		
  2.14   	278.63   	 20.26   	-579.86		
 -0.31   	279.54   	 17.94   	-544.25		
 -3.36   	281.37   	 15.77   	-513.73		
 -5.80   	284.42   	 13.71   	-478.13		
 -7.02   	289.31   	 11.80   	-437.43		
 -6.10   	294.80   	 10.05   	-396.74		
 -3.36   	299.38   	  8.46   	-361.14		
 -0.31   	301.51   	  7.02   	-325.53		
  2.44   	300.90   	  5.72   	-289.93		
  5.49   	300.90   	  4.56   	-254.32		
  9.46   	303.04   	  3.54   	-228.89		
 13.73   	308.23   	  2.62   	-203.46		
 17.70   	312.19   	  1.81   	-178.03		
 19.23   	310.06   	  1.10   	-162.77		
 17.70   	302.12   	  0.45   	-137.33		
 14.04   	292.66   	 -0.10   	-127.16		
  9.16   	288.70   	 -0.61   	-111.90		
  3.97   	294.19   	 -1.06   	-101.73		
  0.92   	306.09   	 -1.46   	 -86.47		
  0.92   	318.30   	 -1.81   	 -76.30		
  5.49   	326.23   	 -2.12   	 -66.12		
 14.04   	330.81   	 -2.38   	 -55.95		
 23.19   	334.17   	 -2.60   	 -45.78		
 30.21   	340.27   	 -2.79   	 -30.52		
 34.18   	351.56   	 -2.91   	 -25.43		
 39.37   	368.96   	 -3.01   	 -15.26		
 50.66   	390.93   	 -3.07   	  -5.09		
 69.58   	411.99   	 -3.09   	   0.00		
 93.38   	423.28   	 -3.09   	   0.00		
114.75   	416.56   	 -3.09   	   5.09		
128.78   	390.63   	 -3.07   	  10.17		
134.28   	354.31   	 -3.03   	  10.17		
134.58   	318.60   	 -2.99   	  10.17		
133.97   	292.36   	 -2.95   	  10.17		
131.84   	276.79   	 -2.91   	  10.17		
124.51   	267.64   	 -2.87   	  10.17		
106.51   	259.40   	 -2.83   	  15.26		
 75.07   	249.02   	 -2.77   	  10.17		
 33.57   	234.07   	 -2.73   	  15.26		
 -8.85   	214.23   	 -2.67   	  15.26		
-42.11   	191.04   	 -2.60   	  15.26		
-60.12   	168.46   	 -2.54   	  20.35		
-63.17   	152.89   	 -2.46   	  25.43		
-57.07   	148.01   	 -2.36   	  25.43		
-49.13   	151.67   	 -2.26   	  30.52		
-44.86   	158.08   	 -2.14   	  30.52		
-44.86   	161.74   	 -2.01   	  40.69		
-47.30   	160.83   	 -1.85   	  35.61		
-49.44   	157.47   	 -1.71   	  40.69		
-49.44   	155.33   	 -1.55   	  45.78		
-47.61   	155.94   	 -1.36   	  45.78		
-44.86   	158.08   	 -1.18   	  45.78		
-42.11   	160.52   	 -1.00   	  45.78		
-40.59   	162.05   	 -0.81   	  45.78		
-39.37   	163.57   	 -0.63   	  45.78		
-38.45   	164.79   	 -0.45   	  45.78		
-36.93   	166.32   	 -0.26   	  50.86		
-35.10   	169.07   	 -0.06   	  45.78		
-35.10   	174.56   	  0.12   	  45.78		
-39.67   	187.38   	  0.31   	  45.78		
-50.66   	213.01   	  0.49   	  45.78		
-63.78   	252.08   	  0.67   	  45.78		
-67.14   	299.68   	  0.85   	  50.86		
-42.42   	347.60   	  1.06   	  45.78		
 27.16   	390.93   	  1.24   	  40.69		
148.01   	435.49   	  1.40   	  45.78		
312.50   	492.86   	  1.59   	  35.61		
505.37   	567.32   	  1.73   	  40.69		
715.64   	648.80   	  1.89   	  30.52		
941.77   	705.57(R)	  2.01(E)	  30.52		
1177.06   	680.54   	  2.14   	  30.52		
1386.72   	535.28   	  2.26   	  25.43		
1502.08   	298.46   	  2.36   	  20.35		
1452.64   	 62.56   	  2.44   	  25.43		
1218.57   	-58.90   	  2.54   	  25.43		
856.63   	-10.99   	  2.64   	  30.52		
476.07   	148.62   	  2.77   	  40.69		
177.31   	289.92   	  2.93   	  45.78		
 -0.92   	317.69   	  3.11   	  55.95		
-82.70   	238.95   	  3.34   	  76.30		
-115.36   	136.11   	  3.64   	  91.56		
-130.62   	 86.67   	  4.01   	 111.90		
-137.94   	104.37   	  4.46   	 137.33		
-137.02   	148.32   	  5.01   	 162.77		
-131.84   	173.34   	  5.66   	 198.37		
-128.17   	168.46   	  6.45   	 228.89		
-128.78   	150.76   	  7.37   	 274.67		
-131.53   	139.16   	  8.46   	 325.53		
-133.06   	138.55   	  9.77   	 386.57		
-133.06   	144.04   	 11.31   	 447.61		
-133.06   	149.84   	 13.10   	 508.65		
-133.36   	152.89   	 15.14   	 579.86		
-133.06   	152.28   	 17.46   	 645.98		
-133.06   	149.84   	 20.04   	 707.02		
-133.67   	148.32   	 22.87   	 762.97		
-135.19   	148.62   	 25.92   	 813.83		
-136.72   	150.76   	 29.18   	 844.35		
-137.02   	152.28   	 32.55   	 874.87		
-136.72   	152.89   	 36.05   	 885.04		
-136.11   	153.20   	 39.59   	 890.13		
-136.11   	154.11   	 43.15   	 879.96		
-136.41   	155.33   	 46.67   	 864.70		
-136.72   	156.25   	 50.13   	 839.26		
-136.72   	157.17   	 53.49   	 813.83		
-136.72   	158.69   	 56.74   	 793.49		
-137.33   	161.13   	 59.92   	 757.88		
-139.16   	164.79   	 62.95   	 737.54		
-141.60   	168.46   	 65.90   	 712.10		
-144.35   	171.20   	 68.75   	 691.76		
-146.18   	172.12   	 71.52   	 666.32		
-147.09   	171.81   	 74.18   	 645.98		
-147.40   	172.12   	 76.76   	 620.55		
-148.32   	173.65   	 79.25   	 590.03		
-150.15   	176.70   	 81.61   	 569.68		
-152.89   	179.44   	 83.89   	 528.99		
-156.56   	180.97   	 86.00   	 498.47		
-161.13   	181.27   	 88.00   	 452.69		
-166.32   	180.97   	 89.81   	 406.92		
-171.81   	181.27   	 91.43   	 356.05		
-178.22   	182.50   	 92.86   	 300.10		
-185.55   	183.72   	 94.06   	 254.32		
-194.09   	183.41   	 95.08   	 203.46		
-204.47   	181.88   	 95.89   	 157.68		
-216.06   	179.44   	 96.52   	 122.07		
-228.88   	177.31   	 97.01   	  96.64		
-241.70   	175.78   	 97.40   	  71.21		
-254.52   	175.48   	 97.68   	  61.04		
-266.72   	176.70   	 97.92   	  45.78		
-278.02   	179.44   	 98.11   	  35.61		
-287.78   	182.50   	 98.25   	  30.52		
-295.72   	185.55   	 98.37   	  15.26		
-301.21   	187.99   	 98.43   	   5.09		
-303.65   	190.43   	 98.45(S)	  -5.09		
-302.43   	194.70   	 98.43   	 -25.43		
-296.94   	201.11   	 98.33   	 -35.61		
-287.78   	208.74   	 98.19   	 -61.04		
-274.96   	216.06   	 97.94   	 -76.30		
-258.79   	222.17   	 97.64   	 -91.56		
-238.95   	226.44   	 97.27   	-111.90		
-215.76   	229.49   	 96.83   	-132.25		
-190.12   	231.32   	 96.30   	-142.42		
-163.88   	230.71   	 95.73   	-157.68		
-138.55   	228.27   	 95.10   	-167.85		
-115.05   	223.69   	 94.42   	-188.20		
-93.69   	218.20   	 93.67   	-213.63		
-74.46   	212.71   	 92.82   	-239.06		
-57.37   	207.82   	 91.86   	-279.75		
-42.11   	203.86   	 90.74   	-330.62		
-28.69   	201.11   	 89.42   	-386.57		
-16.48   	198.36   	 87.87   	-447.61		
 -6.41   	194.09   	 86.08   	-513.73		
  0.92   	188.29   	 84.03   	-574.77		
  6.10   	181.88   	 81.73   	-635.81		
 10.07   	177.31   	 79.19   	-686.67		
 14.95   	175.78   	 76.44   	-732.45		
 20.75   	176.09   	 73.51   	-773.14		
 25.94   	176.70   	 70.42   	-803.66		
 26.86   	175.48   	 67.20   	-818.92		
 23.19   	172.42   	 63.93   	-834.18		
 17.70   	169.07   	 60.59   	-834.18		
 13.73   	167.54   	 57.25   	-829.09		
 13.73   	167.85   	 53.94   	-818.92		
 16.48   	168.76   	 50.66   	-798.57		
 18.31   	168.46   	 47.47   	-783.31		
 17.40   	166.93   	 44.33   	-762.97		
 14.34   	164.79   	 41.28   	-737.54		
 10.68   	163.57   	 38.33   	-717.19		
  8.54   	164.18   	 35.46   	-696.84		
  7.32   	166.02   	 32.68   	-666.32		
  6.10   	167.85   	 30.01   	-645.98		
  3.97   	168.76   	 27.43   	-620.55		
  0.31   	168.46   	 24.94   	-595.11		
 -4.58   	166.93   	 22.56   	-564.60		
 -8.54   	166.63   	 20.31   	-544.25		
 -9.77   	169.98   	 18.13   	-508.65		
 -7.02   	178.22   	 16.09   	-483.21		
 -1.83   	189.51   	 14.16   	-452.69		
  3.66   	199.58   	 12.35   	-422.18		
  7.02   	204.47   	 10.66   	-391.66		
  8.54   	203.55   	  9.09   	-356.05		
  9.46   	200.81   	  7.67   	-325.53		
 12.51   	200.81   	  6.37   	-295.01		
 17.40   	204.77   	  5.19   	-269.58		
 21.67   	209.35   	  4.11   	-239.06		
 22.58   	207.82   	  3.15   	-213.63		
 18.92   	198.97   	  2.30   	-193.29		
 13.12   	187.68   	  1.53   	-167.85		
  8.24   	182.19   	  0.85   	-147.51		
  5.80   	186.46   	  0.26   	-132.25		
  6.71   	197.45   	 -0.26   	-116.99		
 10.07   	208.74   	 -0.73   	-106.82		
 15.87   	216.06   	 -1.16   	 -96.64		
 23.50   	221.56   	 -1.55   	 -91.56		
 32.04   	227.66   	 -1.91   	 -81.38		
 39.37   	236.51   	 -2.24   	 -76.30		
 44.56   	248.41   	 -2.54   	 -71.21		
 51.27   	264.28   	 -2.83   	 -71.21		
 63.78   	284.42   	 -3.11   	 -55.95		
 83.62   	306.70   	 -3.34   	 -50.86		
108.03   	323.18   	 -3.54   	 -35.61		
130.62   	324.10   	 -3.68   	 -25.43		
145.87   	305.18   	 -3.78   	   0.00		
152.28   	271.91   	 -3.78   	  15.26		
152.59   	235.90   	 -3.72   	  45.78		
151.37   	207.52   	 -3.54   	  61.04		
148.62   	189.82   	 -3.30   	  86.47		
141.91   	178.83   	 -2.95   	 101.73		
125.12   	169.68   	 -2.54   	 116.99		
 95.52   	158.39   	 -2.08   	 127.16		
 54.32   	143.13   	 -1.57   	 127.16		
  9.77   	123.29   	 -1.06   	 132.25		
-28.38   	100.10   	 -0.53   	 137.33		
-51.88   	 76.60   	  0.02   	 132.25		
-59.20   	 59.51   	  0.55   	 127.16		
-54.32   	 53.71   	  1.06   	 132.25		
-45.78   	 58.59   	  1.59   	 127.16		
-39.98   	 67.44   	  2.10   	 127.16		
-39.37   	 72.63   	  2.60   	 127.16		
-42.42   	 71.72   	  3.11   	 122.07		
-45.17   	 66.83   	  3.60   	 122.07		
-45.47   	 63.17   	  4.09   	 116.99		
-43.03   	 63.48   	  4.56   	 111.90		
-39.37   	 67.14   	  5.01   	 101.73		
-36.62   	 71.11   	  5.41   	  86.47		
-34.79   	 73.24   	  5.76   	  71.21		
-33.57   	 74.16   	  6.04   	  55.95		
-32.35   	 74.77   	  6.27   	  40.69		
-31.43   	 75.68   	  6.43   	  25.43		
-31.43   	 77.82   	  6.53   	  10.17		
-33.57   	 81.79   	  6.57   	  -5.09		
-39.67   	 92.47   	  6.55   	 -20.35		
-50.66   	115.66   	  6.47   	 -30.52		
-63.17   	153.20   	  6.35   	 -35.61		
-67.44   	201.42   	  6.21   	 -45.78		
-47.61   	250.85   	  6.02   	 -50.86		
 13.73   	293.88   	  5.82   	 -55.95		
124.82   	333.56   	  5.60   	 -61.04		
281.07   	381.77   	  5.35   	 -61.04		
469.06   	445.25   	  5.11   	 -71.21		
678.41   	517.58   	  4.82   	 -71.21		
905.15   	571.29(R)	  4.54(E)	 -66.12		
1144.41   	552.98   	  4.27   	 -71.21		
1368.10   	418.09   	  3.99   	 -66.12		
1511.54   	184.02   	  3.72   	 -61.04		
1499.02   	-63.17   	  3.48   	 -50.86		
1297.30   	-206.60   	  3.28   	 -40.69		
947.88   	-176.09   	  3.11   	 -25.43		
555.73   	-11.29   	  3.01   	 -15.26		
229.80   	160.83   	  2.95   	   5.09		
 24.72   	227.36   	  2.97   	  15.26		
-74.46   	174.56   	  3.03   	  40.69		
-115.05   	 75.38   	  3.19   	  55.95		
-133.36   	 14.95   	  3.42   	  76.30		
-141.91   	 22.28   	  3.72   	  96.64		
-140.69   	 65.31   	  4.11   	 122.07		
-133.67   	 96.44   	  4.60   	 147.51		
-127.87   	 96.74   	  5.19   	 178.03		
-127.87   	 80.57   	  5.90   	 213.63		
-131.23   	 67.75   	  6.75   	 259.41		
-133.67   	 66.22   	  7.79   	 315.36		
-133.67   	 71.11   	  9.05   	 371.31		
-133.67   	 76.29   	 10.54   	 437.43		
-134.58   	 78.13   	 12.29   	 513.73		
-134.89   	 77.51   	 14.34   	 584.94		
-134.28   	 76.29   	 16.68   	 666.32		
-133.36   	 76.60   	 19.35   	 742.62		
-133.67   	 78.43   	 22.32   	 813.83		
-134.89   	 79.96   	 25.57   	 874.87		
-136.41   	 80.26   	 29.07   	 930.82		
-137.33   	 79.65   	 32.80   	 966.43		
-137.33   	 80.26   	 36.66   	 991.86		
-136.41   	 82.40   	 40.63   	 996.94		
-134.89   	 85.75   	 44.62   	 991.86		
-133.36   	 88.81   	 48.59   	 971.51		
-133.06   	 90.94   	 52.47   	 946.08		
-134.58   	 92.47   	 56.26   	 910.47		
-137.63   	 93.99   	 59.90   	 879.96		
-140.99   	 95.52   	 63.42   	 844.35		
-143.43   	 97.35   	 66.80   	 808.75		
-144.04   	 99.18   	 70.03   	 778.23		
-143.74   	101.32   	 73.14   	 747.71		
-143.74   	104.06   	 76.13   	 722.28		
-144.96   	107.12   	 79.02   	 691.76		
-147.09   	109.86   	 81.79   	 656.15		
-150.15   	111.69   	 84.41   	 625.63		
-153.81   	112.00   	 86.92   	 579.86		
-158.08   	111.39   	 89.24   	 534.08		
-163.27   	111.39   	 91.37   	 478.13		
-168.15   	112.92   	 93.29   	 422.18		
-172.42   	115.05   	 94.97   	 361.14		
-177.31   	116.27   	 96.42   	 310.27		
-183.72   	116.27   	 97.66   	 259.41		
-192.26   	115.05   	 98.70   	 213.63		
-203.25   	113.53   	 99.55   	 178.03		
-215.15   	112.92   	100.26   	 157.68		
-227.66   	113.53   	100.89   	 137.33		
-239.87   	114.44   	101.44   	 122.07		
-252.38   	115.66   	101.93   	 116.99		
-264.28   	116.88   	102.40   	 106.82		
-275.57   	118.10   	102.83   	 101.73		
-286.25   	119.93   	103.23   	  91.56		
-295.72   	121.46   	103.60   	  76.30		
-303.34   	123.29   	103.91   	  61.04		
-307.31   	126.04   	104.15   	  40.69		
-306.40   	130.31   	104.31   	  25.43		
-299.99   	135.80   	104.41(S)	   0.00		
-289.00   	142.52   	104.41   	 -25.43		
-274.96   	149.23   	104.31   	 -50.86		
-259.09   	155.64   	104.11   	 -71.21		
-241.09   	161.44   	103.82   	-101.73		
-220.64   	166.63   	103.42   	-127.16		
-196.23   	170.29   	102.91   	-152.59		
-169.07   	172.12   	102.30   	-183.11		
-140.69   	172.12   	101.57   	-208.54		
-114.14   	169.98   	100.73   	-228.89		
-90.94   	165.71   	 99.82   	-259.41		
-71.72   	160.83   	 98.78   	-295.01		
-54.93   	156.56   	 97.60   	-325.53		
-39.37   	153.20   	 96.30   	-366.22		
-24.72   	151.06   	 94.83   	-417.09		
-11.90   	148.93   	 93.16   	-467.95		
 -2.14   	145.57   	 91.29   	-518.82		
  3.97   	140.99   	 89.22   	-579.86		
  7.93   	134.89   	 86.90   	-630.72		
 11.29   	129.09   	 84.37   	-676.50		
 15.56   	123.29   	 81.67   	-722.28		
 19.84   	118.41   	 78.78   	-752.79		
 22.89   	114.14   	 75.77   	-783.31		
 24.41   	111.39   	 72.63   	-803.66		
 24.72   	110.17   	 69.42   	-818.92		
 25.02   	110.47   	 66.14   	-824.00		
 25.63   	111.08   	 62.85   	-834.18		
 25.63   	111.08   	 59.51   	-834.18		
 25.02   	109.86   	 56.17   	-829.09		
 23.50   	108.34   	 52.86   	-829.09		
 21.67   	107.12   	 49.54   	-813.83		
 20.45   	106.81   	 46.29   	-808.75		
 19.23   	107.12   	 43.05   	-793.49		
 17.09   	107.12   	 39.88   	-778.23		
 13.43   	107.12   	 36.76   	-757.88		
  9.16   	107.42   	 33.73   	-737.54		
  5.19   	108.64   	 30.78   	-707.02		
  3.05   	110.78   	 27.96   	-676.50		
  3.05   	113.53   	 25.25   	-645.98		
  3.66   	116.88   	 22.67   	-610.37		
  4.27   	121.15   	 20.22   	-574.77		
  4.88   	127.26   	 17.92   	-534.08		
  6.10   	135.19   	 15.79   	-493.39		
  8.54   	143.43   	 13.81   	-447.61		
 11.90   	149.54   	 12.02   	-401.83		
 15.26   	152.59   	 10.42   	-356.05		
 18.31   	153.81   	  8.99   	-305.19		
 21.06   	155.64   	  7.77   	-254.32		
 23.50   	158.08   	  6.75   	-213.63		
 25.02   	157.78   	  5.90   	-167.85		
 24.11   	151.06   	  5.23   	-132.25		
 20.14   	139.16   	  4.70   	-106.82		
 14.04   	128.48   	  4.27   	 -81.38		
  7.63   	125.43   	  3.95   	 -76.30		
  3.05   	131.53   	  3.64   	 -71.21		
  2.14   	142.21   	  3.36   	 -76.30		
  5.49   	151.98   	  3.05   	 -86.47		
 12.82   	160.22   	  2.71   	 -96.64		
 22.28   	169.37   	  2.32   	-116.99		
 30.52   	180.97   	  1.85   	-127.16		
 36.01   	193.18   	  1.34   	-142.42		
 39.98   	205.38   	  0.77   	-147.51		
 47.30   	219.12   	  0.18   	-157.68		
 61.95   	235.90   	 -0.45   	-157.68		
 84.53   	253.91   	 -1.08   	-162.77		
109.86   	264.89   	 -1.73   	-157.68		
131.53   	260.31   	 -2.36   	-152.59		
144.04   	238.34   	 -2.97   	-147.51		
147.71   	205.69   	 -3.56   	-142.42		
146.18   	172.73   	 -4.13   	-127.16		
144.04   	146.79   	 -4.64   	-122.07		
140.69   	128.48   	 -5.13   	-111.90		
130.92   	114.14   	 -5.57   	 -91.56		
109.56   	101.32   	 -5.94   	 -81.38		
 74.46   	 89.11   	 -6.27   	 -61.04		
