  I     	  II     	  LV     	  LV'		
-100.40   	-116.58   	 16.83   	 305.19		
-93.99   	-97.05   	 18.05   	 381.48		
-101.01   	-73.24   	 19.57   	 478.13		
-104.68   	-61.95   	 21.49   	 590.03		
-103.15   	-67.75   	 23.85   	 712.10		
-102.54   	-82.40   	 26.69   	 839.26		
-105.59   	-93.08   	 30.05   	 951.17		
-108.64   	-94.60   	 33.86   	1042.72		
-108.64   	-90.33   	 38.03   	1113.93		
-104.98   	-85.45   	 42.48   	1144.45		
-98.88   	-83.01   	 47.06   	1154.62		
-92.77   	-82.70   	 51.68   	1134.28		
-88.20   	-82.70   	 56.22   	1103.76		
-86.06   	-80.57   	 60.63   	1068.15		
-85.45   	-76.29   	 64.90   	1032.55		
-84.53   	-70.50   	 69.03   	 991.86		
-82.09   	-65.61   	 73.00   	 961.34		
-77.82   	-63.48   	 76.85   	 920.65		
-73.24   	-63.17   	 80.53   	 885.04		
-69.27   	-61.95   	 84.07   	 849.44		
-65.00   	-56.76   	 87.47   	 803.66		
-60.12   	-47.61   	 90.68   	 762.97		
-54.32   	-37.23   	 93.73   	 717.19		
-47.91   	-29.30   	 96.60   	 681.58		
-43.03   	-25.94   	 99.33   	 640.89		
-39.67   	-25.02   	101.89   	 595.11		
-36.93   	-23.50   	104.27   	 564.60		
-31.74   	-18.92   	106.53   	 523.90		
-22.89   	-10.68   	108.63   	 483.21		
-11.29   	  0.00   	110.56   	 442.52		
  0.92   	 12.51   	112.33   	 401.83		
 12.21   	 26.25   	113.94   	 371.31		
 22.58   	 40.89   	115.42   	 335.71		
 33.26   	 55.54   	116.76   	 310.27		
 44.56   	 67.75   	118.01   	 295.01		
 56.46   	 77.21   	119.19   	 284.84		
 67.75   	 84.53   	120.33   	 274.67		
 78.13   	 92.16   	121.42   	 274.67		
 88.20   	102.84   	122.52   	 264.50		
 98.88   	119.32   	123.58   	 259.41		
112.92   	140.38   	124.62   	 244.15		
130.62   	163.27   	125.59   	 228.89		
149.54   	184.02   	126.51   	 213.63		
166.02   	200.81   	127.36   	 193.29		
176.70   	214.54   	128.14   	 167.85		
182.19   	227.36   	128.81   	 152.59		
184.94   	240.48   	129.42   	 137.33		
187.38   	252.99   	129.97   	 122.07		
188.60   	261.54   	130.46   	 106.82		
186.46   	263.67   	130.88   	 101.73		
178.53   	259.09   	131.29   	  86.47		
165.71   	249.02   	131.64   	  86.47		
149.54   	235.29   	131.98   	  76.30		
132.14   	217.29   	132.29   	  76.30		
112.61   	194.40   	132.59   	  71.21		
 90.03   	166.02   	132.88   	  61.04		
 64.09   	133.67   	133.12   	  55.95		
 37.54   	101.01   	133.35   	  50.86		
 13.12   	 71.72   	133.55   	  40.69		
 -6.10   	 47.91   	133.71   	  30.52		
-18.92   	 29.91   	133.83   	  25.43		
-28.38   	 16.17   	133.94   	  10.17		
-38.15   	  3.66   	133.98(S)	   0.00		
-50.96   	 -9.77   	133.98   	 -10.17		
-65.92   	-24.41   	133.94   	 -20.35		
-79.35   	-39.67   	133.86   	 -30.52		
-87.89   	-54.32   	133.73   	 -40.69		
-90.33   	-67.14   	133.57   	 -50.86		
-88.81   	-75.99   	133.37   	 -66.12		
-86.36   	-81.18   	133.10   	 -86.47		
-85.14   	-82.70   	132.76   	-106.82		
-86.06   	-81.48   	132.33   	-137.33		
-87.59   	-79.35   	131.78   	-167.85		
-89.11   	-78.13   	131.11   	-213.63		
-89.72   	-78.43   	130.25   	-269.58		
-89.72   	-79.96   	129.18   	-340.79		
-89.11   	-81.48   	127.81   	-427.26		
-89.11   	-82.40   	126.10   	-523.90		
-90.33   	-81.48   	124.01   	-620.55		
-92.16   	-79.96   	121.53   	-701.93		
-94.91   	-79.04   	118.72   	-768.05		
-97.05   	-80.26   	115.65   	-818.92		
-97.66   	-83.62   	112.37   	-854.52		
-97.35   	-87.59   	108.95   	-879.96		
-97.05   	-91.25   	105.43   	-910.47		
-97.35   	-93.99   	101.79   	-940.99		
-98.57   	-97.05   	 98.03   	-976.60		
-99.79   	-100.10   	 94.12   	-1017.29		
-99.49   	-102.23   	 90.05   	-1052.90		
-96.44   	-101.93   	 85.84   	-1088.50		
-91.86   	-97.96   	 81.48   	-1113.93		
-88.50   	-92.16   	 77.03   	-1124.11		
-88.20   	-87.28   	 72.53   	-1129.19		
-91.55   	-86.36   	 68.02   	-1108.85		
-95.83   	-91.55   	 63.58   	-1093.59		
-98.27   	-101.32   	 59.21   	-1052.90		
-97.35   	-111.39   	 54.99   	-1017.29		
-93.99   	-116.27   	 50.93   	-971.51		
-90.03   	-114.14   	 47.04   	-920.65		
-87.89   	-108.34   	 43.36   	-869.78		
-87.89   	-102.84   	 39.88   	-824.00		
-89.72   	-101.32   	 36.58   	-762.97		
-91.25   	-102.23   	 33.53   	-717.19		
-91.25   	-102.84   	 30.66   	-656.15		
-89.11   	-102.23   	 28.04   	-610.37		
-86.98   	-101.93   	 25.60   	-554.42		
-86.36   	-104.37   	 23.38   	-508.65		
-89.42   	-109.86   	 21.34   	-462.87		
-94.30   	-114.44   	 19.49   	-412.00		
-97.66   	-114.75   	 17.84   	-376.40		
-96.44   	-109.25   	 16.34   	-335.71		
-90.64   	-101.01   	 14.99   	-295.01		
-83.62   	-94.60   	 13.81   	-264.50		
-79.65   	-93.08   	 12.76   	-233.98		
-80.57   	-96.13   	 11.82   	-203.46		
-85.14   	-101.32   	 11.01   	-178.03		
-89.72   	-105.29   	 10.29   	-147.51		
-91.25   	-105.29   	  9.70   	-132.25		
-88.81   	-101.62   	  9.18   	-116.99		
-84.84   	-96.13   	  8.71   	 -96.64		
-82.70   	-92.16   	  8.32   	 -91.56		
-83.62   	-91.86   	  7.96   	 -76.30		
-86.98   	-95.21   	  7.65   	 -76.30		
-91.55   	-100.71   	  7.34   	 -76.30		
-94.60   	-105.90   	  7.04   	 -66.12		
-95.83   	-108.64   	  6.78   	 -71.21		
-95.21   	-107.42   	  6.49   	 -66.12		
-93.38   	-103.15   	  6.23   	 -66.12		
-89.72   	-97.35   	  5.96   	 -66.12		
-84.53   	-92.77   	  5.70   	 -55.95		
-79.65   	-91.25   	  5.47   	 -50.86		
-78.43   	-93.38   	  5.27   	 -40.69		
-81.18   	-97.96   	  5.11   	 -35.61		
-86.67   	-101.01   	  4.96   	 -25.43		
-90.94   	-99.79   	  4.86   	 -10.17		
-91.86   	-94.60   	  4.82   	  -5.09		
-88.81   	-88.20   	  4.80(D)	   0.00		
-83.01   	-83.62   	  4.80   	  15.26		
-77.21   	-80.57   	  4.86   	  15.26		
-71.11   	-74.46   	  4.92   	  25.43		
-64.09   	-60.12   	  5.03   	  30.52		
-55.54   	-36.32   	  5.15   	  35.61		
-44.86   	 -8.54   	  5.29   	  30.52		
-33.26   	 15.26   	  5.41   	  35.61		
-23.80   	 26.86   	  5.55   	  35.61		
-18.92   	 24.11   	  5.70   	  35.61		
-18.31   	 11.60   	  5.84   	  35.61		
-16.48   	 -0.61   	  5.98   	  30.52		
 -7.32   	 -2.75   	  6.10   	  30.52		
 10.07   	  8.24   	  6.23   	  25.43		
 30.21   	 26.86   	  6.33   	  25.43		
 43.64   	 39.98   	  6.43   	  25.43		
 43.64   	 36.01   	  6.53   	  20.35		
 32.04   	 13.43   	  6.61   	  20.35		
 17.70   	-18.01   	  6.69   	  15.26		
  7.32   	-45.47   	  6.75   	  20.35		
  3.97   	-61.04   	  6.84   	  15.26		
  3.97   	-66.22   	  6.90   	  20.35		
  1.22   	-68.36   	  6.98   	  20.35		
 -7.02   	-72.02   	  7.06   	  20.35		
-21.06   	-78.43   	  7.14   	  30.52		
-38.15   	-86.36   	  7.26   	  30.52		
-55.54   	-93.99   	  7.39   	  40.69		
-71.11   	-101.01   	  7.55   	  40.69		
-83.31   	-107.73   	  7.71   	  50.86		
-92.16   	-113.22   	  7.91   	  50.86		
-97.35   	-116.58   	  8.12   	  55.95		
-100.10   	-118.10   	  8.34   	  55.95		
-101.32   	-119.63   	  8.57   	  55.95		
-102.23   	-120.85   	  8.79   	  55.95		
-102.54   	-120.54   	  9.01   	  55.95		
-102.54   	-118.41   	  9.24   	  50.86		
-102.54   	-115.36   	  9.44   	  45.78		
-102.84   	-114.14   	  9.62   	  40.69		
-104.06   	-115.97   	  9.79   	  35.61		
-107.73   	-119.93   	  9.93   	  30.52		
-114.44   	-123.29   	 10.05   	  25.43		
-122.07   	-122.99   	 10.15   	  15.26		
-119.93   	-116.88   	 10.21   	  15.26		
-85.14   	-103.15   	 10.27   	  15.26		
  7.63   	-74.16   	 10.34   	  15.26		
172.12   	-16.48   	 10.40   	  15.26		
398.25   	 83.92   	 10.46   	  25.43		
650.33   	235.60   	 10.56   	  30.52		
874.94   	425.11   	 10.68   	  40.69		
1015.01   	606.99   	 10.84   	  55.95		
1019.90   	719.60   	 11.07   	  66.12		
862.73   	720.21(R)	 11.33(E)	  76.30		
566.10   	609.74   	 11.64   	  96.64		
208.44   	436.10   	 12.02   	 101.73		
-102.23   	260.93   	 12.43   	 116.99		
-281.68   	122.07   	 12.90   	 137.33		
-314.94   	 21.36   	 13.45   	 157.68		
-253.91   	-53.10   	 14.08   	 188.20		
-173.95   	-103.15   	 14.83   	 228.89		
-123.29   	-121.15   	 15.75   	 279.75		
-105.90   	-106.51   	 16.87   	 340.79		
-102.84   	-73.85   	 18.23   	 427.26		
-99.18   	-48.22   	 19.94   	 523.90		
-95.21   	-44.86   	 22.03   	 635.81		
-96.13   	-61.34   	 24.58   	 747.71		
-101.62   	-82.70   	 27.57   	 869.78		
-106.81   	-95.52   	 31.05   	 971.51		
-106.81   	-97.35   	 34.93   	1047.81		
-102.54   	-93.38   	 39.12   	1103.76		
-97.05   	-88.81   	 43.54   	1124.11		
-92.77   	-85.45   	 48.04   	1129.19		
-89.72   	-83.01   	 52.55   	1103.76		
-86.67   	-79.65   	 56.97   	1073.24		
-82.70   	-74.77   	 61.26   	1037.64		
-78.74   	-68.36   	 65.41   	 996.94		
-75.07   	-62.26   	 69.40   	 956.25		
-71.41   	-57.07   	 73.22   	 920.65		
-67.14   	-52.49   	 76.91   	 879.96		
-61.95   	-48.52   	 80.43   	 844.35		
-56.46   	-46.39   	 83.80   	 798.57		
-51.27   	-45.78   	 87.00   	 762.97		
-47.61   	-45.17   	 90.05   	 717.19		
-44.56   	-42.11   	 92.92   	 681.58		
-41.20   	-34.79   	 95.65   	 635.81		
-36.01   	-25.02   	 98.19   	 605.29		
-30.21   	-16.17   	100.61   	 564.60		
-24.72   	-10.07   	102.87   	 528.99		
-19.53   	 -6.71   	104.98   	 493.39		
-11.90   	 -0.92   	106.96   	 457.78		
 -0.61   	 10.68   	108.79   	 417.09		
 13.12   	 26.25   	110.46   	 381.48		
 26.25   	 42.11   	111.98   	 345.88		
 36.01   	 53.41   	113.37   	 320.45		
 43.03   	 59.51   	114.65   	 295.01		
 50.35   	 65.00   	115.83   	 274.67		
 60.73   	 74.77   	116.93   	 269.58		
 75.38   	 91.25   	118.01   	 264.50		
 92.77   	112.00   	119.06   	 259.41		
111.08   	132.45   	120.10   	 249.24		
127.56   	150.45   	121.10   	 244.15		
140.38   	165.10   	122.07   	 228.89		
149.23   	178.22   	122.99   	 218.72		
155.33   	191.96   	123.87   	 198.37		
161.44   	207.21   	124.66   	 183.11		
170.29   	223.39   	125.39   	 162.77		
181.58   	238.65   	126.04   	 147.51		
192.57   	251.46   	126.63   	 132.25		
198.67   	260.01   	127.16   	 111.90		
197.45   	263.37   	127.61   	 101.73		
189.82   	262.15   	128.02   	  91.56		
177.92   	256.96   	128.38   	  76.30		
164.49   	247.50   	128.69   	  76.30		
151.06   	233.15   	128.99   	  66.12		
134.89   	213.01   	129.26   	  66.12		
113.83   	187.07   	129.52   	  66.12		
 88.50   	157.17   	129.79   	  55.95		
 61.65   	126.95   	130.01   	  50.86		
 37.23   	 97.66   	130.21   	  50.86		
 16.17   	 70.50   	130.42   	  40.69		
 -1.53   	 46.69   	130.58   	  30.52		
-18.31   	 25.63   	130.70   	  20.35		
-34.18   	  7.63   	130.78   	  10.17		
-47.30   	 -8.85   	130.82(S)	  -5.09		
-57.68   	-25.02   	130.80   	 -10.17		
-66.22   	-41.20   	130.76   	 -20.35		
-74.46   	-54.63   	130.68   	 -35.61		
-81.18   	-62.56   	130.54   	 -45.78		
-84.53   	-64.70   	130.36   	 -55.95		
-83.92   	-64.39   	130.13   	 -76.30		
-80.57   	-65.92   	129.83   	 -96.64		
-78.13   	-69.89   	129.44   	-111.90		
-78.13   	-74.46   	128.99   	-147.51		
-80.26   	-76.60   	128.40   	-178.03		
-81.79   	-75.68   	127.69   	-223.80		
-81.79   	-74.16   	126.80   	-279.75		
-79.96   	-74.16   	125.68   	-350.97		
-77.21   	-76.29   	124.27   	-442.52		
-75.99   	-79.04   	122.50   	-534.08		
-77.51   	-81.79   	120.37   	-630.72		
-82.09   	-84.23   	117.84   	-707.02		
-87.28   	-87.28   	115.01   	-773.14		
-90.33   	-90.03   	111.92   	-818.92		
-89.42   	-90.94   	108.65   	-854.52		
-86.36   	-90.03   	105.23   	-874.87		
-84.84   	-87.89   	101.73   	-900.30		
-86.06   	-85.14   	 98.13   	-925.73		
-88.81   	-82.70   	 94.42   	-956.25		
-90.03   	-81.79   	 90.60   	-991.86		
-87.89   	-82.40   	 86.63   	-1027.46		
-83.92   	-84.23   	 82.52   	-1057.98		
-81.18   	-87.28   	 78.29   	-1078.33		
-81.18   	-90.94   	 73.98   	-1088.50		
-83.01   	-93.99   	 69.62   	-1088.50		
-84.23   	-96.74   	 65.27   	-1078.33		
-83.31   	-99.18   	 60.96   	-1047.81		
-80.87   	-98.57   	 56.76   	-1017.29		
-78.43   	-95.83   	 52.70   	-976.60		
-76.90   	-92.47   	 48.79   	-930.82		
-75.68   	-91.25   	 45.07   	-885.04		
-74.77   	-93.69   	 41.53   	-839.26		
-73.85   	-98.88   	 38.17   	-783.31		
-73.85   	-103.45   	 35.04   	-737.54		
-74.77   	-104.06   	 32.09   	-686.67		
-75.38   	-101.01   	 29.34   	-640.89		
-74.46   	-95.52   	 26.78   	-584.94		
-72.63   	-90.64   	 24.44   	-539.16		
-72.33   	-89.42   	 22.28   	-488.30		
-74.16   	-91.55   	 20.33   	-442.52		
-76.90   	-94.60   	 18.56   	-401.83		
-78.13   	-96.44   	 16.95   	-356.05		
-76.60   	-94.91   	 15.52   	-315.36		
-73.55   	-91.55   	 14.26   	-279.75		
-72.63   	-88.81   	 13.14   	-244.15		
-74.46   	-88.20   	 12.17   	-213.63		
-77.82   	-88.81   	 11.31   	-183.11		
-79.35   	-89.42   	 10.58   	-162.77		
-78.13   	-89.42   	  9.93   	-137.33		
-75.68   	-89.11   	  9.38   	-122.07		
-73.85   	-88.50   	  8.89   	-106.82		
-72.63   	-86.98   	  8.46   	 -91.56		
-72.63   	-84.84   	  8.10   	 -81.38		
-72.63   	-82.40   	  7.77   	 -76.30		
-72.63   	-81.48   	  7.47   	 -71.21		
-73.85   	-83.01   	  7.18   	 -66.12		
-75.99   	-86.06   	  6.92   	 -71.21		
-78.43   	-89.11   	  6.63   	 -66.12		
-79.96   	-90.64   	  6.37   	 -66.12		
-79.96   	-90.64   	  6.10   	 -61.04		
-79.96   	-89.11   	  5.86   	 -61.04		
-79.35   	-86.98   	  5.62   	 -50.86		
-77.51   	-84.53   	  5.41   	 -45.78		
-73.55   	-82.09   	  5.23   	 -35.61		
-66.22   	-79.65   	  5.09   	 -20.35		
-57.68   	-75.99   	  5.01   	 -10.17		
-51.88   	-68.97   	  4.96   	  -5.09		
-50.05   	-55.54   	  4.94(D)	  10.17		
-50.35   	-35.10   	  4.98   	  20.35		
-48.52   	-10.68   	  5.07   	  25.43		
-42.72   	 11.60   	  5.17   	  35.61		
-33.87   	 25.02   	  5.31   	  35.61		
-25.02   	 26.25   	  5.45   	  40.69		
-18.01   	 18.31   	  5.62   	  35.61		
-10.99   	 10.07   	  5.76   	  40.69		
 -0.31   	 10.68   	  5.92   	  40.69		
 13.73   	 23.80   	  6.08   	  40.69		
 28.38   	 43.95   	  6.25   	  40.69		
 38.76   	 59.51   	  6.41   	  35.61		
 43.03   	 59.20   	  6.55   	  30.52		
 41.81   	 39.06   	  6.67   	  35.61		
 37.23   	  5.49   	  6.82   	  25.43		
 30.52   	-29.30   	  6.92   	  30.52		
 22.89   	-54.32   	  7.04   	  25.43		
 14.65   	-65.61   	  7.14   	  20.35		
  6.71   	-65.92   	  7.22   	  25.43		
 -0.61   	-61.95   	  7.32   	  25.43		
 -8.24   	-58.29   	  7.43   	  30.52		
-18.31   	-58.59   	  7.55   	  30.52		
-32.04   	-63.48   	  7.67   	  35.61		
-48.83   	-72.94   	  7.81   	  40.69		
-67.14   	-86.67   	  7.98   	  40.69		
-83.31   	-102.23   	  8.14   	  50.86		
-93.69   	-114.75   	  8.34   	  55.95		
-97.35   	-120.54   	  8.57   	  55.95		
-94.91   	-117.80   	  8.79   	  61.04		
-89.42   	-109.56   	  9.03   	  61.04		
-85.45   	-101.93   	  9.28   	  61.04		
-84.53   	-99.49   	  9.52   	  61.04		
-87.28   	-101.93   	  9.77   	  61.04		
-91.25   	-105.90   	 10.01   	  50.86		
-94.60   	-108.03   	 10.21   	  45.78		
-97.35   	-107.73   	 10.40   	  35.61		
-102.54   	-107.73   	 10.54   	  30.52		
-111.08   	-109.25   	 10.66   	  25.43		
-113.83   	-109.56   	 10.76   	  20.35		
-90.64   	-102.23   	 10.84   	  15.26		
-15.87   	-79.04   	 10.91   	  15.26		
126.04   	-29.91   	 10.97   	  20.35		
330.20   	 56.76   	 11.05   	  30.52		
569.46   	193.48   	 11.17   	  35.61		
798.03   	377.81   	 11.31   	  45.78		
964.05   	577.09   	 11.50   	  61.04		
1015.93   	728.76   	 11.74   	  76.30		
915.83   	774.23(R)	 12.04(E)	  91.56		
665.89   	693.66   	 12.41   	 106.82		
324.10   	520.94   	 12.84   	 116.99		
 -8.85   	324.40   	 13.31   	 132.25		
-235.29   	159.91   	 13.84   	 152.59		
-311.89   	 45.47   	 14.45   	 167.85		
-270.08   	-28.99   	 15.12   	 193.29		
-183.41   	-75.38   	 15.89   	 223.80		
-115.66   	-95.52   	 16.79   	 269.58		
-87.89   	-89.11   	 17.86   	 320.45		
-86.36   	-65.92   	 19.15   	 386.57		
-90.03   	-44.86   	 20.69   	 478.13		
-89.72   	-40.28   	 22.60   	 569.68		
-88.50   	-52.19   	 24.88   	 681.58		
-89.72   	-68.36   	 27.61   	 793.49		
-92.16   	-76.90   	 30.78   	 895.22		
-92.16   	-75.07   	 34.36   	 981.68		
-88.81   	-68.05   	 38.29   	1042.72		
-84.53   	-60.42   	 42.46   	1073.24		
-81.48   	-54.02   	 46.75   	1078.33		
-79.96   	-48.22   	 51.07   	1068.15		
-79.96   	-41.81   	 55.34   	1037.64		
-79.04   	-34.79   	 59.49   	1002.03		
-75.68   	-30.21   	 63.50   	 971.51		
-70.80   	-30.52   	 67.39   	 935.91		
-65.61   	-35.10   	 71.13   	 900.30		
-61.34   	-39.98   	 74.73   	 864.70		
-58.59   	-40.59   	 78.19   	 834.18		
-55.54   	-35.71   	 81.53   	 798.57		
-52.80   	-27.77   	 84.72   	 762.97		
-50.35   	-21.36   	 87.77   	 727.36		
-47.91   	-17.40   	 90.68   	 691.76		
-44.25   	-14.34   	 93.45   	 645.98		
-38.15   	 -9.77   	 96.03   	 615.46		
-28.38   	 -2.14   	 98.49   	 584.94		
-17.09   	  7.32   	100.83   	 544.25		
 -7.02   	 16.17   	103.01   	 513.73		
  0.31   	 24.11   	105.07   	 478.13		
  6.10   	 32.35   	106.98   	 442.52		
 12.21   	 41.50   	108.75   	 401.83		
 20.45   	 52.80   	110.36   	 371.31		
 30.82   	 65.31   	111.84   	 335.71		
 43.33   	 78.43   	113.18   	 310.27		
 56.46   	 90.94   	114.42   	 289.93		
 69.58   	103.45   	115.58   	 269.58		
 82.40   	117.49   	116.66   	 264.50		
 94.60   	133.97   	117.72   	 254.32		
106.51   	152.28   	118.74   	 249.24		
118.41   	170.59   	119.74   	 239.06		
131.53   	187.38   	120.69   	 228.89		
145.26   	202.64   	121.61   	 213.63		
158.69   	216.98   	122.46   	 193.29		
170.90   	231.32   	123.23   	 178.03		
180.66   	246.28   	123.95   	 152.59		
186.46   	260.01   	124.56   	 137.33		
188.60   	271.91   	125.11   	 122.07		
188.90   	281.98   	125.59   	 101.73		
189.21   	290.22   	126.00   	  91.56		
189.82   	294.80   	126.37   	  81.38		
187.99   	294.19   	126.69   	  71.21		
180.36   	285.03   	126.98   	  66.12		
165.10   	267.03   	127.24   	  55.95		
142.52   	241.70   	127.47   	  55.95		
116.58   	213.32   	127.69   	  45.78		
 91.25   	184.94   	127.87   	  45.78		
 68.05   	157.47   	128.06   	  45.78		
 47.61   	131.23   	128.24   	  40.69		
 28.99   	104.98   	128.40   	  40.69		
 11.60   	 79.65   	128.57   	  30.52		
 -3.97   	 56.15   	128.69   	  25.43		
-17.40   	 35.10   	128.79   	  20.35		
-29.30   	 17.40   	128.87   	   5.09		
-40.28   	  3.36   	128.89(S)	   0.00		
-50.05   	 -7.93   	128.89   	 -10.17		
-57.98   	-16.78   	128.85   	 -25.43		
-63.48   	-25.94   	128.75   	 -35.61		
-67.44   	-36.93   	128.61   	 -45.78		
-71.72   	-50.05   	128.42   	 -61.04		
-76.29   	-60.73   	128.18   	 -71.21		
-79.65   	-65.61   	127.89   	 -96.64		
-79.65   	-63.48   	127.51   	-111.90		
-76.90   	-56.76   	127.06   	-142.42		
-74.16   	-50.96   	126.49   	-178.03		
-74.16   	-49.44   	125.78   	-223.80		
-76.29   	-52.19   	124.88   	-279.75		
-79.35   	-57.07   	123.76   	-350.97		
-81.48   	-61.34   	122.36   	-442.52		
-81.48   	-61.65   	120.59   	-534.08		
-79.96   	-57.98   	118.45   	-620.55		
-77.21   	-51.57   	115.97   	-707.02		
-74.46   	-46.39   	113.14   	-757.88		
-73.85   	-45.78   	110.11   	-803.66		
-76.29   	-51.88   	106.90   	-829.09		
-80.87   	-61.65   	103.58   	-849.44		
-84.53   	-69.58   	100.18   	-874.87		
-85.75   	-72.02   	 96.68   	-895.22		
-83.92   	-69.89   	 93.10   	-930.82		
-80.87   	-65.92   	 89.38   	-961.34		
-78.74   	-64.09   	 85.53   	-1002.03		
-78.13   	-66.53   	 81.53   	-1027.46		
-78.43   	-71.41   	 77.42   	-1047.81		
-78.13   	-76.29   	 73.22   	-1063.07		
-76.90   	-78.13   	 68.97   	-1057.98		
-75.38   	-75.99   	 64.74   	-1047.81		
-73.85   	-70.50   	 60.55   	-1022.38		
-73.24   	-64.09   	 56.46   	-991.86		
-73.55   	-61.34   	 52.49   	-956.25		
-72.94   	-62.87   	 48.67   	-910.47		
-71.41   	-66.83   	 45.03   	-869.78		
-69.27   	-69.27   	 41.55   	-818.92		
-67.75   	-68.66   	 38.27   	-778.23		
-68.05   	-66.53   	 35.16   	-727.36		
-69.89   	-66.22   	 32.25   	-676.50		
-72.02   	-70.19   	 29.54   	-625.63		
-73.24   	-76.29   	 27.04   	-574.77		
-73.24   	-81.48   	 24.74   	-528.99		
-71.72   	-82.70   	 22.62   	-478.13		
-69.89   	-79.96   	 20.71   	-427.26		
-68.97   	-76.60   	 19.00   	-386.57		
-69.27   	-75.38   	 17.46   	-340.79		
-70.80   	-77.51   	 16.09   	-305.19		
-72.94   	-80.87   	 14.87   	-269.58		
-74.16   	-82.40   	 13.79   	-233.98		
-74.16   	-80.57   	 12.86   	-208.54		
-73.55   	-76.60   	 12.02   	-172.94		
-72.94   	-72.63   	 11.33   	-152.59		
-72.33   	-71.72   	 10.72   	-132.25		
-72.02   	-73.85   	 10.19   	-111.90		
-70.80   	-76.29   	  9.75   	 -96.64		
-68.36   	-76.90   	  9.36   	 -86.47		
-65.31   	-73.85   	  9.01   	 -81.38		
-62.87   	-69.27   	  8.69   	 -76.30		
-63.48   	-66.53   	  8.38   	 -76.30		
-68.05   	-67.44   	  8.08   	 -76.30		
-73.24   	-71.41   	  7.77   	 -71.21		
-75.68   	-74.77   	  7.49   	 -71.21		
-72.94   	-74.16   	  7.20   	 -71.21		
-66.22   	-67.75   	  6.92   	 -66.12		
-57.98   	-56.15   	  6.65   	 -61.04		
-50.05   	-39.67   	  6.41   	 -55.95		
-41.81   	-19.23   	  6.19   	 -40.69		
-32.65   	  2.75   	  6.02   	 -35.61		
-23.19   	 22.28   	  5.88   	 -20.35		
-16.17   	 35.10   	  5.80   	  -5.09		
-12.82   	 38.15   	  5.78(D)	   0.00		
-11.90   	 33.26   	  5.78   	  15.26		
 -7.93   	 26.86   	  5.84   	  25.43		
  3.36   	 27.16   	  5.94   	  30.52		
 21.36   	 37.54   	  6.06   	  35.61		
 41.50   	 53.10   	  6.21   	  40.69		
 56.76   	 64.39   	  6.37   	  40.69		
 61.04   	 61.95   	  6.53   	  45.78		
 55.54   	 43.03   	  6.71   	  40.69		
 44.56   	 13.73   	  6.88   	  40.69		
 33.26   	-15.87   	  7.04   	  40.69		
 25.33   	-37.54   	  7.20   	  40.69		
 21.36   	-49.13   	  7.37   	  35.61		
 18.92   	-51.88   	  7.51   	  40.69		
 14.04   	-50.66   	  7.67   	  35.61		
  3.66   	-50.35   	  7.81   	  35.61		
-14.34   	-54.32   	  7.96   	  40.69		
-37.23   	-63.78   	  8.12   	  45.78		
-59.20   	-76.60   	  8.30   	  50.86		
-75.07   	-89.11   	  8.50   	  50.86		
-83.31   	-99.49   	  8.71   	  61.04		
-85.75   	-106.81   	  8.95   	  61.04		
-86.06   	-111.08   	  9.20   	  66.12		
