  I     	  II     	  AOp     	  AOp'		
 49.74   	 46.69   	160.47(S)   	-350.97		
 51.27   	 36.01   	159.06   	-391.66		
 60.12   	 29.30   	157.50   	-427.26		
 69.27   	 27.77   	155.79   	-462.87		
 71.72   	 29.91   	153.94   	-503.56		
 68.05   	 35.10   	151.92   	-544.25		
 63.48   	 41.50   	149.75   	-574.77		
 63.17   	 47.91   	147.45   	-615.46		
 69.58   	 53.41   	144.98   	-640.89		
 78.43   	 56.46   	142.42   	-656.15		
 86.98   	 57.98   	139.80   	-645.98		
 93.38   	 58.90   	137.21   	-615.46		
 94.60   	 58.29   	134.75   	-503.56		
 87.28   	 54.02   	132.74   	-274.67		
 69.89   	 41.81   	131.64   	  20.35		
 46.08   	 21.67   	131.72   	 218.72		
 24.72   	  0.00   	132.59   	 233.98		
 15.56   	-13.43   	133.53   	 132.25		
 20.75   	-12.82   	134.06   	  10.17		
 34.79   	 -0.61   	134.10   	-101.73		
 48.22   	 14.65   	133.69   	-147.51		
 55.24   	 22.58   	133.10   	-152.59		
 56.76   	 21.06   	132.49   	-178.03		
 57.07   	 15.26   	131.78   	-218.72		
 58.90   	 11.90   	130.90   	-254.32		
 59.51   	 13.73   	129.89   	-259.41		
 55.24   	 18.92   	128.85   	-244.15		
 45.47   	 23.19   	127.87   	-223.80		
 34.18   	 24.11   	126.98   	-208.54		
 25.94   	 22.28   	126.14   	-203.46		
 21.06   	 20.45   	125.33   	-193.29		
 16.48   	 20.14   	124.56   	-183.11		
  7.93   	 20.75   	123.82   	-188.20		
 -2.14   	 20.14   	123.07   	-188.20		
 -7.32   	 18.62   	122.32   	-178.03		
 -2.44   	 17.09   	121.61   	-183.11		
 11.29   	 17.40   	120.87   	-183.11		
 26.55   	 20.14   	120.14   	-183.11		
 35.10   	 23.80   	119.41   	-167.85		
 35.40   	 26.55   	118.74   	-157.68		
 31.13   	 27.16   	118.11   	-137.33		
 27.16   	 26.86   	117.56   	-132.25		
 23.80   	 25.63   	117.03   	-116.99		
 19.23   	 24.41   	116.56   	-111.90		
 11.60   	 22.89   	116.11   	-106.82		
  3.97   	 22.28   	115.69   	-116.99		
  2.14   	 23.19   	115.22   	-132.25		
  8.54   	 26.25   	114.69   	-132.25		
 18.92   	 29.30   	114.16   	-142.42		
 26.86   	 30.52   	113.59   	-142.42		
 26.86   	 29.30   	113.02   	-132.25		
 19.84   	 26.55   	112.49   	-127.16		
 10.99   	 24.41   	111.98   	-111.90		
  5.19   	 24.72   	111.54   	-106.82		
  3.97   	 27.47   	111.11   	-111.90		
  4.58   	 30.82   	110.66   	-111.90		
  4.88   	 32.04   	110.21   	-116.99		
  3.97   	 30.52   	109.75   	-122.07		
  3.66   	 27.47   	109.26   	-127.16		
  5.80   	 25.63   	108.75   	-122.07		
 10.38   	 27.16   	108.26   	-122.07		
 15.56   	 31.74   	107.77   	-106.82		
 18.92   	 37.54   	107.34   	 -96.64		
 18.92   	 41.50   	106.96   	 -86.47		
 17.09   	 42.42   	106.61   	 -81.38		
 15.87   	 39.98   	106.29   	 -76.30		
 17.40   	 36.01   	105.98   	 -86.47		
 21.97   	 32.96   	105.64   	 -86.47		
 27.77   	 32.04   	105.29   	 -86.47		
 31.43   	 33.26   	104.94   	 -91.56		
 30.82   	 35.40   	104.58   	-106.82		
 26.55   	 35.71   	104.15   	-111.90		
 20.45   	 34.48   	103.70   	-106.82		
 15.26   	 31.74   	103.28   	-106.82		
 12.82   	 29.91   	102.85   	-101.73		
 12.82   	 29.60   	102.44   	 -96.64		
 13.12   	 29.91   	102.05   	 -96.64		
 11.90   	 29.60   	101.67   	 -91.56		
  8.85   	 26.86   	101.30   	 -91.56		
  5.80   	 21.97   	100.94   	 -96.64		
  6.10   	 17.09   	100.55   	-101.73		
 10.38   	 14.65   	100.14   	 -91.56		
 15.87   	 15.87   	 99.78   	 -76.30		
 19.84   	 20.75   	 99.47   	 -61.04		
 21.97   	 28.08   	 99.23   	 -45.78		
 24.72   	 36.93   	 99.04   	 -45.78		
 29.60   	 46.39   	 98.86   	 -40.69		
 35.71   	 57.37   	 98.70   	 -35.61		
 39.98   	 70.80   	 98.56   	 -50.86		
 40.28   	 84.84   	 98.35   	 -55.95		
 39.06   	 96.74   	 98.13   	 -71.21		
 40.28   	103.76   	 97.84   	 -76.30		
 46.69   	104.37   	 97.54   	 -81.38		
 57.68   	100.40   	 97.21   	 -81.38		
 70.19   	 96.44   	 96.89   	 -91.56		
 81.18   	 96.74   	 96.52   	 -86.47		
 89.72   	101.32   	 96.17   	 -81.38		
 93.08   	104.98   	 95.85   	 -81.38		
 90.33   	101.01   	 95.52   	 -81.38		
 82.09   	 87.28   	 95.20   	 -76.30		
 70.80   	 66.83   	 94.89   	 -61.04		
 60.42   	 46.69   	 94.65   	 -55.95		
 53.10   	 34.18   	 94.42   	 -55.95		
 47.61   	 31.43   	 94.20   	 -55.95		
 43.03   	 36.93   	 93.98   	 -61.04		
 38.76   	 45.78   	 93.73   	 -55.95		
 35.40   	 51.88   	 93.51   	 -45.78		
 30.21   	 48.83   	 93.33   	 -40.69		
 19.53   	 34.48   	 93.16   	 -40.69		
  2.44   	 13.43   	 93.00   	 -40.69		
-14.95   	 -3.66   	 92.84   	 -45.78		
-23.50   	 -8.24   	 92.65   	 -45.78		
-19.23   	  0.00   	 92.47   	 -55.95		
 -6.71   	 13.43   	 92.25   	 -61.04		
  3.66   	 21.06   	 92.00   	 -55.95		
  6.10   	 18.62   	 91.78   	 -50.86		
  1.53   	 10.07   	 91.58   	 -50.86		
 -5.19   	  2.44   	 91.37   	 -40.69		
 -9.16   	  0.92   	 91.21   	 -45.78		
 -9.77   	  5.19   	 91.03   	 -40.69		
 -6.71   	 11.90   	 90.86   	 -40.69		
 -1.83   	 18.01   	 90.70   	 -35.61		
  3.97   	 26.25   	 90.56   	 -35.61		
 11.29   	 44.86   	 90.42   	 -35.61		
 22.89   	 83.01   	 90.27   	 -35.61		
 41.20   	144.96   	 90.13   	 -40.69		
 66.53   	227.05   	 89.97   	 -40.69		
 97.96   	316.77   	 89.81   	 -55.95		
138.85   	400.70   	 89.58   	 -55.95		
201.42   	470.28   	 89.36   	 -50.86		
306.09   	522.16   	 89.16   	 -55.95		
467.53   	558.78   	 88.93   	 -50.86		
670.78   	568.85(R)	 88.73   	 -50.86		
846.86   	529.17   	 88.52   	 -66.12		
896.61   	433.04   	 88.26   	 -61.04		
758.67   	297.55   	 88.02   	 -71.21		
458.68   	161.44   	 87.73   	 -76.30		
113.53   	 67.44   	 87.43   	 -66.12		
-132.45   	 28.08   	 87.16   	 -50.86		
-204.77   	 19.53   	 86.96   	 -66.12		
-142.21   	 11.29   	 86.69   	 -81.38		
-48.22   	 -5.49   	 86.37   	 -55.95		
 -3.05   	-19.23   	 86.14   	 -20.35		
-18.92   	-18.01   	 86.06   	 -10.17		
-57.68   	 -4.27   	 86.02(D)	 -35.61		
-79.65   	  7.32   	 85.88   	 -40.69		
-75.07   	  6.10   	 85.72   	 -15.26		
-60.42   	 -4.58   	 85.66   	   0.00		
-51.88   	-12.21   	 85.66   	  15.26		
-52.49   	 -9.77   	 85.72   	  50.86		
