  I     	  II     	  AOp     	  AOp'		
 -0.31   	-69.58   	105.43   	 -81.38		
 -2.44   	-74.77   	105.11   	-178.03		
 -4.27   	-79.04   	104.39   	-279.75		
 -5.80   	-82.70   	103.28   	-371.31		
 -6.41   	-85.45   	101.79   	-457.78		
 -6.10   	-87.59   	 99.96   	-518.82		
 -6.10   	-88.81   	 97.88   	-549.34		
 -6.10   	-89.11   	 95.69   	-554.42		
 -6.10   	-88.50   	 93.47   	-528.99		
 -5.49   	-87.59   	 91.35   	-478.13		
 -4.58   	-86.98   	 89.44   	-412.00		
 -3.97   	-87.28   	 87.79   	-325.53		
 -4.27   	-88.81   	 86.49   	-239.06		
 -5.19   	-90.33   	 85.53   	-157.68		
 -5.49   	-90.03   	 84.90   	 -76.30		
 -5.19   	-87.59   	 84.60   	 -15.26		
 -4.27   	-83.92   	 84.54   	  40.69		
 -3.05   	-81.18   	 84.70   	  76.30		
 -2.14   	-79.04   	 85.00   	  86.47		
 -1.83   	-77.82   	 85.35   	  91.56		
 -1.22   	-76.29   	 85.72   	  71.21		
 -0.92   	-73.85   	 86.00   	  45.78		
 -0.31   	-70.80   	 86.18   	   5.09		
  0.31   	-68.66   	 86.21   	 -35.61		
  0.61   	-67.44   	 86.06   	 -76.30		
  0.92   	-67.14   	 85.76   	-122.07		
  0.61   	-66.53   	 85.27   	-157.68		
  0.31   	-65.61   	 84.64   	-183.11		
  0.61   	-63.78   	 83.91   	-198.37		
  1.53   	-61.65   	 83.11   	-198.37		
  2.44   	-59.51   	 82.32   	-183.11		
  3.36   	-57.98   	 81.59   	-167.85		
  3.36   	-57.07   	 80.92   	-137.33		
  2.75   	-56.46   	 80.37   	 -96.64		
  2.75   	-55.85   	 79.98   	 -61.04		
  3.05   	-55.54   	 79.74   	 -25.43		
  3.97   	-55.54   	 79.63   	  10.17		
  3.97   	-56.46   	 79.67   	  35.61		
  2.44   	-57.07   	 79.82   	  50.86		
  0.61   	-57.68   	 80.02   	  61.04		
 -0.31   	-57.98   	 80.26   	  61.04		
  0.61   	-57.98   	 80.51   	  40.69		
  3.36   	-58.29   	 80.67   	  25.43		
  5.80   	-58.90   	 80.77   	  -5.09		
  6.41   	-59.51   	 80.75   	 -40.69		
  5.19   	-59.81   	 80.59   	 -71.21		
  3.05   	-60.12   	 80.30   	-106.82		
  1.22   	-60.12   	 79.88   	-132.25		
  0.31   	-60.73   	 79.35   	-152.59		
  0.61   	-61.34   	 78.74   	-167.85		
  1.22   	-62.26   	 78.07   	-167.85		
  1.83   	-63.78   	 77.40   	-167.85		
  1.53   	-65.31   	 76.72   	-157.68		
  0.31   	-67.14   	 76.09   	-137.33		
 -1.53   	-68.36   	 75.54   	-116.99		
 -3.05   	-68.66   	 75.08   	 -91.56		
 -3.36   	-67.75   	 74.71   	 -71.21		
 -2.44   	-66.53   	 74.42   	 -40.69		
 -1.83   	-65.92   	 74.26   	 -25.43		
 -2.14   	-66.22   	 74.16   	 -10.17		
 -3.97   	-67.14   	 74.12   	  -5.09		
 -6.41   	-68.36   	 74.10   	   5.09		
 -8.24   	-69.58   	 74.12   	  -5.09		
 -8.24   	-70.50   	 74.10   	 -10.17		
 -7.02   	-70.80   	 74.06   	 -20.35		
 -5.80   	-71.41   	 73.98   	 -35.61		
 -5.19   	-71.72   	 73.83   	 -55.95		
 -6.10   	-71.72   	 73.61   	 -66.12		
 -7.63   	-71.41   	 73.35   	 -86.47		
 -8.54   	-71.11   	 73.00   	 -91.56		
 -8.54   	-70.19   	 72.63   	-101.73		
 -8.24   	-69.58   	 72.23   	-106.82		
 -8.24   	-69.89   	 71.80   	-111.90		
 -8.85   	-70.80   	 71.35   	-101.73		
 -9.46   	-72.02   	 70.95   	-101.73		
 -9.77   	-72.94   	 70.54   	 -91.56		
-10.07   	-73.24   	 70.17   	 -81.38		
-10.07   	-72.63   	 69.85   	 -71.21		
-10.68   	-71.11   	 69.56   	 -55.95		
-10.68   	-69.58   	 69.34   	 -55.95		
-10.07   	-68.05   	 69.11   	 -40.69		
 -8.85   	-67.14   	 68.95   	 -40.69		
 -7.02   	-66.53   	 68.79   	 -30.52		
 -5.49   	-66.53   	 68.67   	 -35.61		
 -4.58   	-65.92   	 68.52   	 -40.69		
 -4.58   	-65.00   	 68.36   	 -40.69		
 -4.58   	-64.09   	 68.20   	 -45.78		
 -5.19   	-63.78   	 68.02   	 -50.86		
 -6.10   	-64.09   	 67.81   	 -55.95		
 -7.02   	-64.39   	 67.59   	 -66.12		
 -8.54   	-64.70   	 67.32   	 -66.12		
 -9.46   	-64.09   	 67.06   	 -71.21		
 -9.77   	-63.17   	 66.77   	 -76.30		
 -9.16   	-62.26   	 66.47   	 -76.30		
 -7.32   	-61.65   	 66.16   	 -71.21		
 -5.80   	-61.65   	 65.88   	 -71.21		
 -3.97   	-61.65   	 65.59   	 -66.12		
 -2.75   	-61.04   	 65.33   	 -55.95		
 -1.53   	-60.12   	 65.11   	 -55.95		
  0.31   	-58.90   	 64.88   	 -50.86		
  1.83   	-57.98   	 64.68   	 -40.69		
  2.14   	-57.68   	 64.52   	 -40.69		
  0.61   	-58.59   	 64.35   	 -35.61		
 -1.53   	-60.42   	 64.21   	 -35.61		
 -3.97   	-62.26   	 64.07   	 -30.52		
 -4.58   	-63.17   	 63.95   	 -35.61		
 -3.97   	-62.26   	 63.80   	 -35.61		
 -2.44   	-60.42   	 63.66   	 -40.69		
 -0.92   	-57.98   	 63.50   	 -45.78		
 -0.31   	-56.15   	 63.32   	 -45.78		
 -0.31   	-55.54   	 63.13   	 -55.95		
 -0.92   	-56.15   	 62.91   	 -61.04		
 -1.53   	-56.46   	 62.67   	 -61.04		
 -1.22   	-56.15   	 62.42   	 -66.12		
 -0.31   	-54.63   	 62.16   	 -66.12		
  0.61   	-52.80   	 61.89   	 -66.12		
  1.22   	-51.27   	 61.63   	 -61.04		
  1.22   	-50.66   	 61.38   	 -55.95		
  0.61   	-51.27   	 61.16   	 -50.86		
  0.00   	-51.88   	 60.96   	 -50.86		
  0.00   	-51.57   	 60.75   	 -40.69		
  1.53   	-49.74   	 60.59   	 -35.61		
  3.36   	-47.61   	 60.45   	 -25.43		
  4.58   	-45.78   	 60.35   	 -30.52		
  4.58   	-45.17   	 60.22   	 -20.35		
  3.36   	-45.47   	 60.14   	 -25.43		
  2.14   	-46.08   	 60.04   	 -25.43		
  1.22   	-45.78   	 59.94   	 -25.43		
  0.92   	-44.56   	 59.84   	 -25.43		
  0.31   	-43.33   	 59.74   	 -30.52		
  0.00   	-42.11   	 59.61   	 -35.61		
 -0.31   	-41.81   	 59.47   	 -35.61		
  0.00   	-41.20   	 59.33   	 -35.61		
  0.92   	-39.37   	 59.19   	 -35.61		
  2.44   	-34.48   	 59.04   	 -35.61		
  3.66   	-24.41   	 58.90   	 -40.69		
  4.58   	 -7.02   	 58.74   	 -35.61		
  5.19   	 16.78   	 58.60   	 -35.61		
  5.80   	 42.72   	 58.45   	 -35.61		
  7.02   	 64.09   	 58.31   	 -30.52		
  8.54   	 75.38   	 58.19   	 -35.61		
 10.07   	 76.90   	 58.05   	 -30.52		
 11.29   	 73.55   	 57.92   	 -35.61		
 11.90   	 71.72   	 57.78   	 -30.52		
 12.21   	 73.24   	 57.66   	 -35.61		
 13.73   	 76.60   	 57.52   	 -30.52		
 17.40   	 78.74   	 57.40   	 -35.61		
 22.89   	 80.26   	 57.25   	 -35.61		
 28.69   	 83.62   	 57.11   	 -35.61		
 32.65   	 90.94   	 56.97   	 -40.69		
 33.57   	 96.74   	 56.81   	 -35.61		
 31.74   	 92.47   	 56.66   	 -35.61		
 29.30   	 71.11   	 56.52   	 -35.61		
 28.99   	 35.40   	 56.38   	 -30.52		
 30.82   	 -3.97   	 56.26   	 -35.61		
 32.35   	-34.18   	 56.11   	 -30.52		
 29.30   	-48.83   	 55.99   	 -30.52		
 19.23   	-50.35   	 55.87   	 -30.52		
  4.88   	-47.91   	 55.75   	 -30.52		
 -9.46   	-50.66   	 55.63   	 -30.52		
-17.70   	-61.34   	 55.50   	 -25.43		
-18.01   	-77.82   	 55.40   	 -30.52		
-13.43   	-93.08   	 55.28   	 -30.52		
 -8.85   	-101.62   	 55.16   	 -30.52		
 -7.32   	-101.62   	 55.04   	 -30.52		
 -9.16   	-96.44   	 54.91   	 -30.52		
-11.29   	-90.33   	 54.79   	 -30.52		
-11.90   	-86.67   	 54.67   	 -25.43		
-10.68   	-85.14   	 54.57   	 -30.52		
 -8.54   	-84.23   	 54.45   	 -30.52		
 -7.32   	-82.09   	 54.32   	 -30.52		
 -7.02   	-78.13   	 54.20   	 -25.43		
 -7.63   	-73.85   	 54.10   	 -25.43		
 -8.54   	-70.19   	 54.00   	 -30.52		
 -9.77   	-67.44   	 53.88   	 -25.43		
-10.68   	-65.00   	 53.77   	 -20.35		
-10.99   	-62.26   	 53.69   	 -25.43		
-10.38   	-58.59   	 53.59   	 -25.43		
 -9.16   	-54.93   	 53.49   	 -30.52		
 -7.02   	-51.57   	 53.37   	 -25.43		
 -5.80   	-49.13   	 53.27   	 -25.43		
 -5.19   	-47.30   	 53.16   	 -30.52		
 -6.10   	-45.47   	 53.04   	 -30.52		
 -7.32   	-43.33   	 52.92   	 -35.61		
 -7.63   	-40.59   	 52.78   	 -35.61		
 -6.71   	-37.84   	 52.63   	 -30.52		
 -4.58   	-35.10   	 52.51   	 -35.61		
 -3.05   	-33.57   	 52.37   	 -35.61		
 -2.14   	-32.65   	 52.23   	 -35.61		
 -2.44   	-32.35   	 52.09   	 -35.61		
 -3.36   	-31.74   	 51.94   	 -35.61		
 -3.66   	-29.60   	 51.80   	 -35.61		
 -3.05   	-25.33   	 51.66   	 -30.52		
 -1.53   	-18.31   	 51.54   	 -35.61		
  0.92   	 -5.80   	 51.39   	 -35.61		
  3.05   	 14.95   	 51.25   	 -35.61		
  6.41   	 49.13   	 51.11   	 -40.69		
 13.12   	 98.27   	 50.95   	 -35.61		
 28.08   	160.83   	 50.80   	 -40.69		
 57.37   	231.63   	 50.64   	 -40.69		
104.37   	308.23   	 50.48   	 -35.61		
166.32   	395.20   	 50.34   	 -40.69		
233.46   	495.00   	 50.17   	 -35.61		
289.61   	590.82   	 50.03   	 -30.52		
317.08   	635.99(R)	 49.91   	 -35.61		
303.04   	563.66   	 49.77   	 -35.61		
249.94   	339.97   	 49.62   	 -30.52		
175.78   	  9.16   	 49.50   	 -35.61		
105.59   	-307.01   	 49.36   	 -30.52		
 59.81   	-476.07   	 49.24   	 -30.52		
 43.33   	-439.76   	 49.11   	 -30.52		
 43.64   	-254.52   	 48.99   	 -25.43		
 43.64   	-48.83   	 48.89   	 -30.52		
 35.10   	 71.11   	 48.77   	 -30.52		
 21.06   	 84.53   	 48.65   	 -35.61		
  9.16   	 43.03   	 48.50   	 -30.52		
  3.36   	 10.68   	 48.38   	 -35.61		
  2.75   	 13.12   	 48.24   	 -35.61		
  3.05   	 35.10   	 48.10   	 -35.61		
  1.53   	 50.05   	 47.96   	 -30.52		
 -0.92   	 47.61   	 47.83   	 -30.52		
 -3.05   	 36.01   	 47.71   	 -25.43		
 -3.97   	 27.47   	 47.61   	 -25.43		
 -4.27   	 27.47   	 47.51   	 -15.26		
 -3.36   	 32.65   	 47.45   	 -15.26		
 -1.83   	 38.45   	 47.39   	 -10.17		
  0.00   	 41.81   	 47.34   	  -5.09		
  1.22   	 43.03   	 47.32   	   5.09		
  1.53   	 43.03   	 47.34   	  15.26		
  1.22   	 43.33   	 47.41   	  30.52		
  1.22   	 44.56   	 47.53   	  45.78		
  1.53   	 47.00   	 47.71   	  81.38		
  1.53   	 50.05   	 48.04   	 111.90		
  1.22   	 54.02   	 48.48   	 152.59		
  0.92   	 57.98   	 49.09   	 203.46		
  0.61   	 61.04   	 49.91   	 244.15		
 -0.31   	 61.95   	 50.88   	 289.93		
 -1.22   	 61.04   	 52.04   	 335.71		
 -2.14   	 59.81   	 53.39   	 371.31		
 -1.83   	 59.81   	 54.87   	 396.74		
  0.00   	 62.26   	 56.46   	 412.00		
  3.36   	 66.83   	 58.11   	 427.26		
  6.41   	 72.02   	 59.82   	 427.26		
  7.93   	 76.60   	 61.53   	 427.26		
  7.93   	 80.57   	 63.23   	 417.09		
  7.32   	 84.23   	 64.90   	 412.00		
  7.02   	 88.20   	 66.55   	 396.74		
  7.63   	 92.77   	 68.14   	 386.57		
  9.16   	 97.05   	 69.68   	 376.40		
 10.38   	100.71   	 71.19   	 366.22		
 10.99   	104.06   	 72.65   	 361.14		
 10.68   	108.03   	 74.10   	 350.97		
 10.38   	113.53   	 75.50   	 340.79		
 10.68   	120.24   	 76.87   	 330.62		
 12.21   	128.17   	 78.19   	 325.53		
 14.04   	136.11   	 79.49   	 315.36		
 15.56   	144.04   	 80.75   	 300.10		
 16.17   	151.37   	 81.95   	 289.93		
 16.48   	158.08   	 83.11   	 279.75		
 17.70   	164.79   	 84.23   	 264.50		
 19.84   	171.81   	 85.29   	 254.32		
 22.28   	180.05   	 86.31   	 244.15		
 23.80   	189.51   	 87.28   	 233.98		
 24.41   	200.20   	 88.22   	 223.80		
 24.72   	211.49   	 89.11   	 213.63		
 25.94   	222.78   	 89.97   	 208.54		
 28.38   	233.76   	 90.80   	 198.37		
 30.52   	244.45   	 91.60   	 193.29		
 32.35   	256.04   	 92.37   	 188.20		
 33.57   	268.86   	 93.12   	 183.11		
 34.18   	282.59   	 93.86   	 172.94		
 34.79   	296.33   	 94.55   	 172.94		
 36.32   	309.45   	 95.24   	 167.85		
 38.45   	321.66   	 95.91   	 157.68		
 41.50   	332.34   	 96.54   	 157.68		
 45.17   	341.80   	 97.17   	 152.59		
 48.22   	349.43   	 97.78   	 142.42		
 50.05   	356.14   	 98.35   	 142.42		
 50.96   	362.24   	 98.92   	 137.33		
 51.57   	369.26   	 99.47   	 132.25		
 51.57   	376.59   	100.00   	 127.16		
 51.27   	383.00   	100.51   	 122.07		
 50.96   	387.88   	101.00   	 111.90		
 50.96   	390.32   	101.44   	 106.82		
 51.57   	390.63   	101.87   	 101.73		
 53.10   	389.10   	102.28   	  91.56		
 54.63   	386.35   	102.64   	  86.47		
 55.24   	382.69   	102.99   	  76.30		
 54.32   	378.11   	103.30   	  71.21		
 52.19   	373.23   	103.58   	  66.12		
 49.44   	367.74   	103.84   	  61.04		
 47.91   	361.63   	104.09   	  50.86		
 47.30   	352.78   	104.29   	  50.86		
 47.91   	339.66   	104.50   	  45.78		
 48.83   	320.43   	104.68   	  35.61		
 48.83   	295.41   	104.82   	  35.61		
 46.69   	266.11   	104.96   	  30.52		
 43.03   	235.60   	105.09   	  30.52		
 37.84   	205.08   	105.21   	  20.35		
 33.26   	174.87   	105.29   	  15.26		
 29.91   	145.26   	105.35   	  15.26		
 28.38   	116.88   	105.41(S)	   0.00		
 27.77   	 90.94   	105.41   	   0.00		
 26.86   	 67.44   	105.41   	 -15.26		
 24.72   	 46.08   	105.35   	 -25.43		
 21.36   	 25.02   	105.25   	 -30.52		
 17.09   	  4.27   	105.13   	 -50.86		
 13.12   	-15.26   	104.92   	 -61.04		
  9.46   	-32.65   	104.68   	 -81.38		
  6.41   	-46.39   	104.35   	 -96.64		
  3.66   	-57.37   	103.97   	-116.99		
  1.22   	-65.92   	103.50   	-142.42		
 -0.31   	-73.55   	102.93   	-162.77		
 -1.22   	-80.57   	102.28   	-193.29		
 -1.53   	-86.67   	101.51   	-213.63		
 -2.14   	-92.16   	100.65   	-233.98		
 -2.75   	-97.35   	 99.71   	-254.32		
 -3.97   	-101.62   	 98.70   	-264.50		
 -5.49   	-105.59   	 97.64   	-264.50		
 -7.02   	-108.34   	 96.58   	-269.58		
 -7.93   	-108.95   	 95.50   	-254.32		
 -8.54   	-107.12   	 94.49   	-249.24		
 -7.93   	-103.15   	 93.49   	-228.89		
 -7.02   	-98.27   	 92.57   	-218.72		
 -6.41   	-94.30   	 91.70   	-198.37		
 -6.41   	-92.47   	 90.91   	-188.20		
 -7.02   	-93.08   	 90.15   	-167.85		
 -8.54   	-94.91   	 89.48   	-157.68		
 -9.46   	-95.83   	 88.85   	-142.42		
 -9.77   	-95.21   	 88.28   	-127.16		
 -8.54   	-93.08   	 87.77   	-111.90		
 -6.71   	-89.72   	 87.32   	-101.73		
 -5.19   	-86.98   	 86.92   	 -86.47		
 -4.88   	-85.14   	 86.57   	 -76.30		
 -6.10   	-84.84   	 86.27   	 -66.12		
 -7.63   	-85.75   	 86.00   	 -61.04		
 -8.54   	-86.98   	 85.76   	 -50.86		
 -7.63   	-87.28   	 85.55   	 -55.95		
 -5.19   	-85.14   	 85.33   	 -55.95		
 -2.44   	-80.26   	 85.11   	 -50.86		
 -0.92   	-74.46   	 84.90   	 -61.04		
 -1.53   	-69.27   	 84.66   	 -61.04		
 -3.66   	-66.83   	 84.41   	 -66.12		
 -6.41   	-68.05   	 84.15   	 -71.21		
 -8.54   	-72.33   	 83.87   	 -76.30		
 -8.54   	-76.90   	 83.56   	 -81.38		
 -7.02   	-79.96   	 83.23   	 -81.38		
 -4.58   	-79.96   	 82.91   	 -81.38		
 -3.05   	-77.51   	 82.58   	 -86.47		
 -3.36   	-74.16   	 82.24   	 -81.38		
 -5.19   	-72.63   	 81.91   	 -81.38		
 -7.63   	-73.55   	 81.59   	 -81.38		
 -8.85   	-77.51   	 81.26   	 -76.30		
 -8.85   	-82.40   	 80.96   	 -76.30		
 -7.93   	-86.67   	 80.65   	 -76.30		
 -6.71   	-89.42   	 80.35   	 -66.12		
 -5.80   	-89.11   	 80.08   	 -71.21		
 -5.19   	-86.06   	 79.80   	 -71.21		
 -4.58   	-81.18   	 79.51   	 -71.21		
 -4.88   	-76.90   	 79.23   	 -66.12		
 -5.49   	-75.68   	 78.96   	 -71.21		
 -6.41   	-78.13   	 78.68   	 -76.30		
 -7.32   	-83.31   	 78.37   	 -71.21		
 -7.63   	-88.20   	 78.09   	 -76.30		
 -7.63   	-90.94   	 77.78   	 -71.21		
 -7.02   	-90.64   	 77.50   	 -76.30		
 -6.41   	-89.42   	 77.19   	 -71.21		
 -5.80   	-88.50   	 76.91   	 -76.30		
 -5.80   	-89.11   	 76.60   	 -71.21		
 -6.71   	-90.64   	 76.32   	 -71.21		
 -7.93   	-92.47   	 76.03   	 -71.21		
 -9.16   	-93.08   	 75.75   	 -71.21		
 -9.46   	-91.86   	 75.46   	 -76.30		
 -8.85   	-89.11   	 75.16   	 -71.21		
 -8.54   	-86.67   	 74.87   	 -71.21		
 -8.24   	-86.06   	 74.59   	 -76.30		
 -7.93   	-87.28   	 74.28   	 -71.21		
 -7.32   	-89.42   	 74.00   	 -76.30		
 -6.71   	-90.33   	 73.69   	 -71.21		
 -5.19   	-90.03   	 73.41   	 -76.30		
 -3.66   	-89.42   	 73.10   	 -71.21		
