  I     	  II     	  LVp     	  LVp'		  CH2     	  CH2'		
362.85   	184.02   	 20.55   	  35.61		 62.48   	 -25.43		
365.30   	184.63   	 20.69   	  35.61		 62.38   	 -25.43		
367.13   	185.85   	 20.83   	  35.61		 62.28   	 -30.52		
368.65   	187.38   	 20.98   	  25.43		 62.16   	 -30.52		
370.18   	186.46   	 21.08   	  15.26		 62.03   	 -35.61		
369.87   	186.77   	 21.14   	  -5.09		 61.89   	 -35.61		
372.62   	185.55   	 21.12   	 -20.35		 61.75   	 -30.52		
373.84   	183.72   	 21.04   	 -30.52		 61.63   	 -25.43		
376.28   	185.24   	 20.92   	 -40.69		 61.53   	 -25.43		
379.94   	185.24   	 20.75   	 -40.69		 61.42   	 -15.26		
380.86   	186.46   	 20.59   	 -35.61		 61.36   	 -10.17		
383.30   	189.21   	 20.45   	 -30.52		 61.32   	 -15.26		
383.91   	187.68   	 20.33   	 -20.35		 61.26   	 -10.17		
385.44   	187.38   	 20.24   	  -5.09		 61.22   	 -15.26		
385.74   	186.77   	 20.22   	   5.09		 61.16   	 -20.35		
385.74   	185.85   	 20.24   	  10.17		 61.08   	 -20.35		
388.79   	187.99   	 20.28   	  20.35		 61.00   	 -20.35		
388.79   	187.07   	 20.37   	  25.43		 60.92   	 -20.35		
390.32   	188.60   	 20.47   	  30.52		 60.83   	 -20.35		
391.54   	189.21   	 20.59   	  20.35		 60.75   	 -20.35		
390.32   	187.99   	 20.67   	  25.43		 60.67   	 -20.35		
392.15   	188.60   	 20.77   	  15.26		 60.59   	 -15.26		
393.98   	188.29   	 20.83   	  10.17		 60.53   	 -20.35		
396.12   	186.46   	 20.87   	   0.00		 60.45   	 -20.35		
399.78   	188.60   	 20.87   	   5.09		 60.37   	 -15.26		
398.25   	188.60   	 20.90   	   5.09		 60.30   	 -15.26		
399.17   	189.82   	 20.92   	  10.17		 60.24   	 -10.17		
401.00   	191.04   	 20.96   	  20.35		 60.20   	 -10.17		
400.39   	189.51   	 21.04   	  35.61		 60.16   	  -5.09		
404.05   	189.21   	 21.18   	  45.78		 60.14   	 -10.17		
404.66   	188.60   	 21.36   	  61.04		 60.10   	 -15.26		
404.66   	188.90   	 21.61   	  61.04		 60.04   	 -20.35		
404.97   	188.29   	 21.85   	  66.12		 59.96   	 -25.43		
403.44   	188.90   	 22.12   	  55.95		 59.86   	 -30.52		
403.75   	187.99   	 22.34   	  45.78		 59.74   	 -30.52		
403.75   	187.99   	 22.52   	  35.61		 59.61   	 -30.52		
404.97   	190.73   	 22.67   	  30.52		 59.49   	 -20.35		
404.97   	190.12   	 22.79   	  25.43		 59.41   	 -15.26		
405.27   	191.04   	 22.89   	  30.52		 59.35   	 -15.26		
406.19   	191.96   	 23.01   	  30.52		 59.29   	 -10.17		
404.36   	189.82   	 23.13   	  35.61		 59.25   	 -10.17		
405.88   	190.43   	 23.28   	  45.78		 59.21   	  -5.09		
408.63   	192.87   	 23.46   	  45.78		 59.19   	 -10.17		
409.24   	192.87   	 23.64   	  50.86		 59.15   	 -15.26		
409.85   	194.40   	 23.85   	  45.78		 59.08   	 -15.26		
412.29   	195.62   	 24.03   	  40.69		 59.02   	 -25.43		
411.99   	194.09   	 24.19   	  30.52		 58.92   	 -30.52		
410.46   	193.18   	 24.31   	  20.35		 58.80   	 -30.52		
413.82   	193.79   	 24.39   	   5.09		 58.68   	 -30.52		
412.29   	192.57   	 24.41   	  -5.09		 58.56   	 -20.35		
411.68   	193.48   	 24.39   	 -15.26		 58.47   	 -20.35		
414.43   	193.48   	 24.33   	 -15.26		 58.39   	 -15.26		
414.43   	192.87   	 24.27   	 -15.26		 58.33   	 -15.26		
415.04   	194.40   	 24.21   	 -10.17		 58.27   	 -15.26		
416.87   	193.48   	 24.17   	 -10.17		 58.21   	 -15.26		
415.95   	194.70   	 24.13   	   0.00		 58.15   	 -15.26		
417.18   	195.31   	 24.13   	  -5.09		 58.09   	 -20.35		
418.09   	193.79   	 24.11   	   0.00		 58.01   	 -25.43		
417.79   	193.48   	 24.11   	  -5.09		 57.90   	 -25.43		
418.70   	193.48   	 24.09   	  -5.09		 57.80   	 -30.52		
418.70   	192.87   	 24.07   	 -15.26		 57.68   	 -30.52		
419.31   	193.48   	 24.01   	 -15.26		 57.56   	 -25.43		
419.31   	195.01   	 23.95   	 -20.35		 57.46   	 -25.43		
420.84   	195.01   	 23.87   	 -20.35		 57.35   	 -25.43		
421.45   	195.92   	 23.78   	 -20.35		 57.25   	 -25.43		
421.14   	195.92   	 23.70   	 -25.43		 57.15   	 -25.43		
422.97   	195.31   	 23.60   	 -20.35		 57.05   	 -25.43		
423.89   	197.14   	 23.52   	 -20.35		 56.95   	 -20.35		
423.28   	196.23   	 23.44   	 -10.17		 56.87   	 -20.35		
422.97   	196.84   	 23.40   	 -10.17		 56.79   	 -20.35		
424.50   	198.06   	 23.36   	   0.00		 56.70   	 -15.26		
424.50   	195.92   	 23.36   	  10.17		 56.64   	 -10.17		
425.42   	195.01   	 23.40   	  15.26		 56.60   	 -15.26		
426.03   	195.92   	 23.46   	  30.52		 56.54   	 -10.17		
425.42   	194.40   	 23.58   	  30.52		 56.50   	 -10.17		
425.11   	195.01   	 23.70   	  40.69		 56.46   	 -10.17		
425.72   	196.53   	 23.87   	  35.61		 56.42   	 -15.26		
426.94   	195.31   	 24.01   	  40.69		 56.36   	 -10.17		
427.55   	195.31   	 24.17   	  30.52		 56.32   	 -15.26		
429.69   	195.92   	 24.29   	  30.52		 56.26   	 -10.17		
428.47   	195.92   	 24.41   	  20.35		 56.22   	 -15.26		
426.94   	197.14   	 24.50   	  10.17		 56.15   	 -20.35		
427.25   	198.06   	 24.54   	   5.09		 56.07   	 -20.35		
424.19   	196.84   	 24.56   	   0.00		 55.99   	 -20.35		
425.42   	196.84   	 24.56   	  -5.09		 55.91   	 -20.35		
427.55   	196.84   	 24.54   	 -10.17		 55.83   	 -20.35		
426.33   	196.84   	 24.50   	  -5.09		 55.75   	 -20.35		
427.25   	197.75   	 24.48   	   0.00		 55.67   	 -15.26		
427.25   	197.45   	 24.48   	  10.17		 55.61   	 -10.17		
427.86   	198.06   	 24.52   	  20.35		 55.56   	 -10.17		
429.38   	197.75   	 24.60   	  25.43		 55.52   	 -10.17		
429.69   	197.14   	 24.70   	  35.61		 55.48   	 -10.17		
431.52   	197.75   	 24.84   	  30.52		 55.44   	 -10.17		
430.60   	197.14   	 24.96   	  30.52		 55.40   	 -15.26		
430.30   	197.14   	 25.09   	  25.43		 55.34   	 -15.26		
430.91   	197.45   	 25.19   	  25.43		 55.28   	 -15.26		
431.82   	198.97   	 25.29   	  20.35		 55.22   	 -10.17		
431.52   	198.97   	 25.37   	  15.26		 55.18   	 -15.26		
432.74   	199.89   	 25.43   	  15.26		 55.12   	 -10.17		
434.88   	201.72   	 25.49   	  10.17		 55.08   	 -20.35		
435.79   	201.42   	 25.53   	  10.17		 54.99   	 -20.35		
437.62   	202.94   	 25.57   	   5.09		 54.91   	 -25.43		
440.67   	204.16   	 25.60   	   5.09		 54.81   	 -30.52		
445.25   	204.16   	 25.62   	   5.09		 54.69   	 -25.43		
452.27   	207.21   	 25.64   	   0.00		 54.59   	 -20.35		
465.70   	210.27   	 25.64   	   0.00		 54.51   	 -15.26		
480.65   	213.32   	 25.64   	   5.09		 54.45   	   0.00		
495.00   	218.51   	 25.66   	  15.26		 54.45   	   0.00		
510.56   	218.20   	 25.72   	  25.43		 54.45   	   0.00		
519.71   	219.12   	 25.82   	  30.52		 54.45   	   0.00		
526.73   	220.03   	 25.94   	  25.43		 54.45   	 -10.17		
532.23   	220.95   	 26.04   	  15.26		 54.40   	 -25.43		
531.31   	224.61   	 26.10   	   0.00		 54.30   	 -25.43		
532.53   	231.32   	 26.10   	 -10.17		 54.20   	 -25.43		
539.86   	238.95   	 26.06   	 -25.43		 54.10   	 -25.43		
554.20   	247.19   	 25.96   	 -30.52		 54.00   	 -25.43		
580.44   	257.26   	 25.84   	 -30.52		 53.90   	 -20.35		
605.47   	263.37   	 25.72   	 -30.52		 53.81   	 -20.35		
614.62   	266.42   	 25.60   	 -30.52		 53.73   	 -25.43		
597.23   	260.93   	 25.47   	 -40.69		 53.63   	 -30.52		
581.36   	259.70   	 25.31   	 -40.69		 53.51   	 -20.35		
569.46   	265.81   	 25.15   	 -30.52		 53.43   	   0.00		
567.63   	278.32   	 25.03   	 -15.26		 53.43   	   5.09		
596.31   	299.99   	 24.96   	  10.17		 53.45   	   5.09		
607.30   	315.25   	 25.00   	  25.43		 53.47   	   5.09		
601.20   	314.94   	 25.11   	  50.86		 53.49   	  -5.09		
597.53   	306.40   	 25.31   	  66.12		 53.47   	 -15.26		
581.36   	299.07   	 25.57   	  71.21		 53.41   	 -20.35		
566.41   	298.46   	 25.86   	  66.12		 53.33   	 -20.35		
558.17   	298.16   	 26.12   	  71.21		 53.24   	 -25.43		
536.50   	284.42   	 26.41   	  66.12		 53.14   	 -25.43		
512.39   	256.04   	 26.67   	  66.12		 53.04   	 -25.43		
487.67   	220.64   	 26.94   	  71.21		 52.94   	 -30.52		
463.87   	196.53   	 27.22   	  66.12		 52.82   	 -30.52		
446.17   	191.35   	 27.49   	  76.30		 52.70   	 -30.52		
433.04   	193.18   	 27.79   	  81.38		 52.57   	 -25.43		
430.91   	196.23   	 28.12   	  86.47		 52.47   	 -25.43		
430.30   	189.82   	 28.46   	 101.73		 52.37   	 -20.35		
432.43   	183.41   	 28.87   	 111.90		 52.29   	 -20.35		
432.43   	185.85   	 29.32   	 132.25		 52.21   	 -20.35		
429.69   	189.21   	 29.85   	 152.59		 52.13   	 -15.26		
427.86   	192.87   	 30.46   	 167.85		 52.06   	 -20.35		
429.08   	193.48   	 31.13   	 188.20		 51.98   	 -15.26		
430.60   	191.96   	 31.88   	 193.29		 51.92   	 -15.26		
430.91   	191.35   	 32.66   	 193.29		 51.86   	 -15.26		
429.69   	191.96   	 33.43   	 193.29		 51.80   	 -10.17		
428.16   	193.18   	 34.20   	 188.20		 51.76   	  -5.09		
428.47   	192.87   	 34.95   	 183.11		 51.74   	  -5.09		
430.30   	191.96   	 35.69   	 183.11		 51.72   	  -5.09		
430.60   	191.96   	 36.42   	 188.20		 51.70   	  -5.09		
431.21   	192.87   	 37.17   	 188.20		 51.68   	  -5.09		
430.30   	191.96   	 37.92   	 198.37		 51.66   	 -15.26		
426.33   	189.82   	 38.72   	 193.29		 51.60   	 -10.17		
422.97   	186.16   	 39.49   	 183.11		 51.56   	 -20.35		
411.99   	175.78   	 40.22   	 157.68		 51.47   	 -25.43		
406.80   	159.30   	 40.85   	 116.99		 51.37   	 -25.43		
432.13   	137.33   	 41.32   	  66.12		 51.27   	 -30.52		
485.23   	125.73   	 41.59   	 -10.17		 51.15   	 -50.86		
570.37   	129.70   	 41.55   	 -71.21		 50.95   	 -35.61		
675.05   	159.30   	 41.26   	 -96.64		 50.80   	   5.09		
787.35   	223.08   	 40.87   	-101.73		 50.82   	  30.52		
891.42   	308.53   	 40.47   	 -76.30		 50.95   	  40.69		
1014.10   	415.65   	 40.16   	 -40.69		 51.11   	  40.69		
1104.74   	553.89   	 40.00   	   0.00		 51.27   	  20.35		
1178.89   	698.24   	 40.00   	  20.35		 51.35   	   0.00		
1240.23(R)	831.91   	 40.08   	  25.43		 51.35   	 -20.35		
1165.16   	881.65   	 40.18   	  15.26		 51.27   	 -30.52		
922.85   	753.17   	 40.24   	   0.00		 51.15   	 -35.61		
636.29   	519.10   	 40.24   	 -25.43		 51.01   	 -35.61		
321.96   	220.03   	 40.14   	 -35.61		 50.86   	 -35.61		
102.23   	-102.54   	 40.00   	 -50.86		 50.72   	 -45.78		
125.73   	-300.29   	 39.80   	 -40.69		 50.54   	 -55.95		
295.72   	-426.64   	 39.63   	  10.17		 50.32   	 -25.43		
375.06   	-521.55   	 39.67   	 122.07		 50.21   	   5.09		
417.18   	-534.67   	 40.16   	 295.01		 50.23   	  25.43		
416.56   	-487.06   	 41.34   	 518.82		 50.34   	  30.52		
284.42   	-422.67   	 43.42   	 768.05		 50.46   	  15.26		
187.38   	-362.24   	 46.49   	1002.03		 50.52   	   0.00		
150.76   	-316.16   	 50.50   	1215.66		 50.52   	 -15.26		
104.98   	-315.86   	 55.36   	1358.08		 50.46   	 -15.26		
 77.82   	-324.10   	 60.79   	1429.29		 50.40   	 -20.35		
 78.74   	-325.01   	 66.51   	1429.29		 50.32   	 -15.26		
 83.31   	-316.77   	 72.23   	1353.00		 50.25   	  -5.09		
 61.04   	-312.19   	 77.64   	1225.83		 50.23   	 -10.17		
 44.25   	-319.82   	 82.54   	1057.98		 50.19   	   0.00		
 53.41   	-304.26   	 86.77   	 849.44		 50.19   	 -10.17		
 78.13   	-284.42   	 90.17   	 620.55		 50.15   	 -10.17		
103.76   	-252.38   	 92.65   	 376.40		 50.11   	 -10.17		
151.67   	-205.08   	 94.16   	 122.07		 50.07   	 -20.35		
194.09   	-147.09   	 94.65   	-116.99		 49.99   	 -25.43		
234.99   	-85.45   	 94.18   	-315.36		 49.89   	 -25.43		
281.68   	-25.63   	 92.92   	-478.13		 49.79   	 -25.43		
313.11   	 28.08   	 91.01   	-569.68		 49.68   	 -25.43		
337.83   	 61.34   	 88.73   	-615.46		 49.58   	 -30.52		
350.65   	 75.99   	 86.27   	-610.37		 49.46   	 -30.52		
352.78   	 84.53   	 83.82   	-544.25		 49.34   	 -25.43		
360.11   	 92.77   	 81.65   	-432.35		 49.24   	 -20.35		
362.85   	 96.74   	 79.92   	-269.58		 49.16   	 -25.43		
364.99   	100.71   	 78.84   	 -86.47		 49.05   	 -15.26		
367.43   	104.06   	 78.49   	 127.16		 48.99   	 -20.35		
366.21   	103.15   	 79.00   	 386.57		 48.91   	 -15.26		
364.38   	102.23   	 80.55   	 696.84		 48.85   	 -10.17		
363.77   	103.45   	 83.34   	1052.90		 48.81   	   0.00		
363.46   	106.51   	 87.55   	1398.77		 48.81   	  25.43		
363.46   	105.29   	 93.14   	1642.92		 48.91   	  40.69		
362.55   	104.37   	 99.71   	1729.39		 49.07   	  81.38		
361.63   	103.15   	106.63   	1637.84		 49.40   	 147.51		
359.50   	101.01   	113.18   	1398.77		 49.99   	 305.19		
356.14   	 97.66   	118.78   	1093.59		 51.21   	 615.46		
355.83   	 94.30   	123.15   	 798.57		 53.67   	1047.81		
353.70   	 91.86   	126.35   	 564.60		 57.86   	1459.81		
352.17   	 87.28   	128.61   	 412.00		 63.70   	1648.01		
348.82   	 83.31   	130.25   	 325.53		 70.29   	1531.02		
345.76   	 79.35   	131.56   	 254.32		 76.42   	1134.28		
343.93   	 75.38   	132.57   	 218.72		 80.96   	 651.07		
341.19   	 71.72   	133.45   	 228.89		 83.56   	 279.75		
339.05   	 67.14   	134.36   	 274.67		 84.68   	  66.12		
335.08   	 63.48   	135.46   	 345.88		 84.94   	  10.17		
328.98   	 58.90   	136.85   	 406.92		 84.98   	  30.52		
325.01   	 53.41   	138.47   	 422.18		 85.11   	  35.61		
322.57   	 48.22   	140.16   	 381.48		 85.25   	  45.78		
318.60   	 41.81   	141.69   	 320.45		 85.43   	  96.64		
313.72   	 33.57   	142.97   	 259.41		 85.82   	 167.85		
310.06   	 27.16   	144.01   	 218.72		 86.49   	 228.89		
303.04   	 18.01   	144.88   	 203.46		 87.41   	 264.50		
298.16   	  8.24   	145.70   	 188.20		 88.46   	 259.41		
296.63   	  2.14   	146.45   	 162.77		 89.50   	 223.80		
293.27   	 -8.24   	147.10   	  81.38		 90.40   	 137.33		
292.05   	-13.12   	147.43(S)	 -30.52		 90.95   	  55.95		
290.53   	-18.01   	147.30   	-116.99		 91.17   	  45.78		
287.17   	-27.47   	146.84   	-152.59		 91.35   	  61.04		
285.03   	-33.57   	146.23   	-132.25		 91.60   	  76.30		
286.25   	-40.89   	145.70   	 -71.21		 91.90   	  66.12		
289.31   	-46.69   	145.41   	  -5.09		 92.17   	  30.52		
294.49   	-48.52   	145.39   	  55.95		 92.29   	 -15.26		
303.04   	-48.22   	145.61   	  76.30		 92.23   	 -66.12		
312.19   	-45.78   	145.92   	  55.95		 91.96   	-111.90		
321.66   	-42.11   	146.14   	   0.00		 91.52   	-127.16		
332.95   	-39.67   	146.14   	 -96.64		 91.01   	-137.33		
344.54   	-33.26   	145.76   	-208.54		 90.46   	-137.33		
355.53   	-26.86   	144.92   	-325.53		 89.91   	-132.25		
369.26   	-19.84   	143.62   	-432.35		 89.38   	-127.16		
386.96   	 -5.80   	141.89   	-523.90		 88.87   	-127.16		
404.66   	  3.97   	139.80   	-590.03		 88.36   	-127.16		
423.58   	 17.09   	137.44   	-651.07		 87.85   	-122.07		
441.59   	 32.96   	134.83   	-676.50		 87.36   	-127.16		
456.24   	 48.52   	132.13   	-707.02		 86.86   	-132.25		
467.53   	 65.00   	129.30   	-717.19		 86.33   	-147.51		
476.07   	 82.40   	126.43   	-727.36		 85.74   	-157.68		
484.31   	100.71   	123.52   	-737.54		 85.11   	-167.85		
489.50   	114.75   	120.57   	-742.62		 84.44   	-178.03		
494.38   	131.84   	117.60   	-742.62		 83.72   	-188.20		
499.27   	145.57   	114.63   	-742.62		 82.97   	-183.11		
501.10   	155.64   	111.66   	-737.54		 82.24   	-193.29		
500.79   	166.32   	108.71   	-712.10		 81.46   	-193.29		
500.18   	175.78   	105.86   	-686.67		 80.69   	-193.29		
496.52   	182.80   	103.11   	-656.15		 79.92   	-198.37		
491.33   	191.35   	100.49   	-610.37		 79.12   	-203.46		
490.42   	198.36   	 98.05   	-569.68		 78.31   	-198.37		
484.01   	201.72   	 95.77   	-528.99		 77.52   	-193.29		
476.99   	203.55   	 93.65   	-488.30		 76.74   	-183.11		
470.28   	201.72   	 91.70   	-452.69		 76.01   	-183.11		
452.58   	190.12   	 89.89   	-427.26		 75.28   	-172.94		
434.88   	177.00   	 88.18   	-406.92		 74.59   	-172.94		
425.72   	169.98   	 86.55   	-396.74		 73.90   	-162.77		
408.63   	164.49   	 84.96   	-396.74		 73.24   	-152.59		
405.58   	154.42   	 83.38   	-386.57		 72.63   	-137.33		
409.85   	145.26   	 81.83   	-371.31		 72.09   	-137.33		
413.21   	132.45   	 80.35   	-350.97		 71.54   	-132.25		
421.14   	120.85   	 78.94   	-325.53		 71.01   	-132.25		
436.10   	107.42   	 77.64   	-310.27		 70.48   	-132.25		
459.90   	 93.99   	 76.40   	-305.19		 69.95   	-122.07		
495.91   	 82.09   	 75.18   	-310.27		 69.46   	-116.99		
537.72   	 70.19   	 73.94   	-335.71		 68.99   	-101.73		
565.49   	 51.57   	 72.59   	-366.22		 68.59   	-101.73		
549.93   	 21.97   	 71.13   	-412.00		 68.18   	-101.73		
468.44   	-15.87   	 69.48   	-473.04		 67.77   	-101.73		
325.01   	-54.63   	 67.59   	-554.42		 67.36   	-116.99		
150.15   	-86.67   	 65.37   	-681.58		 66.90   	-162.77		
-11.90   	-111.39   	 62.64   	-824.00		 66.25   	-167.85		
-126.95   	-137.02   	 59.35   	-930.82		 65.57   	 -91.56		
-188.60   	-175.78   	 55.63   	-961.34		 65.21   	 -15.26		
-217.90   	-234.68   	 51.78   	-930.82		 65.15   	  40.69		
-240.48   	-308.53   	 48.06   	-864.70		 65.31   	  30.52		
-267.94   	-381.47   	 44.60   	-788.40		 65.43   	 -40.69		
-291.14   	-434.27   	 41.44   	-717.19		 65.27   	 -81.38		
-277.71   	-450.44   	 38.58   	-620.55		 64.94   	 -61.04		
-196.84   	-424.50   	 36.09   	-493.39		 64.70   	 -40.69		
-50.35   	-364.07   	 34.12   	-361.14		 64.54   	 -15.26		
126.04   	-288.39   	 32.68   	-218.72		 64.48   	 -10.17		
276.79   	-220.34   	 31.80   	-132.25		 64.44   	 -55.95		
353.09   	-180.97   	 31.27   	 -96.64		 64.21   	-122.07		
339.36   	-180.36   	 30.88   	 -76.30		 63.72   	-116.99		
263.37   	-212.71   	 30.58   	 -35.61		 63.26   	 -66.12		
176.70   	-257.87   	 30.44   	  30.52		 62.99   	 -20.35		
123.29   	-289.61   	 30.56   	 137.33		 62.91   	  10.17		
118.41   	-288.09   	 31.11   	 244.15		 62.95   	   5.09		
148.32   	-244.45   	 32.09   	 345.88		 62.97   	 -15.26		
187.99   	-163.27   	 33.47   	 412.00		 62.91   	 -50.86		
218.81   	-60.42   	 35.12   	 447.61		 62.71   	 -76.30		
238.34   	 40.59   	 36.91   	 432.35		 62.40   	 -91.56		
251.77   	117.19   	 38.64   	 391.66		 62.03   	 -91.56		
262.45   	156.56   	 40.20   	 320.45		 61.67   	 -86.47		
267.03   	161.74   	 41.49   	 249.24		 61.32   	 -71.21		
263.06   	149.23   	 42.48   	 178.03		 61.04   	 -66.12		
253.60   	137.94   	 43.19   	 137.33		 60.77   	 -55.95		
245.06   	137.94   	 43.74   	 122.07		 60.55   	 -61.04		
243.23   	146.18   	 44.23   	 152.59		 60.30   	 -55.95		
249.02   	155.64   	 44.84   	 223.80		 60.08   	 -50.86		
259.70   	161.44   	 45.74   	 330.62		 59.88   	 -50.86		
271.61   	163.57   	 47.06   	 442.52		 59.67   	 -45.78		
281.68   	164.18   	 48.83   	 554.42		 59.49   	 -45.78		
288.70   	165.71   	 51.05   	 630.72		 59.31   	 -40.69		
292.36   	167.54   	 53.57   	 676.50		 59.15   	 -30.52		
293.58   	169.07   	 56.28   	 671.41		 59.02   	 -25.43		
293.58   	170.29   	 58.96   	 625.63		 58.92   	 -20.35		
293.27   	171.81   	 61.46   	 539.16		 58.84   	 -15.26		
293.58   	174.56   	 63.62   	 427.26		 58.78   	  -5.09		
296.33   	180.05   	 65.33   	 305.19		 58.76   	 -10.17		
303.65   	186.77   	 66.55   	 172.94		 58.72   	 -10.17		
317.38   	193.48   	 67.24   	  55.95		 58.68   	 -10.17		
334.78   	196.84   	 67.47   	 -45.78		 58.64   	 -20.35		
348.51   	195.92   	 67.28   	-122.07		 58.56   	 -20.35		
350.65   	190.73   	 66.80   	-167.85		 58.47   	 -20.35		
339.36   	184.63   	 66.12   	-183.11		 58.39   	 -25.43		
321.35   	181.27   	 65.39   	-172.94		 58.29   	 -20.35		
308.84   	184.02   	 64.70   	-142.42		 58.21   	 -20.35		
309.75   	193.18   	 64.13   	 -91.56		 58.13   	 -20.35		
321.66   	205.08   	 63.76   	 -50.86		 58.05   	 -15.26		
333.56   	213.93   	 63.56   	 -10.17		 57.99   	 -15.26		
335.08   	215.76   	 63.52   	  20.35		 57.92   	 -10.17		
323.79   	210.57   	 63.60   	  25.43		 57.88   	 -15.26		
305.18   	202.33   	 63.70   	  20.35		 57.82   	 -10.17		
285.64   	194.70   	 63.78   	   0.00		 57.78   	 -10.17		
266.72   	186.16   	 63.78   	 -30.52		 57.74   	  -5.09		
244.45   	171.51   	 63.66   	 -71.21		 57.72   	  -5.09		
215.76   	147.40   	 63.38   	-106.82		 57.70   	  -5.09		
181.88   	117.80   	 62.95   	-167.85		 57.68   	 -15.26		
150.45   	 91.55   	 62.28   	-274.67		 57.62   	 -71.21		
128.17   	 76.29   	 61.18   	-381.48		 57.33   	 -86.47		
118.10   	 72.02   	 59.65   	-432.35		 56.99   	   0.00		
116.58   	 72.33   	 57.92   	-406.92		 56.99   	 106.82		
117.80   	 69.89   	 56.30   	-300.10		 57.42   	 203.46		
117.19   	 63.48   	 55.10   	-183.11		 58.23   	 218.72		
113.22   	 56.46   	 54.36   	 -91.56		 59.10   	 162.77		
107.42   	 51.57   	 54.00   	 -35.61		 59.76   	 147.51		
103.15   	 49.44   	 53.86   	  25.43		 60.35   	 167.85		
101.01   	 47.30   	 53.96   	  76.30		 61.02   	 193.29		
100.40   	 44.25   	 54.26   	 122.07		 61.79   	 213.63		
100.71   	 39.67   	 54.75   	 122.07		 62.64   	 178.03		
101.01   	 35.40   	 55.24   	  55.95		 63.36   	  86.47		
101.62   	 31.74   	 55.46   	 -76.30		 63.70   	  15.26		
102.84   	 29.30   	 55.16   	-208.54		 63.76   	  25.43		
104.37   	 27.77   	 54.32   	-310.27		 63.87   	  55.95		
104.98   	 27.47   	 53.08   	-361.14		 64.09   	  96.64		
102.84   	 28.08   	 51.64   	-376.40		 64.48   	  96.64		
 98.57   	 29.60   	 50.13   	-361.14		 64.86   	  76.30		
 93.08   	 31.13   	 48.69   	-330.62		 65.17   	  30.52		
 87.28   	 32.96   	 47.37   	-300.10		 65.29   	 -15.26		
 81.18   	 34.79   	 46.16   	-310.27		 65.23   	 -71.21		
 74.77   	 37.54   	 44.92   	-371.31		 64.94   	-127.16		
 67.75   	 41.50   	 43.44   	-437.43		 64.44   	 -86.47		
 60.12   	 46.69   	 41.69   	-457.78		 64.09   	  -5.09		
 52.80   	 52.49   	 39.86   	-432.35		 64.07   	  55.95		
 44.86   	 58.59   	 38.13   	-366.22		 64.29   	  81.38		
 36.93   	 64.39   	 36.66   	-259.41		 64.62   	  66.12		
 28.08   	 68.36   	 35.63   	-167.85		 64.88   	  20.35		
 19.53   	 70.80   	 34.95   	 -96.64		 64.96   	 -25.43		
 11.29   	 72.02   	 34.57   	 -71.21		 64.86   	 -66.12		
  4.27   	 72.94   	 34.28   	 -76.30		 64.60   	 -81.38		
 -2.44   	 74.16   	 33.98   	-116.99		 64.27   	 -91.56		
 -8.54   	 75.68   	 33.51   	-167.85		 63.91   	 -91.56		
-14.34   	 76.29   	 32.84   	-233.98		 63.54   	 -96.64		
-20.14   	 75.99   	 31.90   	-284.84		 63.15   	-101.73		
-25.63   	 74.46   	 30.76   	-325.53		 62.75   	-106.82		
-31.43   	 72.33   	 29.46   	-386.57		 62.32   	-142.42		
-38.15   	 70.50   	 27.91   	-462.87		 61.75   	-198.37		
-44.86   	 69.27   	 26.06   	-508.65		 60.96   	-162.77		
-50.66   	 68.05   	 24.03   	-488.30		 60.30   	 -81.38		
-54.63   	 66.53   	 22.08   	-417.09		 59.98   	  -5.09		
-57.37   	 65.00   	 20.41   	-284.84		 59.96   	  50.86		
-59.51   	 63.78   	 19.27   	-142.42		 60.16   	  40.69		
-62.87   	 62.87   	 18.70   	 -10.17		 60.33   	  10.17		
-67.75   	 61.95   	 18.66   	  91.56		 60.37   	 -45.78		
-73.55   	 60.73   	 19.02   	 142.42		 60.18   	 -96.64		
-79.35   	 58.90   	 19.59   	 137.33		 59.80   	-116.99		
-84.23   	 57.37   	 20.14   	  91.56		 59.33   	-132.25		
-87.89   	 55.54   	 20.51   	 -40.69		 58.80   	-178.03		
-91.55   	 54.02   	 20.35   	-188.20		 58.09   	-183.11		
-94.91   	 52.80   	 19.59   	-300.10		 57.35   	 -96.64		
-98.57   	 52.19   	 18.39   	-330.62		 56.97   	  10.17		
-101.32   	 52.80   	 17.07   	-279.75		 57.01   	  86.47		
-103.76   	 54.63   	 15.95   	-188.20		 57.35   	 101.73		
-105.59   	 57.37   	 15.20   	-122.07		 57.76   	  20.35		
-107.12   	 59.81   	 14.71   	 -81.38		 57.84   	 -40.69		
-108.03   	 61.65   	 14.38   	 -30.52		 57.68   	 -30.52		
-108.95   	 62.56   	 14.26   	  35.61		 57.56   	 -15.26		
-109.86   	 63.17   	 14.40   	 101.73		 57.50   	   0.00		
-111.39   	 64.39   	 14.81   	 132.25		 57.50   	 -45.78		
-112.00   	 66.22   	 15.34   	 106.82		 57.31   	 -96.64		
-111.69   	 69.27   	 15.77   	  76.30		 56.93   	 -81.38		
-111.08   	 72.33   	 16.07   	  66.12		 56.60   	 -66.12		
-110.78   	 74.46   	 16.34   	  71.21		 56.34   	 -35.61		
-111.39   	 75.68   	 16.62   	 101.73		 56.20   	 -15.26		
-112.92   	 75.38   	 17.03   	 152.59		 56.13   	 -20.35		
-114.44   	 74.77   	 17.64   	 183.11		 56.05   	 -35.61		
-114.75   	 75.07   	 18.37   	 193.29		 55.91   	 -55.95		
