  I     	  II     	  LVp     	  LVp'		  CH2     	  CH2'		
381.16   	-514.83   	 25.98   	 213.63		 62.95   	 -71.21		
268.25   	-493.47   	 26.84   	 218.72		 62.67   	 -71.21		
193.18   	-467.53   	 27.71   	 218.72		 62.38   	 -66.12		
140.38   	-419.01   	 28.59   	 223.80		 62.12   	 -71.21		
143.43   	-354.00   	 29.48   	 254.32		 61.83   	 -66.12		
139.77   	-285.03   	 30.50   	 315.36		 61.57   	 -61.04		
 84.53   	-214.54   	 31.76   	 442.52		 61.32   	 -50.86		
 23.80   	-148.01   	 33.53   	 620.55		 61.12   	 -40.69		
 -7.32   	-93.08   	 36.01   	 834.18		 60.96   	 -25.43		
 -1.53   	-64.70   	 39.35   	1052.90		 60.85   	 -20.35		
  7.63   	-58.59   	 43.56   	1230.92		 60.77   	 -20.35		
  2.75   	-61.34   	 48.48   	1337.74		 60.69   	 -25.43		
 -3.66   	-55.54   	 53.83   	1358.08		 60.59   	 -30.52		
-12.82   	-49.74   	 59.27   	1302.13		 60.47   	 -25.43		
-15.87   	-45.78   	 64.48   	1169.88		 60.37   	 -25.43		
-17.09   	-41.50   	 69.16   	1002.03		 60.26   	 -25.43		
-25.63   	-41.20   	 73.16   	 803.66		 60.16   	 -20.35		
-35.71   	-40.89   	 76.38   	 610.37		 60.08   	 -20.35		
-40.59   	-36.62   	 78.82   	 427.26		 60.00   	 -20.35		
-45.17   	-33.57   	 80.53   	 264.50		 59.92   	 -20.35		
-50.96   	-32.65   	 81.59   	 122.07		 59.84   	 -15.26		
-56.76   	-29.30   	 82.07   	  15.26		 59.78   	 -20.35		
-63.17   	-28.99   	 82.14   	 -71.21		 59.69   	 -10.17		
-68.66   	-28.99   	 81.85   	-137.33		 59.65   	 -15.26		
-73.24   	-26.55   	 81.30   	-183.11		 59.59   	 -15.26		
-80.26   	-25.33   	 80.57   	-208.54		 59.53   	 -15.26		
-92.47   	-25.33   	 79.74   	-213.63		 59.47   	 -20.35		
-100.71   	-25.33   	 78.88   	-208.54		 59.39   	 -30.52		
-107.73   	-24.11   	 78.05   	-172.94		 59.27   	 -30.52		
-114.75   	-25.33   	 77.35   	-122.07		 59.15   	 -25.43		
-118.71   	-23.50   	 76.87   	 -55.95		 59.04   	 -25.43		
-126.65   	-21.97   	 76.64   	  20.35		 58.94   	 -20.35		
-137.94   	-22.89   	 76.72   	 101.73		 58.86   	 -10.17		
-150.76   	-23.50   	 77.13   	 172.94		 58.82   	 -10.17		
-169.07   	-28.69   	 77.82   	 228.89		 58.78   	  -5.09		
-181.27   	-29.30   	 78.74   	 274.67		 58.76   	   5.09		
-194.40   	-28.99   	 79.84   	 289.93		 58.78   	  20.35		
-210.27   	-32.04   	 81.00   	 289.93		 58.86   	  40.69		
-221.86   	-30.52   	 82.16   	 259.41		 59.02   	  71.21		
-236.51   	-29.60   	 83.19   	 213.63		 59.31   	 106.82		
-253.60   	-35.10   	 84.05   	 147.51		 59.74   	 152.59		
-267.94   	-34.48   	 84.64   	  76.30		 60.35   	 203.46		
-283.20   	-33.57   	 84.94   	   5.09		 61.16   	 259.41		
-298.77   	-36.93   	 84.96   	 -61.04		 62.20   	 310.27		
-313.11   	-40.89   	 84.72   	-127.16		 63.44   	 366.22		
-328.67   	-44.25   	 84.21   	-178.03		 64.90   	 396.74		
-336.91   	-46.39   	 83.50   	-218.72		 66.49   	 406.92		
-346.98   	-48.22   	 82.62   	-254.32		 68.12   	 396.74		
-354.61   	-45.78   	 81.61   	-284.84		 69.70   	 361.14		
-356.45   	-45.17   	 80.47   	-300.10		 71.15   	 315.36		
-357.36   	-42.42   	 79.27   	-325.53		 72.41   	 259.41		
-360.72   	-45.78   	 77.97   	-340.79		 73.45   	 208.54		
-357.06   	-44.25   	 76.60   	-361.14		 74.28   	 172.94		
-350.34   	-39.98   	 75.16   	-371.31		 74.97   	 142.42		
-340.58   	-41.20   	 73.67   	-381.48		 75.54   	 127.16		
-322.57   	-37.84   	 72.15   	-386.57		 76.05   	 111.90		
-303.96   	-33.26   	 70.60   	-396.74		 76.50   	 101.73		
-277.71   	-31.43   	 69.01   	-391.66		 76.91   	  86.47		
-249.02   	-27.77   	 67.45   	-386.57		 77.25   	  71.21		
-213.01   	-22.28   	 65.90   	-381.48		 77.54   	  66.12		
-170.59   	-18.62   	 64.37   	-361.14		 77.80   	  50.86		
-131.23   	-15.26   	 62.93   	-345.88		 78.01   	  35.61		
-93.38   	 -8.85   	 61.55   	-325.53		 78.15   	  25.43		
-53.71   	 -3.97   	 60.24   	-310.27		 78.25   	  10.17		
-14.04   	 -0.31   	 59.00   	-300.10		 78.29   	   5.09		
 24.72   	  4.58   	 57.80   	-295.01		 78.31   	  -5.09		
 61.04   	 12.51   	 56.62   	-305.19		 78.29   	 -15.26		
 90.03   	 17.09   	 55.40   	-330.62		 78.23   	 -20.35		
113.22   	 24.11   	 54.08   	-381.48		 78.15   	 -30.52		
132.75   	 31.43   	 52.55   	-447.61		 78.03   	 -35.61		
153.81   	 33.57   	 50.76   	-534.08		 77.88   	 -45.78		
169.98   	 39.98   	 48.63   	-610.37		 77.70   	 -50.86		
181.58   	 44.86   	 46.18   	-671.41		 77.50   	 -61.04		
193.79   	 47.30   	 43.50   	-717.19		 77.25   	 -61.04		
200.81   	 50.05   	 40.63   	-737.54		 77.01   	 -66.12		
207.21   	 51.27   	 37.68   	-727.36		 76.74   	 -66.12		
218.20   	 53.71   	 34.77   	-701.93		 76.48   	 -71.21		
225.52   	 54.63   	 31.96   	-656.15		 76.20   	 -76.30		
225.52   	 57.37   	 29.34   	-610.37		 75.89   	 -81.38		
224.30   	 54.93   	 26.90   	-544.25		 75.56   	 -91.56		
223.69   	 57.37   	 24.72   	-493.39		 75.20   	 -96.64		
221.86   	 57.07   	 22.75   	-442.52		 74.81   	-106.82		
220.64   	 55.54   	 20.98   	-391.66		 74.38   	-101.73		
227.97   	 61.65   	 19.41   	-335.71		 73.98   	-101.73		
223.39   	 54.02   	 18.07   	-289.93		 73.57   	-106.82		
223.69   	 55.54   	 16.91   	-244.15		 73.14   	-106.82		
223.69   	 59.51   	 15.93   	-188.20		 72.72   	-111.90		
216.98   	 53.10   	 15.18   	-142.42		 72.27   	-116.99		
219.42   	 57.68   	 14.61   	-101.73		 71.80   	-132.25		
216.67   	 57.68   	 14.20   	 -71.21		 71.27   	-137.33		
212.71   	 51.57   	 13.92   	 -45.78		 70.72   	-147.51		
212.10   	 54.93   	 13.73   	 -30.52		 70.13   	-157.68		
206.60   	 55.85   	 13.61   	 -30.52		 69.50   	-162.77		
199.89   	 56.46   	 13.49   	 -35.61		 68.85   	-157.68		
200.81   	 60.73   	 13.35   	 -40.69		 68.22   	-157.68		
205.38   	 62.56   	 13.18   	 -40.69		 67.59   	-152.59		
207.52   	 60.42   	 13.02   	 -50.86		 66.98   	-147.51		
211.49   	 61.34   	 12.82   	 -40.69		 66.39   	-142.42		
213.62   	 62.87   	 12.66   	 -30.52		 65.82   	-137.33		
209.66   	 60.73   	 12.53   	 -15.26		 65.27   	-132.25		
210.88   	 64.09   	 12.47   	   5.09		 64.74   	-116.99		
222.17   	 70.80   	 12.49   	  30.52		 64.27   	-101.73		
230.41   	 72.63   	 12.61   	  45.78		 63.87   	 -91.56		
242.61   	 75.38   	 12.80   	  61.04		 63.50   	 -81.38		
262.76   	 81.79   	 13.04   	  71.21		 63.17   	 -71.21		
278.32   	 80.57   	 13.33   	  66.12		 62.89   	 -66.12		
287.48   	 79.96   	 13.59   	  55.95		 62.62   	 -66.12		
303.96   	 86.98   	 13.81   	  40.69		 62.36   	 -61.04		
306.40   	 92.16   	 13.98   	  25.43		 62.12   	 -61.04		
294.19   	 93.99   	 14.08   	   0.00		 61.87   	 -61.04		
304.26   	107.42   	 14.08   	 -20.35		 61.63   	 -61.04		
318.60   	119.93   	 14.00   	 -30.52		 61.38   	 -61.04		
342.10   	124.51   	 13.88   	 -50.86		 61.14   	 -66.12		
377.20   	135.50   	 13.67   	 -55.95		 60.87   	 -61.04		
396.73   	143.43   	 13.45   	 -61.04		 60.63   	 -61.04		
389.10   	137.63   	 13.20   	 -66.12		 60.39   	 -55.95		
385.13   	146.18   	 12.94   	 -61.04		 60.16   	 -50.86		
389.40   	163.88   	 12.70   	 -66.12		 59.96   	 -45.78		
401.31   	183.41   	 12.43   	 -55.95		 59.78   	 -45.78		
428.47   	207.52   	 12.21   	 -50.86		 59.59   	 -35.61		
430.30   	223.08   	 12.00   	 -45.78		 59.45   	 -40.69		
419.01   	214.23   	 11.82   	 -40.69		 59.29   	 -40.69		
403.14   	199.89   	 11.66   	 -25.43		 59.12   	 -40.69		
385.44   	196.53   	 11.56   	 -20.35		 58.96   	 -35.61		
373.84   	193.79   	 11.48   	  -5.09		 58.82   	 -40.69		
359.50   	191.04   	 11.45   	   5.09		 58.66   	 -30.52		
336.30   	171.51   	 11.48   	  15.26		 58.53   	 -35.61		
302.12   	133.67   	 11.54   	  25.43		 58.39   	 -30.52		
278.63   	102.23   	 11.64   	  35.61		 58.27   	 -35.61		
257.26   	 85.14   	 11.78   	  40.69		 58.13   	 -35.61		
237.12   	 86.06   	 11.94   	  55.95		 57.99   	 -35.61		
223.69   	 86.06   	 12.17   	  61.04		 57.84   	 -30.52		
225.22   	 86.06   	 12.41   	  71.21		 57.72   	 -30.52		
229.49   	 80.57   	 12.70   	  86.47		 57.60   	 -25.43		
235.29   	 76.90   	 13.04   	 101.73		 57.50   	 -25.43		
240.48   	 89.11   	 13.45   	 116.99		 57.40   	 -15.26		
237.73   	 94.60   	 13.92   	 132.25		 57.33   	 -15.26		
232.24   	 93.99   	 14.45   	 152.59		 57.27   	 -15.26		
231.63   	 95.83   	 15.06   	 167.85		 57.21   	 -15.26		
237.73   	 90.94   	 15.73   	 178.03		 57.15   	 -10.17		
240.17   	 89.72   	 16.44   	 183.11		 57.11   	 -10.17		
243.53   	 93.69   	 17.17   	 183.11		 57.07   	 -10.17		
245.36   	 90.94   	 17.90   	 162.77		 57.03   	 -10.17		
246.89   	 95.52   	 18.56   	 137.33		 56.99   	 -10.17		
245.36   	 96.13   	 19.10   	 106.82		 56.95   	  -5.09		
242.00   	 96.44   	 19.53   	  71.21		 56.93   	  -5.09		
249.63   	102.54   	 19.82   	  30.52		 56.91   	   0.00		
251.16   	101.01   	 19.94   	   5.09		 56.91   	  -5.09		
252.69   	104.06   	 19.96   	 -10.17		 56.89   	   0.00		
256.04   	105.29   	 19.92   	  -5.09		 56.89   	  -5.09		
252.99   	103.76   	 19.90   	  15.26		 56.87   	  -5.09		
252.99   	108.64   	 19.96   	  45.78		 56.85   	 -10.17		
252.08   	107.42   	 20.14   	  81.38		 56.81   	 -10.17		
254.52   	108.64   	 20.47   	 122.07		 56.76   	 -15.26		
257.26   	109.25   	 20.96   	 142.42		 56.70   	 -15.26		
252.38   	102.54   	 21.53   	 157.68		 56.64   	 -15.26		
243.53   	 97.66   	 22.16   	 147.51		 56.58   	 -15.26		
232.24   	 86.67   	 22.75   	 122.07		 56.52   	 -25.43		
232.85   	 68.36   	 23.23   	  86.47		 56.42   	 -20.35		
270.08   	 59.51   	 23.58   	  30.52		 56.34   	 -30.52		
350.04   	 61.95   	 23.70   	 -15.26		 56.22   	 -30.52		
448.30   	 84.84   	 23.64   	 -71.21		 56.09   	 -25.43		
559.69   	141.30   	 23.36   	-111.90		 55.99   	 -25.43		
654.91   	215.76   	 22.91   	-142.42		 55.89   	 -25.43		
762.02   	311.28   	 22.34   	-162.77		 55.79   	 -20.35		
867.31   	438.84   	 21.69   	-157.68		 55.71   	 -15.26		
949.40   	596.31   	 21.06   	-142.42		 55.65   	 -15.26		
1047.97   	756.84   	 20.49   	-116.99		 55.58   	 -10.17		
1073.00   	847.78   	 20.02   	 -76.30		 55.54   	 -10.17		
930.79   	755.00   	 19.72   	 -35.61		 55.50   	 -10.17		
700.68   	483.70   	 19.57   	  20.35		 55.46   	 -15.26		
451.36   	149.84   	 19.65   	  71.21		 55.40   	 -10.17		
229.49   	-229.49   	 19.94   	 132.25		 55.36   	 -10.17		
148.01   	-483.09   	 20.47   	 198.37		 55.32   	 -15.26		
249.33   	-569.76   	 21.26   	 269.58		 55.26   	 -10.17		
321.66   	-646.67   	 22.34   	 361.14		 55.22   	 -15.26		
284.42   	-648.50   	 23.78   	 462.87		 55.16   	 -20.35		
270.69   	-587.46   	 25.64   	 595.11		 55.08   	 -15.26		
189.51   	-529.48   	 28.02   	 757.88		 55.02   	 -20.35		
 70.50   	-457.15   	 31.05   	 925.73		 54.93   	 -20.35		
 35.71   	-385.13   	 34.75   	1113.93		 54.85   	 -15.26		
-11.90   	-354.31   	 39.21   	1286.87		 54.79   	 -20.35		
-50.05   	-359.19   	 44.35   	1439.47		 54.71   	 -20.35		
-72.02   	-358.28   	 50.11   	1541.19		 54.63   	 -25.43		
-75.99   	-360.11   	 56.28   	1592.06		 54.53   	 -20.35		
-97.96   	-349.12   	 62.64   	1597.15		 54.45   	 -25.43		
-132.45   	-342.10   	 69.03   	1536.11		 54.34   	 -25.43		
-166.93   	-340.88   	 75.18   	1429.29		 54.24   	 -20.35		
-160.52   	-323.79   	 80.89   	1276.70		 54.16   	 -20.35		
-133.36   	-309.14   	 86.00   	1098.67		 54.08   	 -10.17		
-99.18   	-290.22   	 90.40   	 890.13		 54.04   	   0.00		
-36.01   	-250.24   	 93.96   	 671.41		 54.04   	   0.00		
 25.02   	-206.30   	 96.64   	 447.61		 54.04   	   5.09		
 69.58   	-152.28   	 98.43   	 233.98		 54.06   	  -5.09		
124.51   	-93.08   	 99.37   	  50.86		 54.04   	 -10.17		
164.49   	-39.37   	 99.57   	-106.82		 54.00   	 -20.35		
183.41   	  0.31   	 99.15   	-218.72		 53.92   	 -25.43		
203.55   	 22.58   	 98.27   	-300.10		 53.81   	 -20.35		
215.76   	 33.87   	 97.07   	-335.71		 53.73   	 -20.35		
225.83   	 44.86   	 95.73   	-320.45		 53.65   	 -15.26		
233.46   	 50.66   	 94.45   	-249.24		 53.59   	 -10.17		
239.56   	 55.85   	 93.45   	-122.07		 53.55   	 -10.17		
241.70   	 56.76   	 92.96   	  50.86		 53.51   	  -5.09		
241.39   	 55.54   	 93.16   	 249.24		 53.49   	  -5.09		
240.78   	 56.46   	 94.16   	 467.95		 53.47   	   5.09		
242.92   	 55.85   	 96.03   	 676.50		 53.49   	  15.26		
242.61   	 58.29   	 98.74   	 859.61		 53.55   	  25.43		
242.31   	 56.76   	102.18   	1002.03		 53.65   	  40.69		
242.92   	 54.02   	106.18   	1088.50		 53.81   	  81.38		
243.84   	 54.93   	110.54   	1129.19		 54.14   	 152.59		
242.61   	 53.71   	115.06   	1113.93		 54.75   	 300.10		
242.61   	 51.57   	119.51   	1042.72		 55.95   	 564.60		
241.70   	 49.44   	123.68   	 946.08		 58.21   	 920.65		
239.26   	 47.00   	127.47   	 849.44		 61.89   	1276.70		
239.26   	 43.33   	130.86   	 778.23		 67.00   	1485.24		
238.04   	 41.50   	133.98   	 742.62		 72.94   	1469.98		
238.65   	 38.76   	136.95   	 742.62		 78.82   	1236.01		
236.82   	 34.48   	139.92   	 742.62		 83.76   	 895.22		
235.29   	 30.82   	142.89   	 727.36		 87.34   	 564.60		
231.93   	 25.33   	145.80   	 681.58		 89.60   	 330.62		
225.83   	 20.75   	148.52   	 605.29		 90.93   	 218.72		
223.39   	 14.95   	150.95   	 488.30		 91.80   	 193.29		
220.34   	  9.46   	152.90   	 361.14		 92.57   	 218.72		
216.37   	  3.97   	154.34   	 239.06		 93.45   	 233.98		
213.93   	 -3.05   	155.30   	 127.16		 94.38   	 244.15		
211.18   	 -9.77   	155.81   	  35.61		 95.36   	 233.98		
207.52   	-15.87   	155.95(S)	 -20.35		 96.30   	 218.72		
206.60   	-23.19   	155.87   	 -50.86		 97.17   	 198.37		
207.52   	-28.38   	155.67   	 -61.04		 97.97   	 188.20		
206.30   	-33.87   	155.42   	 -55.95		 98.72   	 167.85		
205.38   	-41.81   	155.20   	 -35.61		 99.39   	 142.42		
207.21   	-45.17   	155.06   	 -20.35		 99.96   	 122.07		
206.30   	-49.44   	154.97   	   0.00		100.45   	  86.47		
209.66   	-52.19   	154.97   	   5.09		100.79   	  55.95		
216.06   	-53.41   	154.99   	   0.00		101.02   	  30.52		
221.25   	-53.41   	154.99   	 -25.43		101.14   	   5.09		
231.93   	-51.27   	154.89   	 -45.78		101.16   	  -5.09		
241.09   	-50.66   	154.71   	 -81.38		101.14   	 -20.35		
253.60   	-44.25   	154.38   	-116.99		101.06   	 -30.52		
268.55   	-36.62   	153.92   	-142.42		100.94   	 -45.78		
284.42   	-29.30   	153.35   	-178.03		100.75   	 -55.95		
300.90   	-17.40   	152.63   	-213.63		100.53   	 -71.21		
318.91   	 -5.49   	151.78   	-239.06		100.24   	 -86.47		
337.52   	  7.63   	150.82   	-269.58		 99.90   	-101.73		
354.61   	 22.89   	149.75   	-295.01		 99.49   	-116.99		
372.31   	 38.45   	148.57   	-320.45		 99.02   	-132.25		
389.10   	 54.63   	147.28   	-350.97		 98.49   	-147.51		
402.22   	 69.58   	145.88   	-386.57		 97.90   	-162.77		
412.90   	 84.23   	144.33   	-417.09		 97.25   	-167.85		
420.53   	100.10   	142.66   	-437.43		 96.58   	-183.11		
422.97   	118.41   	140.92   	-452.69		 95.85   	-193.29		
418.70   	142.82   	139.10   	-462.87		 95.08   	-198.37		
416.56   	165.41   	137.25   	-457.78		 94.28   	-208.54		
418.09   	179.14   	135.42   	-467.95		 93.45   	-208.54		
417.79   	175.48   	133.55   	-478.13		 92.61   	-213.63		
435.79   	151.98   	131.64   	-503.56		 91.76   	-218.72		
453.49   	120.24   	129.62   	-539.16		 90.88   	-218.72		
472.11   	 83.31   	127.47   	-600.20		 90.01   	-213.63		
513.00   	 50.66   	125.07   	-676.50		 89.16   	-218.72		
542.30   	 34.18   	122.36   	-757.88		 88.28   	-213.63		
566.71   	 30.52   	119.33   	-834.18		 87.43   	-208.54		
583.50   	 52.19   	115.99   	-900.30		 86.59   	-203.46		
600.59   	 52.49   	112.39   	-956.25		 85.78   	-198.37		
591.13   	-68.66   	108.57   	-986.77		 84.98   	-188.20		
537.11   	-263.37   	104.62   	-991.86		 84.23   	-183.11		
503.54   	-556.34   	100.65   	-986.77		 83.50   	-167.85		
444.34   	-856.93   	 96.70   	-956.25		 82.83   	-162.77		
430.30   	-1053.77   	 92.88   	-905.39		 82.18   	-147.51		
514.22   	-1196.29   	 89.26   	-839.26		 81.59   	-137.33		
600.28   	-1268.31   	 85.90   	-757.88		 81.04   	-132.25		
707.70   	-1339.11   	 82.87   	-671.41		 80.51   	-122.07		
850.52   	-1405.94   	 80.18   	-605.29		 80.02   	-111.90		
1080.02   	-1421.81   	 77.76   	-534.08		 79.57   	-106.82		
1375.12   	-1409.00   	 75.63   	-493.39		 79.15   	 -96.64		
1567.38   	-1358.34   	 73.65   	-462.87		 78.76   	 -91.56		
1615.91(R)	-1267.40   	 71.80   	-467.95		 78.39   	 -86.47		
1438.60   	-1162.11   	 69.93   	-508.65		 78.05   	 -81.38		
1088.26   	-1043.40   	 67.89   	-579.86		 77.72   	 -76.30		
773.01   	-872.80   	 65.57   	-661.24		 77.42   	 -81.38		
545.35   	-693.36   	 62.93   	-737.54		 77.09   	 -71.21		
391.24   	-528.87   	 59.98   	-778.23		 76.81   	 -76.30		
271.91   	-394.29   	 56.87   	-783.31		 76.50   	 -71.21		
223.69   	-316.16   	 53.73   	-752.79		 76.22   	 -71.21		
244.75   	-259.09   	 50.72   	-686.67		 75.93   	 -66.12		
264.89   	-185.24   	 47.98   	-600.20		 75.67   	 -61.04		
289.92   	-98.57   	 45.57   	-488.30		 75.42   	 -61.04		
312.81   	  5.80   	 43.62   	-386.57		 75.18   	 -55.95		
295.41   	107.42   	 42.08   	-279.75		 74.95   	 -50.86		
278.63   	169.07   	 40.96   	-183.11		 74.75   	 -55.95		
303.96   	197.45   	 40.22   	 -91.56		 74.53   	 -55.95		
309.75   	210.57   	 39.86   	  -5.09		 74.30   	 -50.86		
297.24   	216.98   	 39.84   	  66.12		 74.10   	 -55.95		
283.51   	220.95   	 40.10   	 137.33		 73.88   	 -50.86		
281.98   	226.14   	 40.65   	 188.20		 73.67   	 -50.86		
283.20   	235.29   	 41.40   	 249.24		 73.47   	 -45.78		
281.98   	239.26   	 42.40   	 310.27		 73.29   	 -45.78		
280.76   	242.00   	 43.64   	 371.31		 73.10   	 -40.69		
275.27   	248.11   	 45.13   	 432.35		 72.94   	 -40.69		
273.44   	252.08   	 46.86   	 498.47		 72.78   	 -45.78		
272.83   	256.65   	 48.85   	 554.42		 72.59   	 -50.86		
273.74   	260.31   	 51.07   	 610.37		 72.39   	 -55.95		
275.88   	267.03   	 53.51   	 651.07		 72.17   	 -66.12		
278.93   	275.88   	 56.11   	 691.76		 71.90   	 -61.04		
285.64   	283.81   	 58.88   	 717.19		 71.66   	 -66.12		
295.10   	292.97   	 61.75   	 717.19		 71.39   	 -61.04		
306.70   	303.34   	 64.62   	 701.93		 71.15   	 -61.04		
314.94   	311.28   	 67.43   	 661.24		 70.91   	 -50.86		
321.35   	321.66   	 70.07   	 610.37		 70.70   	 -45.78		
326.23   	329.90   	 72.51   	 539.16		 70.52   	 -35.61		
325.62   	336.61   	 74.67   	 452.69		 70.38   	 -35.61		
322.27   	347.90   	 76.48   	 361.14		 70.23   	 -30.52		
320.43   	359.50   	 77.92   	 259.41		 70.11   	 -30.52		
323.18   	374.15   	 78.96   	 162.77		 69.99   	 -30.52		
335.08   	391.54   	 79.61   	  66.12		 69.87   	 -35.61		
355.83   	408.33   	 79.88   	 -20.35		 69.73   	 -30.52		
379.94   	420.53   	 79.80   	 -91.56		 69.60   	 -30.52		
392.15   	429.69   	 79.43   	-147.51		 69.48   	 -30.52		
377.81   	434.88   	 78.84   	-183.11		 69.36   	 -25.43		
352.78   	435.79   	 78.11   	-203.46		 69.26   	 -25.43		
331.73   	446.78   	 77.29   	-203.46		 69.16   	 -20.35		
315.86   	463.56   	 76.48   	-188.20		 69.07   	 -15.26		
332.34   	487.67   	 75.73   	-162.77		 69.01   	 -20.35		
350.95   	515.14   	 75.08   	-127.16		 68.93   	 -20.35		
341.49   	528.26   	 74.57   	 -96.64		 68.85   	 -20.35		
339.97   	536.50   	 74.18   	 -66.12		 68.77   	 -25.43		
325.93   	536.19   	 73.92   	 -40.69		 68.67   	 -15.26		
303.04   	539.25   	 73.75   	 -25.43		 68.61   	 -20.35		
298.16   	550.23   	 73.65   	 -30.52		 68.52   	 -10.17		
275.27   	549.93   	 73.53   	 -40.69		 68.48   	 -15.26		
238.95   	532.53   	 73.37   	 -61.04		 68.42   	 -10.17		
207.82   	505.98   	 73.12   	-101.73		 68.38   	  -5.09		
175.78   	480.35   	 72.72   	-147.51		 68.36   	  -5.09		
152.89   	466.92   	 72.13   	-188.20		 68.34   	   0.00		
140.99   	468.14   	 71.37   	-228.89		 68.34   	  15.26		
138.24   	474.55   	 70.46   	-254.32		 68.40   	  25.43		
136.72   	471.19   	 69.44   	-274.67		 68.50   	  50.86		
139.16   	461.12   	 68.34   	-279.75		 68.71   	  71.21		
144.96   	456.54   	 67.22   	-269.58		 68.99   	  91.56		
147.09   	451.97   	 66.14   	-254.32		 69.36   	 106.82		
155.03   	447.08   	 65.13   	-233.98		 69.79   	 122.07		
163.27   	437.93   	 64.19   	-213.63		 70.27   	 122.07		
175.17   	423.89   	 63.34   	-208.54		 70.76   	 122.07		
186.46   	408.33   	 62.50   	-208.54		 71.25   	 116.99		
196.84   	389.71   	 61.67   	-228.89		 71.72   	  96.64		
211.18   	372.62   	 60.75   	-269.58		 72.11   	  81.38		
224.91   	353.70   	 59.67   	-325.53		 72.43   	  66.12		
241.09   	333.25   	 58.37   	-386.57		 72.70   	  50.86		
257.26   	314.64   	 56.83   	-437.43		 72.90   	  40.69		
271.30   	296.63   	 55.08   	-478.13		 73.06   	  35.61		
285.03   	278.32   	 53.16   	-488.30		 73.20   	  30.52		
298.16   	262.15   	 51.21   	-478.13		 73.33   	  30.52		
309.45   	245.97   	 49.30   	-447.61		 73.45   	  25.43		
318.30   	232.24   	 47.51   	-412.00		 73.55   	  15.26		
327.15   	220.03   	 45.86   	-371.31		 73.61   	  10.17		
335.39   	207.82   	 44.37   	-320.45		 73.65   	   0.00		
341.49   	198.36   	 43.09   	-274.67		 73.65   	 -10.17		
348.82   	190.43   	 41.99   	-244.15		 73.61   	 -15.26		
352.17   	184.63   	 41.02   	-213.63		 73.55   	 -20.35		
353.09   	180.05   	 40.16   	-193.29		 73.47   	 -30.52		
353.39   	172.42   	 39.39   	-193.29		 73.35   	 -35.61		
354.31   	168.46   	 38.62   	-188.20		 73.20   	 -45.78		
355.53   	162.96   	 37.86   	-203.46		 73.02   	 -50.86		
355.53   	158.08   	 37.05   	-218.72		 72.82   	 -66.12		
356.14   	155.33   	 36.17   	-233.98		 72.55   	 -71.21		
355.22   	152.89   	 35.24   	-244.15		 72.27   	 -86.47		
352.78   	153.20   	 34.26   	-264.50		 71.92   	 -91.56		
350.95   	150.76   	 33.20   	-264.50		 71.56   	 -91.56		
349.73   	151.06   	 32.15   	-264.50		 71.19   	 -96.64		
347.60   	151.98   	 31.09   	-249.24		 70.80   	 -91.56		
345.15   	149.54   	 30.09   	-233.98		 70.44   	 -86.47		
343.32   	150.76   	 29.16   	-213.63		 70.09   	 -86.47		
339.36   	149.84   	 28.30   	-183.11		 69.75   	 -81.38		
335.69   	148.01   	 27.57   	-162.77		 69.42   	 -81.38		
333.56   	149.23   	 26.92   	-142.42		 69.09   	 -76.30		
331.12   	149.54   	 26.35   	-127.16		 68.79   	 -81.38		
329.90   	151.37   	 25.84   	-111.90		 68.46   	 -76.30		
326.23   	151.37   	 25.39   	-116.99		 68.16   	 -71.21		
324.40   	152.28   	 24.92   	-111.90		 67.87   	 -66.12		
323.18   	152.89   	 24.48   	-116.99		 67.61   	 -61.04		
323.79   	154.11   	 24.01   	-116.99		 67.36   	 -55.95		
325.32   	158.39   	 23.54   	-122.07		 67.14   	 -50.86		
325.62   	159.00   	 23.05   	-116.99		 66.94   	 -50.86		
324.40   	159.61   	 22.58   	-116.99		 66.73   	 -50.86		
323.49   	161.13   	 22.12   	-106.82		 66.53   	 -61.04		
326.84   	162.05   	 21.69   	 -91.56		 66.29   	 -61.04		
328.06   	163.88   	 21.32   	 -86.47		 66.04   	 -61.04		
330.51   	166.63   	 20.98   	 -71.21		 65.80   	 -66.12		
332.64   	167.24   	 20.69   	 -61.04		 65.53   	 -66.12		
331.42   	167.85   	 20.45   	 -45.78		 65.27   	 -61.04		
334.17   	168.76   	 20.26   	 -35.61		 65.03   	 -55.95		
337.22   	171.20   	 20.12   	 -20.35		 64.80   	 -55.95		
338.13   	173.65   	 20.04   	  -5.09		 64.58   	 -50.86		
341.49   	174.56   	 20.02   	  -5.09		 64.37   	 -50.86		
343.32   	176.09   	 20.00(D)	   5.09		 64.17   	 -45.78		
345.46   	176.70   	 20.02   	  10.17		 63.99   	 -45.78		
347.60   	176.39   	 20.06   	   5.09		 63.80   	 -50.86		
349.43   	177.31   	 20.08   	  10.17		 63.60   	 -45.78		
352.17   	178.83   	 20.12   	   5.09		 63.42   	 -40.69		
351.87   	177.61   	 20.14   	  10.17		 63.26   	 -40.69		
355.22   	179.75   	 20.18   	   5.09		 63.09   	 -35.61		
357.36   	180.97   	 20.20   	  10.17		 62.95   	 -30.52		
357.97   	181.88   	 20.24   	  20.35		 62.83   	 -30.52		
360.11   	182.80   	 20.33   	  20.35		 62.71   	 -25.43		
361.94   	183.41   	 20.41   	  35.61		 62.60   	 -30.52		
