  I     	  II     	  LV     	  LV'		  AO     	  AO'		
-65.31   	-265.20   	 67.12   	5396.72		 36.01   	1729.39		
-54.93   	-300.90   	 88.71   	3245.16		 42.93   	 935.91		
-23.19   	-344.54   	101.69   	 223.80		 46.67   	 406.92		
 -1.83   	-339.36   	102.58   	-2456.76		 48.30   	 966.43		
 -2.14   	-272.52   	 92.76   	-3260.41		 52.17   	1063.07		
-16.17   	-182.19   	 79.71   	-2421.15		 56.42   	 554.42		
-30.52   	-120.24   	 70.03   	-1383.51		 58.64   	 198.37		
-36.62   	-108.64   	 64.50   	-274.67		 59.43   	-193.29		
-35.40   	-130.92   	 63.40   	1149.54		 58.66   	   0.00		
-31.43   	-155.64   	 68.00   	2197.35		 58.66   	 757.88		
-29.30   	-162.35   	 76.79   	2370.29		 61.69   	 600.20		
-30.82   	-151.98   	 86.27   	1978.63		 64.09   	  35.61		
-34.79   	-137.33   	 94.18   	1444.55		 64.23   	 106.82		
-38.15   	-128.17   	 99.96   	 762.97		 64.66   	 391.66		
-39.37   	-125.43   	103.01   	-559.51		 66.23   	 233.98		
-37.84   	-125.73   	100.77   	-2227.87		 67.16   	-681.58		
-35.40   	-125.73   	 91.86   	-2909.45		 64.44   	-1592.06		
-33.87   	-124.51   	 80.22   	-1948.11		 58.07   	-2029.49		
-33.26   	-121.77   	 72.43   	 330.62		 49.95   	-986.77		
-33.26   	-118.71   	 73.75   	3168.86		 46.00   	 854.52		
-32.65   	-116.27   	 86.43   	5147.49		 49.42   	1251.27		
-32.96   	-116.27   	107.02   	4613.41		 54.43   	 361.14		
-34.18   	-119.32   	125.47   	2721.25		 55.87   	-1047.81		
-36.01   	-121.46   	136.36   	1454.72		 51.68   	-788.40		
-36.62   	-119.63   	142.18   	 386.57		 48.52   	1093.59		
-36.01   	-112.00   	143.72(S)	-1002.03		 52.90   	1515.76		
-33.87   	-101.93   	139.71   	-1602.23		 58.96   	1068.15		
-31.13   	-93.08   	133.31   	-1103.76		 63.23   	1210.58		
-29.30   	-89.11   	128.89   	-264.50		 68.08   	 879.96		
-27.16   	-87.89   	127.83   	  20.35		 71.60   	 300.10		
-24.11   	-86.06   	127.91   	-137.33		 72.80   	1083.41		
-20.75   	-81.18   	127.36   	-188.20		 77.13   	 996.94		
-17.40   	-73.85   	126.61   	-295.01		 81.12(S)	-935.91		
-14.95   	-65.61   	125.43   	-447.61		 77.38   	-1912.51		
-12.82   	-56.15   	123.64   	-1032.55		 69.73   	-1266.53		
-10.07   	-45.47   	119.51   	-1648.01		 64.66   	-1286.87		
 -6.41   	-34.48   	112.92   	-1429.29		 59.51   	-915.56		
 -2.75   	-24.41   	107.20   	-239.06		 55.85   	-279.75		
 -0.61   	-17.09   	106.25   	 824.00		 54.73   	 376.40		
  0.00   	-12.82   	109.54   	1078.33		 56.24   	 874.87		
  0.00   	 -9.46   	113.86   	1093.59		 59.74   	 -20.35		
  0.92   	 -5.80   	118.23   	 579.86		 59.65   	 137.33		
  2.75   	 -3.05   	120.55   	-305.19		 60.20   	 625.63		
  4.88   	 -1.83   	119.33   	-869.78		 62.71   	 -40.69		
  7.02   	 -2.44   	115.85   	-1236.01		 62.54   	-122.07		
 10.68   	 -1.83   	110.90   	-1190.23		 62.05   	 345.88		
 17.40   	  3.97   	106.14   	-1047.81		 63.44   	  15.26		
 25.63   	 15.26   	101.95   	-1642.92		 63.50   	-554.42		
 32.65   	 27.47   	 95.38   	-1932.85		 61.28   	-452.69		
 35.10   	 35.10   	 87.65   	-930.82		 59.47   	 549.34		
 33.26   	 36.32   	 83.93   	  86.47		 61.67   	 457.78		
 30.21   	 34.18   	 84.27   	 595.11		 63.50   	-707.02		
 29.30   	 33.57   	 86.65   	 569.68		 60.67   	-310.27		
 31.13   	 36.01   	 88.93   	 406.92		 59.43   	 -76.30		
 33.26   	 37.84   	 90.56   	 345.88		 59.12   	-122.07		
 32.35   	 34.48   	 91.94   	 -20.35		 58.64   	 584.94		
 29.30   	 25.02   	 91.86   	-554.42		 60.98   	 666.32		
 25.94   	 13.73   	 89.64   	-727.36		 63.64   	 -30.52		
 25.02   	  6.10   	 86.73   	-768.05		 63.52   	-203.46		
 25.94   	  4.58   	 83.66   	-818.92		 62.71   	  61.04		
 26.86   	  5.19   	 80.39   	-676.50		 62.95   	 -76.30		
 25.33   	  3.66   	 77.68   	-462.87		 62.64   	-254.32		
 21.06   	 -0.92   	 75.83   	-376.40		 61.63   	-178.03		
 17.09   	 -7.02   	 74.32   	-203.46		 60.92   	-106.82		
 14.95   	-11.60   	 73.51   	-325.53		 60.49   	 122.07		
 14.04   	-15.26   	 72.21   	-757.88		 60.98   	  96.64		
 12.21   	-22.28   	 69.18   	-920.65		 61.36   	-228.89		
  6.71   	-34.18   	 65.49   	-935.91		 60.45   	-137.33		
 -2.44   	-49.74   	 61.75   	-1012.20		 59.90   	  25.43		
-10.99   	-62.87   	 57.70   	-747.71		 60.00   	 -66.12		
-15.87   	-69.89   	 54.71   	-350.97		 59.74   	 127.16		
-16.17   	-72.02   	 53.31   	-295.01		 60.24   	 279.75		
-14.65   	-73.55   	 52.13   	-467.95		 61.36   	 -96.64		
-15.26   	-78.74   	 50.25   	-778.23		 60.98   	-508.65		
-19.23   	-85.14   	 47.14   	-1017.29		 58.94   	-625.63		
-23.50   	-86.06   	 43.07   	-895.22		 56.44   	-437.43		
-23.80   	-75.68   	 39.49   	-452.69		 54.69   	 -66.12		
-17.70   	-53.41   	 37.68   	 116.99		 54.43   	 147.51		
 -7.63   	-21.36   	 38.15   	 167.85		 55.02   	 193.29		
  3.36   	 17.40   	 38.82   	-284.84		 55.79   	 106.82		
 15.26   	 58.29   	 37.68   	-508.65		 56.22   	 106.82		
 34.18   	 89.42   	 35.65   	-966.43		 56.64   	 483.21		
 65.00   	 83.62   	 31.78   	-1525.93		 58.58   	 335.71		
107.73   	  0.61   	 25.68   	-1602.23		 59.92   	-300.10		
153.20   	-185.24   	 19.27   	-1480.16		 58.72   	-498.47		
187.68   	-465.39   	 13.35   	-707.02		 56.72   	-325.53		
202.03   	-795.59   	 10.52   	 371.31		 55.42   	 376.40		
194.40   	-1111.76   	 12.00   	 600.20		 56.93   	 651.07		
169.37   	-1358.34   	 14.40   	 152.59		 59.53   	-376.40		
134.28   	-1507.87   	 15.02   	-325.53		 58.03   	-1093.59		
 92.16   	-1556.40(R)	 13.71   	-457.78		 53.65   	-569.68		
 45.78   	-1514.89   	 11.88   	-223.80		 51.37   	 137.33		
 -0.31   	-1404.42   	 10.99(E)	  61.04		 51.92   	 356.05		
-39.67   	-1252.44   	 11.23   	 284.84		 53.35   	 340.79		
-66.53   	-1083.37   	 12.37   	 442.52		 54.71   	 330.62		
-79.65   	-913.09   	 14.14   	 473.04		 56.03   	 239.06		
-83.92   	-751.34   	 16.03   	 427.26		 56.99   	  35.61		
-87.89   	-609.13   	 17.74   	 335.71		 57.13   	-137.33		
-96.13   	-502.01   	 19.08   	 172.94		 56.58   	-228.89		
-105.29   	-440.37   	 19.78   	  81.38		 55.67   	-295.01		
-108.95   	-413.51   	 20.10   	 183.11		 54.49   	-249.24		
-101.62   	-391.24   	 20.83   	 371.31		 53.49   	 -50.86		
-83.92   	-344.54   	 22.32   	 325.53		 53.29   	 152.59		
-63.17   	-268.86   	 23.62   	 172.94		 53.90   	 152.59		
-47.61   	-184.33   	 24.31   	 106.82		 54.51   	 147.51		
-41.50   	-118.71   	 24.74   	 -35.61		 55.10   	 122.07		
-43.95   	-83.62   	 24.60   	-198.37		 55.58   	-111.90		
-49.74   	-68.97   	 23.80   	-218.72		 55.14   	-284.84		
-53.71   	-55.24   	 22.93   	-106.82		 54.00   	-223.80		
-52.80   	-30.82   	 22.50   	  61.04		 53.10   	-167.85		
-46.69   	  0.31   	 22.75   	 279.75		 52.43   	-142.42		
-38.15   	 25.33   	 23.87   	 478.13		 51.86   	 -40.69		
-31.13   	 35.10   	 25.78   	 584.94		 51.70   	  30.52		
-28.99   	 32.96   	 28.12   	 590.03		 51.82   	  25.43		
-30.52   	 35.40   	 30.48   	 513.73		 51.92   	  15.26		
-32.96   	 58.59   	 32.53   	 366.22		 51.98   	  20.35		
-32.35   	105.59   	 34.00   	 142.42		 52.06   	 -20.35		
-27.77   	164.18   	 34.57   	 -81.38		 51.98   	 -86.47		
-21.06   	215.15   	 34.24   	-137.33		 51.64   	 -81.38		
-14.95   	245.36   	 33.69   	  40.69		 51.31   	  45.78		
-11.60   	255.74   	 33.86   	 376.40		 51.50   	 162.77		
-10.68   	255.43   	 35.36   	 590.03		 52.15   	 167.85		
-10.38   	255.74   	 37.72   	 773.14		 52.82   	  81.38		
-10.07   	261.54   	 40.81   	 971.51		 53.14   	  96.64		
-10.07   	272.52   	 44.70   	 813.83		 53.53   	 172.94		
 -9.77   	285.95   	 47.96   	 432.35		 54.22   	  15.26		
 -9.16   	299.68   	 49.68   	 178.03		 54.28   	 -81.38		
 -8.24   	313.72   	 50.40   	 -86.47		 53.96   	 122.07		
 -7.02   	329.59   	 50.05   	-330.62		 54.45   	 122.07		
 -6.10   	347.90   	 48.73   	-315.36		 54.93   	 -91.56		
 -5.49   	367.13   	 47.47   	-233.98		 54.57   	 -96.64		
 -4.58   	383.61   	 46.53   	-274.67		 54.18   	-122.07		
 -2.75   	396.42   	 45.43   	-228.89		 53.69   	-269.58		
  0.92   	408.33   	 44.52   	 -40.69		 52.61   	-188.20		
  6.71   	423.58   	 44.35   	 101.73		 51.86   	  -5.09		
 13.12   	445.56   	 44.76   	 137.33		 51.84   	 -20.35		
 18.31   	472.41   	 45.31   	  71.21		 51.76   	 -86.47		
 22.28   	499.27   	 45.59   	 -66.12		 51.41   	 -50.86		
 24.72   	520.32   	 45.33   	-233.98		 51.21   	 -45.78		
 26.86   	534.06   	 44.39   	-366.22		 51.03   	 -81.38		
 28.99   	542.91   	 42.93   	-442.52		 50.70   	 -81.38		
 31.74   	552.06   	 41.16   	-457.78		 50.38   	 -66.12		
 33.87   	565.49   	 39.33   	-401.83		 50.11   	 -50.86		
 35.71   	582.89   	 37.72   	-345.88		 49.91   	 -25.43		
 37.23   	599.06   	 36.34   	-305.19		 49.81   	   0.00		
 38.76   	608.83   	 35.12   	-310.27		 49.81   	   5.09		
 39.98   	609.74   	 33.88   	-386.57		 49.83   	   0.00		
 41.20   	602.11   	 32.33   	-462.87		 49.83   	 -45.78		
 41.81   	589.29   	 30.48   	-473.04		 49.64   	 -96.64		
 40.89   	572.51   	 28.59   	-452.69		 49.26   	 -55.95		
 39.06   	551.45   	 26.78   	-483.21		 49.03   	   0.00		
 36.62   	527.04   	 24.84   	-559.51		 49.03   	 -30.52		
 34.48   	500.79   	 22.60   	-595.11		 48.91   	-101.73		
 32.96   	477.60   	 20.22   	-559.51		 48.50   	-132.25		
 31.43   	461.73   	 17.99   	-442.52		 47.98   	-106.82		
 30.52   	456.54   	 16.22   	-264.50		 47.55   	 -40.69		
 32.35   	465.70   	 15.16   	-116.99		 47.39   	  15.26		
 39.67   	484.62   	 14.69   	 -61.04		 47.45   	  10.17		
 56.15   	498.05   	 14.45   	 -61.04		 47.49   	 -15.26		
 81.79   	478.82   	 14.20   	-116.99		 47.43   	 -20.35		
113.83   	398.86   	 13.73   	-172.94		 47.34   	 -10.17		
147.09   	245.97   	 13.04   	-213.63		 47.30   	 -20.35		
176.09   	 31.13   	 12.19   	-203.46		 47.22   	 -35.61		
195.31   	-220.64   	 11.37   	-152.59		 47.08   	 -30.52		
200.20   	-486.45   	 10.76   	-111.90		 46.96   	   0.00		
189.51   	-755.62   	 10.32   	 -66.12		 46.96   	   0.00		
163.27   	-1014.71   	 10.05   	 -15.26		 46.96   	 -10.17		
122.99   	-1231.08   	  9.99(E)	  71.21		 46.92   	   0.00		
 71.11   	-1357.42   	 10.27   	 152.59		 46.92   	  25.43		
 11.29   	-1358.64(R)	 10.89   	 239.06		 47.02   	  25.43		
-49.44   	-1240.54   	 11.84   	 335.71		 47.12   	  40.69		
-101.32   	-1051.03   	 13.18   	 473.04		 47.28   	  55.95		
-133.97   	-852.66   	 15.08   	 615.46		 47.51   	  66.12		
-144.04   	-687.56   	 17.54   	 742.62		 47.77   	  45.78		
-136.41   	-564.58   	 20.51   	 829.09		 47.96   	   5.09		
-121.77   	-473.33   	 23.82   	 818.92		 47.98   	 -35.61		
-108.64   	-404.05   	 27.10   	 691.76		 47.83   	 -55.95		
-100.40   	-352.17   	 29.87   	 539.16		 47.61   	 -66.12		
-94.30   	-313.72   	 32.02   	 473.04		 47.34   	 -35.61		
-85.75   	-279.85   	 33.92   	 305.19		 47.20   	  45.78		
-73.55   	-238.95   	 35.14   	-132.25		 47.39   	  30.52		
-60.42   	-185.55   	 34.61   	-483.21		 47.51   	 -76.30		
-50.96   	-121.77   	 32.68   	-523.90		 47.20   	  15.26		
-47.91   	-58.29   	 30.58   	-350.97		 47.26   	 152.59		
-50.35   	 -6.10   	 29.18   	-111.90		 47.87   	  66.12		
-54.63   	 25.94   	 28.73   	 142.42		 48.14   	 -61.04		
-56.15   	 36.01   	 29.30   	 432.35		 47.89   	-106.82		
-52.19   	 30.52   	 31.03   	 732.45		 47.47   	-172.94		
-45.17   	 22.28   	 33.96   	1012.20		 46.77   	-198.37		
-37.84   	 22.58   	 38.01   	1154.62		 45.98   	 -86.47		
-34.48   	 34.79   	 42.62   	1078.33		 45.64   	  10.17		
-34.79   	 51.57   	 46.94   	 666.32		 45.68   	  86.47		
-37.54   	 63.78   	 49.60   	  20.35		 46.02   	 101.73		
-38.76   	 65.31   	 49.68   	-152.59		 46.43   	 101.73		
