  I     	  II     	  AO     	  AO'		  AO     	  AO'		
-16.48   	110.78   	 78.47   	 -15.26		 81.34   	 -81.38		
-12.82   	125.43   	 78.41   	  20.35		 81.02   	 -86.47		
-10.68   	130.92   	 78.49   	  10.17		 80.67   	 -81.38		
 -9.77   	127.56   	 78.53   	 -50.86		 80.35   	 -71.21		
 -8.85   	117.80   	 78.33   	-111.90		 80.06   	 -71.21		
 -7.63   	102.84   	 77.88   	-162.77		 79.78   	 -86.47		
 -6.41   	 83.31   	 77.23   	-147.51		 79.43   	 -91.56		
 -6.71   	 59.20   	 76.64   	 -81.38		 79.06   	 -86.47		
 -8.54   	 34.18   	 76.32   	  -5.09		 78.72   	 -61.04		
-11.90   	 13.12   	 76.30   	  35.61		 78.47   	 -45.78		
-16.78   	  0.31   	 76.44   	  50.86		 78.29   	 -45.78		
-21.97   	 -4.27   	 76.64   	  71.21		 78.11   	 -50.86		
-26.55   	 -5.49   	 76.93   	  81.38		 77.90   	 -35.61		
-29.91   	-10.38   	 77.25   	  66.12		 77.76   	 -20.35		
-32.65   	-22.58   	 77.52   	  10.17		 77.68   	 -25.43		
-34.48   	-39.67   	 77.56   	 -71.21		 77.58   	 -25.43		
-36.32   	-56.15   	 77.27   	-132.25		 77.48   	 -25.43		
-37.84   	-65.92   	 76.74   	-157.68		 77.38   	 -25.43		
-39.06   	-69.27   	 76.11   	-157.68		 77.27   	 -25.43		
-39.67   	-69.89   	 75.48   	-137.33		 77.17   	 -25.43		
-40.28   	-72.33   	 74.93   	 -91.56		 77.07   	 -20.35		
-40.89   	-79.04   	 74.57   	 -30.52		 76.99   	 -25.43		
-42.11   	-86.67   	 74.45   	  35.61		 76.89   	 -30.52		
-43.33   	-91.25   	 74.59   	  40.69		 76.76   	 -30.52		
-43.95   	-89.72   	 74.75   	  -5.09		 76.64   	 -30.52		
-43.33   	-84.23   	 74.73   	 -40.69		 76.52   	 -40.69		
-42.72   	-78.13   	 74.57   	 -45.78		 76.36   	 -45.78		
-43.64   	-74.46   	 74.38   	 -40.69		 76.17   	 -40.69		
-46.08   	-73.24   	 74.22   	 -55.95		 76.01   	 -35.61		
-50.35   	-71.41   	 74.00   	 -81.38		 75.87   	 -45.78		
-55.85   	-64.70   	 73.67   	 -91.56		 75.69   	 -55.95		
-62.87   	-51.88   	 73.31   	-101.73		 75.46   	 -61.04		
-70.80   	-34.79   	 72.90   	-111.90		 75.22   	 -61.04		
-76.60   	-17.40   	 72.45   	-111.90		 74.97   	 -66.12		
-73.55   	  0.61   	 72.00   	-101.73		 74.71   	 -76.30		
-52.80   	 29.60   	 71.60   	-101.73		 74.40   	 -81.38		
 -7.93   	 85.45   	 71.19   	-106.82		 74.08   	 -76.30		
 61.95   	181.27   	 70.76   	 -96.64		 73.77   	 -86.47		
152.89   	301.21   	 70.38   	 -66.12		 73.43   	 -91.56		
255.13   	393.68   	 70.11   	 -45.78		 73.06   	 -86.47		
351.56   	399.17(R)	 69.93   	 -35.61		 72.72   	 -76.30		
418.09   	287.17   	 69.79   	 -10.17		 72.41   	 -76.30		
428.47   	 92.16   	 69.75   	  30.52		 72.11   	 -71.21		
368.35   	-101.62   	 69.87   	  50.86		 71.82   	 -50.86		
247.80   	-216.37   	 70.07   	  40.69		 71.62   	 -45.78		
104.98   	-234.99   	 70.23   	  10.17		 71.43   	 -45.78		
-13.12   	-205.99   	 70.27   	 -20.35		 71.25   	 -40.69		
-75.68   	-191.65   	 70.19   	 -61.04		 71.09   	 -40.69		
-82.09   	-212.71   	 69.95   	-142.42		 70.93   	 -45.78		
-57.07   	-238.95   	 69.38   	-269.58		 70.74   	 -50.86		
-31.43   	-224.00   	 68.30   	-366.22		 70.54   	 -71.21		
-21.06   	-153.20   	 66.84   	-284.84		 70.25   	 -91.56		
-24.41   	-58.29   	 65.70   	 -45.78		 69.89   	-101.73		
-32.04   	 12.82   	 65.51   	 228.89		 69.48   	 -76.30		
-37.84   	 36.01   	 66.43   	 442.52		 69.18   	 -40.69		
-41.20   	 21.97   	 68.20   	 584.94		 69.01   	  -5.09		
-43.33   	  0.00   	 70.54   	 620.55		 68.99   	  25.43		
-45.78   	 -7.93   	 73.02   	 534.08		 69.09   	  40.69		
-48.22   	  1.83   	 75.16   	 417.09		 69.26   	  30.52		
-49.44   	 18.62   	 76.83   	 340.79		 69.38   	  40.69		
-50.05   	 31.13   	 78.19   	 249.24		 69.54   	  61.04		
-50.35   	 35.71   	 79.19   	 167.85		 69.79   	  91.56		
-50.35   	 34.48   	 79.86   	 254.32		 70.15   	 142.42		
-49.74   	 31.43   	 80.87   	 498.47		 70.72   	 218.72		
-49.13   	 30.21   	 82.87   	 752.79		 71.60   	 320.45		
-48.22   	 31.43   	 85.88   	 895.22		 72.88   	 401.83		
-47.00   	 35.10   	 89.46   	 890.13		 74.49   	 432.35		
-45.47   	 39.67   	 93.02   	 676.50		 76.22   	 457.78		
-43.95   	 43.64   	 95.73   	 310.27		 78.05   	 488.30		
-43.64   	 46.39   	 96.97   	 -61.04		 80.00   	 498.47		
-43.95   	 48.83   	 96.72   	-335.71		 81.99   	 483.21		
-45.17   	 51.57   	 95.38   	-452.69		 83.93   	 442.52		
-44.86   	 55.54   	 93.57   	-391.66		 85.70   	 371.31		
-43.33   	 61.34   	 92.00   	-198.37		 87.18   	 345.88		
-40.59   	 67.75   	 91.21   	  35.61		 88.57   	 350.97		
-37.84   	 74.16   	 91.35   	 330.62		 89.97   	 320.45		
-35.40   	 80.57   	 92.68   	 656.15		 91.25   	 305.19		
-33.87   	 86.06   	 95.30   	 869.78		 92.47   	 350.97		
-32.96   	 91.86   	 98.78   	 981.68		 93.88   	 381.48		
-32.04   	 97.96   	102.71   	1042.72		 95.40   	 361.14		
-31.13   	105.59   	106.88   	 956.25		 96.85   	 386.57		
-29.60   	115.05   	110.70   	 656.15		 98.39   	 462.87		
-27.16   	126.04   	113.33   	 376.40		100.24   	 457.78		
-23.80   	136.41   	114.83   	 254.32		102.07   	 406.92		
-20.14   	145.87   	115.85   	 157.68		103.70   	 396.74		
-16.48   	154.11   	116.48   	  35.61		105.29   	 457.78		
-13.12   	162.35   	116.62   	 -76.30		107.12   	 457.78		
-10.38   	171.81   	116.32   	-147.51		108.95   	 376.40		
 -7.32   	183.11   	115.73   	-132.25		110.46   	 300.10		
 -3.36   	195.01   	115.20   	 -86.47		111.66   	 305.19		
  1.53   	206.60   	114.85   	 -40.69		112.88   	 310.27		
  7.02   	217.29   	114.69   	  45.78		114.12   	 233.98		
 12.82   	227.36   	114.87   	 101.73		115.06   	 162.77		
 17.70   	237.43   	115.28   	 132.25		115.71   	 172.94		
 21.06   	247.80   	115.81   	 167.85		116.40   	 198.37		
 23.19   	258.18   	116.48   	 193.29		117.19   	 183.11		
 25.63   	268.25   	117.25   	 223.80		117.92   	 147.51		
 28.38   	277.10   	118.15   	 228.89		118.51   	 132.25		
 31.74   	283.51   	119.06   	 167.85		119.04   	 132.25		
 35.10   	287.78   	119.74   	  61.04		119.57   	 116.99		
 37.23   	290.53   	119.98   	 -20.35		120.04   	  76.30		
 38.15   	292.05   	119.90   	 -50.86		120.35   	  50.86		
 38.45   	292.66   	119.69   	 -50.86		120.55   	  61.04		
 38.45   	293.58   	119.49   	 -40.69		120.79   	  50.86		
 37.23   	293.88   	119.33   	  -5.09		121.00   	  50.86		
 34.48   	292.36   	119.31   	  86.47		121.20   	  71.21		
 29.91   	286.25   	119.65   	 162.77		121.48   	  91.56		
 23.80   	273.44   	120.30   	 157.68		121.85   	  96.64		
 17.70   	253.91   	120.94   	 106.82		122.24   	  55.95		
 11.60   	231.02   	121.36   	  61.04		122.46   	  20.35		
  6.10   	208.74   	121.61(S)	 -61.04		122.54   	  10.17		
  0.92   	188.60   	121.36   	-208.54		122.58   	   5.09		
 -4.27   	169.37   	120.53   	-162.77		122.60(S)	 -10.17		
 -9.77   	149.84   	119.88   	 -86.47		122.56   	  -5.09		
-15.26   	128.78   	119.53   	 -61.04		122.54   	  10.17		
-20.45   	108.34   	119.29   	  10.17		122.58   	  -5.09		
-25.33   	 90.03   	119.33   	  55.95		122.56   	 -20.35		
-28.99   	 75.07   	119.55   	   0.00		122.48   	 -10.17		
-31.74   	 62.87   	119.55   	-122.07		122.44   	 -25.43		
-33.26   	 53.10   	119.06   	-249.24		122.34   	 -61.04		
-34.48   	 44.86   	118.07   	-315.36		122.10   	 -81.38		
-35.40   	 38.76   	116.81   	-330.62		121.77   	 -86.47		
-36.32   	 33.87   	115.48   	-315.36		121.42   	 -96.64		
-37.23   	 29.91   	114.22   	-295.01		121.04   	-122.07		
-38.15   	 25.63   	113.04   	-295.01		120.55   	-137.33		
-39.37   	 21.36   	111.86   	-325.53		120.00   	-152.59		
-40.59   	 17.40   	110.56   	-376.40		119.39   	-188.20		
-41.81   	 14.34   	109.05   	-432.35		118.64   	-228.89		
-42.42   	 12.82   	107.32   	-503.56		117.72   	-254.32		
-42.72   	 11.60   	105.31   	-549.34		116.70   	-284.84		
-43.03   	 10.38   	103.11   	-528.99		115.56   	-335.71		
-43.33   	  8.85   	101.00   	-442.52		114.22   	-350.97		
-43.64   	  7.32   	 99.23   	-249.24		112.82   	-366.22		
-43.95   	  6.10   	 98.23   	  66.12		111.35   	-371.31		
-43.95   	  6.10   	 98.49   	 366.22		109.87   	-350.97		
-43.95   	  6.71   	 99.96   	 462.87		108.46   	-315.36		
-44.25   	  6.71   	101.81   	 361.14		107.20   	-274.67		
-45.17   	  6.41   	103.25   	 223.80		106.10   	-254.32		
-46.08   	  5.80   	104.15   	   5.09		105.09   	-249.24		
-47.00   	  6.10   	104.17   	-320.45		104.09   	-233.98		
-46.69   	  7.32   	102.89   	-579.86		103.15   	-213.63		
-45.47   	  9.46   	100.57   	-686.67		102.30   	-198.37		
-44.25   	 10.99   	 97.82   	-640.89		101.51   	-178.03		
-43.03   	 11.90   	 95.26   	-498.47		100.79   	-167.85		
-42.42   	 12.21   	 93.27   	-289.93		100.12   	-162.77		
-41.50   	 13.43   	 92.11   	 -35.61		 99.47   	-152.59		
-40.59   	 14.65   	 91.96   	 198.37		 98.86   	-137.33		
-39.67   	 15.87   	 92.76   	 345.88		 98.31   	 -96.64		
-38.76   	 16.78   	 94.14   	 417.09		 97.92   	 -76.30		
-38.15   	 17.09   	 95.81   	 376.40		 97.62   	 -66.12		
-37.54   	 17.40   	 97.31   	 223.80		 97.35   	 -61.04		
-36.62   	 18.01   	 98.21   	   0.00		 97.11   	 -61.04		
-35.71   	 18.01   	 98.21   	-213.63		 96.87   	 -81.38		
-35.40   	 17.40   	 97.35   	-371.31		 96.54   	 -91.56		
-36.32   	 15.87   	 95.87   	-457.78		 96.17   	 -81.38		
-36.93   	 15.26   	 94.04   	-467.95		 95.85   	 -81.38		
-36.01   	 15.87   	 92.17   	-412.00		 95.52   	-101.73		
-33.57   	 17.40   	 90.52   	-295.01		 95.12   	-111.90		
-30.82   	 18.92   	 89.34   	-157.68		 94.67   	-106.82		
-29.30   	 19.53   	 88.71   	 -25.43		 94.24   	-101.73		
-29.30   	 19.84   	 88.61   	  96.64		 93.83   	-116.99		
-30.21   	 20.14   	 88.99   	 193.29		 93.37   	-111.90		
-30.52   	 20.75   	 89.77   	 213.63		 92.92   	-101.73		
-29.91   	 20.75   	 90.62   	 137.33		 92.51   	 -76.30		
-28.69   	 20.45   	 91.17   	  25.43		 92.21   	 -76.30		
-27.47   	 19.53   	 91.27   	 -81.38		 91.90   	 -96.64		
-27.16   	 18.01   	 90.95   	-193.29		 91.52   	 -86.47		
-28.38   	 16.48   	 90.17   	-274.67		 91.17   	 -86.47		
-29.60   	 14.65   	 89.07   	-289.93		 90.82   	 -91.56		
-30.82   	 12.82   	 87.91   	-244.15		 90.46   	 -86.47		
-31.74   	 10.68   	 86.94   	-183.11		 90.11   	 -81.38		
-31.74   	  9.46   	 86.21   	-111.90		 89.79   	 -71.21		
-31.13   	  9.16   	 85.76   	 -25.43		 89.50   	 -81.38		
-30.52   	  9.46   	 85.66   	  55.95		 89.18   	 -81.38		
-30.52   	  9.77   	 85.88   	  71.21		 88.85   	 -66.12		
-30.52   	  9.46   	 86.16   	  50.86		 88.59   	 -66.12		
-30.82   	  7.93   	 86.37   	  20.35		 88.32   	 -76.30		
-30.52   	  6.71   	 86.45   	 -25.43		 88.02   	 -81.38		
-29.30   	  6.71   	 86.35   	-116.99		 87.69   	 -71.21		
-27.77   	 10.38   	 85.88   	-193.29		 87.41   	 -66.12		
-26.55   	 19.23   	 85.11   	-213.63		 87.14   	 -86.47		
-25.63   	 35.10   	 84.25   	-198.37		 86.80   	 -86.47		
-25.63   	 56.76   	 83.46   	-172.94		 86.45   	 -81.38		
-26.25   	 80.87   	 82.77   	-147.51		 86.12   	 -81.38		
-27.77   	101.62   	 82.18   	-101.73		 85.80   	 -96.64		
-29.91   	115.66   	 81.77   	 -50.86		 85.41   	-101.73		
-31.13   	122.38   	 81.57   	  10.17		 85.00   	 -71.21		
-29.91   	126.95   	 81.61   	  71.21		 84.72   	 -66.12		
-25.94   	134.89   	 81.89   	  61.04		 84.46   	 -81.38		
-19.23   	148.01   	 82.14   	 -10.17		 84.13   	 -66.12		
-11.90   	162.96   	 82.10   	 -91.56		 83.87   	 -76.30		
 -5.49   	173.03   	 81.73   	-152.59		 83.56   	-106.82		
 -0.92   	174.56   	 81.12   	-172.94		 83.13   	 -81.38		
  2.75   	167.24   	 80.43   	-157.68		 82.81   	 -66.12		
  5.49   	154.11   	 79.80   	-127.16		 82.54   	 -76.30		
  6.71   	137.63   	 79.29   	 -91.56		 82.24   	 -81.38		
  6.41   	118.10   	 78.92   	 -91.56		 81.91   	 -76.30		
  4.27   	 96.13   	 78.56   	-101.73		 81.61   	 -76.30		
  0.31   	 73.55   	 78.15   	 -81.38		 81.30   	 -91.56		
 -3.97   	 54.32   	 77.82   	 -40.69		 80.94   	-106.82		
 -8.54   	 40.89   	 77.66   	   0.00		 80.51   	 -76.30		
-12.82   	 31.43   	 77.66   	  35.61		 80.20   	 -61.04		
-16.78   	 22.28   	 77.80   	  71.21		 79.96   	 -66.12		
-19.84   	 10.68   	 78.09   	  76.30		 79.69   	 -61.04		
-22.28   	 -3.36   	 78.39   	  45.78		 79.45   	 -40.69		
-24.72   	-16.78   	 78.58   	 -20.35		 79.29   	 -35.61		
-27.16   	-27.47   	 78.49   	 -81.38		 79.15   	 -50.86		
-29.60   	-35.71   	 78.17   	-147.51		 78.94   	 -55.95		
-31.13   	-43.33   	 77.58   	-172.94		 78.72   	 -35.61		
-31.74   	-50.66   	 76.89   	-172.94		 78.58   	 -50.86		
-32.04   	-57.07   	 76.20   	-137.33		 78.37   	 -61.04		
-32.96   	-62.26   	 75.65   	 -81.38		 78.13   	 -55.95		
-35.10   	-65.61   	 75.32   	 -30.52		 77.90   	 -35.61		
-37.23   	-68.36   	 75.20   	   0.00		 77.76   	 -35.61		
-38.15   	-70.50   	 75.20   	  10.17		 77.62   	 -40.69		
-36.93   	-72.33   	 75.24   	  -5.09		 77.46   	 -40.69		
-34.79   	-72.63   	 75.22   	 -20.35		 77.29   	 -15.26		
-32.65   	-71.11   	 75.14   	 -45.78		 77.23   	 -20.35		
-32.65   	-67.75   	 74.95   	 -61.04		 77.15   	 -45.78		
-36.01   	-61.04   	 74.71   	 -71.21		 76.97   	 -50.86		
-43.33   	-49.44   	 74.42   	 -45.78		 76.76   	 -25.43		
-54.32   	-33.26   	 74.24   	 -15.26		 76.66   	 -10.17		
-65.92   	-15.87   	 74.18   	  25.43		 76.62   	 -20.35		
-73.24   	 -1.83   	 74.28   	  61.04		 76.54   	 -10.17		
-68.36   	 11.90   	 74.53   	  71.21		 76.50   	  -5.09		
-43.64   	 38.76   	 74.81   	  45.78		 76.48   	 -10.17		
  6.41   	 98.57   	 74.99   	 -10.17		 76.44   	 -35.61		
 82.09   	204.47   	 74.95   	 -86.47		 76.30   	 -50.86		
180.05   	335.08   	 74.61   	-157.68		 76.09   	 -40.69		
291.14   	433.65   	 73.98   	-208.54		 75.93   	 -45.78		
396.73   	435.79(R)	 73.14   	-218.72		 75.75   	 -76.30		
469.67   	311.28   	 72.27   	-208.54		 75.44   	 -91.56		
480.04   	 94.30   	 71.43   	-178.03		 75.08   	 -91.56		
412.29   	-133.67   	 70.72   	-142.42		 74.71   	-111.90		
280.15   	-293.58   	 70.15   	 -71.21		 74.26   	-122.07		
128.17   	-358.28   	 69.87   	 -10.17		 73.77   	-122.07		
  8.24   	-354.92   	 69.83   	  30.52		 73.29   	-101.73		
-47.91   	-324.40   	 69.95   	  35.61		 72.88   	 -66.12		
-44.86   	-288.09   	 70.09   	   5.09		 72.61   	 -91.56		
-14.95   	-242.92   	 70.11   	 -86.47		 72.25   	-116.99		
  7.02   	-180.36   	 69.77   	-162.77		 71.78   	-106.82		
  7.32   	-108.03   	 69.11   	-142.42		 71.35   	-111.90		
 -7.93   	-47.91   	 68.55   	 -40.69		 70.91   	-101.73		
-22.89   	-17.09   	 68.38(D)	  66.12		 70.50   	 -66.12		
-29.30   	-13.43   	 68.65   	 147.51		 70.23   	 -55.95		
-27.16   	-21.67   	 69.24   	 254.32		 70.01   	 -71.21		
-22.58   	-26.25   	 70.25   	 381.48		 69.73   	 -50.86		
-19.53   	-21.97   	 71.78   	 473.04		 69.52(D)	   0.00		
-18.62   	-11.90   	 73.67   	 462.87		 69.52   	  30.52		
-18.31   	 -2.75   	 75.52   	 457.78		 69.64   	  61.04		
-17.09   	  2.14   	 77.35   	 528.99		 69.89   	 116.99		
-14.95   	  3.66   	 79.47   	 610.37		 70.36   	 178.03		
-12.51   	  4.27   	 81.91   	 681.58		 71.07   	 203.46		
-10.07   	  6.10   	 84.64   	 701.93		 71.88   	 254.32		
 -9.16   	  9.46   	 87.45   	 600.20		 72.90   	 345.88		
 -9.46   	 13.12   	 89.85   	 457.78		 74.28   	 427.26		
-10.68   	 16.17   	 91.68   	 315.36		 75.99   	 452.69		
-11.90   	 18.31   	 92.94   	 157.68		 77.80   	 513.73		
-12.51   	 20.45   	 93.57   	  45.78		 79.86   	 559.51		
-12.21   	 22.89   	 93.75   	  30.52		 82.10   	 493.39		
-11.90   	 25.94   	 93.88   	  61.04		 84.07   	 412.00		
-12.21   	 28.38   	 94.12   	 178.03		 85.72   	 386.57		
-13.43   	 30.52   	 94.83   	 478.13		 87.26   	 381.48		
-15.56   	 31.74   	 96.74   	 808.75		 88.79   	 401.83		
-18.31   	 33.87   	 99.98   	 864.70		 90.40   	 478.13		
-20.45   	 37.54   	103.44   	 569.68		 92.31   	 513.73		
-21.36   	 43.64   	105.72   	 203.46		 94.36   	 412.00		
-20.45   	 51.57   	106.53   	 157.68		 96.01   	 264.50		
-18.01   	 60.12   	107.16   	 289.93		 97.07   	 254.32		
-14.95   	 68.66   	108.32   	 254.32		 98.09   	 406.92		
-12.51   	 75.99   	109.34   	 127.16		 99.71   	 432.35		
-10.68   	 83.01   	109.85   	  71.21		101.44   	 310.27		
 -9.46   	 90.33   	110.13   	  66.12		102.69   	 310.27		
 -7.63   	 99.18   	110.40   	 122.07		103.93   	 330.62		
 -4.58   	109.86   	110.88   	 244.15		105.25   	 284.84		
  0.00   	121.77   	111.86   	 325.53		106.39   	 289.93		
  4.58   	134.58   	113.16   	 274.67		107.55   	 274.67		
  8.85   	147.40   	114.26   	 152.59		108.65   	 233.98		
 12.82   	159.91   	114.87   	  40.69		109.58   	 264.50		
 16.48   	171.81   	115.04   	 -25.43		110.64   	 300.10		
 20.75   	183.72   	114.93   	 -61.04		111.84   	 269.58		
 25.63   	195.92   	114.69   	 -71.21		112.92   	 249.24		
 30.82   	207.82   	114.40   	 -15.26		113.92   	 254.32		
 35.40   	218.51   	114.34   	 198.37		114.93   	 254.32		
 39.06   	227.97   	115.14   	 437.43		115.95   	 279.75		
 42.11   	235.60   	116.89   	 473.04		117.07   	 325.53		
 44.86   	241.09   	118.78   	 376.40		118.37   	 274.67		
 47.91   	245.67   	120.28   	 213.63		119.47   	 208.54		
 51.57   	249.63   	121.14   	  55.95		120.30   	 193.29		
 55.54   	253.91   	121.36   	 -20.35		121.08   	 167.85		
 59.20   	257.57   	121.28   	 -55.95		121.75   	 127.16		
 61.65   	260.31   	121.06   	 -50.86		122.26   	 132.25		
