  I     	  II     	  AOp     	  AOp'		
-45.78   	-11.29   	 89.87   	 -71.21		
-46.69   	 -8.54   	 89.58   	 -66.12		
-47.00   	 -7.32   	 89.32   	 -61.04		
-47.00   	 -7.93   	 89.07   	 -61.04		
-45.78   	 -9.46   	 88.83   	 -50.86		
-44.56   	-10.38   	 88.63   	 -45.78		
-43.64   	-10.07   	 88.44   	 -40.69		
-43.95   	 -9.77   	 88.28   	 -45.78		
-45.47   	-10.38   	 88.10   	 -35.61		
-47.30   	-12.21   	 87.95   	 -35.61		
-47.91   	-14.34   	 87.81   	 -40.69		
-47.30   	-16.48   	 87.65   	 -35.61		
-46.08   	-17.40   	 87.51   	 -35.61		
-44.56   	-17.09   	 87.36   	 -35.61		
-43.64   	-15.56   	 87.22   	 -40.69		
-43.33   	-13.73   	 87.06   	 -35.61		
-43.33   	-13.12   	 86.92   	 -35.61		
-43.95   	-13.43   	 86.77   	 -40.69		
-44.56   	-14.04   	 86.61   	 -40.69		
-44.56   	-12.51   	 86.45   	 -40.69		
-43.33   	 -8.85   	 86.29   	 -40.69		
-40.59   	 -3.66   	 86.12   	 -50.86		
-36.62   	  1.83   	 85.92   	 -50.86		
-31.74   	  7.93   	 85.72   	 -61.04		
-25.94   	 15.56   	 85.47   	 -66.12		
-18.92   	 25.02   	 85.21   	 -71.21		
-10.68   	 36.32   	 84.92   	 -76.30		
 -1.83   	 47.30   	 84.62   	 -81.38		
  6.10   	 56.46   	 84.29   	 -81.38		
 11.60   	 62.56   	 83.97   	 -86.47		
 14.95   	 64.70   	 83.62   	 -86.47		
 17.40   	 65.00   	 83.28   	 -86.47		
 21.06   	 67.14   	 82.93   	 -81.38		
 27.16   	 74.77   	 82.60   	 -86.47		
 35.10   	 87.59   	 82.26   	 -76.30		
 40.59   	 98.57   	 81.95   	 -76.30		
 40.28   	 99.18   	 81.65   	 -76.30		
 34.48   	 86.67   	 81.34   	 -71.21		
 26.86   	 65.00   	 81.06   	 -66.12		
 23.50   	 43.95   	 80.79   	 -66.12		
 28.08   	 31.43   	 80.53   	 -61.04		
 38.45   	 27.47   	 80.28   	-167.85		
 32.65   	 25.63   	 79.61   	-137.33		
-38.76   	  4.58   	 79.06   	 -35.61		
-49.13   	-12.51   	 78.92   	 -30.52		
-50.66   	-31.13   	 78.80   	 -25.43		
-47.91   	-45.47   	 78.70   	 -25.43		
-45.78   	-51.88   	 78.60   	 -25.43		
-46.39   	-50.96   	 78.49   	 -25.43		
-48.83   	-46.69   	 78.39   	 -20.35		
-52.19   	-43.33   	 78.31   	 -25.43		
-54.63   	-43.03   	 78.21   	 -25.43		
-56.15   	-45.17   	 78.11   	 -25.43		
-56.46   	-48.22   	 78.01   	 -25.43		
-55.54   	-50.35   	 77.90   	 -20.35		
-54.32   	-50.05   	 77.82   	 -15.26		
-53.41   	-47.30   	 77.76   	 -15.26		
-52.80   	-42.72   	 77.70   	  -5.09		
-52.80   	-37.84   	 77.68   	   5.09		
-52.49   	-34.18   	 77.70   	   5.09		
-51.57   	-32.04   	 77.72   	  15.26		
-49.74   	-32.35   	 77.78   	  15.26		
-47.61   	-32.96   	 77.84   	  20.35		
-46.08   	-32.04   	 77.92   	  15.26		
-44.86   	-28.99   	 77.99   	   5.09		
-43.33   	-25.02   	 78.01   	   0.00		
-41.20   	-22.58   	 78.01   	 -15.26		
-38.15   	-22.28   	 77.94   	 -30.52		
-34.79   	-23.19   	 77.82   	 -40.69		
-31.74   	-22.89   	 77.66   	 -55.95		
-28.69   	-21.36   	 77.44   	 -66.12		
-24.11   	-22.58   	 77.17   	 -81.38		
-16.48   	-27.16   	 76.85   	 -81.38		
  0.92   	-28.99   	 76.52   	 -91.56		
 42.11   	 -7.93   	 76.15   	 -91.56		
126.34   	 64.09   	 75.79   	 -91.56		
270.08   	206.60   	 75.42   	 -86.47		
472.11   	416.87   	 75.08   	 -91.56		
697.63   	662.84   	 74.71   	 -81.38		
878.91   	891.42   	 74.38   	 -81.38		
937.81   	1046.45   	 74.06   	 -71.21		
826.42   	1086.73(R)	 73.77   	 -66.12		
563.35   	992.74   	 73.51   	 -61.04		
237.12   	779.72   	 73.27   	 -50.86		
-34.48   	501.10   	 73.06   	 -50.86		
-168.15   	234.99   	 72.86   	 -35.61		
-159.61   	 56.46   	 72.72   	 -40.69		
-74.16   	 -0.92   	 72.55   	 -30.52		
  5.19   	 33.57   	 72.43   	 -30.52		
 31.74   	 91.25   	 72.31   	 -25.43		
 11.90   	111.39   	 72.21   	 -30.52		
-19.23   	 79.04   	 72.09   	 -30.52		
-34.48   	 22.89   	 71.96   	 -25.43		
-30.52   	-19.23   	 71.86   	 -35.61		
-20.45   	-31.13   	 71.72   	 -35.61		
-15.87   	-22.58   	 71.58   	 -35.61		
-18.62   	-13.73   	 71.43   	 -45.78		
-23.50   	-14.34   	 71.25   	 -45.78		
-25.94   	-20.75   	 71.07   	 -50.86		
-24.11   	-24.72   	 70.86   	 -50.86		
-19.53   	-22.89   	 70.66   	 -61.04		
-14.95   	-18.01   	 70.42   	 -55.95		
-11.60   	-14.95   	 70.19   	 -61.04		
-10.38   	-15.87   	 69.95   	 -61.04		
-10.07   	-18.92   	 69.70   	 -61.04		
 -9.46   	-20.75   	 69.46   	 -55.95		
 -8.24   	-18.92   	 69.24   	 -50.86		
 -7.32   	-14.65   	 69.03   	 -45.78		
 -6.10   	-10.68   	 68.85   	 -35.61		
 -4.58   	 -9.16   	 68.71   	 -25.43		
 -2.14   	 -9.16   	 68.61   	  -5.09		
  0.92   	 -9.77   	 68.59   	  15.26		
  3.05   	-10.38   	 68.65   	  35.61		
  3.97   	-10.68   	 68.79   	  66.12		
  4.27   	-10.68   	 69.05   	  96.64		
  5.19   	-10.38   	 69.44   	 127.16		
  7.02   	-10.07   	 69.95   	 162.77		
  9.46   	-10.38   	 70.60   	 193.29		
 11.29   	-11.29   	 71.37   	 233.98		
 12.82   	-11.90   	 72.31   	 264.50		
 14.95   	-10.68   	 73.37   	 295.01		
 18.62   	 -7.32   	 74.55   	 315.36		
 22.89   	 -2.14   	 75.81   	 340.79		
 27.16   	  2.14   	 77.17   	 350.97		
 30.21   	  5.19   	 78.58   	 361.14		
 32.65   	  6.71   	 80.02   	 361.14		
 36.01   	  8.24   	 81.46   	 361.14		
 40.89   	 10.38   	 82.91   	 356.05		
 46.69   	 12.51   	 84.33   	 345.88		
 51.88   	 14.65   	 85.72   	 335.71		
 56.15   	 16.17   	 87.06   	 320.45		
 59.51   	 17.09   	 88.34   	 315.36		
 63.17   	 18.62   	 89.60   	 310.27		
 68.36   	 21.67   	 90.84   	 300.10		
 74.77   	 26.55   	 92.04   	 300.10		
 82.09   	 32.65   	 93.24   	 295.01		
 90.64   	 39.98   	 94.42   	 305.19		
 99.49   	 47.91   	 95.65   	 305.19		
108.95   	 55.85   	 96.87   	 305.19		
118.10   	 62.87   	 98.09   	 310.27		
126.65   	 68.97   	 99.33   	 305.19		
135.50   	 75.38   	100.55   	 300.10		
144.65   	 83.31   	101.75   	 289.93		
154.11   	 93.69   	102.91   	 279.75		
163.27   	104.68   	104.03   	 269.58		
171.51   	115.05   	105.11   	 254.32		
177.92   	123.29   	106.12   	 244.15		
182.80   	128.78   	107.10   	 223.80		
186.46   	132.75   	108.00   	 218.72		
190.12   	136.11   	108.87   	 203.46		
193.48   	140.08   	109.68   	 193.29		
195.92   	144.65   	110.46   	 193.29		
195.62   	149.54   	111.23   	 183.11		
190.12   	153.20   	111.96   	 178.03		
178.53   	153.20   	112.68   	 172.94		
161.13   	148.62   	113.37   	 172.94		
140.08   	139.16   	114.06   	 167.85		
116.88   	125.73   	114.73   	 167.85		
 93.38   	110.17   	115.40   	 162.77		
 70.80   	 94.30   	116.05   	 162.77		
 50.05   	 79.65   	116.70   	 157.68		
 30.82   	 65.92   	117.33   	 157.68		
 12.82   	 52.80   	117.96   	 152.59		
 -3.66   	 39.67   	118.58   	 152.59		
-18.31   	 26.25   	119.19   	 147.51		
-30.52   	 13.43   	119.78   	 142.42		
-39.67   	  2.44   	120.35   	 137.33		
-46.08   	 -6.10   	120.89   	 132.25		
-50.35   	-12.51   	121.42   	 127.16		
-54.32   	-17.40   	121.93   	 122.07		
-58.29   	-21.97   	122.42   	 111.90		
-62.26   	-26.25   	122.87   	 106.82		
-65.31   	-30.21   	123.30   	  96.64		
-67.14   	-32.96   	123.68   	  91.56		
-67.44   	-33.57   	124.05   	  76.30		
-66.53   	-33.26   	124.35   	  71.21		
-66.22   	-32.65   	124.64   	  55.95		
-66.22   	-33.26   	124.86   	  45.78		
-66.53   	-34.79   	125.05   	  35.61		
-66.83   	-36.32   	125.19   	  20.35		
-66.53   	-36.01   	125.27   	  10.17		
-65.92   	-34.18   	125.31   	  -5.09		
-65.31   	-31.74   	125.29   	 -15.26		
-64.70   	-29.60   	125.23   	 -30.52		
-64.39   	-28.69   	125.11   	 -50.86		
-64.39   	-28.69   	124.90   	 -61.04		
-64.39   	-29.91   	124.66   	 -81.38		
-65.00   	-31.13   	124.33   	-101.73		
-65.31   	-31.74   	123.93   	-116.99		
-65.61   	-31.43   	123.46   	-142.42		
-65.61   	-29.60   	122.89   	-157.68		
-65.31   	-27.47   	122.26   	-183.11		
-65.61   	-26.25   	121.53   	-203.46		
-66.53   	-27.16   	120.71   	-213.63		
-67.14   	-29.30   	119.86   	-228.89		
-67.44   	-31.74   	118.94   	-233.98		
-67.75   	-32.96   	118.01   	-233.98		
-68.36   	-32.96   	117.07   	-233.98		
-69.58   	-32.04   	116.13   	-223.80		
-70.80   	-32.35   	115.24   	-208.54		
-71.72   	-33.87   	114.40   	-203.46		
-72.02   	-35.71   	113.59   	-183.11		
-71.41   	-37.23   	112.86   	-172.94		
-70.80   	-37.23   	112.17   	-157.68		
-69.89   	-36.32   	111.54   	-147.51		
-69.58   	-35.10   	110.95   	-142.42		
-68.97   	-33.87   	110.38   	-137.33		
-68.36   	-32.65   	109.83   	-127.16		
-67.44   	-31.43   	109.32   	-122.07		
