  I     	  II     	  LV     	  LV'		  FA     	  FA'		
-134.58   	166.02   	 38.53   	 -76.30		 70.88   	 -20.35		
-142.82   	153.81   	 38.23   	-111.90		 70.80   	 -25.43		
-144.35   	135.50   	 37.78   	-132.25		 70.70   	 -25.43		
-125.12   	114.44   	 37.25   	-147.51		 70.60   	 -20.35		
-74.46   	 98.88   	 36.66   	-137.33		 70.52   	 -25.43		
  9.16   	100.40   	 36.11   	-132.25		 70.42   	 -25.43		
116.88   	129.70   	 35.58   	-122.07		 70.32   	 -25.43		
233.76   	191.65   	 35.10   	-111.90		 70.21   	 -30.52		
346.68   	285.95   	 34.65   	 -96.64		 70.09   	 -30.52		
446.47   	408.02   	 34.26   	 -96.64		 69.97   	 -30.52		
525.51   	549.62   	 33.88   	 -91.56		 69.85   	 -30.52		
573.43(R)	691.22   	 33.51   	 -86.47		 69.73   	 -30.52		
565.49   	789.79   	 33.16   	 -76.30		 69.60   	 -35.61		
466.61   	785.22   	 32.86   	 -61.04		 69.46   	 -35.61		
258.79   	633.85   	 32.61   	 -45.78		 69.32   	 -35.61		
-34.79   	339.05   	 32.43(E)	  -5.09		 69.18   	 -35.61		
-340.27   	-35.40   	 32.41   	  35.61		 69.03   	 -35.61		
-557.25   	-391.24   	 32.55   	  96.64		 68.89   	 -40.69		
-617.68   	-647.28   	 32.94   	 157.68		 68.73   	 -35.61		
-537.41   	-777.28   	 33.57   	 244.15		 68.59   	 -40.69		
-401.00   	-801.70   	 34.55   	 325.53		 68.42   	 -35.61		
-303.34   	-761.11   	 35.85   	 427.26		 68.28   	 -35.61		
-296.94   	-690.00   	 37.56   	 544.25		 68.14   	 -35.61		
-368.04   	-611.88   	 39.74   	 676.50		 68.00   	 -40.69		
-464.17   	-542.91   	 42.44   	 808.75		 67.83   	 -35.61		
-538.02   	-496.83   	 45.68   	 925.73		 67.69   	 -30.52		
-572.51   	-478.21   	 49.38   	 991.86		 67.57   	 -35.61		
-577.70   	-480.96   	 53.35   	1017.29		 67.43   	 -35.61		
-572.51   	-491.03   	 57.42   	 981.68		 67.28   	 -30.52		
-571.90   	-496.83   	 61.34   	 915.56		 67.16   	 -35.61		
-579.83   	-494.69   	 65.00   	 844.35		 67.02   	 -30.52		
-590.21   	-485.53   	 68.38   	 768.05		 66.90   	 -30.52		
-591.74   	-468.75   	 71.45   	 701.93		 66.77   	 -35.61		
-576.78   	-440.67   	 74.26   	 640.89		 66.63   	 -30.52		
-543.82   	-396.42   	 76.83   	 579.86		 66.51   	 -30.52		
-497.74   	-333.25   	 79.15   	 518.82		 66.39   	 -30.52		
-444.64   	-254.82   	 81.22   	 452.69		 66.27   	 -30.52		
-391.24   	-171.20   	 83.03   	 371.31		 66.14   	 -30.52		
-342.71   	-95.21   	 84.52   	 279.75		 66.02   	 -30.52		
-304.26   	-36.93   	 85.64   	 178.03		 65.90   	 -30.52		
-278.02   	 -0.31   	 86.35   	  96.64		 65.78   	 -30.52		
-264.28   	 18.62   	 86.73   	  76.30		 65.66   	 -35.61		
-258.18   	 27.47   	 87.04   	 127.16		 65.51   	 -30.52		
-255.13   	 32.35   	 87.55   	 269.58		 65.39   	 -25.43		
-252.38   	 36.01   	 88.63   	 462.87		 65.29   	 -30.52		
-250.55   	 37.84   	 90.48   	 656.15		 65.17   	 -25.43		
-249.94   	 36.93   	 93.10   	 788.40		 65.07   	 -30.52		
-250.85   	 33.57   	 96.26   	 793.49		 64.94   	 -25.43		
-252.69   	 29.91   	 99.43   	 656.15		 64.84   	 -25.43		
-253.91   	 26.86   	102.05   	 376.40		 64.74   	 -30.52		
-254.52   	 24.11   	103.56   	  25.43		 64.62   	 -25.43		
-255.13   	 21.06   	103.66(S)	-305.19		 64.52   	 -30.52		
-256.04   	 16.78   	102.44   	-518.82		 64.39   	 -25.43		
-257.87   	 12.21   	100.37   	-564.60		 64.29   	 -25.43		
-260.31   	  7.63   	 98.11   	-422.18		 64.19   	 -15.26		
-262.76   	  2.75   	 96.42   	-162.77		 64.13   	 -10.17		
-264.89   	 -2.14   	 95.77   	 122.07		 64.09   	   0.00		
-266.42   	 -7.02   	 96.26   	 295.01		 64.09   	  20.35		
-267.64   	-11.90   	 97.44   	 279.75		 64.17   	  50.86		
-269.17   	-16.78   	 98.56   	  66.12		 64.37   	  86.47		
-271.30   	-21.97   	 98.82   	-289.93		 64.72   	 157.68		
-274.35   	-26.86   	 97.66   	-661.24		 65.35   	 244.15		
-277.71   	-32.35   	 95.01   	-910.47		 66.33   	 345.88		
-280.76   	-38.45   	 91.37   	-925.73		 67.71   	 447.61		
-283.51   	-44.56   	 87.67   	-701.93		 69.50   	 539.16		
-285.64   	-51.27   	 84.86   	-305.19		 71.66   	 600.20		
-288.09   	-57.98   	 83.64   	 132.25		 74.06   	 640.89		
-291.44   	-65.31   	 84.17   	 534.08		 76.62   	 651.07		
-295.41   	-73.55   	 86.31   	 839.26		 79.23   	 640.89		
-300.29   	-82.09   	 89.66   	 940.99		 81.79   	 620.55		
-305.48   	-91.55   	 93.43   	 742.62		 84.27   	 579.86		
-310.97   	-100.71   	 96.40   	 264.50		 86.59   	 544.25		
-316.47   	-110.47   	 97.46   	-381.48		 88.77   	 508.65		
-321.96   	-120.85   	 95.93   	-1012.20		 90.80   	 473.04		
-327.15   	-131.84   	 91.88   	-1388.60		 92.70   	 447.61		
-331.42   	-143.74   	 86.33   	-1347.91		 94.49   	 417.09		
-335.39   	-155.64   	 80.94   	-920.65		 96.15   	 396.74		
-339.05   	-166.93   	 77.25   	-295.01		 97.74   	 371.31		
-342.41   	-177.31   	 76.07   	 284.84		 99.23   	 350.97		
-345.15   	-187.38   	 77.21   	 595.11		100.63   	 320.45		
-347.90   	-197.45   	 79.59   	 579.86		101.91   	 300.10		
-350.04   	-206.91   	 81.91   	 274.67		103.11   	 269.58		
-350.95   	-215.45   	 83.01   	-167.85		104.19   	 239.06		
-350.34   	-222.78   	 82.34   	-549.34		105.15   	 213.63		
-347.90   	-228.58   	 80.14   	-727.36		106.00   	 188.20		
-343.93   	-233.15   	 77.23   	-620.55		106.75   	 167.85		
-338.75   	-235.90   	 74.75   	-264.50		107.43   	 147.51		
-332.03   	-236.21   	 73.69   	 208.54		108.02   	 127.16		
-323.79   	-234.07   	 74.53   	 630.72		108.52   	 101.73		
-314.03   	-228.58   	 77.05   	 874.87		108.93   	  86.47		
-303.04   	-220.95   	 80.55   	 849.44		109.28   	  61.04		
-291.44   	-210.88   	 83.95   	 610.37		109.52   	  30.52		
-279.54   	-198.06   	 86.39   	 239.06		109.64(S)	   0.00		
-267.33   	-182.80   	 87.34   	-116.99		109.64   	 -20.35		
-254.82   	-164.79   	 86.88   	-350.97		109.56   	 -50.86		
-243.23   	-144.35   	 85.47   	-412.00		109.36   	 -76.30		
-232.24   	-122.99   	 83.82   	-289.93		109.05   	 -91.56		
-222.78   	-101.01   	 82.66   	 -55.95		108.69   	-116.99		
-214.54   	-79.65   	 82.44   	 218.72		108.22   	-127.16		
-208.44   	-59.20   	 83.32   	 462.87		107.71   	-147.51		
-204.77   	-39.98   	 85.17   	 620.55		107.12   	-157.68		
-202.94   	-22.89   	 87.65   	 701.93		106.49   	-172.94		
-202.64   	 -7.63   	 90.46   	 696.84		105.80   	-183.11		
-203.25   	  5.80   	 93.24   	 579.86		105.07   	-188.20		
-204.16   	 16.78   	 95.56   	 340.79		104.31   	-203.46		
-205.99   	 25.94   	 96.93   	  30.52		103.50   	-208.54		
-208.13   	 33.26   	 97.05   	-284.84		102.66   	-213.63		
-210.57   	 39.06   	 95.91   	-518.82		101.81   	-213.63		
-213.01   	 43.03   	 93.83   	-615.46		100.96   	-213.63		
-215.45   	 45.47   	 91.37   	-559.51		100.10   	-218.72		
-218.51   	 46.39   	 89.13   	-401.83		 99.23   	-208.54		
-221.25   	 46.39   	 87.53   	-203.46		 98.39   	-208.54		
-223.69   	 46.08   	 86.71   	 -66.12		 97.56   	-203.46		
-225.52   	 45.17   	 86.45   	 -20.35		 96.74   	-198.37		
-227.05   	 43.95   	 86.37   	-106.82		 95.95   	-193.29		
-228.58   	 42.42   	 85.94   	-310.27		 95.18   	-188.20		
-231.02   	 40.59   	 84.70   	-620.55		 94.42   	-178.03		
-233.76   	 38.15   	 82.22   	-1012.20		 93.71   	-172.94		
-236.51   	 35.40   	 78.17   	-1424.21		 93.02   	-162.77		
-238.95   	 32.04   	 72.47   	-1780.26		 92.37   	-157.68		
-241.39   	 28.99   	 65.35   	-1993.89		 91.74   	-147.51		
-243.84   	 25.94   	 57.38   	-2024.41		 91.15   	-137.33		
-246.58   	 23.80   	 49.28   	-1836.21		 90.60   	-127.16		
-249.02   	 21.67   	 41.93   	-1495.42		 90.09   	-116.99		
-250.85   	 19.23   	 35.95   	-1068.15		 89.62   	-106.82		
-252.08   	 15.87   	 31.68   	-645.98		 89.20   	-101.73		
-253.91   	 10.99   	 29.09   	-315.36		 88.79   	 -91.56		
-256.35   	  5.49   	 27.83   	-106.82		 88.42   	 -81.38		
-258.79   	  0.31   	 27.41   	 -25.43		 88.10   	 -81.38		
-261.23   	 -3.97   	 27.30   	 -55.95		 87.77   	 -71.21		
-263.06   	 -7.63   	 27.08   	-152.59		 87.49   	 -76.30		
-264.59   	-10.99   	 26.47   	-259.41		 87.18   	 -71.21		
-267.64   	-14.95   	 25.43   	-345.88		 86.90   	 -71.21		
-271.91   	-20.14   	 24.05   	-386.57		 86.61   	 -71.21		
-276.79   	-25.94   	 22.50   	-361.14		 86.33   	 -71.21		
-281.68   	-31.43   	 21.06   	-289.93		 86.04   	 -71.21		
-285.95   	-36.62   	 19.90   	-203.46		 85.76   	 -81.38		
-289.31   	-41.50   	 19.08   	-122.07		 85.43   	 -81.38		
-292.66   	-46.08   	 18.60   	 -61.04		 85.11   	 -86.47		
-296.02   	-49.74   	 18.35   	 -35.61		 84.76   	 -91.56		
-299.07   	-52.49   	 18.21   	 -45.78		 84.39   	 -96.64		
-301.21   	-54.63   	 18.03   	 -76.30		 84.01   	-101.73		
-302.73   	-56.46   	 17.72   	-111.90		 83.60   	-101.73		
-303.34   	-58.90   	 17.27   	-147.51		 83.19   	-106.82		
-304.57   	-61.95   	 16.68   	-157.68		 82.77   	-106.82		
-306.70   	-64.70   	 16.05   	-157.68		 82.34   	-106.82		
-309.45   	-67.75   	 15.42   	-127.16		 81.91   	 -96.64		
-313.42   	-70.50   	 14.91   	 -81.38		 81.53   	 -91.56		
-317.69   	-73.85   	 14.59   	 -30.52		 81.16   	 -86.47		
-321.66   	-76.60   	 14.47   	  15.26		 80.81   	 -76.30		
-324.40   	-79.04   	 14.53   	  50.86		 80.51   	 -76.30		
-325.62   	-80.87   	 14.73   	  66.12		 80.20   	 -66.12		
-326.23   	-81.79   	 14.99   	  55.95		 79.94   	 -66.12		
-326.84   	-83.01   	 15.22   	  35.61		 79.67   	 -61.04		
-327.45   	-83.92   	 15.36   	   0.00		 79.43   	 -55.95		
-328.06   	-85.14   	 15.36   	 -35.61		 79.21   	 -61.04		
-328.67   	-85.45   	 15.22   	 -66.12		 78.96   	 -55.95		
-328.67   	-85.45   	 14.95   	 -76.30		 78.74   	 -55.95		
-328.98   	-85.14   	 14.65   	 -76.30		 78.51   	 -61.04		
-329.59   	-85.14   	 14.34   	 -61.04		 78.27   	 -55.95		
-330.81   	-86.36   	 14.10   	 -35.61		 78.05   	 -55.95		
-332.03   	-88.20   	 13.96(D)	   0.00		 77.82   	 -55.95		
-332.95   	-89.42   	 13.96   	  20.35		 77.60   	 -61.04		
-333.25   	-89.42   	 14.04   	  45.78		 77.35   	 -55.95		
-332.95   	-88.81   	 14.22   	  55.95		 77.13   	 -55.95		
-332.34   	-87.89   	 14.45   	  55.95		 76.91   	 -55.95		
-332.03   	-87.28   	 14.67   	  61.04		 76.68   	 -55.95		
-332.03   	-86.67   	 14.91   	  66.12		 76.46   	 -55.95		
-332.34   	-86.67   	 15.18   	  61.04		 76.24   	 -55.95		
-332.03   	-86.67   	 15.42   	  76.30		 76.01   	 -55.95		
-331.12   	-86.67   	 15.73   	  86.47		 75.79   	 -50.86		
-328.67   	-86.67   	 16.07   	  96.64		 75.58   	 -45.78		
-323.49   	-85.75   	 16.46   	 116.99		 75.40   	 -45.78		
-314.64   	-83.01   	 16.93   	 111.90		 75.22   	 -40.69		
-302.43   	-78.74   	 17.38   	 106.82		 75.06   	 -40.69		
-288.09   	-73.55   	 17.80   	  86.47		 74.89   	 -35.61		
-273.74   	-69.27   	 18.15   	  55.95		 74.75   	 -40.69		
-261.84   	-66.53   	 18.37   	  15.26		 74.59   	 -30.52		
-253.60   	-65.92   	 18.43   	 -15.26		 74.47   	 -35.61		
-249.33   	-65.61   	 18.37   	 -40.69		 74.32   	 -35.61		
-247.50   	-63.78   	 18.21   	 -50.86		 74.18   	 -30.52		
-246.89   	-59.51   	 18.01   	 -45.78		 74.06   	 -30.52		
-244.45   	-51.88   	 17.82   	 -30.52		 73.94   	 -25.43		
-236.51   	-42.42   	 17.70   	   0.00		 73.83   	 -30.52		
-220.95   	-32.96   	 17.70   	  15.26		 73.71   	 -30.52		
-199.58   	-25.02   	 17.76   	  30.52		 73.59   	 -30.52		
-179.44   	-19.84   	 17.88   	  35.61		 73.47   	 -25.43		
-169.98   	-18.01   	 18.03   	  30.52		 73.37   	 -30.52		
-174.56   	-17.70   	 18.15   	  15.26		 73.24   	 -25.43		
-187.68   	-15.26   	 18.21   	   5.09		 73.14   	 -30.52		
-197.45   	 -7.02   	 18.23   	 -10.17		 73.02   	 -25.43		
-196.23   	  7.63   	 18.19   	 -20.35		 72.92   	 -30.52		
-186.46   	 22.28   	 18.11   	 -15.26		 72.80   	 -25.43		
-178.83   	 28.69   	 18.05   	  -5.09		 72.70   	 -25.43		
-182.50   	 22.89   	 18.03   	  15.26		 72.59   	 -25.43		
-198.36   	  9.16   	 18.09   	  30.52		 72.49   	 -25.43		
-220.34   	 -3.97   	 18.21   	  45.78		 72.39   	 -25.43		
-242.31   	-12.21   	 18.39   	  55.95		 72.29   	 -25.43		
-263.06   	-20.75   	 18.62   	  66.12		 72.19   	 -30.52		
-285.34   	-39.06   	 18.88   	  71.21		 72.06   	 -25.43		
-310.67   	-70.19   	 19.17   	  71.21		 71.96   	 -25.43		
-336.91   	-105.59   	 19.45   	  76.30		 71.86   	 -30.52		
-360.11   	-131.84   	 19.76   	  76.30		 71.74   	 -30.52		
-376.59   	-141.60   	 20.06   	  91.56		 71.62   	 -30.52		
-385.44   	-138.85   	 20.43   	  91.56		 71.50   	 -35.61		
-387.88   	-133.97   	 20.79   	 106.82		 71.35   	 -35.61		
-386.35   	-133.36   	 21.22   	 111.90		 71.21   	 -35.61		
-383.30   	-136.72   	 21.67   	 116.99		 71.07   	 -35.61		
-380.25   	-139.47   	 22.14   	 127.16		 70.93   	 -35.61		
-378.72   	-138.85   	 22.64   	 127.16		 70.78   	 -35.61		
-378.72   	-136.11   	 23.15   	 127.16		 70.64   	 -35.61		
-378.42   	-133.97   	 23.66   	 127.16		 70.50   	 -30.52		
-377.50   	-133.36   	 24.17   	 127.16		 70.38   	 -35.61		
-375.98   	-133.67   	 24.68   	 127.16		 70.23   	 -35.61		
-375.06   	-133.97   	 25.19   	 137.33		 70.09   	 -30.52		
-375.37   	-134.58   	 25.74   	 157.68		 69.97   	 -30.52		
-375.98   	-134.89   	 26.37   	 178.03		 69.85   	 -30.52		
-375.98   	-134.89   	 27.08   	 208.54		 69.73   	 -30.52		
-374.15   	-133.97   	 27.91   	 239.06		 69.60   	 -30.52		
-371.09   	-133.36   	 28.87   	 249.24		 69.48   	 -30.52		
-368.35   	-133.67   	 29.87   	 239.06		 69.36   	 -30.52		
-367.74   	-135.80   	 30.82   	 213.63		 69.24   	 -30.52		
-369.87   	-138.85   	 31.68   	 152.59		 69.11   	 -35.61		
-374.76   	-141.91   	 32.29   	  76.30		 68.97   	 -30.52		
-381.77   	-145.57   	 32.59   	  -5.09		 68.85   	 -35.61		
-388.79   	-153.20   	 32.57   	 -86.47		 68.71   	 -35.61		
-386.96   	-166.63   	 32.23   	-147.51		 68.57   	 -35.61		
-365.60   	-184.02   	 31.64   	-193.29		 68.42   	 -40.69		
-314.64   	-197.14   	 30.86   	-203.46		 68.26   	 -35.61		
-232.85   	-192.57   	 30.05   	-193.29		 68.12   	 -40.69		
-129.09   	-158.08   	 29.28   	-172.94		 67.95   	 -35.61		
-15.87   	-89.42   	 28.59   	-137.33		 67.81   	 -35.61		
 96.13   	 11.29   	 28.04   	-106.82		 67.67   	 -35.61		
197.45   	137.94   	 27.61   	 -81.38		 67.53   	 -30.52		
280.15   	281.68   	 27.28   	 -66.12		 67.41   	 -35.61		
333.25   	423.28   	 27.02   	 -61.04		 67.26   	 -30.52		
333.56   	520.02   	 26.78   	 -50.86		 67.14   	 -30.52		
249.02   	509.95   	 26.57   	 -40.69		 67.02   	 -35.61		
 63.17   	347.29   	 26.41   	 -15.26		 66.88   	 -30.52		
-202.64   	 36.01   	 26.35   	  15.26		 66.75   	 -30.52		
-483.70(R)	-354.31   	 26.41(E)	  61.04		 66.63   	 -30.52		
-688.17   	-716.86   	 26.65   	 132.25		 66.51   	 -35.61		
-751.65   	-965.27   	 27.18   	 203.46		 66.37   	 -35.61		
-683.90   	-1074.22   	 28.00   	 289.93		 66.23   	 -30.52		
-560.91   	-1073.30   	 29.16   	 381.48		 66.10   	 -40.69		
-470.28   	-1011.05   	 30.68   	 488.30		 65.94   	 -35.61		
-461.12   	-927.43   	 32.63   	 600.20		 65.80   	 -40.69		
-523.99   	-845.34   	 35.04   	 707.02		 65.64   	 -35.61		
-611.57   	-776.67   	 37.86   	 813.83		 65.49   	 -40.69		
-680.24   	-730.90   	 41.12   	 895.22		 65.33   	 -35.61		
-715.64   	-712.59   	 44.70   	 966.43		 65.19   	 -40.69		
-727.54   	-715.33   	 48.57   	 996.94		 65.03   	 -35.61		
-733.34   	-724.49   	 52.55   	1007.12		 64.88   	 -35.61		
-745.24   	-728.15   	 56.58   	 991.86		 64.74   	 -35.61		
-765.08   	-722.96   	 60.55   	 956.25		 64.60   	 -35.61		
-783.69   	-710.14   	 64.37   	 905.39		 64.46   	 -30.52		
-787.96   	-690.92   	 68.00   	 844.35		 64.33   	 -35.61		
-770.87   	-663.15   	 71.37   	 762.97		 64.19   	 -30.52		
-732.42   	-622.56   	 74.42   	 666.32		 64.07   	 -35.61		
-680.85   	-565.80   	 77.09   	 534.08		 63.93   	 -30.52		
-623.78   	-493.77   	 79.23   	 376.40		 63.80   	 -30.52		
-566.71   	-413.21   	 80.73   	 213.63		 63.68   	 -30.52		
-513.61   	-333.56   	 81.59   	 101.73		 63.56   	 -30.52		
-467.22   	-265.81   	 81.99   	  66.12		 63.44   	 -25.43		
-432.13   	-216.37   	 82.26   	 122.07		 63.34   	 -30.52		
-410.46   	-186.77   	 82.75   	 244.15		 63.21   	 -30.52		
-399.17   	-171.81   	 83.72   	 401.83		 63.09   	 -30.52		
-394.29   	-164.79   	 85.33   	 539.16		 62.97   	 -25.43		
-390.32   	-159.91   	 87.49   	 625.63		 62.87   	 -30.52		
-386.05   	-155.03   	 89.99   	 625.63		 62.75   	 -35.61		
-382.08   	-150.76   	 92.49   	 549.34		 62.60   	 -30.52		
-379.03   	-148.93   	 94.69   	 396.74		 62.48   	 -35.61		
-376.59   	-148.93   	 96.28   	 198.37		 62.34   	 -35.61		
-373.54   	-149.23   	 97.07(S)	 -15.26		 62.20   	 -35.61		
-369.57   	-148.62   	 97.01   	-203.46		 62.05   	 -35.61		
-364.38   	-147.71   	 96.19   	-345.88		 61.91   	 -40.69		
-358.89   	-147.71   	 94.81   	-412.00		 61.75   	 -35.61		
-354.00   	-149.23   	 93.16   	-366.22		 61.61   	 -30.52		
-350.95   	-152.59   	 91.70   	-228.89		 61.49   	 -25.43		
-348.82   	-156.25   	 90.78   	 -40.69		 61.38   	 -20.35		
-347.90   	-158.39   	 90.62   	 147.51		 61.30   	 -10.17		
-347.29   	-159.61   	 91.21   	 259.41		 61.26(D)	   5.09		
-347.60   	-159.91   	 92.25   	 254.32		 61.28   	  35.61		
-349.43   	-160.83   	 93.27   	 122.07		 61.42   	  71.21		
-352.17   	-163.27   	 93.75   	-106.82		 61.71   	 137.33		
-354.92   	-166.63   	 93.33   	-361.14		 62.26   	 218.72		
-356.45   	-170.59   	 91.88   	-534.08		 63.13   	 320.45		
-354.92   	-174.87   	 89.75   	-595.11		 64.41   	 422.18		
-350.95   	-179.14   	 87.36   	-488.30		 66.10   	 513.73		
-345.76   	-182.80   	 85.41   	-274.67		 68.16   	 584.94		
-342.10   	-185.85   	 84.31   	   5.09		 70.50   	 620.55		
-341.49   	-188.90   	 84.33   	 218.72		 72.98   	 635.81		
-345.15   	-192.57   	 85.21   	 284.84		 75.52   	 620.55		
-350.95   	-197.14   	 86.35   	 188.20		 78.01   	 595.11		
-356.14   	-202.33   	 87.10   	 -15.26		 80.39   	 564.60		
-358.89   	-208.44   	 87.04   	-228.89		 82.64   	 528.99		
-358.58   	-214.54   	 86.12   	-396.74		 84.76   	 493.39		
-357.36   	-221.56   	 84.54   	-488.30		 86.73   	 467.95		
-358.28   	-229.80   	 82.58   	-518.82		 88.61   	 442.52		
-361.94   	-238.95   	 80.51   	-493.39		 90.38   	 422.18		
-367.13   	-248.72   	 78.53   	-412.00		 92.06   	 401.83		
-370.79   	-257.57   	 76.89   	-274.67		 93.67   	 381.48		
-370.48   	-265.20   	 75.79   	-116.99		 95.20   	 366.22		
-367.13   	-271.00   	 75.32   	  35.61		 96.66   	 340.79		
-363.46   	-275.57   	 75.46   	 147.51		 98.03   	 320.45		
-363.16   	-280.46   	 76.05   	 193.29		 99.31   	 300.10		
-365.91   	-285.03   	 76.83   	 162.77		100.51   	 279.75		
-369.26   	-289.61   	 77.48   	  76.30		101.63   	 259.41		
-369.87   	-292.66   	 77.78   	 -25.43		102.66   	 233.98		
-364.99   	-293.27   	 77.68   	-106.82		103.60   	 218.72		
-354.92   	-291.44   	 77.25   	-127.16		104.48   	 198.37		
-341.80   	-288.09   	 76.74   	 -96.64		105.27   	 178.03		
-328.37   	-283.20   	 76.36   	 -25.43		105.98   	 152.59		
-315.86   	-276.79   	 76.26   	  76.30		106.59   	 132.25		
-303.96   	-268.25   	 76.56   	 183.11		107.12   	 106.82		
-291.75   	-256.65   	 77.29   	 289.93		107.55   	  81.38		
-277.10   	-240.78   	 78.45   	 361.14		107.87   	  50.86		
-259.09   	-221.86   	 79.90   	 386.57		108.08   	  20.35		
-239.26   	-200.81   	 81.44   	 366.22		108.16(S)	  -5.09		
-219.73   	-178.83   	 82.91   	 295.01		108.14   	 -35.61		
-203.86   	-156.86   	 84.09   	 208.54		108.00   	 -61.04		
-192.57   	-134.58   	 84.92   	 116.99		107.75   	 -91.56		
-184.94   	-111.69   	 85.39   	  20.35		107.39   	-111.90		
-178.83   	-88.81   	 85.47   	 -50.86		106.94   	-137.33		
-171.81   	-67.14   	 85.27   	 -91.56		106.39   	-157.68		
-163.57   	-47.30   	 84.90   	-106.82		105.76   	-178.03		
-155.64   	-29.91   	 84.48   	 -91.56		105.05   	-188.20		
-149.54   	-14.65   	 84.11   	 -66.12		104.29   	-203.46		
