  I     	  II     	  AOp     	  AOp'		
311.28   	212.40   	106.67   	 366.22		
321.04   	225.52   	108.14   	 340.79		
325.01   	232.54   	109.50   	 315.36		
330.81   	234.99   	110.76   	 305.19		
343.32   	242.61   	111.98   	 325.53		
349.12   	245.67   	113.29   	 366.22		
350.34   	252.38   	114.75   	 417.09		
352.17   	265.81   	116.42   	 452.69		
351.87   	270.69   	118.23   	 473.04		
352.17   	271.30   	120.12   	 467.95		
355.22   	272.52   	121.99   	 442.52		
368.04   	280.76   	123.76   	 401.83		
372.92   	291.14   	125.37   	 356.05		
375.98   	305.79   	126.80   	 305.19		
392.46   	322.88   	128.02   	 249.24		
401.00   	328.98   	129.01   	 198.37		
408.94   	333.86   	129.81   	 157.68		
424.19   	344.54   	130.44   	 137.33		
431.82   	349.73   	130.99   	 116.99		
446.47   	360.41   	131.45   	 122.07		
462.04   	371.40   	131.94   	 127.16		
476.68   	383.61   	132.45   	 137.33		
490.72   	397.95   	133.00   	 127.16		
497.13   	405.88   	133.51   	 111.90		
510.25   	408.33   	133.96   	  76.30		
525.51   	399.78   	134.26   	  35.61		
528.87   	376.89   	134.40   	  -5.09		
543.52   	355.53   	134.38   	 -30.52		
551.15   	335.69   	134.26   	 -50.86		
545.04   	316.47   	134.06   	 -66.12		
552.98   	313.11   	133.79   	 -76.30		
536.50   	299.38   	133.49   	 -96.64		
520.32   	289.92   	133.10   	-116.99		
511.78   	287.78   	132.63   	-142.42		
488.28   	274.96   	132.06   	-178.03		
479.74   	269.47   	131.35   	-208.54		
463.56   	254.21   	130.52   	-244.15		
437.62   	229.19   	129.54   	-279.75		
415.65   	206.91   	128.42   	-325.53		
391.24   	189.21   	127.12   	-371.31		
380.86   	189.21   	125.64   	-412.00		
378.72   	192.57   	123.99   	-442.52		
368.96   	187.38   	122.22   	-452.69		
364.07   	178.53   	120.41   	-442.52		
354.00   	172.73   	118.64   	-391.66		
340.88   	170.59   	117.07   	-305.19		
330.51   	173.34   	115.85   	-172.94		
332.64   	181.27   	115.16   	 -45.78		
327.15   	178.83   	114.97   	  50.86		
321.04   	171.81   	115.18   	  71.21		
328.67   	179.44   	115.46   	  25.43		
317.99   	175.17   	115.56   	 -66.12		
321.35   	172.42   	115.30   	-167.85		
321.96   	166.93   	114.63   	-239.06		
320.74   	162.05   	113.67   	-244.15		
318.91   	155.94   	112.70   	-193.29		
313.11   	141.91   	111.92   	-111.90		
312.19   	143.43   	111.47   	 -30.52		
303.04   	140.69   	111.35   	  20.35		
303.96   	144.35   	111.43   	  25.43		
302.12   	162.35   	111.54   	  -5.09		
296.94   	167.85   	111.52   	 -50.86		
298.16   	159.30   	111.31   	-101.73		
299.38   	144.35   	110.90   	-132.25		
307.31   	142.82   	110.38   	-132.25		
314.03   	136.41   	109.85   	 -96.64		
326.23   	137.94   	109.46   	 -55.95		
323.18   	149.54   	109.24   	 -40.69		
319.21   	154.11   	109.07   	 -55.95		
305.18   	155.03   	108.85   	 -96.64		
289.31   	147.40   	108.46   	-147.51		
296.63   	143.74   	107.87   	-188.20		
295.41   	138.24   	107.12   	-396.74		
306.40   	157.78   	105.53   	-178.03		
302.43   	165.10   	104.82   	-152.59		
300.29   	162.05   	104.21   	-137.33		
306.40   	161.44   	103.66   	-122.07		
307.62   	151.98   	103.17   	-111.90		
308.53   	150.15   	102.73   	-111.90		
313.72   	143.13   	102.28   	-127.16		
316.16   	134.58   	101.77   	-132.25		
319.52   	130.00   	101.24   	-137.33		
319.52   	133.67   	100.69   	-127.16		
321.66   	146.79   	100.18   	-106.82		
