  I     	  II     	  AOp     	  AOp'		
  9.77   	 30.21   	154.00   	-1119.02		
  8.85   	 20.14   	149.52   	-1251.27		
  7.93   	 10.68   	144.52   	-1327.56		
  6.71   	  2.75   	139.21   	-1358.08		
  4.58   	 -4.27   	133.77   	-1337.74		
  3.36   	-10.38   	128.42   	-1307.22		
  3.36   	-15.87   	123.19   	-1256.35		
  5.19   	-19.53   	118.17   	-1195.32		
  8.24   	-19.53   	113.39   	-1129.19		
 10.68   	-15.26   	108.87   	-1063.07		
 11.60   	 -8.24   	104.62   	-981.68		
 11.60   	 -0.31   	100.69   	-900.30		
 13.12   	  7.32   	 97.09   	-818.92		
 18.31   	 17.70   	 93.81   	-732.45		
 26.55   	 35.71   	 90.88   	-656.15		
 35.71   	 66.53   	 88.26   	-590.03		
 43.33   	110.17   	 85.90   	-539.16		
 48.83   	160.22   	 83.74   	-493.39		
 54.32   	207.82   	 81.77   	-462.87		
 61.34   	247.80   	 79.92   	-422.18		
 70.50   	281.98   	 78.23   	-391.66		
 79.35   	315.25   	 76.66   	-356.05		
 83.62   	350.95   	 75.24   	-315.36		
 80.26   	385.44   	 73.98   	-274.67		
 70.80   	412.29   	 72.88   	-244.15		
 58.29   	426.33   	 71.90   	-208.54		
 47.00   	429.99   	 71.07   	-183.11		
 40.59   	432.43   	 70.34   	-157.68		
 40.59   	442.20   	 69.70   	-142.42		
 46.39   	462.34   	 69.14   	-122.07		
 55.85   	488.59   	 68.65   	-116.99		
 65.00   	507.51   	 68.18   	-295.01		
 51.27   	384.52   	 67.00   	 -96.64		
 31.13   	274.66   	 66.61   	-279.75		
-24.72   	-10.99   	 65.49   	 -76.30		
-31.13   	-47.61   	 65.19   	 -66.12		
-32.35   	-68.66   	 64.92   	 -45.78		
-32.65   	-88.50   	 64.74   	 -25.43		
-35.40   	-110.17   	 64.64   	  -5.09		
-40.28   	-127.56   	 64.62   	  15.26		
-45.17   	-134.58   	 64.68   	  35.61		
-48.22   	-132.75   	 64.82   	  45.78		
-48.83   	-129.09   	 65.00   	  66.12		
-48.52   	-130.31   	 65.27   	  66.12		
-48.83   	-134.58   	 65.53   	  76.30		
-48.83   	-137.94   	 65.84   	  76.30		
-48.22   	-138.24   	 66.14   	  76.30		
-46.08   	-136.72   	 66.45   	  71.21		
-43.33   	-137.02   	 66.73   	  66.12		
-42.11   	-140.08   	 67.00   	  55.95		
-43.03   	-142.52   	 67.22   	  55.95		
-44.25   	-136.72   	 67.45   	  50.86		
-44.25   	-116.58   	 67.65   	  45.78		
-42.72   	-77.51   	 67.83   	  40.69		
-39.37   	-19.84   	 68.00   	  40.69		
-33.26   	 48.52   	 68.16   	  35.61		
-22.28   	116.58   	 68.30   	  30.52		
 -4.88   	177.92   	 68.42   	  30.52		
 13.43   	241.39   	 68.55   	  30.52		
 20.75   	336.00   	 68.67   	  30.52		
  5.19   	488.59   	 68.79   	  35.61		
-34.79   	687.56   	 68.93   	  40.69		
-82.40   	856.02   	 69.09   	  45.78		
-114.75   	876.16   	 69.28   	  50.86		
-125.73   	661.62   	 69.48   	  55.95		
-135.50   	228.27   	 69.70   	  55.95		
-177.92   	-293.58   	 69.93   	  61.04		
-271.00   	-724.49   	 70.17   	  55.95		
-389.10   	-942.69(R)	 70.40   	  50.86		
-475.46   	-941.77   	 70.60   	  45.78		
-479.74   	-806.27   	 70.78   	  30.52		
-393.37   	-637.82   	 70.91   	  20.35		
-255.74   	-497.44   	 70.99   	   5.09		
-125.12   	-393.37   	 71.01   	 -10.17		
-43.64   	-310.36   	 70.97   	 -35.61		
-17.40   	-240.48   	 70.82   	 -50.86		
-25.02   	-187.38   	 70.62   	 -71.21		
-38.45   	-156.86   	 70.34   	 -96.64		
-41.20   	-147.09   	 69.95   	-106.82		
-32.96   	-150.15   	 69.52   	-122.07		
-22.89   	-154.72   	 69.03   	-132.25		
-17.40   	-153.20   	 68.50   	-137.33		
-17.40   	-143.13   	 67.95   	-132.25		
-18.62   	-128.78   	 67.43   	-132.25		
-18.62   	-115.97   	 66.90   	-122.07		
-17.40   	-108.64   	 66.41   	-111.90		
-16.48   	-106.51   	 65.96   	-106.82		
-16.17   	-105.29   	 65.53   	 -96.64		
-16.17   	-101.62   	 65.15   	 -91.56		
-15.26   	-94.91   	 64.78   	 -76.30		
-14.34   	-87.59   	 64.48   	 -71.21		
-14.04   	-80.26   	 64.19   	 -50.86		
-14.65   	-73.85   	 63.99   	 -40.69		Beg---------
-14.65   	-66.83   	 63.82   	 -20.35		
-13.73   	-59.81   	 63.74(D)	   5.09		
-12.21   	-53.10   	 63.76   	  25.43		
-10.99   	-47.61   	 63.87   	  50.86		
-10.38   	-43.64   	 64.07   	  76.30		
-10.38   	-39.98   	 64.37   	 101.73		
-10.07   	-35.10   	 64.78   	 132.25		
 -9.77   	-28.08   	 65.31   	 152.59		
 -9.46   	-18.62   	 65.92   	 178.03		
 -9.46   	 -6.71   	 66.63   	 208.54		
-10.68   	  7.32   	 67.47   	 223.80		
-12.21   	 22.28   	 68.36   	 244.15		
-14.04   	 36.62   	 69.34   	 259.41		
-15.56   	 49.74   	 70.38   	 269.58		
-15.87   	 62.26   	 71.45   	 279.75		
-15.26   	 75.38   	 72.57   	 284.84		
-14.65   	 90.03   	 73.71   	 279.75		
-14.65   	105.59   	 74.83   	 274.67		
-15.26   	120.85   	 75.93   	 264.50		
-16.48   	134.58   	 76.99   	 254.32		
-17.40   	147.09   	 78.01   	 239.06		
-17.40   	159.91   	 78.96   	 223.80		
-16.78   	173.03   	 79.86   	 203.46		
-15.26   	185.85   	 80.67   	 183.11		
-13.43   	197.75   	 81.40   	 162.77		
