  I     	  II     	  LV     	  LV'		  AO     	  AO'		
-56.46   	-60.12   	 11.52   	  10.17		 61.67   	   5.09		
-56.76   	-59.51   	 11.56   	 -15.26		 61.69   	 -15.26		
-54.93   	-57.37   	 11.50   	 -25.43		 61.63   	 -25.43		
-52.80   	-55.54   	 11.39   	 -35.61		 61.53   	 -20.35		
-50.96   	-54.93   	 11.25   	 -50.86		 61.44   	 -40.69		
-50.35   	-55.54   	 11.05   	 -50.86		 61.28   	 -66.12		
-50.05   	-56.76   	 10.84   	 -45.78		 61.02   	 -66.12		
-49.74   	-57.68   	 10.66   	 -40.69		 60.75   	 -45.78		
-49.13   	-57.37   	 10.50   	 -20.35		 60.57   	 -30.52		
-48.22   	-56.15   	 10.42   	   5.09		 60.45   	 -30.52		
-47.61   	-54.32   	 10.44   	  25.43		 60.33   	 -35.61		
-47.30   	-53.10   	 10.54   	  45.78		 60.18   	 -25.43		
-47.00   	-52.19   	 10.72   	  61.04		 60.08   	 -20.35		
-46.69   	-51.57   	 10.97   	  61.04		 60.00   	 -40.69		
-46.69   	-50.96   	 11.21   	  55.95		 59.84   	 -40.69		
-46.39   	-50.66   	 11.43   	  50.86		 59.67   	 -25.43		
-46.08   	-49.44   	 11.64   	  30.52		 59.57   	 -40.69		
-45.47   	-47.61   	 11.76   	  10.17		 59.41   	 -35.61		
-45.17   	-45.17   	 11.80   	   0.00		 59.27   	 -25.43		
-45.17   	-42.72   	 11.80   	 -10.17		 59.17   	 -20.35		
-45.17   	-41.81   	 11.76   	 -25.43		 59.08   	 -15.26		
-45.17   	-42.42   	 11.66   	 -40.69		 59.02   	 -15.26		
-45.47   	-44.56   	 11.50   	 -50.86		 58.96   	 -20.35		
-44.86   	-46.08   	 11.29   	 -45.78		 58.88   	 -20.35		
-43.95   	-46.69   	 11.11   	 -50.86		 58.80   	 -25.43		
-42.42   	-45.47   	 10.91   	 -45.78		 58.70   	 -15.26		
-41.20   	-43.95   	 10.72   	 -20.35		 58.64   	  -5.09		
-40.89   	-42.42   	 10.64   	  15.26		 58.62   	 -20.35		
-41.20   	-40.89   	 10.70   	  25.43		 58.53   	 -35.61		
-42.11   	-39.98   	 10.80   	  25.43		 58.39   	 -66.12		
-43.33   	-39.06   	 10.91   	  15.26		 58.13   	 -45.78		
-44.25   	-38.76   	 10.97   	   5.09		 57.94   	   0.00		
-44.56   	-39.37   	 10.99   	  -5.09		 57.94   	  -5.09		
-44.25   	-40.59   	 10.97   	 -30.52		 57.92   	 -35.61		
-43.64   	-42.11   	 10.84   	 -40.69		 57.78   	 -71.21		
-42.72   	-43.03   	 10.68   	 -40.69		 57.50   	 -40.69		
-41.81   	-43.03   	 10.52   	 -40.69		 57.33   	 -10.17		
-40.89   	-42.72   	 10.36   	 -25.43		 57.29   	  -5.09		
-40.59   	-42.42   	 10.25   	  35.61		 57.27   	  10.17		
-41.20   	-42.72   	 10.40   	  15.26		 57.31   	  66.12		
-41.81   	-42.72   	 10.46   	 -15.26		 57.58   	  50.86		
-42.42   	-42.42   	 10.40   	  20.35		 57.78   	-127.16		
-42.72   	-42.11   	 10.48   	  25.43		 57.27   	 -35.61		
-42.42   	-42.11   	 10.58   	  61.04		 57.13   	  96.64		
-42.11   	-43.03   	 10.82   	 122.07		 57.52   	  25.43		
-42.72   	-44.56   	 11.31   	  20.35		 57.62   	  66.12		
-43.64   	-45.47   	 11.39   	 -45.78		 57.88   	 -30.52		
-44.25   	-46.08   	 11.21   	 -35.61		 57.76   	-157.68		
-43.33   	-45.47   	 11.07   	 -50.86		 57.13   	  25.43		
-41.20   	-44.25   	 10.86   	   0.00		 57.23   	  25.43		
-38.76   	-42.42   	 10.86   	  86.47		 57.33   	 -55.95		
-37.54   	-39.67   	 11.21   	   0.00		 57.11   	  96.64		
-37.54   	-36.62   	 11.21   	 -55.95		 57.50   	 -10.17		
-38.76   	-34.79   	 10.99   	 -20.35		 57.46   	-178.03		
-39.37   	-33.57   	 10.91   	 -10.17		 56.74   	  15.26		
-37.84   	-31.43   	 10.86   	  71.21		 56.81   	  35.61		
-34.18   	-25.33   	 11.15   	 101.73		 56.95   	 -30.52		
-28.69   	-12.51   	 11.56   	 -10.17		 56.83   	  61.04		
-21.97   	  7.63   	 11.52   	 -25.43		 57.07   	-111.90		
-14.95   	 32.35   	 11.41   	 -10.17		 56.62   	-127.16		
 -8.85   	 57.98   	 11.37   	  10.17		 56.11   	  61.04		
 -3.66   	 80.87   	 11.41   	  86.47		 56.36   	 -25.43		
  2.14   	 99.79   	 11.76   	 -10.17		 56.26   	  40.69		
 10.07   	116.58   	 11.72   	 -66.12		 56.42   	  10.17		
 21.06   	135.80   	 11.45   	 -45.78		 56.46   	-157.68		
 34.48   	161.13   	 11.27   	 -25.43		 55.83   	   0.00		
 47.61   	192.26   	 11.17   	  55.95		 55.83   	  35.61		
 57.68   	223.08   	 11.39   	   0.00		 55.97   	  45.78		
 62.87   	245.36   	 11.39   	 -76.30		 56.15   	  10.17		
 64.09   	253.91   	 11.09   	 -61.04		 56.20   	-218.72		
 63.48   	248.41   	 10.84   	 -50.86		 55.32   	 -50.86		
 62.26   	237.12   	 10.64   	  -5.09		 55.12   	  76.30		
 60.73   	228.88   	 10.62   	  86.47		 55.42   	 -15.26		
 58.90   	227.66   	 10.97   	  10.17		 55.36   	  96.64		
 55.54   	231.63   	 11.01   	 -76.30		 55.75   	 -15.26		
 49.74   	235.90   	 10.70   	 -55.95		 55.69   	-208.54		
 40.59   	235.29   	 10.48   	 -76.30		 54.85   	  10.17		
 27.16   	226.44   	 10.17   	 -86.47		 54.89   	  35.61		
 10.68   	208.13   	  9.83   	 -10.17		 55.04   	 -55.95		
 -5.19   	182.19   	  9.79   	  61.04		 54.81   	  50.86		
-16.48   	153.20   	 10.03   	 -30.52		 55.02   	 132.25		
-20.75   	126.95   	  9.91   	 -55.95		 55.54   	 -10.17		
-20.14   	108.34   	  9.68   	   0.00		 55.50   	-122.07		
-18.01   	 97.66   	  9.68   	  45.78		 55.02   	  66.12		
-19.23   	 90.33   	  9.87   	 157.68		 55.28   	  50.86		
-24.41   	 80.87   	 10.50   	 325.53		 55.48   	 -45.78		
-32.04   	 66.53   	 11.80   	 442.52		 55.30   	  40.69		
-39.06   	 48.52   	 13.57   	 350.97		 55.46   	 106.82		
-43.95   	 30.52   	 14.97   	 274.67		 55.89   	 -55.95		
-46.69   	 16.17   	 16.07   	 295.01		 55.67   	-198.37		
-47.91   	  7.32   	 17.25   	 249.24		 54.87   	  86.47		
-48.22   	  2.75   	 18.25   	  20.35		 55.22   	 167.85		
-47.91   	 -0.92   	 18.33   	 -55.95		 55.89   	-142.42		
-48.22   	-12.51   	 18.11   	-142.42		 55.32   	-172.94		
-48.22   	-40.28   	 17.54   	-350.97		 54.63   	 116.99		
-43.95   	-82.09   	 16.13   	-356.05		 55.10   	-178.03		
-21.97   	-117.19   	 14.71   	-213.63		 54.38   	-244.15		
 36.01   	-108.34   	 13.86   	-188.20		 53.41   	 203.46		
146.48   	-20.14   	 13.10   	-188.20		 54.22   	  71.21		
315.55   	159.00   	 12.35   	 -61.04		 54.51   	-274.67		
533.14   	405.58   	 12.11   	  55.95		 53.41   	-127.16		
766.91   	672.30   	 12.33   	 137.33		 52.90   	 106.82		
969.85   	911.87   	 12.88   	 269.58		 53.33   	 -40.69		
1083.07   	1091.31   	 13.96   	 793.49		 53.16   	 -81.38		
836.18   	1161.80(R)	 17.13   	 391.66		 52.84   	  15.26		
476.07   	1010.44   	 18.70   	 376.40		 52.90   	  25.43		
 66.22   	748.60   	 20.20   	 371.31		 53.00   	   5.09		
-264.28   	440.67   	 21.69   	 366.22		 53.02   	 -45.78		
-417.18   	174.26   	 23.15   	 401.83		 52.84   	  10.17		
-385.13   	  8.54   	 24.76   	 467.95		 52.88   	  45.78		
-249.33   	-57.68   	 26.63   	 528.99		 53.06   	  50.86		
-121.15   	-73.24   	 28.75   	 742.62		 53.27   	 -15.26		
-67.14   	-88.50   	 31.72   	1098.67		 53.20   	 -96.64		
-84.53   	-121.15   	 36.11   	1378.43		 52.82   	  25.43		
-126.34   	-157.78   	 41.63   	1658.18		 52.92   	 132.25		
-148.93   	-179.14   	 48.26   	2268.56		 53.45   	 -45.78		
-141.60   	-181.27   	 57.33   	3021.35		 53.27   	 -10.17		
-120.85   	-175.17   	 69.42   	3591.03		 53.22   	 437.43		
-105.29   	-173.34   	 83.78   	3880.96		 54.97   	 478.13		
-101.62   	-178.22   	 99.31   	3936.91		 56.89   	 467.95		
-104.98   	-185.85   	115.06   	3626.64		 58.76   	1068.15		
-107.73   	-191.04   	129.56   	3194.29		 63.03   	1246.18		
-107.12   	-192.57   	142.34   	2736.51		 68.02   	 940.99		
-102.84   	-192.26   	153.29   	1785.34		 71.78   	1012.20		
-97.96   	-191.65   	160.43   	 432.35		 75.83   	 808.75		
-94.91   	-191.96   	162.16   	-752.79		 79.06   	 478.13		
-93.69   	-192.57   	159.14   	-1739.57		 80.98   	 366.22		
-93.69   	-192.57   	152.19   	-2568.66		 82.44   	 142.42		
-93.69   	-190.73   	141.91   	-3016.26		 83.01   	  40.69		
-93.08   	-188.90   	129.85   	-2482.19		 83.17   	 -20.35		
-92.16   	-187.07   	119.92   	-925.73		 83.09   	-630.72		
-91.25   	-185.85   	116.22   	1149.54		 80.57   	-147.51		
-90.03   	-183.41   	120.81   	3306.19		 79.98   	 895.22		
-88.20   	-178.83   	134.04   	4420.13		 83.56   	 900.30		
-85.45   	-172.12   	151.72   	4532.03		 87.16   	1291.96		
-82.40   	-165.10   	169.85   	4145.46		 92.33   	 712.10		
-79.04   	-159.30   	186.43   	2965.40		 95.18   	-345.88		
-76.60   	-154.42   	198.29   	 116.99		 93.79   	-330.62		
-75.07   	-149.23   	198.76   	-2904.36		 92.47   	 513.73		
-73.85   	-142.52   	187.14   	-3214.64		 94.53   	-162.77		
-71.72   	-135.19   	174.28   	-2904.36		 93.88   	-1485.24		
-68.36   	-128.17   	162.66   	-2965.40		 87.93   	 167.85		
-64.09   	-121.77   	150.80   	-1988.80		 88.61   	 223.80		
-59.51   	-115.66   	142.85   	-1129.19		 89.50   	-1297.04		
-55.54   	-109.25   	138.33   	-630.72		 84.31   	 412.00		
-52.19   	-102.23   	135.81   	 900.30		 85.96   	1622.58		
-49.13   	-95.52   	139.41   	2212.61		 92.45   	-330.62		
-46.69   	-89.42   	148.26   	2060.01		 91.13   	-162.77		
-43.64   	-83.62   	156.50   	1424.21		 90.48   	1785.34		
-39.98   	-77.82   	162.20   	 915.56		 97.62   	 452.69		
-35.71   	-71.72   	165.86   	 223.80		 99.43   	-869.78		
-31.13   	-65.31   	166.75   	-427.26		 95.95   	 651.07		
-26.86   	-57.68   	165.05   	-676.50		 98.56   	 869.78		
-23.19   	-48.52   	162.34   	-681.58		102.03   	-116.99		
-19.23   	-37.54   	159.61   	-737.54		101.57   	 401.83		
-14.34   	-25.94   	156.66   	-956.25		103.17   	 986.77		
 -8.85   	-13.73   	152.84   	-737.54		107.12   	 935.91		
 -3.05   	 -2.14   	149.89   	-569.68		110.86   	-264.50		
  1.53   	  9.46   	147.61   	-656.15		109.81   	-315.36		
  5.19   	 21.67   	144.98   	-157.68		108.54   	 803.66		
  8.85   	 35.10   	144.35   	 473.04		111.76   	 162.77		
 12.51   	 48.22   	146.25   	 523.90		112.41   	 381.48		
 16.48   	 60.12   	148.34   	 310.27		113.94   	 569.68		
 18.92   	 69.58   	149.58   	-116.99		116.22   	-259.41		
 19.53   	 77.82   	149.11   	-483.21		115.18   	 223.80		
 18.62   	 86.06   	147.18   	-478.13		116.07   	 193.29		
 17.09   	 94.60   	145.27   	-584.94		116.85   	-289.93		
 15.87   	103.15   	142.93   	-839.26		115.69   	 -55.95		
 14.65   	110.47   	139.57   	-732.45		115.46   	  55.95		
 13.12   	115.66   	136.64   	-600.20		115.69   	 122.07		
 10.38   	119.02   	134.24   	-681.58		116.17   	 239.06		
  5.80   	120.54   	131.52   	-651.07		117.13   	 -61.04		
  0.00   	119.93   	128.91   	-508.65		116.89   	 -55.95		
 -6.10   	117.19   	126.88   	-320.45		116.66   	 183.11		
-11.60   	113.22   	125.59   	-142.42		117.40   	  -5.09		
-15.87   	108.64   	125.02   	 -86.47		117.37   	-116.99		
-18.92   	103.76   	124.68   	-116.99		116.91   	  45.78		
-20.45   	 99.18   	124.21   	 -71.21		117.09   	  86.47		
-20.75   	 94.60   	123.93   	 -71.21		117.44(S)	 -55.95		
-19.53   	 90.03   	123.64   	-244.15		117.21   	-101.73		
-16.17   	 84.84   	122.66   	-518.82		116.81   	  25.43		
-11.90   	 79.35   	120.59   	-788.40		116.91   	-132.25		
 -7.32   	 72.33   	117.44   	-854.52		116.38   	-376.40		
 -3.36   	 63.78   	114.02   	-829.09		114.87   	-361.14		
  0.31   	 53.41   	110.70   	-920.65		113.43   	-172.94		
  2.44   	 41.50   	107.02   	-935.91		112.74   	-223.80		
  3.36   	 28.69   	103.28   	-859.61		111.84   	-401.83		
  3.05   	 16.17   	 99.84   	-762.97		110.23   	-330.62		
  1.22   	  5.49   	 96.78   	-681.58		108.91   	-274.67		
 -1.53   	 -2.44   	 94.06   	-574.77		107.81   	-330.62		
 -3.97   	 -7.32   	 91.76   	-503.56		106.49   	-417.09		
 -6.10   	-11.29   	 89.75   	-544.25		104.82   	-412.00		
 -7.93   	-15.56   	 87.57   	-590.03		103.17   	-386.57		
 -9.77   	-21.36   	 85.21   	-539.16		101.63   	-345.88		
-11.60   	-27.16   	 83.05   	-559.51		100.24   	-137.33		
-13.73   	-32.04   	 80.81   	-1068.15		 99.69   	 462.87		
-15.87   	-35.40   	 76.54   	-1887.07		101.55   	 671.41		
-18.01   	-38.15   	 68.99   	-2080.36		104.23   	-396.74		
-20.75   	-40.28   	 60.67   	-2146.48		102.64   	-203.46		
-23.80   	-42.72   	 52.09   	-2293.99		101.83   	 686.67		
-27.16   	-44.56   	 42.91   	-2029.49		104.58   	-340.79		
-29.60   	-45.78   	 34.79   	-1566.63		103.21   	-432.35		
-30.82   	-46.69   	 28.52   	-1149.54		101.48   	 249.24		
-30.82   	-47.30   	 23.93   	-752.79		102.48   	 101.73		
-30.21   	-47.61   	 20.92   	-381.48		102.89   	-162.77		
-29.30   	-47.91   	 19.39   	 -86.47		102.24   	 -96.64		
-28.08   	-46.69   	 19.04   	 101.73		101.85   	  35.61		
-26.55   	-44.25   	 19.45   	 183.11		101.99   	 -45.78		
-25.94   	-41.50   	 20.18   	 122.07		101.81   	-111.90		
-25.33   	-39.98   	 20.67   	 -30.52		101.36   	-106.82		
-25.33   	-40.59   	 20.55   	-157.68		100.94   	-116.99		
-25.63   	-42.72   	 19.92   	-274.67		100.47   	 -50.86		
-25.33   	-44.56   	 18.82   	-391.66		100.26   	  15.26		
-24.41   	-44.56   	 17.25   	-391.66		100.33   	   5.09		
-22.28   	-43.03   	 15.69   	-335.71		100.35   	  40.69		
-19.84   	-41.20   	 14.34   	-366.22		100.51   	 111.90		
-17.40   	-40.28   	 12.88   	-406.92		100.96   	 -20.35		
-15.87   	-39.98   	 11.25   	-427.26		100.87   	-178.03		
-15.56   	-40.59   	  9.54   	-544.25		100.16   	-284.84		
-16.78   	-41.20   	  7.37   	-554.42		 99.02   	-483.21		
-17.70   	-42.42   	  5.15   	-218.72		 97.09   	-523.90		
-18.31   	-44.86   	  4.27   	 203.46		 94.99   	 -20.35		
-18.62   	-48.52   	  5.09   	 483.21		 94.91   	 422.18		
-18.31   	-51.88   	  7.02   	 467.95		 96.60   	 157.68		
-18.31   	-53.71   	  8.89   	 -66.12		 97.23   	 -30.52		
-18.62   	-54.02   	  8.63   	-640.89		 97.11   	-198.37		
-18.62   	-53.10   	  6.06   	-798.57		 96.32   	-427.26		
-18.62   	-53.10   	  2.87   	-742.62		 94.61   	-305.19		
-18.92   	-54.32   	 -0.10   	-610.37		 93.39   	 -96.64		
-19.84   	-57.07   	 -2.54   	-350.97		 93.00   	 -55.95		
-20.14   	-60.42   	 -3.95   	 -66.12		 92.78   	 -55.95		
-19.84   	-63.48   	 -4.21(D)	 366.22		 92.55   	   0.00		
-19.84   	-65.92   	 -2.75   	 783.31		 92.55   	 244.15		
-20.14   	-67.44   	  0.39   	 900.30		 93.53   	 473.04		
-21.97   	-67.75   	  3.99   	 722.28		 95.42   	  91.56		
-23.80   	-67.44   	  6.88   	 310.27		 95.79   	-371.31		
-25.33   	-66.22   	  8.12   	  20.35		 94.30   	-498.47		
-25.63   	-65.31   	  8.20   	 -35.61		 92.31   	-437.43		
-25.94   	-65.31   	  8.06   	-193.29		 90.56   	 -71.21		
-26.86   	-67.44   	  7.28   	-300.10		 90.27   	 -45.78		
-28.38   	-70.80   	  6.08   	-254.32		 90.09   	-213.63		
-29.60   	-73.55   	  5.07   	 -76.30		 89.24   	   0.00		
-29.91   	-74.77   	  4.76   	 101.73		 89.24   	 167.85		
-28.99   	-73.85   	  5.17   	 116.99		 89.91   	 228.89		
-28.38   	-72.02   	  5.64   	  55.95		 90.82   	  45.78		
-28.69   	-71.11   	  5.86   	 -40.69		 91.01   	-167.85		
-30.21   	-72.33   	  5.70   	-167.85		 90.34   	-167.85		
-32.65   	-75.99   	  5.03   	-172.94		 89.66   	-264.50		
-34.48   	-79.35   	  4.33   	 -91.56		 88.61   	-274.67		
-34.48   	-79.96   	  3.97   	  55.95		 87.51   	 -30.52		
-32.96   	-76.90   	  4.19   	 183.11		 87.39   	  45.78		
-31.43   	-72.33   	  4.92   	 147.51		 87.57   	  40.69		
-30.52   	-69.58   	  5.51   	  45.78		 87.73   	-101.73		
-31.13   	-69.89   	  5.70   	  35.61		 87.32   	-269.58		
-32.35   	-72.63   	  5.84   	 -20.35		 86.25   	-172.94		
-33.57   	-75.07   	  5.76   	 -81.38		 85.55   	 -66.12		
-34.18   	-75.38   	  5.43   	  50.86		 85.29   	-213.63		
-34.79   	-74.46   	  5.64   	 111.90		 84.44   	 -40.69		
-35.10   	-73.55   	  6.08   	  30.52		 84.27   	 162.77		
-35.10   	-72.94   	  6.21   	  91.56		 84.92   	-157.68		
-34.18   	-73.55   	  6.57   	  40.69		 84.29   	-132.25		
-32.35   	-74.77   	  6.73   	  20.35		 83.76   	  50.86		
-30.82   	-76.29   	  6.82   	  10.17		 83.97   	-122.07		
-30.21   	-77.21   	  6.86   	 -35.61		 83.48   	 -25.43		
-31.43   	-77.51   	  6.71   	 -76.30		 83.38   	-106.82		
-33.26   	-75.99   	  6.41   	-111.90		 82.95   	-152.59		
-34.79   	-71.72   	  5.96   	-137.33		 82.34   	 -76.30		
-33.26   	-63.78   	  5.41   	-142.42		 82.03   	-127.16		
-28.38   	-50.66   	  4.84   	-147.51		 81.53   	-111.90		
-20.14   	-32.04   	  4.25   	-122.07		 81.08   	 -96.64		
-10.99   	-10.68   	  3.76   	 -50.86		 80.69   	-111.90		
 -2.75   	  8.24   	  3.56   	  10.17		 80.24   	 -30.52		
  3.05   	 20.14   	  3.60   	  61.04		 80.12   	 -10.17		
  8.24   	 23.19   	  3.85   	  86.47		 80.08   	 -81.38		
 14.04   	 20.45   	  4.19   	  96.64		 79.76   	 -66.12		
 21.36   	 19.23   	  4.58   	  66.12		 79.49   	 -66.12		
 30.21   	 27.16   	  4.84   	  66.12		 79.23   	 -86.47		
 38.76   	 45.47   	  5.11   	  45.78		 78.88   	 -35.61		
 46.39   	 68.66   	  5.29   	  55.95		 78.74   	 -30.52		
 52.19   	 86.98   	  5.51   	  45.78		 78.62   	 -50.86		
 55.54   	 90.64   	  5.70   	  25.43		 78.41   	 -30.52		
 56.46   	 79.96   	  5.80   	 -15.26		 78.29   	 -61.04		
 54.02   	 62.87   	  5.74   	 -45.78		 78.05   	 -71.21		
 49.74   	 49.74   	  5.55   	 -91.56		 77.76   	 -76.30		
 44.25   	 44.25   	  5.19   	-132.25		 77.46   	 -55.95		
 37.84   	 42.11   	  4.66   	-137.33		 77.23   	 -86.47		
 29.91   	 34.48   	  4.11   	-142.42		 76.89   	-101.73		
 18.01   	 14.95   	  3.54   	-147.51		 76.48   	 -55.95		
  1.22   	-15.87   	  2.95   	-127.16		 76.26   	 -81.38		
-18.31   	-50.35   	  2.44   	 -81.38		 75.93   	-106.82		
-36.01   	-80.57   	  2.12   	 -10.17		 75.50   	 -45.78		
-47.30   	-101.62   	  2.08   	  35.61		 75.32   	 -25.43		
-50.66   	-113.83   	  2.22   	 122.07		 75.22   	 -40.69		
-48.52   	-120.54   	  2.71   	 188.20		 75.06   	  15.26		
-45.17   	-125.73   	  3.46   	 193.29		 75.12   	  55.95		
-44.86   	-131.53   	  4.23   	 228.89		 75.34   	 -10.17		
-48.22   	-137.33   	  5.15   	 233.98		 75.30   	  10.17		
-53.41   	-142.52   	  6.08   	 249.24		 75.34   	  35.61		
-57.98   	-145.57   	  7.08   	 208.54		 75.48   	  35.61		
-60.73   	-147.71   	  7.91   	 162.77		 75.63   	 -15.26		
-61.65   	-148.93   	  8.57   	 147.51		 75.56   	-147.51		
-60.73   	-149.84   	  9.16   	  91.56		 74.97   	 -81.38		
-59.51   	-150.15   	  9.52   	  25.43		 74.65   	 -40.69		
-57.98   	-149.84   	  9.62   	 -61.04		 74.49   	-122.07		
-55.85   	-148.62   	  9.38   	-157.68		 74.00   	 -96.64		
-54.32   	-149.54   	  8.75   	-218.72		 73.61   	 -71.21		
-54.02   	-158.39   	  7.87   	-274.67		 73.33   	 -71.21		
-54.02   	-180.36   	  6.78   	-310.27		 73.04   	 -81.38		
-48.22   	-210.88   	  5.53   	-269.58		 72.72   	 -76.30		
-21.06   	-226.44   	  4.46   	-193.29		 72.41   	 -40.69		
 46.69   	-191.65   	  3.68   	 -71.21		 72.25   	 -10.17		
169.98   	-76.90   	  3.40   	   5.09		 72.21   	  -5.09		
353.09   	122.07   	  3.42(E)	  86.47		 72.19   	  -5.09		
583.19   	377.50   	  3.76   	 172.94		 72.17   	 -30.52		
827.03   	640.56   	  4.46   	 483.21		 72.04   	 -15.26		
1142.58   	1037.60   	  6.39   	 284.84		 71.98   	 -35.61		
1089.48   	1123.66(R)	  7.53   	 269.58		 71.84   	 -35.61		
848.08   	1101.99   	  8.61   	 274.67		 71.70   	 -45.78		
460.82   	959.17   	  9.70   	 295.01		 71.52   	 -76.30		
 39.67   	711.98   	 10.89   	 264.50		 71.21   	-101.73		
-279.54   	419.92   	 11.94   	 208.54		 70.80   	 -71.21		
-406.19   	164.79   	 12.78   	 172.94		 70.52   	 -55.95		
-348.82   	  3.97   	 13.47   	 178.03		 70.29   	 -96.64		
-202.64   	-62.87   	 14.18   	 198.37		 69.91   	-106.82		
-79.35   	-77.82   	 14.97   	 289.93		 69.48   	 -76.30		
