  I     	  II     	  LVp     	  LVp'		
-34.79   	-81.18   	 20.31   	-213.63		
-30.82   	-65.31   	 19.45   	-188.20		
-25.63   	-44.56   	 18.70   	-167.85		
-19.23   	-23.19   	 18.03   	-147.51		
-10.38   	 -3.36   	 17.44   	-132.25		
  0.92   	 13.43   	 16.91   	-111.90		
 14.34   	 26.55   	 16.46   	 -91.56		
 28.69   	 36.32   	 16.09   	 -81.38		
 41.50   	 43.64   	 15.77   	 -61.04		
 48.22   	 49.13   	 15.52   	 -45.78		
 44.25   	 51.27   	 15.34   	 -35.61		
 29.30   	 47.91   	 15.20   	 -20.35		
 10.38   	 38.15   	 15.12   	  -5.09		
 -1.53   	 24.41   	 15.10(D)	   0.00		
  2.75   	 11.90   	 15.10   	   5.09		
 21.97   	  4.58   	 15.12   	  20.35		
 45.17   	  2.14   	 15.20   	  20.35		
 59.51   	 -1.22   	 15.28   	  20.35		
 56.76   	-11.29   	 15.36   	  30.52		
 39.67   	-27.47   	 15.48   	  30.52		
 18.01   	-43.33   	 15.61   	  30.52		
  0.61   	-52.80   	 15.73   	  30.52		
-10.68   	-57.07   	 15.85   	  35.61		
-19.53   	-62.87   	 15.99   	  35.61		
-30.82   	-76.60   	 16.13   	  30.52		
-45.78   	-98.57   	 16.26   	  35.61		
-59.81   	-121.46   	 16.40   	  40.69		
-66.22   	-135.80   	 16.56   	  35.61		
-63.48   	-137.63   	 16.70   	  30.52		
-57.37   	-131.84   	 16.83   	  35.61		
-52.80   	-124.51   	 16.97   	  35.61		
-50.96   	-117.49   	 17.11   	  30.52		
-46.69   	-108.34   	 17.23   	  35.61		
-31.43   	-91.86   	 17.38   	  30.52		
 -2.14   	-65.92   	 17.50   	  30.52		
 35.10   	-33.87   	 17.62   	  35.61		
 67.44   	  0.00   	 17.76   	  45.78		
 84.23   	 40.28   	 17.94   	  45.78		
 86.98   	 99.79   	 18.13   	  61.04		
 95.52   	193.18   	 18.37   	  71.21		
138.85   	325.62   	 18.66   	  86.47		
239.26   	487.67   	 19.00   	  96.64		
396.12   	656.74   	 19.39   	 116.99		
583.50   	811.77   	 19.86   	 127.16		
762.33   	937.81   	 20.37   	 142.42		
895.08   	1020.51   	 20.94   	 157.68		
959.47   	1041.87(R)	 21.57(E)	 167.85		
948.79   	982.67   	 22.24   	 178.03		
872.19   	842.29   	 22.95   	 188.20		
749.82   	650.94   	 23.70   	 198.37		
603.94   	460.21   	 24.50   	 203.46		
452.58   	313.42   	 25.31   	 218.72		
306.40   	218.20   	 26.19   	 223.80		
172.12   	151.37   	 27.08   	 233.98		
 59.51   	 82.09   	 28.02   	 249.24		
-20.45   	  1.53   	 29.01   	 269.58		
-63.78   	-74.77   	 30.09   	 295.01		
-79.96   	-126.34   	 31.27   	 325.53		
-84.53   	-147.09   	 32.57   	 371.31		
-90.64   	-148.93   	 34.06   	 412.00		
-101.62   	-148.32   	 35.71   	 478.13		
-112.61   	-154.11   	 37.62   	 539.16		
-118.71   	-164.79   	 39.78   	 605.29		
-119.02   	-174.87   	 42.20   	 671.41		
-118.10   	-180.66   	 44.88   	 732.45		
-119.93   	-183.11   	 47.81   	 783.31		
-125.43   	-183.72   	 50.95   	 818.92		
-131.23   	-181.27   	 54.22   	 844.35		
-131.84   	-174.56   	 57.60   	 849.44		
-126.04   	-164.79   	 61.00   	 844.35		
-117.49   	-156.86   	 64.37   	 824.00		
-112.00   	-155.03   	 67.67   	 803.66		
-113.83   	-159.00   	 70.88   	 778.23		
-120.54   	-164.18   	 74.00   	 747.71		
-126.95   	-164.49   	 76.99   	 712.10		
-129.39   	-158.69   	 79.84   	 691.76		
-127.26   	-150.45   	 82.60   	 661.24		
-122.68   	-144.65   	 85.25   	 635.81		
-117.80   	-141.91   	 87.79   	 615.46		
-114.14   	-141.30   	 90.25   	 595.11		
-111.69   	-140.69   	 92.63   	 579.86		
-110.78   	-140.69   	 94.95   	 559.51		
-110.78   	-141.30   	 97.19   	 539.16		
-110.47   	-140.69   	 99.35   	 523.90		
-108.95   	-137.02   	101.44   	 503.56		
-106.20   	-130.62   	103.46   	 488.30		
-102.54   	-124.21   	105.41   	 473.04		
-98.88   	-119.93   	107.30   	 452.69		
-94.91   	-118.10   	109.11   	 437.43		
-90.03   	-114.75   	110.86   	 417.09		
-83.62   	-107.12   	112.53   	 401.83		
-76.29   	-96.13   	114.14   	 376.40		
-69.27   	-84.84   	115.65   	 366.22		
-63.48   	-76.29   	117.11   	 340.79		
-59.20   	-71.41   	118.47   	 330.62		
-54.32   	-68.05   	119.80   	 305.19		
-47.30   	-62.56   	121.02   	 295.01		
-37.84   	-53.41   	122.20   	 279.75		
-27.47   	-39.67   	123.32   	 259.41		
-18.01   	-23.19   	124.35   	 249.24		
-10.99   	 -6.10   	125.35   	 228.89		
 -6.10   	 10.07   	126.27   	 218.72		
 -2.44   	 24.72   	127.14   	 208.54		
  2.14   	 38.15   	127.98   	 188.20		
  8.85   	 51.27   	128.73   	 178.03		
 16.78   	 63.17   	129.44   	 167.85		
 24.41   	 72.94   	130.11   	 157.68		
 29.91   	 79.65   	130.74   	 137.33		
 31.43   	 84.53   	131.29   	 132.25		
 29.91   	 89.11   	131.82   	 116.99		
 27.77   	 93.69   	132.29   	 106.82		
 26.55   	 97.35   	132.72   	  96.64		
 25.33   	 97.35   	133.10   	  86.47		
 23.50   	 92.16   	133.45   	  76.30		
 19.53   	 83.92   	133.75   	  66.12		
 12.51   	 74.16   	134.02   	  61.04		
  4.58   	 64.09   	134.26   	  45.78		
 -2.44   	 54.32   	134.45   	  35.61		
 -7.93   	 43.33   	134.59   	  25.43		
-12.21   	 30.82   	134.69   	  10.17		
-17.09   	 16.78   	134.73(S)	   0.00		
-23.50   	  2.44   	134.73   	 -10.17		
-31.43   	-11.60   	134.69   	 -25.43		
-39.67   	-23.50   	134.59   	 -40.69		
-46.08   	-32.35   	134.42   	 -50.86		
-50.05   	-37.84   	134.22   	 -66.12		
-52.49   	-41.81   	133.96   	 -81.38		
-55.54   	-46.69   	133.63   	 -91.56		
-59.81   	-55.24   	133.26   	-111.90		
-64.70   	-67.44   	132.82   	-127.16		
-68.66   	-80.57   	132.31   	-142.42		
-70.50   	-90.94   	131.74   	-167.85		
-71.11   	-95.52   	131.07   	-188.20		
-72.02   	-94.30   	130.31   	-218.72		
-72.94   	-88.50   	129.44   	-244.15		
-72.63   	-80.87   	128.46   	-274.67		
-70.19   	-74.16   	127.36   	-310.27		
-67.75   	-70.19   	126.12   	-345.88		
-67.44   	-69.27   	124.74   	-381.48		
-69.58   	-70.80   	123.21   	-417.09		
-72.02   	-72.33   	121.55   	-452.69		
-70.80   	-72.02   	119.74   	-493.39		
-65.31   	-69.27   	117.76   	-539.16		
-58.59   	-64.70   	115.60   	-590.03		
-53.71   	-58.29   	113.24   	-651.07		
-53.10   	-51.27   	110.64   	-707.02		
-56.15   	-46.69   	107.81   	-773.14		
-61.04   	-47.00   	104.72   	-834.18		
-67.14   	-52.49   	101.38   	-895.22		
-73.24   	-60.73   	 97.80   	-940.99		
-75.99   	-66.83   	 94.04   	-976.60		
-72.94   	-66.53   	 90.13   	-1007.12		
-64.39   	-61.34   	 86.10   	-1022.38		
-53.71   	-56.46   	 82.01   	-1032.55		
-47.00   	-55.54   	 77.88   	-1017.29		
-47.61   	-59.20   	 73.81   	-1007.12		
-54.63   	-64.70   	 69.79   	-981.68		
-62.56   	-69.27   	 65.86   	-951.17		
-67.14   	-72.63   	 62.05   	-920.65		
-68.05   	-76.90   	 58.37   	-874.87		
-66.53   	-81.79   	 54.87   	-829.09		
-64.39   	-86.06   	 51.56   	-788.40		
-62.26   	-86.67   	 48.40   	-737.54		
-58.90   	-83.31   	 45.45   	-696.84		
-54.93   	-78.43   	 42.67   	-645.98		
-52.49   	-75.68   	 40.08   	-600.20		
-54.93   	-77.51   	 37.68   	-564.60		
-62.56   	-82.70   	 35.42   	-523.90		
-71.41   	-87.59   	 33.33   	-488.30		
-75.38   	-87.89   	 31.37   	-457.78		
-71.41   	-82.40   	 29.54   	-427.26		
-60.12   	-72.63   	 27.83   	-396.74		
-45.47   	-61.04   	 26.25   	-371.31		
-31.74   	-48.22   	 24.76   	-340.79		
-21.06   	-32.35   	 23.40   	-315.36		
-14.04   	-12.51   	 22.14   	-289.93		
-10.38   	  9.77   	 20.98   	-264.50		
 -6.71   	 31.74   	 19.92   	-239.06		
 -0.92   	 50.05   	 18.96   	-213.63		
  9.77   	 61.65   	 18.11   	-193.29		
 24.72   	 67.14   	 17.33   	-167.85		
 36.93   	 68.05   	 16.66   	-152.59		
 37.84   	 63.48   	 16.05   	-127.16		
 24.72   	 54.32   	 15.54   	-111.90		
  3.66   	 41.81   	 15.10   	 -96.64		
-14.04   	 29.60   	 14.71   	 -81.38		
-17.40   	 20.45   	 14.38   	 -66.12		
 -5.49   	 15.56   	 14.12   	 -55.95		
 14.34   	 11.90   	 13.90   	 -45.78		
 32.04   	  6.41   	 13.71   	 -35.61		
 40.89   	 -3.66   	 13.57   	 -25.43		
 37.84   	-16.48   	 13.47   	 -20.35		
 25.33   	-27.77   	 13.39   	 -15.26		
  7.02   	-34.79   	 13.33   	  -5.09		
-13.43   	-39.37   	 13.31(D)	   0.00		
-31.43   	-46.39   	 13.31   	   5.09		
-43.64   	-59.81   	 13.33   	  10.17		
-50.35   	-79.96   	 13.37   	  15.26		
-55.85   	-102.84   	 13.43   	  15.26		
-63.78   	-122.07   	 13.49   	  20.35		
-74.46   	-133.06   	 13.57   	  25.43		
-85.45   	-134.28   	 13.67   	  20.35		
-93.08   	-129.70   	 13.75   	  25.43		
-94.30   	-123.60   	 13.86   	  25.43		
-88.50   	-118.41   	 13.96   	  25.43		
-74.16   	-111.39   	 14.06   	  20.35		
-47.30   	-96.74   	 14.14   	  20.35		
 -7.02   	-69.58   	 14.22   	  20.35		
 38.15   	-32.35   	 14.30   	  20.35		
 72.02   	 10.38   	 14.38   	  25.43		
 85.14   	 63.17   	 14.49   	  20.35		
 85.14   	137.63   	 14.57   	  30.52		
101.01   	246.89   	 14.69   	  35.61		
165.71   	391.54   	 14.83   	  40.69		
294.49   	556.03   	 14.99   	  55.95		
474.55   	717.16   	 15.22   	  66.12		
672.30   	856.93   	 15.48   	  71.21		
847.47   	964.05   	 15.77   	  91.56		
966.80   	1023.56(R)	 16.13(E)	 101.73		
1008.61   	1013.79   	 16.54   	 111.90		
969.85   	918.88   	 16.99   	 127.16		
863.95   	750.12   	 17.50   	 142.42		
717.77   	551.15   	 18.07   	 147.51		
558.17   	377.81   	 18.66   	 167.85		
402.83   	260.62   	 19.33   	 178.03		
258.18   	189.21   	 20.04   	 188.20		
128.78   	128.17   	 20.79   	 213.63		
 24.41   	 51.27   	 21.65   	 233.98		
-44.86   	-37.54   	 22.58   	 259.41		
-78.74   	-112.00   	 23.62   	 289.93		
-89.42   	-150.76   	 24.78   	 335.71		
-93.69   	-155.94   	 26.12   	 386.57		
-101.93   	-145.87   	 27.67   	 437.43		
-114.14   	-139.16   	 29.42   	 508.65		
-123.90   	-141.91   	 31.45   	 579.86		
-126.95   	-149.54   	 33.77   	 661.24		
-126.34   	-158.39   	 36.42   	 727.36		
-128.17   	-167.85   	 39.33   	 793.49		
-135.50   	-178.22   	 42.50   	 849.44		
-145.57   	-187.99   	 45.90   	 885.04		
-152.59   	-192.26   	 49.44   	 905.39		
-151.06   	-187.68   	 53.06   	 910.47		
-142.82   	-177.61   	 56.70   	 900.30		
-133.97   	-167.85   	 60.30   	 879.96		
-129.70   	-162.35   	 63.82   	 854.52		
-130.00   	-161.13   	 67.24   	 824.00		
-131.84   	-161.74   	 70.54   	 788.40		
-131.23   	-160.83   	 73.69   	 757.88		
-127.56   	-157.78   	 76.72   	 732.45		
-122.99   	-154.11   	 79.65   	 701.93		
-119.93   	-151.67   	 82.46   	 681.58		
-118.71   	-151.98   	 85.19   	 661.24		
-119.02   	-154.72   	 87.83   	 640.89		
-119.32   	-158.39   	 90.40   	 615.46		
-118.41   	-160.83   	 92.86   	 600.20		
-115.36   	-159.30   	 95.26   	 579.86		
-111.08   	-152.28   	 97.58   	 559.51		
-105.90   	-140.69   	 99.82   	 539.16		
-100.71   	-127.56   	101.97   	 508.65		
-95.83   	-116.58   	104.01   	 488.30		
-91.25   	-108.95   	105.96   	 462.87		
-88.20   	-104.98   	107.81   	 437.43		
-86.98   	-101.93   	109.56   	 412.00		
-87.28   	-97.05   	111.21   	 386.57		
-85.75   	-91.55   	112.76   	 361.14		
-79.65   	-85.75   	114.20   	 340.79		
-68.97   	-81.18   	115.56   	 315.36		
-57.07   	-77.51   	116.83   	 300.10		
-47.61   	-72.63   	118.03   	 284.84		
-41.50   	-64.70   	119.17   	 274.67		
-35.40   	-51.88   	120.26   	 259.41		
-25.94   	-34.48   	121.30   	 249.24		
-14.04   	-14.34   	122.30   	 239.06		
 -4.58   	  5.80   	123.25   	 228.89		
 -0.92   	 21.67   	124.17   	 218.72		
 -1.22   	 32.04   	125.05   	 208.54		
  0.31   	 38.15   	125.88   	 193.29		
  7.63   	 43.95   	126.65   	 183.11		
 20.45   	 52.80   	127.39   	 167.85		
 32.96   	 63.48   	128.06   	 147.51		
 38.76   	 73.55   	128.65   	 142.42		
 37.54   	 79.35   	129.22   	 122.07		
 33.26   	 81.18   	129.70   	 111.90		
 31.13   	 81.79   	130.15   	 101.73		
 32.04   	 83.01   	130.56   	  86.47		
 32.04   	 84.84   	130.90   	  76.30		
 27.16   	 84.84   	131.21   	  66.12		
 15.87   	 79.65   	131.47   	  55.95		
