  I     	  II     	  LV     	  LV'		
-20.45   	-94.91   	 17.23   	 111.90		
-22.28   	-97.66   	 17.68   	 111.90		
-23.19   	-104.06   	 18.13   	 106.82		
-23.19   	-112.00   	 18.56   	 101.73		
-23.80   	-116.88   	 18.96   	  86.47		
-24.41   	-115.36   	 19.31   	  81.38		
-25.63   	-110.17   	 19.63   	  71.21		
-25.94   	-105.90   	 19.92   	  61.04		
-25.63   	-106.51   	 20.16   	  61.04		
-24.72   	-112.00   	 20.41   	  55.95		
-24.11   	-118.41   	 20.63   	  55.95		
-24.41   	-122.68   	 20.85   	  61.04		
-25.94   	-123.29   	 21.10   	  55.95		
-28.38   	-120.85   	 21.32   	  61.04		
-30.82   	-116.27   	 21.57   	  50.86		
-32.96   	-109.86   	 21.77   	  50.86		
-33.87   	-104.37   	 21.97   	  40.69		
-33.87   	-103.45   	 22.14   	  30.52		
-33.26   	-108.03   	 22.26   	  25.43		
-32.35   	-115.05   	 22.36   	  15.26		
-32.04   	-120.54   	 22.42   	   5.09		
-33.26   	-121.15   	 22.44   	   5.09		
-35.10   	-117.49   	 22.46   	   5.09		
-36.32   	-113.22   	 22.48   	   0.00		
-36.01   	-111.08   	 22.48   	   0.00		
-34.79   	-110.78   	 22.48   	  -5.09		
-34.18   	-111.69   	 22.46   	 -10.17		
-34.48   	-113.22   	 22.42   	 -10.17		
-35.40   	-114.75   	 22.38   	 -15.26		
-36.32   	-114.44   	 22.32   	 -10.17		
-36.93   	-111.69   	 22.28   	 -10.17		
-36.62   	-106.81   	 22.24   	  -5.09		
-36.01   	-103.76   	 22.22   	   5.09		
-35.40   	-105.59   	 22.24   	   0.00		
-34.79   	-113.22   	 22.24   	  10.17		
-33.87   	-122.07   	 22.28   	   0.00		
-32.65   	-126.34   	 22.28   	   5.09		
-32.35   	-123.29   	 22.30   	   0.00		
-32.65   	-115.36   	 22.30   	   5.09		
-33.26   	-107.73   	 22.32   	   0.00		
-33.87   	-104.37   	 22.32   	  10.17		
-33.87   	-104.68   	 22.36   	  10.17		
-32.96   	-104.98   	 22.40   	  15.26		
-31.74   	-102.84   	 22.46   	  15.26		
-30.52   	-97.66   	 22.52   	  15.26		
-29.91   	-92.47   	 22.58   	  15.26		
-29.91   	-89.72   	 22.64   	  15.26		
-30.82   	-90.64   	 22.71   	  15.26		
-32.04   	-93.38   	 22.77   	  15.26		
-32.96   	-96.74   	 22.83   	  20.35		
-33.26   	-98.57   	 22.91   	  20.35		
-32.35   	-99.49   	 22.99   	  25.43		
-30.82   	-99.49   	 23.09   	  25.43		
-28.99   	-99.79   	 23.19   	  30.52		
-28.08   	-100.71   	 23.32   	  30.52		
-27.77   	-101.93   	 23.44   	  35.61		
-28.08   	-102.84   	 23.58   	  45.78		
-28.69   	-101.93   	 23.76   	  50.86		
-29.30   	-99.18   	 23.97   	  50.86		
-29.60   	-95.52   	 24.17   	  61.04		
-28.99   	-92.16   	 24.41   	  61.04		
-28.38   	-90.64   	 24.66   	  61.04		
-28.08   	-91.55   	 24.90   	  55.95		
-28.38   	-93.69   	 25.13   	  55.95		
-29.30   	-95.52   	 25.35   	  45.78		
-29.91   	-96.13   	 25.53   	  50.86		
-29.91   	-95.52   	 25.74   	  45.78		
-29.60   	-94.30   	 25.92   	  45.78		
-28.99   	-93.38   	 26.10   	  45.78		
-28.38   	-92.47   	 26.29   	  45.78		
-28.08   	-91.25   	 26.47   	  50.86		
-27.16   	-89.72   	 26.67   	  40.69		
-25.94   	-88.50   	 26.84   	  40.69		
-24.72   	-87.59   	 27.00   	  30.52		
-23.80   	-86.98   	 27.12   	  30.52		
-24.11   	-86.06   	 27.24   	  30.52		
-24.72   	-84.84   	 27.37   	  30.52		
-25.33   	-83.62   	 27.49   	  30.52		
-25.33   	-82.70   	 27.61   	  30.52		
-25.02   	-83.01   	 27.73   	  25.43		
-25.33   	-83.31   	 27.83   	  30.52		
-26.25   	-83.31   	 27.96   	  25.43		
-27.16   	-82.40   	 28.06   	  25.43		
-26.55   	-80.87   	 28.16   	  25.43		
-24.72   	-79.35   	 28.26   	  25.43		
-21.97   	-77.82   	 28.36   	  25.43		
-19.53   	-76.90   	 28.46   	  25.43		
-18.92   	-75.99   	 28.57   	  25.43		
-19.23   	-75.07   	 28.67   	  20.35		
-19.53   	-73.24   	 28.75   	  20.35		
-19.53   	-71.72   	 28.83   	  15.26		
-18.92   	-70.50   	 28.89   	  15.26		
-18.92   	-69.89   	 28.95   	  15.26		
-19.84   	-70.50   	 29.01   	  15.26		
-21.06   	-71.11   	 29.07   	  15.26		
-21.97   	-70.80   	 29.14   	  15.26		
-22.28   	-69.58   	 29.20   	  15.26		
-21.67   	-67.75   	 29.26   	  10.17		
-20.45   	-65.92   	 29.30   	  15.26		
-19.23   	-64.70   	 29.36   	  10.17		
-18.31   	-64.09   	 29.40   	  15.26		
-17.70   	-63.17   	 29.46   	  10.17		
-17.70   	-62.56   	 29.50   	  15.26		
-18.31   	-61.95   	 29.56   	  10.17		
-19.53   	-61.65   	 29.60   	  10.17		
-20.45   	-61.65   	 29.64   	   5.09		
-20.75   	-61.65   	 29.66   	   5.09		
-20.45   	-61.34   	 29.68   	   5.09		
-20.45   	-61.04   	 29.70   	   0.00		
-20.75   	-60.73   	 29.70   	   0.00		
-21.36   	-60.12   	 29.70   	   0.00		
-21.97   	-59.51   	 29.70   	   0.00		
-21.67   	-58.59   	 29.70   	   0.00		
-20.75   	-57.68   	 29.70   	  -5.09		
-20.14   	-56.76   	 29.68   	   0.00		
-20.14   	-55.85   	 29.68   	   0.00		
-21.06   	-54.93   	 29.68   	   0.00		
-21.97   	-54.32   	 29.68   	   5.09		
-21.97   	-53.71   	 29.70   	   0.00		
-21.06   	-53.71   	 29.70   	   5.09		
-19.53   	-54.02   	 29.73   	   5.09		
-18.31   	-54.63   	 29.75   	   5.09		
-18.01   	-54.63   	 29.77   	  10.17		
-18.92   	-54.02   	 29.81   	  10.17		
-19.84   	-52.49   	 29.85   	  15.26		
-20.45   	-50.96   	 29.91   	  15.26		
-20.75   	-49.74   	 29.97   	  15.26		
-20.75   	-49.13   	 30.03   	  15.26		
-20.45   	-49.13   	 30.09   	  20.35		
-20.14   	-49.13   	 30.17   	  15.26		
-19.53   	-49.13   	 30.23   	  20.35		
-19.53   	-49.44   	 30.32   	  15.26		
-19.84   	-49.74   	 30.38   	  10.17		
-20.75   	-50.35   	 30.42   	  15.26		
-21.67   	-50.35   	 30.48   	  10.17		
-21.67   	-49.74   	 30.52   	  10.17		
-20.75   	-48.52   	 30.56   	  10.17		
-18.92   	-47.91   	 30.60   	  10.17		
-18.01   	-48.22   	 30.64   	  10.17		
-18.01   	-48.83   	 30.68   	   5.09		
-18.92   	-49.44   	 30.70   	  10.17		
-19.84   	-49.13   	 30.74   	   5.09		
-19.84   	-48.52   	 30.76   	   5.09		
-19.23   	-47.91   	 30.78   	   5.09		
-18.31   	-47.91   	 30.80   	   5.09		
-18.01   	-48.22   	 30.82   	   5.09		
-18.31   	-49.13   	 30.84   	   5.09		
-18.92   	-49.44   	 30.86   	   5.09		
-19.53   	-49.44   	 30.88   	  10.17		
-20.14   	-48.83   	 30.93   	   5.09		
-20.14   	-48.52   	 30.95   	   5.09		
-20.14   	-47.91   	 30.97   	  10.17		
-19.53   	-47.30   	 31.01   	   5.09		
-18.31   	-46.69   	 31.03   	   5.09		
-17.40   	-45.78   	 31.05   	  10.17		
-16.78   	-45.17   	 31.09   	   5.09		
-17.09   	-44.86   	 31.11   	   5.09		
-17.70   	-45.47   	 31.13   	   5.09		
-18.62   	-46.39   	 31.15   	  10.17		
-19.53   	-47.00   	 31.19   	   5.09		
-19.84   	-46.69   	 31.21   	   5.09		
-20.14   	-46.08   	 31.23   	  10.17		
-20.14   	-45.17   	 31.27   	   5.09		
-20.14   	-44.56   	 31.29   	  10.17		
-20.14   	-43.95   	 31.33   	  10.17		
-19.53   	-43.64   	 31.37   	   5.09		
-19.23   	-43.64   	 31.39   	  10.17		
-19.23   	-44.25   	 31.43   	   5.09		
-20.14   	-45.17   	 31.45   	  10.17		
-21.67   	-46.39   	 31.50   	   5.09		
-22.28   	-47.00   	 31.52   	  10.17		
-21.36   	-46.69   	 31.56   	   5.09		
-19.23   	-46.08   	 31.58   	  10.17		
-17.09   	-45.47   	 31.62   	  10.17		
-15.87   	-45.47   	 31.66   	   5.09		
-16.48   	-46.08   	 31.68   	  10.17		
-18.62   	-46.69   	 31.72   	   5.09		
-20.75   	-47.00   	 31.74   	  10.17		
-21.67   	-47.00   	 31.78   	  10.17		
-21.36   	-47.00   	 31.82   	   5.09		
-19.84   	-47.30   	 31.84   	  10.17		
-18.92   	-48.22   	 31.88   	  10.17		
-18.92   	-49.74   	 31.92   	   5.09		
-19.84   	-50.66   	 31.94   	   5.09		
-21.06   	-50.66   	 31.96   	  10.17		
-21.06   	-49.13   	 32.00   	   5.09		
-18.92   	-45.47   	 32.02   	   5.09		
-14.95   	-39.67   	 32.04   	   5.09		
 -9.77   	-31.43   	 32.06   	   5.09		
 -4.27   	-20.75   	 32.09   	   5.09		
  1.53   	 -7.93   	 32.11   	   5.09		
  7.63   	  7.32   	 32.13   	   5.09		
 13.12   	 23.19   	 32.15   	   5.09		
 17.70   	 37.54   	 32.17   	   5.09		
 22.28   	 47.61   	 32.19   	   5.09		
 26.86   	 53.10   	 32.21   	   5.09		
 31.13   	 55.24   	 32.23   	   5.09		
 34.48   	 55.85   	 32.25   	   5.09		
 36.01   	 56.76   	 32.27   	   5.09		
 36.01   	 57.07   	 32.29   	   5.09		
 35.10   	 55.54   	 32.31   	   5.09		
 33.26   	 49.44   	 32.33   	  10.17		
 31.13   	 38.76   	 32.37   	   5.09		
 28.69   	 26.55   	 32.39   	  10.17		
 27.47   	 15.56   	 32.43   	  10.17		
 29.91   	  8.24   	 32.47   	  10.17		
 37.54   	  4.27   	 32.51   	  15.26		
 50.05   	  3.05   	 32.57   	  20.35		
 63.17   	  3.05   	 32.66   	  15.26		
 69.89   	  3.66   	 32.72   	  20.35		
 64.70   	  3.66   	 32.80   	  25.43		
 45.17   	  0.61   	 32.90   	  25.43		
 16.48   	 -8.54   	 33.00   	  25.43		
-11.29   	-24.72   	 33.10   	  35.61		
-28.08   	-43.64   	 33.25   	  35.61		
-31.43   	-59.81   	 33.39   	  45.78		
-25.94   	-68.05   	 33.57   	  55.95		
-19.53   	-67.75   	 33.79   	  61.04		
-16.78   	-62.56   	 34.04   	  71.21		
-18.31   	-57.68   	 34.32   	  86.47		
-21.67   	-55.54   	 34.67   	  96.64		
-24.41   	-55.85   	 35.06   	 101.73		
-26.55   	-56.15   	 35.46   	 111.90		
-28.08   	-52.19   	 35.91   	 111.90		
-29.30   	-41.50   	 36.36   	 111.90		
-29.30   	-23.19   	 36.81   	 106.82		
-27.47   	 -0.31   	 37.23   	 101.73		
-23.80   	 19.53   	 37.64   	  91.56		
-16.48   	 28.69   	 38.01   	  86.47		
 -4.27   	 23.19   	 38.35   	  76.30		
 11.90   	  8.85   	 38.66   	  76.30		
 29.30   	 -2.75   	 38.96   	  66.12		
 47.00   	  2.14   	 39.23   	  61.04		
 65.00   	 30.82   	 39.47   	  50.86		
 82.40   	 77.21   	 39.67   	  35.61		
 94.91   	124.82   	 39.82   	  30.52		
 96.13   	153.81   	 39.94   	  15.26		
 84.84   	151.67   	 40.00   	  10.17		
 75.68   	121.77   	 40.04   	   5.09		
 95.83   	 83.92   	 40.06   	   0.00		
166.32   	 62.56   	 40.06   	   0.00		
281.68   	 74.77   	 40.06   	  -5.09		
408.63   	121.15   	 40.04   	  -5.09		
505.98   	186.16   	 40.02   	  -5.09		
549.93   	246.58   	 40.00   	 -10.17		
549.01   	284.12   	 39.96   	 -10.17		
530.09   	292.97(R)	 39.92   	 -10.17		
515.75   	279.24   	 39.88   	  -5.09		
510.25   	256.04   	 39.86   	  -5.09		
503.23   	234.07   	 39.84(E)	   0.00		
483.09   	214.54   	 39.84   	  10.17		
446.47   	190.43   	 39.88   	  20.35		
402.22   	153.50   	 39.96   	  35.61		
364.69   	102.84   	 40.10   	  61.04		
346.37   	 45.17   	 40.35   	  91.56		
349.43   	 -9.46   	 40.71   	 137.33		
365.60   	-52.80   	 41.26   	 188.20		
378.42   	-84.23   	 42.01   	 233.98		
372.92   	-112.61   	 42.95   	 279.75		
344.85   	-145.26   	 44.07   	 310.27		
301.82   	-183.72   	 45.31   	 340.79		
256.04   	-221.56   	 46.67   	 361.14		
218.51   	-249.33   	 48.12   	 381.48		
192.26   	-259.70   	 49.64   	 396.74		
173.95   	-256.96   	 51.23   	 417.09		
155.64   	-250.85   	 52.90   	 427.26		
130.31   	-248.41   	 54.61   	 447.61		
 94.30   	-246.28   	 56.40   	 467.95		
 48.52   	-233.76   	 58.27   	 503.56		
 -0.31   	-202.94   	 60.28   	 559.51		
-43.95   	-158.08   	 62.52   	 630.72		
-77.51   	-115.97   	 65.05   	 696.84		
-100.10   	-92.77   	 67.83   	 757.88		
-113.53   	-90.03   	 70.86   	 808.75		
-119.93   	-95.52   	 74.10   	 854.52		
-121.15   	-93.99   	 77.52   	 905.39		
-119.32   	-81.18   	 81.14   	 956.25		
-116.88   	-66.22   	 84.96   	1017.29		
-115.05   	-61.65   	 89.03   	1052.90		
-115.36   	-70.80   	 93.24   	1073.24		
-116.58   	-83.92   	 97.54   	1073.24		
-117.19   	-88.50   	101.83   	1047.81		
-114.75   	-78.13   	106.02   	1017.29		
-109.86   	-60.42   	110.09   	 981.68		
-103.76   	-47.61   	114.02   	 930.82		
-98.57   	-47.61   	117.74   	 874.87		
-96.74   	-59.20   	121.24   	 824.00		
-97.35   	-73.85   	124.54   	 762.97		
-97.96   	-84.23   	127.59   	 707.02		
-97.05   	-87.59   	130.42   	 651.07		
-95.21   	-85.14   	133.02   	 605.29		
-93.08   	-78.13   	135.44   	 574.77		
-90.94   	-69.27   	137.74   	 554.42		
-88.81   	-61.34   	139.96   	 539.16		
-86.06   	-55.24   	142.12   	 523.90		
-83.92   	-50.96   	144.21   	 503.56		
-84.53   	-48.52   	146.23   	 478.13		
-88.20   	-49.74   	148.14   	 457.78		
-92.16   	-55.85   	149.97   	 437.43		
-94.30   	-65.31   	151.72   	 417.09		
-93.38   	-72.63   	153.39   	 401.83		
-90.33   	-72.33   	154.99   	 376.40		
-86.36   	-64.70   	156.50   	 350.97		
-83.01   	-54.63   	157.90   	 325.53		
-80.26   	-48.83   	159.21   	 295.01		
-79.04   	-50.05   	160.39   	 274.67		
-80.26   	-57.68   	161.48   	 254.32		
-83.92   	-68.97   	162.50   	 239.06		
-90.33   	-81.48   	163.46   	 218.72		
-97.05   	-92.16   	164.33   	 203.46		
-101.62   	-94.91   	165.15   	 193.29		
-101.01   	-87.89   	165.92   	 178.03		
-95.21   	-76.60   	166.63   	 162.77		
-88.20   	-69.58   	167.28   	 142.42		
-84.53   	-70.80   	167.85   	 122.07		
-86.67   	-78.13   	168.34   	  96.64		
-93.38   	-84.53   	168.73   	  66.12		
-99.79   	-85.14   	168.99   	  50.86		
-102.23   	-82.70   	169.20   	  35.61		
-101.01   	-82.40   	169.34   	  20.35		
-97.66   	-85.75   	169.42(S)	   0.00		
-92.77   	-89.11   	169.42   	 -25.43		
-85.45   	-88.20   	169.32   	 -45.78		
-75.38   	-80.26   	169.13   	 -66.12		
-64.70   	-66.83   	168.87   	 -76.30		
-57.07   	-50.96   	168.56   	 -96.64		
-52.80   	-35.40   	168.18   	-111.90		
-49.74   	-21.06   	167.73   	-142.42		
-45.17   	 -7.93   	167.16   	-162.77		
-38.15   	  4.88   	166.51   	-188.20		
-29.30   	 18.31   	165.76   	-208.54		
-22.28   	 28.99   	164.92   	-233.98		
-18.31   	 34.18   	163.99   	-249.24		
-15.87   	 33.57   	162.99   	-279.75		
-13.12   	 31.74   	161.87   	-310.27		
-11.60   	 33.26   	160.63   	-345.88		
-11.90   	 41.81   	159.25   	-376.40		
-14.95   	 54.02   	157.74   	-406.92		
-19.84   	 64.09   	156.11   	-432.35		
-24.11   	 66.22   	154.38   	-452.69		
-25.94   	 59.81   	152.57   	-478.13		
-26.25   	 47.61   	150.66   	-503.56		
-27.77   	 32.96   	148.65   	-523.90		
-32.04   	 18.62   	146.55   	-549.34		
-39.06   	  6.10   	144.35   	-579.86		
-47.30   	 -2.75   	142.03   	-630.72		
-55.24   	 -6.10   	139.51   	-681.58		
-61.65   	 -2.44   	136.78   	-722.28		
-64.70   	  4.58   	133.90   	-742.62		
-63.17   	  8.85   	130.93   	-762.97		
-58.59   	  4.27   	127.87   	-778.23		
-54.63   	-10.38   	124.76   	-813.83		
-54.93   	-26.25   	121.51   	-844.35		
-60.73   	-33.57   	118.13   	-874.87		
-69.58   	-29.30   	114.63   	-885.04		
-75.68   	-18.31   	111.09   	-864.70		
-76.29   	 -9.77   	107.63   	-844.35		
-74.16   	-11.29   	104.25   	-829.09		
-71.11   	-19.84   	100.94   	-824.00		
-69.58   	-27.47   	 97.64   	-839.26		
-70.19   	-29.91   	 94.28   	-849.44		
-71.72   	-29.30   	 90.88   	-864.70		
-73.24   	-29.30   	 87.43   	-874.87		
-73.85   	-29.91   	 83.93   	-869.78		
-73.55   	-29.91   	 80.45   	-869.78		
-73.24   	-26.86   	 76.97   	-864.70		
-73.85   	-22.28   	 73.51   	-864.70		
-76.90   	-18.92   	 70.05   	-859.61		
-81.18   	-17.70   	 66.61   	-844.35		
-84.23   	-17.40   	 63.23   	-834.18		
-82.70   	-16.17   	 59.90   	-813.83		
-75.68   	-14.34   	 56.64   	-793.49		
-65.61   	-13.43   	 53.47   	-768.05		
-57.68   	-15.26   	 50.40   	-732.45		
-56.15   	-20.45   	 47.47   	-707.02		
-61.65   	-27.47   	 44.64   	-686.67		
-69.27   	-32.96   	 41.89   	-661.24		
-72.94   	-33.57   	 39.25   	-645.98		
-70.50   	-27.47   	 36.66   	-630.72		
-65.00   	-20.14   	 34.14   	-605.29		
-63.17   	-17.70   	 31.72   	-569.68		
-66.22   	-20.14   	 29.44   	-508.65		
-71.11   	-21.67   	 27.41   	-442.52		
-74.16   	-18.92   	 25.64   	-376.40		
-73.55   	-15.56   	 24.13   	-310.27		
-70.19   	-19.23   	 22.89   	-264.50		
-66.53   	-31.13   	 21.83   	-228.89		
-62.56   	-42.42   	 20.92   	-203.46		
-58.90   	-44.56   	 20.10   	-178.03		
-58.90   	-37.84   	 19.39   	-152.59		
-64.09   	-30.52   	 18.78   	-132.25		
-72.33   	-30.21   	 18.25   	-111.90		
-78.43   	-35.10   	 17.80   	 -81.38		
-75.99   	-37.23   	 17.48   	 -40.69		
-65.61   	-32.65   	 17.31   	 -10.17		
-54.63   	-27.16   	 17.27(D)	  30.52		
-51.57   	-28.38   	 17.40   	  55.95		
-58.59   	-37.84   	 17.62   	  76.30		
-71.41   	-49.74   	 17.92   	  81.38		
-80.26   	-56.46   	 18.25   	  81.38		
-78.13   	-55.24   	 18.58   	  86.47		
-65.61   	-48.52   	 18.92   	  76.30		
-50.96   	-41.20   	 19.23   	  81.38		
-42.42   	-37.54   	 19.55   	  71.21		
-42.72   	-36.93   	 19.84   	  66.12		
-48.52   	-36.62   	 20.10   	  61.04		
-55.85   	-34.79   	 20.35   	  45.78		
-64.09   	-33.26   	 20.53   	  40.69		
-73.55   	-33.87   	 20.69   	  30.52		
-84.23   	-38.45   	 20.81   	  20.35		
-91.55   	-44.25   	 20.90   	  15.26		
-89.11   	-47.00   	 20.96   	  15.26		
-77.21   	-43.95   	 21.02   	  10.17		
-61.34   	-36.93   	 21.06   	  10.17		
-49.13   	-30.52   	 21.10   	  10.17		
-46.39   	-27.16   	 21.14   	  20.35		
-51.88   	-25.94   	 21.22   	  25.43		
-60.42   	-25.02   	 21.32   	  30.52		
-65.92   	-24.72   	 21.44   	  30.52		
-67.14   	-25.94   	 21.57   	  30.52		
-64.39   	-28.99   	 21.69   	  25.43		
-61.04   	-31.43   	 21.79   	  10.17		
-58.90   	-31.43   	 21.83   	  -5.09		
-59.20   	-28.69   	 21.81   	 -15.26		
-61.65   	-25.63   	 21.75   	 -25.43		
-64.09   	-24.11   	 21.65   	 -20.35		
-63.48   	-23.50   	 21.57   	 -20.35		
-58.90   	-20.45   	 21.49   	 -15.26		
-50.96   	-11.60   	 21.42   	 -10.17		
-43.03   	  2.14   	 21.38   	   0.00		
-39.06   	 18.92   	 21.38   	   5.09		
-37.84   	 37.23   	 21.40   	  15.26		
-36.01   	 55.54   	 21.46   	  20.35		
-29.30   	 72.33   	 21.55   	  25.43		
-19.53   	 83.62   	 21.65   	  35.61		
-12.82   	 87.28   	 21.79   	  40.69		
-13.73   	 84.23   	 21.95   	  40.69		
-19.84   	 78.74   	 22.12   	  45.78		
-24.72   	 76.29   	 22.30   	  50.86		
-23.80   	 78.74   	 22.50   	  50.86		
-18.31   	 83.92   	 22.71   	  61.04		
-14.04   	 86.67   	 22.95   	  55.95		
-13.43   	 85.14   	 23.17   	  66.12		
-14.04   	 80.26   	 23.44   	  66.12		
 -7.63   	 75.68   	 23.70   	  66.12		
  9.77   	 73.85   	 23.97   	  66.12		
 32.04   	 75.38   	 24.23   	  66.12		
 47.61   	 77.21   	 24.50   	  66.12		
 45.47   	 75.38   	 24.76   	  61.04		
 24.11   	 67.14   	 25.00   	  61.04		
 -6.71   	 52.80   	 25.25   	  55.95		
