  I     	  II     	  AOp     	  AOp'		  FA     	  FA'		
-32.65   	-40.89   	 66.71   	 -35.61		 64.96   	 -30.52		
-34.48   	-41.81   	 66.57   	 -40.69		 64.84   	 -35.61		
-36.62   	-43.64   	 66.41   	 -35.61		 64.70   	 -35.61		
-38.45   	-45.17   	 66.27   	 -40.69		 64.56   	 -35.61		
-41.20   	-45.78   	 66.10   	 -40.69		 64.41   	 -30.52		
-45.17   	-45.78   	 65.94   	 -45.78		 64.29   	 -35.61		
-47.91   	-45.47   	 65.76   	 -40.69		 64.15   	 -35.61		
-45.17   	-45.78   	 65.59   	 -50.86		 64.01   	 -35.61		
-36.32   	-46.69   	 65.39   	 -45.78		 63.87   	 -40.69		
-26.86   	-46.69   	 65.21   	 -45.78		 63.70   	 -35.61		
-21.36   	-43.95   	 65.03   	 -50.86		 63.56   	 -40.69		
-21.97   	-39.67   	 64.82   	 -50.86		 63.40   	 -40.69		
-28.99   	-35.71   	 64.62   	 -50.86		 63.23   	 -40.69		
-38.15   	-34.48   	 64.41   	 -45.78		 63.07   	 -40.69		
-45.47   	-36.01   	 64.23   	 -45.78		 62.91   	 -45.78		
-50.66   	-38.15   	 64.05   	 -40.69		 62.73   	 -40.69		
-53.71   	-38.15   	 63.89   	 -40.69		 62.56   	 -40.69		
-54.32   	-34.18   	 63.72   	 -35.61		 62.40   	 -40.69		
-53.71   	-24.41   	 63.58   	 -35.61		 62.24   	 -40.69		
-57.37   	 -7.63   	 63.44   	 -35.61		 62.08   	 -45.78		
-68.05   	 17.40   	 63.30   	 -30.52		 61.89   	 -35.61		
-81.48   	 51.27   	 63.17   	 -30.52		 61.75   	 -40.69		
-83.01   	 91.86   	 63.05   	 -25.43		 61.59   	 -40.69		
-51.27   	136.72   	 62.95   	 -30.52		 61.42   	 -40.69		
 28.38   	184.94   	 62.83   	 -30.52		 61.26   	 -35.61		
149.54   	234.07   	 62.71   	 -30.52		 61.12   	 -35.61		
284.42   	267.94   	 62.58   	 -25.43		 60.98   	 -35.61		
391.54   	249.02   	 62.48   	 -30.52		 60.83   	 -35.61		
441.28   	143.74   	 62.36   	 -30.52		 60.69   	 -30.52		
430.30   	-44.25   	 62.24   	 -30.52		 60.57   	 -35.61		
378.42   	-261.23   	 62.12   	 -40.69		 60.43   	 -30.52		
312.50   	-428.77   	 61.95   	 -40.69		 60.30   	 -25.43		
249.02   	-501.40   	 61.79   	 -40.69		 60.20   	 -25.43		
191.35   	-505.98   	 61.63   	 -50.86		 60.10   	 -30.52		
138.24   	-513.00   	 61.42   	 -50.86		 59.98   	 -25.43		
 96.74   	-566.71   	 61.22   	 -50.86		 59.88   	 -25.43		
 78.13   	-646.06   	 61.02   	 -55.95		 59.78   	 -25.43		
 85.14   	-686.95(R)	 60.79   	 -45.78		 59.67   	 -25.43		
103.15   	-640.87   	 60.61   	 -50.86		 59.57   	 -30.52		
109.25   	-515.44   	 60.41   	 -45.78		 59.45   	 -30.52		
 90.64   	-362.85   	 60.22   	 -40.69		 59.33   	 -30.52		
 54.02   	-234.38   	 60.06   	 -35.61		 59.21   	 -35.61		
 18.01   	-149.84   	 59.92   	 -30.52		 59.06   	 -35.61		
 -1.53   	-101.32   	 59.80   	 -30.52		 58.92   	 -40.69		
 -3.97   	-72.63   	 59.67   	 -30.52		 58.76   	 -35.61		
 -1.53   	-51.88   	 59.55   	 -25.43		 58.62   	 -40.69		
 -6.10   	-35.40   	 59.45   	 -20.35		 58.45   	 -35.61		
-20.45   	-21.97   	 59.37   	 -20.35		 58.31   	 -35.61		
-36.93   	-11.60   	 59.29   	 -20.35		 58.17   	 -35.61		
-46.39   	 -5.49   	 59.21   	 -15.26		 58.03   	 -35.61		
-47.91   	 -4.27   	 59.15   	 -10.17		 57.88   	 -30.52		
-46.69   	 -5.49   	 59.10(D)	   5.09		 57.76   	 -30.52		
-49.74   	 -5.49   	 59.12   	  25.43		 57.64   	 -35.61		
-57.07   	 -1.22   	 59.23   	  40.69		 57.50   	 -30.52		
-63.17   	  5.80   	 59.39   	  71.21		 57.38   	 -30.52		
-62.87   	 13.43   	 59.67   	  96.64		 57.25   	 -30.52		
-55.85   	 18.92   	 60.06   	 132.25		 57.13   	 -30.52		
-46.69   	 21.06   	 60.59   	 157.68		 57.01   	 -20.35		
-40.59   	 20.45   	 61.22   	 183.11		 56.93   	 -20.35		
-38.15   	 18.92   	 61.95   	 208.54		 56.85   	 -10.17		
-38.76   	 17.70   	 62.79   	 223.80		 56.81(D)	   0.00		
-41.20   	 17.40   	 63.68   	 233.98		 56.81   	  15.26		
-44.56   	 17.70   	 64.62   	 244.15		 56.87   	  30.52		
-47.61   	 16.78   	 65.59   	 249.24		 56.99   	  55.95		
-49.13   	 14.04   	 66.59   	 254.32		 57.21   	  76.30		
-48.83   	 10.99   	 67.61   	 249.24		 57.52   	 111.90		
-46.39   	 10.38   	 68.61   	 259.41		 57.97   	 142.42		
-43.03   	 13.43   	 69.64   	 254.32		 58.53   	 183.11		
-38.76   	 19.84   	 70.66   	 264.50		 59.27   	 213.63		
-34.18   	 27.47   	 71.72   	 269.58		 60.12   	 249.24		
-29.60   	 32.96   	 72.80   	 274.67		 61.12   	 279.75		
-27.16   	 33.26   	 73.90   	 284.84		 62.24   	 315.36		
-27.77   	 29.91   	 75.04   	 295.01		 63.50   	 340.79		
-30.82   	 25.94   	 76.22   	 300.10		 64.86   	 361.14		
-33.26   	 24.41   	 77.42   	 315.36		 66.31   	 376.40		
-33.26   	 26.55   	 78.68   	 315.36		 67.81   	 396.74		
-29.91   	 31.43   	 79.94   	 320.45		 69.40   	 412.00		
-25.33   	 36.62   	 81.22   	 320.45		 71.05   	 417.09		
-21.97   	 39.37   	 82.50   	 325.53		 72.72   	 422.18		
-20.45   	 40.59   	 83.80   	 325.53		 74.40   	 422.18		
-19.53   	 41.50   	 85.11   	 320.45		 76.09   	 417.09		
-18.62   	 43.03   	 86.39   	 315.36		 77.76   	 412.00		
-17.40   	 44.56   	 87.65   	 300.10		 79.41   	 406.92		
-16.17   	 45.78   	 88.85   	 295.01		 81.04   	 401.83		
-14.65   	 46.69   	 90.03   	 279.75		 82.64   	 386.57		
-11.90   	 47.91   	 91.15   	 264.50		 84.19   	 381.48		
 -7.02   	 50.35   	 92.21   	 249.24		 85.72   	 366.22		
 -1.22   	 53.71   	 93.20   	 244.15		 87.18   	 361.14		
  3.36   	 57.07   	 94.18   	 228.89		 88.63   	 350.97		
  3.36   	 59.51   	 95.10   	 218.72		 90.03   	 335.71		
 -2.75   	 61.04   	 95.97   	 213.63		 91.37   	 330.62		
-12.51   	 62.87   	 96.83   	 203.46		 92.70   	 315.36		
-19.23   	 65.92   	 97.64   	 193.29		 93.96   	 310.27		
-16.78   	 69.89   	 98.41   	 193.29		 95.20   	 295.01		
 -3.05   	 74.46   	 99.19   	 183.11		 96.38   	 284.84		
 15.56   	 78.74   	 99.92   	 183.11		 97.52   	 274.67		
 28.08   	 82.70   	100.65   	 172.94		 98.62   	 259.41		
 26.55   	 85.45   	101.34   	 172.94		 99.65   	 254.32		
 13.43   	 87.59   	102.03   	 167.85		100.67   	 239.06		
  0.61   	 90.94   	102.71   	 157.68		101.63   	 228.89		
  0.00   	 95.21   	103.34   	 147.51		102.54   	 218.72		
 16.17   	100.71   	103.93   	 142.42		103.42   	 208.54		
 42.42   	106.20   	104.50   	 127.16		104.25   	 193.29		
 66.22   	111.08   	105.00   	 122.07		105.03   	 188.20		
 75.99   	114.75   	105.49   	 111.90		105.78   	 183.11		
 68.66   	118.10   	105.94   	 106.82		106.51   	 167.85		
 50.35   	120.54   	106.37   	 111.90		107.18   	 157.68		
 33.26   	122.07   	106.82   	 116.99		107.81   	 157.68		
 26.55   	122.99   	107.28   	 132.25		108.44   	 142.42		
 34.48   	124.82   	107.81   	 137.33		109.01   	 137.33		
 51.57   	128.17   	108.36   	 152.59		109.56   	 127.16		
 68.05   	131.84   	108.97   	 152.59		110.07   	 122.07		
 78.43   	132.75   	109.58   	 147.51		110.56   	 111.90		
 83.92   	130.31   	110.17   	 142.42		111.01   	 106.82		
 88.50   	125.12   	110.74   	 127.16		111.43   	  96.64		
 94.60   	119.93   	111.25   	 111.90		111.82   	  86.47		
101.62   	115.36   	111.70   	  86.47		112.17   	  81.38		
107.42   	111.08   	112.04   	  76.30		112.49   	  71.21		
111.39   	107.12   	112.35   	  55.95		112.78   	  61.04		
114.44   	102.23   	112.57   	  45.78		113.02   	  55.95		
117.49   	 97.05   	112.76   	  35.61		113.24   	  40.69		
119.93   	 90.33   	112.90   	  30.52		113.41   	  40.69		
119.93   	 82.70   	113.02   	  15.26		113.57   	  25.43		
116.58   	 74.16   	113.08   	  10.17		113.67   	  15.26		
110.47   	 66.83   	113.12(S)	  -5.09		113.73   	  10.17		
101.32   	 61.95   	113.10   	 -10.17		113.77(S)	   0.00		
 87.59   	 58.59   	113.06   	 -20.35		113.77   	 -10.17		
 69.58   	 54.32   	112.98   	 -35.61		113.73   	 -20.35		
 50.05   	 47.30   	112.84   	 -40.69		113.65   	 -25.43		
 34.48   	 38.15   	112.68   	 -50.86		113.55   	 -40.69		
 28.08   	 29.91   	112.47   	 -66.12		113.39   	 -45.78		
 29.91   	 24.11   	112.21   	 -71.21		113.20   	 -55.95		
 33.57   	 20.75   	111.92   	 -86.47		112.98   	 -66.12		
 31.74   	 18.62   	111.58   	-101.73		112.72   	 -81.38		
 21.97   	 15.26   	111.17   	-116.99		112.39   	 -86.47		
  8.54   	 11.29   	110.70   	-132.25		112.04   	 -96.64		
 -3.66   	  7.63   	110.17   	-157.68		111.66   	-111.90		
-11.90   	  4.88   	109.54   	-183.11		111.21   	-122.07		
-18.92   	  1.53   	108.81   	-203.46		110.72   	-137.33		
-26.25   	 -3.66   	108.00   	-228.89		110.17   	-147.51		
-32.65   	 -9.77   	107.08   	-249.24		109.58   	-167.85		
-36.32   	-14.95   	106.08   	-269.58		108.91   	-178.03		
-36.01   	-16.78   	105.00   	-269.58		108.20   	-193.29		
-34.18   	-15.87   	103.93   	-279.75		107.43   	-208.54		
-33.57   	-14.95   	102.81   	-269.58		106.59   	-223.80		
-35.40   	-16.48   	101.73   	-259.41		105.70   	-239.06		
-37.84   	-21.36   	100.69   	-244.15		104.74   	-249.24		
-37.84   	-26.25   	 99.71   	-228.89		103.74   	-259.41		
-35.40   	-29.30   	 98.80   	-208.54		102.71   	-259.41		
-31.74   	-28.99   	 97.97   	-193.29		101.67   	-264.50		
-28.69   	-26.55   	 97.19   	-178.03		100.61   	-264.50		
-27.77   	-24.41   	 96.48   	-162.77		 99.55   	-254.32		
-26.86   	-24.72   	 95.83   	-152.59		 98.53   	-254.32		
-25.02   	-27.16   	 95.22   	-142.42		 97.52   	-244.15		
-24.11   	-30.21   	 94.65   	-132.25		 96.54   	-239.06		
-27.77   	-31.13   	 94.12   	-127.16		 95.58   	-228.89		
-35.71   	-29.60   	 93.61   	-122.07		 94.67   	-218.72		
-45.17   	-26.25   	 93.12   	-116.99		 93.79   	-213.63		
-50.05   	-22.89   	 92.65   	-116.99		 92.94   	-208.54		
-46.39   	-21.36   	 92.19   	-111.90		 92.11   	-203.46		
-39.06   	-21.97   	 91.74   	-111.90		 91.29   	-193.29		
-36.01   	-24.41   	 91.29   	-106.82		 90.52   	-188.20		
-41.20   	-26.25   	 90.86   	-111.90		 89.77   	-178.03		
-50.35   	-26.86   	 90.42   	-111.90		 89.05   	-178.03		
-56.76   	-25.94   	 89.97   	-106.82		 88.34   	-167.85		
-56.46   	-23.80   	 89.54   	-111.90		 87.67   	-162.77		
-50.96   	-21.97   	 89.09   	-106.82		 87.02   	-152.59		
-45.47   	-20.45   	 88.67   	-111.90		 86.41   	-142.42		
-42.72   	-19.53   	 88.22   	-111.90		 85.84   	-142.42		
-42.42   	-18.92   	 87.77   	-111.90		 85.27   	-132.25		
-42.11   	-18.62   	 87.32   	-111.90		 84.74   	-122.07		
-40.89   	-19.53   	 86.88   	-111.90		 84.25   	-116.99		
-39.37   	-20.75   	 86.43   	-111.90		 83.78   	-106.82		
-38.15   	-21.97   	 85.98   	-106.82		 83.36   	 -96.64		
-36.62   	-21.97   	 85.55   	-106.82		 82.97   	 -91.56		
-34.48   	-21.06   	 85.13   	-106.82		 82.60   	 -81.38		
-32.35   	-19.23   	 84.70   	-101.73		 82.28   	 -76.30		
-31.74   	-17.40   	 84.29   	 -91.56		 81.97   	 -71.21		
-33.87   	-16.17   	 83.93   	 -96.64		 81.69   	 -71.21		
-37.54   	-16.78   	 83.54   	 -91.56		 81.40   	 -71.21		
-40.59   	-18.62   	 83.17   	 -86.47		 81.12   	 -76.30		
-41.81   	-20.75   	 82.83   	 -96.64		 80.81   	 -76.30		
-41.20   	-21.97   	 82.44   	 -91.56		 80.51   	 -81.38		
-40.28   	-21.06   	 82.07   	 -96.64		 80.18   	 -86.47		
-41.50   	-19.23   	 81.69   	 -96.64		 79.84   	 -86.47		
-44.86   	-18.62   	 81.30   	-101.73		 79.49   	 -91.56		
-47.91   	-20.14   	 80.89   	 -96.64		 79.12   	 -91.56		
-48.52   	-22.28   	 80.51   	-101.73		 78.76   	 -91.56		
-46.39   	-23.50   	 80.10   	 -96.64		 78.39   	 -91.56		
-43.95   	-24.11   	 79.71   	 -96.64		 78.03   	 -91.56		
-43.64   	-25.02   	 79.33   	 -91.56		 77.66   	 -96.64		
-45.47   	-26.55   	 78.96   	 -86.47		 77.27   	 -96.64		
-46.69   	-28.08   	 78.62   	 -86.47		 76.89   	-101.73		
-45.47   	-26.86   	 78.27   	 -81.38		 76.48   	-106.82		
-42.72   	-22.58   	 77.94   	 -86.47		 76.05   	-116.99		
-41.50   	-18.62   	 77.60   	 -81.38		 75.58   	-127.16		
-43.03   	-16.78   	 77.27   	 -91.56		 75.08   	-132.25		
-45.47   	-18.62   	 76.91   	 -91.56		 74.55   	-137.33		
-45.78   	-21.36   	 76.54   	-101.73		 74.00   	-137.33		
-42.11   	-23.19   	 76.13   	-111.90		 73.45   	-132.25		
-36.93   	-23.50   	 75.69   	-111.90		 72.92   	-127.16		
-32.35   	-22.58   	 75.24   	-116.99		 72.41   	-116.99		
-30.52   	-21.67   	 74.77   	-111.90		 71.94   	-106.82		
-31.13   	-20.45   	 74.32   	-111.90		 71.52   	 -91.56		
-32.96   	-18.62   	 73.88   	-101.73		 71.15   	 -81.38		
-34.48   	-16.78   	 73.47   	 -96.64		 70.82   	 -71.21		
-35.40   	-15.56   	 73.08   	 -81.38		 70.54   	 -55.95		
-35.40   	-16.48   	 72.76   	 -81.38		 70.32   	 -45.78		
-36.01   	-18.62   	 72.43   	 -71.21		 70.13   	 -35.61		
-37.23   	-21.36   	 72.15   	 -71.21		 69.99   	 -20.35		
-39.98   	-23.19   	 71.86   	 -61.04		 69.91   	 -10.17		
-43.03   	-24.11   	 71.62   	 -61.04		 69.87   	   0.00		
-45.78   	-23.50   	 71.37   	 -61.04		 69.87   	  10.17		
-47.00   	-22.58   	 71.13   	 -55.95		 69.91   	  15.26		
-46.08   	-22.28   	 70.91   	 -45.78		 69.97   	  10.17		
-43.95   	-23.19   	 70.72   	 -50.86		 70.01   	  15.26		
-41.20   	-25.33   	 70.52   	 -40.69		 70.07   	  10.17		
-38.15   	-28.38   	 70.36   	 -35.61		 70.11   	  -5.09		
-34.79   	-31.13   	 70.21   	 -40.69		 70.09   	 -10.17		
-31.43   	-32.04   	 70.05   	 -30.52		 70.05   	 -25.43		
-28.69   	-30.21   	 69.93   	 -35.61		 69.95   	 -45.78		
-28.38   	-26.55   	 69.79   	 -35.61		 69.77   	 -66.12		
-30.52   	-24.11   	 69.64   	 -35.61		 69.50   	 -91.56		
-33.26   	-24.11   	 69.50   	 -35.61		 69.14   	-111.90		
-34.48   	-25.33   	 69.36   	 -40.69		 68.69   	-137.33		
-32.96   	-25.94   	 69.20   	 -40.69		 68.14   	-147.51		
-30.82   	-24.11   	 69.03   	 -40.69		 67.55   	-157.68		
-29.91   	-21.67   	 68.87   	 -45.78		 66.92   	-157.68		
-30.52   	-21.06   	 68.69   	 -45.78		 66.29   	-142.42		
-30.82   	-22.89   	 68.50   	 -50.86		 65.72   	-127.16		
-29.30   	-24.72   	 68.30   	 -45.78		 65.21   	-101.73		
-25.63   	-23.80   	 68.12   	 -50.86		 64.80   	 -76.30		
-23.19   	-21.67   	 67.91   	 -45.78		 64.50   	 -55.95		
-25.02   	-21.06   	 67.73   	 -45.78		 64.27   	 -30.52		
-31.13   	-24.41   	 67.55   	 -45.78		 64.15   	 -10.17		
-37.23   	-30.21   	 67.36   	 -45.78		 64.11   	   5.09		
-39.37   	-34.18   	 67.18   	 -45.78		 64.13   	  10.17		
-36.93   	-34.18   	 67.00   	 -45.78		 64.17   	  10.17		
-31.74   	-31.43   	 66.82   	 -50.86		 64.21   	  10.17		
-27.77   	-29.91   	 66.61   	 -50.86		 64.25   	   0.00		
-27.47   	-31.43   	 66.41   	 -50.86		 64.25   	   0.00		
-28.99   	-34.48   	 66.21   	 -55.95		 64.25   	 -10.17		
-30.21   	-35.40   	 65.98   	 -55.95		 64.21   	 -20.35		
-29.91   	-32.96   	 65.76   	 -61.04		 64.13   	 -25.43		
-28.08   	-29.30   	 65.51   	 -66.12		 64.03   	 -30.52		
-27.47   	-27.16   	 65.25   	 -61.04		 63.91   	 -35.61		
-29.30   	-28.69   	 65.00   	 -61.04		 63.76   	 -35.61		
-32.35   	-31.74   	 64.76   	 -66.12		 63.62   	 -40.69		
-35.10   	-34.18   	 64.50   	 -61.04		 63.46   	 -40.69		
-35.71   	-33.57   	 64.25   	 -61.04		 63.30   	 -40.69		
-33.87   	-31.74   	 64.01   	 -55.95		 63.13   	 -40.69		
-30.82   	-30.21   	 63.78   	 -55.95		 62.97   	 -35.61		
-28.38   	-31.43   	 63.56   	 -55.95		 62.83   	 -35.61		
-28.08   	-35.10   	 63.34   	 -50.86		 62.69   	 -35.61		
-30.82   	-39.06   	 63.13   	 -45.78		 62.54   	 -35.61		
-35.10   	-41.50   	 62.95   	 -50.86		 62.40   	 -30.52		
-38.76   	-41.50   	 62.75   	 -45.78		 62.28   	 -25.43		
-39.06   	-39.37   	 62.56   	 -40.69		 62.18   	 -30.52		
-34.18   	-35.71   	 62.40   	 -40.69		 62.05   	 -30.52		
-25.02   	-32.35   	 62.24   	 -40.69		 61.93   	 -30.52		
-16.48   	-30.21   	 62.08   	 -40.69		 61.81   	 -30.52		
-14.04   	-30.82   	 61.91   	 -40.69		 61.69   	 -35.61		
-18.62   	-32.96   	 61.75   	 -35.61		 61.55   	 -35.61		
-27.47   	-35.40   	 61.61   	 -35.61		 61.40   	 -40.69		
-34.18   	-35.40   	 61.46   	 -30.52		 61.24   	 -40.69		
-34.79   	-32.04   	 61.34   	 -30.52		 61.08   	 -40.69		
-30.52   	-27.47   	 61.22   	 -30.52		 60.92   	 -40.69		
-26.86   	-25.33   	 61.10   	 -20.35		 60.75   	 -45.78		
-27.16   	-27.16   	 61.02   	 -20.35		 60.57   	 -45.78		
-30.52   	-31.13   	 60.94   	 -20.35		 60.39   	 -50.86		
-34.18   	-34.48   	 60.85   	 -20.35		 60.18   	 -45.78		
-35.10   	-35.40   	 60.77   	 -20.35		 60.00   	 -45.78		
-32.04   	-33.87   	 60.69   	 -20.35		 59.82   	 -45.78		
-27.16   	-31.43   	 60.61   	 -25.43		 59.63   	 -40.69		
-22.58   	-29.60   	 60.51   	 -30.52		 59.47   	 -35.61		
-20.14   	-28.38   	 60.39   	 -35.61		 59.33   	 -40.69		
-19.53   	-27.47   	 60.24   	 -35.61		 59.17   	 -35.61		
-20.45   	-26.86   	 60.10   	 -40.69		 59.02   	 -35.61		
-22.58   	-27.47   	 59.94   	 -45.78		 58.88   	 -35.61		
-24.41   	-29.60   	 59.76   	 -45.78		 58.74   	 -35.61		
-26.25   	-32.35   	 59.57   	 -45.78		 58.60   	 -35.61		
-26.25   	-33.87   	 59.39   	 -40.69		 58.45   	 -30.52		
-24.11   	-33.26   	 59.23   	 -45.78		 58.33   	 -35.61		
-20.45   	-31.13   	 59.04   	 -45.78		 58.19   	 -25.43		
-18.01   	-29.60   	 58.86   	 -40.69		 58.09   	 -30.52		
-19.23   	-30.82   	 58.70   	 -40.69		 57.97   	 -20.35		
-23.19   	-33.57   	 58.53   	 -35.61		 57.88   	 -25.43		
-27.16   	-36.32   	 58.39   	 -30.52		 57.78   	 -20.35		
-27.16   	-37.23   	 58.27   	 -30.52		 57.70   	 -15.26		
-22.89   	-36.93   	 58.15   	 -25.43		 57.64   	 -15.26		
-17.70   	-36.01   	 58.05   	 -25.43		 57.58   	 -10.17		
-15.87   	-35.71   	 57.94   	 -25.43		 57.54   	 -10.17		
-18.92   	-35.71   	 57.84   	 -20.35		 57.50   	 -10.17		
-24.11   	-33.87   	 57.76   	 -25.43		 57.46   	  -5.09		
-26.86   	-30.82   	 57.66   	 -25.43		 57.44   	 -10.17		
-24.72   	-27.16   	 57.56   	 -25.43		 57.40   	 -10.17		
-19.23   	-25.33   	 57.46   	 -25.43		 57.35   	 -10.17		
-15.26   	-25.94   	 57.35   	 -30.52		 57.31   	 -10.17		
-15.56   	-27.77   	 57.23   	 -30.52		 57.27   	 -15.26		
-19.23   	-28.99   	 57.11   	 -30.52		 57.21   	 -10.17		
-21.97   	-28.99   	 56.99   	 -35.61		 57.17   	 -15.26		
-20.45   	-27.47   	 56.85   	 -35.61		 57.11   	 -10.17		
-14.65   	-26.25   	 56.70   	 -30.52		 57.07   	 -10.17		
 -9.16   	-26.25   	 56.58   	 -30.52		 57.03   	 -15.26		
 -7.32   	-27.77   	 56.46   	 -30.52		 56.97   	 -10.17		
 -8.85   	-30.21   	 56.34   	 -30.52		 56.93   	 -20.35		
-11.60   	-32.35   	 56.22   	 -25.43		 56.85   	 -15.26		
-12.21   	-33.57   	 56.11   	 -30.52		 56.79   	 -20.35		
-10.99   	-33.87   	 55.99   	 -25.43		 56.70   	 -20.35		
 -8.85   	-34.48   	 55.89   	 -35.61		 56.62   	 -20.35		
 -8.24   	-35.71   	 55.75   	 -30.52		 56.54   	 -30.52		
 -9.16   	-37.54   	 55.63   	 -35.61		 56.42   	 -30.52		
-11.29   	-38.76   	 55.48   	 -35.61		 56.30   	 -30.52		
-13.43   	-38.15   	 55.34   	 -35.61		 56.17   	 -35.61		
-15.56   	-36.01   	 55.20   	 -35.61		 56.03   	 -35.61		
-18.31   	-33.26   	 55.06   	 -35.61		 55.89   	 -35.61		
-20.14   	-31.43   	 54.91   	 -30.52		 55.75   	 -35.61		
-20.14   	-30.52   	 54.79   	 -35.61		 55.61   	 -30.52		
-17.09   	-29.60   	 54.65   	 -30.52		 55.48   	 -35.61		
-11.90   	-27.16   	 54.53   	 -25.43		 55.34   	 -30.52		
 -7.02   	-23.19   	 54.43   	 -30.52		 55.22   	 -30.52		
 -4.88   	-19.23   	 54.30   	 -30.52		 55.10   	 -35.61		
 -5.80   	-15.87   	 54.18   	 -25.43		 54.95   	 -30.52		
 -8.24   	-12.51   	 54.08   	 -20.35		 54.83   	 -35.61		
 -9.46   	 -6.41   	 54.00   	 -20.35		 54.69   	 -30.52		
 -6.71   	  3.66   	 53.92   	 -15.26		 54.57   	 -30.52		
 -0.61   	 16.78   	 53.86   	 -15.26		 54.45   	 -30.52		
  6.41   	 28.08   	 53.79   	  -5.09		 54.32   	 -30.52		
 10.38   	 32.35   	 53.77   	 -10.17		 54.20   	 -25.43		
  9.16   	 29.91   	 53.73   	 -10.17		 54.10   	 -25.43		
  3.66   	 24.41   	 53.69   	 -15.26		 54.00   	 -25.43		
 -2.75   	 23.19   	 53.63   	 -15.26		 53.90   	 -25.43		
 -6.41   	 29.30   	 53.57   	 -25.43		 53.79   	 -25.43		
 -5.49   	 40.28   	 53.47   	 -25.43		 53.69   	 -25.43		
 -0.61   	 50.66   	 53.37   	 -25.43		 53.59   	 -25.43		
  6.71   	 56.76   	 53.27   	 -30.52		 53.49   	 -25.43		
 13.43   	 58.90   	 53.14   	 -30.52		 53.39   	 -30.52		
 17.09   	 59.20   	 53.02   	 -30.52		 53.27   	 -25.43		
 16.78   	 59.81   	 52.90   	 -25.43		 53.16   	 -25.43		
 12.82   	 58.90   	 52.80   	 -25.43		 53.06   	 -25.43		
  7.02   	 52.19   	 52.70   	 -20.35		 52.96   	 -30.52		
  2.75   	 38.15   	 52.61   	 -20.35		 52.84   	 -25.43		
  2.14   	 19.23   	 52.53   	 -20.35		 52.74   	 -25.43		
  7.02   	  3.05   	 52.45   	 -15.26		 52.63   	 -25.43		
 17.09   	 -2.44   	 52.39   	 -15.26		 52.53   	 -25.43		
 30.21   	  5.19   	 52.33   	 -20.35		 52.43   	 -25.43		
 42.72   	 20.45   	 52.25   	 -15.26		 52.33   	 -20.35		
 50.35   	 34.48   	 52.19   	 -15.26		 52.25   	 -20.35		
 50.96   	 37.23   	 52.13   	 -15.26		 52.17   	 -15.26		
 43.33   	 25.33   	 52.06   	 -15.26		 52.11   	 -15.26		
 28.99   	  2.75   	 52.00   	 -15.26		 52.04   	 -10.17		
 10.68   	-21.67   	 51.94   	 -10.17		 52.00   	  -5.09		
 -7.63   	-40.59   	 51.90   	 -15.26		 51.98   	  -5.09		
-21.67   	-50.96   	 51.84   	 -15.26		 51.96   	  -5.09		
-28.99   	-55.24   	 51.78   	 -15.26		 51.94   	 -10.17		
-30.52   	-58.59   	 51.72   	 -15.26		 51.90   	 -15.26		
-29.30   	-63.17   	 51.66   	 -15.26		 51.84   	 -20.35		
-28.08   	-68.97   	 51.60   	 -15.26		 51.76   	 -35.61		
-27.16   	-72.94   	 51.54   	 -15.26		 51.62   	 -55.95		
-25.33   	-72.94   	 51.47   	 -10.17		 51.39   	 -71.21		
-21.67   	-70.19   	 51.43   	 -15.26		 51.11   	 -96.64		
-19.23   	-67.75   	 51.37   	 -10.17		 50.72   	-116.99		
-20.75   	-68.66   	 51.33   	 -15.26		 50.25   	-142.42		
-24.41   	-73.55   	 51.27   	 -10.17		 49.68   	-152.59		
-27.47   	-80.57   	 51.23   	 -20.35		 49.07   	-162.77		
-26.55   	-85.45   	 51.15   	 -15.26		 48.42   	-157.68		
-21.97   	-86.98   	 51.09   	 -25.43		 47.79   	-157.68		
-19.23   	-84.84   	 50.99   	 -20.35		 47.16   	-137.33		
-21.06   	-81.48   	 50.91   	 -25.43		 46.61   	-116.99		
-26.25   	-77.82   	 50.80   	 -25.43		 46.14   	 -86.47		
-30.52   	-74.46   	 50.70   	 -25.43		 45.80   	 -55.95		
-30.52   	-71.72   	 50.60   	 -25.43		 45.57   	 -15.26		
-27.16   	-69.58   	 50.50   	 -35.61		 45.51   	  15.26		
-25.94   	-66.53   	 50.36   	 -35.61		 45.57   	  61.04		
-32.35   	-58.59   	 50.21   	 -40.69		 45.82   	 101.73		
-47.30   	-40.28   	 50.05   	 -45.78		 46.23   	 132.25		
-66.22   	 -7.63   	 49.87   	 -55.95		 46.75   	 172.94		
-77.51   	 36.62   	 49.64   	 -55.95		 47.45   	 198.37		
-65.61   	 87.28   	 49.42   	 -66.12		 48.24   	 228.89		
-14.04   	138.24   	 49.16   	 -61.04		 49.16   	 244.15		
 84.23   	187.68   	 48.91   	 -66.12		 50.13   	 259.41		
219.12   	231.32   	 48.65   	 -61.04		 51.17   	 269.58		
361.63   	248.72   	 48.40   	 -50.86		 52.25   	 269.58		
473.02   	200.50   	 48.20   	 -50.86		 53.33   	 259.41		
524.60   	 58.29   	 48.00   	 -45.78		 54.36   	 254.32		
512.70   	-160.83   	 47.81   	 -35.61		 55.38   	 233.98		
456.54   	-389.40   	 47.67   	 -30.52		 56.32   	 208.54		
383.61   	-546.26   	 47.55   	 -30.52		 57.15   	 183.11		
