  I     	  II     	  LVp     	  LVp'		
-14.04   	-20.14   	 51.13   	 869.78		
-11.90   	-18.92   	 54.61   	 834.18		
 -9.46   	-16.17   	 57.94   	 788.40		
 -6.10   	-10.99   	 61.10   	 747.71		
 -2.75   	 -5.19   	 64.09   	 701.93		
  0.31   	 -0.31   	 66.90   	 651.07		
  2.75   	  2.14   	 69.50   	 600.20		
  6.41   	  3.05   	 71.90   	 549.34		
 12.21   	  4.58   	 74.10   	 503.56		
 19.23   	  7.93   	 76.11   	 447.61		
 26.25   	 13.73   	 77.90   	 401.83		
 32.04   	 21.06   	 79.51   	 356.05		
 37.54   	 28.69   	 80.94   	 320.45		
 43.64   	 36.01   	 82.22   	 295.01		
 50.96   	 41.50   	 83.40   	 269.58		
 59.51   	 45.78   	 84.48   	 259.41		
 68.36   	 50.05   	 85.51   	 254.32		
 78.43   	 56.15   	 86.53   	 259.41		
 90.64   	 66.22   	 87.57   	 259.41		
104.68   	 79.96   	 88.61   	 269.58		
119.63   	 94.91   	 89.68   	 279.75		
133.97   	109.25   	 90.80   	 274.67		
147.40   	122.07   	 91.90   	 279.75		
161.13   	134.28   	 93.02   	 279.75		
175.17   	147.40   	 94.14   	 264.50		
189.51   	162.35   	 95.20   	 249.24		
203.25   	178.53   	 96.19   	 233.98		
215.15   	195.62   	 97.13   	 213.63		
224.61   	213.32   	 97.99   	 183.11		
231.32   	230.10   	 98.72   	 162.77		
234.38   	244.14   	 99.37   	 137.33		
233.15   	252.38   	 99.92   	 101.73		
226.44   	252.99   	100.33   	  76.30		
213.62   	245.36   	100.63   	  45.78		
194.70   	231.02   	100.81   	  15.26		
171.51   	211.49   	100.87   	 -25.43		
145.87   	189.21   	100.77   	 -61.04		
120.24   	166.32   	100.53   	 -96.64		
 96.44   	144.04   	100.14   	-132.25		
 75.68   	122.99   	 99.61   	-162.77		
 57.37   	103.76   	 98.96   	-193.29		
 41.20   	 86.36   	 98.19   	-213.63		
 26.55   	 70.80   	 97.33   	-228.89		
 13.73   	 56.46   	 96.42   	-233.98		
  3.66   	 43.03   	 95.48   	-228.89		
 -3.97   	 30.82   	 94.57   	-218.72		
 -9.16   	 19.84   	 93.69   	-198.37		
