  I     	  II     	  LV     	  LV'		  AO     	  AO'		
-21.67   	-61.04   	  0.98   	-213.63		 74.26   	-228.89		
-22.58   	-60.12   	  0.12   	-223.80		 73.35   	-167.85		
-22.58   	-60.73   	 -0.77   	-147.51		 72.68   	-111.90		
-21.97   	-62.26   	 -1.36   	   5.09		 72.23   	 -45.78		
-22.28   	-64.39   	 -1.34   	  61.04		 72.04   	 -30.52		
-24.11   	-65.92   	 -1.10   	   5.09		 71.92   	 -66.12		
-26.86   	-66.83   	 -1.08   	 -30.52		 71.66   	 -81.38		
-29.30   	-66.53   	 -1.20   	 -10.17		 71.33   	 -61.04		
-29.30   	-65.61   	 -1.24   	  50.86		 71.09   	 -40.69		
-26.86   	-65.00   	 -1.04   	 132.25		 70.93   	  -5.09		
-23.80   	-65.00   	 -0.51   	 198.37		 70.91   	  50.86		
-22.28   	-65.92   	  0.28   	 193.29		 71.11   	  66.12		
-23.19   	-66.53   	  1.06   	 157.68		 71.37   	   0.00		
-25.33   	-66.53   	  1.69   	 132.25		 71.37   	 -76.30		
-27.47   	-65.61   	  2.22   	 101.73		 71.07   	 -91.56		
-28.38   	-65.00   	  2.62   	  71.21		 70.70   	 -71.21		
-27.77   	-64.70   	  2.91   	  35.61		 70.42   	 -76.30		
-26.86   	-65.00   	  3.05   	   5.09		 70.11   	 -96.64		
-25.94   	-65.00   	  3.07   	 -20.35		 69.73   	-106.82		
-25.33   	-62.56   	  2.99   	 -15.26		 69.30   	 -76.30		
-25.02   	-54.93   	  2.93   	  -5.09		 68.99   	 -35.61		
-25.02   	-40.59   	  2.91   	   5.09		 68.85   	 -20.35		Beg---------
-24.41   	-18.92   	  2.93   	  -5.09		 68.77   	 -30.52		
-22.89   	  6.71   	  2.91   	 -45.78		 68.65   	 -86.47		
-21.36   	 30.52   	  2.73   	 -71.21		 68.30   	-147.51		
-21.06   	 46.69   	  2.44   	 -61.04		 67.71   	-137.33		
-21.06   	 54.32   	  2.20   	 -20.35		 67.16   	 -81.38		
-20.14   	 57.68   	  2.12   	   5.09		 66.84   	 -55.95		
-16.78   	 64.70   	  2.14   	  20.35		 66.61   	 -45.78		
-10.38   	 78.74   	  2.22   	  30.52		 66.43   	 -15.26		
 -2.44   	 97.66   	  2.34   	  30.52		 66.37   	 -10.17		
  4.88   	114.14   	  2.46   	 -20.35		 66.33   	 -71.21		
  9.46   	121.46   	  2.38   	 -76.30		 66.04   	-116.99		
 12.21   	116.88   	  2.08   	 -71.21		 65.57   	 -86.47		
 13.73   	102.54   	  1.79   	 -30.52		 65.23   	 -50.86		
 14.04   	 83.31   	  1.67   	 -20.35		 65.03   	 -45.78		
 13.43   	 61.65   	  1.59   	 -20.35		 64.84   	 -66.12		
 11.29   	 38.15   	  1.51   	 -35.61		 64.58   	 -76.30		
  8.54   	 14.04   	  1.36   	 -40.69		 64.27   	 -40.69		
  5.19   	 -7.63   	  1.20   	 -35.61		 64.11   	 -50.86		
  1.53   	-24.11   	  1.06   	 -20.35		 63.91   	 -76.30		
 -3.05   	-34.79   	  0.98   	  30.52		 63.60   	 -50.86		
 -8.85   	-41.20   	  1.10   	  91.56		 63.40   	   5.09		
-14.65   	-47.30   	  1.46   	  96.64		 63.42   	  15.26		
-19.53   	-55.85   	  1.85   	  86.47		 63.48   	   0.00		
-22.28   	-66.83   	  2.20   	  81.38		 63.48   	   0.00		
-23.19   	-79.35   	  2.52   	 147.51		 63.48   	 -25.43		
-23.19   	-91.86   	  3.11   	 274.67		 63.38   	  35.61		
-23.19   	-102.84   	  4.21   	 366.22		 63.52   	 127.16		
-23.50   	-110.47   	  5.68   	 361.14		 64.03   	 101.73		
-24.72   	-115.05   	  7.12   	 325.53		 64.44   	  55.95		
-26.25   	-118.10   	  8.42   	 249.24		 64.66   	   5.09		
-28.38   	-120.54   	  9.42   	 147.51		 64.68   	 -55.95		
-29.60   	-122.99   	 10.01   	  55.95		 64.46   	 -71.21		
-29.91   	-125.43   	 10.23   	 -50.86		 64.17   	-122.07		
-29.60   	-126.65   	 10.03   	-157.68		 63.68   	-208.54		
-29.60   	-126.65   	  9.40   	-147.51		 62.85   	-208.54		
-31.13   	-125.43   	  8.81   	 -66.12		 62.01   	-101.73		
-34.18   	-123.29   	  8.55   	 -20.35		 61.61   	 -30.52		
-39.06   	-117.19   	  8.46   	 -25.43		 61.49   	 -55.95		
-45.78   	-105.59   	  8.36   	 -40.69		 61.26   	 -81.38		
-54.93   	-89.42   	  8.20   	 -76.30		 60.94   	 -91.56		
-64.70   	-72.02   	  7.89   	 -91.56		 60.57   	-111.90		
-71.11   	-57.68   	  7.53   	 -91.56		 60.12   	-106.82		
-65.00   	-42.72   	  7.16   	 -91.56		 59.69   	-106.82		
-38.45   	-13.12   	  6.80   	 -45.78		 59.27   	 -96.64		
 14.65   	 52.49   	  6.61   	  30.52		 58.88   	 -45.78		
 93.99   	166.63   	  6.73(E)	  96.64		 58.70   	 -15.26		
194.09   	307.31   	  7.12   	 208.54		 58.64   	 -20.35		
304.26   	415.34   	  7.96   	 391.66		 58.56   	  10.17		
406.19   	425.72(R)	  9.52   	 590.03		 58.60   	  96.64		
474.55   	308.23   	 11.88   	 549.34		 58.98   	 116.99		
482.79   	 98.88   	 14.08   	 437.43		 59.45   	 -30.52		
415.65   	-115.97   	 15.83   	 518.82		 59.33   	-213.63		
285.34   	-255.13   	 17.90   	 762.97		 58.47   	-142.42		
130.92   	-296.02   	 20.96   	 773.14		 57.90   	 -35.61		
  2.75   	-278.32   	 24.05   	 493.39		 57.76   	-259.41		
-65.00   	-257.57   	 26.02   	1027.46		 56.72   	-249.24		
-70.50   	-259.09   	 30.13   	1759.91		 55.73   	 239.06		
-39.98   	-265.81   	 37.17   	1744.65		 56.68   	  96.64		
 -8.85   	-245.67   	 44.15   	1581.89		 57.07   	-371.31		
  1.83   	-187.68   	 50.48   	1632.75		 55.58(D)	 111.90		
 -7.93   	-114.75   	 57.01   	2009.15		 56.03   	 752.79		
-25.33   	-61.65   	 65.05   	2309.25		 59.04   	 473.04		
-37.84   	-45.78   	 74.28   	2187.17		 60.94   	 437.43		
-41.50   	-57.07   	 83.03   	1592.06		 62.69   	 864.70		
-39.06   	-73.55   	 89.40   	 727.36		 66.14   	 681.58		
-36.32   	-78.74   	 92.31   	 127.16		 68.87   	 412.00		
-36.01   	-70.50   	 92.82   	-218.72		 70.52   	 554.42		
-36.93   	-57.98   	 91.94   	-661.24		 72.74   	 488.30		
-38.15   	-49.44   	 89.30   	-1134.28		 74.69   	 116.99		
-38.15   	-47.91   	 84.76   	-1297.04		 75.16   	-106.82		
-36.93   	-49.74   	 79.57   	-447.61		 74.73   	  66.12		
-35.40   	-51.27   	 77.78   	 707.02		 74.99   	 915.56		
-34.79   	-50.35   	 80.61   	 991.86		 78.66   	1434.38		
-35.40   	-47.30   	 84.58   	 930.82		 84.39   	 854.52		
-36.62   	-43.95   	 88.30   	 630.72		 87.81   	 162.77		
-37.23   	-41.50   	 90.82   	-345.88		 88.46   	-488.30		
-36.32   	-40.28   	 89.44   	-956.25		 86.51   	-1251.27		
-35.10   	-39.37   	 85.62   	-615.46		 81.51   	-996.94		
-34.18   	-37.54   	 83.15   	-193.29		 77.52   	 106.82		
-34.18   	-34.48   	 82.38   	 274.67		 77.94   	 427.26		
-34.18   	-30.82   	 83.48   	 854.52		 79.65   	 233.98		
-33.57   	-26.86   	 86.90   	 859.61		 80.59   	 717.19		
-32.35   	-22.89   	 90.34   	 564.60		 83.46   	 773.14		
-29.91   	-18.31   	 92.59   	 635.81		 86.55   	 452.69		
-28.08   	-13.12   	 95.14   	 762.97		 88.36   	 640.89		
-27.77   	 -7.93   	 98.19   	 691.76		 90.93   	 773.14		
-29.30   	 -3.05   	100.96   	 437.43		 94.02   	 412.00		
-30.82   	  1.83   	102.71   	 162.77		 95.67   	  86.47		
-29.91   	  7.02   	103.36(S)	 -20.35		 96.01   	 -40.69		
-24.72   	 14.04   	103.28   	 -76.30		 95.85   	-116.99		
-16.17   	 22.58   	102.97   	-228.89		 95.38   	-188.20		
 -8.24   	 32.04   	102.05   	-412.00		 94.63   	-295.01		
 -4.27   	 41.20   	100.41   	-315.36		 93.45   	-264.50		
 -4.58   	 49.74   	 99.15   	-203.46		 92.39   	 -91.56		
 -6.41   	 58.29   	 98.33   	 -76.30		 92.02   	 -15.26		
 -6.41   	 67.44   	 98.03   	 -61.04		 91.96   	 106.82		
 -3.36   	 77.21   	 97.78   	  40.69		 92.39   	 330.62		
  1.22   	 86.98   	 97.94   	 422.18		 93.71   	 274.67		
  5.19   	 96.44   	 99.63   	 381.48		 94.81   	 137.33		
  7.93   	105.59   	101.16   	 -25.43		 95.36   	  40.69		
 10.99   	114.44   	101.06   	-361.14		 95.52   	-142.42		
 14.34   	123.29   	 99.61   	-493.39		 94.95   	-325.53		
 18.62   	131.53   	 97.64   	-386.57		 93.65   	-111.90		
 22.58   	138.85   	 96.09   	 -71.21		 93.20   	 172.94		
 25.33   	145.26   	 95.81   	 172.94		 93.90   	  86.47		
 27.77   	150.45   	 96.50   	  96.64		 94.24   	  30.52		
 30.21   	154.42   	 96.89   	 -15.26		 94.36   	 -10.17		
 32.96   	157.78   	 96.83   	 -25.43		 94.32   	  25.43		
 35.40   	160.22   	 96.72   	 -45.78		 94.42   	 208.54		
 36.62   	161.74   	 96.54   	  96.64		 95.26   	  86.47		
 36.93   	162.66   	 96.93   	 127.16		 95.60   	 -81.38		
 36.62   	162.96   	 97.44   	-198.37		 95.28   	  30.52		
 36.62   	162.96   	 96.64   	-340.79		 95.40   	 106.82		
 36.32   	162.35   	 95.28   	 -61.04		 95.83   	 167.85		
 35.10   	159.61   	 95.04   	 218.72		 96.50   	 147.51		
 31.74   	154.42   	 95.91   	 223.80		 97.09   	 147.51		
 27.16   	146.18   	 96.81   	 106.82		 97.68   	 137.33		
 22.58   	134.58   	 97.23   	   5.09		 98.23(S)	 -96.64		
 18.92   	119.93   	 97.25   	-193.29		 97.84   	-315.36		
 16.17   	103.45   	 96.48   	-381.48		 96.58   	-269.58		
 13.12   	 85.45   	 94.95   	-401.83		 95.50   	-152.59		
  8.54   	 66.22   	 93.35   	-289.93		 94.89   	-101.73		
  2.14   	 47.30   	 92.19   	-106.82		 94.49   	 -30.52		
 -4.88   	 28.38   	 91.76   	  30.52		 94.36   	  81.38		
-10.38   	 10.68   	 91.88   	  20.35		 94.69   	  91.56		
-14.34   	 -5.19   	 91.96   	 -30.52		 95.06   	 -20.35		
-17.09   	-19.23   	 91.84   	-116.99		 94.97   	-152.59		
-19.84   	-30.82   	 91.37   	-218.72		 94.36   	-162.77		
-22.58   	-40.28   	 90.50   	-295.01		 93.71   	-137.33		
-25.33   	-47.91   	 89.32   	-381.48		 93.16   	-193.29		
-27.77   	-54.63   	 87.79   	-559.51		 92.39   	-244.15		
-29.30   	-60.42   	 85.55   	-752.79		 91.41   	-310.27		
-30.52   	-65.92   	 82.54   	-824.00		 90.17   	-401.83		
-31.43   	-70.50   	 79.25   	-844.35		 88.57   	-432.35		
-31.43   	-73.85   	 75.87   	-905.39		 86.84   	-457.78		
-30.82   	-76.29   	 72.25   	-600.20		 85.00   	-406.92		
-29.91   	-78.13   	 69.85   	 223.80		 83.38   	  20.35		
-28.99   	-79.04   	 70.74   	-376.40		 83.46   	 462.87		
-28.69   	-79.35   	 69.24   	-1861.64		 85.31   	-223.80		
-29.60   	-79.65   	 61.79   	-1851.47		 84.41   	-986.77		
-31.43   	-79.96   	 54.38   	-1327.56		 80.47   	 -86.47		
-33.87   	-81.18   	 49.07   	-1408.95		 80.12   	 712.10		
-36.01   	-82.70   	 43.44   	-1500.50		 82.97   	-101.73		
-36.01   	-83.31   	 37.44   	-1169.88		 82.56   	-788.40		
-33.26   	-82.09   	 32.76   	-722.28		 79.41   	-162.77		
-29.60   	-79.65   	 29.87   	-467.95		 78.76   	 549.34		
-26.86   	-77.21   	 28.00   	-345.88		 80.96   	 417.09		
-25.94   	-75.68   	 26.61   	-295.01		 82.62   	 -10.17		
-26.25   	-74.77   	 25.43   	-345.88		 82.58   	-106.82		
-26.55   	-74.77   	 24.05   	-432.35		 82.16   	 -76.30		
-26.25   	-74.46   	 22.32   	-554.42		 81.85   	-183.11		
-26.86   	-74.46   	 20.10   	-640.89		 81.12   	-315.36		
-28.69   	-74.46   	 17.54   	-564.60		 79.86   	-213.63		
-31.13   	-73.85   	 15.28   	-457.78		 79.00   	   0.00		
-32.65   	-72.33   	 13.45   	-371.31		 79.00   	  20.35		
-32.04   	-69.89   	 11.96   	-320.45		 79.08   	 -40.69		
-28.99   	-67.75   	 10.68   	-376.40		 78.92   	 -15.26		
-24.72   	-65.61   	  9.18   	-473.04		 78.86   	-142.42		
-21.06   	-64.09   	  7.28   	-534.08		 78.29   	-340.79		
-19.23   	-63.48   	  5.15   	-488.30		 76.93   	-310.27		
-20.14   	-63.78   	  3.19   	-198.37		 75.69   	 -45.78		
-22.28   	-64.70   	  2.40   	 142.42		 75.50   	 305.19		
-23.50   	-64.70   	  2.97   	  50.86		 76.72   	 366.22		
-22.89   	-63.17   	  3.17   	-300.10		 78.19   	-289.93		
-21.06   	-60.73   	  1.97   	-325.53		 77.03   	-681.58		
-18.92   	-59.20   	  0.67   	-122.07		 74.30   	-172.94		
-18.01   	-59.81   	  0.18   	  30.52		 73.61   	 228.89		
-18.01   	-61.95   	  0.31   	 101.73		 74.53   	 178.03		
-18.01   	-63.78   	  0.71   	 152.59		 75.24   	  76.30		
-17.40   	-64.09   	  1.32   	 183.11		 75.54   	  20.35		
-16.78   	-63.48   	  2.05   	 122.07		 75.63   	  -5.09		
-17.09   	-62.87   	  2.54   	  30.52		 75.60   	   0.00		
-18.31   	-63.17   	  2.67   	 -10.17		 75.60   	 -50.86		
-19.53   	-64.09   	  2.62   	 -61.04		 75.40   	-106.82		
-19.53   	-64.39   	  2.38   	-147.51		 74.97   	-132.25		
-18.92   	-63.48   	  1.79   	-254.32		 74.45   	-188.20		
-17.70   	-62.26   	  0.77   	-284.84		 73.69   	-239.06		
-16.17   	-61.65   	 -0.37   	-203.46		 72.74   	-183.11		
-14.95   	-61.95   	 -1.18   	-127.16		 72.00   	 -81.38		
-14.65   	-63.48   	 -1.69   	 -66.12		 71.68   	 -40.69		
-15.26   	-65.00   	 -1.95   	 -15.26		 71.52   	 -81.38		
-17.09   	-66.53   	 -2.01(D)	  55.95		 71.19   	-116.99		
-18.92   	-68.05   	 -1.79   	 137.33		 70.72   	 -71.21		
-20.14   	-68.97   	 -1.24   	 218.72		 70.44   	  30.52		
-20.45   	-69.27   	 -0.37   	 208.54		 70.56   	  45.78		
-19.84   	-68.36   	  0.47   	 147.51		 70.74   	 -15.26		
-18.92   	-66.83   	  1.06   	  96.64		 70.68   	 -61.04		
-18.62   	-65.92   	  1.44   	  40.69		 70.44   	 -55.95		
-18.92   	-66.22   	  1.61   	 -15.26		 70.21   	 -45.78		
-20.14   	-67.75   	  1.55   	 -20.35		 70.03   	 -71.21		
-21.67   	-69.58   	  1.46   	  25.43		 69.75   	 -61.04		
-23.19   	-71.11   	  1.57   	  50.86		 69.50   	 -35.61		
-24.41   	-72.02   	  1.77   	  50.86		 69.36   	 -35.61		
-25.02   	-72.63   	  1.97   	  50.86		 69.22   	 -55.95		
-24.41   	-72.94   	  2.18   	  45.78		 68.99   	 -55.95		
-23.19   	-72.63   	  2.36   	  40.69		 68.77   	 -40.69		
-21.67   	-71.41   	  2.52   	  25.43		 68.61   	 -50.86		
-20.45   	-68.36   	  2.62   	  15.26		 68.40   	 -76.30		
-20.14   	-60.42   	  2.69   	  25.43		 68.10   	 -66.12		
-19.84   	-45.78   	  2.79   	  40.69		 67.83   	 -15.26		
-18.92   	-22.89   	  2.95   	  45.78		 67.77   	 -40.69		
-17.09   	  4.27   	  3.13   	  10.17		 67.61   	 -91.56		
-14.95   	 28.99   	  3.17   	 -30.52		 67.24   	-122.07		
-13.73   	 46.08   	  3.05   	 -20.35		 66.75   	 -91.56		
-12.82   	 55.24   	  2.97   	 -45.78		 66.39   	 -50.86		
-11.29   	 60.42   	  2.79   	 -66.12		 66.18   	 -81.38		
 -8.24   	 68.66   	  2.52   	 -61.04		 65.86   	-111.90		
 -3.97   	 81.79   	  2.28   	 -66.12		 65.41   	-111.90		
  0.92   	 96.74   	  2.01   	 -55.95		 64.96   	 -81.38		
  4.58   	107.73   	  1.79   	 -20.35		 64.64   	 -55.95		
  7.63   	109.86   	  1.71   	  10.17		 64.41   	 -15.26		
 11.60   	102.54   	  1.75   	  -5.09		 64.35   	 -20.35		
 17.09   	 88.81   	  1.73   	 -30.52		 64.27   	 -50.86		
 22.89   	 71.11   	  1.61   	 -30.52		 64.07   	 -71.21		
 26.55   	 51.57   	  1.49   	 -40.69		 63.78   	 -55.95		
 25.94   	 30.21   	  1.32   	 -50.86		 63.56   	 -61.04		
 20.75   	  7.63   	  1.12   	 -45.78		 63.32   	 -66.12		
 13.43   	-12.21   	  0.94   	 -15.26		 63.05   	 -55.95		
  5.49   	-26.55   	  0.87   	  50.86		 62.83   	  15.26		
 -1.22   	-35.10   	  1.08   	 122.07		 62.89   	  76.30		
 -6.41   	-40.89   	  1.57   	 183.11		 63.19   	  76.30		
-10.07   	-48.22   	  2.30   	 188.20		 63.50   	  61.04		
-12.51   	-58.59   	  3.05   	 122.07		 63.74   	   5.09		
-14.34   	-71.11   	  3.54   	  40.69		 63.76   	 -81.38		
-15.56   	-83.62   	  3.70   	  25.43		 63.44   	-147.51		
-17.09   	-93.99   	  3.80   	  81.38		 62.85   	-132.25		
-18.62   	-102.84   	  4.13   	 122.07		 62.32   	 -55.95		
-20.75   	-110.17   	  4.62   	 188.20		 62.10   	 -20.35		
-22.89   	-115.97   	  5.37   	 239.06		 62.01   	  10.17		
-24.41   	-119.63   	  6.33   	 233.98		 62.05   	  40.69		
-25.33   	-121.46   	  7.26   	 183.11		 62.22   	  15.26		
-25.33   	-122.07   	  8.00   	 172.94		 62.28   	   0.00		
-25.33   	-122.99   	  8.69   	 142.42		 62.28   	  20.35		
-26.55   	-125.12   	  9.26   	  35.61		 62.36   	 -30.52		
-28.69   	-128.78   	  9.40   	 -25.43		 62.24   	-127.16		
-31.43   	-132.14   	  9.30   	 -20.35		 61.73   	-116.99		
-34.79   	-132.45   	  9.22   	 -81.38		 61.26   	 -86.47		
-39.37   	-125.12   	  8.89   	-172.94		 60.92   	-172.94		
-46.69   	-109.25   	  8.20   	-167.85		 60.22   	-223.80		
-57.07   	-87.28   	  7.53   	-111.90		 59.33   	-147.51		
-68.36   	-65.92   	  7.08   	-101.73		 58.74   	 -81.38		
-73.55   	-49.13   	  6.67   	 -96.64		 58.41   	 -96.64		
-63.48   	-30.21   	  6.29   	 -40.69		 58.03   	 -91.56		
-30.52   	  6.41   	  6.12   	  15.26		 57.66   	 -50.86		
 29.91   	 82.40   	  6.19(E)	  66.12		 57.46   	 -35.61		
116.88   	204.16   	  6.45   	 127.16		 57.31   	 -15.26		
224.30   	339.36   	  6.96   	 167.85		 57.25   	  10.17		
339.97   	424.80(R)	  7.63   	 244.15		 57.29   	 -15.26		
441.89   	398.86   	  8.61   	 432.35		 57.23   	 -10.17		
502.32   	244.75   	 10.34   	 691.76		 57.19   	  76.30		
493.77   	 14.34   	 13.10   	 925.73		 57.50   	 101.73		
406.19   	-198.67   	 16.81   	1093.59		 57.90   	  71.21		
259.40   	-319.21   	 21.18   	1002.03		 58.19   	  66.12		
101.01   	-338.13   	 25.19   	 564.60		 58.45   	-157.68		
-18.01   	-304.57   	 27.45   	 595.11		 57.82   	-417.09		
-69.27   	-274.05   	 29.83   	1398.77		 56.15   	  35.61		
-60.12   	-265.20   	 35.42   	1658.18		 56.30   	 310.27		
-24.11   	-258.79   	 42.05   	1230.92		 57.54   	-396.74		
  3.66   	-225.83   	 46.98   	1113.93		 55.95   	-661.24		
  7.63   	-162.66   	 51.43   	1597.15		 53.31(D)	 371.31		
 -6.71   	-95.52   	 57.82   	2166.83		 54.79   	 951.17		
-23.80   	-53.41   	 66.49   	2390.63		 58.60   	 478.13		
-32.96   	-45.47   	 76.05   	2049.84		 60.51   	 595.11		
-33.26   	-57.37   	 84.25   	1297.04		 62.89   	 905.39		
-30.21   	-69.89   	 89.44   	 534.08		 66.51   	 554.42		
-28.99   	-71.11   	 91.58   	  -5.09		 68.73   	 386.57		
-30.52   	-62.87   	 91.56   	-437.43		 70.27   	 539.16		
-33.26   	-52.80   	 89.81   	-864.70		 72.43   	 412.00		
-34.18   	-46.08   	 86.35   	-991.86		 74.08   	  40.69		
-33.26   	-43.95   	 82.38   	-656.15		 74.24   	  10.17		
-31.43   	-43.64   	 79.76   	 -10.17		 74.28   	 371.31		
-30.52   	-43.33   	 79.71   	 635.81		 75.77   	1012.20		
-30.82   	-41.81   	 82.26   	 696.84		 79.82   	1200.40		
-32.65   	-39.06   	 85.05   	 239.06		 84.62   	 162.77		
-34.48   	-35.71   	 86.00   	 -66.12		 85.27   	-666.32		
-35.10   	-32.65   	 85.74   	-295.01		 82.60   	-386.57		
-34.18   	-30.52   	 84.56   	-437.43		 81.06   	-356.05		
-31.43   	-28.38   	 82.81   	-172.94		 79.63   	-498.47		
-27.77   	-25.63   	 82.12   	 320.45		 77.64   	  91.56		
-25.02   	-22.58   	 83.40   	 874.87		 78.01   	 839.26		
-23.80   	-19.84   	 86.90   	1230.92		 81.36   	1052.90		
-24.72   	-17.09   	 91.82   	 910.47		 85.57   	 600.20		
-26.25   	-14.04   	 95.46   	 386.57		 87.98   	 -10.17		
-26.86   	 -9.77   	 97.01   	 183.11		 87.93   	 137.33		
-25.33   	 -3.36   	 97.74   	 106.82		 88.48   	 437.43		
-22.28   	  4.58   	 98.17   	 152.59		 90.23   	 244.15		
-18.92   	 12.51   	 98.78   	 218.72		 91.21   	 183.11		
-16.17   	 19.53   	 99.65   	 213.63		 91.94   	 213.63		
-14.65   	 25.94   	100.51   	 213.63		 92.80   	 122.07		
-14.04   	 32.35   	101.36   	 122.07		 93.29   	  61.04		
-13.43   	 39.67   	101.85   	 101.73		 93.53   	  20.35		
-12.21   	 48.22   	102.26   	 310.27		 93.61   	 264.50		
-10.07   	 57.07   	103.50   	 228.89		 94.67   	 467.95		
 -7.02   	 65.92   	104.41(S)	-310.27		 96.54   	 -25.43		
 -3.05   	 74.16   	103.17   	-620.55		 96.44   	-625.63		
  1.22   	 83.01   	100.69   	-503.56		 93.94   	-422.18		
  5.49   	 92.47   	 98.68   	-284.84		 92.25   	  15.26		
  8.54   	102.84   	 97.54   	-376.40		 92.31   	 -10.17		
 10.68   	113.22   	 96.03   	-452.69		 92.27   	-233.98		
 13.12   	123.60   	 94.22   	 401.83		 91.33   	  25.43		
 15.87   	133.97   	 95.83   	 874.87		 91.43   	 717.19		
 19.53   	144.04   	 99.33   	  50.86		 94.30   	 447.61		
 23.19   	153.20   	 99.53   	-513.73		 96.09   	-534.08		
 26.25   	160.52   	 97.48   	-264.50		 93.96   	-467.95		
 28.08   	166.32   	 96.42   	 -61.04		 92.09   	 366.22		
 29.30   	170.90   	 96.17   	  10.17		 93.55   	 483.21		
 31.74   	175.17   	 96.22   	 228.89		 95.48   	  20.35		
 35.40   	178.83   	 97.13   	 239.06		 95.56   	  61.04		
 39.98   	181.88   	 98.09   	   5.09		 95.81   	 259.41		
 43.64   	183.11   	 98.11   	 -66.12		 96.85   	  45.78		
 44.86   	182.50   	 97.84   	 -86.47		 97.03   	   0.00		
 43.95   	180.36   	 97.50   	-269.58		 97.03   	  25.43		
 41.81   	178.53   	 96.42   	-406.92		 97.13(S)	-106.82		
 39.67   	177.00   	 94.79   	-244.15		 96.70   	-152.59		
 38.76   	174.26   	 93.81   	 -30.52		 96.09   	-249.24		
 37.84   	169.07   	 93.69   	  45.78		 95.10   	-254.32		
 36.01   	160.22   	 93.88   	 152.59		 94.08   	  91.56		
 32.35   	147.40   	 94.49   	 172.94		 94.45   	 254.32		
 27.77   	132.14   	 95.18   	 -61.04		 95.46   	 -30.52		
 22.58   	115.66   	 94.93   	-279.75		 95.34   	-198.37		
 17.70   	 97.66   	 93.81   	-178.03		 94.55   	   5.09		
 12.82   	 78.74   	 93.10   	   5.09		 94.57   	 127.16		
  8.24   	 58.90   	 93.12   	  30.52		 95.08   	  20.35		
  3.97   	 39.06   	 93.24   	-122.07		 95.16   	-142.42		
 -0.61   	 20.75   	 92.76   	-254.32		 94.59   	-193.29		
 -4.88   	  5.19   	 91.74   	-172.94		 93.81   	-122.07		
 -9.16   	 -7.63   	 91.05   	 -76.30		 93.33   	  55.95		
-13.12   	-18.92   	 90.74   	-218.72		 93.55   	  71.21		
-16.48   	-28.99   	 89.87   	-462.87		 93.83   	-295.01		
-19.23   	-37.54   	 88.02   	-549.34		 92.65   	-473.04		
-20.75   	-44.86   	 85.82   	-544.25		 90.76   	-188.20		
-21.67   	-50.66   	 83.64   	-656.15		 90.01   	 -81.38		
-22.28   	-55.24   	 81.02   	-742.62		 89.68   	-391.66		
-22.89   	-58.90   	 78.05   	-696.84		 88.12   	-488.30		
-23.50   	-62.26   	 75.26   	-757.88		 86.16   	-320.45		
-24.72   	-65.61   	 72.23   	-483.21		 84.88   	-325.53		
-25.63   	-68.66   	 70.29   	-2517.79		 83.58   	-162.77		
-25.33   	-69.58   	 60.22   	-1932.85		 82.93   	-854.52		
