  I     	  II     	  AO     	  AO'		  AO     	  AO'		
 18.31   	 19.53   	107.02   	-106.82		113.51   	-157.68		
 17.70   	 14.65   	106.59   	 -96.64		112.88   	-142.42		
 15.26   	 10.99   	106.21   	 -81.38		112.31   	-137.33		
 17.70   	  5.80   	105.88   	 -71.21		111.76   	-127.16		
 17.40   	  7.02   	105.59   	 -71.21		111.25   	-116.99		
 17.70   	  6.10   	105.31   	 -71.21		110.78   	-111.90		
 22.89   	  2.44   	105.03   	 -81.38		110.34   	-106.82		
 20.45   	 -3.97   	104.70   	 -86.47		109.91   	-106.82		
 12.51   	 -1.22   	104.35   	-101.73		109.48   	-101.73		
 12.21   	  0.61   	103.95   	-106.82		109.07   	 -96.64		
  9.46   	  1.53   	103.52   	-116.99		108.69   	-101.73		
 10.38   	 10.68   	103.05   	-122.07		108.28   	-101.73		
 20.45   	 17.70   	102.56   	-127.16		107.87   	 -96.64		
 27.77   	 25.94   	102.05   	-127.16		107.49   	-101.73		
 28.38   	 40.28   	101.55   	-122.07		107.08   	-101.73		
 33.57   	 52.19   	101.06   	-122.07		106.67   	-101.73		
 39.67   	 69.58   	100.57   	-116.99		106.27   	-106.82		
 54.32   	 95.83   	100.10   	-116.99		105.84   	-106.82		
 59.81   	120.85   	 99.63   	-116.99		105.41   	-101.73		
 65.61   	140.38   	 99.17   	-116.99		105.00   	-111.90		
 71.11   	146.79   	 98.70   	-116.99		104.56   	-106.82		
 68.66   	144.65   	 98.23   	-116.99		104.13   	-111.90		
 75.07   	142.21   	 97.76   	-122.07		103.68   	-106.82		
 79.96   	145.57   	 97.27   	-127.16		103.25   	-116.99		
 77.21   	148.62   	 96.76   	-127.16		102.79   	-111.90		
 68.97   	134.58   	 96.26   	-127.16		102.34   	-111.90		
 51.88   	 94.91   	 95.75   	-132.25		101.89   	-116.99		
 38.15   	 49.13   	 95.22   	-127.16		101.42   	-111.90		
 25.33   	  8.85   	 94.71   	-127.16		100.98   	-116.99		
 13.12   	-21.67   	 94.20   	-122.07		100.51   	-116.99		
 10.07   	-23.19   	 93.71   	-116.99		100.04   	-116.99		
 10.99   	-20.75   	 93.24   	-111.90		 99.57   	-116.99		
  3.36   	-27.47   	 92.80   	-101.73		 99.10   	-111.90		
  6.10   	-31.13   	 92.39   	 -96.64		 98.66   	-116.99		
 11.60   	-49.13   	 92.00   	 -86.47		 98.19   	-116.99		
  5.80   	-72.02   	 91.66   	 -81.38		 97.72   	-116.99		
  8.85   	-90.64   	 91.33   	 -76.30		 97.25   	-111.90		
 10.07   	-110.17   	 91.03   	 -71.21		 96.81   	-111.90		
  8.85   	-116.27   	 90.74   	 -71.21		 96.36   	-111.90		
 11.90   	-109.86   	 90.46   	 -71.21		 95.91   	-111.90		
 20.75   	-99.79   	 90.17   	 -76.30		 95.46   	-106.82		
 18.62   	-91.25   	 89.87   	 -76.30		 95.04   	-101.73		
 17.70   	-90.64   	 89.56   	 -81.38		 94.63   	-106.82		
 22.89   	-89.72   	 89.24   	 -86.47		 94.20   	-101.73		
 16.17   	-88.50   	 88.89   	 -91.56		 93.79   	 -96.64		
 23.19   	-89.11   	 88.52   	 -96.64		 93.41   	 -96.64		
 29.91   	-85.14   	 88.14   	-101.73		 93.02   	 -96.64		
 28.38   	-87.28   	 87.73   	 -96.64		 92.63   	 -96.64		
 36.62   	-90.33   	 87.34   	-101.73		 92.25   	 -91.56		
 34.18   	-89.11   	 86.94   	 -96.64		 91.88   	 -91.56		
 30.52   	-87.59   	 86.55   	 -96.64		 91.52   	 -91.56		
 29.30   	-86.98   	 86.16   	 -86.47		 91.15   	 -91.56		
 18.01   	-81.48   	 85.82   	 -86.47		 90.78   	 -91.56		
 11.90   	-82.70   	 85.47   	 -76.30		 90.42   	 -86.47		
  4.58   	-81.48   	 85.17   	 -76.30		 90.07   	 -91.56		
  0.92   	-79.04   	 84.86   	 -66.12		 89.70   	 -86.47		
  1.53   	-87.59   	 84.60   	 -66.12		 89.36   	 -86.47		
 -0.92   	-81.18   	 84.33   	 -66.12		 89.01   	 -86.47		
  3.66   	-75.07   	 84.07   	 -61.04		 88.67   	 -86.47		
 -0.61   	-71.41   	 83.82   	 -61.04		 88.32   	 -81.38		
 -7.32   	-61.34   	 83.58   	 -66.12		 88.00   	 -86.47		
 -5.19   	-60.73   	 83.32   	 -61.04		 87.65   	 -81.38		
 -5.49   	-71.41   	 83.07   	 -66.12		 87.32   	 -81.38		
 -4.88   	-64.70   	 82.81   	 -61.04		 87.00   	 -81.38		
 -3.97   	-59.20   	 82.56   	 -66.12		 86.67   	 -81.38		
 -4.58   	-59.20   	 82.30   	 -66.12		 86.35   	 -76.30		
-10.99   	-49.74   	 82.03   	 -61.04		 86.04   	 -76.30		
 -9.77   	-47.91   	 81.79   	 -66.12		 85.74   	 -76.30		
 -8.24   	-49.44   	 81.53   	 -66.12		 85.43   	 -76.30		
 -5.49   	-38.76   	 81.26   	 -66.12		 85.13   	 -76.30		
  0.92   	  3.05   	 81.00   	 -66.12		 84.82   	 -71.21		
  9.46   	 63.48   	 80.73   	 -71.21		 84.54   	 -71.21		
 24.72   	156.25   	 80.45   	 -66.12		 84.25   	 -76.30		
 29.60   	315.25   	 80.18   	 -71.21		 83.95   	 -71.21		
 66.22   	484.31   	 79.90   	 -71.21		 83.66   	 -66.12		
106.81   	696.41   	 79.61   	 -71.21		 83.40   	 -71.21		
148.62   	942.38   	 79.33   	 -71.21		 83.11   	 -71.21		
232.54   	1124.27   	 79.04   	 -66.12		 82.83   	 -71.21		
313.42   	1229.86(R)	 78.78   	 -66.12		 82.54   	 -71.21		
369.87   	1154.79   	 78.51   	 -66.12		 82.26   	 -71.21		
331.73   	872.50   	 78.25   	 -61.04		 81.97   	 -66.12		
230.10   	457.15   	 78.01   	 -61.04		 81.71   	 -71.21		
119.63   	101.32   	 77.76   	 -61.04		 81.42   	 -66.12		
 34.18   	-166.63   	 77.52   	 -61.04		 81.16   	 -71.21		
 49.74   	-267.94   	 77.27   	 -55.95		 80.87   	 -66.12		
129.09   	-187.68   	 77.05   	 -61.04		 80.61   	 -71.21		
165.71   	-196.53   	 76.81   	 -55.95		 80.33   	 -66.12		
136.72   	-195.62   	 76.58   	 -61.04		 80.06   	 -66.12		
 76.90   	-173.03   	 76.34   	 -55.95		 79.80   	 -66.12		
 29.91   	-208.74   	 76.11   	 -55.95		 79.53   	 -66.12		
-17.40   	-174.56   	 75.89   	 -55.95		 79.27   	 -61.04		
-31.13   	-133.36   	 75.67   	 -50.86		 79.02   	 -66.12		
-20.14   	-113.83   	 75.46   	 -45.78		 78.76   	 -66.12		
-15.26   	-125.12   	 75.28   	 -45.78		 78.49   	 -61.04		
-19.84   	-125.73   	 75.10   	 -35.61		 78.25   	 -61.04		
-21.67   	-122.99   	 74.95   	 -35.61		 78.01   	 -66.12		
-17.09   	-123.60   	 74.81   	 -35.61		 77.74   	 -61.04		
-29.30   	-122.68   	 74.67   	 -25.43		 77.50   	 -55.95		
-32.96   	-105.29   	 74.57   	 -15.26		 77.27   	 -61.04		
-21.97   	-108.03   	 74.51   	  -5.09		 77.03   	 -55.95		
-22.89   	-112.92   	 74.49(D)	  25.43		 76.81   	 -55.95		
-25.63   	-108.34   	 74.59   	  50.86		 76.58   	 -50.86		
-25.02   	-124.51   	 74.79   	  96.64		 76.38   	 -45.78		
-19.53   	-129.70   	 75.18   	 147.51		 76.20   	 -45.78		
-15.26   	-125.73   	 75.77   	 198.37		 76.01   	 -35.61		
-23.19   	-130.92   	 76.56   	 249.24		 75.87   	 -25.43		
-19.84   	-121.77   	 77.56   	 284.84		 75.77   	 -15.26		
-23.19   	-117.80   	 78.70   	 305.19		 75.71(D)	   0.00		
-31.74   	-128.48   	 79.92   	 310.27		 75.71   	  10.17		
-25.63   	-130.00   	 81.16   	 295.01		 75.75   	  25.43		
-29.91   	-134.28   	 82.34   	 264.50		 75.85   	  40.69		
-31.74   	-143.13   	 83.40   	 233.98		 76.01   	  55.95		
-29.30   	-135.19   	 84.33   	 218.72		 76.24   	  76.30		
-28.08   	-135.50   	 85.21   	 213.63		 76.54   	  96.64		
-26.55   	-136.41   	 86.06   	 244.15		 76.93   	 111.90		
-28.08   	-134.89   	 87.04   	 279.75		 77.38   	 132.25		
-24.11   	-133.97   	 88.16   	 340.79		 77.90   	 152.59		
-24.72   	-123.60   	 89.52   	 401.83		 78.51   	 172.94		
-26.25   	-123.60   	 91.13   	 447.61		 79.21   	 198.37		
-31.74   	-129.39   	 92.92   	 488.30		 80.00   	 213.63		
-31.13   	-138.55   	 94.87   	 488.30		 80.85   	 233.98		
-30.82   	-149.54   	 96.83   	 473.04		 81.79   	 249.24		
-33.87   	-153.50   	 98.72   	 437.43		 82.79   	 269.58		
-30.82   	-154.11   	100.47   	 371.31		 83.87   	 284.84		
-27.16   	-148.93   	101.95   	 310.27		 85.00   	 300.10		
-39.06   	-157.78   	103.19   	 239.06		 86.21   	 310.27		
-36.93   	-161.13   	104.15   	 188.20		 87.45   	 325.53		
-36.62   	-164.18   	104.90   	 137.33		 88.75   	 325.53		
-39.06   	-169.68   	105.45   	 111.90		 90.05   	 335.71		
-36.93   	-166.32   	105.90   	 106.82		 91.39   	 340.79		
-44.25   	-165.41   	106.33   	 111.90		 92.76   	 340.79		
-40.28   	-157.78   	106.77   	 142.42		 94.12   	 340.79		
-43.64   	-158.69   	107.34   	 167.85		 95.48   	 340.79		
-45.78   	-168.15   	108.02   	 213.63		 96.85   	 335.71		
-39.06   	-173.95   	108.87   	 249.24		 98.19   	 335.71		
-51.57   	-193.18   	109.87   	 279.75		 99.53   	 330.62		
-57.07   	-207.82   	110.99   	 305.19		100.85   	 325.53		
-61.65   	-210.88   	112.21   	 310.27		102.16   	 325.53		
-65.92   	-220.95   	113.45   	 305.19		103.46   	 315.36		
-70.80   	-219.73   	114.67   	 284.84		104.72   	 315.36		
-72.33   	-215.45   	115.81   	 254.32		105.98   	 305.19		
-75.07   	-217.90   	116.83   	 218.72		107.20   	 300.10		
-77.82   	-218.81   	117.70   	 183.11		108.40   	 295.01		
-76.90   	-218.81   	118.43   	 157.68		109.58   	 289.93		
-81.48   	-220.03   	119.06   	 142.42		110.74   	 279.75		
-81.79   	-222.47   	119.63   	 137.33		111.86   	 274.67		
-86.67   	-217.90   	120.18   	 152.59		112.96   	 264.50		
-92.16   	-222.78   	120.79   	 167.85		114.02   	 259.41		
-87.89   	-220.95   	121.46   	 193.29		115.06   	 249.24		
-91.55   	-212.71   	122.24   	 208.54		116.05   	 244.15		
-90.33   	-201.11   	123.07   	 223.80		117.03   	 233.98		
-87.59   	-188.29   	123.97   	 228.89		117.96   	 223.80		
-83.01   	-180.36   	124.88   	 223.80		118.86   	 218.72		
-78.74   	-172.12   	125.78   	 213.63		119.74   	 213.63		
-63.78   	-165.10   	126.63   	 183.11		120.59   	 198.37		
-55.54   	-150.76   	127.36   	 157.68		121.38   	 193.29		
-50.05   	-125.73   	128.00   	 111.90		122.16   	 183.11		
-42.72   	-105.90   	128.44   	  81.38		122.89   	 178.03		
-38.76   	-95.21   	128.77   	  40.69		123.60   	 172.94		
-34.18   	-82.09   	128.93   	  15.26		124.29   	 162.77		
-28.69   	-79.35   	128.99(S)	   0.00		124.94   	 152.59		
-24.11   	-75.99   	128.99   	 -10.17		125.55   	 142.42		
-19.84   	-71.72   	128.95   	 -15.26		126.12   	 137.33		
-14.34   	-61.95   	128.89   	 -20.35		126.67   	 127.16		
 -4.27   	-48.52   	128.81   	 -25.43		127.18   	 116.99		
  3.05   	-42.72   	128.71   	 -40.69		127.65   	 106.82		
  4.27   	-34.18   	128.54   	 -50.86		128.08   	  91.56		
 12.51   	-30.52   	128.34   	 -76.30		128.44   	  81.38		
  7.32   	-41.50   	128.04   	-111.90		128.77   	  61.04		
  4.88   	-49.44   	127.59   	-147.51		129.01   	  50.86		
 13.73   	-49.44   	127.00   	-193.29		129.22   	  30.52		
 12.51   	-57.68   	126.23   	-249.24		129.34   	  15.26		
 13.73   	-52.19   	125.23   	-305.19		129.40(S)	  -5.09		
 15.87   	-34.79   	124.01   	-371.31		129.38   	 -30.52		
 16.78   	-27.47   	122.52   	-427.26		129.26   	 -50.86		
  5.19   	-29.60   	120.81   	-467.95		129.05   	 -76.30		
 11.60   	-35.10   	118.94   	-493.39		128.75   	-106.82		
 10.38   	-44.56   	116.97   	-483.21		128.32   	-132.25		
  4.88   	-49.13   	115.04   	-447.61		127.79   	-157.68		
 11.60   	-40.89   	113.24   	-386.57		127.16   	-183.11		
 11.90   	-34.48   	111.70   	-300.10		126.43   	-203.46		
 12.51   	-30.82   	110.50   	-213.63		125.61   	-223.80		
 14.34   	-28.69   	109.64   	-111.90		124.72   	-244.15		
 19.84   	-28.08   	109.20   	 -30.52		123.74   	-249.24		
 19.84   	-31.13   	109.07   	  30.52		122.75   	-259.41		
 17.40   	-29.60   	109.20   	  66.12		121.71   	-264.50		
 22.28   	-28.99   	109.46   	  71.21		120.65   	-259.41		
 17.70   	-32.04   	109.75   	  45.78		119.61   	-254.32		
 14.95   	-28.69   	109.93   	   5.09		118.60   	-244.15		
 15.87   	-28.69   	109.95   	 -45.78		117.62   	-239.06		
 13.43   	-28.99   	109.77   	-101.73		116.66   	-223.80		
 15.26   	-29.60   	109.36   	-147.51		115.77   	-208.54		
 15.56   	-24.72   	108.77   	-172.94		114.93   	-198.37		
 19.84   	-27.47   	108.08   	-193.29		114.14   	-183.11		
 19.84   	-39.37   	107.30   	-183.11		113.41   	-167.85		
 16.48   	-40.28   	106.57   	-157.68		112.74   	-157.68		
 14.34   	-42.72   	105.94   	-132.25		112.11   	-147.51		
 16.17   	-43.64   	105.41   	 -91.56		111.52   	-137.33		
 15.87   	-38.45   	105.05   	 -55.95		110.97   	-127.16		
 17.09   	-38.45   	104.82   	 -30.52		110.46   	-116.99		
 21.36   	-44.25   	104.70   	 -20.35		109.99   	-111.90		
 14.65   	-47.30   	104.62   	 -15.26		109.54   	-106.82		
 14.95   	-44.25   	104.56   	 -25.43		109.11   	 -96.64		
 14.04   	-45.78   	104.46   	 -45.78		108.73   	 -96.64		
 17.40   	-50.35   	104.27   	 -76.30		108.34   	 -91.56		
 18.92   	-51.57   	103.97   	-101.73		107.98   	 -91.56		
 15.26   	-58.29   	103.56   	-122.07		107.61   	 -86.47		
 19.23   	-63.17   	103.07   	-137.33		107.26   	 -86.47		
 14.34   	-56.46   	102.52   	-147.51		106.92   	 -86.47		
 16.17   	-43.95   	101.93   	-152.59		106.57   	 -86.47		
 20.45   	-25.94   	101.32   	-147.51		106.23   	 -86.47		
 23.50   	-12.82   	100.73   	-137.33		105.88   	 -86.47		
 25.63   	  3.05   	100.18   	-127.16		105.53   	 -86.47		
 29.60   	 13.12   	 99.67   	-122.07		105.19   	 -91.56		
 44.86   	 26.25   	 99.19   	-106.82		104.82   	 -91.56		
 50.96   	 46.39   	 98.76   	-106.82		104.46   	 -96.64		
 58.90   	 62.26   	 98.33   	-106.82		104.07   	 -96.64		
 68.05   	 66.53   	 97.90   	-101.73		103.68   	 -96.64		
 70.19   	 71.41   	 97.50   	-106.82		103.30   	-101.73		
 68.36   	 78.13   	 97.07   	-106.82		102.89   	-101.73		
 74.46   	 85.14   	 96.64   	-111.90		102.48   	-106.82		
 74.46   	 96.44   	 96.19   	-116.99		102.05   	-111.90		
 65.31   	 90.03   	 95.73   	-111.90		101.61   	-106.82		
 57.07   	 57.98   	 95.28   	-116.99		101.18   	-111.90		
 43.33   	 14.04   	 94.81   	-111.90		100.73   	-111.90		
 25.33   	-23.80   	 94.36   	-111.90		100.28   	-106.82		
 17.70   	-52.49   	 93.92   	-106.82		 99.86   	-116.99		
 12.82   	-66.53   	 93.49   	-101.73		 99.39   	-111.90		
 10.99   	-69.58   	 93.08   	 -91.56		 98.94   	-111.90		
  7.63   	-78.43   	 92.72   	 -91.56		 98.49   	-106.82		
  6.41   	-94.91   	 92.35   	 -86.47		 98.07   	-111.90		
  7.02   	-112.92   	 92.00   	 -86.47		 97.62   	-111.90		
  8.54   	-126.34   	 91.66   	 -81.38		 97.17   	-106.82		
 10.68   	-143.13   	 91.33   	 -81.38		 96.74   	-111.90		
 10.68   	-159.00   	 91.01   	 -81.38		 96.30   	-101.73		
 10.68   	-161.74   	 90.68   	 -86.47		 95.89   	-106.82		
 13.73   	-157.17   	 90.34   	 -81.38		 95.46   	-106.82		
 14.04   	-151.98   	 90.01   	 -86.47		 95.04   	-101.73		
 18.01   	-146.48   	 89.66   	 -81.38		 94.63   	-101.73		
 16.17   	-142.52   	 89.34   	 -86.47		 94.22   	 -96.64		
 14.34   	-143.74   	 88.99   	 -86.47		 93.83   	 -96.64		
 17.70   	-146.18   	 88.65   	 -81.38		 93.45   	 -96.64		
 20.45   	-134.28   	 88.32   	 -86.47		 93.06   	 -96.64		
 25.63   	-131.84   	 87.98   	 -86.47		 92.68   	 -91.56		
 26.55   	-136.41   	 87.63   	 -81.38		 92.31   	 -96.64		
 25.33   	-140.38   	 87.30   	 -86.47		 91.92   	 -86.47		
 28.38   	-147.71   	 86.96   	 -81.38		 91.58   	 -91.56		
 29.91   	-145.87   	 86.63   	 -81.38		 91.21   	 -86.47		
 27.77   	-145.87   	 86.31   	 -86.47		 90.86   	 -91.56		
 27.47   	-145.57   	 85.96   	 -76.30		 90.50   	 -81.38		
 14.95   	-147.71   	 85.66   	 -81.38		 90.17   	 -86.47		
 -3.05   	-156.25   	 85.33   	 -76.30		 89.83   	 -86.47		
 -1.83   	-147.71   	 85.03   	 -76.30		 89.48   	 -86.47		
 -5.19   	-144.35   	 84.72   	 -71.21		 89.13   	 -81.38		
 -6.10   	-132.14   	 84.44   	 -66.12		 88.81   	 -81.38		
  1.53   	-115.05   	 84.17   	 -66.12		 88.48   	 -81.38		
 -2.44   	-115.66   	 83.91   	 -66.12		 88.16   	 -81.38		
 -3.66   	-104.98   	 83.64   	 -55.95		 87.83   	 -81.38		
 -1.53   	-104.98   	 83.42   	 -55.95		 87.51   	 -81.38		
  1.22   	-112.92   	 83.19   	 -55.95		 87.18   	 -76.30		
 -0.31   	-113.83   	 82.97   	 -50.86		 86.88   	 -76.30		
 -3.66   	-119.32   	 82.77   	 -50.86		 86.57   	 -71.21		
 -4.58   	-116.88   	 82.56   	 -45.78		 86.29   	 -76.30		
 -4.88   	-113.83   	 82.38   	 -55.95		 85.98   	 -71.21		
 -3.66   	-107.12   	 82.16   	 -50.86		 85.70   	 -71.21		
 -1.22   	-104.37   	 81.95   	 -55.95		 85.41   	 -66.12		
 -0.92   	-104.68   	 81.73   	 -61.04		 85.15   	 -71.21		
 -4.27   	-79.04   	 81.48   	 -61.04		 84.86   	 -66.12		
  2.44   	-23.19   	 81.24   	 -66.12		 84.60   	 -66.12		
 17.40   	 54.93   	 80.98   	 -71.21		 84.33   	 -66.12		
 20.14   	202.33   	 80.69   	 -66.12		 84.07   	 -61.04		
 48.52   	378.42   	 80.43   	 -71.21		 83.82   	 -66.12		
 80.26   	568.85   	 80.14   	 -71.21		 83.56   	 -61.04		
113.83   	810.55   	 79.86   	 -66.12		 83.32   	 -66.12		
178.83   	1028.14   	 79.59   	 -66.12		 83.05   	 -61.04		
256.96   	1163.02   	 79.33   	 -61.04		 82.81   	 -66.12		
327.76   	1185.91(R)	 79.08   	 -61.04		 82.54   	 -61.04		
326.84   	987.55   	 78.84   	 -61.04		 82.30   	 -61.04		
243.23   	596.62   	 78.60   	 -55.95		 82.05   	 -66.12		
138.24   	192.26   	 78.37   	 -55.95		 81.79   	 -61.04		
 41.81   	-105.90   	 78.15   	 -55.95		 81.55   	 -61.04		
 20.45   	-286.87   	 77.92   	 -50.86		 81.30   	 -61.04		
 86.36   	-236.21   	 77.72   	 -55.95		 81.06   	 -66.12		
144.35   	-195.62   	 77.50   	 -50.86		 80.79   	 -61.04		
148.32   	-234.38   	 77.29   	 -55.95		 80.55   	 -55.95		
 96.44   	-216.37   	 77.07   	 -50.86		 80.33   	 -61.04		
 46.69   	-248.11   	 76.87   	 -50.86		 80.08   	 -61.04		
  2.44   	-232.24   	 76.66   	 -50.86		 79.84   	 -61.04		
-28.08   	-180.05   	 76.46   	 -45.78		 79.59   	 -61.04		
-26.86   	-155.03   	 76.28   	 -40.69		 79.35   	 -55.95		
-18.92   	-158.39   	 76.11   	 -40.69		 79.12   	 -55.95		
-21.67   	-164.79   	 75.95   	 -40.69		 78.90   	 -61.04		
-22.28   	-157.78   	 75.79   	 -35.61		 78.66   	 -55.95		
-18.92   	-155.03   	 75.65   	 -35.61		 78.43   	 -55.95		
-17.40   	-152.28   	 75.50   	 -25.43		 78.21   	 -55.95		
-27.47   	-156.56   	 75.40   	 -25.43		 77.99   	 -50.86		
-24.41   	-155.94   	 75.30   	  -5.09		 77.78   	 -55.95		
-18.62   	-156.86   	 75.28(D)	  15.26		 77.56   	 -50.86		
-24.41   	-151.37   	 75.34   	  50.86		 77.35   	 -45.78		
-27.16   	-148.32   	 75.54   	  91.56		 77.17   	 -45.78		
-25.02   	-153.81   	 75.91   	 142.42		 76.99   	 -40.69		
-24.41   	-158.08   	 76.48   	 193.29		 76.83   	 -35.61		
-24.11   	-163.27   	 77.25   	 249.24		 76.68   	 -25.43		
-25.63   	-165.71   	 78.25   	 279.75		 76.58   	 -15.26		
-21.36   	-164.18   	 79.37   	 300.10		 76.52   	  -5.09		
-20.14   	-163.88   	 80.57   	 300.10		 76.50(D)	  10.17		
-24.41   	-161.13   	 81.77   	 279.75		 76.54   	  25.43		
-26.25   	-158.69   	 82.89   	 244.15		 76.64   	  40.69		
-29.60   	-157.47   	 83.87   	 203.46		 76.81   	  55.95		
-30.82   	-157.17   	 84.68   	 178.03		 77.03   	  71.21		
-31.74   	-160.22   	 85.39   	 178.03		 77.31   	  91.56		
-28.38   	-166.32   	 86.10   	 228.89		 77.68   	 106.82		
-30.82   	-169.07   	 87.02   	 300.10		 78.11   	 127.16		
-30.82   	-172.73   	 88.22   	 391.66		 78.62   	 147.51		
-27.47   	-169.98   	 89.79   	 473.04		 79.21   	 172.94		
-26.86   	-166.32   	 91.68   	 528.99		 79.90   	 188.20		
-26.86   	-163.27   	 93.79   	 528.99		 80.65   	 213.63		
-27.77   	-156.25   	 95.91   	 498.47		 81.51   	 233.98		
-28.99   	-158.39   	 97.90   	 427.26		 82.44   	 249.24		
-33.57   	-161.13   	 99.61   	 335.71		 83.44   	 269.58		
-30.52   	-161.13   	100.96   	 249.24		 84.52   	 279.75		
-33.57   	-168.15   	101.95   	 172.94		 85.64   	 289.93		
-32.96   	-174.26   	102.64   	 116.99		 86.80   	 305.19		
-30.82   	-176.09   	103.11   	  91.56		 88.02   	 310.27		
-37.23   	-178.22   	103.48   	  96.64		 89.26   	 320.45		
-36.62   	-183.72   	103.87   	 122.07		 90.54   	 325.53		
-36.93   	-185.24   	104.35   	 172.94		 91.84   	 325.53		
-38.15   	-187.68   	105.05   	 223.80		 93.14   	 335.71		
-40.89   	-191.65   	105.94   	 274.67		 94.49   	 330.62		
-39.67   	-193.48   	107.04   	 315.36		 95.81   	 335.71		
-43.03   	-192.26   	108.30   	 350.97		 97.15   	 335.71		
-47.91   	-195.62   	109.70   	 361.14		 98.49   	 335.71		
-47.61   	-203.86   	111.15   	 356.05		 99.84   	 335.71		
-50.66   	-211.18   	112.57   	 335.71		101.18   	 335.71		
-56.76   	-217.59   	113.92   	 310.27		102.52   	 330.62		
-58.90   	-221.56   	115.16   	 274.67		103.84   	 330.62		
-59.51   	-223.08   	116.26   	 239.06		105.17   	 325.53		
-66.53   	-224.00   	117.21   	 208.54		106.47   	 325.53		
-70.19   	-230.71   	118.05   	 188.20		107.77   	 315.36		
-71.41   	-235.60   	118.80   	 178.03		109.03   	 315.36		
-77.51   	-238.65   	119.51   	 188.20		110.29   	 310.27		
-80.87   	-241.70   	120.26   	 198.37		111.54   	 305.19		
-83.62   	-239.56   	121.06   	 208.54		112.76   	 295.01		
-84.23   	-238.65   	121.89   	 213.63		113.94   	 289.93		
-92.77   	-236.51   	122.75   	 208.54		115.10   	 284.84		
-94.60   	-230.41   	123.58   	 198.37		116.24   	 274.67		
-94.30   	-226.14   	124.37   	 188.20		117.33   	 269.58		
-95.83   	-215.45   	125.13   	 172.94		118.41   	 254.32		
-86.36   	-202.64   	125.82   	 167.85		119.43   	 249.24		
-79.65   	-189.21   	126.49   	 162.77		120.43   	 244.15		
-73.85   	-171.81   	127.14   	 157.68		121.40   	 228.89		
-66.83   	-157.47   	127.77   	 152.59		122.32   	 223.80		
-66.83   	-142.52   	128.38   	 142.42		123.21   	 213.63		
-56.15   	-131.23   	128.95   	 137.33		124.07   	 203.46		
-50.66   	-120.85   	129.50   	 122.07		124.88   	 193.29		
-50.35   	-109.86   	129.99   	 101.73		125.66   	 188.20		
-38.15   	-99.49   	130.40   	  86.47		126.41   	 178.03		
-32.35   	-85.75   	130.74   	  61.04		127.12   	 162.77		
-26.86   	-72.02   	130.99   	  35.61		127.77   	 157.68		
-17.70   	-57.37   	131.13   	  20.35		128.40   	 147.51		
 -6.10   	-48.52   	131.21(S)	   0.00		128.99   	 132.25		
 -6.10   	-44.86   	131.21   	 -20.35		129.52   	 127.16		
 -7.93   	-39.98   	131.13   	 -40.69		130.03   	 111.90		
  0.31   	-41.20   	130.97   	 -66.12		130.48   	 101.73		
 -0.61   	-41.20   	130.70   	 -91.56		130.88   	  86.47		
  2.14   	-40.59   	130.34   	-116.99		131.23   	  71.21		
 11.29   	-39.06   	129.87   	-147.51		131.52   	  50.86		
  9.77   	-40.89   	129.28   	-188.20		131.72   	  40.69		
  7.32   	-39.98   	128.52   	-223.80		131.88   	  20.35		
  5.80   	-39.06   	127.63   	-274.67		131.96   	   5.09		
  5.49   	-38.15   	126.53   	-325.53		131.98(S)	 -20.35		
 12.82   	-32.65   	125.23   	-376.40		131.90   	 -40.69		
  9.77   	-26.55   	123.72   	-427.26		131.74   	 -66.12		
 11.60   	-25.02   	122.01   	-462.87		131.47   	 -91.56		
 16.48   	-28.08   	120.16   	-488.30		131.11   	-116.99		
 11.29   	-32.35   	118.21   	-483.21		130.64   	-142.42		
 10.38   	-37.23   	116.28   	-447.61		130.07   	-172.94		
 11.90   	-36.01   	114.49   	-391.66		129.38   	-193.29		
 12.51   	-30.52   	112.92   	-310.27		128.61   	-218.72		
  8.24   	-28.08   	111.68   	-218.72		127.73   	-239.06		
  7.93   	-23.50   	110.80   	-122.07		126.77   	-249.24		
 18.92   	-19.84   	110.31   	 -30.52		125.78   	-264.50		
 11.90   	-17.40   	110.19   	  35.61		124.72   	-269.58		
 11.90   	-18.01   	110.34   	  71.21		123.64   	-269.58		
 19.53   	-18.01   	110.62   	  81.38		122.56   	-269.58		
  8.24   	-20.14   	110.95   	  55.95		121.48   	-264.50		
  9.77   	-22.28   	111.17   	  10.17		120.43   	-254.32		
 12.82   	-24.11   	111.21   	 -45.78		119.41   	-244.15		
 12.82   	-21.36   	111.03   	-106.82		118.43   	-233.98		
 18.62   	-19.53   	110.60   	-152.59		117.50   	-218.72		
 15.87   	-18.31   	109.99   	-183.11		116.62   	-208.54		
 15.56   	-16.78   	109.26   	-198.37		115.79   	-188.20		
 20.75   	-18.31   	108.46   	-193.29		115.04   	-183.11		
 14.34   	-22.28   	107.69   	-167.85		114.30   	-162.77		
 16.48   	-24.72   	107.02   	-132.25		113.65   	-157.68		
 22.28   	-26.55   	106.49   	 -96.64		113.02   	-142.42		
 14.34   	-27.47   	106.10   	 -61.04		112.45   	-137.33		
 13.12   	-29.30   	105.86   	 -30.52		111.90   	-122.07		
 10.99   	-32.96   	105.74   	 -15.26		111.41   	-122.07		
 12.51   	-34.48   	105.68   	 -15.26		110.93   	-111.90		
