  I     	  II     	  AO     	  AO'		  AO     	  AO'		
 20.45   	-72.02   	109.44   	-172.94		115.69   	-198.37		
 21.36   	-69.89   	108.75   	-167.85		114.89   	-188.20		
 22.58   	-70.80   	108.08   	-142.42		114.14   	-167.85		
 18.62   	-71.72   	107.51   	-116.99		113.47   	-157.68		
 17.70   	-72.94   	107.04   	 -81.38		112.84   	-142.42		
 18.01   	-71.41   	106.71   	 -50.86		112.27   	-132.25		
 20.45   	-75.68   	106.51   	 -30.52		111.74   	-127.16		
 21.36   	-76.90   	106.39   	 -15.26		111.23   	-111.90		
 15.87   	-82.40   	106.33   	 -15.26		110.78   	-106.82		
 15.56   	-86.67   	106.27   	 -30.52		110.36   	 -96.64		
 12.82   	-91.55   	106.14   	 -55.95		109.97   	 -96.64		
 11.60   	-93.38   	105.92   	 -81.38		109.58   	 -86.47		
 16.17   	-89.11   	105.59   	-106.82		109.24   	 -91.56		
 16.17   	-93.08   	105.17   	-132.25		108.87   	 -81.38		
 17.09   	-92.16   	104.64   	-157.68		108.54   	 -86.47		
 18.92   	-90.03   	104.01   	-172.94		108.20   	 -86.47		
 17.40   	-90.03   	103.32   	-172.94		107.85   	 -86.47		
 17.09   	-87.28   	102.62   	-172.94		107.51   	 -86.47		
 18.01   	-73.24   	101.93   	-162.77		107.16   	 -91.56		
 13.73   	-65.92   	101.28   	-147.51		106.80   	 -91.56		
 14.95   	-58.90   	100.69   	-137.33		106.43   	 -96.64		
 24.11   	-37.23   	100.14   	-122.07		106.04   	 -96.64		
 27.77   	-22.28   	 99.65   	-106.82		105.66   	-101.73		
 40.28   	  6.41   	 99.23   	-101.73		105.25   	-106.82		
 55.24   	 42.72   	 98.82   	-101.73		104.82   	-106.82		
 58.59   	 62.87   	 98.41   	-101.73		104.39   	-111.90		
 67.14   	 78.13   	 98.01   	-111.90		103.95   	-111.90		
 74.77   	 87.89   	 97.56   	-111.90		103.50   	-116.99		
 77.21   	 90.94   	 97.11   	-122.07		103.03   	-116.99		
 81.18   	 90.33   	 96.62   	-132.25		102.56   	-116.99		
 78.74   	 89.72   	 96.09   	-132.25		102.10   	-122.07		
 74.77   	 72.33   	 95.56   	-137.33		101.61   	-116.99		
 63.78   	 40.28   	 95.01   	-132.25		101.14   	-122.07		
 45.78   	 -0.61   	 94.49   	-132.25		100.65   	-122.07		
 29.91   	-37.23   	 93.96   	-122.07		100.16   	-116.99		
 18.62   	-64.70   	 93.47   	-111.90		 99.69   	-122.07		
  8.54   	-78.74   	 93.02   	-106.82		 99.21   	-116.99		
  8.24   	-73.55   	 92.59   	 -96.64		 98.74   	-116.99		
 13.73   	-79.96   	 92.21   	 -91.56		 98.27   	-116.99		
  7.63   	-97.35   	 91.84   	 -86.47		 97.80   	-111.90		
  7.02   	-114.44   	 91.50   	 -81.38		 97.35   	-116.99		
 11.29   	-137.94   	 91.17   	 -81.38		 96.89   	-111.90		
  7.63   	-151.98   	 90.84   	 -76.30		 96.44   	-111.90		
  7.32   	-161.74   	 90.54   	 -81.38		 95.99   	-116.99		
  9.46   	-164.49   	 90.21   	 -81.38		 95.52   	-106.82		
 12.51   	-167.24   	 89.89   	 -86.47		 95.10   	-111.90		
 14.34   	-169.07   	 89.54   	 -81.38		 94.65   	-106.82		
 19.84   	-159.30   	 89.22   	 -76.30		 94.22   	-111.90		
 23.19   	-156.86   	 88.91   	 -81.38		 93.77   	-101.73		
 20.14   	-150.76   	 88.59   	 -76.30		 93.37   	-106.82		
 20.14   	-144.65   	 88.28   	 -76.30		 92.94   	-101.73		
 22.28   	-144.65   	 87.98   	 -76.30		 92.53   	 -96.64		
 28.38   	-140.99   	 87.67   	 -76.30		 92.15   	-101.73		
 28.38   	-144.96   	 87.36   	 -76.30		 91.74   	 -96.64		
 33.87   	-152.59   	 87.06   	 -76.30		 91.35   	 -91.56		
 36.93   	-156.86   	 86.75   	 -76.30		 90.99   	 -91.56		
 32.65   	-156.86   	 86.45   	 -76.30		 90.62   	 -91.56		
 27.77   	-151.67   	 86.14   	 -81.38		 90.25   	 -91.56		
 25.63   	-147.71   	 85.82   	 -76.30		 89.89   	 -86.47		
 18.01   	-145.26   	 85.51   	 -76.30		 89.54   	 -81.38		
  8.85   	-146.18   	 85.21   	 -76.30		 89.22   	 -86.47		
  0.31   	-149.54   	 84.90   	 -71.21		 88.87   	 -81.38		
 -2.14   	-146.79   	 84.62   	 -71.21		 88.54   	 -76.30		
 -5.80   	-140.69   	 84.33   	 -71.21		 88.24   	 -76.30		
 -5.19   	-131.84   	 84.05   	 -66.12		 87.93   	 -76.30		
  2.14   	-126.34   	 83.78   	 -71.21		 87.63   	 -76.30		
  0.92   	-121.46   	 83.50   	 -71.21		 87.32   	 -71.21		
 -5.19   	-121.77   	 83.21   	 -71.21		 87.04   	 -76.30		
 -3.05   	-125.43   	 82.93   	 -66.12		 86.73   	 -66.12		
 -3.36   	-123.29   	 82.66   	 -66.12		 86.47   	 -71.21		
 -7.32   	-120.24   	 82.40   	 -66.12		 86.18   	 -71.21		
 -8.54   	-115.97   	 82.14   	 -55.95		 85.90   	 -66.12		
 -2.44   	-115.05   	 81.91   	 -55.95		 85.64   	 -71.21		
 -2.14   	-115.97   	 81.69   	 -50.86		 85.35   	 -66.12		
 -3.97   	-115.05   	 81.48   	 -45.78		 85.09   	 -66.12		
  2.44   	-106.20   	 81.30   	 -45.78		 84.82   	 -66.12		
 -1.53   	-69.27   	 81.12   	 -45.78		 84.56   	 -61.04		
 -1.22   	  0.00   	 80.94   	 -45.78		 84.31   	 -66.12		
 11.60   	 89.42   	 80.75   	 -55.95		 84.05   	 -61.04		
 18.92   	241.39   	 80.53   	 -55.95		 83.80   	 -66.12		
 51.88   	410.46   	 80.30   	 -55.95		 83.54   	 -61.04		
 83.01   	599.06   	 80.08   	 -66.12		 83.30   	 -61.04		
121.77   	846.56   	 79.82   	 -66.12		 83.05   	 -61.04		
187.38   	1051.64   	 79.55   	 -71.21		 82.81   	 -61.04		
255.74   	1181.34   	 79.27   	 -66.12		 82.56   	 -66.12		
325.32   	1197.20(R)	 79.00   	 -71.21		 82.30   	 -61.04		
322.27   	979.31   	 78.72   	 -61.04		 82.05   	 -61.04		
239.56   	577.39   	 78.47   	 -66.12		 81.81   	 -61.04		
141.60   	211.49   	 78.21   	 -55.95		 81.57   	 -66.12		
 58.59   	-83.62   	 77.99   	 -55.95		 81.30   	 -61.04		
 50.66   	-290.83   	 77.76   	 -50.86		 81.06   	 -61.04		
117.80   	-237.73   	 77.56   	 -50.86		 80.81   	 -61.04		
174.87   	-238.34   	 77.35   	 -50.86		 80.57   	 -66.12		
166.32   	-272.22   	 77.15   	 -45.78		 80.30   	 -61.04		
107.73   	-216.98   	 76.97   	 -45.78		 80.06   	 -61.04		
 54.63   	-233.46   	 76.79   	 -50.86		 79.82   	 -61.04		
 -0.31   	-204.47   	 76.58   	 -45.78		 79.57   	 -61.04		
-25.63   	-167.54   	 76.40   	 -45.78		 79.33   	 -55.95		
-28.38   	-143.43   	 76.22   	 -45.78		 79.10   	 -61.04		
-21.06   	-143.13   	 76.03   	 -40.69		 78.86   	 -55.95		
-19.23   	-151.67   	 75.87   	 -45.78		 78.64   	 -61.04		
-25.02   	-151.06   	 75.69   	 -40.69		 78.39   	 -55.95		
-23.19   	-150.15   	 75.52   	 -35.61		 78.17   	 -55.95		
-22.58   	-148.93   	 75.38   	 -30.52		 77.94   	 -55.95		
-30.21   	-150.45   	 75.26   	 -15.26		 77.72   	 -50.86		
-22.89   	-141.91   	 75.20(D)	   5.09		 77.52   	 -50.86		
-18.62   	-142.82   	 75.22   	  45.78		 77.31   	 -50.86		
-19.84   	-144.96   	 75.40   	  81.38		 77.11   	 -45.78		
-23.19   	-141.91   	 75.73   	 132.25		 76.93   	 -40.69		
-27.16   	-141.30   	 76.26   	 188.20		 76.76   	 -35.61		
-26.55   	-142.82   	 77.01   	 239.06		 76.62   	 -30.52		
-26.25   	-144.96   	 77.97   	 269.58		 76.50   	 -15.26		
-29.60   	-144.96   	 79.04   	 295.01		 76.44   	  -5.09		
-27.77   	-143.74   	 80.22   	 284.84		 76.42(D)	   5.09		
-24.72   	-145.87   	 81.36   	 264.50		 76.44   	  20.35		
-27.16   	-145.87   	 82.42   	 228.89		 76.52   	  35.61		
-28.38   	-147.40   	 83.34   	 183.11		 76.66   	  50.86		
-23.50   	-150.45   	 84.07   	 152.59		 76.87   	  61.04		
-23.50   	-149.23   	 84.68   	 162.77		 77.11   	  81.38		
-28.38   	-147.09   	 85.33   	 203.46		 77.44   	  96.64		
-25.94   	-150.15   	 86.14   	 274.67		 77.82   	 116.99		
-33.87   	-150.15   	 87.24   	 366.22		 78.29   	 137.33		
-34.79   	-150.76   	 88.71   	 457.78		 78.84   	 152.59		
-28.38   	-153.20   	 90.54   	 518.82		 79.45   	 183.11		
-32.65   	-155.33   	 92.61   	 549.34		 80.18   	 198.37		
-30.52   	-153.81   	 94.81   	 523.90		 80.98   	 218.72		
-29.91   	-151.67   	 96.91   	 473.04		 81.85   	 239.06		
-34.48   	-156.56   	 98.80   	 391.66		 82.81   	 254.32		
-31.74   	-153.50   	100.37   	 289.93		 83.82   	 269.58		
-34.48   	-155.03   	101.53   	 203.46		 84.90   	 284.84		
-35.40   	-158.69   	102.34   	 132.25		 86.04   	 289.93		
-37.84   	-158.08   	102.87   	  81.38		 87.20   	 305.19		
-39.37   	-160.52   	103.19   	  66.12		 88.42   	 305.19		
-41.50   	-164.49   	103.46   	  81.38		 89.64   	 315.36		
-44.56   	-164.79   	103.78   	 116.99		 90.91   	 315.36		
-42.11   	-163.57   	104.25   	 178.03		 92.17   	 320.45		
-44.86   	-164.79   	104.96   	 249.24		 93.45   	 325.53		
-42.42   	-165.10   	105.96   	 315.36		 94.75   	 325.53		
-44.25   	-172.12   	107.22   	 376.40		 96.05   	 330.62		
-45.78   	-179.14   	108.73   	 401.83		 97.37   	 330.62		
-47.61   	-182.80   	110.34   	 417.09		 98.70   	 325.53		
-53.41   	-189.51   	112.00   	 396.74		100.00   	 335.71		
-54.32   	-188.90   	113.59   	 366.22		101.34   	 330.62		
-58.59   	-194.40   	115.06   	 320.45		102.66   	 330.62		
-62.87   	-201.11   	116.34   	 274.67		103.99   	 325.53		
-62.56   	-204.77   	117.44   	 233.98		105.29   	 330.62		
-71.72   	-211.49   	118.37   	 198.37		106.61   	 325.53		
-77.21   	-212.71   	119.17   	 178.03		107.91   	 320.45		
-78.74   	-215.45   	119.88   	 167.85		109.20   	 315.36		
-88.20   	-219.73   	120.55   	 178.03		110.46   	 310.27		
-85.75   	-219.12   	121.26   	 198.37		111.70   	 310.27		
-86.98   	-219.42   	122.05   	 223.80		112.94   	 300.10		
-92.47   	-221.86   	122.95   	 244.15		114.14   	 295.01		
-90.64   	-218.20   	123.93   	 244.15		115.32   	 289.93		
-97.96   	-216.06   	124.90   	 233.98		116.48   	 279.75		
-99.18   	-210.57   	125.84   	 213.63		117.60   	 274.67		
-96.44   	-201.42   	126.69   	 183.11		118.70   	 264.50		
-97.66   	-195.01   	127.43   	 152.59		119.76   	 259.41		
-88.81   	-184.33   	128.04   	 132.25		120.79   	 249.24		
-80.57   	-171.81   	128.57   	 116.99		121.79   	 244.15		
-78.13   	-159.30   	129.03   	 116.99		122.77   	 228.89		
-68.66   	-137.02   	129.50   	 127.16		123.68   	 223.80		
-66.83   	-121.15   	130.01   	 147.51		124.58   	 208.54		
-57.68   	-108.03   	130.60   	 162.77		125.41   	 203.46		
-52.19   	-93.38   	131.25   	 172.94		126.23   	 198.37		
-42.11   	-84.23   	131.94   	 172.94		127.02   	 183.11		
-30.82   	-73.55   	132.63   	 152.59		127.75   	 172.94		
-27.47   	-65.31   	133.24   	 116.99		128.44   	 157.68		
-20.45   	-57.37   	133.71   	  76.30		129.07   	 152.59		
-15.56   	-51.27   	134.02   	  15.26		129.68   	 137.33		
-13.12   	-45.78   	134.08(S)	 -40.69		130.23   	 127.16		
 -5.19   	-37.84   	133.92   	 -96.64		130.74   	 111.90		
 -0.92   	-32.65   	133.53   	-152.59		131.19   	  96.64		
  2.75   	-29.60   	132.92   	-188.20		131.58   	  86.47		
  7.32   	-28.08   	132.17   	-228.89		131.92   	  66.12		
  4.88   	-30.52   	131.25   	-244.15		132.19   	  45.78		
  7.93   	-29.91   	130.27   	-264.50		132.37   	  35.61		
 14.65   	-30.82   	129.22   	-269.58		132.51   	  15.26		
  9.16   	-30.52   	128.14   	-289.93		132.57(S)	  -5.09		
 14.65   	-28.69   	126.98   	-310.27		132.55   	 -25.43		
 10.99   	-31.74   	125.74   	-340.79		132.45   	 -50.86		
  7.32   	-29.91   	124.37   	-381.48		132.25   	 -66.12		
 10.38   	-24.11   	122.85   	-417.09		131.98   	 -91.56		
 12.51   	-20.14   	121.18   	-442.52		131.62   	-116.99		
 18.92   	-18.31   	119.41   	-452.69		131.15   	-142.42		
 14.04   	-13.73   	117.60   	-432.35		130.58   	-167.85		
 15.26   	-14.04   	115.87   	-391.66		129.91   	-188.20		
 18.92   	-14.34   	114.30   	-320.45		129.16   	-213.63		
 14.34   	-10.07   	113.02   	-239.06		128.30   	-228.89		
 18.62   	 -7.02   	112.06   	-152.59		127.39   	-244.15		
 15.26   	 -7.63   	111.45   	 -76.30		126.41   	-259.41		
 12.21   	 -4.27   	111.15   	 -15.26		125.37   	-259.41		
 13.12   	 -2.14   	111.09   	  20.35		124.33   	-264.50		
 12.51   	 -1.83   	111.17   	  30.52		123.28   	-264.50		
 19.84   	  1.22   	111.29   	  20.35		122.22   	-259.41		
 20.14   	  1.22   	111.37   	 -20.35		121.18   	-254.32		
 16.48   	  0.00   	111.29   	 -55.95		120.16   	-244.15		
 17.70   	 -0.31   	111.07   	-101.73		119.19   	-233.98		
 21.67   	  1.53   	110.66   	-132.25		118.25   	-223.80		
 17.70   	  3.36   	110.13   	-152.59		117.35   	-208.54		
 21.36   	  3.66   	109.52   	-152.59		116.52   	-198.37		
 18.62   	  2.75   	108.91   	-152.59		115.73   	-183.11		
 13.12   	  1.83   	108.30   	-127.16		114.99   	-178.03		
  9.46   	 -5.80   	107.79   	-101.73		114.28   	-157.68		
 10.38   	 -7.02   	107.39   	 -81.38		113.65   	-152.59		
 15.87   	-10.38   	107.06   	 -55.95		113.04   	-142.42		
 14.34   	-13.73   	106.84   	 -45.78		112.47   	-132.25		
 18.31   	-12.21   	106.65   	 -40.69		111.94   	-127.16		
 20.14   	-13.43   	106.49   	 -45.78		111.43   	-116.99		
 21.36   	-13.43   	106.31   	 -66.12		110.97   	-116.99		
 21.97   	-14.34   	106.04   	 -86.47		110.50   	-106.82		
 19.23   	-15.26   	105.70   	-106.82		110.07   	-106.82		
 17.70   	-15.87   	105.27   	-132.25		109.64   	-106.82		
 11.90   	-14.65   	104.74   	-147.51		109.22   	-101.73		
 11.90   	-13.12   	104.15   	-157.68		108.81   	-101.73		
 16.48   	 -9.46   	103.52   	-162.77		108.40   	-101.73		
 17.40   	 -1.83   	102.87   	-157.68		108.00   	 -96.64		
 21.36   	  7.32   	102.24   	-147.51		107.61   	-101.73		
 30.52   	 24.41   	101.65   	-137.33		107.20   	-101.73		
 37.23   	 47.61   	101.10   	-122.07		106.80   	-101.73		
 47.00   	 75.07   	100.61   	-106.82		106.39   	-106.82		
 58.29   	108.34   	100.18   	 -96.64		105.96   	-101.73		
 66.83   	128.48   	 99.80   	 -86.47		105.55   	-106.82		
 67.75   	135.50   	 99.45   	 -86.47		105.13   	-106.82		
 74.77   	144.96   	 99.10   	 -91.56		104.70   	-101.73		
 78.13   	143.43   	 98.74   	 -96.64		104.29   	-106.82		
 78.74   	143.43   	 98.35   	-101.73		103.87   	-111.90		
 79.65   	148.93   	 97.94   	-106.82		103.42   	-106.82		
 74.77   	132.45   	 97.52   	-122.07		102.99   	-106.82		
 67.44   	100.71   	 97.03   	-122.07		102.56   	-106.82		
 49.74   	 54.63   	 96.54   	-122.07		102.14   	-111.90		
 32.35   	 17.40   	 96.05   	-127.16		101.69   	-106.82		
 25.63   	-10.68   	 95.54   	-127.16		101.26   	-106.82		
 16.78   	-25.33   	 95.04   	-116.99		100.83   	-111.90		
 12.51   	-18.92   	 94.57   	-116.99		100.39   	-111.90		
 13.43   	-26.86   	 94.10   	-106.82		 99.94   	-106.82		
  9.16   	-47.00   	 93.67   	-101.73		 99.51   	-111.90		
  2.14   	-66.53   	 93.27   	 -96.64		 99.06   	-111.90		
  2.14   	-86.36   	 92.88   	 -91.56		 98.62   	-111.90		
  7.02   	-104.37   	 92.51   	 -86.47		 98.17   	-106.82		
  9.77   	-113.83   	 92.17   	 -91.56		 97.74   	-111.90		
 11.60   	-113.83   	 91.80   	 -86.47		 97.29   	-111.90		
 13.43   	-117.19   	 91.45   	 -86.47		 96.85   	-106.82		
 18.01   	-113.83   	 91.11   	 -86.47		 96.42   	-106.82		
 21.97   	-101.32   	 90.76   	 -91.56		 95.99   	-106.82		
 23.19   	-95.52   	 90.40   	 -86.47		 95.56   	-106.82		
 23.80   	-92.16   	 90.05   	 -91.56		 95.14   	-106.82		
 22.89   	-86.06   	 89.68   	 -91.56		 94.71   	-101.73		
 20.14   	-89.11   	 89.32   	 -86.47		 94.30   	-101.73		
 25.33   	-90.94   	 88.97   	 -91.56		 93.90   	 -96.64		
 33.57   	-90.33   	 88.61   	 -86.47		 93.51   	-101.73		
 35.71   	-94.60   	 88.26   	 -81.38		 93.10   	 -91.56		
 38.76   	-93.08   	 87.93   	 -86.47		 92.74   	 -96.64		
 41.20   	-91.55   	 87.59   	 -81.38		 92.35   	 -96.64		
 33.26   	-90.03   	 87.26   	 -81.38		 91.96   	 -91.56		
 25.94   	-87.28   	 86.94   	 -81.38		 91.60   	 -86.47		
 21.36   	-86.06   	 86.61   	 -81.38		 91.25   	 -91.56		
  8.85   	-89.11   	 86.29   	 -86.47		 90.88   	 -91.56		
  3.05   	-89.42   	 85.94   	 -81.38		 90.52   	 -86.47		
  2.75   	-87.28   	 85.62   	 -81.38		 90.17   	 -86.47		
  0.00   	-87.28   	 85.29   	 -81.38		 89.83   	 -86.47		
 -2.44   	-76.60   	 84.96   	 -81.38		 89.48   	 -86.47		
 -0.92   	-69.89   	 84.64   	 -81.38		 89.13   	 -86.47		
 -5.49   	-68.97   	 84.31   	 -76.30		 88.79   	 -86.47		
 -9.16   	-66.83   	 84.01   	 -76.30		 88.44   	 -81.38		
 -8.24   	-69.89   	 83.70   	 -71.21		 88.12   	 -86.47		
 -5.19   	-66.53   	 83.42   	 -66.12		 87.77   	 -81.38		
 -0.61   	-61.95   	 83.15   	 -61.04		 87.45   	 -81.38		
 -1.22   	-59.81   	 82.91   	 -55.95		 87.12   	 -81.38		
 -2.14   	-56.76   	 82.69   	 -55.95		 86.80   	 -81.38		
 -4.27   	-60.42   	 82.46   	 -45.78		 86.47   	 -76.30		
 -7.93   	-61.34   	 82.28   	 -50.86		 86.16   	 -76.30		
 -5.19   	-50.05   	 82.07   	 -45.78		 85.86   	 -76.30		
 -3.97   	-20.14   	 81.89   	 -45.78		 85.55   	 -71.21		
 -0.61   	 34.48   	 81.71   	 -50.86		 85.27   	 -71.21		
 17.40   	116.88   	 81.51   	 -50.86		 84.98   	 -71.21		
 19.84   	254.52   	 81.30   	 -50.86		 84.70   	 -66.12		
 43.03   	410.77   	 81.10   	 -61.04		 84.44   	 -66.12		
 90.33   	585.94   	 80.85   	 -61.04		 84.17   	 -66.12		
123.90   	820.01   	 80.61   	 -66.12		 83.91   	 -61.04		
185.85   	1032.71   	 80.35   	 -66.12		 83.66   	 -66.12		
274.05   	1172.18   	 80.08   	 -71.21		 83.40   	 -61.04		
339.66   	1219.79(R)	 79.80   	 -71.21		 83.15   	 -66.12		
363.77   	1047.67   	 79.51   	 -71.21		 82.89   	 -61.04		
296.63   	664.37   	 79.23   	 -71.21		 82.64   	 -61.04		
192.26   	280.76   	 78.94   	 -71.21		 82.40   	 -66.12		
110.78   	 -7.63   	 78.66   	 -71.21		 82.14   	 -61.04		
 75.68   	-269.78   	 78.37   	 -71.21		 81.89   	 -61.04		
130.00   	-270.39   	 78.09   	 -66.12		 81.65   	 -66.12		
198.97   	-252.08   	 77.82   	 -66.12		 81.38   	 -61.04		
186.77   	-305.79   	 77.56   	 -61.04		 81.14   	 -66.12		
131.23   	-231.93   	 77.31   	 -55.95		 80.87   	 -66.12		
 67.44   	-208.44   	 77.09   	 -55.95		 80.61   	 -61.04		
 15.87   	-174.87   	 76.87   	 -50.86		 80.37   	 -66.12		
-24.11   	-133.36   	 76.66   	 -45.78		 80.10   	 -66.12		
-31.74   	-105.90   	 76.48   	 -45.78		 79.84   	 -61.04		
-19.53   	-97.05   	 76.30   	 -40.69		 79.59   	 -66.12		
-30.21   	-110.78   	 76.13   	 -40.69		 79.33   	 -61.04		
-23.19   	-101.93   	 75.97   	 -35.61		 79.08   	 -61.04		
-22.28   	-104.68   	 75.83   	 -35.61		 78.84   	 -61.04		
-25.02   	-105.59   	 75.69   	 -30.52		 78.60   	 -61.04		
-25.33   	-107.73   	 75.56   	 -20.35		 78.35   	 -55.95		
-26.55   	-100.71   	 75.48(D)	   0.00		 78.13   	 -55.95		
-25.02   	-102.23   	 75.48   	  35.61		 77.90   	 -55.95		
-24.72   	-103.76   	 75.63   	  76.30		 77.68   	 -50.86		
-28.99   	-99.79   	 75.93   	 127.16		 77.48   	 -45.78		
-27.77   	-99.18   	 76.44   	 183.11		 77.29   	 -40.69		
-28.08   	-96.44   	 77.17   	 239.06		 77.13   	 -30.52		
-26.55   	-97.05   	 78.13   	 284.84		 77.01   	 -20.35		
-27.16   	-101.62   	 79.27   	 320.45		 76.93   	 -10.17		
-32.04   	-97.66   	 80.55   	 330.62		 76.89(D)	   5.09		
-22.28   	-96.13   	 81.87   	 315.36		 76.91   	  15.26		
-18.31   	-95.21   	 83.13   	 295.01		 76.97   	  35.61		
-24.41   	-92.47   	 84.31   	 264.50		 77.11   	  50.86		
-25.33   	-92.77   	 85.37   	 249.24		 77.31   	  66.12		
-29.60   	-93.08   	 86.37   	 244.15		 77.58   	  86.47		
-30.21   	-91.25   	 87.34   	 244.15		 77.92   	 101.73		
-35.40   	-93.08   	 88.32   	 264.50		 78.33   	 127.16		
-36.01   	-90.64   	 89.38   	 279.75		 78.84   	 137.33		
-36.32   	-89.42   	 90.50   	 295.01		 79.39   	 162.77		
-40.59   	-88.50   	 91.68   	 305.19		 80.04   	 178.03		
-34.18   	-83.31   	 92.90   	 300.10		 80.75   	 198.37		
-28.08   	-88.20   	 94.10   	 295.01		 81.55   	 213.63		
-31.74   	-90.03   	 95.28   	 274.67		 82.40   	 233.98		
-28.69   	-90.64   	 96.38   	 259.41		 83.34   	 244.15		
-32.96   	-96.13   	 97.42   	 228.89		 84.31   	 264.50		
-34.79   	-96.44   	 98.33   	 213.63		 85.37   	 269.58		
-34.79   	-98.57   	 99.19   	 198.37		 86.45   	 284.84		
-38.15   	-99.18   	 99.98   	 188.20		 87.59   	 295.01		
-36.62   	-100.10   	100.73   	 193.29		 88.77   	 300.10		
-40.28   	-98.57   	101.51   	 203.46		 89.97   	 310.27		
-39.98   	-94.91   	102.32   	 218.72		 91.21   	 315.36		
-38.45   	-101.62   	103.19   	 239.06		 92.47   	 320.45		
-42.72   	-104.06   	104.15   	 264.50		 93.75   	 320.45		
-39.67   	-111.69   	105.21   	 289.93		 95.04   	 325.53		
-45.47   	-118.10   	106.37   	 310.27		 96.34   	 325.53		
-48.83   	-118.71   	107.61   	 320.45		 97.64   	 325.53		
-45.47   	-121.77   	108.89   	 320.45		 98.94   	 330.62		
-54.02   	-122.07   	110.17   	 305.19		100.26   	 330.62		
-54.63   	-123.60   	111.39   	 295.01		101.59   	 330.62		
-53.71   	-124.82   	112.57   	 284.84		102.91   	 325.53		
-64.09   	-132.14   	113.71   	 274.67		104.21   	 325.53		
-68.97   	-143.13   	114.81   	 264.50		105.51   	 320.45		
-69.89   	-148.01   	115.87   	 264.50		106.80   	 320.45		
-75.68   	-157.78   	116.93   	 259.41		108.08   	 315.36		
-78.13   	-158.69   	117.96   	 264.50		109.34   	 310.27		
-85.45   	-155.64   	119.02   	 269.58		110.58   	 305.19		
-88.20   	-156.86   	120.10   	 259.41		111.80   	 305.19		
-93.38   	-158.39   	121.14   	 244.15		113.02   	 295.01		
-96.44   	-156.56   	122.12   	 223.80		114.20   	 289.93		
-92.77   	-154.42   	123.01   	 198.37		115.36   	 279.75		
-92.47   	-151.98   	123.80   	 162.77		116.48   	 274.67		
-94.60   	-140.99   	124.46   	 142.42		117.58   	 269.58		
-95.83   	-136.72   	125.02   	 122.07		118.66   	 254.32		
-93.99   	-130.62   	125.51   	 106.82		119.67   	 244.15		
-92.16   	-117.80   	125.94   	 101.73		120.65   	 239.06		
-86.67   	-105.29   	126.35   	 106.82		121.61   	 228.89		
-81.48   	-91.86   	126.77   	 111.90		122.52   	 213.63		
-71.11   	-69.58   	127.22   	 132.25		123.38   	 203.46		
-64.09   	-56.76   	127.75   	 147.51		124.19   	 193.29		
-57.68   	-47.30   	128.34   	 162.77		124.96   	 188.20		
-47.30   	-35.10   	128.99   	 178.03		125.72   	 172.94		
-38.76   	-24.72   	129.70   	 178.03		126.41   	 167.85		
-40.28   	-14.95   	130.42   	 167.85		127.08   	 152.59		
-25.33   	 -3.05   	131.09   	 147.51		127.69   	 147.51		
-16.17   	  2.75   	131.68   	 106.82		128.28   	 137.33		
-14.95   	  5.19   	132.11   	  61.04		128.83   	 127.16		
 -3.36   	  5.80   	132.35   	   5.09		129.34   	 111.90		
 -2.75   	  5.49   	132.37(S)	 -61.04		129.79   	 106.82		
  3.05   	 12.21   	132.13   	-116.99		130.21   	  86.47		
  5.19   	 14.95   	131.66   	-178.03		130.56   	  81.38		
 12.82   	 18.62   	130.95   	-223.80		130.88   	  61.04		
 14.04   	 18.01   	130.05   	-269.58		131.13   	  50.86		
  7.93   	 12.51   	128.97   	-289.93		131.33   	  30.52		
 15.87   	 15.26   	127.81   	-315.36		131.45   	  15.26		
 16.17   	 10.38   	126.55   	-320.45		131.52(S)	 -10.17		
 15.87   	 12.82   	125.27   	-335.71		131.47   	 -20.35		
 20.45   	 15.87   	123.93   	-335.71		131.39   	 -45.78		
 20.45   	  9.46   	122.58   	-350.97		131.21   	 -71.21		
 13.73   	 10.38   	121.18   	-366.22		130.93   	 -91.56		
 15.26   	 12.82   	119.71   	-366.22		130.56   	-111.90		
 21.06   	 11.60   	118.25   	-366.22		130.11   	-137.33		
 18.01   	 11.90   	116.78   	-350.97		129.56   	-162.77		
 18.92   	 17.09   	115.38   	-325.53		128.91   	-188.20		
 18.01   	 19.23   	114.08   	-279.75		128.16   	-203.46		
 15.56   	 17.40   	112.96   	-223.80		127.34   	-223.80		
 17.40   	 21.06   	112.06   	-172.94		126.45   	-239.06		
 19.53   	 19.53   	111.37   	-122.07		125.49   	-249.24		
 22.58   	 18.62   	110.88   	 -71.21		124.50   	-259.41		
 21.06   	 22.58   	110.60   	 -40.69		123.46   	-259.41		
 17.40   	 19.23   	110.44   	 -25.43		122.42   	-259.41		
 20.75   	 17.40   	110.34   	 -30.52		121.38   	-259.41		
 23.19   	 18.92   	110.21   	 -35.61		120.35   	-254.32		
 24.41   	 14.34   	110.07   	 -61.04		119.33   	-244.15		
 25.63   	 20.14   	109.83   	 -86.47		118.35   	-233.98		
 23.19   	 20.45   	109.48   	-106.82		117.42   	-218.72		
 23.19   	 13.43   	109.05   	-122.07		116.54   	-208.54		
 19.23   	 17.40   	108.57   	-132.25		115.71   	-198.37		
 21.97   	 18.62   	108.04   	-132.25		114.91   	-183.11		
 21.36   	 20.75   	107.51   	-122.07		114.18   	-167.85		
