  I     	  II     	  AO     	  AO'		  FAC     	  FAC'		
-52.19   	-60.42   	 86.86   	-116.99		 68.95   	-101.73		
-48.22   	-62.26   	 86.39   	-111.90		 68.55   	 -96.64		
-44.56   	-61.95   	 85.94   	-116.99		 68.16   	 -96.64		
-44.56   	-62.56   	 85.47   	-111.90		 67.77   	 -96.64		
-47.61   	-64.39   	 85.03   	-116.99		 67.39   	 -86.47		
-47.91   	-63.78   	 84.56   	-111.90		 67.04   	 -76.30		
-41.50   	-59.51   	 84.11   	-106.82		 66.73   	 -71.21		
-30.52   	-52.49   	 83.68   	-111.90		 66.45   	 -71.21		
-23.19   	-47.91   	 83.23   	-101.73		 66.16   	 -76.30		
-25.94   	-50.66   	 82.83   	-106.82		 65.86   	 -81.38		
-37.84   	-60.12   	 82.40   	-101.73		 65.53   	 -76.30		
-50.96   	-70.19   	 81.99   	-101.73		 65.23   	 -71.21		
-58.29   	-75.68   	 81.59   	-101.73		 64.94   	 -71.21		
-58.90   	-75.38   	 81.18   	-101.73		 64.66   	 -66.12		
-57.68   	-74.16   	 80.77   	-101.73		 64.39   	 -55.95		
-58.59   	-77.51   	 80.37   	-101.73		 64.17   	 -61.04		
-61.95   	-88.20   	 79.96   	-101.73		 63.93   	 -55.95		
-65.00   	-105.90   	 79.55   	-101.73		 63.70   	 -55.95		
-64.70   	-125.43   	 79.15   	-101.73		 63.48   	 -66.12		
-59.81   	-140.38   	 78.74   	-101.73		 63.21   	 -50.86		
-51.88   	-146.79   	 78.33   	-101.73		 63.01   	 -61.04		
-45.17   	-144.65   	 77.92   	-101.73		 62.77   	 -50.86		
-42.72   	-137.02   	 77.52   	 -96.64		 62.56   	 -55.95		
-45.47   	-130.00   	 77.13   	-101.73		 62.34   	 -55.95		
-50.66   	-126.95   	 76.72   	 -96.64		 62.12   	 -50.86		
-52.19   	-126.04   	 76.34   	 -96.64		 61.91   	 -50.86		
-43.64   	-123.60   	 75.95   	 -96.64		 61.71   	 -50.86		
-25.02   	-117.49   	 75.56   	 -91.56		 61.51   	 -45.78		
 -1.53   	-105.90   	 75.20   	 -86.47		 61.32   	 -45.78		
 17.70   	-89.42   	 74.85   	 -91.56		 61.14   	 -50.86		
 24.72   	-70.19   	 74.49   	 -86.47		 60.94   	 -50.86		
 18.01   	-53.10   	 74.14   	 -81.38		 60.73   	 -45.78		
  2.44   	-44.56   	 73.81   	 -81.38		 60.55   	 -40.69		
-13.73   	-48.22   	 73.49   	 -81.38		 60.39   	 -45.78		
-24.72   	-60.42   	 73.16   	 -81.38		 60.20   	 -40.69		
-30.21   	-74.16   	 72.84   	 -76.30		 60.04   	 -35.61		
-33.87   	-81.79   	 72.53   	 -81.38		 59.90   	 -35.61		
-39.37   	-82.70   	 72.21   	 -71.21		 59.76   	 -40.69		
-45.47   	-80.57   	 71.92   	 -76.30		 59.59   	 -40.69		
-47.30   	-77.82   	 71.62   	 -76.30		 59.43   	 -40.69		
-41.81   	-73.85   	 71.31   	 -71.21		 59.27   	 -40.69		
-31.43   	-66.22   	 71.03   	 -71.21		 59.10   	 -35.61		
-22.28   	-55.24   	 70.74   	 -71.21		 58.96   	 -35.61		
-21.06   	-46.08   	 70.46   	 -66.12		 58.82   	 -35.61		
-28.69   	-44.25   	 70.19   	 -66.12		 58.68   	 -35.61		
-39.67   	-50.66   	 69.93   	 -71.21		 58.53   	 -35.61		
-46.39   	-59.51   	 69.64   	 -61.04		 58.39   	 -40.69		
-45.17   	-64.70   	 69.40   	 -66.12		 58.23   	 -40.69		
-38.15   	-63.78   	 69.14   	 -66.12		 58.07   	 -35.61		
-29.30   	-57.98   	 68.87   	 -66.12		 57.92   	 -40.69		
-22.89   	-51.27   	 68.61   	 -66.12		 57.76   	 -35.61		
-21.67   	-47.30   	 68.34   	 -66.12		 57.62   	 -35.61		
-25.94   	-47.00   	 68.08   	 -71.21		 57.48   	 -40.69		
-34.79   	-49.13   	 67.79   	 -66.12		 57.31   	 -40.69		
-43.95   	-50.96   	 67.53   	 -61.04		 57.15   	 -35.61		
-47.61   	-49.13   	 67.28   	 -50.86		 57.01   	 -35.61		
-43.03   	-42.11   	 67.08   	 -35.61		 56.87   	 -35.61		
-31.43   	-32.04   	 66.94   	 -25.43		 56.72   	 -35.61		
-19.84   	-23.50   	 66.84   	 -10.17		 56.58   	 -35.61		
-14.95   	-21.36   	 66.80   	  -5.09		 56.44   	 -40.69		
-18.92   	-26.25   	 66.77   	 -20.35		 56.28   	 -40.69		
-26.86   	-33.26   	 66.69   	 -40.69		 56.11   	 -35.61		
-32.96   	-36.93   	 66.53   	 -71.21		 55.97   	 -30.52		
-32.65   	-34.18   	 66.25   	-106.82		 55.85   	 -30.52		
-26.86   	-27.16   	 65.82   	-142.42		 55.73   	 -35.61		
-21.67   	-19.23   	 65.25   	-167.85		 55.58   	 -50.86		
-20.45   	-13.43   	 64.58   	-178.03		 55.38   	 -55.95		
-23.19   	-11.29   	 63.87   	-183.11		 55.16   	 -61.04		
-26.86   	-12.21   	 63.13   	-167.85		 54.91   	 -40.69		
-26.25   	-13.43   	 62.46   	-137.33		 54.75   	 -40.69		
-21.06   	-13.43   	 61.91   	-106.82		 54.59   	 -40.69		
-15.87   	-12.21   	 61.49   	 -66.12		 54.43   	 -50.86		
-14.65   	-10.38   	 61.22   	 -30.52		 54.22   	 -45.78		
-16.78   	 -7.63   	 61.10   	  -5.09		 54.04   	 -50.86		
-18.92   	 -2.75   	 61.08   	  15.26		 53.83   	 -55.95		
-18.92   	  4.88   	 61.14   	  20.35		 53.61   	 -45.78		
-19.53   	 14.65   	 61.22   	  15.26		 53.43   	 -40.69		
-27.77   	 21.36   	 61.28   	   5.09		 53.27   	 -40.69		
-46.69   	 23.19   	 61.30   	 -15.26		 53.10   	 -40.69		
-68.36   	 24.41   	 61.24   	 -35.61		 52.94   	 -40.69		
-75.38   	 33.87   	 61.10   	 -55.95		 52.78   	 -45.78		
-52.19   	 58.29   	 60.87   	 -71.21		 52.59   	 -40.69		
  7.63   	101.93   	 60.59   	 -81.38		 52.43   	 -40.69		
102.54   	167.85   	 60.26   	 -81.38		 52.27   	 -35.61		
227.97   	258.18   	 59.94   	 -81.38		 52.13   	 -40.69		
383.30   	379.03   	 59.61   	 -66.12		 51.96   	 -40.69		
565.49   	533.45   	 59.35   	 -55.95		 51.80   	 -40.69		
755.92   	705.57   	 59.12   	 -66.12		 51.64   	 -81.38		
980.53   	925.60(R)	 58.86   	 -15.26		 51.31   	 -40.69		
924.38   	871.58   	 58.80   	 -10.17		 51.15   	 -45.78		
741.88   	690.61   	 58.76   	 -10.17		 50.97   	 -45.78		
478.82   	438.54   	 58.72   	 -10.17		 50.78   	 -45.78		
210.27   	202.33   	 58.68   	 -20.35		 50.60   	 -45.78		
  2.44   	 48.83   	 58.60   	 -25.43		 50.42   	 -45.78		
-112.30   	-10.99   	 58.49   	 -25.43		 50.23   	 -45.78		
-140.99   	-18.31   	 58.39   	 -25.43		 50.05   	 -40.69		
-120.24   	-26.25   	 58.29   	 -15.26		 49.89   	 -40.69		
-91.55   	-56.76   	 58.23(D)	   5.09		 49.73   	 -40.69		
-76.29   	-93.38   	 58.25   	  35.61		 49.56   	 -45.78		
-75.38   	-107.42   	 58.39   	  76.30		 49.38   	 -40.69		
-82.09   	-87.89   	 58.70   	 127.16		 49.22   	 -45.78		
-89.11   	-49.44   	 59.21   	 188.20		 49.03   	 -40.69		
-93.08   	-17.70   	 59.96   	 244.15		 48.87   	 -35.61		
-94.60   	 -7.93   	 60.94   	 310.27		 48.73   	 -30.52		
-94.91   	-17.40   	 62.18   	 361.14		 48.61   	 -35.61		
-94.30   	-32.35   	 63.62   	 396.74		 48.46   	 -35.61		
-94.30   	-41.81   	 65.21   	 417.09		 48.32   	 -30.52		
-97.05   	-44.25   	 66.88   	 412.00		 48.20   	 -35.61		
-101.01   	-43.64   	 68.52   	 396.74		 48.06   	 -25.43		
-101.01   	-43.03   	 70.11   	 356.05		 47.96   	 -30.52		
-94.30   	-40.59   	 71.54   	 310.27		 47.83   	 -35.61		
-83.01   	-34.48   	 72.78   	 269.58		 47.69   	 -35.61		
-74.46   	-25.63   	 73.86   	 239.06		 47.55   	 -30.52		
-75.07   	-19.84   	 74.81   	 228.89		 47.43   	  -5.09		
-84.84   	-21.67   	 75.73   	 249.24		 47.41   	  -5.09		
-97.96   	-30.21   	 76.72   	 274.67		 47.39(D)	  10.17		
-105.29   	-39.98   	 77.82   	 330.62		 47.43   	  35.61		
-104.68   	-45.78   	 79.15   	 381.48		 47.57   	  71.21		
-99.18   	-45.78   	 80.67   	 427.26		 47.85   	 147.51		
-94.91   	-43.33   	 82.38   	 457.78		 48.44   	 284.84		
-94.30   	-41.20   	 84.21   	 473.04		 49.58   	 478.13		
-95.52   	-41.20   	 86.10   	 467.95		 51.50   	 686.67		
-96.44   	-40.89   	 87.98   	 447.61		 54.24   	 859.61		
-95.83   	-38.76   	 89.77   	 417.09		 57.68   	 935.91		
-95.52   	-33.87   	 91.43   	 391.66		 61.42   	 920.65		
-95.83   	-27.77   	 93.00   	 356.05		 65.11   	 854.52		
-93.38   	-21.06   	 94.42   	 340.79		 68.52   	 813.83		
-87.89   	-15.56   	 95.79   	 330.62		 71.78   	 824.00		
-81.79   	-11.29   	 97.11   	 325.53		 75.08   	 829.09		
-80.26   	 -8.54   	 98.41   	 330.62		 78.39   	 829.09		
-85.45   	 -7.32   	 99.74   	 340.79		 81.71   	 854.52		
-93.69   	 -7.02   	101.10   	 356.05		 85.13   	 859.61		
-97.05   	 -5.49   	102.52   	 371.31		 88.57   	 803.66		
-91.55   	 -1.22   	104.01   	 386.57		 91.78   	 773.14		
-77.82   	  7.32   	105.55   	 396.74		 94.87   	 757.88		
-61.34   	 20.45   	107.14   	 406.92		 97.90   	 742.62		
-46.69   	 36.32   	108.77   	 417.09		100.87   	 732.45		
-36.62   	 53.71   	110.44   	 427.26		103.80   	 712.10		
-31.13   	 72.02   	112.15   	 437.43		106.65   	 676.50		
-28.38   	 90.64   	113.90   	 447.61		109.36   	 630.72		
-25.33   	109.25   	115.69   	 462.87		111.88   	 508.65		
-20.14   	128.17   	117.54   	 467.95		113.92   	 381.48		
-11.90   	145.87   	119.41   	 462.87		115.44   	 350.97		
 -1.53   	160.83   	121.26   	 462.87		116.85   	 361.14		
  9.46   	173.65   	123.11   	 442.52		118.29   	 289.93		
 21.97   	187.07   	124.88   	 422.18		119.45   	 203.46		
 38.15   	203.55   	126.57   	 381.48		120.26   	 305.19		
 57.07   	222.17   	128.10   	 340.79		121.48   	 569.68		
 74.16   	237.73   	129.46   	 300.10		123.76   	 915.56		
 81.48   	244.14   	130.66   	 264.50		127.43   	1017.29		
 76.60   	239.87   	131.72   	 239.06		131.49   	 228.89		
 64.70   	230.71   	132.67   	 208.54		132.41   	-595.11		
 54.32   	224.61   	133.51   	 198.37		130.03   	-300.10		
 51.57   	223.08   	134.30   	 188.20		128.83   	 564.60		
 54.32   	221.25   	135.06   	 178.03		131.09   	 971.51		
 55.85   	211.49   	135.77   	 167.85		134.97   	 793.49		
 51.57   	191.04   	136.44   	 152.59		138.15   	 142.42		
 41.20   	162.66   	137.05   	 137.33		138.72   	-381.48		
 27.16   	132.45   	137.60   	 127.16		137.19   	-239.06		
 11.90   	104.06   	138.11   	 116.99		136.24   	 213.63		
 -0.31   	 79.65   	138.58   	 111.90		137.09   	 503.56		
 -6.71   	 60.73   	139.02   	 116.99		139.10   	 406.92		
 -7.02   	 46.69   	139.49   	 122.07		140.73   	 -40.69		
 -4.58   	 34.79   	139.98   	 127.16		140.57   	-366.22		
 -6.10   	 19.53   	140.49   	 127.16		139.10   	-162.77		
-16.48   	 -3.97   	141.00   	 122.07		138.45   	 208.54		
-32.35   	-32.35   	141.48   	 106.82		139.29   	 330.62		
-45.78   	-56.46   	141.91   	  86.47		140.61   	 198.37		
-50.96   	-69.58   	142.26   	  55.95		141.40(S)	 -20.35		
-48.83   	-72.02   	142.48   	  10.17		141.32   	-188.20		
-45.17   	-70.80   	142.52(S)	 -30.52		140.57   	-198.37		
-45.47   	-73.55   	142.40   	 -76.30		139.78   	-132.25		
-50.66   	-81.48   	142.10   	-111.90		139.25   	 -66.12		
-57.68   	-91.55   	141.65   	-137.33		138.98   	-147.51		
-61.34   	-98.57   	141.10   	-162.77		138.39   	-264.50		
-61.04   	-100.71   	140.45   	-178.03		137.33   	-183.11		
-59.81   	-100.40   	139.73   	-188.20		136.60   	 -25.43		
-61.65   	-101.32   	138.98   	-188.20		136.50   	-132.25		
-65.61   	-103.15   	138.23   	-203.46		135.97   	-417.09		
-66.83   	-103.45   	137.42   	-213.63		134.30   	-508.65		
-61.34   	-99.49   	136.56   	-239.06		132.27   	-361.14		
-50.05   	-91.25   	135.60   	-269.58		130.82   	-208.54		
-39.37   	-83.31   	134.53   	-310.27		129.99   	-172.94		
-37.84   	-81.18   	133.29   	-350.97		129.30   	-269.58		
-46.69   	-86.67   	131.88   	-406.92		128.22   	-442.52		
-57.07   	-94.91   	130.25   	-447.61		126.45   	-488.30		
-60.12   	-99.18   	128.46   	-493.39		124.50   	-447.61		
-53.71   	-95.83   	126.49   	-508.65		122.71   	-417.09		
-43.33   	-87.59   	124.46   	-523.90		121.04   	-432.35		
-37.23   	-80.26   	122.36   	-508.65		119.31   	-452.69		
-39.06   	-78.74   	120.33   	-478.13		117.50   	-493.39		
-46.08   	-83.01   	118.41   	-442.52		115.52   	-518.82		
-50.96   	-87.89   	116.64   	-396.74		113.45   	-513.73		
-49.13   	-87.28   	115.06   	-350.97		111.39   	-508.65		
-41.50   	-79.35   	113.65   	-310.27		109.36   	-498.47		
-34.79   	-67.75   	112.41   	-274.67		107.36   	-503.56		
-33.87   	-60.12   	111.31   	-259.41		105.35   	-508.65		
-39.67   	-60.12   	110.27   	-249.24		103.32   	-493.39		
-46.08   	-64.39   	109.28   	-254.32		101.34   	-478.13		
-45.47   	-64.09   	108.26   	-259.41		 99.43   	-462.87		
-35.71   	-55.54   	107.22   	-264.50		 97.58   	-437.43		
-23.19   	-41.50   	106.16   	-274.67		 95.83   	-412.00		
-17.09   	-31.43   	105.07   	-279.75		 94.18   	-396.74		
-23.19   	-31.13   	103.95   	-269.58		 92.59   	-396.74		
-36.62   	-39.06   	102.87   	-259.41		 91.01   	-381.48		
-48.22   	-48.22   	101.83   	-239.06		 89.48   	-350.97		
-51.27   	-54.32   	100.87   	-223.80		 88.08   	-335.71		
-46.08   	-56.46   	 99.98   	-198.37		 86.73   	-315.36		
-38.76   	-56.76   	 99.19   	-183.11		 85.47   	-305.19		
-35.71   	-57.07   	 98.45   	-162.77		 84.25   	-284.84		
-39.37   	-58.90   	 97.80   	-157.68		 83.11   	-274.67		
-45.47   	-61.95   	 97.17   	-147.51		 82.01   	-254.32		
-46.39   	-63.17   	 96.58   	-152.59		 81.00   	-244.15		
-37.84   	-59.51   	 95.97   	-152.59		 80.02   	-239.06		
-22.58   	-49.74   	 95.36   	-152.59		 79.06   	-223.80		
 -8.54   	-36.62   	 94.75   	-162.77		 78.17   	-208.54		
 -4.88   	-28.38   	 94.10   	-167.85		 77.33   	-203.46		
-14.34   	-32.04   	 93.43   	-162.77		 76.52   	-203.46		
-29.91   	-46.69   	 92.78   	-162.77		 75.71   	-183.11		
-41.50   	-63.17   	 92.13   	-157.68		 74.97   	-172.94		
-44.56   	-73.24   	 91.50   	-152.59		 74.28   	-162.77		
-39.67   	-74.16   	 90.88   	-137.33		 73.63   	-157.68		
-33.26   	-69.89   	 90.34   	-127.16		 73.00   	-147.51		
-29.91   	-65.31   	 89.83   	-122.07		 72.41   	-142.42		
-30.21   	-64.09   	 89.34   	-116.99		 71.84   	-142.42		
-31.74   	-64.70   	 88.87   	-111.90		 71.27   	-137.33		
-32.96   	-65.92   	 88.42   	-106.82		 70.72   	-122.07		
-32.96   	-66.83   	 88.00   	-111.90		 70.23   	-116.99		
-31.43   	-66.53   	 87.55   	-116.99		 69.77   	-111.90		
-28.69   	-64.39   	 87.08   	-116.99		 69.32   	-111.90		
-25.33   	-60.12   	 86.61   	-122.07		 68.87   	-101.73		
-22.89   	-55.85   	 86.12   	-122.07		 68.46   	-106.82		
-22.28   	-54.32   	 85.64   	-127.16		 68.04   	 -91.56		
-23.50   	-57.37   	 85.13   	-122.07		 67.67   	 -91.56		
-25.02   	-63.17   	 84.64   	-122.07		 67.30   	 -76.30		
-25.94   	-68.05   	 84.15   	-116.99		 67.00   	 -81.38		
-26.25   	-69.27   	 83.68   	-111.90		 66.67   	 -81.38		
-25.63   	-67.14   	 83.23   	-111.90		 66.35   	 -86.47		
-25.02   	-64.09   	 82.79   	-106.82		 66.00   	 -81.38		
-24.41   	-63.17   	 82.36   	-101.73		 65.68   	 -81.38		
-24.41   	-65.31   	 81.95   	-101.73		 65.35   	 -76.30		
-25.02   	-68.36   	 81.55   	 -96.64		 65.05   	 -76.30		
-26.55   	-70.19   	 81.16   	-101.73		 64.74   	 -66.12		
-29.30   	-68.97   	 80.75   	-101.73		 64.48   	 -71.21		
-32.35   	-66.83   	 80.35   	-101.73		 64.19   	 -71.21		
-35.71   	-66.83   	 79.94   	-106.82		 63.91   	 -55.95		
-36.32   	-69.58   	 79.51   	-106.82		 63.68   	 -66.12		
-33.87   	-73.24   	 79.08   	-106.82		 63.42   	 -55.95		
-28.69   	-77.51   	 78.66   	-101.73		 63.19   	 -66.12		
-23.50   	-83.62   	 78.25   	-106.82		 62.93   	 -55.95		
-21.97   	-95.52   	 77.82   	-101.73		 62.71   	 -61.04		
-27.16   	-114.44   	 77.42   	-106.82		 62.46   	 -61.04		
-36.01   	-135.50   	 76.99   	 -96.64		 62.22   	 -45.78		
-43.95   	-151.06   	 76.60   	-101.73		 62.03   	 -55.95		
-46.39   	-157.17   	 76.20   	 -96.64		 61.81   	 -50.86		
-43.03   	-154.42   	 75.81   	 -96.64		 61.61   	 -50.86		
-35.71   	-148.62   	 75.42   	 -91.56		 61.40   	 -50.86		
-27.77   	-142.52   	 75.06   	 -96.64		 61.20   	 -45.78		
-18.92   	-135.19   	 74.67   	 -91.56		 61.02   	 -50.86		
 -7.02   	-125.43   	 74.30   	 -91.56		 60.81   	 -50.86		
 10.38   	-112.30   	 73.94   	 -96.64		 60.61   	 -40.69		
 29.60   	-97.05   	 73.55   	 -86.47		 60.45   	 -40.69		
 43.03   	-81.48   	 73.20   	 -91.56		 60.28   	 -45.78		
 44.56   	-65.92   	 72.84   	 -81.38		 60.10   	 -45.78		
 35.10   	-50.66   	 72.51   	 -86.47		 59.92   	 -45.78		
 19.84   	-38.45   	 72.17   	 -76.30		 59.74   	 -40.69		
  6.10   	-33.87   	 71.86   	 -76.30		 59.57   	 -40.69		
 -4.27   	-38.76   	 71.56   	 -76.30		 59.41   	 -45.78		
-12.82   	-51.88   	 71.25   	 -71.21		 59.23   	 -35.61		
-21.06   	-64.70   	 70.97   	 -71.21		 59.08   	 -35.61		
-26.25   	-69.58   	 70.68   	 -66.12		 58.94   	 -40.69		
-26.55   	-63.78   	 70.42   	 -71.21		 58.78   	 -40.69		
-22.89   	-53.71   	 70.13   	 -66.12		 58.62   	 -45.78		
-18.92   	-45.17   	 69.87   	 -66.12		 58.43   	 -45.78		
-17.70   	-42.42   	 69.60   	 -61.04		 58.25   	 -45.78		
-18.62   	-43.03   	 69.36   	 -66.12		 58.07   	 -40.69		
-18.92   	-43.95   	 69.09   	 -66.12		 57.90   	 -40.69		
-17.40   	-43.33   	 68.83   	 -61.04		 57.74   	 -30.52		
-14.34   	-41.81   	 68.59   	 -61.04		 57.62   	 -35.61		
-11.60   	-38.45   	 68.34   	 -61.04		 57.48   	 -30.52		
 -8.85   	-31.43   	 68.10   	 -66.12		 57.35   	 -35.61		
 -5.80   	-21.97   	 67.83   	 -61.04		 57.21   	 -40.69		
 -3.05   	-13.43   	 67.59   	 -61.04		 57.05   	 -40.69		
 -2.44   	-10.68   	 67.34   	 -66.12		 56.89   	 -40.69		
 -5.80   	-15.56   	 67.08   	 -71.21		 56.72   	 -40.69		
-11.90   	-23.50   	 66.80   	 -76.30		 56.56   	 -40.69		
-16.78   	-27.77   	 66.49   	 -81.38		 56.40   	 -35.61		
-16.78   	-25.63   	 66.16   	 -81.38		 56.26   	 -35.61		
-12.51   	-18.62   	 65.84   	 -86.47		 56.11   	 -30.52		
 -6.71   	-12.21   	 65.49   	 -91.56		 55.99   	 -35.61		
 -3.05   	 -9.46   	 65.13   	 -86.47		 55.85   	 -35.61		
 -3.66   	-10.07   	 64.78   	 -86.47		 55.71   	 -30.52		
 -7.93   	-10.68   	 64.44   	 -81.38		 55.58   	 -25.43		
-11.90   	 -8.24   	 64.11   	 -66.12		 55.48   	 -25.43		
-13.43   	 -3.97   	 63.85   	 -50.86		 55.38   	 -30.52		
-12.82   	 -0.31   	 63.64   	 -20.35		 55.26   	 -25.43		
 -9.77   	  1.83   	 63.56   	   5.09		 55.16   	 -35.61		
 -6.10   	  3.05   	 63.58   	  30.52		 55.02   	 -35.61		
 -3.66   	  4.58   	 63.70   	  55.95		 54.87   	 -35.61		
 -2.14   	  6.71   	 63.93   	  55.95		 54.73   	 -50.86		
 -1.83   	  8.54   	 64.15   	  40.69		 54.53   	 -66.12		
 -2.75   	  8.85   	 64.31   	  15.26		 54.26   	 -50.86		
 -3.66   	  9.46   	 64.37   	 -35.61		 54.06   	 -40.69		
 -3.66   	 12.21   	 64.23   	 -86.47		 53.90   	 -40.69		
 -2.75   	 16.17   	 63.89   	-132.25		 53.73   	 -50.86		
 -1.53   	 18.92   	 63.36   	-183.11		 53.53   	 -61.04		
 -1.53   	 18.31   	 62.62   	-203.46		 53.29   	 -55.95		
 -4.88   	 14.65   	 61.81   	-213.63		 53.06   	 -55.95		
-12.82   	 13.12   	 60.96   	-203.46		 52.84   	 -45.78		
-23.19   	 20.14   	 60.14   	-178.03		 52.65   	 -40.69		
-33.57   	 37.23   	 59.43   	-137.33		 52.49   	 -35.61		
-39.37   	 61.34   	 58.88   	 -86.47		 52.35   	 -35.61		
-34.18   	 87.89   	 58.53   	 -45.78		 52.21   	 -40.69		
-11.29   	115.36   	 58.35   	  -5.09		 52.04   	 -45.78		
 36.62   	149.84   	 58.33   	  20.35		 51.86   	 -40.69		
116.27   	202.64   	 58.41   	  40.69		 51.70   	 -35.61		
233.15   	283.81   	 58.58   	  40.69		 51.56   	 -40.69		
388.18   	400.39   	 58.74   	  30.52		 51.39   	 -40.69		
574.95   	552.98   	 58.86   	  15.26		 51.23   	 -40.69		
769.96   	724.18   	 58.92   	 -50.86		 51.07   	 -76.30		
1000.67   	944.52(R)	 58.72   	 -50.86		 50.76   	 -45.78		
947.27   	889.59   	 58.51   	 -71.21		 50.58   	 -40.69		
767.82   	707.70   	 58.23   	 -71.21		 50.42   	 -40.69		
508.12   	458.98   	 57.94   	 -76.30		 50.25   	 -45.78		
243.23   	235.29   	 57.64   	 -61.04		 50.07   	 -45.78		
 37.54   	102.54   	 57.40   	 -50.86		 49.89   	 -35.61		
-78.43   	 61.65   	 57.19   	 -30.52		 49.75   	 -35.61		
-112.61   	 60.73   	 57.07   	  -5.09		 49.60   	 -40.69		
-100.71   	 42.42   	 57.05(D)	  20.35		 49.44   	 -40.69		
-78.13   	 -6.10   	 57.13   	  45.78		 49.28   	 -40.69		
-62.56   	-54.93   	 57.31   	  76.30		 49.11   	 -35.61		
-56.76   	-67.14   	 57.62   	 116.99		 48.97   	 -35.61		
-57.68   	-36.01   	 58.09   	 152.59		 48.83   	 -40.69		
-63.48   	 12.82   	 58.70   	 198.37		 48.67   	 -35.61		
-73.85   	 44.86   	 59.49   	 249.24		 48.52   	 -30.52		
-86.67   	 45.17   	 60.49   	 295.01		 48.40   	 -35.61		
-96.44   	 22.89   	 61.67   	 340.79		 48.26   	 -35.61		
-97.96   	 -0.61   	 63.03   	 376.40		 48.12   	 -35.61		
-92.16   	-12.21   	 64.54   	 386.57		 47.98   	 -35.61		
-83.01   	 -8.54   	 66.08   	 381.48		 47.83   	 -30.52		
-75.07   	  4.27   	 67.61   	 345.88		 47.71   	 -30.52		
-70.50   	 16.78   	 68.99   	 305.19		 47.59   	 -25.43		
-69.89   	 22.89   	 70.21   	 254.32		 47.49   	 -40.69		
-73.85   	 20.14   	 71.23   	 213.63		 47.32   	 -35.61		
-81.18   	  9.46   	 72.09   	 198.37		 47.18   	 -15.26		
-88.81   	 -2.44   	 72.88   	 208.54		 47.12   	 -15.26		
-92.16   	-10.07   	 73.71   	 254.32		 47.06   	 -15.26		
-90.33   	-10.07   	 74.73   	 315.36		 47.00   	 -15.26		
-85.75   	 -5.19   	 75.99   	 396.74		 46.94(D)	  15.26		
-81.48   	  0.00   	 77.58   	 478.13		 47.00   	  55.95		
-79.65   	  1.53   	 79.49   	 534.08		 47.22   	 142.42		
-80.57   	 -2.14   	 81.63   	 569.68		 47.79   	 269.58		
-83.92   	 -8.85   	 83.91   	 579.86		 48.87   	 422.18		
-86.06   	-13.73   	 86.23   	 554.42		 50.56   	 635.81		
-84.23   	-11.90   	 88.44   	 503.56		 53.10   	 854.52		
-78.13   	 -2.14   	 90.46   	 442.52		 56.52   	 966.43		
-70.80   	 11.29   	 92.23   	 381.48		 60.39   	 981.68		
-67.75   	 19.84   	 93.75   	 330.62		 64.31   	 920.65		
-72.02   	 17.09   	 95.08   	 305.19		 68.00   	 844.35		
-79.96   	  4.58   	 96.30   	 300.10		 71.37   	 849.44		
-84.23   	 -8.85   	 97.50   	 315.36		 74.77   	 859.61		
-81.48   	-14.65   	 98.76   	 356.05		 78.21   	 844.35		
-75.68   	-10.68   	100.18   	 401.83		 81.59   	 864.70		
-72.33   	 -0.31   	101.79   	 447.61		 85.05   	 885.04		
-75.07   	 10.38   	103.58   	 488.30		 88.59   	 818.92		
-81.18   	 18.31   	105.53   	 508.65		 91.86   	 788.40		
-83.31   	 26.55   	107.57   	 528.99		 95.01   	 793.49		
-73.85   	 39.67   	109.68   	 539.16		 98.19   	 793.49		
-53.10   	 60.12   	111.84   	 534.08		101.36   	 803.66		
-28.69   	 85.45   	113.98   	 534.08		104.58   	 803.66		
-10.07   	109.25   	116.11   	 513.73		107.79   	 737.54		
 -3.36   	126.95   	118.17   	 498.47		110.74   	 600.20		
 -6.71   	138.24   	120.16   	 462.87		113.14   	 447.61		
 -9.77   	147.71   	122.01   	 422.18		114.93   	 295.01		
 -2.44   	160.22   	123.70   	 366.22		116.11   	 289.93		
 16.48   	177.00   	125.17   	 315.36		117.27   	 305.19		
 39.98   	196.23   	126.43   	 254.32		118.49   	 254.32		
 59.51   	214.84   	127.45   	 213.63		119.51   	 264.50		
 69.58   	229.80   	128.30   	 172.94		120.57   	 412.00		
 70.19   	240.17   	128.99   	 157.68		122.22   	 645.98		
 65.92   	245.67   	129.62   	 152.59		124.80   	 935.91		
 63.78   	248.72   	130.23   	 152.59		128.54   	 813.83		
 68.36   	252.99   	130.84   	 167.85		131.80   	  66.12		
 78.74   	258.79   	131.52   	 183.11		132.06   	-361.14		
 89.11   	263.98   	132.25   	 193.29		130.62   	 111.90		
 92.16   	261.84   	133.02   	 213.63		131.07   	 747.71		
 84.53   	248.11   	133.88   	 223.80		134.06   	 976.60		
 70.19   	224.30   	134.77   	 228.89		137.96   	 595.11		
 56.46   	198.36   	135.69   	 228.89		140.35   	-111.90		
 47.00   	176.09   	136.60   	 223.80		139.90   	-432.35		
 40.28   	158.08   	137.50   	 208.54		138.17   	-274.67		
 32.65   	139.77   	138.33   	 193.29		137.07   	 152.59		
 21.06   	117.19   	139.10   	 172.94		137.68   	 513.73		
  7.93   	 89.42   	139.80   	 152.59		139.73   	 422.18		
