  I     	  II     	  AO     	  AO'		  FAC     	  FAC'		
-17.09   	 75.07   	 54.87   	 -30.52		 47.37   	 -40.69		
-140.69   	-52.49   	 54.75   	 -30.52		 47.20   	 -40.69		
-177.61   	-123.60   	 54.63   	 -25.43		 47.04   	 -45.78		
-160.22   	-158.39   	 54.53   	 -10.17		 46.86   	 -40.69		
-126.65   	-171.51   	 54.49(D)	   5.09		 46.69   	 -40.69		
-100.10   	-170.29   	 54.51   	  35.61		 46.53   	 -30.52		
-84.53   	-162.05   	 54.65   	  66.12		 46.41   	 -35.61		
-74.77   	-151.06   	 54.91   	 116.99		 46.27   	 -30.52		
-67.44   	-136.41   	 55.38   	 172.94		 46.14   	 -30.52		
-63.48   	-114.75   	 56.07   	 223.80		 46.02   	 -40.69		
-64.39   	-87.89   	 56.97   	 289.93		 45.86   	 -40.69		
-70.80   	-66.53   	 58.13   	 340.79		 45.70   	 -40.69		
-79.04   	-60.42   	 59.49   	 381.48		 45.53   	 -30.52		
-83.62   	-67.14   	 61.02   	 417.09		 45.41   	 -35.61		
-81.79   	-75.68   	 62.69   	 427.26		 45.27   	 -25.43		
-74.46   	-76.29   	 64.39   	 417.09		 45.17   	 -25.43		
-65.92   	-68.36   	 66.06   	 386.57		 45.07   	 -35.61		
-61.34   	-61.34   	 67.61   	 356.05		 44.92   	 -30.52		
-63.17   	-62.56   	 69.03   	 310.27		 44.80   	 -30.52		
-70.19   	-70.80   	 70.27   	 274.67		 44.68   	 -30.52		
-76.90   	-79.35   	 71.37   	 244.15		 44.56   	 -25.43		
-79.35   	-82.40   	 72.35   	 228.89		 44.46   	  -5.09		
-77.21   	-79.65   	 73.27   	 223.80		 44.44(D)	   0.00		
-73.24   	-75.38   	 74.16   	 228.89		 44.44   	  20.35		
-71.41   	-73.55   	 75.08   	 233.98		 44.52   	  71.21		
-72.94   	-74.77   	 76.01   	 249.24		 44.80   	 132.25		
-76.29   	-77.51   	 77.01   	 269.58		 45.33   	 228.89		
-78.13   	-78.74   	 78.09   	 295.01		 46.25   	 386.57		
-78.13   	-76.29   	 79.27   	 335.71		 47.79   	 605.29		
-78.13   	-72.33   	 80.61   	 396.74		 50.21   	 829.09		
-79.04   	-69.89   	 82.20   	 467.95		 53.53   	 930.82		
-79.35   	-68.97   	 84.07   	 559.51		 57.25   	 935.91		
-75.38   	-67.14   	 86.31   	 630.72		 61.00   	 890.13		
-65.31   	-63.17   	 88.83   	 686.67		 64.56   	 859.61		
-51.27   	-57.07   	 91.58   	 717.19		 68.00   	 839.26		
-39.67   	-52.19   	 94.45   	 696.84		 71.35   	 859.61		
-37.23   	-52.49   	 97.23   	 651.07		 74.79   	 859.61		
-43.03   	-56.15   	 99.84   	 569.68		 78.23   	 849.44		
-50.66   	-57.98   	102.12   	 473.04		 81.63   	 824.00		
-53.71   	-53.10   	104.01   	 381.48		 84.92   	 824.00		
-49.13   	-40.89   	105.53   	 300.10		 88.22   	 813.83		
-39.67   	-25.63   	106.73   	 239.06		 91.47   	 793.49		
-29.91   	-12.51   	107.69   	 203.46		 94.65   	 798.57		
-22.58   	 -2.44   	108.50   	 203.46		 97.84   	 808.75		
-17.40   	  7.02   	109.32   	 223.80		101.08   	 783.31		
-12.82   	 18.92   	110.21   	 274.67		104.21   	 712.10		
 -5.80   	 33.57   	111.31   	 335.71		107.06   	 605.29		
  6.71   	 50.96   	112.65   	 412.00		109.48   	 493.39		
 25.02   	 69.89   	114.30   	 478.13		111.45   	 366.22		
 45.78   	 88.81   	116.22   	 518.82		112.92   	 310.27		
 64.09   	107.42   	118.29   	 534.08		114.16   	 295.01		
 75.99   	123.60   	120.43   	 523.90		115.34   	 223.80		
 79.35   	135.19   	122.52   	 473.04		116.24   	 162.77		
 78.43   	143.43   	124.41   	 406.92		116.89   	 274.67		
 79.35   	151.37   	126.04   	 315.36		117.99   	 523.90		
 84.23   	161.13   	127.30   	 228.89		120.08   	 778.23		
 91.25   	172.42   	128.22   	 157.68		123.19   	 986.77		
 97.05   	182.19   	128.85   	  96.64		127.14   	 493.39		
 97.96   	187.38   	129.24   	  71.21		129.11   	-381.48		
 94.30   	186.46   	129.52   	  66.12		127.59   	-335.71		
 88.50   	180.05   	129.79   	  86.47		126.25   	 452.69		
 83.01   	170.59   	130.13   	 116.99		128.06   	 712.10		
 77.82   	159.00   	130.60   	 152.59		130.90   	 508.65		
 70.50   	144.65   	131.21   	 178.03		132.94   	 295.01		
 60.12   	127.26   	131.92   	 198.37		134.12   	 -15.26		
 48.52   	109.25   	132.72   	 188.20		134.06   	-147.51		
 39.37   	 92.47   	133.47   	 172.94		133.47   	 106.82		
 33.57   	 77.51   	134.16   	 147.51		133.90   	 361.14		
 29.60   	 60.73   	134.75   	 116.99		135.34   	 249.24		
 21.97   	 38.45   	135.22   	  91.56		136.34   	 -45.78		
  7.32   	  9.46   	135.58   	  76.30		136.15   	  -5.09		
-10.99   	-20.45   	135.89   	  76.30		136.13   	 137.33		
-27.16   	-43.95   	136.19   	  71.21		136.68   	 116.99		
-37.23   	-57.98   	136.48   	  76.30		137.15   	  55.95		
-41.50   	-65.31   	136.78   	  66.12		137.37(S)	 -20.35		
-43.03   	-70.19   	137.05   	  55.95		137.29   	-162.77		
-45.17   	-76.60   	137.27   	  35.61		136.64   	-335.71		
-48.52   	-83.31   	137.42(S)	  -5.09		135.30   	-289.93		
-50.35   	-87.89   	137.40   	 -50.86		134.14   	 -35.61		
-48.52   	-89.42   	137.19   	 -91.56		134.00   	  71.21		
-45.17   	-88.81   	136.83   	-137.33		134.28   	 -25.43		
-44.25   	-89.72   	136.28   	-178.03		134.18   	-244.15		
-48.22   	-94.30   	135.56   	-208.54		133.20   	-381.48		
-56.46   	-101.93   	134.73   	-239.06		131.68   	-305.19		
-61.95   	-106.51   	133.77   	-264.50		130.46   	-142.42		
-60.12   	-104.37   	132.72   	-284.84		129.89   	-127.16		
-50.66   	-95.52   	131.58   	-300.10		129.38   	-300.10		
-40.28   	-85.45   	130.38   	-320.45		128.18   	-462.87		
-37.54   	-81.79   	129.09   	-340.79		126.33   	-478.13		
-44.86   	-86.67   	127.73   	-371.31		124.41   	-376.40		
-55.54   	-94.30   	126.25   	-391.66		122.91   	-289.93		
-60.42   	-97.35   	124.68   	-427.26		121.75   	-320.45		
-56.46   	-92.77   	122.97   	-447.61		120.47   	-406.92		
-47.30   	-83.62   	121.18   	-467.95		118.84   	-483.21		
-40.89   	-75.68   	119.31   	-478.13		116.91   	-518.82		
-41.20   	-73.24   	117.40   	-473.04		114.83   	-493.39		
-46.69   	-74.77   	115.50   	-457.78		112.86   	-473.04		
-52.80   	-77.21   	113.67   	-432.35		110.97   	-473.04		
-56.15   	-77.82   	111.94   	-391.66		109.07   	-493.39		
-57.68   	-75.99   	110.38   	-350.97		107.10   	-528.99		
-58.59   	-73.85   	108.97   	-310.27		104.98   	-534.08		
-57.68   	-71.41   	107.73   	-269.58		102.85   	-523.90		
-52.49   	-67.14   	106.65   	-239.06		100.75   	-508.65		
-42.72   	-61.04   	105.70   	-223.80		 98.72   	-483.21		
-32.04   	-54.02   	104.80   	-223.80		 96.78   	-462.87		
-26.86   	-50.05   	103.91   	-223.80		 94.93   	-447.61		
-30.52   	-50.96   	103.01   	-239.06		 93.14   	-432.35		
-39.67   	-56.46   	102.05   	-244.15		 91.41   	-396.74		
-46.69   	-61.65   	101.08   	-259.41		 89.83   	-356.05		
-46.69   	-63.17   	100.04   	-259.41		 88.40   	-340.79		
-41.20   	-61.34   	 99.00   	-259.41		 87.04   	-320.45		
-34.48   	-58.59   	 97.97   	-244.15		 85.76   	-315.36		
-30.52   	-57.37   	 96.99   	-228.89		 84.50   	-295.01		
-29.30   	-57.98   	 96.07   	-208.54		 83.32   	-284.84		
-30.52   	-59.51   	 95.24   	-178.03		 82.18   	-254.32		
-32.96   	-60.12   	 94.53   	-157.68		 81.16   	-249.24		
-36.93   	-60.73   	 93.90   	-132.25		 80.16   	-244.15		
-42.11   	-61.65   	 93.37   	-116.99		 79.19   	-239.06		
-45.17   	-62.56   	 92.90   	-101.73		 78.23   	-218.72		
-41.81   	-62.56   	 92.49   	-101.73		 77.35   	-208.54		
-30.21   	-59.81   	 92.09   	 -96.64		 76.52   	-208.54		
-14.95   	-54.32   	 91.70   	-101.73		 75.69   	-193.29		
 -3.36   	-48.83   	 91.29   	-106.82		 74.91   	-183.11		
 -1.83   	-47.61   	 90.86   	-111.90		 74.18   	-172.94		
-11.29   	-52.80   	 90.42   	-116.99		 73.49   	-167.85		
-26.25   	-61.95   	 89.95   	-116.99		 72.82   	-157.68		
-38.15   	-70.50   	 89.48   	-116.99		 72.19   	-152.59		
-41.50   	-73.55   	 89.01   	-116.99		 71.58   	-142.42		
-37.84   	-70.80   	 88.54   	-116.99		 71.01   	-142.42		
-30.82   	-65.61   	 88.08   	-111.90		 70.44   	-132.25		
-25.33   	-61.95   	 87.63   	-106.82		 69.91   	-127.16		
-23.80   	-61.65   	 87.20   	-101.73		 69.40   	-116.99		
-26.25   	-64.39   	 86.80   	-106.82		 68.93   	-111.90		
-31.13   	-68.36   	 86.37   	-101.73		 68.48   	-111.90		
-36.62   	-72.02   	 85.96   	-101.73		 68.04   	-106.82		
-41.50   	-74.46   	 85.55   	-106.82		 67.61   	-101.73		
-45.47   	-76.29   	 85.13   	-106.82		 67.20   	 -91.56		
-48.52   	-78.74   	 84.70   	-111.90		 66.84   	 -96.64		
-48.52   	-80.26   	 84.25   	-116.99		 66.45   	 -91.56		
-41.81   	-77.51   	 83.78   	-116.99		 66.08   	 -81.38		
-28.38   	-69.27   	 83.32   	-111.90		 65.76   	 -76.30		
-13.73   	-57.98   	 82.87   	-116.99		 65.45   	 -71.21		
 -6.41   	-50.66   	 82.40   	-116.99		 65.17   	 -76.30		
-11.90   	-53.41   	 81.93   	-106.82		 64.86   	 -76.30		
-27.47   	-65.31   	 81.51   	-111.90		 64.56   	 -71.21		
-41.50   	-78.13   	 81.06   	-106.82		 64.27   	 -66.12		
-46.08   	-84.84   	 80.63   	-101.73		 64.01   	 -71.21		
-42.42   	-84.84   	 80.22   	-106.82		 63.72   	 -66.12		
-36.93   	-82.09   	 79.80   	-101.73		 63.46   	 -61.04		
-34.18   	-80.87   	 79.39   	-101.73		 63.21   	 -61.04		
-34.18   	-81.79   	 78.98   	-101.73		 62.97   	 -61.04		
-34.48   	-83.92   	 78.58   	-101.73		 62.73   	 -50.86		
-34.48   	-88.81   	 78.17   	-101.73		 62.52   	 -55.95		
-36.01   	-99.49   	 77.76   	-106.82		 62.30   	 -66.12		
-41.50   	-117.49   	 77.33   	-101.73		 62.03   	 -61.04		
-49.13   	-139.77   	 76.93   	-106.82		 61.79   	 -55.95		
-55.24   	-159.61   	 76.50   	-101.73		 61.57   	 -50.86		
-54.93   	-169.07   	 76.09   	-101.73		 61.36   	 -50.86		
-47.30   	-165.10   	 75.69   	 -96.64		 61.16   	 -45.78		
-35.10   	-150.15   	 75.30   	 -96.64		 60.98   	 -40.69		
-22.58   	-131.53   	 74.91   	 -96.64		 60.81   	 -40.69		
-14.34   	-118.10   	 74.53   	 -91.56		 60.65   	 -40.69		
 -9.46   	-113.22   	 74.16   	 -91.56		 60.49   	 -45.78		
 -2.75   	-113.83   	 73.79   	 -86.47		 60.30   	 -45.78		
  9.16   	-111.08   	 73.45   	 -86.47		 60.12   	 -45.78		
 23.80   	-99.49   	 73.10   	 -81.38		 59.94   	 -45.78		
 33.26   	-80.26   	 72.78   	 -81.38		 59.76   	 -45.78		
 29.60   	-61.65   	 72.45   	 -81.38		 59.57   	 -45.78		
 11.90   	-51.57   	 72.13   	 -76.30		 59.39   	 -40.69		
-11.29   	-52.80   	 71.82   	 -71.21		 59.23   	 -40.69		
-29.60   	-62.56   	 71.54   	 -76.30		 59.06   	 -45.78		
-38.45   	-74.46   	 71.23   	 -66.12		 58.88   	 -40.69		
-38.15   	-82.70   	 70.97   	 -71.21		 58.72   	 -40.69		
-34.18   	-83.92   	 70.68   	 -66.12		 58.56   	 -40.69		
-30.52   	-79.04   	 70.42   	 -66.12		 58.39   	 -30.52		
-28.69   	-72.02   	 70.15   	 -61.04		 58.27   	 -30.52		
-28.38   	-68.36   	 69.91   	 -50.86		 58.15   	 -30.52		
-27.77   	-68.97   	 69.70   	 -45.78		 58.03   	 -35.61		
-24.41   	-69.27   	 69.52   	 -40.69		 57.88   	 -45.78		
-18.62   	-64.70   	 69.36   	 -30.52		 57.70   	 -35.61		
-11.90   	-54.32   	 69.24   	 -25.43		 57.56   	 -40.69		
 -7.93   	-43.64   	 69.14   	 -25.43		 57.40   	 -35.61		
-10.38   	-40.59   	 69.03   	 -25.43		 57.25   	 -40.69		
-17.70   	-45.78   	 68.93   	 -45.78		 57.09   	 -30.52		
-25.33   	-54.02   	 68.75   	 -61.04		 56.97   	 -35.61		
-28.08   	-58.29   	 68.50   	 -81.38		 56.83   	 -40.69		
-25.94   	-56.15   	 68.18   	-106.82		 56.66   	 -35.61		
-21.67   	-50.05   	 67.75   	-127.16		 56.52   	 -35.61		
-18.62   	-44.25   	 67.24   	-147.51		 56.38   	 -40.69		
-18.31   	-41.20   	 66.65   	-162.77		 56.22   	 -40.69		
-20.75   	-40.89   	 66.00   	-157.68		 56.05   	 -40.69		
-23.80   	-42.11   	 65.37   	-157.68		 55.89   	 -35.61		
-26.86   	-44.25   	 64.74   	-137.33		 55.75   	 -30.52		
-28.69   	-46.39   	 64.19   	-122.07		 55.63   	 -30.52		
-29.60   	-48.52   	 63.70   	 -91.56		 55.50   	 -30.52		
-30.21   	-50.35   	 63.34   	 -71.21		 55.38   	 -30.52		
-30.21   	-52.19   	 63.05   	 -45.78		 55.26   	 -25.43		
-28.99   	-52.49   	 62.87   	 -30.52		 55.16   	 -30.52		
-25.63   	-50.96   	 62.75   	 -15.26		 55.04   	 -35.61		
-20.45   	-47.61   	 62.69   	 -15.26		 54.89   	 -35.61		
-14.34   	-42.42   	 62.62   	  -5.09		 54.75   	 -40.69		
 -9.77   	-37.23   	 62.60   	 -15.26		 54.59   	 -40.69		
 -8.24   	-33.57   	 62.54   	 -20.35		 54.43   	 -40.69		
 -8.54   	-31.74   	 62.46   	 -25.43		 54.26   	 -45.78		
 -9.46   	-32.04   	 62.36   	 -40.69		 54.08   	 -45.78		
-10.07   	-33.57   	 62.20   	 -40.69		 53.90   	 -45.78		
 -9.77   	-34.79   	 62.03   	 -50.86		 53.71   	 -50.86		
 -8.85   	-32.35   	 61.83   	 -50.86		 53.51   	 -50.86		
 -7.63   	-25.94   	 61.63   	 -50.86		 53.31   	 -40.69		
 -7.93   	-18.62   	 61.42   	 -55.95		 53.14   	 -40.69		
 -9.46   	-14.04   	 61.20   	 -50.86		 52.98   	 -45.78		
-12.21   	-13.12   	 61.00   	 -55.95		 52.80   	 -50.86		
-16.17   	-14.95   	 60.77   	 -45.78		 52.59   	 -50.86		
-24.11   	-15.87   	 60.59   	 -50.86		 52.39   	 -45.78		
-36.93   	-13.12   	 60.39   	 -50.86		 52.21   	 -40.69		
-52.80   	 -5.80   	 60.18   	 -50.86		 52.04   	 -35.61		
-61.34   	  7.32   	 59.98   	 -55.95		 51.90   	 -40.69		
-48.22   	 28.99   	 59.76   	 -50.86		 51.74   	 -35.61		
 -1.22   	 64.39   	 59.55   	 -55.95		 51.60   	 -35.61		
 84.84   	122.07   	 59.33   	 -55.95		 51.45   	 -35.61		
208.44   	208.74   	 59.10   	 -55.95		 51.31   	 -45.78		
362.85   	328.06   	 58.88   	 -50.86		 51.13   	 -40.69		
540.77   	480.35   	 58.68   	 -45.78		 50.97   	 -35.61		
723.57   	652.47   	 58.49   	 -86.47		 50.82   	 -76.30		
953.98   	906.07(R)	 58.15   	 -35.61		 50.52   	 -35.61		
924.99   	890.81   	 58.01   	 -30.52		 50.38   	 -45.78		
779.72   	749.82   	 57.88   	 -30.52		 50.19   	 -45.78		
547.18   	520.02   	 57.76   	 -30.52		 50.01   	 -50.86		
285.95   	276.79   	 57.64   	 -25.43		 49.81   	 -40.69		
 58.59   	 92.16   	 57.54   	 -30.52		 49.64   	 -35.61		
-91.86   	 -6.41   	 57.42   	 -20.35		 49.50   	 -40.69		
-153.81   	-40.59   	 57.33   	 -20.35		 49.34   	 -40.69		
-148.32   	-55.24   	 57.25   	  -5.09		 49.18   	 -45.78		
-113.53   	-79.35   	 57.23(D)	  10.17		 48.99   	 -45.78		
-82.09   	-110.78   	 57.27   	  35.61		 48.81   	 -45.78		
-68.97   	-129.09   	 57.42   	  71.21		 48.63   	 -45.78		
-71.72   	-120.24   	 57.70   	 116.99		 48.44   	 -40.69		
-79.65   	-87.59   	 58.17   	 167.85		 48.28   	 -40.69		
-83.31   	-48.83   	 58.84   	 223.80		 48.12   	 -35.61		
-81.18   	-23.19   	 59.74   	 279.75		 47.98   	 -30.52		
-75.38   	-17.40   	 60.85   	 335.71		 47.85   	 -35.61		
-69.89   	-26.86   	 62.20   	 376.40		 47.71   	 -40.69		
-68.36   	-40.89   	 63.70   	 406.92		 47.55   	 -35.61		
-71.72   	-50.96   	 65.33   	 412.00		 47.41   	 -35.61		
-77.21   	-53.71   	 66.98   	 406.92		 47.26   	 -30.52		
-81.79   	-51.27   	 68.61   	 371.31		 47.14   	 -25.43		
-82.70   	-47.91   	 70.09   	 325.53		 47.04   	 -35.61		
-80.57   	-46.39   	 71.39   	 269.58		 46.90   	 -30.52		
-79.04   	-48.52   	 72.47   	 208.54		 46.77   	 -30.52		
-81.48   	-54.02   	 73.31   	 157.68		 46.65   	 -20.35		
-86.67   	-60.73   	 73.94   	 137.33		 46.57   	  -5.09		
-90.64   	-65.61   	 74.49   	 142.42		 46.55(D)	   5.09		
-89.72   	-66.83   	 75.06   	 162.77		 46.57   	  35.61		
-83.92   	-64.70   	 75.71   	 218.72		 46.71   	  45.78		
-78.74   	-63.48   	 76.58   	 274.67		 46.90   	  96.64		
-77.21   	-63.78   	 77.68   	 340.79		 47.28   	 183.11		
-77.82   	-63.48   	 79.04   	 386.57		 48.02   	 345.88		
-76.60   	-59.20   	 80.59   	 427.26		 49.40   	 564.60		
-72.94   	-51.57   	 82.30   	 442.52		 51.66   	 778.23		
-69.58   	-45.17   	 84.07   	 442.52		 54.77   	 905.39		
-71.72   	-44.56   	 85.84   	 437.43		 58.39   	 925.73		
-80.57   	-50.35   	 87.59   	 427.26		 62.10   	 900.30		
-90.03   	-57.37   	 89.30   	 406.92		 65.70   	 844.35		
-93.08   	-59.81   	 90.93   	 406.92		 69.07   	 813.83		
-87.89   	-56.46   	 92.55   	 401.83		 72.33   	 824.00		
-79.04   	-50.05   	 94.16   	 406.92		 75.63   	 824.00		
-73.55   	-44.86   	 95.79   	 422.18		 78.92   	 839.26		
-73.24   	-42.11   	 97.48   	 437.43		 82.28   	 849.44		
-74.46   	-38.76   	 99.23   	 452.69		 85.68   	 803.66		
-71.11   	-31.13   	101.04   	 462.87		 88.89   	 747.71		
-61.65   	-18.01   	102.89   	 473.04		 91.88   	 727.36		
-48.83   	 -1.83   	104.78   	 488.30		 94.79   	 747.71		
-39.06   	 13.43   	106.73   	 493.39		 97.78   	 788.40		
-35.71   	 25.02   	108.71   	 508.65		100.94   	 783.31		
-36.62   	 32.96   	110.74   	 503.56		104.07   	 722.28		
-35.71   	 41.50   	112.76   	 498.47		106.96   	 630.72		
-27.77   	 55.85   	114.75   	 483.21		109.48   	 554.42		
-10.38   	 79.65   	116.68   	 452.69		111.70   	 483.21		
 12.51   	109.86   	118.49   	 422.18		113.63   	 412.00		
 33.87   	139.47   	120.18   	 396.74		115.28   	 361.14		
 47.00   	160.83   	121.77   	 376.40		116.72   	 279.75		
 50.05   	170.29   	123.28   	 366.22		117.84   	 172.94		
 46.08   	171.81   	124.74   	 376.40		118.53   	 183.11		
 42.42   	172.12   	126.25   	 376.40		119.27   	 417.09		
 44.25   	175.78   	127.75   	 386.57		120.94   	 666.32		
 53.41   	183.41   	129.30   	 376.40		123.60   	 712.10		
 66.22   	191.65   	130.80   	 356.05		126.45   	 473.04		
 76.29   	197.14   	132.23   	 325.53		128.34   	  15.26		
 79.04   	198.67   	133.53   	 289.93		128.40   	 -81.38		
 73.85   	195.01   	134.69   	 254.32		128.08   	 350.97		
 63.48   	186.16   	135.71   	 218.72		129.48   	 879.96		
 52.49   	172.73   	136.58   	 198.37		133.00   	 829.09		
 44.56   	155.94   	137.37   	 178.03		136.32   	 167.85		
 39.98   	137.02   	138.09   	 167.85		136.99   	-396.74		
 36.32   	115.66   	138.76   	 157.68		135.40   	-315.36		
 30.82   	 91.55   	139.39   	 142.42		134.14   	 213.63		
 20.75   	 64.70   	139.96   	 127.16		134.99   	 478.13		
  6.41   	 36.62   	140.47   	 106.82		136.91   	 412.00		
 -8.24   	 10.07   	140.89   	  86.47		138.55   	 172.94		
-17.40   	-11.90   	141.24   	  71.21		139.25   	 -76.30		
-19.84   	-28.38   	141.53   	  45.78		138.94   	-152.59		
-17.09   	-39.98   	141.71   	  25.43		138.33   	 -30.52		
-14.34   	-49.74   	141.81   	  15.26		138.21   	 167.85		
-17.70   	-61.65   	141.87(S)	   0.00		138.88   	 259.41		
-28.08   	-76.29   	141.87   	 -10.17		139.92   	 132.25		
-39.67   	-90.33   	141.83   	 -20.35		140.45(S)	-137.33		
-47.91   	-100.71   	141.75   	 -35.61		139.90   	-320.45		
-50.96   	-107.12   	141.61   	 -45.78		138.62   	-289.93		
-50.96   	-110.78   	141.42   	 -55.95		137.46   	-127.16		
-51.27   	-114.44   	141.20   	 -66.12		136.95   	  20.35		
-53.41   	-119.02   	140.94   	 -86.47		137.03   	 -10.17		
-56.15   	-123.60   	140.59   	-106.82		136.99   	-249.24		
-59.51   	-127.56   	140.16   	-132.25		135.99   	-457.78		
-61.95   	-130.62   	139.63   	-172.94		134.16   	-422.18		
-61.04   	-130.92   	138.94   	-208.54		132.47   	-244.15		
-56.15   	-126.95   	138.11   	-254.32		131.49   	-116.99		
-47.30   	-117.80   	137.09   	-305.19		131.03   	 -96.64		
-38.45   	-106.20   	135.87   	-350.97		130.64   	-198.37		
-36.01   	-98.27   	134.47   	-401.83		129.85   	-462.87		
-41.20   	-97.96   	132.86   	-437.43		128.00   	-600.20		
-50.35   	-103.45   	131.11   	-478.13		125.59   	-483.21		
-57.98   	-110.47   	129.20   	-503.56		123.66   	-305.19		
-58.90   	-114.14   	127.18   	-518.82		122.44   	-274.67		
-53.41   	-112.92   	125.11   	-528.99		121.34   	-381.48		
-46.08   	-109.25   	122.99   	-518.82		119.82   	-488.30		
-41.20   	-105.29   	120.92   	-508.65		117.86   	-534.08		
-39.98   	-101.93   	118.88   	-483.21		115.73   	-513.73		
-41.50   	-98.57   	116.95   	-457.78		113.67   	-473.04		
-43.95   	-95.21   	115.12   	-427.26		111.78   	-437.43		
-46.08   	-93.08   	113.41   	-391.66		110.03   	-457.78		
-47.00   	-91.86   	111.84   	-366.22		108.20   	-488.30		
-44.86   	-89.72   	110.38   	-330.62		106.25   	-523.90		
-39.98   	-85.45   	109.05   	-310.27		104.15   	-508.65		
-33.87   	-79.04   	107.81   	-289.93		102.12   	-493.39		
-29.91   	-72.94   	106.65   	-279.75		100.14   	-462.87		
-31.43   	-71.11   	105.53   	-264.50		 98.29   	-442.52		
-36.32   	-72.94   	104.48   	-259.41		 96.52   	-422.18		
-40.28   	-75.68   	103.44   	-254.32		 94.83   	-401.83		
-40.59   	-76.60   	102.42   	-249.24		 93.22   	-396.74		
-37.84   	-75.38   	101.42   	-239.06		 91.64   	-381.48		
-34.79   	-73.55   	100.47   	-233.98		 90.11   	-361.14		
-34.18   	-72.63   	 99.53   	-223.80		 88.67   	-340.79		
-35.10   	-72.33   	 98.64   	-208.54		 87.30   	-325.53		
-36.01   	-72.33   	 97.80   	-198.37		 86.00   	-325.53		
-36.93   	-72.63   	 97.01   	-172.94		 84.70   	-305.19		
-38.76   	-74.77   	 96.32   	-162.77		 83.48   	-284.84		
-41.20   	-76.90   	 95.67   	-147.51		 82.34   	-269.58		
-42.42   	-77.51   	 95.08   	-132.25		 81.26   	-254.32		
-40.89   	-74.77   	 94.55   	-127.16		 80.24   	-249.24		
-37.84   	-70.80   	 94.04   	-116.99		 79.25   	-239.06		
-36.32   	-69.58   	 93.57   	-111.90		 78.29   	-228.89		
-38.15   	-72.94   	 93.12   	-116.99		 77.38   	-213.63		
-41.50   	-79.04   	 92.65   	-111.90		 76.52   	-208.54		
-41.81   	-82.40   	 92.21   	-122.07		 75.69   	-198.37		
-36.32   	-79.96   	 91.72   	-116.99		 74.89   	-183.11		
-26.86   	-72.94   	 91.25   	-122.07		 74.16   	-178.03		
-18.01   	-66.22   	 90.76   	-122.07		 73.45   	-172.94		
-15.26   	-64.09   	 90.27   	-116.99		 72.76   	-157.68		
-19.53   	-68.66   	 89.81   	-116.99		 72.13   	-152.59		
-27.47   	-77.82   	 89.34   	-111.90		 71.52   	-147.51		
-33.57   	-87.28   	 88.89   	-111.90		 70.93   	-137.33		
-36.32   	-93.38   	 88.44   	-106.82		 70.38   	-127.16		
-35.71   	-94.30   	 88.02   	-106.82		 69.87   	-127.16		
-33.87   	-90.33   	 87.59   	-106.82		 69.36   	-122.07		
-30.52   	-83.31   	 87.16   	-101.73		 68.87   	-111.90		
-26.86   	-76.60   	 86.75   	-106.82		 68.42   	-111.90		
-23.50   	-74.16   	 86.33   	-111.90		 67.98   	-106.82		
-22.89   	-76.90   	 85.88   	-106.82		 67.55   	 -91.56		
-25.63   	-84.53   	 85.45   	-111.90		 67.18   	 -81.38		
-29.60   	-92.47   	 85.00   	-116.99		 66.86   	 -86.47		
-30.52   	-95.52   	 84.54   	-111.90		 66.51   	 -86.47		
-25.94   	-91.86   	 84.09   	-116.99		 66.16   	 -81.38		
-17.09   	-83.62   	 83.62   	-116.99		 65.84   	 -76.30		
 -9.46   	-76.29   	 83.15   	-111.90		 65.53   	 -71.21		
 -8.24   	-75.38   	 82.71   	-111.90		 65.25   	 -71.21		
-14.65   	-80.87   	 82.26   	-111.90		 64.96   	 -71.21		
-25.63   	-88.81   	 81.81   	-106.82		 64.68   	 -76.30		
-36.32   	-94.60   	 81.38   	-106.82		 64.37   	 -66.12		
-42.72   	-97.05   	 80.96   	-106.82		 64.11   	 -66.12		
-44.25   	-99.18   	 80.53   	-101.73		 63.85   	 -55.95		
-42.11   	-104.98   	 80.12   	-106.82		 63.62   	 -50.86		
-38.45   	-115.66   	 79.69   	-101.73		 63.42   	 -50.86		
-34.79   	-129.70   	 79.29   	-101.73		 63.21   	 -55.95		
-31.43   	-142.82   	 78.88   	-101.73		 62.99   	 -50.86		
-29.60   	-152.89   	 78.47   	-106.82		 62.79   	 -61.04		
-29.60   	-159.30   	 78.05   	-101.73		 62.54   	 -55.95		
-31.13   	-162.05   	 77.64   	-101.73		 62.32   	 -61.04		
-32.96   	-161.44   	 77.23   	-101.73		 62.08   	 -50.86		
-34.48   	-157.78   	 76.83   	-106.82		 61.87   	 -45.78		
-34.18   	-151.37   	 76.40   	 -96.64		 61.69   	 -55.95		
-28.69   	-141.30   	 76.01   	-101.73		 61.46   	 -61.04		
-14.95   	-129.09   	 75.60   	 -96.64		 61.22   	 -45.78		
  7.63   	-114.44   	 75.22   	 -96.64		 61.04   	 -45.78		
 33.57   	-97.66   	 74.83   	 -96.64		 60.85   	 -45.78		
 52.49   	-79.96   	 74.45   	 -91.56		 60.67   	 -40.69		
 55.24   	-65.00   	 74.08   	 -86.47		 60.51   	 -40.69		
 41.50   	-55.54   	 73.73   	 -91.56		 60.35   	 -40.69		
 18.62   	-53.41   	 73.37   	 -81.38		 60.18   	 -40.69		
 -3.66   	-58.29   	 73.04   	 -86.47		 60.02   	 -45.78		
