  I     	  II     	  AOp     	  AOp'		
 40.89   	141.60   	104.52   	 -96.64		
 44.25   	129.39   	104.13   	 -96.64		
 45.78   	111.39   	103.74   	 -96.64		
 47.91   	 91.25   	103.36   	 -96.64		
 52.49   	 73.55   	102.97   	-101.73		
 60.12   	 61.04   	102.56   	 -96.64		
 67.75   	 53.41   	102.18   	 -96.64		
 71.72   	 46.39   	101.79   	 -96.64		
 66.83   	 37.54   	101.40   	 -96.64		
 52.19   	 26.86   	101.02   	 -96.64		
 30.21   	 16.17   	100.63   	 -91.56		
  7.63   	  6.71   	100.26   	 -86.47		
 -8.85   	 -4.27   	 99.92   	 -86.47		
-17.09   	-19.23   	 99.57   	 -86.47		
-18.31   	-38.45   	 99.23   	 -81.38		
-16.78   	-57.07   	 98.90   	 -76.30		
-15.56   	-69.58   	 98.60   	 -71.21		
-15.56   	-73.24   	 98.31   	 -71.21		
-16.78   	-70.50   	 98.03   	 -71.21		
-17.70   	-66.22   	 97.74   	 -61.04		
-17.70   	-64.09   	 97.50   	 -66.12		
-17.09   	-64.70   	 97.23   	 -55.95		
-16.17   	-65.92   	 97.01   	 -55.95		
-15.87   	-66.22   	 96.78   	 -55.95		
-15.56   	-64.39   	 96.56   	 -50.86		
-15.56   	-61.65   	 96.36   	 -50.86		
-14.95   	-59.51   	 96.15   	 -45.78		
-14.04   	-58.90   	 95.97   	 -45.78		
-13.43   	-59.51   	 95.79   	 -40.69		
-13.43   	-60.42   	 95.63   	 -40.69		
-14.65   	-60.12   	 95.46   	 -40.69		
-16.48   	-56.76   	 95.30   	 -35.61		
-19.84   	-50.35   	 95.16   	 -30.52		
-24.72   	-43.33   	 95.04   	 -35.61		
-30.82   	-37.84   	 94.89   	 -30.52		
-35.71   	-33.57   	 94.77   	 -35.61		
-33.87   	-23.80   	 94.63   	 -30.52		
-19.53   	  0.61   	 94.51   	 -35.61		
 12.21   	 50.66   	 94.36   	 -30.52		
 60.42   	133.67   	 94.24   	 -35.61		
115.97   	252.69   	 94.10   	 -40.69		
166.93   	399.17   	 93.94   	 -76.30		
227.05   	627.44(R)	 93.63   	 -45.78		
237.12   	607.30   	 93.45   	 -45.78		
237.73   	467.53   	 93.27   	 -50.86		
229.19   	245.67   	 93.06   	 -50.86		
209.66   	 12.51   	 92.86   	 -55.95		
180.05   	-171.51   	 92.63   	 -55.95		
145.26   	-284.12   	 92.41   	 -55.95		
109.56   	-333.56   	 92.19   	 -61.04		
 74.46   	-334.47   	 91.94   	 -66.12		
 40.28   	-295.41   	 91.68   	 -61.04		
  9.16   	-226.75   	 91.43   	 -66.12		
-15.87   	-152.28   	 91.17   	 -66.12		
-31.74   	-101.93   	 90.91   	 -66.12		
-37.84   	-91.25   	 90.64   	 -66.12		
-38.15   	-110.78   	 90.38   	 -66.12		
-36.01   	-135.19   	 90.11   	 -66.12		
-33.87   	-145.87   	 89.85   	 -61.04		
-33.26   	-141.30   	 89.60   	 -61.04		
-33.57   	-131.53   	 89.36   	 -50.86		
-34.79   	-126.34   	 89.16   	 -55.95		
-35.40   	-127.56   	 88.93   	 -40.69		
-35.10   	-131.84   	 88.77   	 -40.69		
-34.18   	-134.89   	 88.61   	 -35.61		
-32.65   	-135.19   	 88.46   	 -20.35		
-31.74   	-133.67   	 88.38   	 -15.26		
-31.13   	-132.75   	 88.32   	   5.09		
-31.43   	-133.97   	 88.34   	  20.35		
-31.43   	-137.63   	 88.42   	  45.78		
-31.43   	-141.60   	 88.61   	  71.21		
-30.82   	-143.74   	 88.89   	 106.82		
-30.21   	-144.04   	 89.32   	 142.42		
-30.21   	-142.82   	 89.89   	 183.11		
-30.52   	-142.21   	 90.62   	 223.80		
-31.74   	-142.21   	 91.52   	 269.58		
-32.35   	-143.13   	 92.59   	 310.27		
-32.96   	-143.74   	 93.83   	 350.97		
-32.65   	-144.04   	 95.24   	 386.57		
-32.35   	-143.74   	 96.78   	 417.09		
-32.35   	-143.74   	 98.45   	 447.61		
-32.65   	-144.35   	100.24   	 462.87		
-33.26   	-144.96   	102.10   	 483.21		
-33.87   	-145.57   	104.03   	 493.39		
-34.18   	-145.57   	106.00   	 498.47		
-34.18   	-145.57   	108.00   	 498.47		
-34.18   	-145.26   	109.99   	 498.47		
-34.48   	-144.65   	111.98   	 488.30		
-35.40   	-143.13   	113.94   	 483.21		
-36.01   	-140.38   	115.87   	 478.13		
-36.32   	-136.72   	117.78   	 467.95		
-36.93   	-133.36   	119.65   	 457.78		
-37.23   	-130.62   	121.48   	 447.61		
-37.23   	-128.78   	123.28   	 442.52		
-36.93   	-126.95   	125.05   	 432.35		
-36.32   	-123.90   	126.77   	 422.18		
-35.40   	-119.63   	128.46   	 417.09		
-35.40   	-115.05   	130.13   	 406.92		
-36.32   	-109.86   	131.76   	 396.74		
-37.54   	-104.37   	133.35   	 386.57		
-38.45   	-97.35   	134.89   	 376.40		
-38.45   	-88.50   	136.40   	 366.22		
-37.23   	-78.13   	137.86   	 356.05		
-35.40   	-67.44   	139.29   	 345.88		
-33.57   	-57.07   	140.67   	 330.62		
-32.04   	-47.00   	141.99   	 315.36		
-30.21   	-37.54   	143.25   	 305.19		
-28.08   	-26.86   	144.48   	 289.93		
-25.63   	-14.95   	145.64   	 274.67		
-22.28   	 -1.83   	146.73   	 259.41		
-18.92   	 11.60   	147.77   	 244.15		
-15.56   	 24.11   	148.75   	 228.89		
-12.51   	 34.79   	149.66   	 218.72		
 -9.46   	 43.95   	150.54   	 198.37		
 -6.10   	 53.10   	151.33   	 188.20		
 -2.44   	 61.65   	152.08   	 167.85		
  1.53   	 69.27   	152.76   	 157.68		
  4.88   	 74.77   	153.39   	 137.33		
  7.63   	 77.21   	153.94   	 127.16		
  9.16   	 76.60   	154.44   	 106.82		
  9.46   	 74.46   	154.87   	  91.56		
  9.77   	 71.72   	155.24   	  76.30		
 10.07   	 69.27   	155.54   	  61.04		
 10.68   	 66.83   	155.79   	  40.69		
 11.60   	 64.09   	155.95   	  20.35		
 12.21   	 60.73   	156.03   	   5.09		
 12.21   	 56.76   	156.05(S)	 -20.35		
 11.60   	 52.80   	155.97   	 -35.61		
 10.99   	 49.13   	155.83   	 -55.95		
 10.99   	 45.78   	155.60   	 -81.38		
 11.60   	 42.72   	155.28   	-101.73		
 12.51   	 39.06   	154.87   	-127.16		
 12.82   	 34.79   	154.36   	-147.51		
 11.90   	 31.13   	153.77   	-172.94		
 10.68   	 28.08   	153.08   	-203.46		
  9.77   	 26.55   	152.27   	-218.72		
  9.77   	 26.25   	151.39   	-249.24		
 10.38   	 26.25   	150.40   	-264.50		
 10.99   	 25.63   	149.34   	-284.84		
 10.68   	 23.80   	148.20   	-289.93		
  9.77   	 21.06   	147.04   	-300.10		
  8.24   	 18.31   	145.84   	-300.10		
  7.63   	 16.78   	144.64   	-289.93		
  7.63   	 16.17   	143.48   	-279.75		
  8.24   	 16.48   	142.36   	-259.41		
  8.85   	 17.09   	141.32   	-244.15		
  8.85   	 16.48   	140.35   	-223.80		
  8.54   	 14.65   	139.45   	-198.37		
  8.24   	 11.29   	138.66   	-178.03		
  8.54   	  7.93   	137.94   	-162.77		
  9.16   	  5.49   	137.29   	-152.59		
