  I     	  II     	  LV     	  LV'		
-108.03   	-209.66   	 11.07   	  35.61		
-84.53   	-211.79   	 11.21   	  30.52		
-26.86   	-216.06   	 11.33   	  35.61		
 28.99   	-217.90   	 11.48   	  40.69		
 50.66   	-211.79   	 11.64   	  40.69		
 27.47   	-193.79   	 11.80   	  40.69		
-28.69   	-159.61   	 11.96   	  45.78		
-96.44   	-111.39   	 12.15   	  45.78		
-145.87   	-62.56   	 12.33   	  45.78		
-144.35   	-32.35   	 12.51   	  40.69		
-68.66   	-33.57   	 12.68   	  40.69		
 74.77   	-61.34   	 12.84   	  35.61		
252.99   	-102.54   	 12.98   	  35.61		
427.55   	-155.94   	 13.12   	  30.52		
580.75   	-236.51   	 13.25   	  25.43		
713.50   	-351.56   	 13.35   	  20.35		
820.31   	-481.57   	 13.43   	  20.35		
863.65(R)	-577.39   	 13.51(E)	  25.43		
791.32   	-594.48   	 13.61   	  20.35		
595.40   	-534.97   	 13.69   	  25.43		
336.00   	-443.42   	 13.79   	  30.52		
110.17   	-363.77   	 13.92   	  35.61		
 -7.02   	-310.36   	 14.06   	  45.78		
-13.73   	-266.11   	 14.24   	  55.95		
 32.65   	-216.37   	 14.47   	  71.21		
 72.33   	-169.07   	 14.75   	  86.47		
 79.35   	-143.43   	 15.10   	 111.90		
 60.12   	-146.79   	 15.54   	 142.42		
 31.74   	-164.18   	 16.11   	 183.11		
  2.75   	-173.95   	 16.85   	 228.89		
-25.63   	-167.85   	 17.76   	 289.93		
-45.17   	-152.59   	 18.92   	 356.05		
-46.39   	-140.38   	 20.35   	 422.18		
-30.52   	-135.50   	 22.03   	 488.30		
-10.38   	-134.58   	 23.99   	 559.51		
 -1.83   	-132.45   	 26.23   	 625.63		
-13.12   	-128.17   	 28.73   	 691.76		
-36.62   	-125.43   	 31.50   	 747.71		
-57.98   	-126.95   	 34.49   	 793.49		
-67.14   	-131.84   	 37.66   	 834.18		
-64.70   	-136.11   	 41.00   	 859.61		
-55.54   	-136.41   	 44.44   	 859.61		
-39.67   	-134.58   	 47.87   	 844.35		
-11.29   	-134.28   	 51.25   	 808.75		
 28.69   	-139.16   	 54.49   	 757.88		
 69.89   	-145.87   	 57.52   	 691.76		
 91.25   	-147.40   	 60.28   	 635.81		
 74.46   	-138.85   	 62.83   	 579.86		
 22.58   	-121.46   	 65.15   	 544.25		
-34.18   	-104.68   	 67.32   	 528.99		
-60.73   	-97.66   	 69.44   	 518.82		
-40.28   	-101.93   	 71.52   	 534.08		
 11.90   	-112.00   	 73.65   	 539.16		
 58.29   	-119.32   	 75.81   	 559.51		
 67.14   	-117.80   	 78.05   	 564.60		
 35.71   	-109.25   	 80.30   	 564.60		
-10.38   	-99.79   	 82.56   	 554.42		
-42.42   	-93.99   	 84.78   	 528.99		
-47.30   	-92.77   	 86.90   	 498.47		
-31.43   	-93.69   	 88.89   	 447.61		
-10.07   	-92.47   	 90.68   	 401.83		
  4.88   	-88.20   	 92.29   	 340.79		
 10.99   	-82.09   	 93.65   	 279.75		
 13.12   	-75.99   	 94.77   	 223.80		
 18.31   	-69.58   	 95.67   	 172.94		
 32.96   	-61.04   	 96.36   	 127.16		
 57.68   	-50.35   	 96.87   	  96.64		
 79.96   	-39.37   	 97.25   	  81.38		
 81.18   	-30.82   	 97.58   	  71.21		
 61.65   	-25.33   	 97.86   	  81.38		
 45.17   	-23.19   	 98.19   	  96.64		
 55.54   	-21.97   	 98.58   	 116.99		
 93.38   	-17.40   	 99.04   	 142.42		
130.62   	 -6.41   	 99.61   	 162.77		
133.97   	 10.38   	100.26   	 183.11		
104.98   	 29.91   	101.00   	 198.37		
 81.79   	 44.25   	101.79   	 203.46		
104.37   	 49.44   	102.60   	 203.46		
175.78   	 47.00   	103.42   	 208.54		
254.82   	 45.17   	104.25   	 208.54		
288.09   	 53.10   	105.09   	 203.46		
254.82   	 72.33   	105.90   	 198.37		
180.97   	 96.44   	106.69   	 198.37		
119.93   	115.66   	107.49   	 193.29		
120.54   	122.38   	108.26   	 188.20		
190.12   	115.36   	109.01   	 172.94		
280.46   	100.40   	109.70   	 162.77		
323.49   	 86.06   	110.36   	 142.42		
281.68   	 78.13   	110.93   	 127.16		
177.31   	 74.77   	111.43   	 106.82		
 79.35   	 70.80   	111.86   	  86.47		
 48.22   	 61.95   	112.21   	  71.21		
 85.45   	 47.91   	112.49   	  50.86		
137.63   	 32.04   	112.70   	  40.69		
150.45   	 16.48   	112.86   	  30.52		
113.22   	  0.31   	112.98   	  20.35		
 60.73   	-18.92   	113.06   	  10.17		
 29.60   	-40.28   	113.10   	  10.17		
 26.86   	-59.20   	113.14(S)	  -5.09		
 34.79   	-71.41   	113.12   	  -5.09		
 29.91   	-78.13   	113.10   	 -15.26		
  1.53   	-83.62   	113.04   	 -15.26		
-40.28   	-91.55   	112.98   	 -25.43		
-80.57   	-101.93   	112.88   	 -35.61		
-108.34   	-111.39   	112.74   	 -35.61		
-114.14   	-118.10   	112.59   	 -45.78		
-91.86   	-122.38   	112.41   	 -61.04		
-49.74   	-127.26   	112.17   	 -71.21		
 -8.85   	-135.19   	111.88   	 -86.47		
  9.77   	-143.43   	111.54   	-111.90		
 -5.49   	-148.01   	111.09   	-137.33		
-45.78   	-145.26   	110.54   	-172.94		
-87.28   	-136.72   	109.85   	-203.46		
-108.95   	-128.17   	109.03   	-239.06		
-103.15   	-126.95   	108.08   	-269.58		
-79.04   	-134.89   	107.00   	-289.93		
-53.10   	-146.48   	105.84   	-305.19		
-36.93   	-153.50   	104.62   	-325.53		
-34.79   	-152.28   	103.32   	-356.05		
-46.08   	-145.57   	101.89   	-406.92		
-63.48   	-140.38   	100.26   	-488.30		
-78.74   	-140.69   	 98.31   	-595.11		
-85.45   	-143.13   	 95.93   	-717.19		
-81.18   	-142.82   	 93.06   	-849.44		
-72.02   	-139.16   	 89.66   	-971.51		
-68.36   	-134.89   	 85.78   	-1068.15		
-75.07   	-134.89   	 81.51   	-1144.45		
-85.14   	-140.38   	 76.93   	-1180.06		
-87.28   	-146.79   	 72.21   	-1174.97		
-78.13   	-147.09   	 67.51   	-1139.36		
-60.73   	-138.85   	 62.95   	-1083.41		
-40.89   	-126.95   	 58.62   	-1007.12		
-23.80   	-119.02   	 54.59   	-920.65		
-14.65   	-119.63   	 50.91   	-849.44		
-17.40   	-126.95   	 47.51   	-778.23		
-37.84   	-135.19   	 44.39   	-727.36		
-76.90   	-137.02   	 41.49   	-681.58		
-118.10   	-131.53   	 38.76   	-656.15		
-135.50   	-122.38   	 36.13   	-635.81		
-115.05   	-115.05   	 33.59   	-615.46		
-65.61   	-112.61   	 31.13   	-600.20		
-16.48   	-115.05   	 28.73   	-574.77		
  1.22   	-120.54   	 26.43   	-544.25		
-21.67   	-125.73   	 24.25   	-498.47		
-67.75   	-128.48   	 22.26   	-457.78		
-105.29   	-128.78   	 20.43   	-401.83		
-110.78   	-126.95   	 18.82   	-345.88		
-83.92   	-124.21   	 17.44   	-300.10		
-42.72   	-122.38   	 16.24   	-254.32		
 -7.93   	-122.07   	 15.22   	-213.63		
  5.80   	-123.29   	 14.36   	-183.11		
 -3.97   	-124.21   	 13.63   	-152.59		
-26.86   	-124.51   	 13.02   	-137.33		
-52.49   	-122.99   	 12.47   	-122.07		
-75.68   	-120.85   	 11.98   	-106.82		
-93.99   	-118.71   	 11.56   	 -96.64		
-108.34   	-117.49   	 11.17   	 -86.47		
-116.27   	-118.41   	 10.82   	 -71.21		
-107.73   	-121.77   	 10.54   	 -66.12		
-80.57   	-124.82   	 10.27   	 -50.86		
-47.61   	-125.73   	 10.07   	 -45.78		
-24.11   	-122.68   	  9.89   	 -35.61		
-20.14   	-119.02   	  9.75   	 -30.52		
-32.04   	-118.41   	  9.62   	 -25.43		
-43.33   	-121.15   	  9.52   	 -25.43		
-40.28   	-125.12   	  9.42   	 -25.43		
-30.52   	-126.65   	  9.32   	 -30.52		
-35.40   	-124.21   	  9.20   	 -30.52		
-65.61   	-118.41   	  9.07   	 -35.61		
-109.56   	-113.83   	  8.93   	 -40.69		
-138.24   	-112.92   	  8.77   	 -35.61		
-126.65   	-116.27   	  8.63   	 -35.61		
-79.04   	-121.77   	  8.48   	 -30.52		
-33.26   	-125.12   	  8.36   	 -20.35		
-25.63   	-122.38   	  8.28   	 -15.26		
-56.15   	-112.92   	  8.22   	  -5.09		
-88.50   	-102.23   	  8.20(D)	  10.17		
-85.75   	-97.35   	  8.24   	  10.17		
-43.33   	-102.23   	  8.28   	  25.43		
  3.97   	-111.69   	  8.38   	  25.43		
 11.29   	-117.49   	  8.48   	  30.52		
-32.04   	-116.27   	  8.61   	  30.52		
-96.44   	-112.00   	  8.73   	  30.52		
-137.02   	-112.00   	  8.85   	  25.43		
-132.45   	-118.41   	  8.95   	  30.52		
-96.74   	-126.65   	  9.07   	  20.35		
-57.68   	-130.00   	  9.16   	  25.43		
-33.26   	-126.34   	  9.26   	  20.35		
-27.16   	-120.54   	  9.34   	  25.43		
-37.23   	-115.97   	  9.44   	  20.35		
-62.87   	-112.92   	  9.52   	  25.43		
-98.57   	-108.03   	  9.62   	  25.43		
-123.29   	-101.32   	  9.73   	  20.35		
-109.56   	-93.99   	  9.81   	  25.43		
-55.54   	-88.50   	  9.91   	  25.43		
  4.27   	-82.70   	 10.01   	  25.43		
 24.72   	-71.41   	 10.11   	  20.35		
-12.82   	-53.41   	 10.19   	  15.26		
-78.43   	-34.18   	 10.25   	  15.26		
-111.69   	-21.67   	 10.32   	  10.17		
-73.85   	-20.75   	 10.36   	   5.09		
 15.26   	-27.47   	 10.38   	   0.00		
 93.99   	-32.04   	 10.38   	  -5.09		
104.37   	-25.94   	 10.36   	  -5.09		
 37.84   	 -9.46   	 10.34   	 -10.17		
-58.90   	  9.16   	 10.29   	 -10.17		
-121.46   	 19.84   	 10.25   	 -15.26		
-114.44   	 16.78   	 10.19   	 -15.26		
-55.85   	  3.05   	 10.13   	 -20.35		
  7.02   	-12.21   	 10.05   	 -15.26		
 37.23   	-24.41   	  9.99   	 -20.35		
 31.74   	-34.79   	  9.91   	 -15.26		
  8.85   	-46.69   	  9.85   	 -15.26		
-16.48   	-61.65   	  9.79   	 -15.26		
-39.67   	-75.99   	  9.73   	 -15.26		
-59.20   	-85.75   	  9.66   	 -15.26		
-70.80   	-90.94   	  9.60   	 -10.17		
-68.36   	-97.35   	  9.56   	  -5.09		
-55.54   	-108.64   	  9.54   	  -5.09		
-47.00   	-122.07   	  9.52   	   0.00		
-56.76   	-130.92   	  9.52   	   0.00		
-81.48   	-132.45   	  9.52   	   5.09		
-104.98   	-128.78   	  9.54   	  10.17		
-114.14   	-127.26   	  9.58   	  15.26		
-106.51   	-132.45   	  9.64   	  15.26		
-87.89   	-140.69   	  9.70   	  20.35		
-69.27   	-145.87   	  9.79   	  20.35		
-59.51   	-144.96   	  9.87   	  25.43		
-61.34   	-139.77   	  9.97   	  30.52		
-72.02   	-134.89   	 10.09   	  25.43		
-86.06   	-134.89   	 10.19   	  35.61		
-96.13   	-139.47   	 10.34   	  35.61		
-98.57   	-144.96   	 10.48   	  40.69		
-93.08   	-148.93   	 10.64   	  45.78		
-83.31   	-149.84   	 10.82   	  50.86		
-75.68   	-148.62   	 11.03   	  50.86		
-76.60   	-145.87   	 11.23   	  50.86		
-87.28   	-140.08   	 11.43   	  55.95		
-103.15   	-122.99   	 11.66   	  50.86		
-116.88   	-87.28   	 11.86   	  55.95		
-122.68   	-36.01   	 12.09   	  50.86		
-118.10   	 14.65   	 12.29   	  45.78		
-97.35   	 43.64   	 12.47   	  40.69		
-48.83   	 38.15   	 12.63   	  45.78		
 43.64   	  4.58   	 12.82   	  35.61		
185.85   	-47.30   	 12.96   	  35.61		
363.16   	-120.85   	 13.10   	  30.52		
548.40   	-225.83   	 13.22   	  35.61		
712.89   	-355.83   	 13.37   	  30.52		
822.14   	-476.38   	 13.49   	  30.52		
830.08(R)	-537.72   	 13.61(E)	  30.52		
701.90   	-516.36   	 13.73   	  30.52		
452.58   	-437.93   	 13.86   	  35.61		
159.61   	-350.95   	 14.00   	  35.61		
-68.97   	-285.64   	 14.14   	  45.78		
-158.69   	-237.12   	 14.32   	  45.78		
-119.32   	-186.16   	 14.51   	  55.95		
-32.04   	-128.17   	 14.73   	  71.21		
 20.14   	-82.09   	 15.02   	  86.47		
  8.85   	-66.22   	 15.36   	 111.90		
-41.81   	-77.51   	 15.81   	 142.42		
-90.33   	-96.13   	 16.38   	 188.20		
-108.34   	-104.98   	 17.13   	 244.15		
-93.08   	-101.62   	 18.11   	 300.10		
-65.00   	-95.21   	 19.31   	 371.31		
-47.30   	-92.47   	 20.79   	 437.43		
-50.66   	-92.16   	 22.54   	 508.65		
-67.75   	-89.11   	 24.58   	 579.86		
-82.09   	-81.48   	 26.90   	 645.98		
-86.98   	-72.63   	 29.48   	 707.02		
-88.50   	-66.53   	 32.31   	 762.97		
-97.66   	-66.83   	 35.36   	 803.66		
-112.30   	-72.33   	 38.58   	 839.26		
-114.44   	-79.96   	 41.93   	 859.61		
-89.11   	-83.92   	 45.37   	 859.61		
-46.08   	-81.18   	 48.81   	 834.18		
-18.01   	-73.24   	 52.15   	 798.57		
-28.69   	-65.61   	 55.34   	 742.62		
-72.94   	-62.56   	 58.31   	 681.58		
-121.15   	-63.48   	 61.04   	 620.55		
-146.48   	-64.70   	 63.52   	 574.77		
-139.16   	-63.48   	 65.82   	 539.16		
-108.95   	-60.73   	 67.98   	 518.82		
-70.19   	-60.12   	 70.05   	 518.82		
-36.01   	-62.87   	 72.13   	 528.99		
-17.09   	-63.78   	 74.24   	 534.08		
-18.92   	-57.68   	 76.38   	 549.34		
-42.11   	-44.86   	 78.58   	 549.34		
-77.51   	-32.35   	 80.77   	 544.25		
-104.98   	-27.16   	 82.95   	 534.08		
-104.06   	-31.13   	 85.09   	 508.65		
-68.97   	-39.67   	 87.12   	 478.13		
-14.95   	-45.17   	 89.03   	 432.35		
 26.86   	-42.42   	 90.76   	 381.48		
 27.77   	-32.35   	 92.29   	 325.53		
-16.17   	-20.75   	 93.59   	 264.50		
-73.85   	-12.51   	 94.65   	 208.54		
-99.79   	 -8.54   	 95.48   	 147.51		
-72.02   	 -5.49   	 96.07   	 111.90		
-10.07   	  0.61   	 96.52   	  76.30		
 43.03   	 11.60   	 96.83   	  61.04		
 55.24   	 24.41   	 97.07   	  66.12		
 30.21   	 33.87   	 97.33   	  76.30		
 -2.14   	 39.06   	 97.64   	 101.73		
-17.09   	 42.42   	 98.05   	 132.25		
 -8.85   	 47.91   	 98.58   	 157.68		
 18.31   	 57.37   	 99.21   	 178.03		
 57.68   	 68.36   	 99.92   	 198.37		
 98.27   	 79.04   	100.71   	 203.46		
125.43   	 89.11   	101.53   	 208.54		
124.21   	100.10   	102.36   	 208.54		
 94.91   	112.00   	103.19   	 198.37		
 64.09   	123.60   	103.99   	 198.37		
 62.26   	133.06   	104.78   	 188.20		
 93.99   	139.77   	105.53   	 188.20		
138.24   	146.79   	106.29   	 183.11		
169.68   	155.03   	107.02   	 183.11		
178.22   	162.96   	107.75   	 178.03		
178.22   	165.71   	108.46   	 172.94		
186.46   	161.44   	109.16   	 162.77		
195.01   	151.06   	109.81   	 147.51		
179.14   	140.08   	110.40   	 132.25		
128.78   	132.45   	110.93   	 111.90		
 60.42   	126.34   	111.37   	  86.47		
  7.93   	117.49   	111.72   	  66.12		
 -1.22   	101.62   	111.98   	  40.69		
 29.60   	 79.04   	112.15   	  20.35		
 63.17   	 54.32   	112.23   	   5.09		
 60.73   	 32.96   	112.25(S)	   0.00		
  9.77   	 16.17   	112.25   	 -10.17		
-68.97   	  4.27   	112.21   	 -10.17		
