  I     	  II     	  LVp     	  LVp'		  AO     	  AO'		
-890.81   	-256.04   	 61.16   	-1017.29		119.84   	-366.22		
-752.26   	-172.73   	 57.09   	-930.82		118.37   	-356.05		
-587.16   	-135.19   	 53.37   	-849.44		116.95   	-340.79		
-436.71   	-99.18   	 49.97   	-762.97		115.58   	-335.71		
-337.22   	-52.19   	 46.92   	-666.32		114.24   	-320.45		
-271.91   	-50.35   	 44.25   	-579.86		112.96   	-315.36		
-228.58   	-42.11   	 41.93   	-483.21		111.70   	-305.19		
-191.65   	 -8.54   	 40.00   	-391.66		110.48   	-300.10		
-173.65   	-10.38   	 38.43   	-300.10		109.28   	-295.01		
-172.73   	-10.99   	 37.23   	-198.37		108.10   	-284.84		
-177.61   	 -3.97   	 36.44   	 -96.64		106.96   	-274.67		
-172.12   	-31.13   	 36.05   	  10.17		105.86   	-264.50		
-162.35   	-21.36   	 36.09   	 116.99		104.80   	-254.32		
-145.87   	  2.44   	 36.56   	 244.15		103.78   	-233.98		
-128.17   	-39.06   	 37.54   	 376.40		102.85   	-223.80		
-113.53   	-69.27   	 39.04   	 518.82		101.95   	-198.37		
-87.59   	-113.53   	 41.12   	 666.32		101.16   	-183.11		
-62.56   	-165.71   	 43.78   	 808.75		100.43   	-162.77		
-30.82   	-169.37   	 47.02   	 946.08		 99.78   	-142.42		
 -5.49   	-183.72   	 50.80   	1073.24		 99.21   	-127.16		
  3.36   	-193.48   	 55.10   	1174.97		 98.70   	-101.73		
  8.24   	-204.77   	 59.80   	1241.09		 98.29   	 -86.47		
 14.04   	-219.12   	 64.76   	1281.79		 97.94   	 -76.30		
 14.95   	-212.40   	 69.89   	1286.87		 97.64   	 -55.95		
 29.30   	-173.65   	 75.04   	1266.53		 97.42   	 -40.69		
 42.72   	-125.12   	 80.10   	1236.01		 97.25   	 -30.52		
 53.71   	-90.64   	 85.05   	1185.14		 97.13   	 -15.26		
 57.68   	-50.96   	 89.79   	1134.28		 97.07   	  -5.09		
 60.42   	-39.67   	 94.32   	1088.50		 97.05   	  15.26		
 59.81   	-46.39   	 98.68   	1047.81		 97.11   	  30.52		
 59.51   	-41.20   	102.87   	1017.29		 97.23   	  50.86		
 78.74   	-43.95   	106.94   	 996.94		 97.44   	  71.21		
 91.86   	-38.15   	110.93   	 971.51		 97.72   	 101.73		
100.10   	-41.50   	114.81   	 951.17		 98.13   	 127.16		
117.49   	-36.93   	118.62   	 935.91		 98.64   	 152.59		
118.41   	-32.96   	122.36   	 900.30		 99.25   	 183.11		
133.67   	-36.93   	125.96   	 859.61		 99.98   	 208.54		
158.69   	-26.55   	129.40   	 813.83		100.81   	 239.06		
172.42   	-25.94   	132.65   	 742.62		101.77   	 254.32		
192.57   	-28.69   	135.63   	 666.32		102.79   	 264.50		
213.01   	-19.23   	138.29   	 574.77		103.84   	 279.75		
226.14   	-19.84   	140.59   	 478.13		104.96   	 279.75		
256.96   	-12.21   	142.50   	 381.48		106.08   	 274.67		
293.88   	  3.36   	144.03   	 274.67		107.18   	 264.50		
317.69   	 -3.97   	145.13   	 178.03		108.24   	 244.15		
341.80   	  7.02   	145.84   	  76.30		109.22   	 228.89		
365.30   	 18.01   	146.14   	 -15.26		110.13   	 203.46		
389.71   	 18.62   	146.08   	-101.73		110.95   	 172.94		
414.12   	 32.96   	145.68   	-178.03		111.64   	 137.33		
450.44   	 44.25   	144.96   	-233.98		112.19   	 111.90		
480.65   	 44.25   	144.03   	-284.84		112.63   	  86.47		
500.49   	 53.10   	142.89   	-320.45		112.98   	  55.95		
538.33   	 80.26   	141.61   	-335.71		113.20   	  35.61		
562.13   	 89.42   	140.26   	-356.05		113.35   	  10.17		
574.95   	119.32   	138.84   	-361.14		113.39   	   0.00		
580.14   	137.33   	137.40   	-356.05		113.39   	 -15.26		
570.68   	141.30   	135.97   	-350.97		113.33   	 -15.26		
564.88   	159.00   	134.57   	-335.71		113.27   	 -25.43		
563.66   	171.20   	133.22   	-330.62		113.16   	 -20.35		
564.58   	183.41   	131.90   	-320.45		113.08   	 -15.26		
561.22   	207.82   	130.62   	-335.71		113.02   	 -20.35		
538.94   	231.32   	129.28   	-356.05		112.94   	 -25.43		
520.94   	249.63   	127.85   	-391.66		112.84   	 -35.61		
504.15   	274.66   	126.29   	-437.43		112.70   	 -50.86		
475.46   	291.44   	124.54   	-478.13		112.49   	 -81.38		
444.03   	289.61   	122.62   	-518.82		112.17   	-101.73		
402.53   	288.39   	120.55   	-549.34		111.76   	-122.07		
354.31   	285.64   	118.35   	-574.77		111.27   	-147.51		
323.18   	282.29   	116.05   	-574.77		110.68   	-172.94		
288.70   	277.40   	113.75   	-584.94		109.99   	-188.20		
267.94   	277.10   	111.41   	-579.86		109.24   	-203.46		
238.04   	263.37   	109.09   	-574.77		108.42   	-218.72		
187.07   	234.99   	106.80   	-579.86		107.55   	-223.80		
155.03   	215.45   	104.48   	-574.77		106.65   	-228.89		
118.71   	195.31   	102.18   	-590.03		105.74   	-233.98		
 90.94   	171.51   	 99.82   	-600.20		104.80   	-233.98		
 66.83   	152.89   	 97.42   	-625.63		103.87   	-228.89		
 46.39   	126.34   	 94.91   	-651.07		102.95   	-228.89		
 31.74   	118.10   	 92.31   	-676.50		102.03   	-223.80		
 10.38   	100.40   	 89.60   	-701.93		101.14   	-223.80		
 -0.61   	 93.38   	 86.80   	-737.54		100.24   	-213.63		
-14.04   	 84.53   	 83.85   	-757.88		 99.39   	-213.63		
-24.72   	 63.78   	 80.81   	-783.31		 98.53   	-208.54		
-43.64   	 47.91   	 77.68   	-798.57		 97.70   	-203.46		
-53.41   	 35.10   	 74.49   	-813.83		 96.89   	-198.37		
-60.12   	 32.65   	 71.23   	-824.00		 96.09   	-193.29		
-72.94   	 24.41   	 67.93   	-829.09		 95.32   	-193.29		
-62.87   	 15.56   	 64.62   	-818.92		 94.55   	-193.29		
-52.19   	 15.87   	 61.34   	-813.83		 93.77   	-188.20		
-49.74   	  8.85   	 58.09   	-793.49		 93.02   	-193.29		
-57.07   	  8.24   	 54.91   	-768.05		 92.25   	-188.20		
-64.39   	  4.58   	 51.84   	-732.45		 91.50   	-183.11		
-68.36   	  6.10   	 48.91   	-691.76		 90.76   	-178.03		
-66.83   	  7.93   	 46.14   	-645.98		 90.05   	-178.03		
-54.93   	  6.71   	 43.56   	-595.11		 89.34   	-167.85		
-59.20   	 13.73   	 41.18   	-534.08		 88.67   	-157.68		
-68.97   	  4.58   	 39.04   	-488.30		 88.04   	-152.59		
-78.13   	 -1.83   	 37.09   	-432.35		 87.43   	-142.42		
-78.13   	  2.44   	 35.36   	-391.66		 86.86   	-137.33		
-73.24   	  2.44   	 33.79   	-350.97		 86.31   	-132.25		
-74.46   	  2.44   	 32.39   	-330.62		 85.78   	-127.16		
-74.46   	  9.77   	 31.07   	-305.19		 85.27   	-127.16		
-72.33   	 16.17   	 29.85   	-295.01		 84.76   	-122.07		
-80.57   	  7.93   	 28.67   	-284.84		 84.27   	-127.16		
-72.02   	 22.89   	 27.53   	-279.75		 83.76   	-127.16		
-72.63   	 15.87   	 26.41   	-279.75		 83.26   	-127.16		
-81.18   	 -1.83   	 25.29   	-269.58		 82.75   	-132.25		
-77.82   	  5.49   	 24.21   	-269.58		 82.22   	-132.25		
-85.75   	 -1.22   	 23.13   	-254.32		 81.69   	-127.16		
-77.51   	  4.27   	 22.12   	-249.24		 81.18   	-132.25		
-73.24   	  4.27   	 21.12   	-228.89		 80.65   	-132.25		
-77.82   	 -0.92   	 20.20   	-218.72		 80.12   	-127.16		
-79.96   	 -5.80   	 19.33   	-193.29		 79.61   	-127.16		
-81.79   	 -7.63   	 18.56   	-183.11		 79.10   	-127.16		
-83.62   	-11.90   	 17.82   	-157.68		 78.60   	-122.07		
-84.23   	 -9.77   	 17.19   	-147.51		 78.11   	-122.07		
-75.38   	-10.38   	 16.60   	-137.33		 77.62   	-122.07		
-84.23   	-19.53   	 16.05   	-127.16		 77.13   	-122.07		
-87.89   	-14.34   	 15.54   	-127.16		 76.64   	-122.07		
-88.20   	-19.84   	 15.04   	-116.99		 76.15   	-122.07		
-88.20   	-26.25   	 14.57   	-116.99		 75.67   	-116.99		
-90.03   	-22.28   	 14.10   	-101.73		 75.20   	-122.07		
-92.16   	-25.02   	 13.69   	 -91.56		 74.71   	-111.90		
-96.44   	-26.25   	 13.33   	 -76.30		 74.26   	-111.90		
-96.13   	-30.21   	 13.02   	 -66.12		 73.81   	-101.73		
-90.03   	-23.80   	 12.76   	 -50.86		 73.41   	-101.73		
-92.47   	-36.93   	 12.55   	 -45.78		 73.00   	 -91.56		
-94.60   	-34.79   	 12.37   	 -40.69		 72.63   	 -91.56		
-109.56   	-26.55   	 12.21   	 -40.69		 72.27   	 -86.47		
-118.10   	-47.00   	 12.04   	 -40.69		 71.92   	 -86.47		
-110.47   	-42.11   	 11.88   	 -45.78		 71.58   	 -86.47		
-104.37   	-40.59   	 11.70   	 -45.78		 71.23   	 -86.47		
-94.30   	-45.47   	 11.52   	 -40.69		 70.88   	 -86.47		
-91.55   	-42.42   	 11.35   	 -45.78		 70.54   	 -86.47		
-99.79   	-45.78   	 11.17   	 -30.52		 70.19   	 -81.38		
-104.68   	-44.25   	 11.05   	 -25.43		 69.87   	 -81.38		
-105.59   	-50.66   	 10.95   	 -10.17		 69.54   	 -71.21		
-104.37   	-53.41   	 10.91(D)	   5.09		 69.26   	 -61.04		
-103.15   	-47.30   	 10.93   	  25.43		 69.01   	 -55.95		
-106.81   	-50.35   	 11.03   	  45.78		 68.79   	 -45.78		
-107.12   	-55.54   	 11.21   	  61.04		 68.61   	 -35.61		
-111.39   	-49.44   	 11.45   	  71.21		 68.46   	 -30.52		
-120.24   	-62.87   	 11.74   	  91.56		 68.34   	 -25.43		
-117.49   	-66.83   	 12.11   	  91.56		 68.24   	 -20.35		
-122.99   	-67.75   	 12.47   	  96.64		 68.16   	 -20.35		
-122.68   	-71.41   	 12.86   	  86.47		 68.08   	 -25.43		
-114.44   	-64.09   	 13.20   	  81.38		 67.98   	 -25.43		
-120.24   	-69.89   	 13.53   	  71.21		 67.87   	 -30.52		
-113.83   	-67.44   	 13.81   	  61.04		 67.75   	 -35.61		
-105.29   	-66.83   	 14.06   	  50.86		 67.61   	 -40.69		
-108.64   	-74.77   	 14.26   	  35.61		 67.45   	 -45.78		
-102.84   	-73.24   	 14.40   	  35.61		 67.26   	 -50.86		
-99.18   	-75.38   	 14.55   	  25.43		 67.06   	 -50.86		
-108.34   	-79.04   	 14.65   	  15.26		 66.86   	 -55.95		
-112.61   	-74.77   	 14.71   	  15.26		 66.63   	 -55.95		
-111.39   	-72.33   	 14.77   	   5.09		 66.41   	 -61.04		
-127.87   	-75.99   	 14.79   	  -5.09		 66.16   	 -66.12		
-131.53   	-76.60   	 14.77   	 -10.17		 65.90   	 -66.12		
-120.54   	-69.58   	 14.73   	 -15.26		 65.64   	 -71.21		
-114.14   	-72.94   	 14.67   	 -25.43		 65.35   	 -76.30		
-104.98   	-72.02   	 14.57   	 -30.52		 65.05   	 -76.30		
-99.79   	-69.27   	 14.45   	 -25.43		 64.74   	 -71.21		
-109.56   	-75.07   	 14.34   	 -30.52		 64.46   	 -76.30		
-113.83   	-69.58   	 14.22   	 -20.35		 64.15   	 -66.12		
-124.51   	-69.89   	 14.14   	 -10.17		 63.89   	 -66.12		
-128.78   	-70.19   	 14.10   	   0.00		 63.62   	 -61.04		
-123.90   	-73.85   	 14.10   	   5.09		 63.38   	 -50.86		
-133.36   	-77.82   	 14.12   	  25.43		 63.17   	 -50.86		
-120.85   	-70.80   	 14.22   	  30.52		 62.97   	 -40.69		
-107.42   	-73.24   	 14.34   	  35.61		 62.81   	 -40.69		
-107.73   	-73.85   	 14.49   	  45.78		 62.64   	 -30.52		
-99.18   	-68.66   	 14.67   	  45.78		 62.52   	 -35.61		
-101.62   	-72.02   	 14.85   	  40.69		 62.38   	 -30.52		
-110.17   	-72.63   	 15.02   	  40.69		 62.26   	 -35.61		
-108.34   	-66.22   	 15.18   	  25.43		 62.12   	 -35.61		
-109.25   	-72.02   	 15.28   	  15.26		 61.97   	 -40.69		
-111.39   	-83.01   	 15.34   	  10.17		 61.81   	 -40.69		
-110.47   	-78.74   	 15.38   	  -5.09		 61.65   	 -40.69		
-115.05   	-75.99   	 15.36   	 -10.17		 61.49   	 -50.86		
-112.61   	-81.18   	 15.32   	 -15.26		 61.28   	 -50.86		
-114.75   	-82.70   	 15.26   	 -25.43		 61.08   	 -50.86		
-106.20   	-70.19   	 15.16   	 -20.35		 60.87   	 -50.86		
-110.17   	-86.67   	 15.08   	 -20.35		 60.67   	 -50.86		
-117.80   	-85.75   	 14.99   	 -20.35		 60.47   	 -55.95		
-109.86   	-73.24   	 14.91   	 -15.26		 60.24   	 -55.95		
-127.26   	-93.69   	 14.85   	 -15.26		 60.02   	 -55.95		
-119.32   	-85.75   	 14.79   	 -10.17		 59.80   	 -61.04		
-114.75   	-76.29   	 14.75   	 -15.26		 59.55   	 -61.04		
-129.39   	-85.14   	 14.69   	 -10.17		 59.31   	 -61.04		
-105.59   	-70.19   	 14.65   	 -25.43		 59.06   	 -66.12		
-99.79   	-76.60   	 14.55   	 -25.43		 58.80   	 -66.12		
-101.32   	-82.40   	 14.45   	 -40.69		 58.53   	 -71.21		
-100.71   	-86.06   	 14.28   	 -45.78		 58.25   	 -76.30		
-119.02   	-92.16   	 14.10   	 -55.95		 57.94   	 -76.30		
-128.48   	-95.83   	 13.88   	 -61.04		 57.64   	 -76.30		
-127.26   	-96.74   	 13.63   	 -61.04		 57.33   	 -81.38		
-111.69   	-85.75   	 13.39   	 -50.86		 57.01   	 -71.21		
-104.98   	-92.16   	 13.18   	 -40.69		 56.72   	 -71.21		
-105.29   	-85.14   	 13.02   	 -30.52		 56.44   	 -66.12		
-104.98   	-74.77   	 12.90   	 -10.17		 56.17   	 -61.04		
-113.53   	-90.64   	 12.86   	  10.17		 55.93   	 -50.86		
-102.54   	-79.04   	 12.90   	  35.61		 55.73   	 -40.69		
-102.23   	-83.92   	 13.04   	  50.86		 55.56   	 -35.61		
-107.42   	-91.55   	 13.25   	  66.12		 55.42   	 -20.35		
-106.81   	-86.98   	 13.51   	  86.47		 55.34   	 -15.26		
-119.63   	-92.77   	 13.86   	  96.64		 55.28   	  -5.09		
-115.97   	-79.65   	 14.24   	  96.64		 55.26   	   0.00		
-111.39   	-85.14   	 14.63   	 106.82		 55.26   	   5.09		
-112.92   	-86.98   	 15.06   	 101.73		 55.28   	  10.17		
-105.59   	-85.14   	 15.46   	  96.64		 55.32   	  15.26		
-114.75   	-97.96   	 15.85   	  86.47		 55.38   	   5.09		
-110.47   	-94.30   	 16.20   	  71.21		 55.40   	  10.17		
-102.84   	-87.89   	 16.48   	  55.95		 55.44   	   0.00		
-115.66   	-90.94   	 16.70   	  40.69		 55.44   	  -5.09		
-110.47   	-86.36   	 16.87   	  15.26		 55.42   	 -15.26		
-122.07   	-93.99   	 16.93   	  -5.09		 55.36   	 -20.35		
-126.95   	-95.83   	 16.91   	 -20.35		 55.28   	 -30.52		
-110.78   	-89.42   	 16.83   	 -30.52		 55.16   	 -35.61		
-104.98   	-91.86   	 16.70   	 -40.69		 55.02   	 -40.69		
-103.76   	-89.72   	 16.54   	 -40.69		 54.85   	 -45.78		
-103.45   	-88.20   	 16.38   	 -30.52		 54.67   	 -45.78		
-106.51   	-86.67   	 16.26   	 -30.52		 54.49   	 -50.86		
-105.90   	-93.69   	 16.13   	 -15.26		 54.28   	 -40.69		
-102.84   	-104.98   	 16.07   	 -10.17		 54.12   	 -45.78		
-97.35   	-120.54   	 16.03   	   5.09		 53.94   	 -40.69		
-101.62   	-149.84   	 16.05   	  10.17		 53.77   	 -35.61		
-107.42   	-172.12   	 16.09   	  15.26		 53.63   	 -35.61		
-111.69   	-191.04   	 16.15   	  15.26		 53.49   	 -30.52		
-120.85   	-214.23   	 16.22   	  20.35		 53.37   	 -25.43		
-120.24   	-228.27   	 16.30   	  20.35		 53.27   	 -25.43		
-119.63   	-242.00   	 16.38   	  20.35		 53.16   	 -20.35		
-109.25   	-246.89   	 16.46   	  20.35		 53.08   	 -20.35		
-103.15   	-231.32   	 16.54   	  20.35		 53.00   	 -20.35		
-104.68   	-234.38   	 16.62   	  15.26		 52.92   	 -15.26		
-108.95   	-224.91   	 16.68   	  20.35		 52.86   	 -20.35		
-117.49   	-211.18   	 16.76   	  20.35		 52.78   	 -20.35		
-116.58   	-224.30   	 16.85   	  15.26		 52.70   	 -15.26		
-114.75   	-212.71   	 16.91   	  20.35		 52.63   	 -25.43		
-109.25   	-187.68   	 16.99   	  15.26		 52.53   	 -20.35		
-98.27   	-182.19   	 17.05   	  10.17		 52.45   	 -25.43		
-97.05   	-150.15   	 17.09   	   5.09		 52.35   	 -30.52		
-105.29   	-120.54   	 17.11   	   5.09		 52.23   	 -30.52		
-103.45   	-103.45   	 17.13   	   0.00		 52.11   	 -40.69		
-118.10   	-92.77   	 17.13   	   0.00		 51.94   	 -35.61		
-121.15   	-80.26   	 17.13   	   0.00		 51.80   	 -40.69		
-108.64   	-74.46   	 17.13   	  -5.09		 51.64   	 -40.69		
-110.78   	-79.65   	 17.11   	   0.00		 51.47   	 -45.78		
-102.84   	-65.92   	 17.11   	   5.09		 51.29   	 -40.69		
-97.35   	-58.29   	 17.13   	  10.17		 51.13   	 -40.69		
-98.88   	-63.78   	 17.17   	  15.26		 50.97   	 -35.61		
-98.57   	-57.37   	 17.23   	  15.26		 50.82   	 -35.61		
-105.59   	-61.34   	 17.29   	  20.35		 50.68   	 -35.61		
-112.30   	-61.65   	 17.38   	  20.35		 50.54   	 -30.52		
-118.10   	-52.19   	 17.46   	  20.35		 50.42   	 -30.52		
-118.71   	-47.30   	 17.54   	  25.43		 50.29   	 -30.52		
-119.63   	-24.41   	 17.64   	  25.43		 50.17   	 -30.52		
-148.01   	 23.50   	 17.74   	  25.43		 50.05   	 -25.43		
-188.29   	 93.08   	 17.84   	  35.61		 49.95   	 -25.43		
-199.89   	173.95   	 17.99   	  35.61		 49.85   	 -25.43		
-166.63   	271.30   	 18.13   	  50.86		 49.75   	 -25.43		
-76.90   	366.21   	 18.33   	  55.95		 49.64   	 -25.43		
101.93   	440.98   	 18.56   	  66.12		 49.54   	 -20.35		
320.43   	519.71   	 18.82   	  81.38		 49.46   	 -25.43		
576.78   	523.38   	 19.15   	  86.47		 49.36   	 -20.35		
833.13   	296.02   	 19.49   	 101.73		 49.28   	 -20.35		
1041.87   	-84.53   	 19.90   	 106.82		 49.20   	 -20.35		
1141.66   	-538.64   	 20.33   	 122.07		 49.11   	 -20.35		
1079.10   	-967.71   	 20.81   	 127.16		 49.03   	 -15.26		
947.88   	-1149.90   	 21.32   	 132.25		 48.97   	 -15.26		
786.44   	-1190.49(R)	 21.85(E)	 132.25		 48.91   	 -15.26		
635.99   	-1188.66   	 22.38   	 132.25		 48.85   	 -20.35		
544.74   	-1113.89   	 22.91   	 127.16		 48.77   	 -20.35		
455.63   	-1026.00   	 23.42   	 127.16		 48.69   	 -20.35		
335.39   	-814.51   	 23.93   	 147.51		 48.61   	 -30.52		
196.84   	-512.39   	 24.52   	 188.20		 48.48   	 -30.52		
 70.50   	-277.10   	 25.27   	 254.32		 48.36   	 -35.61		
-30.52   	-122.07   	 26.29   	 350.97		 48.22   	 -35.61		
-83.31   	-66.22   	 27.69   	 467.95		 48.08   	 -40.69		
-117.19   	-67.44   	 29.56   	 605.29		 47.91   	 -35.61		
-122.68   	-53.10   	 31.98   	 757.88		 47.77   	 -30.52		
-123.29   	-44.86   	 35.02   	 910.47		 47.65   	 -30.52		
-130.31   	-28.99   	 38.66   	1078.33		 47.53   	 -25.43		
-129.70   	-22.58   	 42.97   	1261.44		 47.43   	  -5.09		
-132.75   	-16.48   	 48.02   	1464.90		 47.41(D)	  20.35		
-143.13   	 -1.22   	 53.88   	1673.44		 47.49   	  55.95		
-144.65   	  0.92   	 60.57   	1881.99		 47.71   	 101.73		
-150.45   	  0.61   	 68.10   	2060.01		 48.12   	 147.51		
-146.48   	  3.66   	 76.34   	2171.91		 48.71   	 198.37		
-143.13   	 10.38   	 85.03   	2217.69		 49.50   	 244.15		
-138.24   	 17.40   	 93.90   	2192.26		 50.48   	 284.84		
-137.02   	 18.62   	102.66   	2100.70		 51.62   	 310.27		
-140.69   	 19.53   	111.07   	1968.46		 52.86   	 325.53		
-138.85   	 23.19   	118.94   	1805.69		 54.16   	 340.79		
-144.65   	 29.60   	126.16   	1632.75		 55.52   	 340.79		
-147.09   	 37.54   	132.70   	1475.07		 56.89   	 340.79		
-135.50   	 42.42   	138.60   	1342.82		 58.25   	 330.62		
-135.19   	 40.89   	143.97   	1230.92		 59.57   	 330.62		
-140.69   	 47.30   	148.89   	1154.62		 60.89   	 330.62		
-126.95   	 49.74   	153.51   	1108.85		 62.22   	 340.79		
-125.73   	 50.96   	157.94   	1073.24		 63.58   	 345.88		
-137.63   	 46.39   	162.24   	1052.90		 64.96   	 366.22		
-130.92   	 50.35   	166.45   	1042.72		 66.43   	 376.40		
-136.11   	 57.07   	170.62   	1032.55		 67.93   	 396.74		
-139.16   	 61.04   	174.75   	1002.03		 69.52   	 406.92		
-130.92   	 68.36   	178.76   	 961.34		 71.15   	 417.09		
-127.26   	 72.02   	182.60   	 915.56		 72.82   	 427.26		
-126.34   	 69.89   	186.27   	 854.52		 74.53   	 437.43		
-139.47   	 70.50   	189.68   	 793.49		 76.28   	 442.52		
-144.04   	 80.57   	192.86   	 737.54		 78.05   	 452.69		
-149.84   	 80.87   	195.81   	 681.58		 79.86   	 457.78		
-142.21   	 95.52   	198.53   	 625.63		 81.69   	 467.95		
-129.39   	105.29   	201.04   	 574.77		 83.56   	 473.04		
-126.04   	109.25   	203.34   	 528.99		 85.45   	 488.30		
-126.34   	130.00   	205.45   	 493.39		 87.41   	 498.47		
-130.31   	136.11   	207.43   	 457.78		 89.40   	 523.90		
-136.41   	148.01   	209.26   	 417.09		 91.50   	 539.16		
-138.24   	168.46   	210.92   	 391.66		 93.65   	 559.51		
-128.78   	172.12   	212.49   	 376.40		 95.89   	 574.77		
-124.82   	192.26   	214.00   	 376.40		 98.19   	 605.29		
-123.90   	206.30   	215.50   	 386.57		100.61   	 630.72		
-118.10   	221.56   	217.05   	 412.00		103.13   	 661.24		
-116.27   	249.02   	218.70   	 427.26		105.78   	 686.67		
-117.49   	263.37   	220.41   	 437.43		108.52   	 707.02		
-111.69   	276.79   	222.16   	 427.26		111.35   	 732.45		
-113.22   	286.25   	223.86   	 417.09		114.28   	 742.62		
-114.14   	299.99   	225.53   	 381.48		117.25   	 752.79		
-115.97   	310.36   	227.06   	 345.88		120.26   	 752.79		
-125.73   	330.81   	228.44   	 295.01		123.28   	 742.62		
-118.71   	349.43   	229.62   	 249.24		126.25   	 727.36		
-111.39   	354.61   	230.62   	 188.20		129.16   	 701.93		
-94.91   	365.60   	231.37   	 137.33		131.96   	 661.24		
-79.96   	362.24   	231.92   	  86.47		134.61   	 625.63		
-66.53   	356.75   	232.27   	  50.86		137.11   	 579.86		
-57.68   	353.70   	232.47   	  35.61		139.43   	 539.16		
-60.42   	339.05   	232.61   	  35.61		141.59   	 508.65		
-58.59   	325.01   	232.76   	  45.78		143.62   	 483.21		
-66.22   	304.57   	232.94   	  55.95		145.55   	 452.69		
-70.50   	286.87   	233.16   	  66.12		147.36   	 432.35		
-65.31   	266.72   	233.43   	  71.21		149.09   	 422.18		
-67.75   	244.45   	233.71   	  61.04		150.78   	 412.00		
-60.42   	223.69   	233.96   	  35.61		152.43   	 401.83		
-65.92   	198.97   	234.10   	   5.09		154.04   	 386.57		
-74.16   	162.96   	234.12(S)	 -40.69		155.58   	 371.31		
-61.04   	136.72   	233.96   	 -81.38		157.07   	 361.14		
-51.57   	112.00   	233.63   	-132.25		158.51   	 335.71		
-43.64   	 82.40   	233.10   	-183.11		159.86   	 320.45		
-43.95   	 61.65   	232.37   	-228.89		161.14   	 295.01		
-57.07   	 39.37   	231.45   	-269.58		162.32   	 274.67		
-79.65   	 12.51   	230.38   	-320.45		163.42   	 244.15		
-91.25   	-13.73   	229.09   	-361.14		164.39   	 223.80		
-95.83   	-18.92   	227.65   	-396.74		165.29   	 188.20		
-111.08   	-29.60   	226.06   	-442.52		166.04   	 167.85		
-103.15   	-32.65   	224.29   	-483.21		166.71   	 132.25		
-101.01   	-26.55   	222.36   	-523.90		167.24   	 101.73		
-90.64   	-41.20   	220.26   	-569.68		167.65   	  71.21		
-71.41   	-52.49   	217.98   	-630.72		167.93   	  35.61		
-73.85   	-59.51   	215.46   	-691.76		168.08(S)	  -5.09		
-72.33   	-77.82   	212.69   	-762.97		168.06   	 -40.69		
-81.79   	-89.72   	209.64   	-839.26		167.89   	 -86.47		
-96.74   	-103.15   	206.29   	-900.30		167.55   	-127.16		
-93.38   	-105.59   	202.68   	-966.43		167.04   	-172.94		
-100.71   	-110.47   	198.82   	-1022.38		166.35   	-213.63		
-106.81   	-116.88   	194.73   	-1057.98		165.49   	-249.24		
-94.91   	-108.03   	190.50   	-1083.41		164.50   	-289.93		
-97.96   	-115.66   	186.16   	-1103.76		163.34   	-320.45		
-110.17   	-123.60   	181.75   	-1113.93		162.05   	-356.05		
-112.30   	-120.85   	177.29   	-1119.02		160.63   	-386.57		
-112.92   	-128.78   	172.82   	-1124.11		159.08   	-412.00		
-113.22   	-133.67   	168.32   	-1134.28		157.44   	-432.35		
-96.13   	-132.75   	163.78   	-1144.45		155.71   	-457.78		
-83.92   	-128.48   	159.21   	-1169.88		153.88   	-478.13		
-93.38   	-125.43   	154.53   	-1200.40		151.96   	-493.39		
-92.77   	-130.31   	149.72   	-1236.01		149.99   	-508.65		
-99.49   	-130.62   	144.78   	-1291.96		147.95   	-518.82		
-97.05   	-121.77   	139.61   	-1337.74		145.88   	-534.08		
-100.10   	-133.97   	134.26   	-1388.60		143.74   	-539.16		
-102.54   	-130.00   	128.71   	-1429.29		141.59   	-544.25		
-103.76   	-123.60   	122.99   	-1475.07		139.41   	-544.25		
-104.06   	-118.71   	117.09   	-1500.50		137.23   	-539.16		
-100.10   	-115.97   	111.09   	-1515.76		135.08   	-534.08		
-101.01   	-100.71   	105.03   	-1520.85		132.94   	-518.82		
-102.23   	-94.60   	 98.94   	-1510.68		130.86   	-508.65		
-104.98   	-101.62   	 92.90   	-1485.24		128.83   	-488.30		
-101.93   	-97.96   	 86.96   	-1449.64		126.88   	-473.04		
-105.59   	-93.69   	 81.16   	-1403.86		124.98   	-447.61		
-108.64   	-96.13   	 75.54   	-1347.91		123.19   	-427.26		
-112.30   	-86.98   	 70.15   	-1281.79		121.48   	-406.92		
-123.60   	-80.26   	 65.03   	-1215.66		119.86   	-386.57		
-122.99   	-79.96   	 60.16   	-1144.45		118.31   	-371.31		
-122.38   	-76.29   	 55.58   	-1068.15		116.83   	-345.88		
-127.87   	-77.51   	 51.31   	-996.94		115.44   	-335.71		
-117.80   	-73.24   	 47.32   	-925.73		114.10   	-315.36		
-112.30   	-65.00   	 43.62   	-859.61		112.84   	-300.10		
-106.81   	-57.37   	 40.18   	-788.40		111.64   	-289.93		
-97.05   	-55.24   	 37.03   	-717.19		110.48   	-269.58		
-104.06   	-55.85   	 34.16   	-651.07		109.40   	-259.41		
-115.97   	-55.85   	 31.56   	-584.94		108.36   	-244.15		
-115.05   	-62.56   	 29.22   	-518.82		107.39   	-233.98		
-115.97   	-55.54   	 27.14   	-467.95		106.45   	-223.80		
-119.63   	-50.05   	 25.27   	-417.09		105.55   	-218.72		
-110.17   	-54.02   	 23.60   	-376.40		104.68   	-213.63		
-107.73   	-46.39   	 22.10   	-340.79		103.82   	-213.63		
