  I     	  II     	  AOp     	  AOp'		
877.08   	-2009.89   	 -2.58   	  91.56		
909.73   	-2450.26   	 -2.22   	 101.73		
928.96   	-2725.83   	 -1.81   	 106.82		
939.64   	-2832.03   	 -1.38   	 106.82		
941.16   	-2815.86   	 -0.96   	 106.82		
926.51   	-2740.78   	 -0.53   	 101.73		
886.23   	-2648.62   	 -0.12   	  96.64		
813.29   	-2547.00   	  0.26   	  86.47		
708.92   	-2418.82   	  0.61   	  86.47		
582.89   	-2242.13   	  0.96   	  76.30		
455.02   	-2010.80   	  1.26   	  76.30		
345.76   	-1742.55   	  1.57   	  76.30		
267.03   	-1470.64   	  1.87   	  81.38		
213.62   	-1224.06   	  2.20   	  86.47		
164.79   	-1009.22   	  2.54   	 106.82		
 98.57   	-809.33   	  2.97   	 122.07		
  9.16   	-603.03   	  3.46   	 152.59		
-85.75   	-388.18   	  4.07   	 178.03		
-158.69   	-188.29   	  4.78   	 213.63		
-191.35   	-32.04   	  5.64   	 244.15		
-188.29   	 69.27   	  6.61   	 284.84		
-173.65   	127.87   	  7.75   	 310.27		
-168.46   	165.41   	  8.99   	 345.88		
-178.53   	197.75   	 10.38   	 366.22		
-194.70   	227.05   	 11.84   	 391.66		
-205.38   	248.72   	 13.41   	 412.00		
-207.21   	261.23   	 15.06   	 432.35		
-204.77   	267.33   	 16.79   	 447.61		
-204.16   	272.83   	 18.58   	 457.78		
-207.52   	280.76   	 20.41   	 478.13		
-212.10   	290.22   	 22.32   	 493.39		
-216.06   	298.77   	 24.29   	 513.73		
-218.81   	303.96   	 26.35   	 523.90		
-220.03   	307.01   	 28.44   	 539.16		
-220.64   	309.45   	 30.60   	 554.42		
-220.34   	313.42   	 32.82   	 574.77		
-220.03   	318.60   	 35.12   	 584.94		
-220.34   	323.49   	 37.46   	 600.20		
-222.47   	325.93   	 39.86   	 615.46		
-226.44   	325.32   	 42.32   	 630.72		
-231.02   	323.79   	 44.84   	 651.07		
-234.68   	323.49   	 47.45   	 666.32		
-236.82   	325.62   	 50.11   	 676.50		
-237.73   	330.20   	 52.82   	 696.84		
-238.04   	336.30   	 55.61   	 696.84		
-239.26   	342.71   	 58.39   	 696.84		
-241.09   	348.82   	 61.18   	 686.67		
-243.84   	353.70   	 63.93   	 666.32		
-246.58   	357.67   	 66.59   	 630.72		
-249.94   	360.72   	 69.11   	 595.11		
-253.91   	364.07   	 71.50   	 539.16		
-258.79   	368.35   	 73.65   	 493.39		
-264.28   	374.15   	 75.63   	 437.43		
-270.08   	381.77   	 77.38   	 391.66		
-275.27   	391.54   	 78.94   	 335.71		
-280.15   	403.44   	 80.28   	 295.01		
-285.03   	418.09   	 81.46   	 259.41		
-290.22   	434.88   	 82.50   	 228.89		
-295.10   	453.19   	 83.42   	 203.46		
-299.68   	472.11   	 84.23   	 172.94		
-303.04   	492.25   	 84.92   	 162.77		
-305.48   	514.83   	 85.57   	 142.42		
-307.62   	540.47   	 86.14   	 127.16		
-309.45   	568.85   	 86.65   	 111.90		
-310.67   	598.14   	 87.10   	 111.90		
-310.67   	627.75   	 87.55   	 106.82		
-308.23   	657.04   	 87.98   	 111.90		
-303.96   	686.65   	 88.42   	 116.99		
-299.07   	715.03   	 88.89   	 132.25		
-294.49   	740.36   	 89.42   	 137.33		
-290.83   	760.80   	 89.97   	 152.59		
-288.39   	775.15   	 90.58   	 157.68		
-285.34   	784.30   	 91.21   	 167.85		
-281.68   	789.18   	 91.88   	 162.77		
-276.79   	790.10   	 92.53   	 162.77		
-270.69   	787.96   	 93.18   	 157.68		
-263.67   	781.56   	 93.81   	 147.51		
-256.35   	771.18   	 94.40   	 137.33		
-249.33   	756.53   	 94.95   	 122.07		
-243.53   	739.14   	 95.44   	 101.73		
-238.34   	718.69   	 95.85   	  81.38		
-233.15   	695.50   	 96.17   	  50.86		
-227.05   	669.25   	 96.38   	  20.35		
-220.03   	640.87   	 96.46   	 -15.26		
-212.10   	612.79   	 96.40   	 -55.95		
-203.25   	587.77   	 96.17   	 -91.56		
-193.18   	567.02   	 95.81   	-137.33		
-182.19   	548.71   	 95.26   	-178.03		
-170.90   	529.17   	 94.55   	-213.63		
-160.52   	505.68   	 93.69   	-254.32		
-150.76   	477.91   	 92.68   	-295.01		
-141.91   	448.00   	 91.50   	-335.71		
-133.06   	418.09   	 90.15   	-386.57		
-123.60   	389.71   	 88.61   	-432.35		
-112.92   	361.33   	 86.88   	-473.04		
-101.01   	331.42   	 84.98   	-493.39		
-89.11   	299.38   	 83.01   	-508.65		
-77.51   	268.25   	 80.98   	-498.47		
-66.53   	240.48   	 78.98   	-478.13		
-56.15   	217.59   	 77.07   	-447.61		
-45.78   	197.75   	 75.28   	-422.18		
-35.40   	176.70   	 73.59   	-406.92		
-25.63   	151.06   	 71.96   	-406.92		
-16.78   	119.32   	 70.34   	-437.43		
 -8.54   	 83.62   	 68.59   	-467.95		
 -0.61   	 47.30   	 66.71   	-518.82		
  6.41   	 14.65   	 64.64   	-564.60		
 11.29   	 -9.77   	 62.38   	-620.55		
 12.51   	-21.67   	 59.90   	-666.32		
 10.99   	-20.75   	 57.23   	-707.02		
  7.93   	-11.29   	 54.40   	-747.71		
  3.97   	 -0.61   	 51.41   	-778.23		
 -0.92   	  3.05   	 48.30   	-798.57		
 -7.63   	 -4.58   	 45.11   	-818.92		
-15.56   	-22.28   	 41.83   	-808.75		
-22.58   	-44.25   	 38.60   	-793.49		
-26.86   	-63.78   	 35.42   	-747.71		
-28.08   	-75.68   	 32.43   	-696.84		
-28.08   	-79.35   	 29.64   	-625.63		
-28.38   	-78.13   	 27.14   	-544.25		
-29.91   	-75.99   	 24.96   	-467.95		
-32.65   	-74.77   	 23.09   	-386.57		
-34.79   	-74.77   	 21.55   	-305.19		
-36.32   	-74.46   	 20.33   	-233.98		
-36.32   	-73.24   	 19.39   	-167.85		
-36.01   	-70.80   	 18.72   	-106.82		
-35.71   	-68.36   	 18.29   	 -71.21		
-36.62   	-66.53   	 18.01   	 -35.61		
-39.06   	-63.17   	 17.86   	 -25.43		
-43.03   	-55.54   	 17.76   	 -35.61		
-48.83   	-39.37   	 17.62   	 -50.86		
-57.07   	-12.21   	 17.42   	 -81.38		
-67.75   	 27.16   	 17.09   	-116.99		
