  I     	  II     	  AOp     	  AOp'		  FA     	  FA'		
-17.70   	-25.02   	128.61   	-233.98		132.88   	-406.92		
-13.73   	 -3.05   	127.67   	-233.98		131.25   	-391.66		
-11.60   	 16.78   	126.73   	-223.80		129.68   	-376.40		
-11.60   	 31.43   	125.84   	-223.80		128.18   	-366.22		
-12.21   	 39.67   	124.94   	-218.72		126.71   	-350.97		
-11.90   	 41.50   	124.07   	-213.63		125.31   	-335.71		
 -9.77   	 40.59   	123.21   	-213.63		123.97   	-325.53		
 -7.02   	 41.81   	122.36   	-213.63		122.66   	-310.27		
 -4.88   	 46.08   	121.51   	-208.54		121.42   	-300.10		
 -4.27   	 50.96   	120.67   	-203.46		120.22   	-279.75		
 -5.19   	 51.27   	119.86   	-203.46		119.10   	-274.67		
 -5.80   	 44.86   	119.04   	-198.37		118.01   	-259.41		
 -3.97   	 36.32   	118.25   	-198.37		116.97   	-249.24		
  2.75   	 35.40   	117.46   	-193.29		115.97   	-239.06		
 13.43   	 46.69   	116.68   	-188.20		115.01   	-228.89		
 25.02   	 66.83   	115.93   	-183.11		114.10   	-223.80		
 32.04   	 84.84   	115.20   	-183.11		113.20   	-208.54		
 30.21   	 88.81   	114.47   	-172.94		112.37   	-198.37		
 20.45   	 74.46   	113.77   	-172.94		111.58   	-198.37		
  7.63   	 45.47   	113.08   	-167.85		110.78   	-183.11		
 -3.36   	  7.93   	112.41   	-162.77		110.05   	-178.03		
-10.68   	-32.96   	111.76   	-157.68		109.34   	-172.94		
-14.95   	-73.85   	111.13   	-157.68		108.65   	-162.77		
-18.31   	-110.17   	110.50   	-157.68		108.00   	-157.68		
-21.67   	-137.33   	109.87   	-147.51		107.36   	-152.59		
-24.11   	-152.28   	109.28   	-152.59		106.75   	-142.42		
-25.02   	-156.56   	108.67   	-147.51		106.18   	-142.42		
-23.80   	-155.33   	108.08   	-142.42		105.62   	-132.25		
-20.75   	-154.42   	107.51   	-147.51		105.09   	-132.25		
-17.09   	-155.94   	106.92   	-142.42		104.56   	-127.16		
-14.34   	-158.69   	106.35   	-142.42		104.05   	-116.99		
-14.04   	-161.74   	105.78   	-142.42		103.58   	-116.99		
-16.48   	-164.79   	105.21   	-137.33		103.11   	-116.99		
-20.14   	-168.15   	104.66   	-137.33		102.64   	-111.90		
-22.58   	-170.29   	104.11   	-142.42		102.20   	-106.82		
-22.58   	-170.59   	103.54   	-132.25		101.77   	-106.82		
-20.45   	-167.85   	103.01   	-137.33		101.34   	-101.73		
-18.01   	-164.18   	102.46   	-132.25		100.94   	-106.82		
-16.17   	-161.44   	101.93   	-127.16		100.51   	 -96.64		
-15.87   	-161.74   	101.42   	-127.16		100.12   	-101.73		
-17.09   	-163.27   	100.92   	-127.16		 99.71   	 -96.64		
-17.70   	-163.27   	100.41   	-116.99		 99.33   	 -96.64		
-17.09   	-160.83   	 99.94   	-116.99		 98.94   	 -96.64		
-15.87   	-156.25   	 99.47   	-111.90		 98.56   	 -91.56		
-13.73   	-152.28   	 99.02   	-106.82		 98.19   	 -96.64		
-13.12   	-151.37   	 98.60   	-106.82		 97.80   	 -91.56		
-14.34   	-152.89   	 98.17   	 -96.64		 97.44   	 -86.47		
-16.48   	-154.11   	 97.78   	-101.73		 97.09   	 -91.56		
-18.31   	-152.89   	 97.37   	 -96.64		 96.72   	 -86.47		
-18.62   	-148.93   	 96.99   	 -96.64		 96.38   	 -86.47		
-17.40   	-144.04   	 96.60   	 -96.64		 96.03   	 -86.47		
-15.26   	-140.69   	 96.22   	 -96.64		 95.69   	 -81.38		
-12.82   	-140.08   	 95.83   	-101.73		 95.36   	 -81.38		
-10.99   	-141.60   	 95.42   	-101.73		 95.04   	 -81.38		
-10.07   	-142.82   	 95.01   	-101.73		 94.71   	 -76.30		
 -9.16   	-141.91   	 94.61   	-101.73		 94.40   	 -81.38		
 -9.16   	-137.94   	 94.20   	-106.82		 94.08   	 -76.30		
 -9.16   	-132.14   	 93.77   	-106.82		 93.77   	 -81.38		
 -9.16   	-126.95   	 93.35   	-106.82		 93.45   	 -81.38		
-10.38   	-124.82   	 92.92   	-106.82		 93.12   	 -76.30		
-12.21   	-125.43   	 92.49   	-106.82		 92.82   	 -81.38		
-14.04   	-127.26   	 92.06   	-106.82		 92.49   	 -81.38		
-14.34   	-127.26   	 91.64   	-101.73		 92.17   	 -86.47		
-13.12   	-125.12   	 91.23   	-101.73		 91.82   	 -81.38		
-11.60   	-122.07   	 90.82   	-101.73		 91.50   	 -86.47		
-10.68   	-119.32   	 90.42   	-101.73		 91.15   	 -86.47		
-10.99   	-117.49   	 90.01   	 -96.64		 90.80   	 -86.47		
-12.21   	-116.88   	 89.62   	 -91.56		 90.46   	 -91.56		
-13.73   	-116.58   	 89.26   	 -91.56		 90.09   	 -86.47		
-14.95   	-115.36   	 88.89   	 -86.47		 89.75   	 -91.56		
-15.56   	-113.53   	 88.54   	 -86.47		 89.38   	 -86.47		
-14.95   	-111.08   	 88.20   	 -81.38		 89.03   	 -91.56		
-13.43   	-108.34   	 87.87   	 -81.38		 88.67   	 -91.56		
-11.60   	-106.51   	 87.55   	 -81.38		 88.30   	 -86.47		
-10.07   	-106.20   	 87.22   	 -76.30		 87.95   	 -91.56		
 -9.46   	-105.90   	 86.92   	 -76.30		 87.59   	 -91.56		
 -9.16   	-105.29   	 86.61   	 -76.30		 87.22   	 -86.47		
 -9.46   	-104.68   	 86.31   	 -76.30		 86.88   	 -86.47		
 -9.77   	-104.98   	 86.00   	 -71.21		 86.53   	 -86.47		
-10.38   	-104.98   	 85.72   	 -71.21		 86.18   	 -86.47		
-11.29   	-103.45   	 85.43   	 -71.21		 85.84   	 -86.47		
-12.82   	-97.35   	 85.15   	 -71.21		 85.49   	 -86.47		
-18.01   	-83.92   	 84.86   	 -66.12		 85.15   	 -81.38		
-30.21   	-61.34   	 84.60   	 -66.12		 84.82   	 -81.38		
-48.22   	-25.33   	 84.33   	 -66.12		 84.50   	 -81.38		
-65.92   	 33.57   	 84.07   	 -66.12		 84.17   	 -81.38		
-72.63   	130.00   	 83.80   	 -61.04		 83.85   	 -81.38		
-58.59   	276.49   	 83.56   	 -66.12		 83.52   	 -76.30		
-16.78   	475.16   	 83.30   	 -61.04		 83.21   	 -76.30		
 54.63   	704.96   	 83.05   	-116.99		 82.91   	-147.51		
269.78   	1021.42   	 82.58   	 -55.95		 82.32   	 -71.21		
392.15   	949.71   	 82.36   	 -55.95		 82.03   	 -66.12		
501.40   	672.30   	 82.14   	 -55.95		 81.77   	 -71.21		
581.97   	233.46   	 81.91   	 -50.86		 81.48   	 -66.12		
622.56   	-263.98   	 81.71   	 -55.95		 81.22   	 -66.12		
621.03   	-701.29   	 81.48   	 -50.86		 80.96   	 -61.04		
583.80   	-1004.64   	 81.28   	 -50.86		 80.71   	 -66.12		
522.77   	-1164.86   	 81.08   	 -55.95		 80.45   	 -55.95		
451.66   	-1208.50(R)	 80.85   	 -50.86		 80.22   	 -61.04		
381.47   	-1166.99   	 80.65   	 -50.86		 79.98   	 -55.95		
317.99   	-1062.01   	 80.45   	 -50.86		 79.76   	 -55.95		
260.93   	-906.68   	 80.24   	 -45.78		 79.53   	 -55.95		
204.47   	-714.42   	 80.06   	 -45.78		 79.31   	 -50.86		
143.13   	-508.12   	 79.88   	 -45.78		 79.10   	 -55.95		
 76.60   	-315.25   	 79.69   	 -40.69		 78.88   	 -50.86		
 12.82   	-159.00   	 79.53   	 -40.69		 78.68   	 -45.78		
-36.93   	-54.32   	 79.37   	 -35.61		 78.49   	 -50.86		
-62.87   	 -4.27   	 79.23   	 -30.52		 78.29   	 -45.78		
-65.31   	  3.97   	 79.10   	 -20.35		 78.11   	 -50.86		
-55.54   	 -6.41   	 79.02   	 -15.26		 77.90   	 -40.69		
-46.69   	-13.43   	 78.96(D)	   0.00		 77.74   	 -40.69		
-45.47   	 -7.93   	 78.96   	  15.26		 77.58   	 -40.69		
-51.27   	  6.10   	 79.02   	  45.78		 77.42   	 -40.69		
-57.68   	 20.14   	 79.21   	  76.30		 77.25   	 -30.52		
-60.73   	 28.08   	 79.51   	 111.90		 77.13   	 -25.43		
-60.12   	 30.52   	 79.96   	 157.68		 77.03   	 -25.43		
-58.29   	 31.13   	 80.59   	 193.29		 76.93   	 -10.17		
-57.68   	 33.26   	 81.36   	 239.06		 76.89   	  -5.09		
-58.29   	 37.84   	 82.32   	 284.84		 76.87(D)	  15.26		
-58.59   	 44.25   	 83.46   	 320.45		 76.93   	  25.43		
-58.29   	 51.57   	 84.74   	 371.31		 77.03   	  50.86		
-57.07   	 58.29   	 86.23   	 406.92		 77.23   	  76.30		
-56.46   	 63.17   	 87.85   	 447.61		 77.54   	 106.82		
-57.07   	 66.83   	 89.64   	 488.30		 77.97   	 142.42		
-58.59   	 69.89   	 91.60   	 513.73		 78.53   	 183.11		
-59.81   	 74.77   	 93.65   	 544.25		 79.27   	 223.80		
-59.20   	 82.40   	 95.83   	 564.60		 80.16   	 274.67		
-56.46   	 92.16   	 98.09   	 584.94		 81.26   	 315.36		
-54.32   	102.23   	100.43   	 600.20		 82.52   	 361.14		
-54.63   	111.39   	102.83   	 610.37		 83.97   	 406.92		
-56.76   	119.02   	105.27   	 615.46		 85.59   	 452.69		
-58.90   	126.34   	107.73   	 620.55		 87.41   	 498.47		
-59.51   	134.58   	110.21   	 615.46		 89.40   	 539.16		
-58.90   	144.04   	112.68   	 620.55		 91.56   	 574.77		
-58.29   	154.72   	115.16   	 615.46		 93.86   	 610.37		
-58.59   	167.24   	117.62   	 610.37		 96.30   	 645.98		
-59.51   	180.97   	120.06   	 605.29		 98.88   	 671.41		
-59.81   	196.53   	122.48   	 600.20		101.57   	 696.84		
-60.12   	213.32   	124.88   	 590.03		104.35   	 722.28		
-61.04   	231.63   	127.24   	 584.94		107.24   	 742.62		
-62.56   	250.85   	129.58   	 579.86		110.21   	 752.79		
-63.48   	271.91   	131.90   	 569.68		113.22   	 762.97		
-61.65   	295.10   	134.18   	 564.60		116.28   	 773.14		
-58.29   	319.82   	136.44   	 554.42		119.37   	 773.14		
-56.15   	344.54   	138.66   	 544.25		122.46   	 773.14		
-57.68   	369.26   	140.83   	 534.08		125.55   	 773.14		
-60.73   	394.59   	142.97   	 523.90		128.65   	 768.05		
-62.56   	421.75   	145.07   	 513.73		131.72   	 757.88		
-61.34   	451.05   	147.12   	 503.56		134.75   	 747.71		
-58.59   	482.79   	149.13   	 488.30		137.74   	 737.54		
-57.68   	514.53   	151.09   	 473.04		140.69   	 717.19		
-60.42   	543.82   	152.98   	 462.87		143.56   	 707.02		
-65.00   	569.46   	154.83   	 447.61		146.39   	 686.67		
-68.05   	591.74   	156.62   	 432.35		149.13   	 666.32		
-67.44   	611.27   	158.35   	 417.09		151.80   	 640.89		
-64.09   	629.88   	160.02   	 406.92		154.36   	 625.63		
-60.12   	647.58   	161.65   	 381.48		156.87   	 600.20		
-58.29   	664.06   	163.17   	 371.31		159.27   	 569.68		
-60.12   	676.27   	164.66   	 350.97		161.55   	 549.34		
-64.70   	682.98   	166.06   	 330.62		163.74   	 523.90		
-70.19   	682.98   	167.38   	 305.19		165.84   	 493.39		
-72.94   	675.96   	168.61   	 279.75		167.81   	 467.95		
-71.11   	662.23   	169.72   	 264.50		169.68   	 437.43		
-65.92   	641.78   	170.78   	 249.24		171.43   	 406.92		
-61.04   	613.40   	171.78   	 233.98		173.06   	 381.48		
-58.59   	576.78   	172.72   	 228.89		174.59   	 356.05		
-58.90   	532.53   	173.63   	 208.54		176.01   	 325.53		
-59.20   	481.87   	174.47   	 198.37		177.31   	 295.01		
-56.46   	427.86   	175.26   	 172.94		178.49   	 274.67		
-50.35   	372.92   	175.95   	 157.68		179.59   	 244.15		
-43.03   	318.91   	176.58   	 132.25		180.57   	 213.63		
-36.32   	267.03   	177.11   	 116.99		181.42   	 193.29		
-32.35   	216.98   	177.58   	  91.56		182.20   	 162.77		
-31.13   	168.15   	177.94   	  66.12		182.85   	 132.25		
-31.13   	121.77   	178.21   	  40.69		183.38   	 111.90		
-29.60   	 79.35   	178.37   	   5.09		183.82   	  86.47		
-26.25   	 43.03   	178.39(S)	 -20.35		184.17   	  55.95		
-21.36   	 14.34   	178.31   	 -50.86		184.39   	  25.43		
-16.78   	 -8.54   	178.11   	 -86.47		184.50(S)	   0.00		
-14.04   	-28.08   	177.76   	-122.07		184.50   	 -25.43		
-13.43   	-46.08   	177.27   	-157.68		184.39   	 -55.95		
-13.73   	-63.17   	176.64   	-198.37		184.17   	 -86.47		
-13.43   	-78.13   	175.85   	-233.98		183.82   	-116.99		
-12.21   	-90.03   	174.91   	-279.75		183.36   	-147.51		
-10.99   	-97.96   	173.79   	-320.45		182.77   	-183.11		
-10.38   	-103.45   	172.51   	-350.97		182.03   	-208.54		
 -9.77   	-108.03   	171.11   	-386.57		181.20   	-249.24		
 -8.85   	-112.30   	169.56   	-412.00		180.20   	-279.75		
 -7.02   	-116.27   	167.91   	-427.26		179.08   	-315.36		
 -5.80   	-118.71   	166.20   	-437.43		177.82   	-350.97		
 -6.71   	-120.24   	164.46   	-442.52		176.42   	-376.40		
 -9.16   	-120.54   	162.69   	-447.61		174.91   	-406.92		
-11.29   	-120.54   	160.89   	-442.52		173.29   	-437.43		
-10.68   	-120.24   	159.12   	-437.43		171.54   	-457.78		
 -7.63   	-119.63   	157.37   	-422.18		169.70   	-478.13		
 -4.58   	-117.80   	155.69   	-417.09		167.79   	-493.39		
 -4.58   	-115.36   	154.02   	-396.74		165.82   	-503.56		
 -8.24   	-113.53   	152.43   	-381.48		163.80   	-518.82		
-12.82   	-112.00   	150.90   	-371.31		161.73   	-518.82		
-15.56   	-110.47   	149.42   	-350.97		159.65   	-518.82		
-15.26   	-108.34   	148.02   	-335.71		157.58   	-518.82		
-13.12   	-104.37   	146.67   	-320.45		155.50   	-518.82		
-10.99   	-96.74   	145.39   	-315.36		153.43   	-508.65		
-10.07   	-84.84   	144.13   	-295.01		151.39   	-493.39		
-10.38   	-67.44   	142.95   	-289.93		149.42   	-488.30		
-10.68   	-46.08   	141.79   	-284.84		147.47   	-473.04		
-11.29   	-23.50   	140.65   	-274.67		145.57   	-462.87		
-12.21   	 -2.14   	139.55   	-269.58		143.72   	-442.52		
-13.73   	 16.48   	138.47   	-259.41		141.95   	-432.35		
-14.65   	 31.13   	137.44   	-259.41		140.22   	-412.00		
-13.73   	 41.20   	136.40   	-254.32		138.58   	-401.83		
-10.07   	 47.00   	135.38   	-254.32		136.97   	-381.48		
 -4.58   	 49.74   	134.36   	-244.15		135.44   	-366.22		
  0.31   	 52.80   	133.39   	-249.24		133.98   	-350.97		
  3.05   	 56.15   	132.39   	-239.06		132.57   	-335.71		
  2.75   	 57.68   	131.43   	-239.06		131.23   	-325.53		
  0.31   	 54.02   	130.48   	-239.06		129.93   	-310.27		
 -2.14   	 44.25   	129.52   	-233.98		128.69   	-295.01		
 -2.44   	 33.87   	128.59   	-228.89		127.51   	-284.84		
  0.61   	 30.82   	127.67   	-223.80		126.37   	-269.58		
  7.32   	 39.37   	126.77   	-223.80		125.29   	-264.50		
 15.87   	 55.85   	125.88   	-218.72		124.23   	-249.24		
 23.80   	 71.11   	125.00   	-208.54		123.23   	-239.06		
 28.08   	 76.29   	124.17   	-208.54		122.28   	-228.89		
 25.94   	 66.83   	123.34   	-203.46		121.36   	-223.80		
 17.40   	 43.95   	122.52   	-198.37		120.47   	-213.63		
  4.27   	 10.99   	121.73   	-193.29		119.61   	-203.46		
 -8.24   	-28.08   	120.96   	-188.20		118.80   	-198.37		
-15.87   	-68.97   	120.20   	-183.11		118.01   	-188.20		
-17.09   	-107.12   	119.47   	-183.11		117.25   	-183.11		
-13.73   	-137.63   	118.74   	-178.03		116.52   	-178.03		
-11.60   	-156.86   	118.03   	-172.94		115.81   	-167.85		
-13.43   	-165.10   	117.33   	-172.94		115.14   	-162.77		
-18.92   	-166.02   	116.64   	-167.85		114.49   	-157.68		
-23.50   	-164.18   	115.97   	-162.77		113.86   	-152.59		
-24.72   	-163.27   	115.32   	-167.85		113.24   	-147.51		
-21.67   	-164.79   	114.65   	-157.68		112.65   	-142.42		
-17.09   	-168.15   	114.02   	-162.77		112.09   	-137.33		
-14.65   	-171.81   	113.37   	-157.68		111.54   	-137.33		
-14.95   	-175.17   	112.74   	-157.68		110.99   	-132.25		
-18.01   	-177.00   	112.11   	-152.59		110.46   	-127.16		
-21.06   	-177.92   	111.49   	-152.59		109.95   	-127.16		
-23.19   	-178.22   	110.88   	-152.59		109.44   	-127.16		
-22.89   	-177.00   	110.27   	-142.42		108.93   	-122.07		
-21.36   	-173.95   	109.70   	-147.51		108.44   	-116.99		
-19.84   	-168.76   	109.11   	-137.33		107.98   	-116.99		
-19.53   	-163.57   	108.57   	-137.33		107.51   	-116.99		
-20.14   	-160.83   	108.02   	-132.25		107.04   	-111.90		
-20.45   	-161.13   	107.49   	-127.16		106.59   	-111.90		
-18.92   	-163.27   	106.98   	-127.16		106.14   	-111.90		
-15.87   	-164.49   	106.47   	-122.07		105.70   	-111.90		
-13.43   	-163.27   	105.98   	-116.99		105.25   	-106.82		
-13.12   	-159.91   	105.51   	-116.99		104.82   	-106.82		
-15.87   	-155.64   	105.05   	-106.82		104.39   	-101.73		
-19.53   	-152.59   	104.62   	-111.90		103.99   	-101.73		
-22.28   	-151.06   	104.17   	-106.82		103.58   	-101.73		
-22.28   	-150.15   	103.74   	-111.90		103.17   	-101.73		
-19.84   	-149.23   	103.30   	-106.82		102.77   	 -96.64		
-16.78   	-147.09   	102.87   	-106.82		102.38   	 -96.64		
-14.65   	-144.04   	102.44   	-111.90		101.99   	 -91.56		
-14.04   	-141.60   	101.99   	-111.90		101.63   	 -91.56		
-13.73   	-140.08   	101.55   	-111.90		101.26   	 -96.64		
-12.21   	-139.77   	101.10   	-111.90		100.87   	 -86.47		
-10.07   	-138.85   	100.65   	-116.99		100.53   	 -91.56		
 -8.85   	-137.63   	100.18   	-116.99		100.16   	 -91.56		
-10.68   	-137.02   	 99.71   	-116.99		 99.80   	 -91.56		
-15.26   	-137.63   	 99.25   	-122.07		 99.43   	 -96.64		
-20.14   	-139.16   	 98.76   	-116.99		 99.04   	 -91.56		
-21.67   	-139.47   	 98.29   	-116.99		 98.68   	 -91.56		
-19.23   	-137.33   	 97.82   	-116.99		 98.31   	 -96.64		
-15.26   	-133.67   	 97.35   	-116.99		 97.92   	 -96.64		
-13.43   	-130.31   	 96.89   	-111.90		 97.54   	-101.73		
-14.95   	-128.78   	 96.44   	-111.90		 97.13   	 -96.64		
-18.01   	-128.48   	 95.99   	-106.82		 96.74   	-101.73		
-19.53   	-128.48   	 95.56   	-106.82		 96.34   	 -96.64		
-18.62   	-126.95   	 95.14   	-101.73		 95.95   	-101.73		
-16.48   	-124.21   	 94.73   	-101.73		 95.54   	-101.73		
-15.56   	-121.46   	 94.32   	 -96.64		 95.14   	-101.73		
-16.48   	-119.32   	 93.94   	 -91.56		 94.73   	-101.73		
-18.01   	-118.41   	 93.57   	 -91.56		 94.32   	-101.73		
-17.40   	-118.41   	 93.20   	 -91.56		 93.92   	-101.73		
-14.34   	-118.71   	 92.84   	 -86.47		 93.51   	-101.73		
-10.38   	-119.63   	 92.49   	 -86.47		 93.10   	 -96.64		
 -7.32   	-119.63   	 92.15   	 -86.47		 92.72   	 -96.64		
 -6.10   	-118.71   	 91.80   	 -86.47		 92.33   	 -96.64		
 -6.71   	-116.58   	 91.45   	 -81.38		 91.94   	 -96.64		
 -8.54   	-113.53   	 91.13   	 -81.38		 91.56   	 -96.64		
-11.90   	-109.56   	 90.80   	 -81.38		 91.17   	 -91.56		
-19.84   	-101.32   	 90.48   	 -76.30		 90.80   	 -91.56		
-33.57   	-83.31   	 90.17   	 -81.38		 90.44   	 -91.56		
-51.27   	-49.74   	 89.85   	 -76.30		 90.07   	 -91.56		
-67.14   	  7.32   	 89.54   	 -71.21		 89.70   	 -86.47		
-72.63   	 97.35   	 89.26   	 -76.30		 89.36   	 -86.47		
-59.20   	230.10   	 88.95   	 -71.21		 89.01   	 -86.47		
-20.14   	409.55   	 88.67   	 -66.12		 88.67   	 -86.47		
 48.52   	622.25   	 88.40   	 -71.21		 88.32   	 -81.38		
145.57   	824.59   	 88.12   	-132.25		 88.00   	-162.77		
391.24   	893.86   	 87.59   	 -66.12		 87.34   	 -76.30		
508.73   	639.65   	 87.32   	 -61.04		 87.04   	 -76.30		
598.14   	210.27   	 87.08   	 -66.12		 86.73   	 -76.30		
646.97   	-300.29   	 86.82   	 -61.04		 86.43   	 -76.30		
650.33   	-769.04   	 86.57   	 -61.04		 86.12   	 -71.21		
613.71   	-1104.74   	 86.33   	 -66.12		 85.84   	 -71.21		
551.76   	-1284.79   	 86.06   	 -55.95		 85.55   	 -71.21		
481.87   	-1333.62(R)	 85.84   	 -61.04		 85.27   	 -66.12		
415.34   	-1286.32   	 85.59   	 -61.04		 85.00   	 -61.04		
356.45   	-1169.74   	 85.35   	 -61.04		 84.76   	 -66.12		
301.21   	-1000.06   	 85.11   	 -55.95		 84.50   	 -61.04		
241.39   	-791.63   	 84.88   	 -50.86		 84.25   	 -61.04		
172.42   	-567.32   	 84.68   	 -55.95		 84.01   	 -61.04		
 97.05   	-357.97   	 84.46   	 -50.86		 83.76   	 -55.95		
 25.02   	-189.51   	 84.25   	 -45.78		 83.54   	 -55.95		
-31.43   	-75.68   	 84.07   	 -40.69		 83.32   	 -55.95		
-63.17   	-18.31   	 83.91   	 -35.61		 83.09   	 -55.95		
-69.89   	 -5.49   	 83.76   	 -35.61		 82.87   	 -50.86		
-62.26   	-13.12   	 83.62   	 -30.52		 82.66   	 -50.86		
-53.71   	-18.92   	 83.50   	 -15.26		 82.46   	 -50.86		
-51.88   	-11.90   	 83.44   	 -10.17		 82.26   	 -45.78		
-55.24   	  4.88   	 83.40(D)	   5.09		 82.07   	 -40.69		
-58.29   	 21.67   	 83.42   	  35.61		 81.91   	 -40.69		
-57.07   	 30.52   	 83.56   	  61.04		 81.75   	 -40.69		
-53.71   	 29.91   	 83.80   	  96.64		 81.59   	 -30.52		
-52.80   	 24.11   	 84.19   	 132.25		 81.46   	 -20.35		
-55.24   	 19.23   	 84.72   	 178.03		 81.38   	 -20.35		
-58.90   	 19.23   	 85.43   	 218.72		 81.30   	  -5.09		
-60.12   	 25.33   	 86.31   	 264.50		 81.28(D)	  10.17		
-58.29   	 34.79   	 87.36   	 300.10		 81.32   	  20.35		
-55.24   	 43.33   	 88.57   	 350.97		 81.40   	  45.78		
-52.80   	 48.83   	 89.97   	 391.66		 81.59   	  71.21		
-52.80   	 51.57   	 91.54   	 432.35		 81.87   	 101.73		
-54.93   	 55.24   	 93.27   	 473.04		 82.28   	 132.25		
-57.98   	 61.65   	 95.16   	 498.47		 82.81   	 178.03		
-60.42   	 70.19   	 97.15   	 534.08		 83.52   	 213.63		
-60.73   	 78.74   	 99.29   	 549.34		 84.37   	 259.41		
-58.90   	 85.14   	101.48   	 574.77		 85.41   	 305.19		
-55.85   	 90.03   	103.78   	 590.03		 86.63   	 350.97		
-54.63   	 95.21   	106.14   	 600.20		 88.04   	 396.74		
-56.15   	102.84   	108.54   	 605.29		 89.62   	 437.43		
-60.12   	113.22   	110.97   	 605.29		 91.37   	 483.21		
-63.78   	125.43   	113.39   	 610.37		 93.31   	 528.99		
-65.31   	138.24   	115.83   	 610.37		 95.42   	 559.51		
-63.78   	151.06   	118.27   	 605.29		 97.66   	 600.20		
-60.12   	163.88   	120.69   	 600.20		100.06   	 635.81		
-57.07   	178.53   	123.09   	 595.11		102.60   	 661.24		
-55.85   	196.23   	125.47   	 590.03		105.25   	 686.67		
-56.76   	216.98   	127.83   	 579.86		108.00   	 712.10		
-59.20   	238.95   	130.15   	 579.86		110.84   	 727.36		
-62.26   	260.01   	132.47   	 574.77		113.75   	 747.71		
-65.31   	278.02   	134.77   	 564.60		116.74   	 757.88		
-67.44   	294.80   	137.03   	 559.51		119.78   	 762.97		
-67.44   	313.72   	139.27   	 554.42		122.83   	 768.05		
-65.00   	338.75   	141.48   	 539.16		125.90   	 773.14		
-60.42   	371.40   	143.64   	 534.08		128.99   	 762.97		
-55.85   	408.33   	145.78   	 518.82		132.04   	 762.97		
-54.02   	444.03   	147.85   	 508.65		135.10   	 752.79		
-54.32   	476.38   	149.89   	 498.47		138.11   	 747.71		
-55.54   	505.68   	151.88   	 478.13		141.10   	 727.36		
-55.85   	534.36   	153.79   	 473.04		144.01   	 717.19		
-56.15   	563.05   	155.69   	 452.69		146.88   	 701.93		
-57.37   	590.21   	157.50   	 442.52		149.68   	 681.58		
-60.73   	611.88   	159.27   	 432.35		152.41   	 661.24		
-65.00   	628.36   	161.00   	 412.00		155.06   	 640.89		
-67.44   	641.48   	162.64   	 396.74		157.62   	 615.46		
-67.14   	654.30   	164.23   	 386.57		160.08   	 595.11		
-64.39   	666.50   	165.78   	 366.22		162.46   	 569.68		
-61.65   	675.05   	167.24   	 356.05		164.74   	 539.16		
-60.73   	676.27   	168.67   	 335.71		166.90   	 518.82		
-62.87   	666.81   	170.01   	 325.53		168.97   	 493.39		
-66.22   	647.89   	171.31   	 305.19		170.95   	 462.87		
-68.66   	621.64   	172.53   	 289.93		172.80   	 437.43		
-68.05   	588.68   	173.69   	 269.58		174.55   	 412.00		
-64.39   	549.32   	174.77   	 254.32		176.19   	 381.48		
-59.20   	504.15   	175.79   	 239.06		177.72   	 356.05		
-54.63   	454.10   	176.74   	 213.63		179.14   	 330.62		
-51.57   	400.70   	177.60   	 198.37		180.47   	 305.19		
-50.05   	345.15   	178.39   	 178.03		181.69   	 274.67		
-48.83   	288.39   	179.10   	 157.68		182.79   	 249.24		
-46.39   	229.80   	179.73   	 142.42		183.78   	 218.72		
-41.81   	172.12   	180.30   	 111.90		184.66   	 198.37		
-36.32   	119.93   	180.75   	  91.56		185.45   	 167.85		
-30.52   	 76.90   	181.12   	  71.21		186.12   	 142.42		
-25.94   	 43.03   	181.40   	  40.69		186.69   	 116.99		
-23.19   	 14.34   	181.57   	  15.26		187.16   	  86.47		
-22.58   	-13.43   	181.63(S)	 -15.26		187.51   	  61.04		
-22.89   	-42.11   	181.57   	 -50.86		187.75   	  30.52		
-22.28   	-67.44   	181.36   	 -81.38		187.87   	   5.09		
-19.84   	-85.75   	181.04   	-122.07		187.89(S)	 -30.52		
-16.17   	-96.74   	180.55   	-162.77		187.77   	 -55.95		
-12.21   	-103.76   	179.90   	-198.37		187.55   	 -86.47		
 -9.46   	-112.00   	179.10   	-244.15		187.20   	-122.07		
 -8.54   	-123.29   	178.13   	-289.93		186.71   	-152.59		
 -9.16   	-135.50   	176.97   	-325.53		186.10   	-193.29		
-10.99   	-144.04   	175.67   	-371.31		185.33   	-223.80		
-12.51   	-147.40   	174.18   	-396.74		184.43   	-259.41		
-13.43   	-147.09   	172.59   	-422.18		183.40   	-295.01		
-13.12   	-146.18   	170.90   	-442.52		182.22   	-330.62		
-12.21   	-147.09   	169.13   	-452.69		180.89   	-366.22		
-10.99   	-149.23   	167.32   	-457.78		179.43   	-401.83		
-10.68   	-150.45   	165.49   	-462.87		177.82   	-427.26		
-11.29   	-148.32   	163.64   	-457.78		176.11   	-452.69		
-12.51   	-143.43   	161.81   	-447.61		174.30   	-478.13		
-13.73   	-139.16   	160.02   	-437.43		172.39   	-498.47		
-15.56   	-138.85   	158.27   	-427.26		170.40   	-513.73		
-18.62   	-143.13   	156.56   	-406.92		168.34   	-528.99		
-21.97   	-148.93   	154.93   	-386.57		166.23   	-528.99		
-24.41   	-150.76   	153.39   	-371.31		164.11   	-539.16		
-24.41   	-145.87   	151.90   	-356.05		161.95   	-534.08		
