  I     	  II     	  AO     	  AO'		  FA     	  FA'		
-41.81   	-66.22   	 86.33   	 -96.64		 88.00   	 -76.30		
-42.42   	-65.92   	 85.94   	 -81.38		 87.69   	 -76.30		
-42.72   	-65.31   	 85.62   	 -61.04		 87.39   	 -76.30		
-42.42   	-65.00   	 85.37   	 -40.69		 87.08   	 -76.30		
-41.81   	-64.70   	 85.21   	 -35.61		 86.77   	 -66.12		
-40.59   	-63.48   	 85.07   	 -45.78		 86.51   	 -76.30		
-39.37   	-61.95   	 84.88   	 -76.30		 86.21   	 -81.38		
-39.06   	-60.73   	 84.58   	-101.73		 85.88   	 -81.38		
-39.67   	-59.51   	 84.17   	-127.16		 85.55   	 -91.56		
-40.59   	-59.20   	 83.66   	-137.33		 85.19   	-101.73		
-40.89   	-58.59   	 83.11   	-122.07		 84.78   	 -96.64		
-39.98   	-56.76   	 82.62   	 -86.47		 84.39   	 -61.04		
-37.23   	-51.57   	 82.28   	 -61.04		 84.15   	 -40.69		
-32.96   	-40.89   	 82.03   	 -45.78		 83.99   	 -61.04		
-26.86   	-22.89   	 81.85   	 -35.61		 83.74   	 -81.38		
-18.92   	  0.00   	 81.71   	 -25.43		 83.42   	 -55.95		
 -9.77   	 23.19   	 81.61   	 -25.43		 83.19   	 -55.95		
 -1.22   	 39.67   	 81.51   	 -25.43		 82.97   	 -81.38		
  5.49   	 45.78   	 81.40   	 -25.43		 82.64   	 -45.78		
 11.29   	 43.03   	 81.30   	 -25.43		 82.46   	 -61.04		
 18.01   	 39.98   	 81.20   	 -45.78		 82.22   	 -76.30		
 27.77   	 46.39   	 81.02   	 -61.04		 81.91   	 -55.95		
 39.37   	 65.00   	 80.77   	 -76.30		 81.69   	 -71.21		
 50.66   	 89.72   	 80.47   	 -96.64		 81.40   	 -66.12		
 58.59   	108.34   	 80.08   	-106.82		 81.14   	 -61.04		
 61.95   	111.08   	 79.65   	-106.82		 80.89   	 -66.12		
 61.65   	 98.88   	 79.23   	-101.73		 80.63   	 -66.12		
 59.51   	 81.48   	 78.82   	 -96.64		 80.37   	 -61.04		
 55.85   	 69.58   	 78.43   	 -76.30		 80.12   	 -55.95		
 50.05   	 65.31   	 78.13   	 -66.12		 79.90   	 -55.95		
 41.50   	 62.26   	 77.86   	 -50.86		 79.67   	 -61.04		
 29.60   	 52.19   	 77.66   	 -35.61		 79.43   	 -55.95		
 13.73   	 30.52   	 77.52   	 -15.26		 79.21   	 -45.78		
 -4.58   	  0.92   	 77.46   	   0.00		 79.02   	 -45.78		
-22.89   	-30.21   	 77.46   	  10.17		 78.84   	 -40.69		
-39.06   	-56.15   	 77.50   	  15.26		 78.68   	 -40.69		
-49.74   	-74.46   	 77.56   	  30.52		 78.51   	 -30.52		
-54.02   	-85.14   	 77.68   	  25.43		 78.39   	 -25.43		
-53.71   	-90.64   	 77.78   	  25.43		 78.29   	 -25.43		
-51.88   	-94.30   	 77.88   	  15.26		 78.19   	 -20.35		
-51.57   	-98.27   	 77.94   	  -5.09		 78.11   	 -20.35		
-54.32   	-102.84   	 77.92   	 -35.61		 78.03   	 -25.43		
-58.59   	-107.42   	 77.78   	 -55.95		 77.92   	 -35.61		
-62.26   	-110.47   	 77.56   	 -81.38		 77.78   	 -45.78		
-64.09   	-112.30   	 77.23   	-101.73		 77.60   	 -45.78		
-64.09   	-113.53   	 76.83   	-122.07		 77.42   	 -55.95		
-64.39   	-114.44   	 76.34   	-132.25		 77.19   	 -71.21		
-65.31   	-115.05   	 75.81   	-127.16		 76.91   	 -71.21		
-66.22   	-114.14   	 75.30   	-116.99		 76.62   	 -66.12		
-65.61   	-111.69   	 74.83   	 -91.56		 76.36   	 -55.95		
-63.48   	-110.47   	 74.47   	 -71.21		 76.13   	 -45.78		
-61.04   	-117.80   	 74.18   	 -45.78		 75.95   	 -50.86		
-58.29   	-139.77   	 74.00   	 -20.35		 75.75   	 -50.86		
-50.96   	-171.20   	 73.92   	 -10.17		 75.54   	 -50.86		
-24.72   	-189.21   	 73.88   	   0.00		 75.34   	 -40.69		
 39.37   	-157.47   	 73.88   	   5.09		 75.18   	 -40.69		
157.47   	-45.78   	 73.90   	   0.00		 75.01   	 -45.78		
335.69   	151.98   	 73.90   	  -5.09		 74.83   	 -40.69		
562.13   	409.24   	 73.88   	  -5.09		 74.67   	 -30.52		
803.53   	679.02   	 73.86   	 -20.35		 74.55   	 -35.61		
1008.61   	917.05   	 73.77   	 -66.12		 74.40   	 -76.30		
1057.43   	1177.37(R)	 73.51   	 -45.78		 74.10   	 -30.52		
812.99   	1143.80   	 73.33   	 -50.86		 73.98   	 -35.61		
427.55   	982.36   	 73.12   	 -55.95		 73.83   	 -40.69		
 13.73   	717.77   	 72.90   	 -45.78		 73.67   	 -40.69		
-293.58   	416.87   	 72.72   	 -45.78		 73.51   	 -20.35		
-408.94   	164.79   	 72.53   	 -45.78		 73.43   	 -25.43		
-346.68   	 14.04   	 72.35   	 -45.78		 73.33   	 -35.61		
-203.25   	-41.20   	 72.17   	 -50.86		 73.18   	 -30.52		
-86.98   	-48.83   	 71.96   	 -61.04		 73.06   	 -35.61		
-50.35   	-54.02   	 71.72   	 -61.04		 72.92   	 -40.69		
-76.90   	-72.94   	 71.47   	 -71.21		 72.76   	 -61.04		
-117.49   	-96.44   	 71.19   	-137.33		 72.51   	 -71.21		
-133.97   	-110.17   	 70.64   	-172.94		 72.23   	 -96.64		
-123.60   	-110.78   	 69.95   	-106.82		 71.84   	-111.90		
-104.06   	-106.20   	 69.52   	 -10.17		 71.39   	 -86.47		
-91.86   	-104.98   	 69.48(D)	  55.95		 71.05   	 -55.95		
-90.33   	-107.42   	 69.70   	 106.82		 70.82   	 -15.26		
-93.69   	-110.78   	 70.13   	 213.63		 70.76(D)	  55.95		
-95.21   	-112.30   	 70.99   	 371.31		 70.99   	  76.30		
-93.38   	-111.69   	 72.47   	 498.47		 71.29   	  45.78		
-89.11   	-109.86   	 74.47   	 595.11		 71.47   	  55.95		
-84.84   	-107.12   	 76.85   	 722.28		 71.70   	  96.64		
-82.70   	-104.37   	 79.74   	 824.00		 72.09   	 127.16		
-82.40   	-102.23   	 83.03   	 788.40		 72.59   	 172.94		
-81.79   	-100.40   	 86.18   	 696.84		 73.29   	 213.63		
-80.26   	-98.27   	 88.97   	 605.29		 74.14   	 274.67		
-76.90   	-95.52   	 91.39   	 488.30		 75.24   	 376.40		
-72.94   	-92.16   	 93.35   	 381.48		 76.74   	 478.13		
-69.27   	-88.50   	 94.87   	 335.71		 78.66   	 539.16		
-66.53   	-85.14   	 96.22   	 350.97		 80.81   	 610.37		
-64.39   	-81.79   	 97.62   	 345.88		 83.26   	 640.89		
-63.48   	-78.74   	 99.00   	 305.19		 85.82   	 595.11		
-63.17   	-75.68   	100.22   	 315.36		 88.20   	 564.60		
-62.56   	-72.02   	101.48   	 310.27		 90.46   	 544.25		
-61.65   	-68.05   	102.73   	 157.68		 92.63   	 488.30		
-59.81   	-64.39   	103.36   	 -35.61		 94.59   	 386.57		
-57.68   	-61.34   	103.21   	 -55.95		 96.13   	 310.27		
-55.24   	-58.59   	102.99   	 -15.26		 97.37   	 320.45		
-52.49   	-55.54   	102.93   	-101.73		 98.66   	 335.71		
-49.13   	-51.27   	102.52   	-340.79		100.00   	 203.46		
-45.47   	-46.08   	101.16   	-442.52		100.81   	  61.04		
-41.50   	-40.28   	 99.39   	-412.00		101.06   	 198.37		
-36.93   	-34.79   	 97.74   	-274.67		101.85   	 437.43		
-32.35   	-28.99   	 96.64   	  50.86		103.60   	 401.83		
-27.77   	-23.80   	 96.85   	 274.67		105.21   	 488.30		
-23.80   	-18.31   	 97.94   	 422.18		107.16   	 630.72		
-19.84   	-12.21   	 99.63   	 559.51		109.68   	 315.36		
-15.87   	 -6.10   	101.87   	 707.02		110.95   	 203.46		
-10.99   	  1.22   	104.70   	 712.10		111.76   	 467.95		
 -4.58   	  9.46   	107.55   	 452.69		113.63   	 386.57		
  3.36   	 19.23   	109.36   	 269.58		115.18   	 203.46		
 12.51   	 30.52   	110.44   	 137.33		115.99   	 244.15		
 22.28   	 42.72   	110.99   	   0.00		116.97   	 315.36		
 32.35   	 55.54   	110.99   	 -10.17		118.23   	 254.32		
 41.81   	 68.36   	110.95   	 -35.61		119.25   	 167.85		
 50.96   	 80.57   	110.80   	-142.42		119.92   	 239.06		
 59.20   	 92.47   	110.23   	  45.78		120.87   	 295.01		
 67.44   	104.68   	110.42   	 478.13		122.05   	 183.11		
 75.07   	116.88   	112.33   	 732.45		122.79   	 228.89		
 83.01   	128.17   	115.26   	 803.66		123.70   	 391.66		
 90.03   	138.24   	118.47   	 864.70		125.27   	 162.77		
 95.83   	147.09   	121.93   	 895.22		125.92   	  45.78		
100.10   	155.03   	125.51   	 671.41		126.10   	 356.05		
103.15   	162.35   	128.20   	 249.24		127.53   	 295.01		
104.68   	168.76   	129.20(S)	 -55.95		128.71   	  50.86		
104.06   	173.65   	128.97   	-310.27		128.91   	 116.99		
101.01   	175.78   	127.73   	-422.18		129.38   	 -86.47		
 96.13   	174.87   	126.04   	-284.84		129.03   	-295.01		
 90.33   	171.81   	124.90   	-198.37		127.85   	  81.38		
 83.92   	166.02   	124.11   	-101.73		128.18   	 295.01		
 77.51   	157.78   	123.70   	  10.17		129.36   	 142.42		
 70.19   	145.87   	123.74   	  71.21		129.93   	  96.64		
 61.34   	130.62   	124.03   	  20.35		130.31   	  55.95		
 50.66   	112.00   	124.11   	  96.64		130.54   	 -10.17		
 38.76   	 91.25   	124.50   	 244.15		130.50   	  96.64		
 26.55   	 69.58   	125.47   	 152.59		130.88   	 111.90		
 14.34   	 48.22   	126.08   	  81.38		131.33(S)	 -45.78		
  2.44   	 28.08   	126.41   	 147.51		131.15   	 -61.04		
 -9.46   	 10.07   	127.00   	  61.04		130.90   	 -25.43		
-20.75   	 -6.41   	127.24   	  25.43		130.80   	 -40.69		
-31.13   	-20.14   	127.34   	  61.04		130.64   	  30.52		
-39.06   	-31.74   	127.59   	-122.07		130.76   	  -5.09		
-44.56   	-40.28   	127.10   	-244.15		130.74   	-172.94		
-48.22   	-46.39   	126.12   	-137.33		130.05   	-122.07		
-50.96   	-50.66   	125.57   	-162.77		129.56   	 -35.61		
-53.10   	-53.41   	124.92   	-371.31		129.42   	-101.73		
-55.85   	-55.54   	123.44   	-350.97		129.01   	-132.25		
-58.29   	-57.37   	122.03   	-289.93		128.48   	-101.73		
-61.34   	-58.59   	120.87   	-544.25		128.08   	-132.25		
-64.09   	-59.81   	118.70   	-757.88		127.55   	-310.27		
-66.53   	-60.42   	115.67   	-701.93		126.31   	-391.66		
-67.75   	-60.42   	112.86   	-671.41		124.74   	-305.19		
-68.05   	-59.81   	110.17   	-752.79		123.52   	-350.97		
-67.14   	-58.90   	107.16   	-707.02		122.12   	-523.90		
-65.61   	-57.68   	104.33   	-483.21		120.02   	-579.86		
-64.70   	-56.15   	102.40   	-178.03		117.70   	-528.99		
-64.70   	-55.24   	101.69   	 152.59		115.58   	-539.16		
-65.92   	-54.93   	102.30   	 447.61		113.43   	-462.87		
-67.75   	-55.24   	104.09   	 651.07		111.58   	-254.32		
-68.97   	-55.85   	106.69   	 757.88		110.56   	-101.73		
-68.66   	-55.85   	109.72   	 727.36		110.15   	 -45.78		
-67.44   	-55.85   	112.63   	 554.42		109.97   	 -45.78		
-65.92   	-55.24   	114.85   	 401.83		109.79   	  40.69		
-65.00   	-54.63   	116.46   	 193.29		109.95   	 137.33		
-64.09   	-53.71   	117.23   	 -71.21		110.50   	  30.52		
-62.87   	-52.19   	116.95   	-274.67		110.62   	 -10.17		
-60.42   	-50.05   	115.85   	-447.61		110.58   	  40.69		
-57.07   	-47.61   	114.06   	-579.86		110.74   	 -66.12		
-54.02   	-45.47   	111.74   	-630.72		110.48   	-127.16		
-51.57   	-44.25   	109.22   	-584.94		109.97   	-101.73		
-50.05   	-43.95   	106.88   	-478.13		109.56   	 -96.64		
-49.13   	-43.95   	104.96   	-345.88		109.18   	 -55.95		
-48.22   	-43.95   	103.58   	-203.46		108.95   	 -61.04		
-47.00   	-44.25   	102.77   	 -61.04		108.71   	-116.99		
-45.78   	-44.56   	102.52   	  50.86		108.24   	 -96.64		
-43.64   	-45.47   	102.73   	 116.99		107.85   	 -76.30		
-41.50   	-45.78   	103.19   	 116.99		107.55   	-116.99		
-39.98   	-46.08   	103.66   	 122.07		107.08   	-142.42		
-39.06   	-45.78   	104.15   	 106.82		106.51   	-132.25		
-39.06   	-45.17   	104.58   	  66.12		105.98   	-101.73		
-39.67   	-45.47   	104.84   	  30.52		105.57   	-116.99		
-40.59   	-46.69   	104.96   	   0.00		105.11   	-111.90		
-41.20   	-48.52   	104.96   	 -55.95		104.66   	 -86.47		
-41.50   	-50.05   	104.74   	-122.07		104.31   	 -76.30		
-41.81   	-50.96   	104.25   	-193.29		104.01   	 -96.64		
-41.50   	-51.27   	103.48   	-249.24		103.62   	-101.73		
-40.89   	-51.57   	102.48   	-279.75		103.21   	 -96.64		
-40.28   	-52.19   	101.36   	-279.75		102.83   	-106.82		
-39.98   	-53.10   	100.24   	-249.24		102.40   	-101.73		
-39.98   	-53.41   	 99.25   	-203.46		101.99   	 -91.56		
-40.89   	-52.80   	 98.43   	-132.25		101.63   	 -96.64		
-42.11   	-52.49   	 97.90   	 -76.30		101.24   	-101.73		
-43.33   	-52.19   	 97.60   	 -35.61		100.83   	-106.82		
-43.64   	-52.80   	 97.46   	   0.00		100.41   	-106.82		
-43.33   	-52.80   	 97.46   	  20.35		 99.98   	 -91.56		
-42.72   	-52.49   	 97.54   	  20.35		 99.61   	 -81.38		
-42.11   	-51.57   	 97.62   	  -5.09		 99.29   	 -91.56		
-42.72   	-50.96   	 97.60   	 -40.69		 98.92   	-106.82		
-43.95   	-50.96   	 97.44   	 -76.30		 98.49   	 -96.64		
-44.86   	-51.88   	 97.13   	-116.99		 98.11   	-106.82		
-45.17   	-53.10   	 96.66   	-147.51		 97.68   	-116.99		
-44.25   	-53.71   	 96.07   	-172.94		 97.21   	-106.82		
-43.64   	-54.02   	 95.38   	-183.11		 96.78   	 -96.64		
-43.64   	-53.71   	 94.65   	-172.94		 96.40   	-111.90		
-43.95   	-53.41   	 93.96   	-162.77		 95.95   	-101.73		
-43.95   	-52.80   	 93.31   	-147.51		 95.54   	-101.73		
-43.64   	-52.19   	 92.72   	-122.07		 95.14   	-101.73		
-42.72   	-51.27   	 92.23   	 -96.64		 94.73   	 -96.64		
-41.81   	-50.05   	 91.84   	 -76.30		 94.34   	-106.82		
-41.20   	-48.52   	 91.54   	 -61.04		 93.92   	-101.73		
-41.20   	-47.91   	 91.29   	 -50.86		 93.51   	 -91.56		
-41.81   	-47.91   	 91.09   	 -40.69		 93.14   	 -91.56		
-42.72   	-49.13   	 90.93   	 -45.78		 92.78   	-101.73		
-43.33   	-50.35   	 90.74   	 -55.95		 92.37   	-101.73		
-43.03   	-51.27   	 90.52   	 -50.86		 91.96   	 -91.56		
-41.81   	-51.57   	 90.32   	 -76.30		 91.60   	 -86.47		
-40.89   	-51.27   	 90.01   	 -91.56		 91.25   	 -91.56		
-40.89   	-50.96   	 89.64   	-101.73		 90.88   	-101.73		
-41.81   	-50.96   	 89.24   	-101.73		 90.48   	 -91.56		
-43.33   	-51.27   	 88.83   	-116.99		 90.11   	 -81.38		
-43.95   	-51.27   	 88.36   	-111.90		 89.79   	 -91.56		
-43.64   	-51.27   	 87.91   	-111.90		 89.42   	 -91.56		
-42.42   	-50.66   	 87.47   	-106.82		 89.05   	 -86.47		
-41.81   	-50.05   	 87.04   	 -96.64		 88.71   	 -76.30		
-41.81   	-49.44   	 86.65   	 -81.38		 88.40   	 -81.38		
-42.42   	-49.13   	 86.33   	 -71.21		 88.08   	 -81.38		
-42.42   	-48.52   	 86.04   	 -66.12		 87.75   	 -76.30		
-41.50   	-47.91   	 85.78   	 -55.95		 87.45   	 -71.21		
-40.59   	-47.30   	 85.55   	 -45.78		 87.16   	 -76.30		
-39.67   	-46.39   	 85.37   	 -55.95		 86.86   	 -76.30		
-38.45   	-43.64   	 85.15   	 -61.04		 86.55   	 -81.38		
-36.32   	-36.32   	 84.90   	 -71.21		 86.23   	 -71.21		
-31.43   	-22.89   	 84.62   	 -86.47		 85.94   	 -76.30		
-23.80   	 -2.75   	 84.27   	 -91.56		 85.64   	 -81.38		
-14.34   	 21.06   	 83.91   	-101.73		 85.31   	 -81.38		
 -5.49   	 41.50   	 83.50   	-101.73		 84.98   	 -76.30		
  2.44   	 53.10   	 83.09   	-101.73		 84.68   	 -71.21		
  8.54   	 54.32   	 82.69   	 -86.47		 84.39   	 -71.21		
 15.26   	 49.13   	 82.34   	 -76.30		 84.11   	 -71.21		
 22.89   	 47.30   	 82.03   	 -61.04		 83.82   	 -71.21		
 32.35   	 57.07   	 81.79   	 -35.61		 83.54   	 -61.04		
 42.42   	 78.43   	 81.65   	 -30.52		 83.30   	 -61.04		
 51.57   	102.84   	 81.53   	 -30.52		 83.05   	 -61.04		
 58.29   	118.10   	 81.40   	 -35.61		 82.81   	 -66.12		
 61.95   	115.66   	 81.26   	 -45.78		 82.54   	 -66.12		
 62.87   	 99.49   	 81.08   	 -61.04		 82.28   	 -66.12		
 61.04   	 81.79   	 80.83   	 -66.12		 82.01   	 -61.04		
 56.15   	 72.63   	 80.57   	 -71.21		 81.77   	 -61.04		
 48.52   	 72.63   	 80.28   	 -81.38		 81.53   	 -66.12		
 37.54   	 72.02   	 79.96   	 -86.47		 81.26   	 -61.04		
 23.50   	 61.04   	 79.61   	 -76.30		 81.02   	 -61.04		
  6.71   	 36.01   	 79.31   	 -66.12		 80.77   	 -61.04		
-11.90   	  2.44   	 79.04   	 -50.86		 80.53   	 -50.86		
-29.60   	-30.52   	 78.84   	 -35.61		 80.33   	 -45.78		
-43.64   	-56.46   	 78.70   	 -15.26		 80.14   	 -40.69		
-51.27   	-73.24   	 78.64   	   0.00		 79.98   	 -40.69		
-52.49   	-82.09   	 78.64   	  15.26		 79.82   	 -30.52		
-50.05   	-86.36   	 78.70   	  25.43		 79.69   	 -25.43		
-47.91   	-89.72   	 78.80   	  25.43		 79.59   	 -25.43		
-48.52   	-93.69   	 78.90   	  20.35		 79.49   	 -30.52		
-51.88   	-98.27   	 78.98   	   0.00		 79.37   	 -30.52		
-55.85   	-102.23   	 78.98   	 -20.35		 79.25   	 -30.52		
-59.20   	-104.68   	 78.90   	 -45.78		 79.12   	 -45.78		
-60.73   	-106.20   	 78.72   	 -91.56		 78.94   	 -55.95		
-61.04   	-107.12   	 78.35   	-116.99		 78.72   	 -71.21		
-61.04   	-108.64   	 77.88   	-132.25		 78.43   	 -66.12		
-61.34   	-109.86   	 77.35   	-137.33		 78.17   	 -71.21		
-61.34   	-109.56   	 76.81   	-127.16		 77.88   	 -71.21		
-60.42   	-107.42   	 76.30   	-111.90		 77.60   	 -66.12		
-59.20   	-107.12   	 75.85   	 -91.56		 77.33   	 -61.04		
-58.59   	-115.97   	 75.48   	 -71.21		 77.09   	 -55.95		
-57.37   	-139.47   	 75.20   	 -50.86		 76.87   	 -45.78		
-47.91   	-169.68   	 74.99   	 -25.43		 76.68   	 -45.78		
-13.73   	-179.75   	 74.89   	 -15.26		 76.50   	 -45.78		
 64.09   	-133.67   	 74.83   	  -5.09		 76.32   	 -45.78		
200.20   	 -5.19   	 74.81   	   0.00		 76.13   	 -35.61		
395.51   	203.86   	 74.81   	   0.00		 75.99   	 -45.78		
632.63   	460.21   	 74.81   	 -15.26		 75.81   	 -45.78		
874.02   	714.42   	 74.75   	 -30.52		 75.63   	 -45.78		
1066.59   	924.99   	 74.63   	 -81.38		 75.44   	 -91.56		
1052.25   	1117.55(R)	 74.30   	 -61.04		 75.08   	 -40.69		
769.96   	1056.82   	 74.06   	 -50.86		 74.91   	 -40.69		
360.41   	883.18   	 73.86   	 -35.61		 74.75   	 -35.61		
-52.49   	626.83   	 73.71   	 -35.61		 74.61   	 -30.52		
-332.95   	354.00   	 73.57   	 -30.52		 74.49   	 -50.86		
-408.63   	138.55   	 73.45   	 -25.43		 74.28   	 -45.78		
-314.94   	 17.70   	 73.35   	 -35.61		 74.10   	 -25.43		
-162.35   	-25.94   	 73.20   	 -45.78		 74.00   	 -25.43		
-57.37   	-37.54   	 73.02   	 -45.78		 73.90   	 -40.69		
-39.37   	-52.19   	 72.84   	 -40.69		 73.73   	 -40.69		
-78.74   	-76.60   	 72.68   	 -96.64		 73.57   	 -45.78		
-120.85   	-98.57   	 72.29   	-183.11		 73.39   	 -71.21		
-132.14   	-106.51   	 71.56   	-188.20		 73.10   	-111.90		
-115.97   	-102.84   	 70.80   	-116.99		 72.65   	-111.90		
-94.91   	-97.35   	 70.34   	 -35.61		 72.21   	 -81.38		
-84.53   	-96.74   	 70.19(D)	  10.17		 71.88   	 -55.95		
-85.45   	-99.79   	 70.23   	  86.47		 71.66(D)	   0.00		
-90.03   	-102.54   	 70.58   	 259.41		 71.66   	  55.95		
-92.16   	-102.84   	 71.62   	 498.47		 71.88   	  61.04		
-89.72   	-101.01   	 73.61   	 686.67		 72.13   	  45.78		
-84.53   	-98.57   	 76.36   	 773.14		 72.31   	  76.30		
-79.96   	-96.13   	 79.45   	 839.26		 72.61   	 111.90		
-77.21   	-94.30   	 82.81   	 824.00		 73.06   	 152.59		
-76.60   	-92.77   	 86.10   	 737.54		 73.67   	 203.46		
-76.29   	-90.64   	 89.05   	 635.81		 74.49   	 254.32		
-75.07   	-88.20   	 91.60   	 493.39		 75.50   	 350.97		
-72.02   	-85.45   	 93.57   	 345.88		 76.91   	 437.43		
-68.36   	-82.70   	 94.95   	 274.67		 78.66   	 498.47		
-65.31   	-79.65   	 96.05   	 305.19		 80.65   	 569.68		
-62.87   	-75.99   	 97.27   	 356.05		 82.93   	 651.07		
-61.95   	-71.72   	 98.70   	 320.45		 85.53   	 615.46		
-61.65   	-68.05   	 99.98   	 366.22		 88.00   	 574.77		
-61.04   	-64.70   	101.44   	 508.65		 90.29   	 590.03		
-59.81   	-61.95   	103.48   	 569.68		 92.65   	 595.11		
-57.07   	-59.20   	105.76   	 539.16		 95.04   	 513.73		
-54.02   	-56.46   	107.91   	 528.99		 97.09   	 417.09		
-51.57   	-53.41   	110.03   	 239.06		 98.76   	 396.74		
-49.74   	-49.74   	110.99   	-300.10		100.35   	 330.62		
-48.83   	-45.47   	109.79   	-732.45		101.67   	 172.94		
-47.30   	-40.59   	106.86   	-1154.62		102.36   	 101.73		
-43.95   	-35.10   	102.24   	-1383.51		102.77   	 127.16		
-38.45   	-29.30   	 96.70   	-1332.65		103.28   	 249.24		
-31.74   	-22.58   	 91.37   	-915.56		104.27   	 310.27		
-25.63   	-15.87   	 87.71   	-101.73		105.51   	 279.75		
-20.45   	 -9.46   	 87.30   	 778.23		106.63   	 478.13		
-16.17   	 -3.05   	 90.42   	1307.22		108.54   	 615.46		
-12.21   	  3.05   	 95.65   	1607.32		111.01   	 447.61		
 -7.32   	 10.07   	102.07   	1805.69		112.80   	 427.26		
 -1.22   	 18.01   	109.30   	1556.45		114.51   	 473.04		
  5.80   	 26.55   	115.52   	1073.24		116.40   	 366.22		
 13.43   	 36.01   	119.82   	 579.86		117.86   	 279.75		
 21.67   	 47.00   	122.14   	 -10.17		118.98   	 249.24		
 29.91   	 58.90   	122.10   	-544.25		119.98   	 142.42		
 38.15   	 72.02   	119.92   	-813.83		120.55   	 132.25		
 46.69   	 85.45   	116.66   	-803.66		121.08   	 269.58		
 55.54   	 98.57   	113.45   	-523.90		122.16   	 254.32		
 64.70   	111.69   	111.35   	-167.85		123.17   	 167.85		
 74.46   	124.21   	110.68   	 244.15		123.84   	 279.75		
 84.53   	136.72   	111.66   	 661.24		124.96   	 330.62		
 94.30   	148.93   	114.30   	 757.88		126.29   	 239.06		
102.54   	159.91   	117.33   	 773.14		127.24   	 279.75		
108.64   	169.37   	120.43   	 920.65		128.36   	 315.36		
112.92   	177.00   	124.11   	 895.22		129.62   	 132.25		
115.05   	182.80   	127.69   	 691.76		130.15   	 132.25		
115.66   	187.07   	130.46   	 422.18		130.68   	 198.37		
115.36   	189.51   	132.15   	 203.46		131.47   	  35.61		
113.53   	190.43   	132.96   	 127.16		131.62   	  81.38		
110.17   	189.51   	133.47(S)	   0.00		131.94   	 203.46		
105.59   	186.46   	133.47   	-172.94		132.76   	 137.33		
 99.79   	180.05   	132.78   	-279.75		133.31   	 132.25		
 92.47   	170.29   	131.66   	-483.21		133.83   	  66.12		
 83.31   	156.25   	129.72   	-615.46		134.10(S)	-101.73		
 72.94   	138.24   	127.26   	-564.60		133.69   	-137.33		
 60.73   	117.80   	125.00   	-442.52		133.14   	  61.04		
 47.61   	 95.52   	123.23   	-127.16		133.39   	  66.12		
 33.87   	 72.94   	122.73   	 244.15		133.65   	-101.73		
 20.75   	 50.96   	123.70   	 467.95		133.24   	 -55.95		
  8.24   	 30.82   	125.57   	 554.42		133.02   	  45.78		
 -3.36   	 12.51   	127.79   	 518.82		133.20   	  25.43		
-13.73   	 -3.36   	129.87   	 284.84		133.31   	 -15.26		
-23.19   	-17.09   	131.01   	  20.35		133.24   	 -66.12		
-30.82   	-28.08   	131.09   	 -96.64		132.98   	-172.94		
-36.32   	-36.93   	130.70   	-162.77		132.29   	 -50.86		
-39.98   	-43.33   	130.05   	-295.01		132.08   	  50.86		
-43.03   	-48.83   	128.87   	-381.48		132.29   	-101.73		
-46.39   	-53.71   	127.34   	-396.74		131.88   	-172.94		
-49.74   	-57.98   	125.76   	-371.31		131.19   	-116.99		
-52.49   	-61.34   	124.27   	-356.05		130.72   	 -61.04		
-54.32   	-63.17   	122.85   	-391.66		130.48   	-157.68		
-54.93   	-64.09   	121.28   	-447.61		129.85   	-295.01		
-55.24   	-64.39   	119.49   	-544.25		128.67   	-244.15		
-55.85   	-65.00   	117.31   	-666.32		127.69   	-259.41		
-56.15   	-65.00   	114.65   	-762.97		126.65   	-391.66		
-56.46   	-64.70   	111.60   	-793.49		125.09   	-483.21		
-56.15   	-63.48   	108.42   	-676.50		123.15   	-528.99		
-55.54   	-61.65   	105.72   	-417.09		121.04   	-584.94		
-55.54   	-59.20   	104.05   	 -91.56		118.70   	-600.20		
-56.15   	-57.37   	103.68   	 244.15		116.30   	-462.87		
-56.46   	-55.54   	104.66   	 523.90		114.45   	-213.63		
-56.76   	-54.02   	106.75   	 681.58		113.59   	 -91.56		
-56.46   	-53.10   	109.48   	 686.67		113.22   	 -86.47		
-56.15   	-52.49   	112.23   	 595.11		112.88   	 -66.12		
-55.54   	-51.57   	114.61   	 462.87		112.61   	  20.35		
-54.93   	-50.66   	116.46   	 284.84		112.70   	  86.47		
-54.32   	-49.44   	117.60   	  81.38		113.04   	   0.00		
-53.41   	-48.22   	117.92   	-142.42		113.04   	 -30.52		
-52.80   	-47.91   	117.35   	-366.22		112.92   	   5.09		
-52.19   	-47.91   	115.89   	-539.16		112.94   	-122.07		
-51.57   	-47.91   	113.73   	-610.37		112.45   	-167.85		
-50.96   	-47.61   	111.29   	-595.11		111.78   	-106.82		
-49.74   	-46.69   	108.91   	-503.56		111.35   	-101.73		
-48.52   	-46.08   	106.90   	-361.14		110.95   	-101.73		
-47.30   	-46.08   	105.45   	-223.80		110.54   	 -76.30		
-45.78   	-46.39   	104.56   	 -86.47		110.23   	-101.73		
-44.56   	-47.00   	104.21   	  40.69		109.83   	-101.73		
-43.64   	-47.61   	104.37   	 111.90		109.42   	-101.73		
-42.72   	-48.52   	104.82   	 147.51		109.01   	-127.16		
-41.81   	-49.44   	105.41   	 188.20		108.50   	-142.42		
-41.50   	-51.27   	106.16   	 213.63		107.93   	-111.90		
-41.50   	-52.80   	107.02   	 218.72		107.49   	 -86.47		
