  I     	  II     	  LV     	  LV'		  AO     	  AO'		
-22.28   	-145.26   	 49.54   	1159.71		 76.66   	 -30.52		
-22.28   	-137.33   	 54.18   	1246.18		 76.54   	 -20.35		
-27.77   	-133.36   	 59.17   	1317.39		 76.46   	 -10.17		
-29.30   	-131.84   	 64.44   	1363.17		 76.42   	  15.26		
-24.72   	-134.89   	 69.89   	1383.51		 76.48   	  40.69		
-26.86   	-136.11   	 75.42   	1368.26		 76.64   	  76.30		
-29.60   	-136.72   	 80.89   	1322.48		 76.95   	 101.73		
-27.47   	-136.41   	 86.18   	1246.18		 77.35   	 137.33		
-25.63   	-136.72   	 91.17   	1159.71		 77.90   	 167.85		
-28.08   	-137.63   	 95.81   	1057.98		 78.58   	 198.37		
-28.99   	-137.02   	100.04   	 951.17		 79.37   	 218.72		
-25.33   	-137.02   	103.84   	 859.61		 80.24   	 249.24		
-25.33   	-140.38   	107.28   	 783.31		 81.24   	 264.50		
-27.77   	-140.08   	110.42   	 732.45		 82.30   	 284.84		
-27.47   	-143.74   	113.35   	 701.93		 83.44   	 300.10		
-27.16   	-149.23   	116.15   	 691.76		 84.64   	 310.27		
-32.04   	-146.18   	118.92   	 691.76		 85.88   	 320.45		
-32.96   	-145.57   	121.69   	 712.10		 87.16   	 330.62		
-28.38   	-144.04   	124.54   	 727.36		 88.48   	 340.79		
-31.74   	-140.38   	127.45   	 742.62		 89.85   	 345.88		
-34.18   	-141.60   	130.42   	 752.79		 91.23   	 361.14		
-32.35   	-145.87   	133.43   	 742.62		 92.68   	 361.14		
-33.57   	-146.48   	136.40   	 727.36		 94.12   	 376.40		
-35.71   	-145.87   	139.31   	 681.58		 95.63   	 376.40		
-34.48   	-145.26   	142.03   	 635.81		 97.13   	 376.40		
-32.04   	-140.99   	144.58   	 564.60		 98.64   	 366.22		
-36.01   	-141.91   	146.84   	 503.56		100.10   	 361.14		
-40.59   	-146.79   	148.85   	 432.35		101.55   	 340.79		
-37.54   	-153.50   	150.58   	 386.57		102.91   	 325.53		
-37.54   	-162.35   	152.13   	 340.79		104.21   	 305.19		
-40.28   	-165.71   	153.49   	 330.62		105.43   	 284.84		
-41.81   	-169.98   	154.81   	 335.71		106.57   	 269.58		
-41.20   	-169.37   	156.15   	 356.05		107.65   	 254.32		
-45.78   	-173.34   	157.58   	 376.40		108.67   	 249.24		
-52.49   	-176.09   	159.08   	 386.57		109.66   	 244.15		
-51.88   	-174.56   	160.63   	 376.40		110.64   	 239.06		
-53.71   	-179.75   	162.14   	 345.88		111.60   	 223.80		
-60.73   	-180.36   	163.52   	 300.10		112.49   	 223.80		
-55.85   	-186.77   	164.72   	 254.32		113.39   	 218.72		
-61.95   	-194.40   	165.74   	 193.29		114.26   	 228.89		
-63.78   	-197.45   	166.51   	 127.16		115.18   	 228.89		
-73.55   	-204.16   	167.02   	  61.04		116.09   	 233.98		
-78.43   	-205.69   	167.26   	   5.09		117.03   	 223.80		
-78.43   	-206.60   	167.28(S)	 -35.61		117.92   	 223.80		
-81.48   	-210.27   	167.14   	 -50.86		118.82   	 218.72		
-78.74   	-206.30   	166.94   	 -61.04		119.69   	 223.80		
-76.90   	-203.55   	166.69   	 -45.78		120.59   	 223.80		
-78.74   	-201.42   	166.51   	 -25.43		121.48   	 218.72		
-85.14   	-194.09   	166.41   	  -5.09		122.36   	 213.63		
-81.48   	-188.90   	166.39   	   5.09		123.21   	 218.72		
-83.62   	-183.11   	166.41   	   5.09		124.09   	 213.63		
-86.67   	-172.42   	166.43   	  -5.09		124.94   	 208.54		
-79.96   	-159.91   	166.41   	 -35.61		125.78   	 203.46		
-76.90   	-148.01   	166.27   	 -86.47		126.59   	 198.37		
-69.89   	-133.06   	165.92   	-137.33		127.39   	 183.11		
-65.92   	-116.88   	165.37   	-203.46		128.12   	 167.85		
-58.29   	-104.37   	164.56   	-259.41		128.79   	 147.51		
-54.32   	-90.03   	163.52   	-315.36		129.38   	 127.16		
-46.08   	-75.07   	162.26   	-345.88		129.89   	 111.90		
-36.93   	-61.95   	160.87   	-366.22		130.34   	  91.56		
-25.63   	-47.30   	159.41   	-371.31		130.70   	  71.21		
-23.19   	-36.93   	157.92   	-376.40		130.99   	  61.04		
-18.92   	-28.69   	156.42   	-376.40		131.23   	  40.69		
-11.29   	-22.89   	154.91   	-381.48		131.39   	  30.52		
-13.73   	-17.70   	153.39   	-401.83		131.52   	  10.17		
 -7.02   	 -9.16   	151.78   	-442.52		131.56(S)	  -5.09		
 -3.05   	 -7.02   	150.01   	-488.30		131.54   	 -30.52		
 -1.22   	 -1.53   	148.06   	-554.42		131.41   	 -50.86		
  4.58   	  2.75   	145.84   	-630.72		131.21   	 -76.30		
  1.53   	  0.61   	143.32   	-701.93		130.90   	-101.73		
  5.19   	  7.02   	140.51   	-778.23		130.50   	-132.25		
  1.53   	  5.49   	137.40   	-834.18		129.97   	-162.77		
  1.83   	  3.66   	134.06   	-885.04		129.32   	-198.37		
  7.63   	  5.19   	130.52   	-910.47		128.52   	-233.98		
  8.54   	  1.22   	126.88   	-930.82		127.59   	-269.58		
 13.73   	  4.88   	123.15   	-925.73		126.51   	-305.19		
 10.68   	  5.19   	119.45   	-930.82		125.29   	-335.71		
 10.38   	  8.54   	115.73   	-930.82		123.95   	-356.05		
 12.21   	 11.60   	112.00   	-946.08		122.52   	-371.31		
 10.99   	 12.82   	108.22   	-976.60		121.04   	-371.31		
 17.40   	 15.87   	104.31   	-1027.46		119.55   	-356.05		
 13.73   	 16.48   	100.20   	-1088.50		118.13   	-345.88		
 11.60   	 16.78   	 95.85   	-1159.71		116.74   	-315.36		
 11.90   	 17.09   	 91.21   	-1230.92		115.48   	-289.93		
  9.77   	 18.31   	 86.29   	-1286.87		114.32   	-254.32		
 15.26   	 17.40   	 81.14   	-1322.48		113.31   	-223.80		
 16.48   	 20.45   	 75.85   	-1337.74		112.41   	-188.20		
 15.56   	 20.14   	 70.50   	-1322.48		111.66   	-162.77		
 14.34   	 20.45   	 65.21   	-1271.61		111.01   	-132.25		
 17.40   	 20.14   	 60.12   	-1205.49		110.48   	-116.99		
 12.51   	 18.62   	 55.30   	-1113.93		110.01   	 -96.64		
 14.04   	 19.84   	 50.84   	-1007.12		109.62   	 -81.38		
 20.75   	 16.78   	 46.82   	-895.22		109.30   	 -76.30		
 14.04   	 17.70   	 43.23   	-793.49		108.99   	 -66.12		
 16.78   	 18.92   	 40.06   	-691.76		108.73   	 -61.04		
 18.62   	 17.09   	 37.29   	-610.37		108.48   	 -66.12		
 16.78   	 16.48   	 34.85   	-539.16		108.22   	 -61.04		
 14.95   	 15.56   	 32.70   	-488.30		107.98   	 -61.04		
 15.26   	 11.90   	 30.74   	-447.61		107.73   	 -66.12		
 12.21   	  6.41   	 28.95   	-427.26		107.47   	 -61.04		
 11.90   	  8.54   	 27.24   	-401.83		107.22   	 -66.12		
 14.65   	  4.27   	 25.64   	-386.57		106.96   	 -71.21		
 18.01   	 -0.31   	 24.09   	-371.31		106.67   	 -71.21		
 20.45   	  2.14   	 22.60   	-356.05		106.39   	 -76.30		
 14.65   	 -6.41   	 21.18   	-330.62		106.08   	 -76.30		
 12.51   	 -7.63   	 19.86   	-305.19		105.78   	 -76.30		
 13.12   	 -6.71   	 18.64   	-269.58		105.47   	 -81.38		
  8.24   	 -3.05   	 17.56   	-233.98		105.15   	 -86.47		
 17.70   	  5.49   	 16.62   	-198.37		104.80   	 -86.47		
 19.53   	 10.99   	 15.83   	-162.77		104.46   	 -91.56		
 20.14   	 23.19   	 15.18   	-127.16		104.09   	 -96.64		
 26.86   	 34.79   	 14.67   	 -91.56		103.70   	-101.73		
 27.77   	 51.27   	 14.30   	 -61.04		103.30   	-106.82		
 41.50   	 77.21   	 14.06   	 -35.61		102.87   	-106.82		
 50.35   	104.98   	 13.92   	 -10.17		102.44   	-111.90		
 61.95   	133.06   	 13.88(D)	  15.26		101.99   	-111.90		
 71.11   	148.01   	 13.94   	  35.61		101.55   	-111.90		
 72.33   	159.61   	 14.08   	  55.95		101.10   	-116.99		
 76.90   	166.63   	 14.30   	  71.21		100.63   	-111.90		
 78.43   	163.88   	 14.59   	  96.64		100.18   	-111.90		
 79.35   	167.85   	 14.97   	 106.82		 99.74   	-111.90		
 76.60   	162.96   	 15.40   	 122.07		 99.29   	-106.82		
 72.94   	139.47   	 15.89   	 132.25		 98.86   	-111.90		
 59.51   	101.01   	 16.42   	 142.42		 98.41   	-111.90		
 40.28   	 57.98   	 16.99   	 142.42		 97.97   	-111.90		
 28.38   	 23.80   	 17.56   	 137.33		 97.52   	-106.82		
 18.31   	  2.14   	 18.11   	 132.25		 97.09   	-111.90		
 18.31   	 -4.27   	 18.64   	 122.07		 96.64   	-111.90		
 17.09   	 -0.92   	 19.13   	 111.90		 96.19   	-106.82		
 17.09   	-10.68   	 19.57   	  91.56		 95.77   	-111.90		
 13.43   	-33.26   	 19.94   	  81.38		 95.32   	-106.82		
  7.02   	-54.02   	 20.26   	  61.04		 94.89   	-106.82		
 11.60   	-73.24   	 20.51   	  50.86		 94.47   	-106.82		
  9.46   	-89.72   	 20.71   	  35.61		 94.04   	-101.73		
  7.93   	-96.74   	 20.85   	  35.61		 93.63   	-101.73		
 10.99   	-92.47   	 21.00   	  25.43		 93.22   	-101.73		
 16.78   	-97.05   	 21.10   	  25.43		 92.82   	 -96.64		
 23.80   	-91.86   	 21.20   	  30.52		 92.43   	 -96.64		
 26.25   	-79.35   	 21.32   	  30.52		 92.04   	 -96.64		
 25.33   	-81.48   	 21.44   	  40.69		 91.66   	 -91.56		
 25.63   	-73.85   	 21.61   	  45.78		 91.29   	 -86.47		
 19.23   	-70.80   	 21.79   	  50.86		 90.95   	 -86.47		
 24.41   	-71.11   	 21.99   	  55.95		 90.60   	 -81.38		
 31.13   	-68.97   	 22.22   	  55.95		 90.27   	 -76.30		
 36.93   	-73.55   	 22.44   	  61.04		 89.97   	 -81.38		
 38.45   	-79.04   	 22.69   	  55.95		 89.64   	 -76.30		
 38.76   	-78.13   	 22.91   	  55.95		 89.34   	 -81.38		
 38.76   	-75.07   	 23.13   	  45.78		 89.01   	 -76.30		
 30.21   	-68.36   	 23.32   	  40.69		 88.71   	 -81.38		
 26.55   	-63.17   	 23.48   	  35.61		 88.38   	 -76.30		
 17.09   	-65.61   	 23.62   	  30.52		 88.08   	 -81.38		
  7.63   	-72.94   	 23.74   	  25.43		 87.75   	 -81.38		
  5.80   	-72.94   	 23.85   	  25.43		 87.43   	 -76.30		
  2.75   	-69.27   	 23.95   	  20.35		 87.12   	 -81.38		
  6.10   	-62.26   	 24.03   	  15.26		 86.80   	 -81.38		
  3.97   	-51.27   	 24.09   	  25.43		 86.47   	 -81.38		
  0.00   	-52.49   	 24.19   	  20.35		 86.14   	 -81.38		
 -5.49   	-50.05   	 24.27   	  30.52		 85.82   	 -81.38		
 -3.05   	-49.74   	 24.39   	  30.52		 85.49   	 -81.38		
 -3.66   	-49.13   	 24.52   	  40.69		 85.17   	 -76.30		
 -4.88   	-41.81   	 24.68   	  45.78		 84.86   	 -76.30		
  3.66   	-39.98   	 24.86   	  55.95		 84.56   	 -76.30		
 -4.88   	-43.03   	 25.09   	  61.04		 84.25   	 -71.21		
 -4.88   	-42.11   	 25.33   	  71.21		 83.97   	 -71.21		
 -0.61   	-39.06   	 25.62   	  76.30		 83.68   	 -71.21		
 -2.14   	-30.82   	 25.92   	  86.47		 83.40   	 -61.04		
 -3.05   	 -0.31   	 26.27   	  86.47		 83.15   	 -61.04		
  2.75   	 60.12   	 26.61   	  96.64		 82.91   	 -61.04		
 19.53   	140.69   	 27.00   	  91.56		 82.66   	 -55.95		
 22.89   	276.49   	 27.37   	  91.56		 82.44   	 -55.95		
 47.00   	440.67   	 27.73   	  81.38		 82.22   	 -55.95		
 89.72   	609.13   	 28.06   	  81.38		 81.99   	 -55.95		
123.29   	834.96   	 28.38   	  71.21		 81.77   	 -55.95		
174.56   	1048.28   	 28.67   	  66.12		 81.55   	 -55.95		
256.96   	1182.56   	 28.93   	  61.04		 81.32   	 -61.04		
328.37   	1226.50(R)	 29.18(E)	  50.86		 81.08   	 -55.95		
351.56   	1062.32   	 29.38   	  50.86		 80.85   	 -61.04		
285.64   	690.00   	 29.58   	  45.78		 80.61   	 -61.04		
195.01   	299.99   	 29.77   	  45.78		 80.37   	 -61.04		
109.86   	 21.06   	 29.95   	  50.86		 80.12   	 -61.04		
 69.89   	-239.56   	 30.15   	  55.95		 79.88   	 -66.12		
125.73   	-246.28   	 30.38   	  71.21		 79.61   	 -61.04		
195.31   	-211.49   	 30.66   	  81.38		 79.37   	 -61.04		
189.21   	-269.47   	 30.99   	 106.82		 79.12   	 -61.04		
135.80   	-197.45   	 31.41   	 132.25		 78.88   	 -61.04		
 84.23   	-174.87   	 31.94   	 167.85		 78.64   	 -61.04		
 23.50   	-158.08   	 32.61   	 203.46		 78.39   	 -61.04		
-18.62   	-112.00   	 33.43   	 259.41		 78.15   	 -55.95		
-22.89   	-83.92   	 34.47   	 320.45		 77.92   	 -50.86		
-14.34   	-69.58   	 35.75   	 391.66		 77.72   	 -55.95		
-20.45   	-81.79   	 37.31   	 478.13		 77.50   	 -50.86		
-17.70   	-68.66   	 39.23   	 574.77		 77.29   	 -55.95		
 -9.77   	-71.11   	 41.53   	 676.50		 77.07   	 -50.86		
-20.75   	-77.51   	 44.23   	 793.49		 76.87   	 -50.86		
-24.11   	-70.19   	 47.41   	 910.47		 76.66   	 -45.78		
-21.67   	-66.22   	 51.05   	1037.64		 76.48   	 -35.61		
-23.19   	-69.58   	 55.20   	1149.54		 76.34   	 -25.43		
-20.75   	-65.31   	 59.80   	1251.27		 76.24   	 -10.17		
-25.33   	-73.55   	 64.80   	1332.65		 76.20(D)	  15.26		
-17.09   	-73.85   	 70.13   	1378.43		 76.26   	  45.78		
-14.95   	-78.13   	 75.65   	1393.69		 76.44   	  76.30		
-21.97   	-80.57   	 81.22   	1358.08		 76.74   	 106.82		
-22.28   	-77.21   	 86.65   	1291.96		 77.17   	 137.33		
-31.13   	-77.51   	 91.82   	1195.32		 77.72   	 172.94		
-31.43   	-76.90   	 96.60   	1088.50		 78.41   	 193.29		
-27.16   	-80.57   	100.96   	 971.51		 79.19   	 223.80		
-23.80   	-80.87   	104.84   	 869.78		 80.08   	 239.06		
-28.99   	-75.38   	108.32   	 778.23		 81.04   	 264.50		
-24.11   	-62.87   	111.43   	 717.19		 82.10   	 274.67		
-21.67   	-58.29   	114.30   	 686.67		 83.19   	 295.01		
-26.55   	-61.95   	117.05   	 671.41		 84.37   	 305.19		
-25.63   	-66.83   	119.74   	 686.67		 85.59   	 315.36		
-28.38   	-83.92   	122.48   	 707.02		 86.86   	 325.53		
-26.55   	-90.03   	125.31   	 727.36		 88.16   	 340.79		
-29.60   	-87.28   	128.22   	 742.62		 89.52   	 340.79		
-30.21   	-81.18   	131.19   	 732.45		 90.88   	 350.97		
-26.86   	-81.18   	134.12   	 717.19		 92.29   	 356.05		
-33.57   	-83.92   	136.99   	 681.58		 93.71   	 356.05		
-29.60   	-86.98   	139.71   	 620.55		 95.14   	 356.05		
-31.13   	-92.16   	142.20   	 559.51		 96.56   	 350.97		
-34.18   	-89.72   	144.43   	 493.39		 97.97   	 340.79		
-33.26   	-81.79   	146.41   	 427.26		 99.33   	 330.62		
-36.32   	-81.79   	148.12   	 386.57		100.65   	 315.36		
-39.06   	-90.64   	149.66   	 366.22		101.91   	 305.19		
-38.15   	-93.38   	151.13   	 366.22		103.13   	 289.93		
-42.11   	-95.83   	152.59   	 381.48		104.29   	 284.84		
-39.06   	-98.27   	154.12   	 417.09		105.43   	 274.67		
-37.54   	-95.52   	155.79   	 447.61		106.53   	 269.58		
-42.11   	-95.52   	157.58   	 473.04		107.61   	 269.58		
-51.27   	-104.68   	159.47   	 473.04		108.69   	 259.41		
-54.93   	-113.83   	161.36   	 442.52		109.72   	 254.32		
-56.46   	-122.07   	163.13   	 386.57		110.74   	 249.24		
-60.12   	-130.31   	164.68   	 310.27		111.74   	 244.15		
-58.59   	-129.09   	165.92   	 218.72		112.72   	 233.98		
-59.51   	-134.58   	166.79   	 137.33		113.65   	 233.98		
-65.92   	-137.63   	167.34   	  71.21		114.59   	 233.98		
-69.58   	-148.62   	167.63   	  30.52		115.52   	 233.98		
-68.97   	-165.10   	167.75   	  10.17		116.46   	 244.15		
-75.07   	-168.46   	167.79   	  10.17		117.44   	 249.24		
-83.62   	-164.49   	167.83   	  15.26		118.43   	 249.24		
-79.96   	-154.72   	167.89   	  30.52		119.43   	 254.32		
-81.79   	-150.76   	168.02   	  40.69		120.45   	 249.24		
-90.33   	-160.22   	168.18   	  35.61		121.44   	 249.24		
-82.40   	-167.54   	168.32   	  30.52		122.44   	 239.06		
-91.86   	-170.59   	168.44   	  10.17		123.40   	 233.98		
