  I     	  II     	  LV     	  LV'		
 19.23   	-192.26   	 33.20   	  86.47		
 10.68   	-136.11   	 33.55   	 111.90		
 -7.32   	-107.42   	 34.00   	 152.59		
-14.95   	-102.54   	 34.61   	 188.20		
 -9.46   	-108.95   	 35.36   	 233.98		
  0.31   	-113.22   	 36.30   	 274.67		
  6.10   	-109.25   	 37.40   	 320.45		
  5.80   	-98.88   	 38.68   	 366.22		
  2.75   	-88.81   	 40.14   	 412.00		
  1.22   	-82.70   	 41.79   	 462.87		
  3.36   	-80.87   	 43.64   	 513.73		
  6.71   	-79.35   	 45.70   	 559.51		
  9.16   	-75.99   	 47.93   	 590.03		
 10.07   	-70.50   	 50.29   	 605.29		
  9.77   	-64.09   	 52.72   	1759.91		
  9.77   	-48.83   	 59.76   	 544.25		
 11.29   	-42.42   	 61.93   	 518.82		
 13.73   	-34.48   	 64.01   	 498.47		
 15.87   	-27.16   	 66.00   	 473.04		
 16.48   	-21.97   	 67.89   	 457.78		
 14.95   	-18.31   	 69.73   	 427.26		
 11.90   	-14.34   	 71.43   	 412.00		
 10.07   	 -8.54   	 73.08   	 391.66		
 10.68   	 -0.31   	 74.65   	 366.22		
 13.12   	  8.85   	 76.11   	 356.05		
 15.26   	 17.70   	 77.54   	 330.62		
 14.95   	 27.16   	 78.86   	 320.45		
 12.51   	 38.45   	 80.14   	 295.01		
 10.68   	 52.80   	 81.32   	 274.67		
 10.07   	 68.66   	 82.42   	 254.32		
 10.38   	 83.31   	 83.44   	 228.89		
 10.07   	 96.13   	 84.35   	 213.63		
  7.93   	107.73   	 85.21   	 193.29		
  4.27   	120.24   	 85.98   	 172.94		
  0.61   	133.97   	 86.67   	 162.77		
 -1.53   	149.54   	 87.32   	 142.42		
 -2.14   	164.79   	 87.89   	 122.07		
 -1.53   	178.83   	 88.38   	 106.82		
 -0.31   	191.04   	 88.81   	  81.38		
  0.31   	201.11   	 89.13   	  61.04		
  0.31   	209.05   	 89.38   	  35.61		
  0.92   	215.45   	 89.52   	  20.35		
  2.44   	220.64   	 89.60(S)	  -5.09		
  5.49   	224.91   	 89.58   	 -20.35		
  9.16   	227.05   	 89.50   	 -40.69		
 12.21   	224.91   	 89.34   	 -55.95		
 14.04   	217.29   	 89.11   	 -71.21		
 16.48   	204.77   	 88.83   	 -86.47		
 20.14   	188.90   	 88.48   	-106.82		
 25.63   	171.20   	 88.06   	-116.99		
 30.21   	151.37   	 87.59   	-127.16		
 32.35   	129.09   	 87.08   	-142.42		
 31.74   	104.98   	 86.51   	-152.59		
 29.91   	 82.40   	 85.90   	-167.85		
 29.60   	 64.39   	 85.23   	-172.94		
 30.82   	 51.88   	 84.54   	-188.20		
 32.96   	 42.42   	 83.78   	-203.46		
 33.26   	 32.35   	 82.97   	-213.63		
 31.74   	 19.84   	 82.12   	-233.98		
 29.30   	  6.41   	 81.18   	-249.24		
 27.47   	 -5.80   	 80.18   	-269.58		
 26.55   	-14.34   	 79.10   	-279.75		
 25.33   	-19.53   	 77.99   	-310.27		
 22.89   	-22.89   	 76.74   	-335.71		
 20.14   	-25.02   	 75.40   	-386.57		
 18.31   	-26.25   	 73.86   	-437.43		
 20.14   	-24.41   	 72.11   	-498.47		
 26.86   	-18.92   	 70.11   	-544.25		
 37.23   	 -7.63   	 67.93   	-579.86		
 48.83   	 11.60   	 65.62   	-600.20		
 59.51   	 40.89   	 63.21   	-605.29		
 67.14   	 80.26   	 60.79   	-605.29		
 72.94   	126.65   	 58.37   	-605.29		
 78.74   	173.95   	 55.95   	-595.11		
 85.14   	216.98   	 53.57   	-590.03		
 91.86   	253.91   	 51.21   	-579.86		
 97.35   	288.09   	 48.89   	-569.68		
 99.49   	321.66   	 46.61   	-549.34		
 95.83   	354.00   	 44.41   	-528.99		
 86.67   	379.64   	 42.30   	-503.56		
 74.16   	393.98   	 40.28   	-478.13		
 61.65   	398.56   	 38.37   	-447.61		
 53.41   	401.31   	 36.58   	-427.26		
 52.80   	411.38   	 34.87   	-396.74		
 59.51   	432.43   	 33.29   	-376.40		
 71.11   	460.82   	 31.78   	-350.97		
 83.01   	485.53   	 30.38   	-320.45		
 90.33   	490.42   	 29.09   	-289.93		
 90.03   	462.04   	 27.93   	-254.32		
 80.57   	393.37   	 26.92   	-223.80		
 62.56   	289.92   	 26.02   	-188.20		
 38.76   	172.12   	 25.27   	-157.68		
 13.73   	 65.61   	 24.64   	-132.25		
 -6.10   	-10.07   	 24.11   	 -96.64		
