  I     	  II     	  LV     	  LV'		
-42.72   	-143.13   	 11.94   	 -10.17		
-42.72   	-145.26   	 11.90   	  -5.09		
-43.03   	-147.09   	 11.88   	   0.00		
-43.95   	-147.71   	 11.88   	  -5.09		
-45.47   	-146.79   	 11.86   	   0.00		
-45.78   	-144.96   	 11.86   	   5.09		
-43.95   	-143.74   	 11.88   	   0.00		
-41.50   	-143.74   	 11.88   	   5.09		
-39.98   	-144.96   	 11.90   	  10.17		
-40.59   	-146.18   	 11.94   	   5.09		
-42.42   	-145.87   	 11.96   	   5.09		
-43.03   	-144.65   	 11.98   	  10.17		
-42.11   	-143.43   	 12.02   	  10.17		
-40.28   	-143.74   	 12.07   	  15.26		
-39.06   	-145.87   	 12.13   	  10.17		
-39.06   	-148.62   	 12.17   	  20.35		
-40.28   	-150.76   	 12.25   	  15.26		
-41.50   	-151.06   	 12.31   	  15.26		
-41.81   	-149.84   	 12.37   	  15.26		
-41.20   	-147.40   	 12.43   	  20.35		
-40.59   	-144.96   	 12.51   	  15.26		
-39.98   	-142.82   	 12.57   	  20.35		
-39.37   	-140.69   	 12.66   	  20.35		
-38.45   	-138.24   	 12.74   	  20.35		
-37.54   	-136.11   	 12.82   	  20.35		
-36.32   	-135.50   	 12.90   	  20.35		
-35.40   	-137.02   	 12.98   	  20.35		
-34.79   	-140.38   	 13.06   	  20.35		
-34.79   	-143.13   	 13.14   	  20.35		
-34.79   	-144.35   	 13.22   	  15.26		
-35.10   	-144.35   	 13.29   	  20.35		
-35.71   	-144.04   	 13.37   	  15.26		
-37.23   	-144.65   	 13.43   	  15.26		
-38.45   	-144.65   	 13.49   	  10.17		
-38.45   	-141.60   	 13.53   	  10.17		
-36.32   	-133.06   	 13.57   	  10.17		
-31.74   	-118.41   	 13.61   	  10.17		
-25.63   	-98.88   	 13.65   	  10.17		
-19.53   	-77.51   	 13.69   	   5.09		
-13.73   	-56.15   	 13.71   	  10.17		
 -9.16   	-36.93   	 13.75   	   5.09		
 -5.80   	-22.28   	 13.77   	  10.17		
 -4.27   	-14.34   	 13.81   	   5.09		
 -4.27   	-14.04   	 13.84   	   0.00		
 -5.19   	-17.70   	 13.84   	   5.09		
 -4.88   	-18.01   	 13.86   	   5.09		
 -1.83   	-10.07   	 13.88   	   5.09		
  3.36   	  5.19   	 13.90   	   0.00		
  7.93   	 21.97   	 13.90   	   5.09		
  8.24   	 30.52   	 13.92   	   5.09		
  2.14   	 26.25   	 13.94   	   5.09		
 -7.63   	 10.99   	 13.96   	   0.00		
-15.56   	 -9.46   	 13.96   	   5.09		
-16.48   	-30.52   	 13.98   	   0.00		
-10.07   	-50.05   	 13.98   	   5.09		
  0.00   	-67.44   	 14.00   	   0.00		
  8.24   	-81.48   	 14.00   	   0.00		
 11.60   	-90.94   	 14.00   	   5.09		
  9.46   	-96.74   	 14.02   	   5.09		
  2.44   	-101.93   	 14.04   	   5.09		
 -8.24   	-110.17   	 14.06   	  10.17		
-21.06   	-124.21   	 14.10   	  10.17		
-33.26   	-142.21   	 14.14   	  20.35		
-41.81   	-160.52   	 14.22   	  25.43		
-44.86   	-175.48   	 14.32   	  25.43		
-43.95   	-184.94   	 14.43   	  35.61		
-41.50   	-188.60   	 14.57   	  35.61		
-39.67   	-186.46   	 14.71   	  40.69		
-38.45   	-180.97   	 14.87   	  45.78		
