  I     	  II     	  LVp     	  LVp'		
-17.40   	-44.86   	 29.83   	 -20.35		
-14.34   	-40.28   	 29.75   	 -20.35		
-14.65   	-37.23   	 29.66   	 -20.35		
-17.09   	-37.54   	 29.58   	 -15.26		
-19.23   	-41.20   	 29.52   	 -15.26		
-20.75   	-49.13   	 29.46   	  -5.09		
-21.97   	-58.90   	 29.44   	 -10.17		
-23.80   	-65.61   	 29.40   	   0.00		
-25.94   	-64.70   	 29.40   	   0.00		
-28.38   	-54.63   	 29.40   	   0.00		
-28.99   	-39.67   	 29.40   	   5.09		
-27.47   	-28.38   	 29.42   	  10.17		
-22.89   	-26.86   	 29.46   	   5.09		
-17.09   	-33.87   	 29.48   	   5.09		
-13.12   	-42.72   	 29.50   	   0.00		
-13.43   	-46.08   	 29.50   	   5.09		
-17.09   	-42.72   	 29.52   	   5.09		
-21.36   	-36.32   	 29.54   	   0.00		
-23.19   	-32.96   	 29.54   	   0.00		
-21.97   	-33.26   	 29.54   	  -5.09		
-19.84   	-32.65   	 29.52   	   0.00		
-20.14   	-27.16   	 29.52   	  -5.09		
-22.58   	-16.78   	 29.50   	  -5.09		
-24.11   	 -9.16   	 29.48   	  -5.09		
-22.89   	-11.90   	 29.46   	  -5.09		
-18.92   	-26.86   	 29.44   	  -5.09		
-15.56   	-45.17   	 29.42   	  -5.09		
-14.95   	-54.02   	 29.40   	 -10.17		
-16.78   	-48.22   	 29.36   	  -5.09		
-19.84   	-33.26   	 29.34   	 -10.17		
-21.97   	-22.58   	 29.30   	 -10.17		
-22.89   	-23.80   	 29.26   	  -5.09		
-21.97   	-30.82   	 29.24   	 -10.17		
-19.53   	-33.26   	 29.20   	  -5.09		
-14.95   	-26.25   	 29.18   	 -10.17		
 -8.54   	-12.51   	 29.14   	  -5.09		
 -2.44   	  1.22   	 29.11   	 -10.17		
  1.22   	 13.73   	 29.07   	  -5.09		
  1.53   	 29.91   	 29.05   	  -5.09		
 -0.61   	 50.96   	 29.03   	 -10.17		
 -3.97   	 71.41   	 28.99   	  -5.09		
 -6.71   	 84.84   	 28.97   	  -5.09		
 -7.32   	 91.55   	 28.95   	 -10.17		
 -4.88   	 98.27   	 28.91   	  -5.09		
 -0.31   	113.22   	 28.89   	 -10.17		
  6.41   	136.72   	 28.85   	  -5.09		
 12.82   	160.83   	 28.83   	  -5.09		
 16.48   	175.48   	 28.81   	  -5.09		
 17.70   	173.34   	 28.79   	  -5.09		
 19.53   	155.33   	 28.77   	   0.00		
 25.33   	126.95   	 28.77   	   0.00		
 36.32   	 96.44   	 28.77   	   0.00		
 49.13   	 70.80   	 28.77   	   5.09		
 58.90   	 52.49   	 28.79   	   5.09		
 62.26   	 39.67   	 28.81   	  10.17		
 58.90   	 30.52   	 28.85   	  10.17		
 49.74   	 25.02   	 28.89   	  10.17		
 36.32   	 22.58   	 28.93   	  20.35		
 18.92   	 16.48   	 29.01   	  20.35		
  0.61   	 -1.83   	 29.09   	  20.35		
-14.04   	-33.57   	 29.18   	  25.43		
-20.75   	-68.66   	 29.28   	  30.52		
-20.45   	-89.11   	 29.40   	  35.61		
-17.70   	-84.23   	 29.54   	  35.61		
-16.78   	-59.51   	 29.68   	  40.69		
-18.92   	-35.71   	 29.85   	  45.78		
-22.28   	-29.30   	 30.03   	  40.69		
-23.50   	-41.81   	 30.19   	  40.69		
-21.97   	-61.04   	 30.36   	  45.78		
-19.53   	-72.33   	 30.54   	  40.69		
-18.31   	-70.50   	 30.70   	  45.78		
-18.92   	-61.65   	 30.88   	  40.69		
-19.23   	-54.63   	 31.05   	  45.78		
-16.48   	-51.88   	 31.23   	  45.78		
 -8.85   	-47.61   	 31.41   	  45.78		
  4.88   	-33.87   	 31.60   	  50.86		
 23.19   	 -7.63   	 31.80   	  50.86		
 44.25   	 26.86   	 32.00   	  50.86		
 66.22   	 64.39   	 32.21   	  55.95		
 88.50   	105.59   	 32.43   	  55.95		
108.64   	151.98   	 32.66   	  55.95		
119.32   	198.06   	 32.88   	  55.95		
114.14   	230.71   	 33.10   	  55.95		
 97.05   	237.12   	 33.33   	  55.95		
 86.67   	219.42   	 33.55   	  50.86		
111.69   	195.31   	 33.75   	  45.78		
187.07   	187.99   	 33.94   	  45.78		
298.46   	213.93   	 34.12   	  40.69		
406.19   	273.44   	 34.28   	  40.69		
472.11   	350.65   	 34.45   	  45.78		
483.70   	422.97   	 34.63   	  50.86		
457.46   	470.89   	 34.83   	  50.86		
423.28   	484.92   	 35.04   	  55.95		
399.17   	469.36   	 35.26   	  66.12		
384.52   	440.37   	 35.52   	  71.21		
367.43   	408.02   	 35.81   	  81.38		
338.44   	372.62   	 36.13   	  91.56		
300.60   	330.51   	 36.50   	 111.90		
264.28   	283.20   	 36.95   	 132.25		
238.04   	234.07   	 37.48   	 162.77		
223.69   	187.99   	 38.13   	 198.37		
