  I     	  II     	  LV     	  LV'		  FA     	  FA'		
 -0.61   	-13.43   	133.02   	-203.46		126.90   	 183.11		
  0.61   	-15.26   	132.21   	-223.80		127.63   	 162.77		
  1.83   	-15.87   	131.31   	-249.24		128.28   	 147.51		
  2.14   	-15.56   	130.31   	-274.67		128.87   	 132.25		
  0.92   	-15.56   	129.22   	-300.10		129.40   	 116.99		
 -0.61   	-16.17   	128.02   	-325.53		129.87   	 101.73		
 -1.22   	-17.40   	126.71   	-356.05		130.27   	  86.47		
 -0.61   	-18.62   	125.29   	-381.48		130.62   	  71.21		
  1.22   	-20.14   	123.76   	-412.00		130.90   	  50.86		
  2.75   	-21.36   	122.12   	-447.61		131.11   	  30.52		
  3.05   	-22.28   	120.33   	-473.04		131.23   	  15.26		
  1.83   	-22.28   	118.43   	-503.56		131.29   	  -5.09		
  0.00   	-21.67   	116.42   	-539.16		131.27   	 -25.43		
 -1.53   	-20.14   	114.26   	-574.77		131.17   	 -45.78		
 -2.44   	-17.70   	111.96   	-610.37		130.99   	 -66.12		
 -2.75   	-14.95   	109.52   	-640.89		130.72   	 -81.38		
 -2.75   	-13.12   	106.96   	-676.50		130.40   	-111.90		
 -3.05   	-12.51   	104.25   	-717.19		129.95   	-127.16		
 -3.05   	-13.43   	101.38   	-742.62		129.44   	-147.51		
 -3.36   	-15.87   	 98.41   	-778.23		128.85   	-172.94		
 -3.36   	-17.09   	 95.30   	-803.66		128.16   	-188.20		
 -2.75   	-15.87   	 92.09   	-829.09		127.41   	-208.54		
 -2.14   	-11.29   	 88.77   	-849.44		126.57   	-223.80		
 -1.22   	 -4.58   	 85.37   	-864.70		125.68   	-244.15		
 -0.61   	  1.83   	 81.91   	-874.87		124.70   	-259.41		
 -0.92   	  6.41   	 78.41   	-885.04		123.66   	-269.58		
 -2.14   	  8.24   	 74.87   	-885.04		122.58   	-279.75		
 -3.66   	  7.02   	 71.33   	-874.87		121.46   	-295.01		
 -5.19   	  3.36   	 67.83   	-869.78		120.28   	-300.10		
 -6.41   	 -1.22   	 64.35   	-859.61		119.08   	-305.19		
 -6.71   	 -5.19   	 60.92   	-839.26		117.86   	-315.36		
 -5.80   	 -6.41   	 57.56   	-818.92		116.60   	-315.36		
 -4.58   	 -3.66   	 54.28   	-798.57		115.34   	-320.45		
 -3.05   	  1.83   	 51.09   	-773.14		114.06   	-320.45		
 -2.14   	  8.54   	 48.00   	-747.71		112.78   	-320.45		
 -2.14   	 14.95   	 45.00   	-717.19		111.49   	-320.45		
 -2.44   	 19.23   	 42.14   	-686.67		110.21   	-320.45		
 -2.14   	 19.84   	 39.39   	-656.15		108.93   	-320.45		
 -1.53   	 16.78   	 36.76   	-625.63		107.65   	-310.27		
  0.00   	 10.38   	 34.26   	-595.11		106.41   	-315.36		
  0.61   	  3.05   	 31.88   	-564.60		105.15   	-305.19		
  0.00   	 -2.75   	 29.62   	-528.99		103.93   	-300.10		
 -1.22   	 -4.58   	 27.51   	-498.47		102.73   	-295.01		
 -2.14   	 -2.75   	 25.51   	-467.95		101.55   	-295.01		
 -1.53   	  0.61   	 23.64   	-437.43		100.37   	-284.84		
  0.00   	  3.36   	 21.89   	-412.00		 99.23   	-274.67		
  1.53   	  5.19   	 20.24   	-376.40		 98.13   	-274.67		
  2.44   	  6.10   	 18.74   	-350.97		 97.03   	-269.58		
  2.44   	  7.02   	 17.33   	-325.53		 95.95   	-259.41		
  2.75   	  7.63   	 16.03   	-300.10		 94.91   	-249.24		
  3.66   	  6.41   	 14.83   	-279.75		 93.92   	-249.24		
  4.58   	  2.75   	 13.71   	-254.32		 92.92   	-239.06		
  4.27   	 -2.75   	 12.70   	-233.98		 91.96   	-233.98		
  2.44   	 -9.16   	 11.76   	-213.63		 91.03   	-223.80		
  0.00   	-14.34   	 10.91   	-198.37		 90.13   	-218.72		
 -1.53   	-17.09   	 10.11   	-183.11		 89.26   	-213.63		
 -2.14   	-16.48   	  9.38   	-162.77		 88.40   	-208.54		
 -1.53   	-13.43   	  8.73   	-147.51		 87.57   	-198.37		
 -0.61   	 -8.85   	  8.14   	-137.33		 86.77   	-193.29		
  0.00   	 -4.27   	  7.59   	-127.16		 86.00   	-188.20		
  0.92   	 -0.61   	  7.08   	-111.90		 85.25   	-183.11		
  1.22   	  0.92   	  6.63   	-106.82		 84.52   	-172.94		
  0.92   	  0.31   	  6.21   	 -96.64		 83.82   	-172.94		
  0.00   	 -2.14   	  5.82   	 -86.47		 83.13   	-162.77		
 -1.22   	 -5.80   	  5.47   	 -81.38		 82.48   	-157.68		
 -2.44   	-10.07   	  5.15   	 -71.21		 81.85   	-152.59		
 -3.36   	-14.65   	  4.86   	 -71.21		 81.24   	-147.51		
 -4.27   	-19.23   	  4.58   	 -61.04		 80.65   	-137.33		
 -4.88   	-21.67   	  4.33   	 -55.95		 80.10   	-137.33		
 -5.49   	-20.45   	  4.11   	 -45.78		 79.55   	-132.25		
 -5.80   	-14.95   	  3.93   	 -45.78		 79.02   	-127.16		
 -5.49   	 -7.63   	  3.74   	 -35.61		 78.51   	-122.07		
 -4.58   	 -1.83   	  3.60   	 -30.52		 78.03   	-116.99		
 -3.66   	 -0.31   	  3.48   	 -25.43		 77.56   	-116.99		
 -3.36   	 -3.05   	  3.38   	 -20.35		 77.09   	-111.90		
 -3.97   	 -8.85   	  3.30   	 -10.17		 76.64   	-101.73		
 -5.49   	-14.95   	  3.26   	 -10.17		 76.24   	-101.73		
 -7.63   	-19.23   	  3.21   	  -5.09		 75.83   	-101.73		
 -9.46   	-21.36   	  3.19   	   0.00		 75.42   	 -91.56		
-10.38   	-21.06   	  3.19   	  10.17		 75.06   	 -96.64		
-10.68   	-18.62   	  3.23   	   5.09		 74.67   	 -86.47		
-10.68   	-14.65   	  3.26   	  15.26		 74.32   	 -86.47		
-10.38   	-10.68   	  3.32   	  10.17		 73.98   	 -81.38		
 -9.77   	 -8.24   	  3.36   	  15.26		 73.65   	 -81.38		
 -8.85   	 -8.54   	  3.42   	  15.26		 73.33   	 -76.30		
 -7.93   	-11.60   	  3.48   	  15.26		 73.02   	 -76.30		
 -7.32   	-14.95   	  3.54   	  15.26		 72.72   	 -71.21		
 -7.93   	-16.78   	  3.60   	  10.17		 72.43   	 -76.30		
 -9.46   	-16.17   	  3.64   	  10.17		 72.13   	 -66.12		
-11.29   	-13.73   	  3.68   	  10.17		 71.86   	 -71.21		
-12.21   	-11.90   	  3.72   	   5.09		 71.58   	 -66.12		
-12.21   	-12.21   	  3.74   	   0.00		 71.31   	 -66.12		
-12.21   	-14.95   	  3.74   	   0.00		 71.05   	 -66.12		
-12.51   	-19.23   	  3.74   	   0.00		 70.78   	 -61.04		
-13.73   	-22.58   	  3.74   	  -5.09		 70.54   	 -61.04		
-15.56   	-24.11   	  3.72   	  -5.09		 70.29   	 -61.04		
-16.78   	-23.19   	  3.70   	  -5.09		 70.05   	 -61.04		
-16.78   	-20.75   	  3.68   	  -5.09		 69.81   	 -61.04		
-16.48   	-17.70   	  3.66   	  -5.09		 69.56   	 -55.95		
-15.56   	-15.56   	  3.64   	  -5.09		 69.34   	 -61.04		
-14.34   	-13.73   	  3.62   	   0.00		 69.09   	 -55.95		
-13.73   	-12.21   	  3.62   	  -5.09		 68.87   	 -55.95		
-13.73   	-10.99   	  3.60   	   0.00		 68.65   	 -55.95		
-14.34   	-10.68   	  3.60   	   0.00		 68.42   	 -50.86		
-14.95   	-12.82   	  3.60   	   0.00		 68.22   	 -55.95		
-15.26   	-16.78   	  3.60   	   5.09		 68.00   	 -50.86		
-14.95   	-21.06   	  3.62   	   5.09		 67.79   	 -55.95		
-14.04   	-22.58   	  3.64   	   5.09		 67.57   	 -50.86		
-12.82   	-20.45   	  3.66   	  10.17		 67.36   	 -50.86		
-12.21   	-15.87   	  3.70   	   5.09		 67.16   	 -50.86		
-12.21   	-11.90   	  3.72   	  10.17		 66.96   	 -50.86		
-12.51   	-10.68   	  3.76   	  15.26		 66.75   	 -50.86		
-12.21   	-11.29   	  3.83   	  10.17		 66.55   	 -50.86		
-10.99   	-12.21   	  3.87   	  10.17		 66.35   	 -45.78		
 -8.85   	-10.68   	  3.91   	  15.26		 66.16   	 -50.86		
 -6.41   	 -6.41   	  3.97   	  15.26		 65.96   	 -50.86		
 -4.27   	 -0.61   	  4.03   	  15.26		 65.76   	 -45.78		
 -2.14   	  4.27   	  4.09   	  15.26		 65.57   	 -50.86		
  0.92   	  5.49   	  4.15   	  15.26		 65.37   	 -45.78		
  5.80   	  2.14   	  4.21   	  15.26		 65.19   	 -45.78		
 11.90   	 -3.36   	  4.27   	  15.26		 65.00   	 -45.78		
 18.92   	 -7.02   	  4.33   	  15.26		 64.82   	 -50.86		
 26.86   	 -5.19   	  4.39   	  10.17		 64.62   	 -45.78		
 34.48   	  3.97   	  4.44   	  15.26		 64.44   	 -45.78		
 41.20   	 17.09   	  4.50   	  15.26		 64.25   	 -45.78		
 45.17   	 27.16   	  4.56   	  10.17		 64.07   	 -45.78		
 44.56   	 28.69   	  4.60   	  15.26		 63.89   	 -45.78		
 39.37   	 19.84   	  4.66   	  10.17		 63.70   	 -45.78		
 32.65   	  3.97   	  4.70   	  10.17		 63.52   	 -50.86		
 28.69   	-12.51   	  4.74   	  10.17		 63.32   	 -45.78		
 31.13   	-25.02   	  4.78   	   5.09		 63.13   	 -45.78		
 41.20   	-32.96   	  4.80   	  10.17		 62.95   	 -45.78		
 54.63   	-39.37   	  4.84   	   5.09		 62.77   	 -45.78		
 64.70   	-47.30   	  4.86   	   5.09		 62.58   	 -45.78		
 68.05   	-55.54   	  4.88   	   5.09		 62.40   	 -40.69		
 65.00   	-61.04   	  4.90   	   5.09		 62.24   	 -45.78		
 59.51   	-60.12   	  4.92   	   5.09		 62.05   	 -45.78		
 55.54   	-51.88   	  4.94   	   0.00		 61.87   	 -45.78		
 54.93   	-38.76   	  4.94   	   5.09		 61.69   	 -45.78		
 56.46   	-25.94   	  4.96   	   5.09		 61.51   	 -40.69		
 59.20   	-18.01   	  4.98   	   5.09		 61.34   	 -45.78		
 62.56   	-16.17   	  5.01   	   5.09		 61.16   	 -45.78		
 64.70   	-17.40   	  5.03   	   5.09		 60.98   	 -40.69		
 63.48   	-18.01   	  5.05   	   5.09		 60.81   	 -45.78		
 55.85   	-14.95   	  5.07   	   5.09		 60.63   	 -45.78		
 42.11   	 -9.77   	  5.09   	  10.17		 60.45   	 -40.69		
 25.94   	 -7.93   	  5.13   	  10.17		 60.28   	 -45.78		
 11.90   	-11.90   	  5.17   	  10.17		 60.10   	 -45.78		
  2.75   	-21.36   	  5.21   	  10.17		 59.92   	 -40.69		
 -2.14   	-29.91   	  5.25   	  10.17		 59.76   	 -45.78		
 -4.88   	-31.74   	  5.29   	  10.17		 59.57   	 -45.78		
 -7.63   	-26.25   	  5.33   	  15.26		 59.39   	 -40.69		
-10.38   	-17.70   	  5.39   	  10.17		 59.23   	 -45.78		
-12.82   	-11.90   	  5.43   	   5.09		 59.04   	 -45.78		
-14.34   	-11.60   	  5.45   	  10.17		 58.86   	 -40.69		
-14.95   	-14.65   	  5.49   	   5.09		 58.70   	 -45.78		
-14.65   	-17.09   	  5.51   	   5.09		 58.51   	 -45.78		
-14.34   	-16.17   	  5.53   	   5.09		 58.33   	 -40.69		
-14.34   	-11.90   	  5.55   	   0.00		 58.17   	 -45.78		
-14.65   	 -6.41   	  5.55   	   5.09		 57.99   	 -40.69		
-14.65   	 -2.14   	  5.57   	   0.00		 57.82   	 -45.78		
-14.04   	  0.00   	  5.57   	   5.09		 57.64   	 -40.69		
-14.04   	  0.92   	  5.60   	   5.09		 57.48   	 -40.69		
-17.40   	  2.14   	  5.62   	  10.17		 57.31   	 -45.78		
-28.08   	  8.85   	  5.66   	  15.26		 57.13   	 -40.69		
-52.19   	 24.41   	  5.72   	  20.35		 56.97   	 -45.78		
-91.55   	 47.91   	  5.80   	  20.35		 56.79   	 -45.78		
-140.38   	 75.38   	  5.88   	  30.52		 56.60   	 -40.69		
-177.61   	102.23   	  6.00   	  40.69		 56.44   	 -45.78		
-175.48   	130.92   	  6.16   	  40.69		 56.26   	 -40.69		
-108.03   	173.34   	  6.33   	  45.78		 56.09   	 -45.78		
 38.15   	247.19   	  6.51   	  55.95		 55.91   	 -45.78		
260.31   	365.60   	  6.73   	  55.95		 55.73   	 -40.69		
538.02   	521.85   	  6.96   	  66.12		 55.56   	 -45.78		
834.35   	669.56   	  7.22   	  61.04		 55.38   	 -40.69		
1088.26   	727.23(R)	  7.47   	  66.12		 55.22   	 -45.78		
1228.94   	620.42   	  7.73   	  66.12		 55.04   	 -40.69		
1210.02   	341.80   	  8.00   	  66.12		 54.87   	 -45.78		
1041.57   	-23.19   	  8.26   	  71.21		 54.69   	 -40.69		
792.85   	-325.32   	  8.55   	  66.12		 54.53   	 -40.69		
555.11   	-447.08   	  8.81   	  66.12		 54.36   	 -40.69		
384.83   	-380.55   	  9.07   	  66.12		 54.20   	 -40.69		
278.32   	-220.95   	  9.34   	  66.12		 54.04   	 -40.69		
196.53   	-84.23   	  9.60   	  71.21		 53.88   	 -35.61		
111.69   	-27.47   	  9.89   	  76.30		 53.73   	 -40.69		
 28.99   	-31.43   	 10.19   	  81.38		 53.57   	 -35.61		
-28.99   	-43.33   	 10.52   	  96.64		 53.43   	 -35.61		
-49.74   	-32.96   	 10.91   	 111.90		 53.29   	 -35.61		
-45.47   	 -8.54   	 11.35   	 132.25		 53.14   	 -35.61		
-39.98   	  8.54   	 11.88   	 157.68		 53.00   	 -35.61		
-46.08   	  9.16   	 12.51   	 193.29		 52.86   	 -35.61		
-61.65   	  1.83   	 13.29   	 228.89		 52.72   	 -35.61		
-75.68   	 -2.75   	 14.20   	 269.58		 52.57   	 -30.52		
-81.48   	  0.00   	 15.28   	 325.53		 52.45   	 -35.61		
-80.57   	  6.71   	 16.58   	 376.40		 52.31   	 -30.52		
-77.21   	 12.82   	 18.09   	 432.35		 52.19   	 -30.52		
-76.29   	 15.87   	 19.82   	 493.39		 52.06   	 -30.52		
-78.43   	 17.40   	 21.79   	 549.34		 51.94   	 -30.52		
-83.31   	 19.84   	 23.99   	 610.37		 51.82   	 -30.52		
-87.89   	 23.19   	 26.43   	 656.15		 51.70   	 -25.43		
-90.94   	 26.25   	 29.05   	 701.93		 51.60   	 -30.52		
-91.25   	 25.94   	 31.86   	 732.45		 51.47   	 -30.52		
-90.03   	 21.67   	 34.79   	 762.97		 51.35   	 -25.43		
-89.42   	 16.48   	 37.84   	 783.31		 51.25   	 -30.52		
-89.72   	 14.65   	 40.98   	 793.49		 51.13   	 -25.43		
-90.94   	 18.62   	 44.15   	 808.75		 51.03   	 -25.43		
-91.55   	 26.55   	 47.39   	 808.75		 50.93   	 -30.52		
-91.25   	 33.57   	 50.62   	 813.83		 50.80   	 -25.43		
-90.33   	 35.71   	 53.88   	 824.00		 50.70   	 -25.43		
-90.03   	 31.43   	 57.17   	 824.00		 50.60   	 -20.35		
-90.94   	 24.11   	 60.47   	 829.09		 50.52   	 -20.35		
-93.38   	 17.40   	 63.78   	 834.18		 50.44   	 -15.26		
-95.83   	 15.87   	 67.12   	 834.18		 50.38   	  -5.09		
-97.35   	 19.23   	 70.46   	 834.18		 50.36   	   0.00		
-97.05   	 25.02   	 73.79   	 818.92		 50.36   	  15.26		
-96.74   	 29.91   	 77.07   	 808.75		 50.42   	  25.43		
-97.35   	 30.82   	 80.30   	 788.40		 50.52   	  40.69		
-98.88   	 28.69   	 83.46   	 757.88		 50.68   	  61.04		
-100.10   	 26.25   	 86.49   	 732.45		 50.93   	  81.38		
-100.40   	 25.33   	 89.42   	 696.84		 51.25   	 101.73		
-100.10   	 26.55   	 92.21   	 661.24		 51.66   	 127.16		
-100.10   	 28.38   	 94.85   	 630.72		 52.17   	 147.51		
-101.01   	 29.60   	 97.37   	 600.20		 52.76   	 172.94		
-102.84   	 30.52   	 99.78   	 564.60		 53.45   	 198.37		
-104.06   	 31.43   	102.03   	 528.99		 54.24   	 218.72		
-104.06   	 34.18   	104.15   	 508.65		 55.12   	 239.06		
-103.15   	 37.54   	106.18   	 473.04		 56.07   	 264.50		
-102.84   	 39.67   	108.08   	 452.69		 57.13   	 284.84		
-104.06   	 39.67   	109.89   	 427.26		 58.27   	 305.19		
-106.81   	 36.93   	111.60   	 406.92		 59.49   	 325.53		
-109.86   	 34.18   	113.22   	 381.48		 60.79   	 345.88		
-111.69   	 34.79   	114.75   	 371.31		 62.18   	 361.14		
-112.30   	 39.67   	116.24   	 345.88		 63.62   	 376.40		
-112.61   	 47.91   	117.62   	 330.62		 65.13   	 391.66		
-113.53   	 55.85   	118.94   	 320.45		 66.69   	 412.00		
-116.27   	 59.81   	120.22   	 300.10		 68.34   	 417.09		
-120.54   	 59.20   	121.42   	 279.75		 70.01   	 432.35		
-125.12   	 55.85   	122.54   	 264.50		 71.74   	 442.52		
-128.78   	 53.10   	123.60   	 244.15		 73.51   	 452.69		
-130.92   	 53.71   	124.58   	 223.80		 75.32   	 457.78		
-132.45   	 57.68   	125.47   	 208.54		 77.15   	 462.87		
-133.67   	 63.17   	126.31   	 183.11		 79.00   	 467.95		
-135.50   	 67.75   	127.04   	 172.94		 80.87   	 467.95		
-138.24   	 69.89   	127.73   	 152.59		 82.75   	 467.95		
-140.38   	 70.19   	128.34   	 137.33		 84.62   	 473.04		
-141.91   	 70.19   	128.89   	 132.25		 86.51   	 467.95		
-142.52   	 70.80   	129.42   	 116.99		 88.38   	 462.87		
-141.91   	 72.33   	129.89   	 111.90		 90.23   	 462.87		
-140.38   	 73.55   	130.34   	 101.73		 92.09   	 457.78		
-137.94   	 73.24   	130.74   	 101.73		 93.92   	 457.78		
-134.28   	 72.63   	131.15   	  86.47		 95.75   	 447.61		
-128.48   	 72.02   	131.49   	  81.38		 97.54   	 442.52		
-120.24   	 72.02   	131.82   	  76.30		 99.31   	 432.35		
-109.25   	 71.41   	132.13   	  66.12		101.04   	 427.26		
-95.83   	 69.27   	132.39   	  55.95		102.75   	 412.00		
-81.79   	 64.70   	132.61   	  45.78		104.39   	 406.92		
-68.97   	 57.68   	132.80   	  35.61		106.02   	 391.66		
-57.98   	 49.44   	132.94   	  30.52		107.59   	 376.40		
-49.74   	 40.89   	133.06   	  15.26		109.09   	 371.31		
-43.03   	 33.26   	133.12   	   5.09		110.58   	 350.97		
-37.23   	 27.16   	133.14   	   0.00		111.98   	 345.88		
-30.82   	 22.28   	133.14   	 -10.17		113.37   	 330.62		
-24.11   	 18.01   	133.10   	 -25.43		114.69   	 315.36		
-17.70   	 13.12   	133.00   	 -30.52		115.95   	 305.19		
-12.82   	  8.24   	132.88   	 -45.78		117.17   	 289.93		
-10.07   	  3.66   	132.70   	 -55.95		118.33   	 279.75		
-10.07   	 -0.31   	132.47   	 -71.21		119.45   	 264.50		
-11.60   	 -2.75   	132.19   	 -86.47		120.51   	 254.32		
-13.43   	 -4.27   	131.84   	 -96.64		121.53   	 239.06		
-14.95   	 -6.10   	131.45   	-116.99		122.48   	 218.72		
-15.56   	 -8.24   	130.99   	-137.33		123.36   	 213.63		
-16.17   	-11.29   	130.44   	-157.68		124.21   	 193.29		
-16.78   	-15.26   	129.81   	-178.03		124.98   	 178.03		
-17.09   	-18.92   	129.09   	-203.46		125.70   	 157.68		
-16.78   	-22.28   	128.28   	-233.98		126.33   	 147.51		
-16.17   	-24.41   	127.34   	-254.32		126.92   	 132.25		
-14.95   	-26.25   	126.33   	-289.93		127.45   	 111.90		
-14.34   	-27.47   	125.17   	-325.53		127.89   	  96.64		
-13.73   	-28.69   	123.87   	-350.97		128.28   	  76.30		
-12.82   	-29.60   	122.46   	-391.66		128.59   	  61.04		
-12.21   	-30.82   	120.89   	-427.26		128.83   	  40.69		
-11.90   	-32.35   	119.19   	-462.87		128.99   	  25.43		
-12.21   	-33.87   	117.33   	-498.47		129.09   	   5.09		
-12.82   	-34.48   	115.34   	-539.16		129.11   	 -15.26		
-13.12   	-33.57   	113.18   	-574.77		129.05   	 -35.61		
-12.51   	-31.43   	110.88   	-620.55		128.91   	 -55.95		
-12.21   	-28.69   	108.40   	-656.15		128.69   	 -76.30		
-12.82   	-26.25   	105.78   	-701.93		128.38   	 -96.64		
-14.34   	-25.02   	102.97   	-732.45		128.00   	-116.99		
-16.17   	-25.33   	100.04   	-773.14		127.53   	-142.42		
-17.40   	-26.55   	 96.95   	-798.57		126.96   	-162.77		
-17.70   	-26.55   	 93.75   	-834.18		126.31   	-183.11		
-17.70   	-24.72   	 90.42   	-854.52		125.57   	-198.37		
-17.70   	-20.75   	 87.00   	-874.87		124.78   	-218.72		
-18.01   	-16.17   	 83.50   	-895.22		123.91   	-239.06		
-18.31   	-12.82   	 79.92   	-900.30		122.95   	-249.24		
-18.31   	-10.99   	 76.32   	-905.39		121.95   	-264.50		
-18.62   	-10.68   	 72.70   	-910.47		120.89   	-274.67		
-18.92   	 -9.77   	 69.05   	-900.30		119.80   	-289.93		
-18.92   	 -7.93   	 65.45   	-895.22		118.64   	-295.01		
-18.62   	 -4.58   	 61.87   	-874.87		117.46   	-300.10		
-18.31   	 -1.22   	 58.37   	-864.70		116.26   	-305.19		
-18.01   	  0.92   	 54.91   	-834.18		115.04   	-310.27		
-18.62   	  1.22   	 51.58   	-813.83		113.79   	-310.27		
-19.84   	 -0.31   	 48.32   	-783.31		112.55   	-310.27		
-20.75   	 -1.83   	 45.19   	-752.79		111.31   	-315.36		
-20.14   	 -2.75   	 42.18   	-717.19		110.05   	-310.27		
-18.31   	 -2.75   	 39.31   	-686.67		108.81   	-310.27		
-16.17   	 -2.14   	 36.56   	-645.98		107.57   	-310.27		
-14.95   	 -1.83   	 33.98   	-610.37		106.33   	-305.19		
-14.95   	 -2.44   	 31.54   	-569.68		105.11   	-300.10		
-15.26   	 -3.36   	 29.26   	-539.16		103.91   	-295.01		
-15.56   	 -3.66   	 27.10   	-498.47		102.73   	-295.01		
-14.95   	 -3.66   	 25.11   	-473.04		101.55   	-284.84		
-14.34   	 -3.05   	 23.21   	-432.35		100.41   	-284.84		
-13.73   	 -3.05   	 21.49   	-406.92		 99.27   	-279.75		
-13.43   	 -4.27   	 19.86   	-381.48		 98.15   	-274.67		
-12.82   	 -6.10   	 18.33   	-350.97		 97.05   	-264.50		
-12.51   	 -9.16   	 16.93   	-335.71		 95.99   	-264.50		
-12.21   	-12.51   	 15.58   	-315.36		 94.93   	-259.41		
-12.82   	-15.26   	 14.32   	-295.01		 93.90   	-254.32		
-14.04   	-17.09   	 13.14   	-284.84		 92.88   	-249.24		
-15.56   	-17.70   	 12.00   	-269.58		 91.88   	-244.15		
-16.48   	-17.70   	 10.93   	-254.32		 90.91   	-233.98		
-16.78   	-17.09   	  9.91   	-244.15		 89.97   	-228.89		
-16.48   	-17.40   	  8.93   	-223.80		 89.05   	-218.72		
-15.56   	-18.62   	  8.04   	-213.63		 88.18   	-208.54		
-14.95   	-20.14   	  7.18   	-198.37		 87.34   	-203.46		
-14.65   	-21.36   	  6.39   	-178.03		 86.53   	-193.29		
-15.26   	-21.97   	  5.68   	-157.68		 85.76   	-188.20		
-15.87   	-21.36   	  5.05   	-142.42		 85.00   	-172.94		
-16.17   	-20.75   	  4.48   	-127.16		 84.31   	-167.85		
-15.56   	-20.45   	  3.97   	-106.82		 83.64   	-157.68		
-14.34   	-21.06   	  3.54   	 -91.56		 83.01   	-147.51		
-13.73   	-22.28   	  3.17   	 -71.21		 82.42   	-142.42		
-14.65   	-24.11   	  2.89   	 -61.04		 81.85   	-137.33		
-16.78   	-25.94   	  2.64   	 -50.86		 81.30   	-132.25		
-19.23   	-27.47   	  2.44   	 -35.61		 80.77   	-127.16		
-20.45   	-27.77   	  2.30   	 -25.43		 80.26   	-122.07		
-20.14   	-27.77   	  2.20   	 -15.26		 79.78   	-122.07		
-18.31   	-26.86   	  2.14   	 -15.26		 79.29   	-116.99		
-16.78   	-25.94   	  2.08   	   0.00		 78.82   	-111.90		
-16.17   	-25.63   	  2.08   	   0.00		 78.37   	-111.90		
-16.17   	-25.33   	  2.08   	   5.09		 77.92   	-106.82		
-15.87   	-25.33   	  2.10   	  10.17		 77.50   	-106.82		
-15.26   	-24.41   	  2.14   	  15.26		 77.07   	 -96.64		
-14.34   	-23.19   	  2.20   	  15.26		 76.68   	 -96.64		
-13.73   	-22.89   	  2.26   	  20.35		 76.30   	 -86.47		
-14.34   	-23.19   	  2.34   	  25.43		 75.95   	 -86.47		
-14.65   	-24.72   	  2.44   	  30.52		 75.60   	 -81.38		
-14.65   	-26.55   	  2.56   	  30.52		 75.28   	 -76.30		
-14.04   	-28.08   	  2.69   	  30.52		 74.97   	 -76.30		
-13.12   	-28.99   	  2.81   	  35.61		 74.67   	 -71.21		
-12.51   	-29.30   	  2.95   	  35.61		 74.38   	 -71.21		
-12.51   	-28.69   	  3.09   	  35.61		 74.10   	 -71.21		
-12.51   	-27.47   	  3.23   	  35.61		 73.81   	 -66.12		
-12.21   	-26.25   	  3.38   	  40.69		 73.55   	 -71.21		
-11.60   	-25.63   	  3.54   	  35.61		 73.27   	 -66.12		
-11.29   	-26.25   	  3.68   	  40.69		 73.00   	 -66.12		
-11.60   	-27.16   	  3.85   	  40.69		 72.74   	 -66.12		
-11.29   	-27.77   	  4.01   	  40.69		 72.47   	 -66.12		
-10.68   	-27.16   	  4.17   	  45.78		 72.21   	 -66.12		
