33.2	86.47
33.55	111.9
34	152.59
34.61	188.2
35.36	233.98
36.3	274.67
37.4	320.45
38.68	366.22
40.14	412
41.79	462.87
43.64	513.73
45.7	559.51
47.93	590.03
50.29	605.29
52.72	1759.91
59.76	544.25
61.93	518.82
64.01	498.47
66	473.04
67.89	457.78
69.73	427.26
71.43	412
73.08	391.66
74.65	366.22
76.11	356.05
77.54	330.62
78.86	320.45
80.14	295.01
81.32	274.67
82.42	254.32
83.44	228.89
84.35	213.63
85.21	193.29
85.98	172.94
86.67	162.77
87.32	142.42
87.89	122.07
88.38	106.82
88.81	81.38
89.13	61.04
89.38	35.61
89.52	20.35
 89.60(S)	-5.09
89.58	-20.35
89.5	-40.69
89.34	-55.95
89.11	-71.21
88.83	-86.47
88.48	-106.82
88.06	-116.99
87.59	-127.16
87.08	-142.42
86.51	-152.59
85.9	-167.85
85.23	-172.94
84.54	-188.2
83.78	-203.46
82.97	-213.63
82.12	-233.98
81.18	-249.24
80.18	-269.58
79.1	-279.75
77.99	-310.27
76.74	-335.71
75.4	-386.57
73.86	-437.43
72.11	-498.47
70.11	-544.25
67.93	-579.86
65.62	-600.2
63.21	-605.29
60.79	-605.29
58.37	-605.29
55.95	-595.11
53.57	-590.03
51.21	-579.86
48.89	-569.68
46.61	-549.34
44.41	-528.99
42.3	-503.56
40.28	-478.13
38.37	-447.61
36.58	-427.26
34.87	-396.74
33.29	-376.4
31.78	-350.97
30.38	-320.45
29.09	-289.93
27.93	-254.32
26.92	-223.8
26.02	-188.2
25.27	-157.68
24.64	-132.25
24.11	-96.64
23.72	-76.3
23.42	-50.86
23.21	-25.43
23.11	-5.09
 23.09(D)	15.26
23.15	25.43
23.26	40.69
23.42	45.78
23.6	50.86
23.8	55.95
24.03	61.04
24.27	66.12
24.54	71.21
24.82	71.21
25.11	76.3
25.41	76.3
25.72	76.3
26.02	71.21
26.31	71.21
26.59	66.12
26.86	66.12
27.12	66.12
27.39	66.12
27.65	61.04
27.89	55.95
28.12	45.78
28.3	40.69
28.46	20.35
28.55	10.17
28.59	-5.09
28.57	-20.35
28.48	-25.43
28.38	-30.52
 28.26(E)	-35.61
28.12	-35.61
27.98	-25.43
27.87	-20.35
27.79	-5.09
27.77	15.26
27.83	40.69
28	66.12
28.26	101.73
28.67	132.25
29.2	183.11
29.93	223.8
30.82	269.58
31.9	320.45
33.18	361.14
34.63	406.92
36.26	452.69
38.07	493.39
40.04	539.16
42.2	584.94
44.54	620.55
47.02	645.98
49.6	651.07
52.21	640.89
54.77	625.63
57.27	600.2
59.67	569.68
61.95	549.34
64.15	518.82
66.23	503.56
68.24	478.13
70.15	462.87
72	432.35
73.73	412
75.38	386.57
76.93	366.22
78.39	335.71
79.74	315.36
81	289.93
82.16	264.5
83.21	239.06
84.17	208.54
85	178.03
85.72	152.59
86.33	122.07
86.82	91.56
87.18	71.21
87.47	50.86
87.67	25.43
 87.77(S)	0
87.77	-15.26
87.71	-40.69
87.55	-55.95
87.32	-71.21
87.04	-81.38
86.71	-91.56
86.35	-106.82
85.92	-111.9
85.47	-122.07
84.98	-137.33
84.44	-142.42
83.87	-152.59
83.26	-157.68
82.62	-167.85
81.95	-172.94
81.26	-183.11
80.53	-193.29
79.76	-203.46
78.94	-213.63
78.09	-228.89
77.17	-244.15
76.2	-274.67
75.1	-315.36
73.83	-366.22
72.37	-422.18
70.68	-473.04
68.79	-513.73
66.73	-544.25
64.56	-559.51
62.32	-564.6
60.06	-574.77
57.76	-569.68
55.48	-574.77
53.18	-574.77
50.88	-569.68
48.61	-559.51
46.37	-544.25
44.19	-513.73
42.14	-493.39
40.16	-462.87
38.31	-427.26
36.6	-401.83
34.99	-371.31
33.51	-345.88
32.13	-315.36
30.86	-284.84
29.73	-249.24
28.73	-218.72
27.85	-183.11
27.12	-152.59
26.51	-116.99
26.04	-86.47
25.7	-61.04
25.45	-40.69
25.29	-20.35
25.21	-5.09
 25.19(D)	15.26
25.25	25.43
25.35	40.69
25.51	45.78
25.7	55.95
25.92	61.04
26.16	71.21
26.45	76.3
26.75	86.47
27.1	96.64
27.49	101.73
27.89	106.82
28.32	111.9
28.77	111.9
29.22	111.9
29.66	106.82
30.09	101.73
30.5	91.56
30.86	86.47
31.21	76.3
31.52	66.12
31.78	50.86
31.98	40.69
32.15	30.52
32.27	20.35
32.35	10.17
32.39	0
32.39	-5.09
32.37	-15.26
32.31	-15.26
32.25	-10.17
32.21	-10.17
 32.17(E)	0
32.17	15.26
32.23	25.43
32.33	50.86
32.53	71.21
32.82	96.64
33.2	127.16
33.71	157.68
34.34	193.29
35.12	233.98
36.05	269.58
37.13	310.27
38.37	345.88
39.76	396.74
41.34	442.52
43.11	483.21
45.05	534.08
47.18	564.6
49.44	579.86
51.76	584.94
54.1	579.86
56.42	569.68
58.7	554.42
60.92	534.08
63.05	523.9
65.15	503.56
67.16	483.21
69.09	457.78
70.93	437.43
72.68	412
74.32	396.74
75.91	376.4
77.42	361.14
78.86	340.79
80.22	320.45
81.51	300.1
82.71	269.58
83.78	244.15
84.76	218.72
85.64	198.37
86.43	178.03
87.14	157.68
87.77	142.42
88.34	122.07
88.83	101.73
89.24	86.47
89.58	66.12
89.85	45.78
90.03	30.52
90.15	10.17
 90.19(S)	-5.09
90.17	-15.26
90.11	-30.52
89.99	-40.69
89.83	-55.95
89.6	-66.12
89.34	-76.3
89.03	-86.47
88.69	-101.73
88.28	-106.82
87.85	-116.99
87.39	-132.25
86.86	-142.42
86.29	-162.77
85.64	-172.94
84.94	-198.37
84.15	-213.63
83.3	-239.06
82.34	-254.32
81.32	-279.75
80.2	-305.19
78.98	-345.88
77.6	-401.83
75.99	-462.87
74.14	-523.9
72.04	-579.86
69.73	-615.46
67.26	-635.81
64.72	-645.98
62.14	-635.81
59.59	-630.72
57.07	-620.55
54.59	-610.37
52.15	-595.11
49.77	-579.86
47.45	-554.42
45.23	-523.9
43.13	-493.39
41.16	-457.78
39.33	-422.18
37.64	-396.74
36.05	-361.14
34.61	-335.71
33.27	-310.27
32.02	-274.67
30.93	-249.24
29.93	-213.63
29.07	-183.11
28.34	-157.68
27.71	-122.07
27.22	-101.73
26.82	-76.3
26.51	-61.04
26.27	-40.69
26.1	-25.43
26	-5.09
 25.98(D)	5.09
26	25.43
26.1	30.52
26.23	45.78
26.41	45.78
26.59	61.04
26.84	61.04
27.08	66.12
27.34	71.21
27.63	76.3
27.93	86.47
28.28	86.47
28.63	96.64
29.01	101.73
29.42	96.64
29.81	101.73
30.21	96.64
30.6	96.64
30.99	86.47
31.33	81.38
31.66	76.3
31.96	61.04
32.21	61.04
32.45	40.69
32.61	35.61
32.76	20.35
32.84	15.26
32.9	0
32.9	0
32.9	0
32.9	-5.09
 32.88(E)	0
32.88	10.17
32.92	15.26
32.98	35.61
33.12	50.86
33.33	71.21
33.61	101.73
34.02	127.16
34.53	167.85
35.2	203.46
36.01	239.06
36.97	274.67
38.07	310.27
39.31	350.97
40.71	396.74
42.3	442.52
44.07	483.21
46	528.99
48.12	554.42
50.34	569.68
52.61	574.77
54.91	569.68
57.19	564.6
59.45	549.34
61.65	534.08
63.78	518.82
65.86	503.56
67.87	473.04
69.77	452.69
71.58	427.26
73.29	401.83
74.89	376.4
76.4	356.05
77.82	335.71
79.17	310.27
80.41	279.75
81.53	259.41
82.56	228.89
83.48	203.46
84.29	178.03
85	157.68
85.64	137.33
86.18	122.07
86.67	101.73
87.08	86.47
87.43	71.21
87.71	50.86
87.91	40.69
88.08	20.35
88.16	10.17
 88.20(S)	0
88.2	-15.26
88.14	-25.43
88.04	-40.69
87.87	-50.86
87.67	-61.04
87.43	-71.21
87.14	-86.47
86.8	-96.64
86.41	-106.82
85.98	-127.16
85.47	-142.42
84.9	-157.68
84.27	-178.03
83.56	-193.29
82.79	-213.63
81.93	-233.98
81	-249.24
80	-264.5
78.94	-289.93
77.78	-330.62
76.46	-376.4
74.95	-437.43
73.2	-498.47
71.21	-549.34
69.01	-590.03
66.65	-610.37
64.21	-620.55
61.73	-610.37
59.29	-605.29
56.87	-590.03
54.51	-579.86
52.19	-569.68
49.91	-554.42
47.69	-534.08
45.55	-508.65
43.52	-478.13
41.61	-452.69
39.8	-417.09
38.13	-386.57
36.58	-361.14
35.14	-335.71
33.79	-305.19
32.57	-284.84
31.43	-254.32
30.42	-218.72
29.54	-193.29
28.77	-162.77
28.12	-132.25
27.59	-101.73
27.18	-81.38
26.86	-55.95
26.63	-45.78
26.45	-25.43
26.35	-10.17
 26.31(D)	5.09
26.33	15.26
26.39	30.52
26.51	35.61
26.65	45.78
26.84	50.86
27.04	55.95
27.26	66.12
27.53	71.21
27.81	76.3
28.12	86.47
28.46	96.64
28.85	96.64
29.24	106.82
29.66	106.82
30.09	106.82
30.52	101.73
30.93	106.82
31.35	96.64
31.74	86.47
32.09	81.38
32.41	66.12
32.68	55.95
32.9	40.69
33.06	25.43
33.16	10.17
33.2	0
33.2	-10.17
33.16	-15.26
33.1	-20.35
33.02	-20.35
32.94	-15.26
32.88	-10.17
 32.84(E)	5.09
32.86	20.35
32.94	40.69
33.1	66.12
33.37	91.56
33.73	132.25
34.26	605.29
36.68	279.75
37.8	320.45
39.08	366.22
40.55	417.09
42.22	462.87
44.07	518.82
46.14	559.51
48.38	584.94
50.72	605.29
53.14	600.2
55.54	590.03
57.9	579.86
60.22	559.51
62.46	539.16
64.62	518.82
66.69	498.47
68.69	467.95
70.56	437.43
72.31	417.09
73.98	396.74
75.56	381.48
77.09	366.22
78.56	345.88
79.94	330.62
81.26	310.27
82.5	289.93
83.66	264.5
84.72	239.06
85.68	218.72
86.55	193.29
87.32	178.03
88.04	162.77
88.69	132.25
89.22	116.99
89.68	96.64
90.07	66.12
90.34	50.86
90.54	25.43
90.64	10.17
 90.68(S)	-10.17
90.64	-25.43
90.54	-45.78
90.36	-55.95
90.13	-71.21
89.85	-86.47
89.5	-96.64
89.11	-101.73
88.71	-116.99
88.24	-132.25
87.71	-137.33
87.16	-147.51
86.57	-162.77
85.92	-178.03
85.21	-193.29
84.44	-203.46
83.62	-218.72
82.75	-233.98
81.81	-249.24
80.81	-259.41
79.78	-279.75
78.66	-310.27
77.42	-356.05
75.99	-412
74.34	-473.04
72.45	-528.99
70.34	-579.86
68.02	-610.37
65.57	-620.55
63.09	-625.63
60.59	-625.63
58.09	-610.37
55.65	-600.2
53.24	-590.03
50.88	-569.68
48.61	-559.51
46.37	-539.16
44.21	-513.73
42.16	-488.3
40.2	-452.69
38.39	-427.26
36.68	-396.74
35.1	-366.22
33.63	-335.71
32.29	-305.19
31.07	-269.58
29.99	-233.98
29.05	-198.37
28.26	-167.85
27.59	-132.25
27.06	-101.73
26.65	-81.38
26.33	-50.86
26.12	-35.61
25.98	-20.35
 25.90(D)	0
25.9	10.17
25.94	20.35
26.02	30.52
26.14	40.69
26.31	45.78
26.49	45.78
26.67	55.95
26.9	55.95
27.12	61.04
27.37	66.12
27.63	76.3
27.93	81.38
28.26	91.56
28.63	86.47
28.97	96.64
29.36	91.56
29.73	91.56
30.09	86.47
30.44	86.47
30.78	81.38
31.11	76.3
31.41	66.12
31.68	61.04
31.92	50.86
32.13	35.61
32.27	30.52
32.39	20.35
32.47	10.17
32.51	5.09
32.53	0
32.53	-5.09
 32.51(E)	0
32.51	0
32.51	5.09
32.53	20.35
32.61	35.61
32.76	55.95
32.98	76.3
33.29	106.82
33.71	137.33
34.26	167.85
34.93	208.54
35.77	249.24
36.76	279.75
37.88	320.45
39.17	356.05
40.59	401.83
42.2	452.69
44.01	493.39
45.98	539.16
48.14	569.68
50.42	590.03
52.78	595.11
55.16	584.94
57.5	574.77
59.8	559.51
62.03	539.16
64.19	518.82
66.27	493.39
68.24	467.95
70.11	447.61
71.9	412
73.55	391.66
75.12	366.22
76.58	345.88
77.97	325.53
79.27	300.1
80.47	279.75
81.59	249.24
82.58	218.72
83.46	198.37
84.25	178.03
84.96	152.59
85.57	137.33
86.12	116.99
86.59	101.73
87	86.47
87.34	71.21
87.63	55.95
87.85	40.69
88.02	25.43
88.12	5.09
 88.14(S)	0
88.14	-20.35
88.06	-30.52
87.93	-40.69
87.77	-50.86
87.57	-71.21
87.28	-76.3
86.98	-86.47
86.63	-106.82
86.21	-111.9
85.76	-127.16
85.25	-142.42
84.68	-157.68
84.05	-172.94
83.36	-193.29
82.58	-203.46
81.77	-223.8
80.87	-239.06
79.92	-259.41
78.88	-279.75
77.76	-315.36
76.5	-371.31
75.01	-427.26
73.31	-493.39
71.33	-544.25
69.16	-584.94
66.82	-605.29
64.39	-615.46
61.93	-615.46
59.47	-615.46
57.01	-605.29
54.59	-595.11
52.21	-590.03
49.85	-569.68
47.57	-554.42
45.35	-523.9
43.26	-493.39
41.28	-462.87
39.43	-427.26
37.72	-396.74
36.13	-366.22
34.67	-335.71
33.33	-305.19
32.11	-279.75
30.99	-249.24
29.99	-213.63
29.14	-183.11
28.4	-152.59
27.79	-122.07
27.3	-91.56
26.94	-76.3
26.63	-50.86
26.43	-40.69
26.27	-25.43
26.16	-10.17
26.12	-5.09
 26.10(D)	10.17
26.14	20.35
26.23	30.52
26.35	35.61
26.49	40.69
26.65	50.86
26.86	61.04
27.1	61.04
27.34	71.21
27.63	81.38
27.96	86.47
28.3	96.64
28.69	96.64
29.07	106.82
29.5	101.73
29.91	106.82
30.34	101.73
30.74	96.64
31.13	91.56
31.5	86.47
31.84	76.3
32.15	71.21
32.43	55.95
32.66	40.69
32.82	30.52
32.94	15.26
33	5.09
33.02	0
33.02	-10.17
32.98	-15.26
32.92	-10.17
32.88	-10.17
 32.84(E)	-5.09
32.82	10.17
32.86	20.35
32.94	50.86
33.14	71.21
33.43	96.64
33.81	137.33
34.36	167.85
35.04	208.54
35.87	244.15
36.85	284.84
37.99	320.45
39.27	361.14
40.71	412
42.36	457.78
44.19	513.73
46.25	549.34
48.44	584.94
50.78	600.2
53.18	595.11
55.56	584.94
57.9	574.77
60.2	554.42
62.42	528.99
64.54	513.73
66.59	493.39
68.57	462.87
70.42	437.43
72.17	417.09
73.83	391.66
75.4	376.4
76.91	356.05
78.33	335.71
79.67	320.45
80.96	295.01
82.14	269.58
83.21	249.24
84.21	223.8
85.11	203.46
85.92	188.2
86.67	162.77
87.32	152.59
87.93	132.25
88.46	111.9
88.91	96.64
89.3	76.3
89.6	55.95
89.83	40.69
89.99	20.35
90.07	10.17
 90.11(S)	-5.09
90.09	-20.35
90.01	-35.61
89.87	-45.78
89.68	-66.12
89.42	-71.21
89.13	-86.47
88.79	-96.64
88.4	-106.82
87.98	-116.99
87.51	-132.25
86.98	-147.51
86.39	-162.77
85.74	-178.03
85.03	-198.37
84.23	-218.72
83.36	-239.06
82.4	-254.32
81.38	-274.67
80.28	-300.1
79.08	-335.71
77.74	-381.48
76.22	-437.43
74.47	-508.65
72.43	-564.6
70.17	-605.29
67.75	-630.72
65.23	-640.89
62.67	-640.89
60.1	-630.72
57.58	-615.46
55.12	-600.2
52.72	-590.03
50.36	-574.77
48.06	-559.51
45.82	-528.99
43.7	-508.65
41.67	-478.13
39.76	-447.61
37.97	-417.09
36.3	-386.57
34.75	-356.05
33.33	-325.53
32.02	-300.1
30.82	-264.5
29.77	-233.98
28.83	-203.46
28.02	-172.94
27.32	-137.33
26.78	-106.82
26.35	-86.47
26	-66.12
25.74	-45.78
25.55	-25.43
25.45	-10.17
 25.41(D)	0
25.41	20.35
25.49	30.52
25.62	40.69
25.78	50.86
25.98	61.04
26.23	61.04
26.47	71.21
26.75	76.3
27.06	76.3
27.37	81.38
27.69	86.47
28.04	86.47
28.38	91.56
28.75	96.64
29.14	96.64
29.52	96.64
29.91	91.56
30.27	91.56
30.64	86.47
30.99	81.38
31.31	76.3
31.62	66.12
31.88	50.86
32.09	40.69
32.25	30.52
32.37	15.26
32.43	5.09
32.45	0
32.45	-5.09
32.43	-10.17
32.39	-10.17
 32.35(E)	0
32.35	5.09
32.37	20.35
32.45	30.52
32.57	50.86
32.78	76.3
33.08	101.73
33.49	127.16
34	162.77
34.65	198.37
35.44	228.89
36.36	264.5
37.42	295.01
38.6	330.62
39.92	366.22
41.38	406.92
43.01	452.69
44.82	493.39
46.8	534.08
48.93	564.6
51.19	574.77
53.49	569.68
55.77	564.6
58.03	544.25
60.2	523.9
62.3	503.56
64.31	483.21
66.25	462.87
68.1	442.52
69.87	422.18
71.56	406.92
73.18	386.57
74.73	371.31
76.22	350.97
77.62	330.62
78.94	310.27
80.18	284.84
81.32	264.5
82.38	239.06
83.34	213.63
84.19	193.29
84.96	167.85
85.64	147.51
86.23	127.16
86.73	106.82
87.16	91.56
87.53	66.12
87.79	50.86
88	40.69
88.16	20.35
88.24	5.09
 88.26(S)	-10.17
88.22	-20.35
88.14	-35.61
88	-45.78
87.81	-61.04
87.57	-71.21
87.28	-86.47
86.94	-101.73
86.53	-111.9
86.08	-122.07
85.59	-142.42
85.03	-152.59
84.41	-167.85
83.74	-178.03
83.03	-198.37
82.24	-213.63
81.38	-223.8
80.49	-244.15
79.51	-264.5
78.45	-289.93
77.29	-325.53
75.99	-381.48
74.47	-442.52
72.7	-498.47
70.7	-549.34
68.5	-584.94
66.16	-605.29
63.74	-615.46
61.28	-615.46
58.82	-605.29
56.4	-600.2
54	-590.03
51.64	-579.86
49.32	-559.51
47.08	-539.16
44.92	-518.82
42.85	-493.39
40.87	-457.78
39.04	-427.26
37.33	-391.66
35.77	-366.22
34.3	-335.71
32.96	-305.19
31.74	-279.75
30.62	-244.15
29.64	-218.72
28.77	-178.03
28.06	-147.51
27.47	-116.99
27	-91.56
26.63	-71.21
26.35	-50.86
26.14	-35.61
26	-25.43
25.9	-10.17
 25.86(D)	0
25.86	15.26
25.92	20.35
26	30.52
26.12	35.61
26.27	45.78
26.45	45.78
26.63	61.04
26.88	61.04
27.12	71.21
27.41	76.3
27.71	86.47
28.06	91.56
28.42	96.64
28.81	106.82
29.24	101.73
29.64	106.82
30.07	106.82
30.5	106.82
30.93	101.73
31.33	91.56
31.7	86.47
32.04	71.21
32.33	61.04
32.57	40.69
32.74	35.61
32.88	15.26
32.94	5.09
32.96	-10.17
32.92	-10.17
32.88	-20.35
32.8	-15.26
32.74	-15.26
32.68	-5.09
 32.66(E)	0
32.66	20.35
32.74	35.61
32.88	55.95
33.1	81.38
33.43	106.82
33.86	147.51
34.45	178.03
35.16	218.72
36.03	254.32
37.05	295.01
38.23	325.53
39.53	376.4
41.04	417.09
42.71	473.04
44.6	523.9
46.69	564.6
48.95	595.11
51.33	610.37
53.77	605.29
56.2	595.11
58.58	564.6
60.83	544.25
63.01	518.82
65.09	493.39
67.06	473.04
68.95	452.69
70.76	437.43
72.51	417.09
74.18	401.83
75.79	381.48
77.31	361.14
78.76	335.71
80.1	310.27
81.34	284.84
82.48	259.41
83.52	228.89
84.44	208.54
85.27	183.11
86	167.85
86.67	142.42
87.24	127.16
87.75	111.9
88.2	91.56
88.57	81.38
88.89	61.04
89.13	45.78
89.32	35.61
89.46	20.35
89.54	5.09
 89.56(S)	0
89.56	-20.35
89.48	-25.43
89.38	-35.61
89.24	-50.86
89.03	-61.04
88.79	-76.3
88.48	-81.38
88.16	-96.64
87.77	-111.9
87.32	-127.16
86.82	-147.51
86.23	-162.77
85.57	-183.11
84.84	-208.54
84.01	-233.98
83.07	-254.32
82.05	-269.58
80.98	-295.01
79.8	-315.36
78.53	-356.05
77.11	-401.83
75.5	-462.87
73.65	-523.9
71.56	-569.68
69.28	-615.46
66.82	-630.72
64.29	-635.81
61.75	-635.81
59.21	-625.63
56.7	-615.46
54.24	-605.29
51.82	-590.03
49.46	-569.68
47.18	-549.34
44.98	-523.9
42.89	-498.47
40.9	-462.87
39.04	-427.26
37.33	-401.83
35.73	-371.31
34.24	-340.79
32.88	-315.36
31.62	-289.93
30.46	-254.32
29.44	-228.89
28.52	-193.29
27.75	-162.77
27.1	-127.16
26.59	-106.82
26.16	-81.38
25.84	-61.04
25.6	-45.78
25.41	-25.43
25.31	-15.26
 25.25(D)	0
25.25	15.26
25.31	25.43
25.41	30.52
25.53	45.78
25.72	45.78
25.9	55.95
26.12	61.04
26.37	66.12
26.63	71.21
26.92	81.38
27.24	86.47
27.59	96.64
27.98	101.73
28.38	101.73
28.79	101.73
29.2	106.82
29.62	101.73
30.03	101.73
30.44	96.64
30.82	91.56
31.19	81.38
31.52	76.3
31.82	61.04
32.06	50.86
32.27	35.61
32.41	20.35
32.49	5.09
32.51	0
32.51	-5.09
32.49	-10.17
32.45	-10.17
32.41	-5.09
 32.39(E)	0
32.39	10.17
32.43	20.35
32.51	30.52
32.63	50.86
32.84	71.21
33.12	96.64
33.51	127.16
34.02	167.85
34.69	198.37
35.48	239.06
36.44	274.67
37.54	315.36
38.8	350.97
40.2	386.57
41.75	437.43
43.5	483.21
45.43	523.9
47.53	564.6
49.79	584.94
52.13	595.11
54.51	590.03
56.87	574.77
59.17	554.42
61.38	523.9
63.48	503.56
65.49	478.13
67.41	457.78
69.24	432.35
70.97	412
72.61	386.57
74.16	371.31
75.65	345.88
77.03	325.53
78.33	300.1
79.53	279.75
80.65	249.24
81.65	228.89
82.56	208.54
83.4	188.2
84.15	162.77
84.8	147.51
85.39	132.25
85.92	111.9
86.37	96.64
86.75	76.3
87.06	66.12
87.32	50.86
87.53	35.61
87.67	20.35
87.75	10.17
 87.79(S)	-5.09
87.77	-15.26
87.71	-25.43
87.61	-35.61
87.47	-45.78
87.28	-55.95
87.06	-71.21
86.77	-86.47
86.43	-101.73
86.02	-116.99
85.55	-132.25
85.03	-157.68
84.39	-167.85
83.72	-193.29
82.95	-208.54
82.12	-228.89
81.2	-249.24
80.2	-269.58
79.12	-289.93
77.97	-325.53
